issues_priority_Minor_mean;NumberOfModifiers_75%;NumberOfModifiers_count;WMC_CK_25%;WMC_CK_min;MaxNumberOfNestedBlocks_25%;WMC_CK_mean;MissingDefault_freq;NumberOfModifiers_min;MissingDefault_unique;NumberOfMathOperations_25%;NumberOfMathOperations_max;Maximum Depth_mean;NumberOfModifiers_50%;WMC_CK_50%;MissingDefault_top;NumberOfMathOperations_min;MaxNumberOfNestedBlocks_count;Maximum Depth_max;issues_priority_Minor_count;Average Block Depth;WMC_CK_std;Maximum Complexity*;NumberOfModifiers_mean;MagicNumber_count;InsufficientModularization;issues_priority_Minor_std;NumberOfMathOperations_75%;issues_priority_Minor_min;NumberOfMathOperations_mean;NumberOfMathOperations_std;Maximum Depth_min;MaxNumberOfNestedBlocks_mean;NumberOfModifiers_25%;WMC_CK_75%;Cyclic_DependentModularization;Maximum Depth_std;issues_priority_Minor_max;WMC_Designite;Bugged;MaxNumberOfNestedBlocks_75%;Maximum Depth_75%;NumberOfMethods_Mood;MissingHierarchy;MaxNumberOfNestedBlocks_50%;MagicNumber_top;Average Complexity*;Maximum Depth_50%;Maximum Depth_count;MagicNumber_freq;NumberOfModifiers_std;Maximum Depth_25%;BrokenModularization;issues_priority_Major_min;MaxNumberOfNestedBlocks_std;MissingDefault_count;NumberOfMathOperations_count;WMC_CK_max;Hub_likeModularization;MaxNumberOfNestedBlocks_min;MaxNumberOfNestedBlocks_max;issues_priority_Major_mean;issues_priority_Major_max;issues_priority_Major_count;NumberOfModifiers_max;Maximum Block Depth;WMC_CK_count;MagicNumber_unique;Average Statements per Method;issues_priority_Major_std;NumberOfMathOperations_50%
0.0;2.0;7.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;2.0;2.0;1.0;False;0.0;7.0;2.0;1.0;1.78;0.0;1.0;1.5714285714285714;1.0;False;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;1.0;False;0.0;0.0;7.0;False;0.0;2.0;7.0;False;0.0;True;1.0;2.0;5.0;1.0;0.5345224838248488;2.0;False;1.0;0.0;1.0;7.0;1.0;False;0.0;0.0;1.0;1.0;1.0;2.0;2.0;7.0;1.0;12.71;0.0;0.0
0.0;2.0;14.0;1.0;1.0;0.0;1.2857142857142858;6.0;0.0;1.0;0.0;0.0;2.0;2.0;1.0;False;0.0;14.0;2.0;1.0;1.66;0.4688072309384954;4.0;1.8571428571428568;6.0;False;0.0;0.0;0.0;0.0;0.0;2.0;0.2857142857142857;1.0;1.75;False;0.0;0.0;14.0;False;0.75;2.0;14.0;False;0.0;False;2.07;2.0;9.0;6.0;1.0994504121565505;2.0;False;1.0;0.4688072309384954;6.0;14.0;2.0;False;0.0;1.0;1.0;1.0;1.0;4.0;3.0;14.0;1.0;6.36;0.0;0.0
0.0;1.0;1.0;2.0;2.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0;False;0.0;1.0;0.0;1.0;0.75;0.0;2.0;1.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;False;0.0;0.0;2.0;False;1.0;0.0;1.0;False;1.0;False;2.0;0.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;1.0;2.0;False;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;0.0;2.0;0.0;0.0
0.0;1.0;1.0;4.0;4.0;1.0;4.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;4.0;False;0.0;1.0;0.0;1.0;1.14;0.0;4.0;1.0;1.0;False;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;4.0;False;0.0;0.0;4.0;False;1.0;0.0;1.0;False;1.0;False;4.0;0.0;0.0;1.0;0.0;0.0;False;1.0;0.0;1.0;1.0;4.0;False;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;6.0;0.0;0.0
0.0;2.5;4.0;1.0;1.0;0.0;1.0;4.0;0.0;1.0;0.0;0.0;2.0;2.0;1.0;False;0.0;4.0;2.0;1.0;1.41;0.0;4.0;2.0;4.0;False;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.5;1.0;False;0.0;0.0;4.0;False;0.0;2.0;4.0;False;0.0;False;1.75;2.0;3.0;3.0;1.6329931618554518;2.0;False;1.0;0.0;4.0;4.0;1.0;False;0.0;0.0;1.0;1.0;1.0;4.0;3.0;4.0;2.0;17.0;0.0;0.0
0.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;False;0.0;2.0;0.0;1.0;0.85;0.0;1.0;1.0;1.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;0.0;False;1.0;0.0;0.0;1.0;0.0;0.0;False;1.0;0.0;1.0;2.0;1.0;False;0.0;0.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;3.5;0.0;0.0
0.06666666666666668;2.0;9.0;2.0;1.0;1.0;5.4444444444444455;4.0;1.0;1.0;0.0;3.0;2.0;2.0;6.0;False;0.0;9.0;2.0;15.0;3.02;3.811532208676424;16.0;1.6666666666666667;4.0;False;0.25819888974716115;0.0;0.0;0.3333333333333333;0.9999999999999998;2.0;2.333333333333333;1.0;9.0;False;0.0;1.0;39.0;True;3.0;2.0;9.0;False;3.0;False;6.67;2.0;1.0;4.0;0.5;2.0;False;0.0;2.0;4.0;9.0;11.0;False;0.0;6.0;0.8;1.0;15.0;2.0;8.0;9.0;1.0;17.78;0.4140393356054126;0.0
0.0;25.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;2.0;0.0;0.0;3.0;17.0;1.0;True;0.0;2.0;3.0;2.0;3.06;0.0;8.0;17.0;2.0;False;0.0;0.0;0.0;0.0;0.0;3.0;0.0;9.0;1.0;False;0.0;0.0;17.0;False;0.0;3.0;8.0;False;0.0;True;2.86;3.0;2.0;1.0;22.62741699796952;3.0;False;1.0;0.0;2.0;2.0;1.0;False;0.0;0.0;1.0;1.0;2.0;33.0;8.0;2.0;2.0;7.0;0.0;0.0
0.0;1.25;12.0;1.0;1.0;0.0;3.0;2.0;1.0;2.0;0.0;4.0;2.2;1.0;2.0;False;0.0;12.0;3.0;2.0;3.06;2.486326242032244;8.0;3.8333333333333335;3.0;False;0.0;1.25;0.0;0.9166666666666666;1.378954368902449;2.0;1.0833333333333333;1.0;4.25;False;0.4472135954999579;0.0;17.0;False;2.0;2.0;8.0;False;1.0;True;2.86;2.0;5.0;2.0;9.19321225226262;2.0;False;1.0;1.1645001528813148;3.0;12.0;8.0;False;0.0;3.0;1.0;1.0;2.0;33.0;8.0;12.0;2.0;7.0;0.0;0.0
0.0;1.0;11.0;1.0;1.0;0.0;2.363636363636364;3.0;1.0;1.0;0.0;0.0;2.0;1.0;1.0;False;0.0;11.0;2.0;1.0;1.9;1.9116865471476892;5.0;1.0;3.0;False;0.0;0.0;0.0;0.0;0.0;2.0;1.0909090909090908;1.0;4.5;False;0.0;0.0;24.0;False;3.0;2.0;11.0;False;0.0;False;2.36;2.0;4.0;3.0;0.0;2.0;False;0.0;1.5135749373285392;3.0;11.0;5.0;False;0.0;3.0;0.0;0.0;1.0;1.0;5.0;11.0;1.0;3.0;0.0;0.0
0.1111111111111111;9.0;74.0;1.0;1.0;0.0;1.135135135135135;1.0;9.0;1.0;0.0;2.0;0.0;9.0;1.0;False;0.0;74.0;0.0;9.0;1.44;0.3819317992738453;3.0;9.405405405405405;1.0;True;0.3333333333333333;0.0;0.0;0.027027027027027032;0.2324952774876386;0.0;0.10810810810810813;9.0;1.0;False;0.0;1.0;83.0;False;0.0;0.0;74.0;False;0.0;False;1.22;0.0;0.0;1.0;1.0326043536627465;0.0;False;0.0;0.3126364937009625;1.0;74.0;3.0;False;0.0;1.0;0.7777777777777778;1.0;9.0;12.0;3.0;74.0;1.0;1.5;0.4409585518440984;0.0
0.0;1.0;10.0;1.0;1.0;0.0;1.8;0.0;1.0;0.0;0.0;0.0;2.0;1.0;2.0;False;0.0;10.0;2.0;0.0;1.88;0.9189365834726816;4.0;1.0;0.0;False;0.0;0.0;0.0;0.0;0.0;2.0;0.8;1.0;2.0;False;0.0;0.0;12.0;False;1.0;2.0;10.0;False;1.0;False;1.8;2.0;2.0;0.0;0.0;2.0;False;0.0;0.9189365834726816;0.0;10.0;4.0;False;0.0;3.0;0.0;0.0;0.0;1.0;5.0;10.0;0.0;3.5;0.0;0.0
0.5;1.0;16.0;2.0;1.0;0.75;3.3125;1.0;1.0;1.0;0.0;2.0;2.0;1.0;2.5;False;0.0;16.0;2.0;2.0;2.03;1.9906029237394385;11.0;1.1875;1.0;False;0.7071067811865476;0.5;0.0;0.5;0.8944271909999159;2.0;1.125;1.0;5.0;False;0.0;1.0;41.0;False;2.0;2.0;15.0;False;1.0;False;3.93;2.0;1.0;1.0;0.4031128874149275;2.0;False;0.0;0.8062257748298549;1.0;16.0;7.0;False;0.0;2.0;0.5;1.0;2.0;2.0;4.0;16.0;1.0;8.73;0.7071067811865476;0.0
0.25;1.0;13.0;2.0;1.0;1.0;3.0769230769230766;2.0;1.0;1.0;0.0;1.0;2.0;1.0;3.0;False;0.0;13.0;2.0;4.0;2.06;1.8009968749527983;9.0;1.0;2.0;False;0.5;0.0;0.0;0.2307692307692308;0.4385290096535146;2.0;1.1538461538461535;1.0;3.0;False;0.0;1.0;25.0;False;1.0;2.0;13.0;False;1.0;False;3.15;2.0;1.0;2.0;0.0;2.0;False;0.0;0.8006407690254357;2.0;13.0;8.0;False;0.0;3.0;0.75;1.0;4.0;1.0;5.0;13.0;1.0;7.31;0.5;0.0
0.0;9.0;2.0;2.25;2.0;1.0;2.5;0.0;9.0;0.0;0.0;0.0;0.0;9.0;2.5;False;0.0;2.0;0.0;1.0;1.75;0.7071067811865476;3.0;9.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;1.0;9.0;2.75;False;0.0;0.0;5.0;False;1.0;0.0;2.0;False;1.0;False;2.5;0.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;2.0;3.0;False;1.0;1.0;1.0;1.0;1.0;9.0;3.0;2.0;0.0;8.5;0.0;0.0
0.1;1.0;56.0;1.0;1.0;0.0;2.25;5.0;1.0;1.0;0.0;3.0;2.363636363636364;1.0;2.0;False;0.0;56.0;3.0;10.0;2.14;1.4553974777296468;6.0;1.0535714285714286;5.0;True;0.31622776601683794;0.0;0.0;0.16071428571428573;0.5962545433952521;2.0;1.0178571428571428;1.0;3.0;False;0.492365963917331;1.0;113.0;True;2.0;3.0;56.0;False;1.0;False;2.27;2.0;22.0;5.0;0.22720778292870303;2.0;False;0.0;1.243032529795528;5.0;56.0;6.0;False;0.0;5.0;0.8;1.0;10.0;2.0;7.0;56.0;1.0;4.36;0.4216370213557839;0.0
0.0;1.0;5.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;1.0;False;0.0;5.0;2.0;2.0;0.96;0.0;1.0;1.0;0.0;False;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;1.0;False;0.0;0.0;5.0;True;0.0;2.0;5.0;False;0.0;False;1.0;2.0;2.0;0.0;0.0;2.0;False;1.0;0.0;0.0;5.0;1.0;False;0.0;0.0;1.0;1.0;2.0;1.0;2.0;5.0;0.0;1.6;0.0;0.0
0.0;1.0;4.0;3.0;3.0;1.0;3.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;3.0;False;0.0;4.0;0.0;6.0;1.67;0.0;4.0;1.0;0.0;False;0.0;0.25;0.0;0.25;0.5;0.0;1.5;1.0;3.0;False;0.0;0.0;12.0;False;2.0;0.0;4.0;False;1.5;False;2.5;0.0;0.0;0.0;0.0;0.0;False;1.0;0.5773502691896257;0.0;4.0;3.0;False;1.0;2.0;1.0;1.0;6.0;1.0;4.0;4.0;0.0;4.67;0.0;0.0
0.0;1.0;3.0;1.0;1.0;0.0;2.6666666666666665;1.0;1.0;1.0;0.0;0.0;2.0;1.0;1.0;False;0.0;3.0;2.0;2.0;1.72;2.8867513459481287;7.0;1.0;1.0;False;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;3.5;False;0.0;0.0;7.0;True;1.5;2.0;3.0;False;0.0;False;3.0;2.0;1.0;1.0;0.0;2.0;False;0.0;1.7320508075688772;1.0;3.0;6.0;False;0.0;3.0;0.5;1.0;2.0;1.0;5.0;3.0;1.0;5.33;0.7071067811865476;0.0
0.0;1.0;4.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;1.0;False;0.0;4.0;2.0;1.0;1.15;0.0;1.0;1.0;0.0;False;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;1.0;False;0.0;0.0;5.0;False;0.0;2.0;4.0;False;0.0;False;1.0;2.0;2.0;0.0;0.0;2.0;False;1.0;0.0;0.0;4.0;1.0;False;0.0;0.0;1.0;1.0;1.0;1.0;2.0;4.0;0.0;0.8;0.0;0.0
0.0;1.0;13.0;1.0;1.0;0.0;1.2307692307692308;1.0;1.0;1.0;0.0;0.0;2.1818181818181817;1.0;1.0;False;0.0;13.0;3.0;0.0;1.72;0.4385290096535146;2.0;1.3846153846153846;1.0;False;0.0;0.0;0.0;0.0;0.0;2.0;0.2307692307692308;1.0;1.0;False;0.4045199174779453;0.0;15.0;False;0.0;2.0;13.0;False;0.0;False;1.23;2.0;11.0;1.0;0.869718492622904;2.0;False;0.0;0.4385290096535146;1.0;13.0;2.0;False;0.0;1.0;0.0;0.0;0.0;4.0;3.0;13.0;1.0;7.31;0.0;0.0
0.0;1.0;14.0;1.0;1.0;0.0;1.1428571428571428;5.0;1.0;1.0;0.0;0.0;2.0;1.0;1.0;False;0.0;14.0;2.0;2.0;1.74;0.3631365196012815;2.0;1.2142857142857142;5.0;False;0.0;0.0;0.0;0.0;0.0;2.0;0.14285714285714285;1.0;1.0;False;0.0;0.0;14.0;False;0.0;2.0;14.0;False;0.0;True;1.14;2.0;12.0;4.0;0.8017837257372731;2.0;False;1.0;0.3631365196012815;5.0;14.0;2.0;False;0.0;1.0;1.0;1.0;2.0;4.0;3.0;14.0;2.0;9.86;0.0;0.0
0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;2.0;1.0;1.0;False;1.0;1.0;2.0;1.0;1.13;0.0;1.0;1.0;0.0;False;0.0;1.0;0.0;1.0;0.0;2.0;0.0;1.0;1.0;False;0.0;0.0;1.0;False;0.0;2.0;1.0;False;0.0;False;1.0;2.0;1.0;0.0;0.0;2.0;False;1.0;0.0;0.0;1.0;1.0;False;0.0;0.0;1.0;1.0;1.0;1.0;2.0;1.0;0.0;4.0;0.0;1.0
0.0;2.5;3.0;1.5;1.0;0.5;1.6666666666666667;2.0;1.0;1.0;0.0;2.0;2.6666666666666665;1.0;2.0;False;0.0;3.0;3.0;4.0;1.73;0.5773502691896257;2.0;2.0;2.0;False;0.0;1.0;0.0;0.6666666666666666;1.1547005383792517;2.0;0.6666666666666666;1.0;2.0;False;0.5773502691896258;0.0;5.0;False;1.0;3.0;3.0;False;1.0;True;1.67;3.0;3.0;1.0;1.7320508075688772;2.5;False;0.0;0.5773502691896258;2.0;3.0;2.0;False;0.0;1.0;0.75;1.0;4.0;4.0;3.0;3.0;2.0;21.67;0.5;0.0
0.0;1.0;19.0;1.0;1.0;0.0;1.0;12.0;1.0;1.0;0.0;0.0;2.0;1.0;1.0;False;0.0;19.0;2.0;3.0;1.49;0.0;1.0;1.3157894736842106;12.0;False;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;1.0;False;0.0;0.0;19.0;False;0.0;2.0;19.0;False;0.0;False;1.0;2.0;18.0;12.0;0.9459053029269172;2.0;False;1.0;0.0;12.0;19.0;1.0;False;0.0;0.0;1.0;1.0;3.0;4.0;2.0;19.0;1.0;1.58;0.0;0.0
0.0;2.0;17.0;3.0;2.0;1.0;6.235294117647059;4.0;1.0;1.0;0.0;14.0;0.0;2.0;3.0;False;0.0;17.0;0.0;3.0;2.62;6.99579705756165;28.0;1.5882352941176472;4.0;False;0.0;2.0;0.0;1.9411764705882355;3.928590527073516;0.0;1.9411764705882355;1.0;5.0;False;0.0;0.0;81.0;False;2.0;0.0;17.0;False;2.0;False;6.53;0.0;0.0;4.0;0.5072996561958923;0.0;False;0.0;1.1974237050483696;4.0;17.0;26.0;False;1.0;5.0;0.6666666666666666;1.0;3.0;2.0;7.0;17.0;1.0;17.06;0.5773502691896258;0.0
0.05555555555555555;2.0;45.0;3.0;1.0;0.0;4.911111111111111;13.0;1.0;1.0;0.0;7.0;0.0;1.0;5.0;False;0.0;45.0;0.0;18.0;3.53;3.2109346007200164;14.0;1.3111111111111111;13.0;True;0.23570226039551584;2.0;0.0;1.3777777777777778;1.6826506266343977;0.0;2.888888888888889;1.0;6.0;False;0.0;1.0;152.0;False;5.0;0.0;45.0;False;3.0;False;5.07;0.0;0.0;13.0;0.46817936647391795;0.0;False;0.0;2.3473604346373844;13.0;45.0;14.0;False;0.0;9.0;0.8888888888888888;1.0;18.0;2.0;9.0;45.0;1.0;12.0;0.3233808333817773;1.0
0.3333333333333333;1.0;5.0;2.0;1.0;1.0;3.6;1.0;1.0;1.0;0.0;3.0;0.0;1.0;3.0;False;0.0;5.0;0.0;3.0;2.37;3.130495168499705;11.0;1.2;1.0;False;0.5773502691896258;0.0;0.0;0.6;1.3416407864998738;0.0;1.8;1.0;3.0;False;0.0;1.0;17.0;False;2.0;0.0;5.0;False;2.0;False;4.0;0.0;0.0;1.0;0.4472135954999579;0.0;False;0.0;1.4832396974191324;1.0;5.0;9.0;False;0.0;4.0;0.3333333333333333;1.0;3.0;2.0;6.0;5.0;1.0;13.4;0.5773502691896258;0.0
0.08333333333333333;1.0;55.0;2.0;1.0;1.0;3.7818181818181817;11.0;1.0;1.0;0.0;5.0;3.75;1.0;3.0;False;0.0;55.0;5.0;12.0;3.13;2.967046848866226;17.0;1.0909090909090908;11.0;True;0.2886751345948129;2.0;0.0;0.8545454545454545;1.2534128494010948;2.0;2.272727272727273;1.0;4.5;False;1.2817398889233114;1.0;160.0;True;3.0;5.0;55.0;False;2.0;False;4.09;4.0;8.0;10.0;0.2901294265928297;2.75;False;0.0;1.556997888323046;11.0;55.0;15.0;False;0.0;6.0;0.8333333333333334;1.0;12.0;2.0;8.0;55.0;2.0;9.35;0.38924947208076144;0.0
0.0;1.0;3.0;7.0;5.0;2.0;8.666666666666666;1.0;1.0;1.0;0.0;0.0;0.0;1.0;9.0;False;0.0;3.0;0.0;3.0;1.8;3.511884584284246;12.0;1.0;1.0;False;0.0;0.0;0.0;0.0;0.0;0.0;2.333333333333333;1.0;10.5;False;0.0;0.0;13.0;False;2.5;0.0;3.0;False;2.0;False;8.67;0.0;0.0;1.0;0.0;0.0;False;1.0;0.5773502691896258;1.0;3.0;12.0;False;2.0;3.0;1.0;1.0;3.0;1.0;5.0;3.0;1.0;11.33;0.0;0.0
0.3333333333333333;9.0;32.0;1.0;1.0;0.0;1.15625;0.0;9.0;0.0;0.0;2.0;0.0;9.0;1.0;False;0.0;32.0;0.0;3.0;1.46;0.5148989879014481;5.0;9.1875;0.0;True;0.5773502691896258;0.0;0.0;0.0625;0.3535533905932738;0.0;0.125;9.0;1.0;False;0.0;1.0;37.0;False;0.0;0.0;32.0;False;0.0;False;1.22;0.0;0.0;0.0;0.7378040652569471;0.0;False;0.0;0.42121176958711604;0.0;32.0;3.0;False;0.0;2.0;0.6666666666666666;1.0;3.0;12.0;4.0;32.0;0.0;1.56;0.5773502691896258;0.0
0.18181818181818185;2.0;25.0;3.0;1.0;1.0;4.88;14.0;1.0;1.0;0.0;6.0;2.0;1.0;5.0;False;0.0;25.0;2.0;11.0;2.55;2.8331372481167705;12.0;1.44;14.0;False;0.4045199174779452;5.0;0.0;2.16;2.3036203390894663;2.0;1.8;1.0;5.0;False;0.0;1.0;88.0;True;2.0;2.0;25.0;False;2.0;False;4.84;2.0;1.0;14.0;0.5066228051190221;2.0;False;0.0;1.224744871391589;14.0;25.0;12.0;False;0.0;6.0;0.8181818181818182;1.0;11.0;2.0;8.0;25.0;1.0;14.04;0.4045199174779453;1.0
0.3333333333333333;1.0;8.0;2.5;1.0;0.75;3.375;3.0;1.0;1.0;0.75;2.0;2.0;1.0;3.5;False;0.0;8.0;2.0;3.0;2.11;1.7677669529663689;6.0;1.125;3.0;False;0.5773502691896258;2.0;0.0;1.25;0.8864052604279183;2.0;1.375;1.0;4.25;False;0.0;1.0;16.0;False;2.0;2.0;8.0;False;1.5;False;3.38;2.0;1.0;3.0;0.3535533905932738;2.0;False;0.0;1.0606601717798212;3.0;8.0;6.0;False;0.0;3.0;0.6666666666666666;1.0;3.0;2.0;5.0;8.0;1.0;8.0;0.5773502691896258;1.5
0.25;1.0;31.0;1.0;1.0;0.0;2.290322580645161;1.0;1.0;1.0;0.0;1.0;2.2;1.0;1.0;False;0.0;31.0;3.0;4.0;1.93;1.7924573149189498;8.0;1.0;1.0;True;0.5;0.0;0.0;0.1935483870967742;0.40160966445124935;2.0;0.8709677419354839;1.0;3.0;False;0.4216370213557839;1.0;64.0;False;1.5;2.0;31.0;False;0.0;False;2.32;2.0;10.0;1.0;0.0;2.0;False;0.0;1.1177935254739122;1.0;31.0;7.0;False;0.0;4.0;0.5;1.0;4.0;1.0;6.0;31.0;1.0;3.39;0.5773502691896257;0.0
0.125;1.0;17.0;2.0;1.0;1.0;3.7058823529411766;3.0;1.0;1.0;0.0;2.0;2.0;1.0;3.0;False;0.0;17.0;2.0;8.0;2.21;3.015889294270285;15.0;1.1176470588235294;3.0;False;0.3535533905932738;0.0;0.0;0.1176470588235294;0.4850712500726661;2.0;1.7647058823529411;1.0;4.0;False;0.0;1.0;47.0;False;2.0;2.0;17.0;False;2.0;False;3.82;2.0;3.0;3.0;0.3321055820775357;2.0;False;0.0;1.521898968587677;3.0;17.0;13.0;False;0.0;5.0;0.875;1.0;8.0;2.0;7.0;17.0;1.0;6.29;0.3535533905932738;0.0
0.0;25.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;2.0;0.0;0.0;3.0;17.0;1.0;True;0.0;2.0;3.0;0.0;3.02;0.0;8.0;17.0;2.0;False;0.0;0.0;0.0;0.0;0.0;3.0;0.0;9.0;1.0;False;0.0;0.0;17.0;False;0.0;3.0;8.0;False;0.0;True;2.86;3.0;2.0;1.0;22.62741699796952;3.0;False;0.0;0.0;2.0;2.0;1.0;False;0.0;0.0;0.0;0.0;0.0;33.0;8.0;2.0;2.0;7.0;0.0;0.0
0.0;1.25;12.0;1.0;1.0;0.0;3.0;2.0;1.0;2.0;0.0;4.0;2.2;1.0;2.0;False;0.0;12.0;3.0;0.0;3.02;2.486326242032244;8.0;3.8333333333333335;3.0;False;0.0;1.25;0.0;0.9166666666666666;1.378954368902449;2.0;1.0833333333333333;1.0;4.25;False;0.4472135954999579;0.0;17.0;False;2.0;2.0;8.0;False;1.0;True;2.86;2.0;5.0;2.0;9.19321225226262;2.0;False;0.0;1.1645001528813148;3.0;12.0;8.0;False;0.0;3.0;0.0;0.0;0.0;33.0;8.0;12.0;2.0;7.0;0.0;0.0
0.1171875;1.0;166.0;1.0;1.0;0.0;2.921686746987952;21.0;0.0;1.0;0.0;7.0;2.12;1.0;2.0;False;0.0;166.0;3.0;128.0;2.42;3.853358965819257;36.0;1.210843373493976;21.0;True;0.32290740609869234;0.0;0.0;0.3614457831325301;0.9352142940687952;2.0;0.9397590361445785;1.0;3.0;False;0.33166247903553997;1.0;331.0;True;1.0;2.0;165.0;False;1.0;False;3.01;2.0;25.0;21.0;0.5141658848442217;2.0;False;0.0;1.031026526894569;21.0;166.0;35.0;False;0.0;5.0;0.78125;1.0;128.0;4.0;7.0;166.0;1.0;7.15;0.4150230047698428;0.0
0.0;2.0;13.0;2.0;1.0;0.0;2.769230769230769;4.0;1.0;1.0;0.0;5.0;0.0;1.0;3.0;False;0.0;13.0;0.0;9.0;1.77;1.3008872711759818;5.0;1.6153846153846154;4.0;False;0.0;1.0;0.0;1.0;1.4142135623730951;0.0;0.9230769230769232;1.0;4.0;False;0.0;0.0;22.0;False;1.0;0.0;13.0;False;1.0;False;2.54;0.0;0.0;3.0;0.869718492622904;0.0;False;0.0;1.1151635501529555;4.0;13.0;5.0;False;0.0;4.0;0.6666666666666666;1.0;9.0;4.0;6.0;13.0;2.0;5.31;0.5;1.0
0.3333333333333333;1.0;21.0;1.0;1.0;0.0;1.0952380952380951;0.0;1.0;0.0;0.0;0.0;2.1818181818181817;1.0;1.0;False;0.0;21.0;3.0;3.0;1.22;0.30079260375911915;2.0;1.0;0.0;True;0.5773502691896258;0.0;0.0;0.0;0.0;2.0;0.09523809523809523;1.0;1.0;False;0.4045199174779453;1.0;23.0;False;0.0;2.0;21.0;False;0.0;False;1.1;2.0;11.0;0.0;0.0;2.0;False;0.0;0.30079260375911915;0.0;21.0;2.0;False;0.0;1.0;0.6666666666666666;1.0;3.0;1.0;3.0;21.0;0.0;1.19;0.5773502691896258;0.0
0.25;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;False;0.0;1.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;False;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;False;0.0;1.0;1.0;False;0.0;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;1.0;1.0;False;0.0;0.0;0.75;1.0;4.0;0.0;0.0;1.0;0.0;0.0;0.5;0.0
0.14285714285714285;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;False;0.0;1.0;0.0;7.0;0.6;0.0;1.0;1.0;1.0;False;0.3779644730092273;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;False;0.0;1.0;1.0;False;0.0;0.0;1.0;False;0.0;False;1.0;0.0;0.0;1.0;0.0;0.0;False;0.0;0.0;1.0;1.0;1.0;False;0.0;0.0;0.8571428571428571;1.0;7.0;1.0;2.0;1.0;1.0;2.0;0.3779644730092273;0.0
0.043478260869565216;2.0;13.0;4.0;2.0;1.0;7.0769230769230775;3.0;1.0;1.0;0.0;6.0;0.0;2.0;5.0;False;0.0;13.0;0.0;46.0;2.49;6.775710767901505;30.0;2.3846153846153846;3.0;False;0.2061845709423622;1.0;0.0;0.8461538461538461;1.7722938923964169;0.0;2.3076923076923075;2.0;9.0;False;0.0;1.0;54.0;True;3.0;0.0;13.0;False;3.0;False;7.46;0.0;0.0;3.0;0.9607689228305228;0.0;False;0.0;1.1821319289469756;3.0;13.0;28.0;False;1.0;4.0;0.8695652173913043;1.0;46.0;4.0;6.0;13.0;1.0;18.46;0.34050261230349954;0.0
0.5;1.0;27.0;2.0;1.0;1.0;2.4814814814814814;0.0;1.0;0.0;0.0;1.0;2.8;1.0;2.0;False;0.0;27.0;3.0;6.0;2.12;0.975482932483676;5.0;1.1111111111111112;0.0;True;0.5477225575051661;0.0;0.0;0.037037037037037035;0.1924500897298752;2.0;1.2222222222222223;1.0;3.0;False;0.4472135954999579;1.0;42.0;False;1.5;3.0;27.0;False;1.0;False;2.48;3.0;5.0;0.0;0.3202563076101743;3.0;False;0.0;0.6405126152203485;0.0;27.0;5.0;False;0.0;3.0;0.5;1.0;6.0;2.0;5.0;27.0;0.0;8.89;0.5477225575051661;0.0
