NumberOfAnonymousClasses_count;NumberOfAssignments_count;NumberOfStringLiterals_75%;NumberOfParenthesizedExps_max;Returns_25%;NumberOfParenthesizedExps_25%;NumberOfTryCatch_min;NumberOfVariables_count;NumberOfLambdas_25%;NumberOfStringLiterals_50%;RFC_std;NumberOfTryCatch_mean;RFC_mean;CBO_75%;WMC_CK_count;NumberOfParameters_CK_count;NumberOfComparisons_75%;IsConstructor_unique;Returns_std;NumberOfLambdas_count;NumberOfLogStatements_max;NumberOfInnerClasses_count;MaxNumberOfNestedBlocks_std;NumberOfUniqueWords_std;NumberOfMathOperations_25%;IsConstructor_count;NumberOfParameters_CK_min;NumberOfStringLiterals_max;Returns_min;LOCMethod_CK_50%;NumberOfTryCatch_50%;NumberOfAssignments_std;NumberOfUniqueWords_mean;NumberOfInnerClasses_mean;NumberOfLambdas_50%;NumberOfParenthesizedExps_std;NumberOfAssignments_75%;NumberOfNumbers_75%;NumberOfInnerClasses_25%;WMC_CK_max;NumberOfTryCatch_25%;NumberOfMathOperations_mean;WMC_CK_50%;NumberOfModifiers_25%;NumberOfMathOperations_max;NumberOfVariables_std;NumberOfAssignments_max;NumberOfComparisons_std;WMC_CK_min;NumberOfLambdas_75%;RFC_75%;NumberOfLogStatements_25%;NumberOfLoops_25%;NumberOfStringLiterals_min;LOCMethod_CK_std;NumberOfAnonymousClasses_max;NumberOfComparisons_max;NumberOfStringLiterals_mean;CBO_count;RFC_count;NumberOfLogStatements_50%;NumberOfModifiers_std;WMC_CK_25%;LOCMethod_CK_75%;NumberOfParameters_CK_75%;LOCMethod_CK_25%;NumberOfParameters_CK_max;NumberOfLambdas_max;NumberOfAnonymousClasses_min;LOCMethod_CK_max;NumberOfAssignments_min;NumberOfLoops_max;RFC_50%;IsConstructor_top;NumberOfLoops_mean;NumberOfAnonymousClasses_mean;NumberOfVariables_25%;NumberOfParameters_CK_mean;NumberOfNumbers_std;LOCMethod_CK_min;NumberOfAssignments_mean;NumberOfModifiers_75%;NumberOfNumbers_max;MaxNumberOfNestedBlocks_75%;Bugged;NumberOfAnonymousClasses_50%;RFC_max;NumberOfModifiers_min;NumberOfNumbers_count;NumberOfStringLiterals_std;NumberOfLogStatements_mean;NumberOfTryCatch_75%;CBO_max;NumberOfLambdas_mean;NumberOfStringLiterals_25%;WMC_CK_mean;NumberOfAnonymousClasses_std;NumberOfUniqueWords_max;NumberOfLoops_50%;NumberOfInnerClasses_max;NumberOfTryCatch_std;NumberOfModifiers_max;NumberOfMathOperations_std;NumberOfLoops_count;NumberOfModifiers_50%;NumberOfParenthesizedExps_75%;NumberOfLoops_min;Returns_75%;MaxNumberOfNestedBlocks_mean;NumberOfMathOperations_50%;NumberOfNumbers_min;NumberOfParenthesizedExps_50%;NumberOfParenthesizedExps_mean;MaxNumberOfNestedBlocks_count;NumberOfVariables_50%;NumberOfComparisons_mean;NumberOfUniqueWords_25%;CBO_25%;RFC_min;WMC_CK_std;NumberOfParameters_CK_std;NumberOfAnonymousClasses_75%;NumberOfStringLiterals_count;MaxNumberOfNestedBlocks_max;Returns_max;LOCMethod_CK_count;NumberOfMathOperations_min;NumberOfParenthesizedExps_min;NumberOfComparisons_min;NumberOfInnerClasses_min;NumberOfModifiers_mean;NumberOfUniqueWords_count;NumberOfLogStatements_std;LOCMethod_CK_mean;NumberOfParameters_CK_50%;NumberOfComparisons_50%;NumberOfAssignments_50%;NumberOfNumbers_mean;MaxNumberOfNestedBlocks_50%;NumberOfVariables_mean;NumberOfInnerClasses_50%;NumberOfTryCatch_count;CBO_mean;NumberOfAssignments_25%;NumberOfLogStatements_75%;NumberOfNumbers_25%;NumberOfUniqueWords_75%;MaxNumberOfNestedBlocks_min;Returns_count;CBO_50%;Returns_mean;NumberOfModifiers_count;WMC_CK_75%;NumberOfVariables_max;NumberOfLogStatements_count;IsConstructor_freq;NumberOfVariables_min;NumberOfLoops_75%;NumberOfVariables_75%;NumberOfComparisons_count;NumberOfTryCatch_max;NumberOfComparisons_25%;NumberOfAnonymousClasses_25%;NumberOfMathOperations_count;MaxNumberOfNestedBlocks_25%;NumberOfUniqueWords_50%;NumberOfLogStatements_min;NumberOfNumbers_50%;NumberOfInnerClasses_std;NumberOfInnerClasses_75%;NumberOfParameters_CK_25%;NumberOfLambdas_std;NumberOfParenthesizedExps_count;NumberOfLoops_std;CBO_min;RFC_25%;NumberOfLambdas_min;CBO_std;Returns_50%;NumberOfUniqueWords_min;NumberOfMathOperations_75%
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;2.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0;6.0;0.0;0.0;0.0;1.0;2.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;4.0;0.0;4.0;0.0;0.0;0.0;4.0;1.0;0.0;2.0;False;0.0;0.0;1.0;0.0;0.0;4.0;1.0;1.0;2.0;0.0;False;0.0;2.0;1.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;6.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;1.0;0.0;6.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;4.0;0.0;0.0;1.0;2.0;0.0;1.0;0.0;1.0;2.0;1.0;0.0;2.0;6.0;0.0;1.0;2.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;6.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;6.0;0.0
11.0;11.0;2.0;0.0;0.0;0.0;0.0;11.0;0.0;2.0;3.655630775069655;0.0;6.1818181818181825;3.0;11.0;11.0;0.0;1.0;0.4045199174779452;11.0;0.0;11.0;0.3015113445777636;5.04524979109513;0.0;11.0;0.0;4.0;0.0;10.0;0.0;1.9540168418367887;14.363636363636365;0.0;0.0;0.0;5.0;0.5;0.0;2.0;0.0;0.0;1.0;1.0;0.0;1.9540168418367887;6.0;0.0;1.0;0.0;8.0;0.0;0.0;0.0;3.9840591452345775;0.0;0.0;1.6363636363636365;11.0;11.0;0.0;0.4045199174779453;1.0;10.5;0.0;9.0;1.0;0.0;0.0;17.0;0.0;1.0;6.0;False;0.09090909090909093;0.0;4.0;0.09090909090909093;0.4670993664969138;3.0;3.727272727272727;1.0;1.0;0.0;False;0.0;13.0;1.0;11.0;1.12006493318265;0.0;0.0;3.0;0.0;1.0;1.0909090909090908;0.0;20.0;0.0;0.0;0.0;2.0;0.0;11.0;1.0;0.0;0.0;0.0;0.09090909090909093;0.0;0.0;0.0;0.0;11.0;4.0;0.0;13.5;3.0;0.0;0.30151134457776363;0.3015113445777636;0.0;11.0;1.0;1.0;11.0;0.0;0.0;0.0;0.0;1.181818181818182;11.0;0.0;9.545454545454543;0.0;0.0;4.0;0.2727272727272727;0.0;3.727272727272727;0.0;11.0;2.636363636363636;4.0;0.0;0.0;17.5;0.0;11.0;3.0;0.18181818181818185;11.0;1.0;6.0;11.0;11.0;0.0;0.0;5.0;11.0;0.0;0.0;0.0;11.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.3015113445777636;1.0;6.0;0.0;0.8090398349558905;0.0;4.0;0.0
11.0;11.0;2.0;0.0;0.0;0.0;0.0;11.0;0.0;2.0;3.655630775069655;0.0;6.1818181818181825;3.0;11.0;11.0;0.0;1.0;0.4045199174779452;11.0;0.0;11.0;0.3015113445777636;5.04524979109513;0.0;11.0;0.0;4.0;0.0;10.0;0.0;1.9540168418367887;14.363636363636365;0.0;0.0;0.0;5.0;0.5;0.0;2.0;0.0;0.0;1.0;1.0;0.0;1.9540168418367887;6.0;0.0;1.0;0.0;8.0;0.0;0.0;0.0;4.383854675759887;0.0;0.0;1.6363636363636365;11.0;11.0;0.0;0.4045199174779453;1.0;10.5;0.0;9.0;1.0;0.0;0.0;19.0;0.0;1.0;6.0;False;0.09090909090909093;0.0;4.0;0.09090909090909093;0.4670993664969138;3.0;3.727272727272727;1.0;1.0;0.0;False;0.0;13.0;1.0;11.0;1.12006493318265;0.0;0.0;3.0;0.0;1.0;1.0909090909090908;0.0;20.0;0.0;0.0;0.0;2.0;0.0;11.0;1.0;0.0;0.0;0.0;0.09090909090909093;0.0;0.0;0.0;0.0;11.0;4.0;0.0;13.5;3.0;0.0;0.30151134457776363;0.3015113445777636;0.0;11.0;1.0;1.0;11.0;0.0;0.0;0.0;0.0;1.181818181818182;11.0;0.0;9.727272727272727;0.0;0.0;4.0;0.2727272727272727;0.0;3.727272727272727;0.0;11.0;2.636363636363636;4.0;0.0;0.0;17.5;0.0;11.0;3.0;0.18181818181818185;11.0;1.0;6.0;11.0;11.0;0.0;0.0;5.0;11.0;0.0;0.0;0.0;11.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.3015113445777636;1.0;6.0;0.0;0.8090398349558905;0.0;4.0;0.0
11.0;11.0;5.0;0.0;0.0;0.0;0.0;11.0;0.0;4.0;1.916436086262016;0.0;3.5454545454545454;4.0;11.0;11.0;0.0;1.0;0.4045199174779452;11.0;0.0;11.0;0.0;6.9778871509153175;0.0;11.0;0.0;11.0;0.0;9.0;0.0;2.2401298663653004;17.09090909090909;0.0;0.0;0.0;4.5;0.0;0.0;2.0;0.0;0.0;1.0;1.0;0.0;2.2401298663653004;7.0;0.30151134457776363;1.0;0.0;4.5;0.0;0.0;0.0;4.242640687119285;0.0;1.0;4.090909090909091;11.0;11.0;0.0;0.4045199174779453;1.0;11.0;0.0;7.0;0.0;0.0;0.0;16.0;0.0;0.0;4.0;False;0.0;0.0;2.0;0.0;0.30151134457776363;3.0;3.272727272727273;1.0;1.0;0.0;False;0.0;6.0;1.0;11.0;3.048099258703544;0.0;0.0;4.0;0.0;3.0;1.0909090909090908;0.0;31.0;0.0;0.0;0.0;2.0;0.0;11.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;3.0;0.09090909090909093;14.0;3.5;0.0;0.30151134457776363;0.0;0.0;11.0;0.0;1.0;11.0;0.0;0.0;0.0;0.0;1.181818181818182;11.0;0.0;9.0;0.0;0.0;3.0;0.09090909090909093;0.0;3.272727272727273;0.0;11.0;3.363636363636364;2.0;0.0;0.0;18.5;0.0;11.0;4.0;0.18181818181818185;11.0;1.0;7.0;11.0;11.0;0.0;0.0;4.5;11.0;0.0;0.0;0.0;11.0;0.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;1.0;3.5;0.0;1.2060453783110543;0.0;7.0;0.0
5.0;5.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;1.0;3.5071355833500366;0.0;4.4;7.0;5.0;5.0;0.0;1.0;0.5477225575051662;5.0;0.0;5.0;0.0;9.181503144910424;0.0;5.0;0.0;2.0;0.0;4.0;0.0;3.2093613071762417;16.6;0.0;0.0;0.0;5.0;2.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;2.8809720581775866;7.0;0.0;1.0;0.0;8.0;0.0;0.0;0.0;6.024948132556827;0.0;0.0;0.8;5.0;5.0;0.0;4.9295030175464944;1.0;12.0;0.0;3.0;1.0;0.0;0.0;16.0;0.0;0.0;3.0;False;0.0;0.0;0.0;0.2;2.6076809620810595;3.0;2.6;10.0;6.0;0.0;False;0.0;8.0;1.0;5.0;0.8366600265340756;0.0;0.0;8.0;0.0;0.0;1.0;0.0;29.0;0.0;0.0;0.0;10.0;0.0;5.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;1.0;0.0;8.0;5.0;0.0;0.0;0.4472135954999579;0.0;5.0;0.0;1.0;5.0;0.0;0.0;0.0;0.0;6.4;5.0;0.0;7.6;0.0;0.0;1.0;1.6;0.0;2.4;0.0;5.0;6.2;0.0;0.0;0.0;20.0;0.0;5.0;6.0;0.6;5.0;1.0;6.0;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;5.0;0.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;3.0;0.0;1.3038404810405295;1.0;7.0;0.0
1.0;1.0;40.0;0.0;0.0;0.0;0.0;1.0;0.0;40.0;0.0;0.0;11.0;9.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;40.0;0.0;18.0;0.0;0.0;26.0;0.0;0.0;0.0;7.0;2.0;0.0;2.0;0.0;0.0;2.0;1.0;0.0;0.0;7.0;0.0;2.0;0.0;11.0;0.0;1.0;40.0;0.0;0.0;0.0;40.0;1.0;1.0;0.0;0.0;2.0;18.0;0.0;18.0;0.0;0.0;0.0;18.0;7.0;1.0;11.0;False;1.0;0.0;7.0;0.0;0.0;18.0;7.0;1.0;2.0;1.0;False;0.0;11.0;1.0;1.0;0.0;0.0;0.0;9.0;0.0;40.0;2.0;0.0;26.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;1.0;7.0;0.0;26.0;9.0;11.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;18.0;0.0;0.0;7.0;2.0;1.0;7.0;0.0;1.0;9.0;7.0;0.0;2.0;26.0;1.0;1.0;9.0;0.0;1.0;2.0;7.0;1.0;1.0;7.0;1.0;7.0;1.0;0.0;0.0;0.0;1.0;1.0;26.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;9.0;11.0;0.0;0.0;0.0;26.0;0.0
1.0;1.0;40.0;0.0;0.0;0.0;0.0;1.0;0.0;40.0;0.0;0.0;11.0;9.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;40.0;0.0;19.0;0.0;0.0;26.0;0.0;0.0;0.0;7.0;2.0;0.0;2.0;0.0;0.0;2.0;1.0;0.0;0.0;7.0;0.0;2.0;0.0;11.0;0.0;1.0;40.0;0.0;0.0;0.0;40.0;1.0;1.0;0.0;0.0;2.0;19.0;0.0;19.0;0.0;0.0;0.0;19.0;7.0;1.0;11.0;False;1.0;0.0;7.0;0.0;0.0;19.0;7.0;1.0;2.0;1.0;False;0.0;11.0;1.0;1.0;0.0;0.0;0.0;9.0;0.0;40.0;2.0;0.0;26.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;1.0;7.0;0.0;26.0;9.0;11.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;19.0;0.0;0.0;7.0;2.0;1.0;7.0;0.0;1.0;9.0;7.0;0.0;2.0;26.0;1.0;1.0;9.0;0.0;1.0;2.0;7.0;1.0;1.0;7.0;1.0;7.0;1.0;0.0;0.0;0.0;1.0;1.0;26.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;9.0;11.0;0.0;0.0;0.0;26.0;0.0
3.0;3.0;2.0;0.0;0.5;0.0;0.0;3.0;0.0;2.0;2.8867513459481287;0.0;1.6666666666666667;2.0;3.0;3.0;0.5;1.0;0.5773502691896258;3.0;0.0;3.0;0.0;1.1547005383792517;0.0;3.0;0.0;2.0;0.0;3.0;0.0;0.0;5.666666666666668;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;5.0;0.0;0.0;0.0;0.5773502691896258;1.0;0.0;2.5;0.0;0.0;0.0;1.7320508075688772;0.0;1.0;1.3333333333333333;3.0;3.0;0.0;4.618802153517007;1.0;4.5;0.0;3.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;3.0;0.0;9.0;0.0;0.0;False;0.0;5.0;1.0;3.0;1.1547005383792517;0.0;0.0;3.0;0.0;1.0;1.3333333333333333;0.0;7.0;0.0;0.0;0.0;9.0;0.0;3.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.3333333333333333;5.0;1.0;0.0;0.5773502691896257;0.0;0.0;3.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;6.333333333333332;3.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.6666666666666667;0.0;0.0;0.0;6.0;0.0;3.0;1.0;0.6666666666666666;3.0;1.5;0.0;3.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;1.1547005383792517;1.0;5.0;0.0
19.0;19.0;0.0;0.0;0.0;0.0;0.0;19.0;0.0;0.0;1.6858544608470492;0.0;2.7894736842105257;4.0;19.0;19.0;0.0;1.0;0.22941573387056174;19.0;0.0;19.0;0.0;9.215737873952554;0.0;19.0;0.0;2.0;0.0;3.0;0.0;1.2565617248750864;15.473684210526313;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.2565617248750864;5.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;2.078854835456431;0.0;0.0;0.3684210526315789;19.0;19.0;0.0;3.76968517462526;1.0;5.0;0.0;3.0;2.0;0.0;0.0;11.0;0.0;0.0;2.0;False;0.0;0.0;0.0;0.3684210526315789;0.4588314677411235;3.0;0.631578947368421;1.0;2.0;0.0;False;0.0;7.0;1.0;19.0;0.7608859102526819;0.0;0.0;12.0;0.0;0.0;1.0;0.0;44.0;0.0;0.0;0.0;10.0;0.0;19.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0;0.0;0.0;10.5;3.0;1.0;0.0;0.7608859102526822;0.0;19.0;0.0;1.0;19.0;0.0;0.0;0.0;0.0;2.8947368421052637;19.0;0.0;4.105263157894736;0.0;0.0;0.0;1.1052631578947372;0.0;0.631578947368421;0.0;19.0;4.052631578947368;0.0;0.0;1.0;15.0;0.0;19.0;3.0;0.05263157894736842;19.0;1.0;5.0;19.0;19.0;0.0;0.0;1.0;19.0;0.0;0.0;0.0;19.0;0.0;11.0;0.0;1.0;0.0;0.0;0.0;0.0;19.0;0.0;3.0;2.0;0.0;2.2229530961845008;0.0;10.0;0.0
5.0;5.0;2.0;0.0;0.0;0.0;0.0;5.0;0.0;2.0;1.51657508881031;0.0;3.6;9.0;5.0;5.0;0.0;1.0;0.4472135954999579;5.0;0.0;5.0;0.0;6.892024376045112;0.0;5.0;0.0;4.0;0.0;4.0;0.0;0.5477225575051661;17.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.5477225575051661;2.0;0.0;1.0;0.0;4.0;0.0;0.0;1.0;1.095445115010332;0.0;0.0;2.2;5.0;5.0;0.0;4.9295030175464944;1.0;6.0;2.0;4.0;3.0;0.0;0.0;6.0;1.0;0.0;4.0;False;0.0;0.0;1.0;1.0;0.4472135954999579;4.0;1.4;10.0;1.0;0.0;False;0.0;5.0;1.0;5.0;1.095445115010332;0.0;0.0;10.0;0.0;2.0;1.0;0.0;28.0;0.0;0.0;0.0;10.0;0.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;1.0;0.0;12.0;5.0;1.0;0.0;1.4142135623730951;0.0;5.0;0.0;1.0;5.0;0.0;0.0;0.0;0.0;4.6;5.0;0.0;4.8;0.0;0.0;1.0;0.8;0.0;1.4;0.0;5.0;6.6;1.0;0.0;1.0;19.0;0.0;5.0;5.0;0.2;5.0;1.0;2.0;5.0;5.0;1.0;0.0;2.0;5.0;0.0;0.0;0.0;5.0;0.0;15.0;0.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;4.0;4.0;0.0;2.7018512172212596;0.0;11.0;0.0
32.0;32.0;0.0;0.0;0.0;0.0;0.0;32.0;0.0;0.0;0.4003526671130294;0.0;2.96875;5.0;32.0;32.0;0.0;2.0;0.0;32.0;0.0;32.0;0.0;1.9794814407297556;0.0;32.0;0.0;6.0;0.0;6.0;0.0;0.7803018439949604;17.21875;0.0;0.0;0.0;2.0;2.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.5535807194106618;6.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.508000508000762;0.0;0.0;0.1875;32.0;32.0;0.0;1.590990257669732;1.0;6.0;0.0;6.0;5.0;0.0;0.0;8.0;2.0;0.0;3.0;False;0.0;0.0;2.0;0.15625;0.3901509219974802;6.0;2.3125;1.0;2.0;0.0;True;0.0;4.0;1.0;32.0;1.0606601717798212;0.0;0.0;10.0;0.0;0.0;1.0;0.0;26.0;0.0;0.0;0.0;10.0;0.0;32.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.0;2.0;0.0;16.0;5.0;1.0;0.0;0.8838834764831844;0.0;32.0;0.0;0.0;32.0;0.0;0.0;0.0;0.0;1.28125;32.0;0.0;6.25;0.0;0.0;2.0;1.90625;0.0;2.125;0.0;32.0;5.03125;2.0;0.0;2.0;17.0;0.0;32.0;5.0;0.0;32.0;1.0;3.0;32.0;31.0;0.0;0.0;2.0;32.0;0.0;0.0;0.0;32.0;0.0;17.0;0.0;2.0;0.0;0.0;0.0;0.0;32.0;0.0;1.0;3.0;0.0;1.1495967034769894;0.0;13.0;0.0
10.0;10.0;3.0;0.0;0.0;0.0;0.0;10.0;0.0;3.0;0.6324555320336759;0.0;3.8;6.0;10.0;10.0;0.0;1.0;0.31622776601683794;10.0;0.0;10.0;0.0;2.065591117977289;0.0;10.0;0.0;3.0;0.0;5.0;0.0;0.31622776601683794;20.6;0.0;0.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.31622776601683794;2.0;0.0;1.0;0.0;4.0;0.0;0.0;1.0;0.4714045207910317;0.0;0.0;2.6;10.0;10.0;0.0;3.7947331922020555;1.0;5.0;0.0;5.0;3.0;0.0;0.0;6.0;1.0;0.0;4.0;False;0.0;0.0;2.0;0.6;0.31622776601683794;4.0;1.9;1.0;1.0;0.0;True;0.0;4.0;1.0;10.0;0.8432740427115678;0.0;0.0;8.0;0.0;3.0;1.0;0.0;26.0;0.0;0.0;0.0;10.0;0.0;10.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;2.0;0.0;20.0;5.0;2.0;0.0;1.2649110640673518;0.0;10.0;0.0;1.0;10.0;0.0;0.0;0.0;0.0;2.8;10.0;0.0;5.0;0.0;0.0;2.0;0.9;0.0;1.9;0.0;10.0;6.0;2.0;0.0;1.0;20.75;0.0;10.0;6.0;0.1;10.0;1.0;2.0;10.0;10.0;1.0;0.0;2.0;10.0;0.0;0.0;0.0;10.0;0.0;20.0;0.0;1.0;0.0;0.0;0.0;0.0;10.0;0.0;5.0;4.0;0.0;1.1547005383792517;0.0;18.0;0.0
4.0;4.0;1.0;0.0;1.0;0.0;0.0;4.0;0.0;1.0;0.5;0.0;1.75;2.0;4.0;4.0;0.0;1.0;0.0;4.0;0.0;4.0;0.0;0.957427107756338;0.0;4.0;0.0;1.0;1.0;6.0;0.0;0.5;6.25;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;8.0;0.0;0.5;1.0;0.0;1.0;0.0;2.0;0.0;0.0;1.0;1.5;0.0;0.0;1.0;4.0;4.0;0.0;0.5;1.0;6.0;0.0;5.25;0.0;0.0;0.0;6.0;0.0;0.0;2.0;False;0.0;0.0;0.75;0.0;0.0;3.0;0.75;8.25;0.0;0.0;False;0.0;2.0;8.0;4.0;0.0;0.0;0.0;2.0;0.0;1.0;1.0;0.0;7.0;0.0;0.0;0.0;9.0;0.0;4.0;8.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;0.0;5.75;1.5;1.0;0.0;0.0;0.0;4.0;0.0;1.0;4.0;0.0;0.0;0.0;0.0;8.25;4.0;0.0;5.25;0.0;0.0;1.0;0.0;0.0;0.75;0.0;4.0;1.5;0.75;0.0;0.0;7.0;0.0;4.0;2.0;1.0;4.0;1.0;1.0;4.0;4.0;0.0;0.0;1.0;4.0;0.0;0.0;0.0;4.0;0.0;6.5;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;1.75;0.0;1.0;1.0;5.0;0.0
