issues_priorityMinor_mean;blamemerge_priorityMinor_max;NumberOfMathOperations_std;Maximum Depth_min;blamemerge_priorityMajor_std;Maximum Depth_mean;Md;NumberOfModifiers_min;blame_merge_priorityMajor_max;MaxNumberOfNestedBlocks_50%;issues_priorityMajor_count;Maximum Depth_count;Maximum Depth_25%;MaxNumberOfNestedBlocks_25%;Maximum Complexity*;NumberOfModifiers_mean;NumberOfMathOperations_max;blame_merge_priorityMajor_mean;NumberOfModifiers_50%;issues_priorityMinor_count;NM;NumberOfMathOperations_25%;blamemerge_priorityMinor_std;Maximum Depth_max;issues_priorityMinor_std;Average Block Depth;blame_merge_priorityMinor_std;Mo;issues_priorityMajor_mean;NOPa;blame_merge_priorityMajor_min;HMi;NumberOfMathOperations_min;blamemerge_priorityMajor_min;NMI;Average Statements per Method;PMi;MaxNumberOfNestedBlocks_mean;MaxNumberOfNestedBlocks_std;Ad;Mi;blame_merge_priorityMinor_count;blamemerge_priorityMajor_mean;Mit;issues_priorityMajor_std;NumberOfMathOperations_count;NumberOfModifiers_max;blame_merge_priorityMinor_min;issues_priorityMinor_max;blamemerge_priorityMinor_count;Av;NumberOfModifiers_25%;NMA;Maximum Depth_50%;Maximum Depth_std;MaxNumberOfNestedBlocks_max;PMR;Ait;NumberOfMathOperations_mean;blamemerge_priorityMajor_count;Ao;blame_merge_priorityMinor_mean;Maximum Block Depth;NMIR;NumberOfMathOperations_75%;NumberOfModifiers_75%;MaxNumberOfNestedBlocks_min;blame_merge_priorityMajor_std;SIX;PMd;MaxNumberOfNestedBlocks_count;HMd;NumberOfModifiers_count;blamemerge_priorityMinor_min;NumberOfMathOperations_50%;blamemerge_priorityMajor_max;blame_merge_priorityMinor_max;issues_priorityMajor_min;NumberOfMethods_Mood;NF;Maximum Depth_75%;Bugged;MaxNumberOfNestedBlocks_75%;issues_priorityMajor_max;NumberOfModifiers_std;issues_priorityMinor_min;Ai;blamemerge_priorityMinor_mean;Average Complexity*;Ma;blame_merge_priorityMajor_count
0.0;0.0;0.726273039202563;2.0;0.0;2.0;15.0;1.0;0.0;0.0;37.0;5.0;2.0;0.0;9.0;3.4285714285714284;2.0;0.0;1.0;37.0;15.0;0.0;0.0;2.0;0.0;1.48;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;3.27;0.0;0.42857142857142855;0.7559289460184544;7.0;0.0;0.0;1.0;0.0;0.0;14.0;33.0;0.0;0.0;321.0;0.0;1.0;15.0;2.0;0.0;2.0;0.8666666670000001;0.0;0.2857142857142857;321.0;0.0;0.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;13.0;14.0;2.0;14.0;0.0;0.0;1.0;0.0;1.0;14.0;7.0;2.0;False;0.75;1.0;8.518886580500329;0.0;0.0;0.0;2.0;15.0;0.0
0.0;0.0;0.0;0.0;0.2455777216640528;0.0;2.0;1.0;0.0;4.0;1209.0;0.0;0.0;4.0;10.0;1.0;0.0;0.0;1.0;1209.0;2.0;0.0;0.0;0.0;0.0;2.7;0.0;0.0;0.5004135649296939;0.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;4.0;0.0;1.0;0.0;0.0;0.9355406594894712;0.0;0.5002067397235337;2.0;1.0;0.0;0.0;14769.0;1.0;1.0;2.0;0.0;0.0;4.0;1.0;0.0;0.0;14769.0;0.0;0.0;6.0;0.0;0.0;1.0;4.0;0.0;0.0;2.0;2.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;2.0;1.0;0.0;False;4.0;1.0;0.0;0.0;0.0;0.0;8.0;2.0;0.0
0.0;0.0;0.0;0.0;0.248814332736588;0.0;34.0;1.0;0.0;0.0;1632.0;0.0;0.0;0.0;25.0;1.0;0.0;0.0;1.0;1632.0;34.0;0.0;0.0;0.0;0.0;2.5;0.0;0.0;0.5888480392156863;0.0;0.0;0.0;0.0;0.0;0.0;10.59;0.0;0.0;0.0;24.0;0.0;0.0;0.9336969761160832;0.0;0.4921935251140023;1.0;1.0;0.0;0.0;37766.0;5.0;1.0;34.0;0.0;0.0;0.0;0.441176471;0.0;0.0;37766.0;0.0;0.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;15.0;1.0;19.0;1.0;0.0;0.0;1.0;0.0;0.0;28.0;24.0;0.0;True;0.0;1.0;0.0;0.0;0.0;0.0;3.54;34.0;0.0
0.0;0.0;3.1181052973177943;3.0;0.248814332736588;3.333333333333333;34.0;0.0;0.0;1.0;1632.0;3.0;3.0;0.0;25.0;2.225806451612903;17.0;0.0;2.0;1632.0;34.0;0.0;0.0;4.0;0.0;2.5;0.0;0.0;0.5888480392156863;0.0;0.0;0.0;0.0;0.0;0.0;10.59;0.0;1.0967741935483872;1.1931705301332642;24.0;0.0;0.0;0.9336969761160832;0.0;0.4921935251140023;31.0;10.0;0.0;0.0;37766.0;5.0;1.0;34.0;3.0;0.5773502691896258;5.0;0.441176471;0.0;1.4516129032258065;37766.0;0.0;0.0;7.0;0.0;2.0;2.0;0.0;0.0;0.0;15.0;31.0;19.0;31.0;0.0;0.0;1.0;0.0;0.0;28.0;24.0;3.5;True;1.0;1.0;2.171169844720504;0.0;0.0;0.0;3.54;34.0;0.0
0.0;0.0;0.0;0.0;0.248814332736588;0.0;34.0;0.0;0.0;0.0;1632.0;0.0;0.0;0.0;25.0;0.0;0.0;0.0;0.0;1632.0;34.0;0.0;0.0;0.0;0.0;2.5;0.0;0.0;0.5888480392156863;0.0;0.0;0.0;0.0;0.0;0.0;10.59;0.0;0.0;0.0;24.0;0.0;0.0;0.9336969761160832;0.0;0.4921935251140023;0.0;0.0;0.0;0.0;37766.0;5.0;0.0;34.0;0.0;0.0;0.0;0.441176471;0.0;0.0;37766.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;19.0;0.0;0.0;0.0;1.0;0.0;0.0;28.0;24.0;0.0;True;0.0;1.0;0.0;0.0;0.0;0.0;3.54;34.0;0.0
0.0;0.0;0.6324555320336759;2.0;0.17157177008137134;2.0;6.0;9.0;0.0;1.0;1334.0;1.0;2.0;0.25;5.0;14.5;2.0;0.0;9.0;1334.0;6.0;1.0;0.0;2.0;0.0;1.85;0.0;0.0;0.5052473763118441;0.0;0.0;0.0;0.0;0.0;0.0;13.67;0.0;0.8333333333333334;0.7527726527090809;8.0;0.0;0.0;0.9696424286057116;0.0;0.500159965683161;6.0;42.0;0.0;0.0;33336.0;7.0;9.0;6.0;2.0;0.0;2.0;0.833333333;0.0;1.0;33336.0;0.0;0.0;4.0;0.0;1.0;9.0;0.0;0.0;0.0;5.0;6.0;1.0;6.0;0.0;1.0;1.0;0.0;0.0;6.0;8.0;2.0;False;1.0;1.0;13.472193585307481;0.0;0.0;0.0;2.83;6.0;0.0
0.0;0.0;1.914854215512676;2.0;0.2256239735897118;3.6666666666666665;5.0;1.0;0.0;2.5;1234.0;3.0;2.5;0.75;12.0;1.25;4.0;0.0;1.0;1234.0;5.0;0.0;0.0;6.0;0.0;2.43;0.0;0.0;0.5105348460291734;0.0;0.0;0.0;0.0;0.0;0.0;11.6;0.0;2.25;2.0615528128088303;6.0;0.0;0.0;0.9462025316455696;0.0;0.5000916761061329;4.0;2.0;0.0;0.0;17696.0;2.0;1.0;5.0;3.0;2.081665999466133;4.0;0.8;0.0;1.5;17696.0;0.0;0.0;6.0;0.0;2.5;1.25;0.0;0.0;0.0;4.0;4.0;1.0;4.0;0.0;1.0;1.0;0.0;0.0;4.0;6.0;4.5;False;4.0;1.0;0.5;0.0;0.0;0.0;4.4;5.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;8.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;9.0;0.0;0.0;9.0;0.0;8.0;0.0;0.0;0.0;0.0;1.26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;9.0;0.0;0.0;0.0;0.0;9.0;8.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;9.0;0.0;0.0;0.0;8.0;8.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;1.0;8.0;0.0
0.0;0.0;0.0;2.0;0.0;2.0;9.0;1.0;0.0;0.0;0.0;4.0;2.0;0.0;2.0;1.0;0.0;0.0;1.0;0.0;9.0;0.0;0.0;2.0;0.0;1.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.56;0.0;0.14285714285714285;0.3779644730092273;2.0;0.0;0.0;0.0;0.0;0.0;7.0;1.0;0.0;0.0;0.0;0.0;1.0;9.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;9.0;7.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;7.0;2.0;2.0;False;0.0;0.0;0.0;0.0;0.0;0.0;1.11;9.0;0.0
0.0;0.0;0.0;2.0;0.0;2.0;10.0;1.0;0.0;0.0;0.0;3.0;2.0;0.0;2.0;1.0;0.0;0.0;1.0;0.0;10.0;0.0;0.0;2.0;0.0;1.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.1;0.0;0.4444444444444444;0.5270462766947299;1.0;0.0;0.0;0.0;0.0;0.0;9.0;1.0;0.0;0.0;0.0;0.0;1.0;10.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;10.0;9.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;9.0;1.0;2.0;False;1.0;0.0;0.0;0.0;0.0;0.0;1.4;10.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;604.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;604.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7038.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7038.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.5773502691896257;0.0;0.0;0.0;2.0;1.0;0.0;0.5;15.0;0.0;0.0;0.0;4.0;257.25;1.0;0.0;1.5;15.0;4.0;0.0;0.0;0.0;0.0;1.1;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;0.0;0.5;0.5773502691896257;1.0;0.0;0.0;1.0;0.0;0.0;4.0;1025.0;0.0;0.0;770.0;0.0;1.0;4.0;0.0;0.0;1.0;0.5;0.0;0.5;770.0;0.0;0.0;3.0;0.0;1.0;257.75;0.0;0.0;0.0;1.0;4.0;1.0;4.0;0.0;0.5;1.0;0.0;1.0;4.0;1.0;0.0;False;1.0;1.0;511.8335504178417;0.0;0.0;0.0;2.5;2.0;0.0
0.0;0.0;0.0;0.0;0.3847035010628663;0.5;8.0;1.0;0.0;0.0;1225.0;4.0;0.0;0.0;3.0;2.375;0.0;0.0;1.0;1225.0;8.0;0.0;0.0;2.0;0.0;1.12;0.0;0.0;0.5069387755102039;0.0;0.0;0.0;0.0;0.0;0.0;1.13;0.0;0.375;0.7440238091428449;1.0;0.0;0.0;0.8194233687405159;0.0;0.5001560380770884;8.0;9.0;0.0;0.0;5272.0;0.0;1.0;8.0;0.0;1.0;2.0;0.875;0.0;0.0;5272.0;0.0;0.0;4.0;0.0;0.0;1.75;0.0;0.0;0.0;7.0;8.0;1.0;8.0;0.0;0.0;1.0;0.0;0.0;8.0;1.0;0.5;False;0.25;1.0;2.8753881725529062;0.0;0.0;0.0;1.38;8.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;260.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;260.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.4472135954999579;0.0;0.3710500865228812;1.3333333333333333;7.0;1.0;0.0;0.0;1273.0;3.0;1.0;0.0;4.0;1.0;1.0;0.0;1.0;1273.0;7.0;0.0;0.0;2.0;0.0;1.6;0.0;0.0;0.4815396700706992;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.4;0.8944271909999159;3.0;0.0;0.0;0.8351800554016621;0.0;0.4998554682982141;5.0;1.0;0.0;0.0;5776.0;1.0;1.0;7.0;2.0;1.1547005383792517;2.0;1.0;0.0;0.2;5776.0;0.0;0.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;7.0;5.0;0.0;5.0;0.0;0.0;1.0;0.0;0.0;5.0;3.0;2.0;False;0.0;1.0;0.0;0.0;0.0;0.0;1.43;7.0;0.0
0.0;0.0;0.0;0.0;0.4760014248224509;0.0;3.0;1.0;0.0;0.5;1202.0;0.0;0.0;0.25;3.0;1.0;0.0;0.0;1.0;1202.0;3.0;0.0;0.0;0.0;0.0;1.19;0.0;0.0;0.49750415973377704;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.5;0.7071067811865476;1.0;0.0;0.0;0.6533139111434815;0.0;0.5002018847040162;2.0;1.0;0.0;0.0;2746.0;1.0;1.0;3.0;0.0;0.0;1.0;1.0;0.0;0.0;2746.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;2.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;2.0;1.0;0.0;False;0.75;1.0;0.0;0.0;0.0;0.0;2.0;3.0;0.0
0.0;0.0;0.0;0.0;0.4968792987181209;0.0;0.0;0.0;0.0;0.0;1202.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;1202.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.49750415973377704;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5567970204841713;0.0;0.5002018847040162;5.0;1.0;0.0;0.0;2148.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;2148.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;False;0.0;1.0;0.4472135954999581;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.4869423061440659;0.0;0.0;0.0;0.0;0.0;1202.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1202.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.49750415973377704;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3858064516129032;0.0;0.5002018847040162;0.0;0.0;0.0;0.0;1550.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1550.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.42804806775578014;0.0;0.0;0.0;0.0;0.0;1202.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1202.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.49750415973377704;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7584982242516489;0.0;0.5002018847040162;0.0;0.0;0.0;0.0;3942.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3942.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;604.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;604.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7038.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7038.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.869718492622904;0.0;0.0;0.0;13.0;1.0;0.0;1.0;80.0;0.0;0.0;1.0;17.0;82.61538461538461;3.0;0.0;4.0;80.0;14.0;0.0;0.0;0.0;0.0;2.35;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;9.6;0.0;1.3076923076923077;1.1094003924504583;3.0;0.0;0.0;0.0;0.0;0.4611488131266319;13.0;1025.0;0.0;0.0;0.0;0.0;4.0;14.0;0.0;0.0;4.0;0.461538462;0.0;0.38461538461538464;0.0;0.0;0.0;6.0;0.0;0.0;4.0;0.0;0.0;0.0;6.0;13.0;7.0;13.0;0.0;0.0;0.0;0.0;0.0;12.0;3.0;0.0;False;2.0;1.0;283.162655983429;0.0;0.0;0.0;4.6;13.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;80.0;0.0;0.0;0.0;17.0;0.0;0.0;0.0;0.0;80.0;14.0;0.0;0.0;0.0;0.0;2.35;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;9.6;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.4611488131266319;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.461538462;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;3.0;0.0;False;0.0;1.0;0.0;0.0;0.0;0.0;4.6;13.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;80.0;0.0;0.0;0.0;17.0;0.0;0.0;0.0;0.0;80.0;14.0;0.0;0.0;0.0;0.0;2.35;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;9.6;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.4611488131266319;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.461538462;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;3.0;0.0;False;0.0;1.0;0.0;0.0;0.0;0.0;4.6;13.0;0.0
0.058324496288441136;1.0;0.0;0.0;0.4709068878529191;0.0;1.0;1.0;0.0;4.0;943.0;0.0;0.0;4.0;12.0;1.0;13.0;0.0;1.0;943.0;1.0;13.0;0.40782843549782494;0.0;0.23448039113334496;1.95;0.0;0.0;0.8791092258748674;0.0;0.0;0.0;13.0;0.0;0.0;53.0;0.0;4.0;0.0;1.0;0.0;0.0;0.6684127815610267;0.0;0.3261732892134509;1.0;1.0;0.0;1.0;1909.0;0.0;1.0;1.0;0.0;0.0;4.0;1.0;0.0;13.0;1909.0;0.0;0.0;6.0;0.0;13.0;1.0;4.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;13.0;1.0;0.0;0.0;1.0;1.0;0.0;False;4.0;1.0;0.0;0.0;0.0;0.2105814562598219;12.0;1.0;0.0
0.019417475728155338;1.0;0.5773502691896258;0.0;0.3255777266644098;0.0;3.0;1.0;0.0;1.0;721.0;0.0;0.0;0.5;15.0;1.3333333333333333;1.0;0.0;1.0;721.0;3.0;0.0;0.3255777266644098;0.0;0.13808288241631175;1.77;0.0;0.0;0.9805825242718448;0.0;0.0;0.0;0.0;0.0;0.0;11.67;0.0;1.3333333333333333;1.5275252316519468;1.0;0.0;0.0;0.8795042460408538;0.0;0.13808288241631175;3.0;2.0;0.0;1.0;4357.0;0.0;1.0;3.0;0.0;0.0;3.0;0.666666667;0.0;0.3333333333333333;4357.0;0.0;0.0;5.0;0.0;0.5;1.5;0.0;0.0;0.0;2.0;3.0;1.0;3.0;0.0;0.0;1.0;0.0;0.0;3.0;1.0;0.0;False;2.0;1.0;0.5773502691896257;0.0;0.0;0.1204957539591462;6.67;3.0;0.0
0.0;0.0;4.437601569801833;0.0;0.0;0.0;14.0;1.0;0.0;2.0;24.0;0.0;0.0;1.0;16.0;2.0;16.0;0.0;2.0;24.0;14.0;0.0;0.0;0.0;0.0;2.29;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;16.86;0.0;1.7142857142857142;1.1387288073563857;2.0;0.0;0.0;0.0;0.0;0.0;14.0;4.0;0.0;0.0;0.0;0.0;2.0;14.0;0.0;0.0;4.0;0.14285714300000002;0.0;2.0;0.0;0.0;0.0;5.0;0.0;1.5;2.0;0.0;0.0;0.0;2.0;14.0;12.0;14.0;0.0;0.0;0.0;0.0;1.0;14.0;2.0;0.0;False;2.0;1.0;0.6793662204867574;0.0;0.0;0.0;6.86;14.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;4.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;True;1.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;0.0
0.02114803625377644;1.0;0.0;0.0;0.052957229667175004;0.0;0.0;0.0;0.0;0.0;662.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;662.0;2.0;0.0;0.052957229667175004;0.0;0.1439865070395522;0.0;0.0;0.0;0.9788519637462236;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9971887550200804;0.0;0.14398650703955224;1.0;0.0;0.0;1.0;2490.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2490.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;0.0;0.002811244979919679;0.0;0.0;0.0
0.020378457059679767;1.0;0.0;0.0;0.2911796655196526;0.0;1.0;1.0;0.0;0.0;687.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;687.0;1.0;0.0;0.2911796655196526;0.0;0.1413940465031578;0.45;0.0;0.0;0.9796215429403202;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.9065184436584134;0.0;0.1413940465031578;1.0;1.0;0.0;1.0;1979.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1979.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;False;0.0;1.0;0.0;0.0;0.0;0.09348155634158667;1.0;1.0;0.0
0.0;0.0;2.0816659994661326;0.0;0.0;0.0;4.0;1.0;0.0;2.0;18.0;0.0;0.0;1.5;3.0;1.3333333333333333;4.0;0.0;1.0;18.0;4.0;0.5;0.0;0.0;0.0;1.61;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;5.75;0.0;1.6666666666666667;0.5773502691896257;3.0;0.0;0.0;1.0;0.0;0.0;3.0;2.0;0.0;0.0;1584.0;0.0;1.0;4.0;0.0;0.0;2.0;0.75;0.0;1.6666666666666667;1584.0;0.0;0.0;4.0;0.0;2.5;1.5;1.0;0.0;0.0;3.0;3.0;1.0;3.0;0.0;1.0;1.0;0.0;1.0;3.0;3.0;0.0;False;2.0;1.0;0.5773502691896257;0.0;0.0;0.0;2.25;4.0;0.0
0.0;0.0;0.5773502691896258;0.0;0.0;0.0;4.0;1.0;0.0;2.0;18.0;0.0;0.0;1.0;3.0;1.0;1.0;0.0;1.0;18.0;4.0;0.0;0.0;0.0;0.0;1.54;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;4.75;0.0;1.3333333333333333;1.1547005383792517;3.0;0.0;0.0;1.0;0.0;0.0;3.0;1.0;0.0;0.0;1422.0;0.0;1.0;4.0;0.0;0.0;2.0;0.75;0.0;0.3333333333333333;1422.0;0.0;0.0;4.0;0.0;0.5;1.0;0.0;0.0;0.0;3.0;3.0;1.0;3.0;0.0;0.0;1.0;0.0;1.0;3.0;3.0;0.0;False;2.0;1.0;0.0;0.0;0.0;0.0;2.0;4.0;0.0
0.0;0.0;0.0;3.0;0.0;3.0;8.0;0.0;0.0;1.0;18.0;1.0;3.0;0.75;8.0;0.75;0.0;0.0;0.5;18.0;8.0;0.0;0.0;3.0;0.0;2.3;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;3.31;0.0;1.25;1.2583057392117916;5.0;0.0;0.0;1.0;0.0;0.0;4.0;2.0;0.0;0.0;3636.0;1.0;0.0;8.0;3.0;0.0;3.0;0.75;0.0;0.0;3636.0;0.0;0.0;6.0;0.0;0.0;1.25;0.0;0.0;0.0;6.0;4.0;2.0;4.0;0.0;0.0;1.0;0.0;1.0;4.0;5.0;3.0;False;1.5;1.0;0.957427107756338;0.0;0.0;0.0;2.17;8.0;0.0
0.0;0.0;0.3333333333333333;3.0;0.0;3.0;8.0;0.0;0.0;0.0;18.0;1.0;3.0;0.0;8.0;0.6666666666666666;1.0;0.0;1.0;18.0;8.0;0.0;0.0;3.0;0.0;2.3;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;3.31;0.0;0.3333333333333333;0.5;5.0;0.0;0.0;1.0;0.0;0.0;9.0;2.0;0.0;0.0;3636.0;1.0;0.0;8.0;3.0;0.0;1.0;0.75;0.0;0.1111111111111111;3636.0;0.0;0.0;6.0;0.0;0.0;1.0;0.0;0.0;0.0;6.0;9.0;2.0;9.0;0.0;0.0;1.0;0.0;1.0;4.0;5.0;3.0;False;1.0;1.0;0.7071067811865476;0.0;0.0;0.0;2.17;8.0;0.0
