NumberOfAnonymousClasses_std;WMC_CK_min;NumberOfAssignments_min;NumberOfNumbers_50%;NumberOfMathOperations_max;WMC_CK_50%;MaxNumberOfNestedBlocks_count;NumberOfNumbers_25%;NumberOfLogStatements_count;NumberOfLambdas_count;NumberOfUniqueWords_25%;NumberOfInnerClasses_std;CBO_std;Returns_std;RFC_max;NumberOfMathOperations_std;CBO_mean;MaxNumberOfNestedBlocks_mean;NumberOfUniqueWords_count;NumberOfTryCatch_max;LOCMethod_CK_max;NumberOfParenthesizedExps_mean;NumberOfInnerClasses_min;MaxNumberOfNestedBlocks_75%;NumberOfNumbers_max;Returns_min;NumberOfLogStatements_std;LOCMethod_CK_50%;RFC_std;NumberOfParameters_CK_max;NumberOfInnerClasses_25%;NumberOfAnonymousClasses_25%;NumberOfUniqueWords_std;NumberOfModifiers_max;LOCMethod_CK_75%;NumberOfUniqueWords_mean;NumberOfAssignments_50%;NumberOfLambdas_mean;NumberOfLambdas_75%;NumberOfMathOperations_50%;NumberOfParameters_CK_50%;NumberOfLambdas_50%;MaxNumberOfNestedBlocks_25%;WMC_CK_mean;NumberOfParenthesizedExps_25%;NumberOfNumbers_75%;NumberOfModifiers_50%;NumberOfParameters_CK_mean;NumberOfLambdas_min;NumberOfStringLiterals_max;NumberOfParenthesizedExps_count;NumberOfLoops_count;Returns_50%;RFC_75%;NumberOfInnerClasses_75%;NumberOfNumbers_std;WMC_CK_75%;RFC_min;NumberOfLogStatements_min;RFC_25%;NumberOfStringLiterals_25%;NumberOfAnonymousClasses_50%;NumberOfInnerClasses_mean;NumberOfUniqueWords_max;NumberOfStringLiterals_mean;NumberOfTryCatch_count;NumberOfStringLiterals_std;NumberOfParameters_CK_75%;NumberOfTryCatch_std;NumberOfParenthesizedExps_min;NumberOfModifiers_std;NumberOfUniqueWords_75%;NumberOfComparisons_25%;MaxNumberOfNestedBlocks_std;NumberOfParenthesizedExps_max;NumberOfParameters_CK_25%;MaxNumberOfNestedBlocks_min;NumberOfVariables_mean;RFC_mean;MaxNumberOfNestedBlocks_max;NumberOfAnonymousClasses_max;NumberOfLoops_std;NumberOfStringLiterals_count;NumberOfInnerClasses_max;WMC_CK_count;NumberOfComparisons_count;NumberOfLogStatements_mean;NumberOfUniqueWords_50%;NumberOfVariables_std;NumberOfVariables_max;NumberOfModifiers_count;NumberOfNumbers_mean;NumberOfParenthesizedExps_std;NumberOfNumbers_count;NumberOfModifiers_min;NumberOfMathOperations_25%;NumberOfAssignments_max;CBO_25%;NumberOfAssignments_75%;NumberOfComparisons_std;NumberOfMathOperations_min;NumberOfStringLiterals_50%;NumberOfMathOperations_75%;WMC_CK_std;NumberOfVariables_50%;CBO_count;NumberOfAssignments_count;NumberOfComparisons_75%;NumberOfLogStatements_50%;NumberOfInnerClasses_50%;Bugged;NumberOfLoops_75%;Returns_max;NumberOfLogStatements_75%;LOCMethod_CK_count;NumberOfParameters_CK_std;NumberOfTryCatch_50%;MaxNumberOfNestedBlocks_50%;NumberOfAnonymousClasses_count;NumberOfUniqueWords_min;NumberOfLoops_mean;LOCMethod_CK_std;NumberOfAssignments_std;CBO_50%;NumberOfAssignments_25%;NumberOfParameters_CK_min;NumberOfAnonymousClasses_min;NumberOfAssignments_mean;NumberOfTryCatch_mean;IsConstructor_top;NumberOfParenthesizedExps_50%;NumberOfLoops_25%;Returns_count;NumberOfTryCatch_25%;CBO_75%;LOCMethod_CK_min;NumberOfModifiers_75%;WMC_CK_25%;IsConstructor_unique;NumberOfLambdas_std;NumberOfTryCatch_min;NumberOfStringLiterals_75%;NumberOfVariables_25%;RFC_count;RFC_50%;NumberOfLogStatements_max;NumberOfInnerClasses_count;NumberOfParenthesizedExps_75%;WMC_CK_max;NumberOfModifiers_mean;NumberOfModifiers_25%;NumberOfMathOperations_mean;IsConstructor_freq;LOCMethod_CK_mean;NumberOfLambdas_25%;NumberOfParameters_CK_count;NumberOfVariables_count;NumberOfVariables_min;NumberOfLoops_50%;IsConstructor_count;CBO_max;NumberOfAnonymousClasses_mean;Returns_75%;Returns_25%;NumberOfComparisons_50%;Returns_mean;NumberOfComparisons_mean;NumberOfLambdas_max;NumberOfMathOperations_count;NumberOfVariables_75%;NumberOfComparisons_max;NumberOfLoops_max;NumberOfTryCatch_75%;NumberOfLoops_min;NumberOfLogStatements_25%;NumberOfNumbers_min;CBO_min;NumberOfAnonymousClasses_75%;NumberOfComparisons_min;LOCMethod_CK_25%;NumberOfStringLiterals_min
0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;9.0;3.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;9.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;1.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;0.0;0.0;1.0;0.0;0.0;3.0;9.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;9.0;9.0;0.0;1.0;3.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0
0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;9.0;3.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;9.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;1.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;0.0;0.0;1.0;0.0;0.0;3.0;9.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;9.0;9.0;0.0;1.0;3.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0
0.0;1.0;0.0;0.0;0.0;1.0;3.0;0.0;3.0;3.0;6.0;0.0;0.5773502691896258;0.0;4.0;0.0;0.3333333333333333;0.0;3.0;0.0;7.0;0.0;0.0;0.0;1.0;0.0;0.0;5.0;1.5275252316519468;2.0;0.0;0.0;2.6457513110645907;10.0;6.0;7.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.5;10.0;1.0;0.0;6.0;3.0;3.0;0.0;3.5;0.0;0.5773502691896258;1.0;1.0;0.0;2.0;0.0;0.0;0.0;9.0;2.0;3.0;3.4641016151377544;1.5;0.0;0.0;5.196152422706632;8.5;0.0;0.0;0.0;0.5;0.0;0.3333333333333333;2.6666666666666665;0.0;0.0;0.0;3.0;0.0;3.0;3.0;0.0;8.0;0.5773502691896258;1.0;3.0;0.3333333333333333;0.0;3.0;1.0;0.0;1.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;False;0.0;0.0;0.0;3.0;1.0;0.0;0.0;3.0;4.0;0.0;2.0;0.5773502691896258;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;False;0.0;0.0;3.0;0.0;0.5;3.0;10.0;1.0;1.0;0.0;0.0;3.0;0.0;3.0;3.0;0.0;3.0;0.0;1.0;7.0;5.5;0.0;3.0;5.0;0.0;3.0;3.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0
0.492592183071889;1.0;0.0;1.0;0.0;1.0;17.0;0.0;17.0;17.0;21.0;0.0;2.511737153726832;0.24253562503633302;13.0;0.0;2.9411764705882355;0.05882352941176471;17.0;0.0;28.0;0.0;0.0;0.0;10.0;0.0;0.0;17.0;5.015417406827259;1.0;0.0;0.0;8.578787107470037;2.0;21.0;27.294117647058826;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0588235294117647;0.0;5.0;2.0;0.1176470588235294;0.0;7.0;17.0;17.0;0.0;10.0;0.0;3.3177331027640653;1.0;1.0;0.0;1.0;0.0;0.0;0.0;45.0;1.1764705882352942;17.0;2.0986690460160418;0.0;0.0;0.0;0.5072996561958923;30.0;0.0;0.24253562503633302;0.0;0.0;0.0;1.4117647058823528;5.8235294117647065;1.0;1.0;0.0;17.0;0.0;17.0;17.0;0.0;28.0;1.9058732752144016;5.0;17.0;2.411764705882353;0.0;17.0;1.0;0.0;10.0;1.0;5.0;0.24253562503633302;0.0;0.0;0.0;0.24253562503633302;0.0;17.0;17.0;0.0;0.0;0.0;False;0.0;1.0;0.0;17.0;0.3321055820775357;0.0;0.0;17.0;12.0;0.0;7.051282736870939;2.9380866122659612;2.0;0.0;0.0;0.0;2.588235294117647;0.0;False;0.0;0.0;17.0;0.0;4.0;5.0;2.0;1.0;1.0;0.0;0.0;2.0;0.0;17.0;3.0;0.0;17.0;0.0;2.0;1.5882352941176472;1.0;0.0;17.0;16.294117647058822;0.0;17.0;17.0;0.0;0.0;17.0;11.0;0.35294117647058826;0.0;0.0;0.0;0.05882352941176471;0.05882352941176471;0.0;17.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;11.0;0.0
0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;11.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;1.0;3.0;11.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;11.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;11.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;False;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;11.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;False;0.0;0.0;1.0;0.0;2.0;3.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;3.0;0.0;1.0;1.0;0.0;0.0;1.0;2.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;3.0;0.0
0.0;1.0;0.0;0.0;0.0;1.0;33.0;0.0;33.0;33.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;0.0;3.0;0.0;0.0;0.0;1.0;1.0;0.0;3.0;0.0;11.0;0.0;0.0;1.7763172662289333;1.0;3.0;7.696969696969697;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.6666666666666667;0.0;0.0;33.0;33.0;1.0;0.0;0.0;0.17407765595569788;1.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;33.0;0.0;2.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;0.0;33.0;33.0;0.0;7.0;0.0;0.0;33.0;0.030303030303030307;0.0;33.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;33.0;0.0;0.0;0.0;False;0.0;1.0;0.0;33.0;2.2867371223353743;0.0;0.0;33.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;33.0;0.0;0.0;3.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;33.0;0.0;0.0;33.0;0.0;1.0;1.0;1.0;0.0;33.0;3.0;0.0;33.0;33.0;0.0;0.0;33.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;33.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0
0.5648790304908823;1.0;0.0;2.0;1.0;1.0;27.0;0.5;27.0;27.0;8.5;0.0;3.1573186359094274;0.2668802563418119;14.0;0.19245008972987526;2.2592592592592595;0.1851851851851852;27.0;1.0;88.0;0.0;0.0;0.0;17.0;0.0;0.0;9.0;3.7851863002546287;3.0;0.0;0.0;13.313232711936095;2.0;15.0;18.37037037037037;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.1851851851851851;0.0;2.0;1.0;0.1851851851851852;0.0;13.0;27.0;27.0;0.0;8.0;0.0;4.371951522370772;1.0;1.0;0.0;4.0;0.0;0.0;0.0;58.0;2.0370370370370368;27.0;3.4694433324435545;0.0;0.2668802563418119;0.0;0.769800358919501;24.0;0.0;0.4833407013879895;0.0;0.0;0.0;1.037037037037037;6.592592592592593;2.0;2.0;0.2668802563418119;27.0;0.0;27.0;27.0;0.0;13.0;2.0282899481977705;9.0;27.0;3.037037037037037;0.0;27.0;0.0;0.0;11.0;0.0;1.0;0.19245008972987526;0.0;1.0;0.0;0.4833407013879895;0.0;27.0;27.0;0.0;0.0;0.0;True;0.0;1.0;0.0;27.0;0.6814598039411162;0.0;0.0;27.0;6.0;0.07407407407407407;17.077083492996707;2.7919297618084515;1.0;0.0;0.0;0.0;1.4444444444444444;0.07407407407407407;False;0.0;0.0;27.0;0.0;3.0;4.0;1.0;1.0;1.0;0.0;0.0;2.0;0.0;27.0;7.0;0.0;27.0;0.0;3.0;0.8518518518518519;0.0;0.037037037037037035;27.0;14.629629629629632;0.0;27.0;27.0;0.0;0.0;27.0;11.0;0.3703703703703704;0.0;0.0;0.0;0.07407407407407407;0.037037037037037035;0.0;27.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;7.0;0.0
0.0;1.0;0.0;0.0;0.0;1.0;2.0;0.0;2.0;2.0;4.0;0.0;0.7071067811865476;0.7071067811865476;0.0;0.0;0.5;0.0;2.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;2.5;0.0;0.0;0.0;0.0;0.0;1.0;2.75;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;0.5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;2.0;0.0;4.0;0.0;0.0;2.0;0.0;0.0;2.0;1.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;False;0.0;1.0;0.0;2.0;0.0;0.0;0.0;2.0;4.0;0.0;0.7071067811865476;0.0;0.5;0.0;0.0;0.0;0.0;0.0;True;0.0;0.0;2.0;0.0;0.75;2.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;1.0;1.0;1.0;0.0;1.0;2.5;0.0;2.0;2.0;0.0;0.0;2.0;1.0;0.0;0.75;0.25;0.0;0.5;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.25;0.0
0.0;1.0;0.0;0.0;1.0;1.0;7.0;0.0;7.0;7.0;14.0;0.0;2.14919697074224;0.0;9.0;0.3779644730092273;3.4285714285714284;0.2857142857142857;7.0;0.0;17.0;0.14285714285714285;0.0;0.5;2.0;0.0;0.0;12.0;2.0354009783964297;1.0;0.0;0.0;3.0394235042348474;4.0;13.5;15.714285714285715;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.2857142857142858;0.0;0.0;2.0;0.14285714285714285;0.0;4.0;7.0;7.0;0.0;7.0;0.0;0.7559289460184545;1.5;3.0;0.0;4.5;0.0;0.0;0.0;22.0;1.0;7.0;1.4142135623730951;0.0;0.0;0.0;1.0690449676496974;16.0;0.0;0.4879500364742666;1.0;0.0;0.0;0.7142857142857143;5.857142857142858;1.0;0.0;0.3779644730092273;7.0;0.0;7.0;7.0;0.0;15.0;0.7559289460184544;2.0;7.0;0.2857142857142857;0.3779644730092273;7.0;1.0;0.0;6.0;2.0;4.0;0.3779644730092273;0.0;1.0;0.0;0.4879500364742666;1.0;7.0;7.0;0.0;0.0;0.0;False;0.0;0.0;0.0;7.0;0.3779644730092273;0.0;0.0;7.0;13.0;0.14285714285714285;4.099941927579438;2.627691364061218;2.0;0.5;0.0;0.0;2.2857142857142856;0.0;False;0.0;0.0;7.0;0.0;4.5;6.0;2.0;1.0;1.0;0.0;0.0;1.0;0.0;7.0;6.0;0.0;7.0;0.0;2.0;1.8571428571428568;1.0;0.14285714285714285;7.0;11.142857142857142;0.0;7.0;7.0;0.0;0.0;7.0;7.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;7.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;8.0;0.0
0.5;1.0;0.0;0.5;0.0;1.0;4.0;0.0;4.0;4.0;14.0;0.0;0.957427107756338;0.0;6.0;0.0;2.25;0.0;4.0;0.0;10.0;0.0;0.0;0.0;1.0;0.0;0.0;8.5;2.0615528128088303;0.0;0.0;0.0;3.685557397915997;4.0;9.25;15.25;2.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.5;0.0;0.0;1.0;4.0;4.0;0.0;4.5;0.0;0.5773502691896257;1.0;1.0;0.0;3.25;0.0;0.0;0.0;20.0;0.25;4.0;0.5;0.0;0.0;0.0;1.4142135623730951;16.25;0.0;0.0;0.0;0.0;0.0;0.75;3.75;0.0;1.0;0.0;4.0;0.0;4.0;4.0;0.0;15.0;0.957427107756338;2.0;4.0;0.5;0.0;4.0;1.0;0.0;3.0;1.75;3.0;0.0;0.0;0.0;0.0;0.0;0.5;4.0;4.0;0.0;0.0;0.0;False;0.0;0.0;0.0;4.0;0.0;0.0;0.0;4.0;11.0;0.0;1.2909944487358056;1.4142135623730951;2.5;1.5;0.0;0.0;2.0;0.0;False;0.0;0.0;4.0;0.0;3.0;7.0;2.5;1.0;1.0;0.0;0.0;0.25;0.0;4.0;4.0;0.0;4.0;0.0;1.0;2.0;1.0;0.0;4.0;8.5;0.0;4.0;4.0;0.0;0.0;4.0;3.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;4.0;1.25;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.25;0.0;7.75;0.0
0.0;1.0;2.0;2.0;0.0;1.0;3.0;1.0;3.0;3.0;14.5;0.0;2.0816659994661326;0.0;21.0;0.0;5.333333333333333;0.0;3.0;0.0;21.0;0.0;0.0;0.0;3.0;0.0;0.0;9.0;8.736894948054106;0.0;0.0;0.0;9.848857801796104;4.0;15.0;20.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.5;2.0;0.0;0.0;7.0;3.0;3.0;0.0;15.0;0.0;1.5275252316519463;1.0;4.0;0.0;6.5;1.0;0.0;0.0;31.0;3.0;3.0;3.6055512754639887;0.0;0.0;0.0;1.5275252316519463;24.0;0.0;0.0;0.0;0.0;0.0;2.6666666666666665;11.333333333333336;0.0;0.0;0.0;3.0;0.0;3.0;3.0;0.0;17.0;2.516611478423584;5.0;3.0;1.6666666666666667;0.0;3.0;1.0;0.0;8.0;4.5;5.5;0.0;0.0;2.0;0.0;0.0;3.0;3.0;3.0;0.0;0.0;0.0;False;0.0;0.0;0.0;3.0;0.0;0.0;0.0;3.0;12.0;0.0;7.937253933193773;3.2145502536643185;6.0;2.5;0.0;0.0;4.333333333333333;0.0;False;0.0;0.0;3.0;0.0;6.5;6.0;3.0;1.0;1.0;0.0;0.0;4.5;1.5;3.0;9.0;0.0;3.0;0.0;1.0;2.333333333333333;1.5;0.0;3.0;12.0;0.0;3.0;3.0;0.0;0.0;3.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;7.5;0.0
0.38924947208076144;1.0;0.0;0.0;0.0;1.0;12.0;0.0;12.0;12.0;8.75;0.0;2.269694946796849;0.0;8.0;0.0;1.3333333333333333;0.0;12.0;0.0;18.0;0.0;0.0;0.0;5.0;0.0;0.0;6.5;1.288057028664069;0.0;0.0;0.0;5.534328132554834;4.0;9.75;11.916666666666664;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.25;0.0;0.0;0.0;4.0;12.0;12.0;0.0;6.25;0.0;1.7494587907710375;1.0;4.0;0.0;5.0;0.0;0.0;0.0;25.0;0.8333333333333334;12.0;1.585922922197518;0.0;0.0;0.0;1.1677484162422844;14.0;0.0;0.0;0.0;0.0;0.0;0.4166666666666667;5.75;0.0;1.0;0.0;12.0;0.0;12.0;12.0;0.0;9.0;0.9962049198956218;3.0;12.0;0.8333333333333334;0.0;12.0;0.0;0.0;5.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;12.0;12.0;0.0;0.0;0.0;True;0.0;0.0;0.0;12.0;0.0;0.0;0.0;12.0;8.0;0.0;4.166969685951215;1.6422453217986943;0.0;0.0;0.0;0.0;0.8333333333333334;0.0;False;0.0;0.0;12.0;0.0;1.75;5.0;0.25;1.0;1.0;0.0;0.0;0.5;0.0;12.0;5.0;0.0;12.0;0.0;1.0;0.5;0.0;0.0;12.0;8.5;0.0;12.0;12.0;0.0;0.0;12.0;6.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.75;0.0
0.0;1.0;0.0;4.0;6.0;1.0;8.0;0.0;8.0;8.0;6.25;0.0;2.8284271247461903;0.5175491695067657;24.0;2.4458419526091335;3.5;0.0;8.0;0.0;22.0;0.75;0.0;0.0;8.0;0.0;2.712405363721075;17.0;11.36410388648648;0.0;0.0;0.0;16.47292150339893;4.0;22.0;22.25;6.0;0.0;0.0;0.5;0.0;0.0;0.0;1.0;0.0;7.25;1.5;0.0;0.0;8.0;8.0;8.0;0.0;23.25;0.0;3.9074105418879577;1.0;0.0;0.0;0.75;1.0;0.0;0.0;41.0;4.0;8.0;2.97609523657138;0.0;0.0;0.0;1.48804761828569;36.0;0.0;0.0;2.0;0.0;0.0;2.125;13.5;0.0;0.0;0.0;8.0;0.0;8.0;8.0;1.75;24.0;2.0310096011589898;4.0;8.0;3.875;0.8864052604279183;8.0;1.0;0.0;9.0;0.75;6.5;0.0;0.0;5.0;2.0;0.0;2.5;8.0;8.0;0.0;0.5;0.0;True;0.0;1.0;2.0;8.0;0.0;0.0;0.0;8.0;4.0;0.0;9.101608962940876;3.7772817134623597;4.5;0.0;0.0;0.0;4.375;0.0;False;0.5;0.0;8.0;0.0;6.0;3.0;4.0;1.0;1.0;0.0;0.0;5.5;0.0;8.0;18.0;7.0;8.0;1.25;1.0;2.25;1.0;1.625;8.0;13.625;0.0;8.0;8.0;0.0;0.0;8.0;6.0;0.0;1.0;0.0;0.0;0.375;0.0;0.0;8.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0
0.0;1.0;4.0;1.5;0.0;1.0;4.0;0.0;4.0;4.0;26.5;0.0;0.0;0.0;18.0;0.0;4.0;0.0;4.0;0.0;17.0;0.0;0.0;0.0;3.0;0.0;0.0;13.5;2.6299556396765835;0.0;0.0;0.0;10.1447851956888;1.0;17.0;34.75;5.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;1.0;0.0;0.0;3.0;4.0;4.0;0.0;18.0;0.0;1.7320508075688772;1.0;13.0;0.0;13.75;1.0;0.0;0.0;44.0;2.0;4.0;1.1547005383792517;0.0;0.0;0.0;0.0;43.25;0.0;0.0;0.0;0.0;0.0;5.0;15.75;0.0;0.0;0.0;4.0;0.0;4.0;4.0;0.0;35.0;1.1547005383792517;6.0;4.0;1.5;0.0;4.0;1.0;0.0;6.0;4.0;6.0;0.0;0.0;2.0;0.0;0.0;5.0;4.0;4.0;0.0;0.0;0.0;True;0.0;0.0;0.0;4.0;0.0;0.0;0.0;4.0;25.0;0.0;4.0414518843273814;1.1547005383792517;4.0;4.0;0.0;0.0;5.0;0.0;False;0.0;0.0;4.0;0.0;4.0;10.0;1.0;1.0;1.0;0.0;0.0;3.0;4.0;4.0;16.0;0.0;4.0;0.0;1.0;1.0;1.0;0.0;4.0;13.5;0.0;4.0;4.0;4.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;10.0;1.0
0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;13.0;0.0;0.0;0.0;5.0;0.0;1.0;0.0;1.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;1.0;0.0;0.0;0.0;1.0;5.0;13.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;2.0;1.0;1.0;0.0;5.0;0.0;0.0;1.0;5.0;1.0;5.0;2.0;0.0;0.0;13.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;1.0;0.0;0.0;5.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;13.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;13.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;False;0.0;0.0;1.0;0.0;1.0;5.0;1.0;1.0;1.0;0.0;0.0;2.0;0.0;1.0;5.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;5.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;5.0;2.0
