NumberOfLogStatements_min;NumberOfInnerClasses_max;MaxNumberOfNestedBlocks_mean;LOCMethod_CK_25%;NumberOfParameters_CK_std;NumberOfParameters_CK_50%;Returns_min;NumberOfParameters_CK_min;NumberOfTryCatch_max;NumberOfStringLiterals_25%;NumberOfInnerClasses_75%;NumberOfParameters_CK_75%;NumberOfAnonymousClasses_min;NumberOfParenthesizedExps_75%;MaxNumberOfNestedBlocks_min;LOCMethod_CK_50%;NumberOfAnonymousClasses_std;LOCMethod_CK_count;MaxNumberOfNestedBlocks_75%;NumberOfVariables_max;CBO_25%;NumberOfInnerClasses_std;NumberOfVariables_mean;IsConstructor_count;NumberOfLogStatements_75%;RFC_std;NumberOfComparisons_max;NumberOfLambdas_75%;NumberOfUniqueWords_min;NumberOfModifiers_count;NumberOfComparisons_50%;NumberOfParenthesizedExps_max;NumberOfNumbers_mean;NumberOfTryCatch_75%;NumberOfParenthesizedExps_mean;NumberOfNumbers_std;NumberOfModifiers_25%;NumberOfAssignments_mean;NumberOfAnonymousClasses_25%;NumberOfModifiers_min;NumberOfParenthesizedExps_min;MaxNumberOfNestedBlocks_50%;NumberOfVariables_50%;NumberOfLambdas_25%;NumberOfMathOperations_75%;NumberOfNumbers_25%;NumberOfComparisons_std;NumberOfUniqueWords_count;LOCMethod_CK_min;NumberOfAssignments_50%;NumberOfParameters_CK_mean;NumberOfMathOperations_count;NumberOfParenthesizedExps_25%;NumberOfLogStatements_std;MaxNumberOfNestedBlocks_std;NumberOfLoops_std;CBO_std;NumberOfParameters_CK_count;NumberOfLoops_50%;NumberOfStringLiterals_count;NumberOfComparisons_min;Returns_mean;NumberOfLogStatements_mean;NumberOfInnerClasses_25%;NumberOfTryCatch_std;NumberOfStringLiterals_50%;CBO_max;NumberOfParameters_CK_25%;NumberOfVariables_count;NumberOfNumbers_min;NumberOfLoops_max;NumberOfLambdas_mean;NumberOfNumbers_max;Bugged;NumberOfStringLiterals_max;CBO_min;NumberOfLoops_75%;Returns_std;NumberOfStringLiterals_75%;NumberOfModifiers_75%;WMC_CK_count;NumberOfTryCatch_50%;NumberOfStringLiterals_std;Returns_max;NumberOfVariables_std;NumberOfMathOperations_25%;CBO_50%;NumberOfInnerClasses_mean;NumberOfStringLiterals_mean;CBO_mean;NumberOfLambdas_max;NumberOfParenthesizedExps_count;NumberOfStringLiterals_min;WMC_CK_min;NumberOfMathOperations_max;NumberOfLoops_25%;NumberOfTryCatch_min;RFC_75%;NumberOfUniqueWords_std;NumberOfLogStatements_25%;NumberOfAnonymousClasses_50%;NumberOfLogStatements_50%;RFC_max;NumberOfParenthesizedExps_std;WMC_CK_50%;RFC_min;IsConstructor_top;NumberOfAssignments_std;NumberOfVariables_25%;NumberOfUniqueWords_mean;MaxNumberOfNestedBlocks_count;NumberOfAnonymousClasses_75%;WMC_CK_75%;NumberOfMathOperations_mean;NumberOfVariables_min;MaxNumberOfNestedBlocks_max;NumberOfTryCatch_25%;WMC_CK_std;WMC_CK_mean;Returns_25%;NumberOfNumbers_75%;Returns_75%;NumberOfLambdas_count;NumberOfVariables_75%;NumberOfUniqueWords_max;CBO_count;NumberOfInnerClasses_50%;NumberOfLambdas_min;RFC_50%;NumberOfUniqueWords_50%;NumberOfUniqueWords_25%;NumberOfAssignments_count;NumberOfComparisons_mean;NumberOfModifiers_mean;NumberOfParameters_CK_max;NumberOfUniqueWords_75%;RFC_mean;NumberOfMathOperations_std;NumberOfLambdas_std;NumberOfLoops_min;NumberOfLoops_mean;NumberOfModifiers_max;LOCMethod_CK_75%;NumberOfTryCatch_count;LOCMethod_CK_max;NumberOfModifiers_std;NumberOfAnonymousClasses_count;NumberOfParenthesizedExps_50%;NumberOfAssignments_25%;NumberOfAssignments_max;NumberOfNumbers_count;NumberOfModifiers_50%;NumberOfInnerClasses_count;CBO_75%;NumberOfLoops_count;NumberOfNumbers_50%;NumberOfMathOperations_50%;MaxNumberOfNestedBlocks_25%;LOCMethod_CK_std;RFC_count;NumberOfComparisons_count;LOCMethod_CK_mean;NumberOfLogStatements_max;NumberOfTryCatch_mean;NumberOfMathOperations_min;NumberOfAnonymousClasses_max;WMC_CK_25%;NumberOfInnerClasses_min;RFC_25%;IsConstructor_freq;NumberOfAssignments_min;NumberOfComparisons_25%;IsConstructor_unique;Returns_50%;NumberOfComparisons_75%;NumberOfAnonymousClasses_mean;NumberOfLogStatements_count;WMC_CK_max;NumberOfAssignments_75%;NumberOfLambdas_50%;Returns_count
0.0;0.0;0.0;3.5;0.0;2.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;4.0;0.0;3.0;0.0;1.0;2.0;0.0;0.3333333333333333;3.0;0.0;1.5275252316519468;0.0;0.0;6.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;1.0;2.0;3.0;0.0;0.0;0.0;0.0;1.1547005383792517;3.0;0.0;3.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;3.0;2.0;3.0;0.0;0.0;0.0;0.0;False;0.0;1.0;0.0;0.5773502691896258;0.0;1.0;3.0;0.0;0.0;1.0;0.5773502691896258;0.0;3.0;0.0;0.0;2.333333333333333;0.0;3.0;0.0;1.0;0.0;0.0;0.0;2.5;2.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;False;1.0;0.0;8.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;0.0;1.0;3.0;0.5;10.0;3.0;0.0;0.0;2.0;8.0;7.0;3.0;0.0;1.0;2.0;9.0;1.6666666666666667;0.0;0.0;0.0;0.0;1.0;4.0;3.0;4.0;0.0;3.0;0.0;0.5;2.0;3.0;1.0;3.0;3.0;3.0;0.0;0.0;0.0;0.5773502691896258;3.0;3.0;3.6666666666666665;0.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;0.0;0.0;2.0;1.0;0.0;0.0;3.0;1.0;1.5;0.0;3.0
0.0;0.0;0.0;3.0;0.5773502691896257;2.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;1.0;2.0;0.0;0.3333333333333333;3.0;0.0;1.5275252316519468;0.0;0.0;6.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.6666666666666666;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;1.0;1.6666666666666667;3.0;0.0;0.0;0.0;0.0;1.1547005383792517;3.0;0.0;3.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;3.0;1.5;3.0;0.0;0.0;0.0;0.0;False;0.0;1.0;0.0;0.5773502691896258;0.0;1.0;3.0;0.0;0.0;1.0;0.5773502691896258;0.0;3.0;0.0;0.0;2.333333333333333;0.0;3.0;0.0;1.0;0.0;0.0;0.0;2.5;1.5275252316519463;0.0;0.0;0.0;3.0;0.0;1.0;0.0;False;0.5773502691896258;0.0;7.666666666666668;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;0.0;1.0;3.0;0.5;9.0;3.0;0.0;0.0;2.0;8.0;7.0;3.0;0.0;1.0;2.0;8.5;1.6666666666666667;0.0;0.0;0.0;0.0;1.0;3.5;3.0;4.0;0.0;3.0;0.0;0.5;1.0;3.0;1.0;3.0;3.0;3.0;0.0;0.0;0.0;0.5773502691896258;3.0;3.0;3.333333333333333;0.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;0.0;0.0;2.0;1.0;0.0;0.0;3.0;1.0;1.0;0.0;3.0
0.0;0.0;0.0;3.5;0.0;2.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;4.0;0.0;3.0;0.0;1.0;2.0;0.0;0.3333333333333333;3.0;0.0;1.5275252316519468;0.0;0.0;6.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;1.0;2.0;3.0;0.0;0.0;0.0;0.0;1.1547005383792517;3.0;0.0;3.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;3.0;2.0;3.0;0.0;0.0;0.0;0.0;False;0.0;1.0;0.0;0.5773502691896258;0.0;1.0;3.0;0.0;0.0;1.0;0.5773502691896258;0.0;3.0;0.0;0.0;2.333333333333333;0.0;3.0;0.0;1.0;0.0;0.0;0.0;2.5;1.7320508075688772;0.0;0.0;0.0;3.0;0.0;1.0;0.0;False;1.0;0.0;8.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;0.0;1.0;3.0;0.5;9.0;3.0;0.0;0.0;2.0;9.0;7.5;3.0;0.0;1.0;2.0;9.0;1.6666666666666667;0.0;0.0;0.0;0.0;1.0;4.0;3.0;4.0;0.0;3.0;0.0;0.5;2.0;3.0;1.0;3.0;3.0;3.0;0.0;0.0;0.0;0.5773502691896258;3.0;3.0;3.6666666666666665;0.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;0.0;0.0;2.0;1.0;0.0;0.0;3.0;1.0;1.5;0.0;3.0
0.0;0.0;0.0;3.5;0.5773502691896257;2.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;4.0;0.0;3.0;0.0;1.0;2.0;0.0;0.3333333333333333;3.0;0.0;2.0816659994661326;0.0;0.0;6.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.6666666666666666;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;1.0;1.6666666666666667;3.0;0.0;0.0;0.0;0.0;3.055050463303893;3.0;0.0;3.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;7.0;1.5;3.0;0.0;0.0;0.0;0.0;False;0.0;1.0;0.0;0.5773502691896258;0.0;1.0;3.0;0.0;0.0;1.0;0.5773502691896258;0.0;3.0;0.0;0.0;3.6666666666666665;0.0;3.0;0.0;1.0;0.0;0.0;0.0;2.5;0.5773502691896258;0.0;0.0;0.0;4.0;0.0;1.0;0.0;False;0.5773502691896258;0.0;6.666666666666668;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;0.0;1.0;3.0;0.5;7.0;3.0;0.0;0.0;1.0;7.0;6.5;3.0;0.0;1.0;2.0;7.0;1.6666666666666667;0.0;0.0;0.0;0.0;1.0;4.0;3.0;4.0;0.0;3.0;0.0;0.5;1.0;3.0;1.0;3.0;5.0;3.0;0.0;0.0;0.0;0.5773502691896258;3.0;3.0;3.6666666666666665;0.0;0.0;0.0;0.0;1.0;0.0;0.5;2.0;0.0;0.0;2.0;1.0;0.0;0.0;3.0;1.0;1.0;0.0;3.0
0.0;0.0;0.4;3.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;3.0;0.0;5.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;1.4142135623730951;2.0;0.0;1.0;5.0;0.0;1.0;0.8;0.0;0.4;1.3038404810405295;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8944271909999159;5.0;3.0;0.0;1.0;5.0;0.0;0.0;0.5477225575051662;0.0;2.345207879911715;5.0;0.0;5.0;0.0;1.2;0.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;3.0;False;3.0;0.0;0.0;0.4472135954999579;1.0;1.0;5.0;0.0;1.30384048104053;2.0;0.0;0.0;1.0;0.0;0.8;2.0;0.0;5.0;0.0;1.0;1.0;0.0;0.0;2.0;6.655824516917495;0.0;0.0;0.0;3.0;0.5477225575051662;1.0;0.0;False;0.0;0.0;7.6;5.0;0.0;2.0;0.2;0.0;1.0;0.0;1.3038404810405295;1.8;1.0;1.0;1.0;5.0;0.0;18.0;5.0;0.0;0.0;0.0;5.0;4.0;5.0;0.4;1.0;2.0;10.0;1.0;0.4472135954999579;0.0;0.0;0.0;1.0;6.0;5.0;8.0;0.0;5.0;0.0;0.0;0.0;5.0;1.0;5.0;4.0;5.0;0.0;0.0;0.0;2.3021728866442674;5.0;5.0;4.6;0.0;0.0;0.0;0.0;1.0;0.0;0.0;5.0;0.0;0.0;1.0;1.0;0.0;0.0;5.0;4.0;0.0;0.0;5.0
0.0;0.0;1.0;21.0;0.0;0.0;0.0;0.0;1.0;12.0;0.0;0.0;0.0;1.0;1.0;21.0;0.0;1.0;1.0;6.0;4.0;0.0;6.0;1.0;0.0;0.0;0.0;0.0;17.0;1.0;0.0;1.0;9.0;1.0;1.0;0.0;1.0;7.0;0.0;1.0;1.0;1.0;6.0;0.0;3.0;9.0;0.0;1.0;21.0;7.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;12.0;4.0;0.0;1.0;9.0;0.0;0.0;9.0;False;12.0;4.0;0.0;0.0;12.0;1.0;1.0;1.0;0.0;0.0;0.0;3.0;4.0;0.0;12.0;4.0;0.0;1.0;12.0;2.0;3.0;0.0;1.0;11.0;0.0;0.0;0.0;0.0;11.0;0.0;2.0;11.0;False;0.0;6.0;17.0;1.0;0.0;2.0;3.0;6.0;1.0;1.0;0.0;2.0;0.0;9.0;0.0;1.0;6.0;17.0;1.0;0.0;0.0;11.0;17.0;17.0;1.0;0.0;1.0;0.0;17.0;11.0;0.0;0.0;0.0;0.0;1.0;21.0;1.0;21.0;0.0;1.0;1.0;7.0;7.0;1.0;1.0;1.0;4.0;1.0;9.0;3.0;1.0;0.0;1.0;1.0;21.0;0.0;1.0;3.0;0.0;2.0;0.0;11.0;1.0;7.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;7.0;0.0;1.0
0.0;0.0;1.0;69.0;0.0;0.0;0.0;0.0;1.0;26.0;0.0;0.0;0.0;1.0;1.0;69.0;0.0;1.0;1.0;20.0;10.0;0.0;20.0;1.0;0.0;0.0;0.0;0.0;38.0;1.0;0.0;1.0;2.0;1.0;1.0;0.0;1.0;42.0;0.0;1.0;1.0;1.0;20.0;0.0;3.0;2.0;0.0;1.0;69.0;42.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;26.0;10.0;0.0;1.0;2.0;0.0;0.0;2.0;False;26.0;10.0;0.0;0.0;26.0;1.0;1.0;1.0;0.0;0.0;0.0;3.0;10.0;0.0;26.0;10.0;0.0;1.0;26.0;2.0;3.0;0.0;1.0;22.0;0.0;0.0;0.0;0.0;22.0;0.0;2.0;22.0;False;0.0;20.0;38.0;1.0;0.0;2.0;3.0;20.0;1.0;1.0;0.0;2.0;0.0;2.0;0.0;1.0;20.0;38.0;1.0;0.0;0.0;22.0;38.0;38.0;1.0;0.0;1.0;0.0;38.0;22.0;0.0;0.0;0.0;0.0;1.0;69.0;1.0;69.0;0.0;1.0;1.0;42.0;42.0;1.0;1.0;1.0;10.0;1.0;2.0;3.0;1.0;0.0;1.0;1.0;69.0;0.0;1.0;3.0;0.0;2.0;0.0;22.0;1.0;42.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;42.0;0.0;1.0
0.0;0.0;1.0;25.0;0.0;0.0;0.0;0.0;1.0;12.0;0.0;0.0;0.0;0.0;1.0;25.0;0.0;1.0;1.0;4.0;5.0;0.0;4.0;1.0;0.0;0.0;1.0;0.0;25.0;1.0;1.0;0.0;4.0;1.0;0.0;0.0;1.0;11.0;0.0;1.0;0.0;1.0;4.0;0.0;0.0;4.0;0.0;1.0;25.0;11.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;12.0;5.0;0.0;1.0;4.0;0.0;0.0;4.0;False;12.0;5.0;0.0;0.0;12.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;12.0;5.0;0.0;1.0;12.0;3.0;0.0;0.0;1.0;7.0;0.0;0.0;0.0;0.0;7.0;0.0;3.0;7.0;False;0.0;4.0;25.0;1.0;0.0;3.0;0.0;4.0;1.0;1.0;0.0;3.0;0.0;4.0;0.0;1.0;4.0;25.0;1.0;0.0;0.0;7.0;25.0;25.0;1.0;1.0;1.0;0.0;25.0;7.0;0.0;0.0;0.0;0.0;1.0;25.0;1.0;25.0;0.0;1.0;0.0;11.0;11.0;1.0;1.0;1.0;5.0;1.0;4.0;0.0;1.0;0.0;1.0;1.0;25.0;0.0;1.0;0.0;0.0;3.0;0.0;7.0;1.0;11.0;1.0;1.0;0.0;1.0;0.0;1.0;3.0;11.0;0.0;1.0
0.0;0.0;1.0;31.0;0.0;0.0;0.0;0.0;1.0;6.0;0.0;0.0;0.0;0.0;1.0;31.0;0.0;1.0;1.0;7.0;8.0;0.0;7.0;1.0;0.0;0.0;1.0;0.0;20.0;1.0;1.0;0.0;4.0;1.0;0.0;0.0;1.0;16.0;0.0;1.0;0.0;1.0;7.0;0.0;0.0;4.0;0.0;1.0;31.0;16.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;6.0;8.0;0.0;1.0;4.0;0.0;0.0;4.0;False;6.0;8.0;0.0;0.0;6.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;8.0;0.0;6.0;8.0;0.0;1.0;6.0;3.0;0.0;0.0;1.0;13.0;0.0;0.0;0.0;0.0;13.0;0.0;3.0;13.0;False;0.0;7.0;20.0;1.0;0.0;3.0;0.0;7.0;1.0;1.0;0.0;3.0;0.0;4.0;0.0;1.0;7.0;20.0;1.0;0.0;0.0;13.0;20.0;20.0;1.0;1.0;1.0;0.0;20.0;13.0;0.0;0.0;0.0;0.0;1.0;31.0;1.0;31.0;0.0;1.0;0.0;16.0;16.0;1.0;1.0;1.0;8.0;1.0;4.0;0.0;1.0;0.0;1.0;1.0;31.0;0.0;1.0;0.0;0.0;3.0;0.0;13.0;1.0;16.0;1.0;1.0;0.0;1.0;0.0;1.0;3.0;16.0;0.0;1.0
0.0;0.0;1.0;57.0;0.0;0.0;0.0;0.0;1.0;15.0;0.0;0.0;0.0;0.0;1.0;57.0;0.0;1.0;1.0;7.0;8.0;0.0;7.0;1.0;0.0;0.0;1.0;0.0;32.0;1.0;1.0;0.0;12.0;1.0;0.0;0.0;1.0;33.0;0.0;1.0;0.0;1.0;7.0;0.0;0.0;12.0;0.0;1.0;57.0;33.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;15.0;8.0;0.0;1.0;12.0;0.0;0.0;12.0;False;15.0;8.0;0.0;0.0;15.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;8.0;0.0;15.0;8.0;0.0;1.0;15.0;3.0;0.0;0.0;1.0;13.0;0.0;0.0;0.0;0.0;13.0;0.0;3.0;13.0;False;0.0;7.0;32.0;1.0;0.0;3.0;0.0;7.0;1.0;1.0;0.0;3.0;0.0;12.0;0.0;1.0;7.0;32.0;1.0;0.0;0.0;13.0;32.0;32.0;1.0;1.0;1.0;0.0;32.0;13.0;0.0;0.0;0.0;0.0;1.0;57.0;1.0;57.0;0.0;1.0;0.0;33.0;33.0;1.0;1.0;1.0;8.0;1.0;12.0;0.0;1.0;0.0;1.0;1.0;57.0;0.0;1.0;0.0;0.0;3.0;0.0;13.0;1.0;33.0;1.0;1.0;0.0;1.0;0.0;1.0;3.0;33.0;0.0;1.0
0.0;0.0;1.0;31.0;0.0;0.0;0.0;0.0;1.0;9.0;0.0;0.0;0.0;0.0;1.0;31.0;0.0;1.0;1.0;6.0;7.0;0.0;6.0;1.0;0.0;0.0;1.0;0.0;40.0;1.0;1.0;0.0;4.0;1.0;0.0;0.0;1.0;17.0;0.0;1.0;0.0;1.0;6.0;0.0;1.0;4.0;0.0;1.0;31.0;17.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;9.0;7.0;0.0;1.0;4.0;0.0;0.0;4.0;False;9.0;7.0;0.0;0.0;9.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;7.0;0.0;9.0;7.0;0.0;1.0;9.0;3.0;1.0;0.0;1.0;10.0;0.0;0.0;0.0;0.0;10.0;0.0;3.0;10.0;False;0.0;6.0;40.0;1.0;0.0;3.0;1.0;6.0;1.0;1.0;0.0;3.0;0.0;4.0;0.0;1.0;6.0;40.0;1.0;0.0;0.0;10.0;40.0;40.0;1.0;1.0;1.0;0.0;40.0;10.0;0.0;0.0;0.0;0.0;1.0;31.0;1.0;31.0;0.0;1.0;0.0;17.0;17.0;1.0;1.0;1.0;7.0;1.0;4.0;1.0;1.0;0.0;1.0;1.0;31.0;0.0;1.0;1.0;0.0;3.0;0.0;10.0;1.0;17.0;1.0;1.0;0.0;1.0;0.0;1.0;3.0;17.0;0.0;1.0
0.0;0.0;0.6666666666666666;12.0;1.5275252316519463;2.0;0.0;0.0;1.0;2.5;0.0;2.5;0.0;3.0;0.0;16.0;0.0;3.0;1.0;9.0;1.5;0.0;5.333333333333333;3.0;0.0;2.0;0.0;0.0;12.0;3.0;0.0;6.0;3.333333333333333;0.5;2.0;4.932882862316247;1.0;6.333333333333332;0.0;1.0;0.0;1.0;4.0;0.0;5.0;0.5;0.0;3.0;8.0;4.0;1.6666666666666667;3.0;0.0;0.0;0.5773502691896258;1.7320508075688772;1.5275252316519463;3.0;0.0;3.0;0.0;0.6666666666666666;0.0;0.0;0.5773502691896258;5.0;4.0;1.0;3.0;0.0;3.0;0.0;9.0;False;8.0;1.0;1.5;1.1547005383792517;6.5;1.5;3.0;0.0;4.0414518843273814;2.0;3.2145502536643185;0.5;2.0;0.0;4.333333333333333;2.333333333333333;0.0;3.0;0.0;1.0;9.0;0.0;0.0;5.0;10.44030650891055;0.0;0.0;0.0;6.0;3.4641016151377544;2.0;2.0;False;4.932882862316247;3.5;19.0;3.0;0.0;3.0;3.333333333333333;3.0;1.0;0.0;1.5275252316519468;2.333333333333333;0.0;5.0;1.0;3.0;6.5;31.0;3.0;0.0;0.0;4.0;14.0;13.0;3.0;0.0;1.3333333333333333;3.0;22.5;4.0;4.932882862316247;0.0;0.0;1.0;2.0;18.5;3.0;21.0;0.5773502691896257;3.0;0.0;3.5;12.0;3.0;1.0;3.0;3.0;3.0;1.0;1.0;0.5;6.5574385243019995;3.0;3.0;15.0;0.0;0.3333333333333333;0.0;0.0;1.5;0.0;3.0;3.0;3.0;0.0;1.0;0.0;0.0;0.0;3.0;4.0;8.0;0.0;3.0
0.0;0.0;1.0;30.0;0.0;0.0;0.0;0.0;1.0;8.0;0.0;0.0;0.0;0.0;1.0;30.0;0.0;1.0;1.0;7.0;8.0;0.0;7.0;1.0;0.0;0.0;1.0;0.0;37.0;1.0;1.0;0.0;2.0;1.0;0.0;0.0;1.0;14.0;0.0;1.0;0.0;1.0;7.0;0.0;0.0;2.0;0.0;1.0;30.0;14.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8.0;8.0;0.0;1.0;2.0;0.0;0.0;2.0;False;8.0;8.0;0.0;0.0;8.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;8.0;0.0;8.0;8.0;0.0;1.0;8.0;3.0;0.0;0.0;1.0;13.0;0.0;0.0;0.0;0.0;13.0;0.0;3.0;13.0;False;0.0;7.0;37.0;1.0;0.0;3.0;0.0;7.0;1.0;1.0;0.0;3.0;0.0;2.0;0.0;1.0;7.0;37.0;1.0;0.0;0.0;13.0;37.0;37.0;1.0;1.0;1.0;0.0;37.0;13.0;0.0;0.0;0.0;0.0;1.0;30.0;1.0;30.0;0.0;1.0;0.0;14.0;14.0;1.0;1.0;1.0;8.0;1.0;2.0;0.0;1.0;0.0;1.0;1.0;30.0;0.0;1.0;0.0;0.0;3.0;0.0;13.0;1.0;14.0;1.0;1.0;0.0;1.0;0.0;1.0;3.0;14.0;0.0;1.0
0.0;0.0;1.0;28.0;0.0;0.0;0.0;0.0;1.0;6.0;0.0;0.0;0.0;0.0;1.0;28.0;0.0;1.0;1.0;7.0;8.0;0.0;7.0;1.0;0.0;0.0;1.0;0.0;33.0;1.0;1.0;0.0;2.0;1.0;0.0;0.0;1.0;14.0;0.0;1.0;0.0;1.0;7.0;0.0;0.0;2.0;0.0;1.0;28.0;14.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;6.0;8.0;0.0;1.0;2.0;0.0;0.0;2.0;False;6.0;8.0;0.0;0.0;6.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;8.0;0.0;6.0;8.0;0.0;1.0;6.0;3.0;0.0;0.0;1.0;13.0;0.0;0.0;0.0;0.0;13.0;0.0;3.0;13.0;False;0.0;7.0;33.0;1.0;0.0;3.0;0.0;7.0;1.0;1.0;0.0;3.0;0.0;2.0;0.0;1.0;7.0;33.0;1.0;0.0;0.0;13.0;33.0;33.0;1.0;1.0;1.0;0.0;33.0;13.0;0.0;0.0;0.0;0.0;1.0;28.0;1.0;28.0;0.0;1.0;0.0;14.0;14.0;1.0;1.0;1.0;8.0;1.0;2.0;0.0;1.0;0.0;1.0;1.0;28.0;0.0;1.0;0.0;0.0;3.0;0.0;13.0;1.0;14.0;1.0;1.0;0.0;1.0;0.0;1.0;3.0;14.0;0.0;1.0
0.0;0.0;1.0;29.0;0.0;0.0;0.0;0.0;1.0;7.0;0.0;0.0;0.0;0.0;1.0;29.0;0.0;1.0;1.0;7.0;8.0;0.0;7.0;1.0;0.0;0.0;1.0;0.0;33.0;1.0;1.0;0.0;2.0;1.0;0.0;0.0;1.0;14.0;0.0;1.0;0.0;1.0;7.0;0.0;0.0;2.0;0.0;1.0;29.0;14.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;7.0;8.0;0.0;1.0;2.0;0.0;0.0;2.0;False;7.0;8.0;0.0;0.0;7.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;8.0;0.0;7.0;8.0;0.0;1.0;7.0;3.0;0.0;0.0;1.0;13.0;0.0;0.0;0.0;0.0;13.0;0.0;3.0;13.0;False;0.0;7.0;33.0;1.0;0.0;3.0;0.0;7.0;1.0;1.0;0.0;3.0;0.0;2.0;0.0;1.0;7.0;33.0;1.0;0.0;0.0;13.0;33.0;33.0;1.0;1.0;1.0;0.0;33.0;13.0;0.0;0.0;0.0;0.0;1.0;29.0;1.0;29.0;0.0;1.0;0.0;14.0;14.0;1.0;1.0;1.0;8.0;1.0;2.0;0.0;1.0;0.0;1.0;1.0;29.0;0.0;1.0;0.0;0.0;3.0;0.0;13.0;1.0;14.0;1.0;1.0;0.0;1.0;0.0;1.0;3.0;14.0;0.0;1.0
