NumberOfLogStatements_min;NumberOfInnerClasses_max;MaxNumberOfNestedBlocks_mean;LOCMethod_CK_25%;NumberOfParameters_CK_std;NumberOfParameters_CK_50%;Returns_min;NumberOfParameters_CK_min;NumberOfTryCatch_max;NumberOfStringLiterals_25%;NumberOfInnerClasses_75%;NumberOfParameters_CK_75%;NumberOfAnonymousClasses_min;NumberOfParenthesizedExps_75%;MaxNumberOfNestedBlocks_min;LOCMethod_CK_50%;NumberOfAnonymousClasses_std;LOCMethod_CK_count;MaxNumberOfNestedBlocks_75%;NumberOfVariables_max;CBO_25%;NumberOfInnerClasses_std;NumberOfVariables_mean;IsConstructor_count;NumberOfLogStatements_75%;RFC_std;NumberOfComparisons_max;NumberOfLambdas_75%;NumberOfUniqueWords_min;NumberOfModifiers_count;NumberOfComparisons_50%;NumberOfParenthesizedExps_max;NumberOfNumbers_mean;NumberOfTryCatch_75%;NumberOfParenthesizedExps_mean;NumberOfNumbers_std;NumberOfModifiers_25%;NumberOfAssignments_mean;NumberOfAnonymousClasses_25%;NumberOfModifiers_min;NumberOfParenthesizedExps_min;MaxNumberOfNestedBlocks_50%;NumberOfVariables_50%;NumberOfLambdas_25%;NumberOfMathOperations_75%;NumberOfNumbers_25%;NumberOfComparisons_std;NumberOfUniqueWords_count;LOCMethod_CK_min;NumberOfAssignments_50%;NumberOfParameters_CK_mean;NumberOfMathOperations_count;NumberOfParenthesizedExps_25%;NumberOfLogStatements_std;MaxNumberOfNestedBlocks_std;NumberOfLoops_std;CBO_std;NumberOfParameters_CK_count;NumberOfLoops_50%;NumberOfStringLiterals_count;NumberOfComparisons_min;Returns_mean;NumberOfLogStatements_mean;NumberOfInnerClasses_25%;NumberOfTryCatch_std;NumberOfStringLiterals_50%;CBO_max;NumberOfParameters_CK_25%;NumberOfVariables_count;NumberOfNumbers_min;NumberOfLoops_max;NumberOfLambdas_mean;NumberOfNumbers_max;Bugged;NumberOfStringLiterals_max;CBO_min;NumberOfLoops_75%;Returns_std;NumberOfStringLiterals_75%;NumberOfModifiers_75%;WMC_CK_count;NumberOfTryCatch_50%;NumberOfStringLiterals_std;Returns_max;NumberOfVariables_std;NumberOfMathOperations_25%;CBO_50%;NumberOfInnerClasses_mean;NumberOfStringLiterals_mean;CBO_mean;NumberOfLambdas_max;NumberOfParenthesizedExps_count;NumberOfStringLiterals_min;WMC_CK_min;NumberOfMathOperations_max;NumberOfLoops_25%;NumberOfTryCatch_min;RFC_75%;NumberOfUniqueWords_std;NumberOfLogStatements_25%;NumberOfAnonymousClasses_50%;NumberOfLogStatements_50%;RFC_max;NumberOfParenthesizedExps_std;WMC_CK_50%;RFC_min;IsConstructor_top;NumberOfAssignments_std;NumberOfVariables_25%;NumberOfUniqueWords_mean;MaxNumberOfNestedBlocks_count;NumberOfAnonymousClasses_75%;WMC_CK_75%;NumberOfMathOperations_mean;NumberOfVariables_min;MaxNumberOfNestedBlocks_max;NumberOfTryCatch_25%;WMC_CK_std;WMC_CK_mean;Returns_25%;NumberOfNumbers_75%;Returns_75%;NumberOfLambdas_count;NumberOfVariables_75%;NumberOfUniqueWords_max;CBO_count;NumberOfInnerClasses_50%;NumberOfLambdas_min;RFC_50%;NumberOfUniqueWords_50%;NumberOfUniqueWords_25%;NumberOfAssignments_count;NumberOfComparisons_mean;NumberOfModifiers_mean;NumberOfParameters_CK_max;NumberOfUniqueWords_75%;RFC_mean;NumberOfMathOperations_std;NumberOfLambdas_std;NumberOfLoops_min;NumberOfLoops_mean;NumberOfModifiers_max;LOCMethod_CK_75%;NumberOfTryCatch_count;LOCMethod_CK_max;NumberOfModifiers_std;NumberOfAnonymousClasses_count;NumberOfParenthesizedExps_50%;NumberOfAssignments_25%;NumberOfAssignments_max;NumberOfNumbers_count;NumberOfModifiers_50%;NumberOfInnerClasses_count;CBO_75%;NumberOfLoops_count;NumberOfNumbers_50%;NumberOfMathOperations_50%;MaxNumberOfNestedBlocks_25%;LOCMethod_CK_std;RFC_count;NumberOfComparisons_count;LOCMethod_CK_mean;NumberOfLogStatements_max;NumberOfTryCatch_mean;NumberOfMathOperations_min;NumberOfAnonymousClasses_max;WMC_CK_25%;NumberOfInnerClasses_min;RFC_25%;IsConstructor_freq;NumberOfAssignments_min;NumberOfComparisons_25%;IsConstructor_unique;Returns_50%;NumberOfComparisons_75%;NumberOfAnonymousClasses_mean;NumberOfLogStatements_count;WMC_CK_max;NumberOfAssignments_75%;NumberOfLambdas_50%;Returns_count
0.0;0.0;0.0;17.0;0.0;1.0;0.0;1.0;0.0;6.0;0.0;1.0;0.0;0.0;0.0;17.0;0.0;1.0;0.0;6.0;6.0;0.0;6.0;1.0;0.0;0.0;0.0;0.0;22.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;12.0;0.0;1.0;0.0;0.0;6.0;0.0;0.0;2.0;0.0;1.0;17.0;12.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;6.0;6.0;1.0;1.0;2.0;0.0;0.0;2.0;False;6.0;6.0;0.0;0.0;6.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;6.0;6.0;0.0;1.0;6.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;3.0;True;0.0;6.0;22.0;1.0;0.0;1.0;0.0;6.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;6.0;22.0;1.0;0.0;0.0;3.0;22.0;22.0;1.0;0.0;1.0;1.0;22.0;3.0;0.0;0.0;0.0;0.0;1.0;17.0;1.0;17.0;0.0;1.0;0.0;12.0;12.0;1.0;1.0;1.0;6.0;1.0;2.0;0.0;0.0;0.0;1.0;1.0;17.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;1.0;12.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;12.0;0.0;1.0
0.0;0.0;0.0;3.0;0.5188745216627708;0.5;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;14.0;0.0;3.0;0.0;0.0;0.21428571428571427;14.0;0.0;1.6035674514745466;0.0;0.0;2.0;14.0;0.0;0.0;0.07142857142857142;0.0;0.0;0.26726124191242434;1.0;0.8571428571428571;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;3.0;0.5;0.5;14.0;0.0;0.0;0.0;0.0;0.8516306272526404;14.0;0.0;14.0;0.0;0.5;0.0;0.0;0.0;0.0;3.0;0.0;14.0;0.0;0.0;0.0;1.0;False;1.0;0.0;0.0;0.5188745216627708;0.0;1.0;14.0;0.0;0.26726124191242434;1.0;0.8017837257372733;0.0;0.0;0.0;0.07142857142857142;0.42857142857142855;0.0;14.0;0.0;1.0;1.0;0.0;0.0;0.0;5.0054914898484295;0.0;0.0;0.0;6.0;0.0;1.0;0.0;False;1.5619092289760117;0.0;6.142857142857142;14.0;0.0;1.0;0.07142857142857142;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;14.0;0.0;23.0;14.0;0.0;0.0;0.0;5.0;4.25;14.0;0.0;1.0;1.0;5.0;0.42857142857142855;0.26726124191242434;0.0;0.0;0.0;1.0;3.0;14.0;8.0;0.0;14.0;0.0;0.0;6.0;14.0;1.0;14.0;0.75;14.0;0.0;0.0;0.0;1.3363062095621216;14.0;14.0;3.3571428571428568;0.0;0.0;0.0;0.0;1.0;0.0;0.0;14.0;0.0;0.0;1.0;0.5;0.0;0.0;14.0;1.0;1.0;0.0;14.0
0.0;0.0;0.5;3.25;0.8944271909999159;1.0;0.0;0.0;0.0;0.0;0.0;1.75;0.0;0.0;0.0;4.5;0.0;6.0;0.75;6.0;1.25;0.0;1.5;6.0;0.0;2.1602468994692865;2.0;0.0;4.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;1.75;1.6666666666666667;0.0;1.0;0.0;0.0;0.5;0.0;0.0;0.0;0.8164965809277259;6.0;2.0;1.0;1.0;6.0;0.0;0.0;0.8366600265340756;0.0;2.4221202832779936;6.0;0.0;6.0;0.0;0.8333333333333334;0.0;0.0;0.0;0.0;7.0;0.25;6.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.983192080250175;0.0;4.0;6.0;0.0;0.40824829046386296;2.0;2.345207879911715;0.0;2.5;0.0;0.16666666666666666;2.6666666666666665;0.0;6.0;0.0;1.0;0.0;0.0;0.0;3.75;7.494442385305706;0.0;0.0;0.0;6.0;0.0;1.0;0.0;False;2.250925735484551;0.0;11.166666666666664;6.0;0.0;1.75;0.0;0.0;2.0;0.0;1.2110601416389966;1.6666666666666667;0.0;0.0;1.75;6.0;1.75;25.0;6.0;0.0;0.0;2.5;10.0;6.5;6.0;0.3333333333333333;3.0;2.0;12.0;2.6666666666666665;0.0;0.0;0.0;0.0;4.0;8.75;6.0;15.0;1.5491933384829668;6.0;0.0;0.25;6.0;6.0;4.0;6.0;3.0;6.0;0.0;0.0;0.0;5.00999001995014;6.0;6.0;6.5;0.0;0.0;0.0;0.0;1.0;0.0;1.25;5.0;0.0;0.0;2.0;0.5;0.0;0.0;6.0;4.0;1.75;0.0;6.0
0.0;0.0;1.1153846153846154;3.0;0.4961389383568338;1.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;2.1572774865200244;26.0;2.0;14.0;1.0;0.0;2.8076923076923075;26.0;0.0;7.3048982512789635;3.0;0.0;1.0;26.0;0.0;4.0;0.7307692307692307;0.0;0.19230769230769232;1.9911341955316284;1.0;4.1923076923076925;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8114564304148058;26.0;2.0;0.5;0.6153846153846154;26.0;0.0;0.5670436151994497;1.3950461806527574;0.6433087546786177;5.067695577038784;26.0;0.0;26.0;0.0;0.3461538461538461;0.19230769230769232;0.0;0.5670436151994497;0.0;24.0;0.0;26.0;0.0;2.0;0.0;8.0;False;9.0;0.0;1.0;0.4851645240375839;0.0;1.0;26.0;0.0;2.020281777757366;1.0;4.233383807492353;0.0;2.0;0.0;0.8076923076923077;3.1923076923076925;0.0;26.0;0.0;1.0;10.0;0.0;0.0;6.75;17.715703594442807;0.0;0.0;0.0;30.0;0.8009609613073921;1.0;0.0;False;8.579133899266198;0.0;13.384615384615385;26.0;0.0;4.0;0.38461538461538464;0.0;4.0;0.0;2.171493636966182;2.6538461538461537;0.0;0.0;1.0;26.0;4.75;89.0;26.0;0.0;0.0;2.5;6.5;4.0;26.0;0.4615384615384616;1.5;1.0;17.75;5.1923076923076925;1.9611613513818404;0.0;0.0;0.4230769230769231;9.0;17.5;26.0;178.0;1.6552945357246849;26.0;0.0;0.0;41.0;26.0;1.0;26.0;2.0;26.0;0.0;0.0;0.0;34.26666916092977;26.0;26.0;16.73076923076923;2.0;0.19230769230769232;0.0;11.0;1.0;0.0;0.0;26.0;0.0;0.0;1.0;0.0;1.0;0.4230769230769231;26.0;8.0;4.75;0.0;26.0
0.0;0.0;0.3333333333333333;2.0;1.5275252316519468;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.5;0.0;2.0;0.0;3.0;0.5;0.0;0.0;0.0;0.0;3.0;0.0;1.1547005383792517;0.0;0.0;1.0;3.0;0.0;1.0;0.0;0.0;0.3333333333333333;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;0.0;1.3333333333333333;3.0;0.0;0.0;0.5773502691896258;0.0;0.5773502691896258;3.0;0.0;3.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;1.0;0.5;3.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;1.1547005383792517;0.0;1.0;3.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;3.0;0.0;1.0;0.0;0.0;0.0;1.0;3.5118845842842465;0.0;0.0;0.0;2.0;0.5773502691896258;1.0;0.0;False;0.0;0.0;4.666666666666667;3.0;0.0;1.5;0.0;0.0;1.0;0.0;0.5773502691896257;1.3333333333333333;0.0;0.0;1.0;3.0;0.0;8.0;3.0;0.0;0.0;0.0;5.0;3.0;3.0;0.0;1.0;3.0;6.5;0.6666666666666666;0.0;0.0;0.0;0.0;1.0;4.0;3.0;6.0;0.0;3.0;0.0;0.0;0.0;3.0;1.0;3.0;0.5;3.0;0.0;0.0;0.0;2.309401076758504;3.0;3.0;3.333333333333333;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;2.0;0.0;0.0;3.0
0.0;0.0;0.16666666666666666;2.0;0.8164965809277259;1.5;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.5;0.0;6.0;0.0;1.0;0.25;0.0;0.16666666666666666;6.0;0.0;3.6742346141747673;0.0;0.0;1.0;6.0;0.0;0.0;1.1666666666666667;0.0;0.0;2.857738033247041;1.0;0.16666666666666666;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;2.0;0.0;1.3333333333333333;6.0;0.0;0.0;0.40824829046386296;0.0;0.5163977794943223;6.0;0.0;6.0;0.0;1.6666666666666667;0.0;0.0;0.0;0.0;1.0;1.0;6.0;0.0;0.0;0.0;7.0;False;0.0;0.0;0.0;3.1411250638372654;0.0;1.0;6.0;0.0;0.0;8.0;0.40824829046386296;0.0;1.0;0.0;0.0;0.6666666666666666;0.0;6.0;0.0;1.0;0.0;0.0;0.0;0.0;3.5023801430836534;0.0;0.0;0.0;9.0;0.0;1.0;0.0;False;0.40824829046386296;0.0;6.333333333333332;6.0;0.0;1.0;0.0;0.0;1.0;0.0;2.857738033247041;2.1666666666666665;0.0;0.0;1.0;6.0;0.0;12.0;6.0;0.0;0.0;0.0;6.0;6.0;6.0;0.0;1.0;2.0;6.75;1.5;0.0;0.0;0.0;0.0;1.0;3.0;6.0;20.0;0.0;6.0;0.0;0.0;1.0;6.0;1.0;6.0;1.0;6.0;0.0;0.0;0.0;7.201851613763412;6.0;6.0;5.333333333333333;0.0;0.0;0.0;0.0;1.0;0.0;0.0;6.0;0.0;0.0;1.0;0.5;0.0;0.0;6.0;8.0;0.0;0.0;6.0
0.0;0.0;0.2307692307692308;3.0;0.5063696835418333;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;13.0;0.0;3.0;0.0;0.0;0.3076923076923077;13.0;0.0;0.599144689515278;1.0;0.0;3.0;13.0;0.0;4.0;1.0;0.0;0.38461538461538464;3.055050463303893;1.0;1.7692307692307692;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2773500981126146;13.0;3.0;0.0;0.38461538461538464;13.0;0.0;0.0;0.599144689515278;0.0;0.27735009811261463;13.0;0.0;13.0;0.0;0.6923076923076923;0.0;0.0;0.0;0.0;1.0;0.0;13.0;0.0;0.0;0.0;11.0;False;0.0;0.0;0.0;0.6304251719561152;0.0;1.0;13.0;0.0;0.0;2.0;0.8548504142651104;0.0;0.0;0.0;0.0;0.07692307692307693;0.0;13.0;0.0;1.0;14.0;0.0;0.0;0.0;2.5293153020997403;0.0;0.0;0.0;2.0;1.1208970766356097;1.0;0.0;False;4.9015957631817235;0.0;4.6923076923076925;13.0;0.0;1.0;1.0769230769230769;0.0;2.0;0.0;0.599144689515278;1.2307692307692308;0.0;0.0;1.0;13.0;0.0;12.0;13.0;0.0;0.0;0.0;4.0;4.0;13.0;0.07692307692307693;1.0;1.0;4.0;0.2307692307692308;3.8829013735766034;0.0;0.0;0.0;1.0;3.0;13.0;24.0;0.0;13.0;0.0;0.0;18.0;13.0;1.0;13.0;0.0;13.0;0.0;0.0;0.0;5.922577401513896;13.0;13.0;5.0769230769230775;0.0;0.0;0.0;0.0;1.0;0.0;0.0;13.0;0.0;0.0;1.0;1.0;0.0;0.0;13.0;3.0;1.0;0.0;13.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;1.0;14.5;1.4142135623730951;2.0;0.0;1.0;0.0;0.0;0.0;2.5;0.0;0.0;1.0;20.0;0.0;2.0;1.0;3.0;0.5;0.0;1.5;2.0;0.0;6.363961030678928;1.0;0.0;23.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;7.0;0.0;1.0;0.0;1.0;1.5;0.0;2.5;1.0;0.0;2.0;9.0;7.0;2.0;2.0;0.0;0.0;0.0;0.0;1.4142135623730951;2.0;0.0;2.0;1.0;0.5;0.0;0.0;0.0;0.0;2.0;1.5;2.0;1.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.7071067811865476;0.0;1.0;2.0;0.0;0.0;1.0;2.1213203435596424;1.5;1.0;0.0;0.0;1.0;0.0;2.0;0.0;2.0;3.0;0.0;0.0;6.75;2.1213203435596424;0.0;0.0;0.0;9.0;0.0;5.5;0.0;False;5.656854249492381;0.75;24.5;2.0;0.0;7.25;2.0;0.0;1.0;0.0;4.949747468305833;5.5;0.25;1.0;0.75;2.0;2.25;26.0;2.0;0.0;0.0;4.5;24.5;23.75;2.0;1.0;1.0;3.0;25.25;4.5;1.4142135623730951;0.0;0.0;0.0;1.0;25.5;2.0;31.0;0.0;2.0;0.0;5.0;11.0;2.0;1.0;2.0;1.5;2.0;1.0;2.0;1.0;15.556349186104045;2.0;2.0;20.0;0.0;0.0;1.0;0.0;3.75;0.0;2.25;2.0;3.0;1.0;1.0;0.5;1.0;0.0;2.0;9.0;9.0;0.0;2.0
0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;8.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;True;0.0;0.0;8.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;8.0;1.0;0.0;0.0;0.0;8.0;8.0;1.0;0.0;1.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;1.0;3.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0
0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;8.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;True;0.0;0.0;8.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;8.0;1.0;0.0;0.0;0.0;8.0;8.0;1.0;0.0;1.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;1.0;3.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0
0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;8.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;True;0.0;0.0;8.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;8.0;1.0;0.0;0.0;0.0;8.0;8.0;1.0;0.0;1.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;1.0;3.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0
0.0;0.0;1.5;2.75;1.5;1.0;0.0;0.0;0.0;0.0;0.0;2.25;0.0;0.0;0.0;7.5;0.0;4.0;3.0;7.0;1.5;0.0;2.25;4.0;0.25;5.188127472091127;3.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.5;0.0;1.0;0.0;1.5;1.0;0.0;0.25;0.0;1.5;4.0;2.0;1.0;1.25;4.0;0.0;0.5;1.7320508075688772;0.5773502691896257;4.7871355387816905;4.0;0.5;4.0;0.0;0.75;0.25;0.0;0.0;0.0;11.0;0.0;4.0;0.0;1.0;0.0;0.0;False;1.0;0.0;1.0;0.957427107756338;0.25;2.0;4.0;0.0;0.5;2.0;3.304037933599835;0.0;3.0;0.0;0.25;4.25;0.0;4.0;0.0;1.0;1.0;0.0;0.0;5.75;13.329166015421471;0.0;0.0;0.0;11.0;0.0;2.5;0.0;False;3.7859388972001824;0.0;12.5;4.0;0.0;4.5;0.25;0.0;3.0;0.0;2.449489742783178;3.0;0.0;0.0;1.25;4.0;3.25;32.0;4.0;0.0;0.0;2.0;7.5;4.5;4.0;0.75;1.5;3.0;15.5;3.75;0.5;0.0;0.0;0.5;2.0;15.0;4.0;24.0;0.5773502691896257;4.0;0.0;0.0;8.0;4.0;1.5;4.0;5.75;4.0;0.0;0.0;0.0;10.21028892833107;4.0;4.0;10.25;1.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;2.0;0.5;0.75;0.0;4.0;6.0;3.5;0.0;4.0
1.0;0.0;3.0;42.0;0.0;2.0;2.0;2.0;2.0;0.0;0.0;2.0;0.0;0.0;3.0;42.0;0.0;1.0;3.0;13.0;11.0;0.0;13.0;1.0;1.0;0.0;2.0;0.0;46.0;1.0;2.0;0.0;3.0;2.0;0.0;0.0;9.0;18.0;0.0;9.0;0.0;3.0;13.0;0.0;0.0;3.0;0.0;1.0;42.0;18.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;2.0;1.0;0.0;0.0;0.0;11.0;2.0;1.0;3.0;0.0;0.0;3.0;False;0.0;11.0;0.0;0.0;0.0;9.0;1.0;2.0;0.0;2.0;0.0;0.0;11.0;0.0;0.0;11.0;0.0;1.0;0.0;6.0;0.0;0.0;2.0;18.0;0.0;1.0;0.0;1.0;18.0;0.0;6.0;18.0;False;0.0;13.0;46.0;1.0;0.0;6.0;0.0;13.0;3.0;2.0;0.0;6.0;2.0;3.0;2.0;1.0;13.0;46.0;1.0;0.0;0.0;18.0;46.0;46.0;1.0;2.0;9.0;2.0;46.0;18.0;0.0;0.0;0.0;0.0;9.0;42.0;1.0;42.0;0.0;1.0;0.0;18.0;18.0;1.0;9.0;1.0;11.0;1.0;3.0;0.0;3.0;0.0;1.0;1.0;42.0;1.0;2.0;0.0;0.0;6.0;0.0;18.0;1.0;18.0;2.0;1.0;2.0;2.0;0.0;1.0;6.0;18.0;0.0;1.0
0.0;0.0;3.0;72.0;0.0;2.0;1.0;2.0;0.0;3.0;0.0;2.0;0.0;0.0;3.0;72.0;0.0;1.0;3.0;30.0;10.0;0.0;30.0;1.0;0.0;0.0;1.0;0.0;34.0;1.0;1.0;0.0;12.0;0.0;0.0;0.0;9.0;34.0;0.0;9.0;0.0;3.0;30.0;0.0;3.0;12.0;0.0;1.0;72.0;34.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;1.0;1.0;1.0;0.0;0.0;0.0;3.0;10.0;2.0;1.0;12.0;4.0;0.0;12.0;False;3.0;10.0;4.0;0.0;3.0;9.0;1.0;0.0;0.0;1.0;0.0;3.0;10.0;0.0;3.0;10.0;0.0;1.0;3.0;9.0;3.0;4.0;0.0;27.0;0.0;0.0;0.0;0.0;27.0;0.0;9.0;27.0;False;0.0;30.0;34.0;1.0;0.0;9.0;3.0;30.0;3.0;0.0;0.0;9.0;1.0;12.0;1.0;1.0;30.0;34.0;1.0;0.0;0.0;27.0;34.0;34.0;1.0;1.0;9.0;2.0;34.0;27.0;0.0;0.0;4.0;4.0;9.0;72.0;1.0;72.0;0.0;1.0;0.0;34.0;34.0;1.0;9.0;1.0;10.0;1.0;12.0;3.0;3.0;0.0;1.0;1.0;72.0;0.0;0.0;3.0;0.0;9.0;0.0;27.0;1.0;34.0;1.0;1.0;1.0;1.0;0.0;1.0;9.0;34.0;0.0;1.0
