ExecutableStatementCount;NCSSForThisFile;NumberOfVariables;NumberOfPublicMethods_Checkstyle;CBO;NumberOfUniqueWords;NumberOfProtectedMethod;ClassFanOutComplexity;IsConstructor;BuggedMethods;NestedTryDepth;Returns;NumberOfPackageMethod;NCSSForThisClass;NumberOfNumbers;NumberOfModifiers;ThrowsCount;NumberOfLoops;NumberOfPrivateMethod;WMC_CK;NumberOfParameters_CK;NestedIfElseDepth;Fin;NCSSForThisMethod;NPathComplexity;LOCMethod_CK;MethodLength;NumberOfAnonymousClasses;Ci;NVAR;NumberOfLambdas;VG;BooleanExpressionComplexity;NumberOfMathOperations;MCLC;NBD;NumberOfLogStatements;NCOMP;NumberOfStringLiterals;AnonymousInnerClassLength;NumberOfParenthesizedExps;Si;CyclomaticComplexity;ClassDataAbstractionCoupling;NumberOfTryCatch;FileLength;NestedForDepth;Fout;MaxNumberOfNestedBlocks;RFC;Di;NumberOfAssignments;IOVars;NOP;NumberOfMethods_Checkstyle;NumberOfInnerClasses;NumberOfComparisons
1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;False;False;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;False;False;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;False;False;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;False;False;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;False;False;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;False;False;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;False;False;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;False;False;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;False;False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;False;False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;False;False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1.0;37.0;0.0;17.0;0.0;4.0;0.0;0.0;False;False;0.0;0.0;0.0;36.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;113.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;17.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;False;False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;False;False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;False;False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;False;False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;False;False;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;3.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;False;False;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;3.0;3.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;False;False;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;3.0;3.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;False;False;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;3.0;3.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;False;False;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;3.0;3.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;False;False;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;3.0;3.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;False;False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;3.0;3.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;False;False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;3.0;3.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;False;False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;3.0;3.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;False;False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;3.0;3.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;False;False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;3.0;3.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0
13.0;0.0;1.0;0.0;0.0;15.0;0.0;0.0;False;False;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;14.0;1.0;15.0;17.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;6.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;1.0;21.0;0.0;0.0;False;False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;3.0;3.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0
8.0;73.0;0.0;2.0;0.0;18.0;1.0;9.0;True;True;0.0;0.0;0.0;68.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;11.0;24.0;3.0;19.0;0.0;2.0;3.0;0.0;7.0;2.0;1.0;8.0;3.0;0.0;5.0;0.0;0.0;0.0;0.0;7.0;5.0;0.0;256.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;1.0;3.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2.0;0.0;1.0;1.0;0.0;3.0;0.0;1.0;False;True;0.0;1.0;0.0;5.0;4.0;1.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;3.0;1.0;4.0;4.0;0.0;2.0;0.0;0.0;3.0;1.0;1.0;4.0;1.0;0.0;4.0;1.0;0.0;3.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;1.0;2.0;1.0;1.0;0.0;2.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;35.0;0.0;3.0;0.0;6.0;0.0;4.0;True;False;0.0;0.0;0.0;30.0;0.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;3.0;3.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;132.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;3.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;81.0;0.0;2.0;1.0;21.0;5.0;4.0;False;False;0.0;1.0;0.0;77.0;0.0;9.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;3.0;3.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;225.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;7.0;0.0;0.0
1.0;0.0;0.0;0.0;1.0;22.0;0.0;0.0;False;False;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;1.0;3.0;3.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0
11.0;0.0;3.0;0.0;2.0;22.0;0.0;0.0;False;False;0.0;4.0;0.0;0.0;1.0;4.0;0.0;0.0;0.0;5.0;1.0;1.0;0.0;15.0;9.0;22.0;27.0;0.0;2.0;4.0;0.0;5.0;0.0;0.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;2.0;6.0;2.0;4.0;2.0;1.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
18.0;0.0;7.0;0.0;0.0;21.0;0.0;0.0;False;False;0.0;4.0;0.0;0.0;7.0;4.0;0.0;1.0;0.0;7.0;1.0;0.0;0.0;22.0;24.0;29.0;39.0;0.0;2.0;4.0;0.0;7.0;0.0;2.0;9.0;3.0;0.0;5.0;1.0;0.0;1.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;2.0;5.0;2.0;10.0;2.0;1.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;15.0;0.0;0.0;False;False;0.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;2.0;1.0;3.0;3.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0
5.0;0.0;3.0;0.0;0.0;37.0;0.0;0.0;False;False;0.0;1.0;0.0;0.0;0.0;4.0;0.0;1.0;0.0;2.0;1.0;1.0;0.0;7.0;2.0;9.0;10.0;0.0;2.0;2.0;0.0;2.0;0.0;0.0;2.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;2.0;4.0;2.0;1.0;0.0;0.0;0.0
10.0;0.0;1.0;0.0;2.0;20.0;0.0;0.0;False;False;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;6.0;1.0;0.0;0.0;13.0;16.0;18.0;22.0;0.0;1.0;2.0;0.0;6.0;2.0;0.0;9.0;2.0;0.0;7.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;1.0;7.0;1.0;3.0;1.0;1.0;0.0;0.0;5.0
1.0;0.0;0.0;0.0;1.0;10.0;0.0;0.0;False;False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;3.0;3.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;1.0;10.0;0.0;0.0;False;False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;3.0;3.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14.0;0.0;5.0;0.0;1.0;24.0;0.0;0.0;False;False;0.0;2.0;0.0;0.0;7.0;2.0;0.0;1.0;0.0;11.0;1.0;0.0;0.0;18.0;240.0;25.0;37.0;0.0;1.0;6.0;0.0;11.0;1.0;0.0;17.0;3.0;0.0;11.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;2.0;4.0;1.0;8.0;1.0;1.0;0.0;0.0;5.0
4.0;0.0;1.0;0.0;1.0;21.0;0.0;0.0;False;False;0.0;0.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;5.0;2.0;7.0;7.0;0.0;1.0;1.0;0.0;2.0;1.0;1.0;3.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;2.0;1.0;1.0;0.0;0.0;0.0
