AIF;MHF;Bugged;Aa;AHF;MIF
0.0;0.0;False;4.0;0.0;0.0
0.0;1.0;False;4.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;False;9.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;0.666666667;False;4.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;0.6;False;6.0;0.166666667;0.0
0.0;0.666666667;True;13.0;0.153846154;0.0
0.0;0.666666667;True;13.0;0.153846154;0.0
0.0;0.666666667;True;13.0;0.153846154;0.0
0.0;0.666666667;True;13.0;0.153846154;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.882352941;False;3.0;0.0;0.0
0.0;0.975609756;False;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.5;False;2.0;0.0;0.0
0.0;1.0;True;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;0.8;False;4.0;0.0;0.0
0.0;0.75;False;1.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;True;1.0;0.0;0.0
0.0;1.0;True;1.0;0.0;0.0
0.0;0.5;False;1.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;0.75;False;4.0;0.0;0.0
0.0;0.833333333;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;0.7777777779999999;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;0.5;False;1.0;0.0;0.0
0.0;0.666666667;False;9.0;0.5555555560000001;0.0
0.0;1.0;False;2.0;0.0;0.0
0.0;0.8888888890000001;True;5.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;0.7142857140000001;False;4.0;0.0;0.0
0.0;0.666666667;False;2.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;False;2.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;False;1.0;0.0;0.0
0.0;0.764705882;True;1.0;0.0;0.0
0.0;0.764705882;True;1.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;2.0;0.0;0.0
0.0;1.0;False;2.0;0.0;0.0
0.0;1.0;False;2.0;0.0;0.0
0.0;0.5;False;1.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.5;False;1.0;0.0;0.0
0.0;1.0;False;5.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;0.857142857;False;1.0;0.0;0.0
0.0;0.857142857;False;1.0;0.0;0.0
0.0;0.857142857;False;1.0;0.0;0.0
0.0;0.857142857;False;0.0;0.0;0.0
0.0;1.0;False;2.0;0.0;0.0
0.0;0.833333333;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;0.9;False;3.0;0.0;0.0
0.0;1.0;False;1.0;0.0;0.0
0.0;0.727272727;False;1.0;0.0;0.0
0.0;0.666666667;False;2.0;0.0;0.0
0.0;0.333333333;False;7.0;0.0;0.0
0.0;0.7;False;13.0;0.538461538;0.0
0.0;0.833333333;False;7.0;0.0;0.0
0.0;0.6;False;26.0;0.230769231;0.0
0.0;0.0;False;6.0;0.0;0.0
0.0;0.857142857;False;3.0;0.0;0.0
0.0;1.0;False;15.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;0.727272727;False;0.0;0.0;0.0
0.0;0.727272727;False;0.0;0.0;0.0
0.0;0.727272727;False;0.0;0.0;0.0
0.0;0.666666667;False;1.0;0.0;0.0
0.0;0.666666667;False;1.0;0.0;0.0
0.0;0.666666667;False;1.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;0.75;False;0.0;0.0;0.0
0.0;0.75;False;0.0;0.0;0.0
0.0;0.75;False;0.0;0.0;0.0
0.0;0.75;False;0.0;0.0;0.0
0.0;0.75;False;0.0;0.0;0.0
0.0;0.833333333;False;1.0;0.0;0.0
0.0;0.833333333;False;1.0;0.0;0.0
0.0;0.833333333;False;1.0;0.0;0.0
0.0;0.833333333;False;1.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.833333333;False;0.0;0.0;0.0
0.0;0.833333333;False;0.0;0.0;0.0
0.0;0.833333333;False;0.0;0.0;0.0
0.0;0.75;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;0.8;False;0.0;0.0;0.0
0.0;0.8;False;0.0;0.0;0.0
0.0;0.8;False;0.0;0.0;0.0
0.0;0.333333333;False;4.0;0.0;0.0
0.0;0.333333333;False;4.0;0.0;0.0
0.0;0.333333333;False;4.0;0.0;0.0
0.0;0.333333333;False;4.0;0.0;0.0
0.0;0.333333333;False;4.0;0.0;0.0
0.0;0.8;False;1.0;0.0;0.0
0.0;1.0;False;3.0;0.0;0.0
0.0;1.0;False;2.0;0.0;0.0
0.0;1.0;False;2.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;3.0;0.0;0.0
0.0;0.8;False;1.0;0.0;0.0
0.0;0.8;False;1.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;2.0;0.0;0.0
0.0;1.0;False;2.0;0.0;0.0
0.0;1.0;False;2.0;0.0;0.0
0.0;1.0;False;2.0;0.0;0.0
0.0;1.0;False;2.0;0.0;0.0
0.0;1.0;False;2.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;False;2.0;0.0;0.0
0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;0.7142857140000001;False;4.0;0.5;0.0
0.0;0.7142857140000001;False;4.0;0.5;0.0
0.0;1.0;False;3.0;0.0;0.0
0.0;1.0;True;5.0;0.0;0.0
0.0;0.666666667;False;2.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;4.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;False;1.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;False;1.0;0.0;0.0
0.0;0.75;False;0.0;0.0;0.0
0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;False;1.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;True;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.5;False;0.0;0.0;0.0
0.0;0.5;False;4.0;0.5;0.0
0.0;0.5;False;4.0;0.5;0.0
0.0;0.5;False;4.0;0.5;0.0
0.0;0.5;False;4.0;0.5;0.0
0.0;0.5;False;4.0;0.5;0.0
0.0;0.5;False;4.0;0.5;0.0
0.0;0.5;False;4.0;0.5;0.0
0.0;0.5;False;4.0;0.5;0.0
0.0;0.5;False;4.0;0.5;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;2.0;0.0;0.0
0.0;1.0;False;5.0;0.8;0.0
0.0;1.0;False;5.0;0.8;0.0
0.0;1.0;False;1.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.833333333;False;3.0;0.0;0.0
0.0;0.833333333;False;3.0;0.0;0.0
0.0;0.833333333;False;3.0;0.0;0.0
0.0;0.833333333;False;3.0;0.0;0.0
0.0;0.833333333;False;3.0;0.0;0.0
0.0;1.0;True;3.0;0.0;0.0
0.0;1.0;True;3.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;2.0;0.0;0.0
0.0;1.0;False;2.0;0.0;0.0
0.0;1.0;False;2.0;0.0;0.0
0.0;0.791666667;False;9.0;0.5555555560000001;0.0
0.0;1.0;True;0.0;0.0;0.0
0.0;0.7777777779999999;False;2.0;0.0;0.0
0.0;0.7777777779999999;False;2.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;6.0;0.0;0.0
0.0;0.875;False;2.0;0.0;0.0
0.0;0.875;False;2.0;0.0;0.0
0.0;0.875;False;2.0;0.0;0.0
0.0;0.5;False;0.0;0.0;0.0
0.0;0.5;False;0.0;0.0;0.0
0.0;0.857142857;True;10.0;0.0;0.0
0.0;0.96;False;1.0;0.0;0.0
0.0;0.75;False;1.0;0.0;0.0
0.0;0.75;False;1.0;0.0;0.0
0.0;0.8275862070000001;False;17.0;0.352941176;0.0
0.0;0.8275862070000001;False;17.0;0.352941176;0.0
0.0;0.8275862070000001;False;17.0;0.352941176;0.0
0.0;0.8275862070000001;False;17.0;0.352941176;0.0
0.0;0.8275862070000001;False;17.0;0.352941176;0.0
0.0;0.8275862070000001;False;17.0;0.352941176;0.0
0.0;0.8275862070000001;False;17.0;0.352941176;0.0
0.0;0.8275862070000001;False;17.0;0.352941176;0.0
0.0;0.8275862070000001;False;17.0;0.352941176;0.0
0.0;0.8275862070000001;False;17.0;0.352941176;0.0
