AIF;MHF;Bugged;Aa;AHF;MIF
0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;1.0;0.0;0.0
0.0;0.666666667;False;0.0;0.0;0.0
0.0;0.666666667;False;0.0;0.0;0.0
0.0;0.6;False;3.0;0.666666667;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.75;False;0.0;0.0;0.0
0.0;0.75;False;0.0;0.0;0.0
0.0;1.0;False;2.0;1.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;False;4.0;0.0;0.0
0.0;0.7142857140000001;False;6.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;False;2.0;0.0;0.0
0.0;0.6;False;0.0;0.0;0.0
0.0;0.6;False;0.0;0.0;0.0
0.0;0.6;False;0.0;0.0;0.0
0.0;0.6;False;0.0;0.0;0.0
0.0;0.6;False;0.0;0.0;0.0
0.0;0.6;False;0.0;0.0;0.0
0.0;0.6;False;0.0;0.0;0.0
0.0;0.6;False;0.0;0.0;0.0
0.0;0.6;False;0.0;0.0;0.0
0.0;0.6;False;0.0;0.0;0.0
0.0;0.6;False;0.0;0.0;0.0
0.0;0.6;False;0.0;0.0;0.0
0.0;0.6;False;0.0;0.0;0.0
0.0;0.833333333;False;0.0;0.0;0.0
0.0;0.833333333;False;0.0;0.0;0.0
0.0;0.8;False;4.0;0.0;0.0
0.0;0.75;False;6.0;0.0;0.0
0.0;0.75;False;6.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;False;4.0;0.75;0.0
0.0;0.75;False;4.0;0.25;0.0
0.0;0.833333333;False;1.0;1.0;0.0
0.0;0.833333333;False;1.0;1.0;0.0
0.0;1.0;False;2.0;1.0;0.0
0.0;1.0;False;2.0;0.5;0.0
0.0;1.0;False;2.0;0.5;0.0
0.0;0.5;False;3.0;0.333333333;0.0
0.0;1.0;False;2.0;0.5;0.0
0.0;1.0;False;2.0;0.5;0.0
0.0;1.0;False;2.0;0.5;0.0
0.0;1.0;False;2.0;0.5;0.0
0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;False;2.0;0.5;0.0
0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;False;1.0;1.0;0.0
0.0;0.833333333;False;2.0;1.0;0.0
0.0;0.833333333;False;2.0;1.0;0.0
0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;True;1.0;1.0;0.0
0.0;1.0;True;1.0;1.0;0.0
0.0;1.0;True;1.0;1.0;0.0
0.0;1.0;False;2.0;1.0;0.0
0.0;1.0;False;2.0;1.0;0.0
0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;False;1.0;1.0;0.0
0.0;0.846153846;False;1.0;1.0;0.0
0.0;0.846153846;False;1.0;1.0;0.0
0.0;0.846153846;False;1.0;1.0;0.0
0.0;0.8;False;4.0;0.25;0.0
0.0;1.0;False;2.0;0.5;0.0
0.0;1.0;False;2.0;0.5;0.0
0.0;1.0;False;5.0;0.2;0.0
0.0;1.0;True;1.0;1.0;0.0
0.0;1.0;True;1.0;1.0;0.0
0.0;1.0;False;3.0;1.0;0.0
0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;False;1.0;1.0;0.0
0.0;0.75;False;3.0;1.0;0.0
0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;False;2.0;0.5;0.0
0.0;1.0;False;2.0;0.5;0.0
0.0;1.0;False;1.0;1.0;0.0
0.0;0.7142857140000001;False;5.0;0.2;0.0
0.0;0.7142857140000001;False;5.0;0.2;0.0
0.0;0.7142857140000001;False;5.0;0.2;0.0
0.0;0.857142857;False;4.0;0.25;0.0
0.0;0.857142857;False;4.0;0.25;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;3.0;0.333333333;0.0
0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;0.7142857140000001;False;7.0;0.14285714300000002;0.0
0.0;0.846153846;False;5.0;0.2;0.0
0.0;0.846153846;False;5.0;0.2;0.0
0.0;0.5;False;1.0;1.0;0.0
0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;False;1.0;1.0;0.0
0.0;0.666666667;False;1.0;1.0;0.0
0.0;1.0;True;1.0;1.0;0.0
0.0;1.0;True;1.0;1.0;0.0
0.0;1.0;False;1.0;1.0;0.0
0.0;0.833333333;True;2.0;0.5;0.0
0.0;0.6;False;0.0;0.0;0.0
0.0;0.6;False;0.0;0.0;0.0
0.0;0.6;False;0.0;0.0;0.0
0.0;0.75;True;2.0;0.5;0.0
0.0;0.333333333;True;3.0;1.0;0.0
0.0;0.333333333;True;3.0;1.0;0.0
0.0;0.333333333;True;3.0;1.0;0.0
0.0;0.333333333;True;3.0;1.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;0.75;False;2.0;0.5;0.0
0.0;1.0;False;2.0;0.5;0.0
0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;False;1.0;1.0;0.0
0.0;0.8;False;2.0;0.5;0.0
0.0;0.8;False;2.0;0.5;0.0
0.0;0.857142857;True;2.0;0.5;0.0
0.0;0.857142857;True;2.0;0.5;0.0
0.0;0.7142857140000001;False;2.0;0.5;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;False;1.0;1.0;0.0
0.0;0.6;False;3.0;0.333333333;0.0
0.0;0.952380952;False;6.0;0.166666667;0.0
0.0;0.952380952;False;6.0;0.166666667;0.0
0.0;0.952380952;False;6.0;0.166666667;0.0
0.0;0.952380952;False;6.0;0.166666667;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;0.28571428600000004;False;3.0;0.0;0.0
0.0;0.28571428600000004;False;3.0;0.0;0.0
0.0;0.28571428600000004;False;3.0;0.0;0.0
0.0;0.28571428600000004;False;3.0;0.0;0.0
0.0;0.28571428600000004;False;3.0;0.0;0.0
0.0;0.28571428600000004;False;3.0;0.0;0.0
0.0;0.28571428600000004;False;3.0;0.0;0.0
0.0;0.28571428600000004;False;3.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;0.875;False;5.0;0.2;0.0
0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;False;1.0;1.0;0.0
0.0;0.75;False;1.0;1.0;0.0
0.0;0.8;False;3.0;0.333333333;0.0
0.0;0.5;False;0.0;0.0;0.0
0.0;0.5;False;0.0;0.0;0.0
0.0;0.5;False;0.0;0.0;0.0
0.0;0.5;False;0.0;0.0;0.0
0.0;0.666666667;False;1.0;0.0;0.0
0.0;0.666666667;False;1.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.666666667;False;1.0;1.0;0.0
0.0;0.666666667;False;1.0;1.0;0.0
0.0;0.8125;False;2.0;0.5;0.0
0.0;0.8125;False;2.0;0.5;0.0
0.0;0.8125;False;2.0;0.5;0.0
0.0;0.8125;False;2.0;0.5;0.0
0.0;1.0;False;3.0;0.333333333;0.0
0.0;1.0;False;3.0;0.333333333;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.25;False;1.0;1.0;0.0
0.0;0.25;False;1.0;1.0;0.0
0.0;0.25;False;1.0;1.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.857142857;False;5.0;0.2;0.0
0.0;0.857142857;False;5.0;0.2;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;False;1.0;0.0;0.0
0.0;0.368421053;False;2.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;0.909090909;False;7.0;0.0;0.0
0.0;0.909090909;False;7.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.909090909;False;2.0;0.0;0.0
0.0;0.833333333;False;2.0;0.0;0.0
0.0;0.833333333;False;2.0;0.0;0.0
0.0;0.0;True;0.0;0.0;0.0
0.0;0.0;True;0.0;0.0;0.0
0.0;0.7142857140000001;False;7.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;False;4.0;0.75;0.0
0.0;1.0;False;4.0;0.75;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;False;3.0;0.0;0.0
0.0;1.0;False;3.0;0.0;0.0
0.0;1.0;False;4.0;0.0;0.0
0.0;1.0;False;4.0;0.0;0.0
0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;False;2.0;0.0;0.0
0.0;0.981132075;True;0.0;0.0;0.0
0.0;0.981132075;True;0.0;0.0;0.0
0.0;0.981132075;True;0.0;0.0;0.0
0.0;0.981132075;True;0.0;0.0;0.0
0.0;0.981132075;True;0.0;0.0;0.0
0.0;0.981132075;True;0.0;0.0;0.0
0.0;0.981132075;True;0.0;0.0;0.0
0.0;0.981132075;True;0.0;0.0;0.0
0.0;0.981132075;True;0.0;0.0;0.0
0.0;0.981132075;True;0.0;0.0;0.0
0.0;0.981132075;True;0.0;0.0;0.0
0.0;0.981132075;True;0.0;0.0;0.0
0.0;0.981132075;True;0.0;0.0;0.0
0.0;0.981132075;True;0.0;0.0;0.0
0.0;0.981132075;True;0.0;0.0;0.0
0.0;0.981132075;True;0.0;0.0;0.0
0.0;0.981132075;True;0.0;0.0;0.0
0.0;0.981132075;True;0.0;0.0;0.0
0.0;0.981132075;True;0.0;0.0;0.0
0.0;0.981132075;True;0.0;0.0;0.0
0.0;0.981132075;True;0.0;0.0;0.0
0.0;0.981132075;True;0.0;0.0;0.0
0.0;0.981132075;True;0.0;0.0;0.0
0.0;0.981132075;True;0.0;0.0;0.0
0.0;0.981132075;True;0.0;0.0;0.0
0.0;0.981132075;True;0.0;0.0;0.0
0.0;0.981132075;True;0.0;0.0;0.0
0.0;0.981132075;True;0.0;0.0;0.0
0.0;0.981132075;True;0.0;0.0;0.0
0.0;0.981132075;True;0.0;0.0;0.0
0.0;1.0;False;2.0;0.0;0.0
0.0;1.0;False;1.0;0.0;0.0
0.0;0.909090909;False;0.0;0.0;0.0
0.0;0.909090909;False;0.0;0.0;0.0
0.0;0.909090909;False;0.0;0.0;0.0
0.0;0.909090909;False;0.0;0.0;0.0
0.0;0.909090909;False;0.0;0.0;0.0
0.0;0.666666667;False;1.0;0.0;0.0
0.0;1.0;False;2.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.333333333;False;3.0;0.0;0.0
0.0;0.807692308;False;16.0;0.0;0.0
0.0;0.590909091;False;12.0;0.0;0.0
0.0;0.333333333;False;4.0;0.0;0.0
0.0;1.0;False;2.0;0.0;0.0
0.0;0.7241379309999999;True;12.0;0.0;0.0
0.0;0.7241379309999999;True;12.0;0.0;0.0
0.0;0.7241379309999999;True;12.0;0.0;0.0
0.0;0.428571429;False;3.0;0.0;0.0
0.0;0.363636364;False;4.0;0.0;0.0
0.0;0.666666667;True;3.0;0.0;0.0
0.0;0.666666667;True;3.0;0.0;0.0
0.0;0.666666667;True;1.0;0.0;0.0
0.0;0.692307692;True;2.0;0.0;0.0
0.0;0.444444444;False;3.0;0.0;0.0
0.0;0.5;False;4.0;0.0;0.0
0.0;0.571428571;False;1.0;0.0;0.0
0.0;0.625;False;1.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;True;0.0;0.0;0.0
0.0;0.933333333;True;7.0;0.0;0.0
0.0;0.933333333;True;7.0;0.0;0.0
0.0;0.933333333;True;7.0;0.0;0.0
0.0;1.0;True;0.0;0.0;0.0
0.0;1.0;True;0.0;0.0;0.0
0.0;0.818181818;False;3.0;0.0;0.0
0.0;0.8857142859999999;True;6.0;0.0;0.0
0.0;0.8857142859999999;True;6.0;0.0;0.0
0.0;0.8857142859999999;True;6.0;0.0;0.0
0.0;0.947368421;True;3.0;0.0;0.0
0.0;0.947368421;True;3.0;0.0;0.0
0.0;0.9375;True;1.0;0.0;0.0
0.0;0.9375;True;1.0;0.0;0.0
0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;True;1.0;0.0;0.0
0.0;1.0;True;1.0;0.0;0.0
0.0;0.833333333;False;0.0;0.0;0.0
0.0;0.833333333;False;0.0;0.0;0.0
0.0;0.833333333;False;0.0;0.0;0.0
0.0;0.833333333;False;0.0;0.0;0.0
0.0;0.833333333;False;0.0;0.0;0.0
0.0;0.833333333;False;0.0;0.0;0.0
0.0;1.0;False;1.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.9;True;2.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.5;False;0.0;0.0;0.0
0.0;0.6;False;0.0;0.0;0.0
0.0;0.666666667;True;0.0;0.0;0.0
0.0;1.0;True;0.0;0.0;0.0
0.0;1.0;True;0.0;0.0;0.0
0.0;0.8;False;1.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;False;3.0;0.0;0.0
0.0;1.0;False;3.0;0.0;0.0
0.0;1.0;False;2.0;0.0;0.0
0.0;1.0;False;2.0;0.0;0.0
0.0;0.666666667;False;0.0;0.0;0.0
0.0;0.666666667;False;0.0;0.0;0.0
0.0;0.666666667;False;0.0;0.0;0.0
0.0;0.8125;True;12.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;0.875;False;9.0;0.0;0.0
0.0;0.153846154;False;5.0;0.2;0.0
0.0;0.9;False;5.0;0.0;0.0
0.0;1.0;False;3.0;0.0;0.0
0.0;0.875;False;3.0;0.0;0.0
0.0;0.625;False;9.0;0.111111111;0.0
0.0;0.470588235;True;10.0;0.0;0.0
0.0;1.0;False;6.0;0.0;0.0
0.0;0.4;True;7.0;0.14285714300000002;0.0
0.0;1.0;False;1.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;False;4.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;False;0.0;0.0;0.0
0.0;0.923076923;False;4.0;0.0;0.0
0.0;0.0;False;4.0;0.0;0.0
0.0;0.0;False;4.0;0.0;0.0
0.0;0.0;False;4.0;0.0;0.0
0.0;0.0;False;4.0;0.0;0.0
0.0;0.636363636;False;6.0;0.0;0.0
0.0;0.0;False;4.0;0.0;0.0
0.0;0.0;False;4.0;0.0;0.0
0.0;0.0;False;4.0;0.0;0.0
