NORM;DIT;NPM;Bugged;WMC;WMC_CK_max;NOCh;WMC_CK_50%;WMC_CK_std;WMC_CK_mean;NMI;WMC_CK_75%;WMC_CK_min;WMC_CK_25%;WMC_CK_count
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;2.0;False;3.0;2.0;0.0;1.5;0.7071067811865476;1.5;0.0;1.75;1.0;1.25;2.0
0.0;1.0;7.0;True;38.0;21.0;0.0;3.5;6.490377492873585;6.125;0.0;6.75;2.0;2.0;8.0
0.0;1.0;3.0;False;16.0;5.0;0.0;1.0;1.8126539343499315;2.4285714285714284;0.0;4.0;1.0;1.0;7.0
0.0;1.0;0.0;False;3.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;2.0
0.0;1.0;2.0;False;3.0;2.0;0.0;1.5;0.7071067811865476;1.5;0.0;1.75;1.0;1.25;2.0
0.0;1.0;2.0;False;3.0;2.0;0.0;1.5;0.7071067811865476;1.5;0.0;1.75;1.0;1.25;2.0
0.0;1.0;2.0;False;3.0;2.0;0.0;1.5;0.7071067811865476;1.5;0.0;1.75;1.0;1.25;2.0
0.0;1.0;0.0;False;2.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0
0.0;0.0;0.0;False;0.0;4.0;0.0;1.0;1.4638501094227998;2.142857142857143;0.0;3.5;1.0;1.0;7.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0
0.0;1.0;4.0;False;17.0;9.0;0.0;1.0;3.0472470011002204;2.571428571428572;0.0;2.5;1.0;1.0;7.0
0.0;1.0;5.0;False;16.0;3.0;0.0;1.0;0.8944271909999159;1.6;0.0;2.0;1.0;1.0;5.0
0.0;1.0;0.0;False;65.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;60.0
0.0;1.0;0.0;False;77.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;67.0
0.0;1.0;0.0;False;2.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0
0.0;1.0;23.0;False;30.0;4.0;0.0;1.0;0.6887004431501819;1.2608695652173914;0.0;1.0;1.0;1.0;23.0
0.0;1.0;17.0;False;28.0;3.0;0.0;1.0;0.7047921864945659;1.4444444444444444;0.0;2.0;1.0;1.0;18.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;67.0;False;109.0;9.0;0.0;1.0;1.391290480472556;1.7794117647058822;0.0;2.0;1.0;1.0;68.0
0.0;1.0;13.0;False;22.0;4.0;0.0;1.0;0.8770580193070293;1.5384615384615383;0.0;2.0;1.0;1.0;13.0
0.0;1.0;2.0;False;4.0;2.0;0.0;1.5;0.7071067811865476;1.5;0.0;1.75;1.0;1.25;2.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;False;18.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;15.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;False;10.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;9.0
0.0;1.0;10.0;False;13.0;3.0;0.0;1.0;0.8432740427115678;1.4;0.0;1.0;1.0;1.0;10.0
0.0;1.0;9.0;False;10.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;8.0
0.0;1.0;5.0;False;6.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;5.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;3.0;False;4.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;3.0
0.0;1.0;4.0;False;5.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;4.0
0.0;1.0;0.0;False;8.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;7.0
0.0;1.0;12.0;False;13.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;12.0
0.0;1.0;4.0;False;5.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;4.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;3.0;False;4.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;3.0
0.0;1.0;3.0;False;4.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;3.0
0.0;1.0;4.0;False;5.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;4.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;3.0;False;4.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;3.0
0.0;1.0;4.0;False;5.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;4.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;3.0;False;4.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;3.0
0.0;1.0;3.0;False;4.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;3.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;1.0;False;8.0;7.0;0.0;4.0;4.242640687119285;4.0;0.0;5.5;1.0;2.5;2.0
0.0;1.0;43.0;False;67.0;25.0;0.0;1.0;3.659965687982512;1.5581395348837208;0.0;1.0;1.0;1.0;43.0
0.0;1.0;1.0;False;7.0;3.0;0.0;2.0;1.4142135623730951;2.0;0.0;2.5;1.0;1.5;2.0
0.0;1.0;0.0;False;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0
0.0;1.0;0.0;False;25.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;23.0
0.0;1.0;7.0;False;10.0;3.0;0.0;1.0;0.7559289460184545;1.2857142857142858;0.0;1.0;1.0;1.0;7.0
0.0;1.0;2.0;False;4.0;4.0;0.0;2.5;2.1213203435596424;2.5;0.0;3.25;1.0;1.75;2.0
0.0;1.0;0.0;False;13.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;12.0
0.0;1.0;0.0;False;11.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;10.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;False;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0
0.0;1.0;7.0;False;18.0;6.0;0.0;1.0;1.8644544714716085;1.8571428571428568;0.0;1.5;1.0;1.0;7.0
0.0;1.0;0.0;False;6.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;5.0
0.0;1.0;0.0;False;6.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;5.0
0.0;1.0;0.0;False;3.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;2.0
0.0;1.0;61.0;False;67.0;5.0;0.0;1.0;0.5258352710121652;1.0819672131147542;0.0;1.0;1.0;1.0;61.0
0.0;1.0;0.0;False;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0
0.0;1.0;13.0;False;86.0;11.0;0.0;11.0;0.0;11.0;0.0;11.0;11.0;11.0;1.0
0.0;1.0;13.0;False;86.0;29.0;0.0;3.0;6.07845531756375;4.6190476190476195;0.0;5.0;1.0;2.0;21.0
0.0;1.0;8.0;False;12.0;3.0;0.0;1.0;0.7071067811865476;1.25;0.0;1.0;1.0;1.0;8.0
0.0;1.0;2.0;False;23.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;2.0;False;23.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;2.0;False;23.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;2.0;False;23.0;4.0;0.0;1.0;1.3333333333333333;2.0;0.0;3.0;1.0;1.0;10.0
0.0;1.0;0.0;False;7.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;6.0
0.0;1.0;7.0;False;7.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;7.0
0.0;1.0;0.0;False;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0
0.0;1.0;0.0;False;3.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;2.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;2.0;False;11.0;10.0;0.0;5.5;6.363961030678928;5.5;0.0;7.75;1.0;3.25;2.0
0.0;1.0;3.0;False;34.0;9.0;0.0;3.0;3.3706247360261137;4.111111111111111;0.0;7.0;1.0;1.0;9.0
0.0;1.0;13.0;False;15.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;13.0
0.0;1.0;3.0;False;6.0;2.0;0.0;1.0;0.5773502691896257;1.3333333333333333;0.0;1.5;1.0;1.0;3.0
0.0;1.0;1.0;False;6.0;5.0;0.0;5.0;0.0;5.0;0.0;5.0;5.0;5.0;1.0
0.0;1.0;1.0;False;5.0;6.0;0.0;6.0;0.0;6.0;0.0;6.0;6.0;6.0;1.0
0.0;1.0;24.0;False;55.0;5.0;0.0;2.0;1.2269616060043178;2.125;0.0;3.0;1.0;1.0;24.0
0.0;1.0;0.0;False;2.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0
0.0;1.0;0.0;False;3.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;2.0
0.0;1.0;22.0;False;52.0;10.0;0.0;1.0;2.5706468268171547;2.3181818181818183;0.0;2.0;1.0;1.0;22.0
0.0;1.0;17.0;False;35.0;2.0;0.0;1.0;0.1796053020267749;1.032258064516129;0.0;1.0;1.0;1.0;31.0
0.0;1.0;0.0;False;16.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;15.0
0.0;1.0;1.0;False;5.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0
0.0;1.0;14.0;False;16.0;2.0;0.0;1.0;0.2672612419124244;1.0714285714285714;0.0;1.0;1.0;1.0;14.0
0.0;1.0;33.0;False;40.0;2.0;0.0;1.0;0.32280285109067564;1.1142857142857143;0.0;1.0;1.0;1.0;35.0
0.0;1.0;2.0;False;14.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;2.0
0.0;1.0;20.0;False;29.0;4.0;0.0;1.0;0.7163503994113789;1.25;0.0;1.0;1.0;1.0;20.0
0.0;1.0;0.0;False;3.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;2.0
0.0;1.0;8.0;False;25.0;5.0;0.0;1.0;1.407885953173359;1.625;0.0;1.25;1.0;1.0;8.0
0.0;1.0;3.0;False;10.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;3.0
0.0;1.0;2.0;False;4.0;2.0;0.0;1.5;0.7071067811865476;1.5;0.0;1.75;1.0;1.25;2.0
0.0;1.0;13.0;False;53.0;14.0;0.0;1.0;4.527166674117277;3.733333333333333;0.0;6.0;1.0;1.0;15.0
0.0;1.0;2.0;False;6.0;2.0;0.0;1.5;0.7071067811865476;1.5;0.0;1.75;1.0;1.25;2.0
0.0;1.0;2.0;False;6.0;2.0;0.0;1.5;0.7071067811865476;1.5;0.0;1.75;1.0;1.25;2.0
0.0;1.0;3.0;False;11.0;2.0;0.0;1.0;0.5773502691896257;1.3333333333333333;0.0;1.5;1.0;1.0;3.0
0.0;1.0;7.0;False;15.0;3.0;0.0;1.0;0.7867957924694432;1.5714285714285714;0.0;2.0;1.0;1.0;7.0
0.0;1.0;3.0;False;11.0;3.0;0.0;1.0;1.1547005383792517;1.6666666666666667;0.0;2.0;1.0;1.0;3.0
0.0;1.0;6.0;False;15.0;2.0;0.0;1.0;0.40824829046386296;1.1666666666666667;0.0;1.0;1.0;1.0;6.0
0.0;1.0;0.0;False;29.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;25.0
0.0;1.0;8.0;False;17.0;4.0;0.0;1.0;1.0690449676496976;1.5;0.0;1.25;1.0;1.0;8.0
0.0;1.0;17.0;False;25.0;2.0;0.0;1.0;0.24253562503633305;1.0588235294117647;0.0;1.0;1.0;1.0;17.0
0.0;1.0;2.0;False;4.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;2.0
0.0;1.0;0.0;False;11.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;10.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;False;9.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;8.0
0.0;1.0;5.0;False;45.0;13.0;0.0;2.0;4.2211588240886915;4.2727272727272725;0.0;5.5;1.0;1.5;11.0
0.0;1.0;14.0;False;22.0;5.0;0.0;1.0;0.9963167462326072;1.3529411764705883;0.0;1.0;1.0;1.0;17.0
0.0;1.0;0.0;False;24.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;23.0
0.0;1.0;0.0;False;10.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;9.0
0.0;1.0;11.0;False;57.0;19.0;0.0;5.0;4.863593882567238;7.363636363636362;0.0;6.0;5.0;5.0;11.0
0.0;1.0;18.0;True;30.0;4.0;0.0;1.0;1.023532631438318;1.619047619047619;0.0;2.0;1.0;1.0;21.0
0.0;1.0;1.0;False;33.0;4.0;0.0;2.0;0.9354143466934852;2.0;0.0;2.0;1.0;1.0;17.0
0.0;1.0;6.0;False;26.0;5.0;0.0;4.0;1.6329931618554518;3.6666666666666665;0.0;5.0;1.0;3.0;6.0
0.0;1.0;6.0;False;34.0;7.0;0.0;3.5;1.5776212754932308;3.4;0.0;4.0;2.0;2.0;10.0
0.0;1.0;8.0;False;9.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;8.0
0.0;1.0;8.0;False;9.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;8.0
0.0;1.0;6.0;False;24.0;5.0;0.0;3.0;1.3451854182690988;3.1428571428571432;0.0;4.0;1.0;2.5;7.0
0.0;1.0;8.0;False;9.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;8.0
0.0;1.0;8.0;False;9.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;8.0
0.0;1.0;6.0;False;31.0;5.0;0.0;4.0;1.118033988749895;3.333333333333333;0.0;4.0;2.0;2.0;9.0
0.0;1.0;6.0;False;25.0;5.0;0.0;3.0;1.2535663410560174;3.2857142857142856;0.0;4.0;1.0;3.0;7.0
0.0;1.0;0.0;False;6.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;5.0
0.0;1.0;6.0;False;27.0;7.0;0.0;4.0;1.6329931618554518;4.333333333333333;0.0;4.75;2.0;4.0;6.0
0.0;1.0;7.0;False;42.0;15.0;0.0;2.0;4.100073909163841;3.4166666666666665;0.0;3.5;1.0;1.0;12.0
0.0;1.0;6.0;False;34.0;7.0;0.0;4.0;1.6414763002993509;3.7777777777777777;0.0;4.0;2.0;2.0;9.0
0.0;1.0;6.0;False;31.0;5.0;0.0;4.0;1.0;3.6666666666666665;0.0;4.0;2.0;3.0;9.0
0.0;1.0;1.0;False;8.0;9.0;0.0;5.0;5.656854249492381;5.0;0.0;7.0;1.0;3.0;2.0
0.0;1.0;0.0;False;3.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;2.0
0.0;1.0;0.0;False;2.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0
0.0;1.0;2.0;False;5.0;5.0;0.0;3.0;2.8284271247461903;3.0;0.0;4.0;1.0;2.0;2.0
0.0;1.0;2.0;False;2.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;2.0
0.0;1.0;3.0;False;4.0;6.0;0.0;1.5;2.3804761428476167;2.5;0.0;3.0;1.0;1.0;4.0
0.0;1.0;2.0;False;2.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;2.0
0.0;1.0;1.0;False;2.0;2.0;0.0;2.0;0.0;2.0;0.0;2.0;2.0;2.0;1.0
0.0;1.0;1.0;False;12.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0
0.0;1.0;1.0;False;14.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0
0.0;1.0;6.0;False;11.0;3.0;0.0;1.0;0.8366600265340756;1.5;0.0;1.75;1.0;1.0;6.0
0.0;1.0;1.0;False;11.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0
0.0;1.0;1.0;False;13.0;14.0;0.0;14.0;0.0;14.0;0.0;14.0;14.0;14.0;1.0
0.0;0.0;0.0;False;0.0;6.0;0.0;1.0;0.7111306211351517;1.1764705882352942;0.0;1.0;1.0;1.0;68.0
0.0;0.0;0.0;False;0.0;2.0;0.0;1.0;0.4696682183138621;1.2941176470588236;0.0;2.0;1.0;1.0;17.0
0.0;0.0;0.0;False;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;88.0
0.0;0.0;0.0;False;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;18.0
0.0;0.0;0.0;False;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;32.0
0.0;0.0;0.0;False;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;18.0
0.0;0.0;0.0;False;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;9.0
0.0;0.0;0.0;False;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;9.0
0.0;0.0;0.0;False;0.0;5.0;0.0;1.0;1.0190659670479707;1.6385542168674698;0.0;2.0;1.0;1.0;83.0
0.0;0.0;0.0;False;0.0;4.0;0.0;1.0;1.3165611772087666;1.8;0.0;2.5;1.0;1.0;10.0
0.0;0.0;0.0;False;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0
0.0;1.0;2.0;False;15.0;9.0;0.0;5.0;5.656854249492381;5.0;0.0;7.0;1.0;3.0;2.0
0.0;1.0;20.0;False;173.0;20.0;0.0;4.0;7.48426921711704;8.285714285714286;0.0;17.0;1.0;2.0;21.0
0.0;1.0;14.0;False;40.0;8.0;0.0;2.0;2.2930856412794003;2.7857142857142856;0.0;2.75;1.0;2.0;14.0
0.0;1.0;18.0;False;41.0;7.0;0.0;2.0;1.8408935028645437;2.2777777777777777;0.0;2.0;1.0;1.0;18.0
0.0;1.0;0.0;False;15.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;14.0
0.0;1.0;12.0;False;35.0;7.0;0.0;2.0;2.0375267241229382;2.833333333333333;0.0;3.0;1.0;2.0;12.0
0.0;1.0;15.0;False;114.0;11.0;0.0;3.0;2.513976085322961;3.484848484848485;0.0;5.0;1.0;1.0;33.0
0.0;1.0;0.0;False;19.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;17.0
0.0;1.0;20.0;False;147.0;15.0;0.0;3.0;2.968798609233411;3.7692307692307687;0.0;5.0;1.0;1.0;39.0
0.0;1.0;16.0;False;22.0;3.0;0.0;1.0;0.6020797289396148;1.3125;0.0;1.25;1.0;1.0;16.0
0.0;1.0;3.0;False;19.0;8.0;0.0;3.0;2.9860788111948198;3.75;0.0;4.25;1.0;2.5;4.0
0.0;1.0;15.0;False;26.0;3.0;0.0;1.0;0.9154754164341268;1.5333333333333334;0.0;2.0;1.0;1.0;15.0
0.0;1.0;2.0;False;2.0;2.0;0.0;1.5;0.7071067811865476;1.5;0.0;1.75;1.0;1.25;2.0
0.0;1.0;16.0;False;30.0;3.0;0.0;1.0;0.8488746876271654;1.7058823529411764;0.0;2.0;1.0;1.0;17.0
0.0;1.0;19.0;False;30.0;8.0;0.0;1.0;1.6771599497591227;1.5789473684210529;0.0;1.0;1.0;1.0;19.0
0.0;1.0;18.0;False;29.0;8.0;0.0;1.0;1.7197431028701005;1.6111111111111112;0.0;1.0;1.0;1.0;18.0
0.0;1.0;0.0;False;2.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;2.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;8.0;False;22.0;3.0;0.0;2.5;0.5345224838248488;2.5;0.0;3.0;2.0;2.0;8.0
0.0;1.0;1.0;False;2.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0
0.0;1.0;4.0;False;16.0;9.0;0.0;1.5;3.8622100754188224;3.25;0.0;3.75;1.0;1.0;4.0
0.0;1.0;6.0;False;73.0;26.0;0.0;4.0;6.280967238455353;5.285714285714286;0.0;5.0;1.0;3.0;14.0
0.0;0.0;0.0;False;0.0;2.0;0.0;2.0;0.5;1.75;0.0;2.0;1.0;1.75;4.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;0.0;5.0;0.0;1.0;0.8075933392011538;1.2876712328767124;0.0;1.0;1.0;1.0;73.0
0.0;0.0;0.0;False;0.0;2.0;0.0;2.0;0.5;1.75;0.0;2.0;1.0;1.75;4.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;0.0;2.0;0.0;1.0;0.5;1.3333333333333333;0.0;2.0;1.0;1.0;9.0
0.0;0.0;0.0;False;0.0;6.0;0.0;2.0;1.7876893839068724;2.4375;0.0;3.0;1.0;1.0;16.0
0.0;0.0;0.0;False;0.0;3.0;0.0;1.0;0.8207826816681233;1.4;0.0;1.0;1.0;1.0;20.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;0.0;9.0;0.0;9.0;0.0;9.0;0.0;9.0;9.0;9.0;1.0
0.0;0.0;0.0;False;0.0;2.0;0.0;2.0;0.4972451580988469;1.6428571428571428;0.0;2.0;1.0;1.0;14.0
0.0;0.0;0.0;False;0.0;8.0;0.0;2.0;1.677740985615722;2.2592592592592595;0.0;3.0;1.0;1.0;27.0
0.0;0.0;0.0;False;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;2.0
0.0;0.0;0.0;False;0.0;3.0;0.0;2.0;1.4142135623730951;2.0;0.0;2.5;1.0;1.5;2.0
0.0;0.0;0.0;False;0.0;2.0;0.0;2.0;0.492365963917331;1.6666666666666667;0.0;2.0;1.0;1.0;12.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
