PMi;Ait;Average Complexity*;blame_merge_priorityMajor_min;Ao;blamemerge_priorityMajor_max;Ai;Av;issues_priorityMinor_min;blame_merge_priorityMinor_count;MaxNumberOfNestedBlocks_std;NumberOfMathOperations_25%;Ad;PMR;Average Statements per Method;SIX;Maximum Depth_25%;NumberOfMathOperations_mean;blame_merge_priorityMinor_std;NumberOfModifiers_25%;NumberOfMathOperations_max;issues_priorityMajor_min;Average Block Depth;Maximum Depth_max;blamemerge_priorityMinor_count;NumberOfModifiers_std;Ma;blamemerge_priorityMajor_min;NMIR;NumberOfMethods_Mood;NumberOfMathOperations_75%;blame_merge_priorityMajor_std;issues_priorityMinor_count;NumberOfModifiers_75%;Maximum Depth_75%;MaxNumberOfNestedBlocks_75%;blame_merge_priorityMinor_mean;Bugged;blamemerge_priorityMajor_std;NumberOfModifiers_min;issues_priorityMajor_std;Mi;blamemerge_priorityMinor_std;Mo;issues_priorityMinor_mean;NMI;NumberOfMathOperations_std;NumberOfModifiers_max;NMA;NumberOfModifiers_50%;Mit;blame_merge_priorityMajor_max;blamemerge_priorityMajor_count;MaxNumberOfNestedBlocks_mean;NumberOfMathOperations_50%;blamemerge_priorityMinor_max;blame_merge_priorityMinor_min;NF;Maximum Depth_std;Maximum Depth_mean;MaxNumberOfNestedBlocks_count;MaxNumberOfNestedBlocks_max;NOPa;issues_priorityMinor_std;NumberOfModifiers_mean;Maximum Block Depth;blame_merge_priorityMajor_mean;Maximum Complexity*;MaxNumberOfNestedBlocks_50%;issues_priorityMajor_max;blamemerge_priorityMinor_min;issues_priorityMajor_mean;blamemerge_priorityMajor_mean;MaxNumberOfNestedBlocks_min;Md;blame_merge_priorityMinor_max;issues_priorityMajor_count;HMd;NumberOfModifiers_count;Maximum Depth_count;issues_priorityMinor_max;Maximum Depth_50%;NM;PMd;MaxNumberOfNestedBlocks_25%;NumberOfMathOperations_count;Maximum Depth_min;blamemerge_priorityMinor_mean;HMi;blame_merge_priorityMajor_count;NumberOfMathOperations_min
0.0;0.0;3.19;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.5773502691896258;0.0;13.0;1.0;7.09;0.0;4.0;0.0;0.0;1.0;0.0;0.0;3.95;5.0;147382.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;1119.0;1.0;4.0;0.5;0.0;False;0.39086612560448186;1.0;0.2181346717788744;0.0;0.06943426114696043;0.0;0.064343163538874;0.0;0.0;1.0;2.0;1.0;0.0;0.0;147382.0;0.3333333333333333;0.0;1.0;0.0;13.0;0.40824829046386296;4.166666666666667;3.0;1.0;0.0;0.2454729512389971;1.0;9.0;0.0;33.0;0.0;1.0;0.0;0.05004468275245756;0.8118087690491376;0.0;2.0;0.0;1119.0;0.0;3.0;6.0;1.0;4.0;1.0;2.0;0.0;3.0;4.0;0.004844553608988886;0.0;0.0;0.0
0.0;0.0;3.19;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;1.0;7.09;0.0;4.25;0.0;0.0;1.0;0.0;0.0;3.95;5.0;147382.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;1119.0;1.0;4.75;0.0;0.0;False;0.39086612560448186;1.0;0.2181346717788744;0.0;0.06943426114696043;0.0;0.064343163538874;0.0;0.0;1.0;2.0;1.0;0.0;0.0;147382.0;0.0;0.0;1.0;0.0;13.0;0.7071067811865476;4.5;2.0;0.0;0.0;0.2454729512389971;1.0;9.0;0.0;33.0;0.0;1.0;0.0;0.05004468275245756;0.8118087690491376;0.0;2.0;0.0;1119.0;0.0;2.0;2.0;1.0;4.5;1.0;2.0;0.0;2.0;4.0;0.004844553608988886;0.0;0.0;0.0
0.0;0.0;3.19;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;1.0;7.09;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.95;3.0;147382.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;1119.0;0.0;3.0;0.0;0.0;False;0.39086612560448186;0.0;0.2181346717788744;0.0;0.06943426114696043;0.0;0.064343163538874;0.0;0.0;0.0;2.0;0.0;0.0;0.0;147382.0;0.0;0.0;1.0;0.0;13.0;0.0;3.0;0.0;0.0;0.0;0.2454729512389971;0.0;9.0;0.0;33.0;0.0;1.0;0.0;0.05004468275245756;0.8118087690491376;0.0;2.0;0.0;1119.0;0.0;0.0;3.0;1.0;3.0;1.0;2.0;0.0;0.0;3.0;0.004844553608988886;0.0;0.0;0.0
0.0;0.0;3.19;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.3333333333333337;0.0;13.0;1.0;7.09;0.0;0.0;1.1111111111111112;0.0;1.0;9.0;0.0;3.95;0.0;147382.0;0.4409585518440984;2.0;0.0;0.0;1.0;0.0;0.0;1119.0;1.0;0.0;0.0;0.0;False;0.39086612560448186;1.0;0.2181346717788744;0.0;0.06943426114696043;0.0;0.064343163538874;0.0;2.976761849915292;2.0;2.0;1.0;0.0;0.0;147382.0;0.5555555555555556;0.0;1.0;0.0;13.0;0.0;0.0;9.0;4.0;0.0;0.2454729512389971;1.2222222222222223;9.0;0.0;33.0;0.0;1.0;0.0;0.05004468275245756;0.8118087690491376;0.0;2.0;0.0;1119.0;0.0;9.0;0.0;1.0;0.0;1.0;2.0;0.0;9.0;0.0;0.004844553608988886;0.0;0.0;0.0
0.0;0.0;3.19;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;1.0;7.09;0.0;4.0;0.0;0.0;1.0;0.0;0.0;3.95;4.0;147382.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;1119.0;1.0;4.0;0.0;0.0;False;0.39086612560448186;1.0;0.2181346717788744;0.0;0.06943426114696043;0.0;0.064343163538874;0.0;0.0;1.0;2.0;1.0;0.0;0.0;147382.0;0.0;0.0;1.0;0.0;13.0;0.0;4.0;1.0;0.0;0.0;0.2454729512389971;1.0;9.0;0.0;33.0;0.0;1.0;0.0;0.05004468275245756;0.8118087690491376;0.0;2.0;0.0;1119.0;0.0;1.0;4.0;1.0;4.0;1.0;2.0;0.0;1.0;4.0;0.004844553608988886;0.0;0.0;0.0
0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.666666667;1.67;0.0;2.0;0.0;0.0;3.0;0.0;0.0;0.74;2.0;152.0;5.656854249492381;3.0;0.0;0.0;2.0;0.0;0.0;549.0;7.0;2.0;0.0;0.0;False;0.0;1.0;0.4855482637760451;0.0;0.3993284708174931;0.0;0.10382513661202186;0.0;0.0;9.0;3.0;5.0;0.0;0.0;152.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.3053117564671736;5.0;2.0;0.0;1.0;0.0;1.0;0.0;0.3788706739526412;0.0;0.0;3.0;0.0;549.0;1.0;2.0;1.0;1.0;2.0;2.0;2.0;0.0;2.0;2.0;0.8026315789473685;0.0;0.0;0.0
0.0;0.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;8.0;1.0;1.0;29.0;0.0;0.0;8.0;0.0;9.0;8.0;0.0;2.21;0.0;87521.0;0.0;1.0;0.0;0.0;1.0;8.0;0.0;906.0;9.0;0.0;4.0;0.0;False;0.15073845330512775;9.0;0.30221619103982594;0.0;0.025734538921313388;0.0;0.04194260485651214;0.0;0.0;9.0;1.0;9.0;0.0;0.0;87521.0;4.0;8.0;1.0;0.0;1.0;0.0;0.0;1.0;4.0;0.0;0.20056875211873584;9.0;6.0;0.0;9.0;4.0;1.0;0.0;0.10154525386313466;0.9767370116886231;4.0;1.0;0.0;906.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;4.0;1.0;0.0;0.0006626980953142674;0.0;0.0;8.0
0.0;0.0;3.75;0.0;0.0;1.0;0.0;5.0;0.0;0.0;2.6457513110645907;0.0;6.0;1.0;8.0;0.0;0.0;0.3333333333333333;0.0;5.0;1.0;0.0;3.16;0.0;12536.0;4.618802153517007;4.0;0.0;0.0;3.0;0.5;0.0;1167.0;9.0;0.0;3.0;0.0;False;0.0399122410804097;1.0;0.05847027679853203;0.0;0.171453155761341;0.0;0.04541559554413025;0.0;0.5773502691896258;9.0;4.0;9.0;0.0;0.0;12536.0;2.0;0.0;1.0;0.0;6.0;0.0;0.0;3.0;5.0;0.0;0.2083031449655514;6.333333333333332;8.0;0.0;12.0;1.0;1.0;0.0;0.003427592116538132;0.001595405232929164;0.0;4.0;0.0;1167.0;0.0;3.0;0.0;1.0;0.0;3.0;4.0;0.5;3.0;0.0;0.030312699425654118;0.0;0.0;0.0
0.0;0.0;1.25;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.75;1.5;0.0;2.0;0.6666666666666666;0.0;1.0;2.0;0.0;1.27;2.0;132.0;1.7320508075688772;4.0;0.0;0.0;3.0;1.0;0.0;3.0;2.5;2.0;0.0;0.0;False;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.1547005383792517;4.0;4.0;1.0;0.0;0.0;132.0;0.0;0.0;1.0;0.0;2.0;0.0;2.0;3.0;0.0;0.0;0.0;2.0;2.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;3.0;1.0;3.0;3.0;1.0;2.0;3.0;3.0;0.0;3.0;2.0;1.0;0.0;0.0;0.0
0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.75;1.25;0.0;2.0;0.3333333333333333;0.0;1.0;1.0;0.0;1.13;2.0;2344.0;1.7320508075688772;4.0;0.0;0.0;3.0;0.5;0.0;518.0;2.5;2.0;0.0;0.0;False;0.08235434764315665;1.0;0.08761962774721695;0.0;0.360626084316226;0.0;0.04247104247104247;0.0;0.5773502691896258;4.0;4.0;1.0;0.0;0.0;2344.0;0.0;0.0;1.0;0.0;2.0;0.0;2.0;3.0;0.0;0.0;0.2018561693046279;2.0;2.0;0.0;1.0;0.0;1.0;0.0;0.007722007722007722;0.006825938566552901;0.0;4.0;0.0;518.0;1.0;3.0;3.0;1.0;2.0;3.0;3.0;0.0;3.0;2.0;0.15358361774744028;0.0;0.0;0.0
0.0;0.0;3.27;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.75;7.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;14661.0;0.0;4.0;0.0;0.0;3.0;0.0;0.0;1149.0;0.0;0.0;2.0;0.0;False;0.1268979269181763;0.0;0.058925297062293075;0.0;0.2696181423365904;0.0;0.030461270670147964;0.0;0.0;0.0;4.0;0.0;0.0;0.0;14661.0;2.0;0.0;1.0;0.0;3.0;0.0;0.0;1.0;2.0;0.0;0.17192762314857926;0.0;6.0;0.0;11.0;2.0;1.0;0.0;0.0034812880765883376;0.016369961121342338;2.0;4.0;0.0;1149.0;1.0;1.0;0.0;1.0;0.0;3.0;3.0;2.0;1.0;0.0;0.07891685423913784;0.0;0.0;0.0
0.0;0.0;3.27;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.75;7.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;14661.0;0.0;4.0;0.0;0.0;3.0;0.0;0.0;1149.0;0.0;0.0;0.0;0.0;False;0.1268979269181763;0.0;0.058925297062293075;0.0;0.2696181423365904;0.0;0.030461270670147964;0.0;0.0;0.0;4.0;0.0;0.0;0.0;14661.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.17192762314857926;0.0;6.0;0.0;11.0;0.0;1.0;0.0;0.0034812880765883376;0.016369961121342338;0.0;4.0;0.0;1149.0;1.0;0.0;0.0;1.0;0.0;3.0;3.0;0.0;0.0;0.0;0.07891685423913784;0.0;0.0;0.0
0.0;0.0;3.27;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.1126972805283737;0.0;3.0;0.75;7.27;0.0;2.0;0.42857142857142855;0.0;0.0;2.0;0.0;3.0;2.0;14661.0;1.4638501094227998;4.0;0.0;0.0;3.0;0.5;0.0;1149.0;1.5;2.0;1.0;0.0;False;0.1268979269181763;0.0;0.058925297062293075;0.0;0.2696181423365904;0.0;0.030461270670147964;0.0;0.7867957924694431;4.0;4.0;1.0;0.0;0.0;14661.0;0.7142857142857143;0.0;1.0;0.0;3.0;0.0;2.0;7.0;3.0;0.0;0.17192762314857926;1.1428571428571428;6.0;0.0;11.0;0.0;1.0;0.0;0.0034812880765883376;0.016369961121342338;0.0;4.0;0.0;1149.0;1.0;7.0;2.0;1.0;2.0;3.0;3.0;0.0;7.0;2.0;0.07891685423913784;0.0;0.0;0.0
0.0;0.0;3.27;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.75;7.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;14661.0;0.0;4.0;0.0;0.0;3.0;0.0;0.0;1149.0;0.0;0.0;0.0;0.0;False;0.1268979269181763;0.0;0.058925297062293075;0.0;0.2696181423365904;0.0;0.030461270670147964;0.0;0.0;0.0;4.0;0.0;0.0;0.0;14661.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.17192762314857926;0.0;6.0;0.0;11.0;0.0;1.0;0.0;0.0034812880765883376;0.016369961121342338;0.0;4.0;0.0;1149.0;1.0;0.0;0.0;1.0;0.0;3.0;3.0;0.0;0.0;0.0;0.07891685423913784;0.0;0.0;0.0
0.0;0.0;3.27;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.75;7.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;14661.0;0.0;4.0;0.0;0.0;3.0;0.0;0.0;1149.0;0.0;0.0;0.0;0.0;False;0.1268979269181763;0.0;0.058925297062293075;0.0;0.2696181423365904;0.0;0.030461270670147964;0.0;0.0;0.0;4.0;0.0;0.0;0.0;14661.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.17192762314857926;0.0;6.0;0.0;11.0;0.0;1.0;0.0;0.0034812880765883376;0.016369961121342338;0.0;4.0;0.0;1149.0;1.0;0.0;0.0;1.0;0.0;3.0;3.0;0.0;0.0;0.0;0.07891685423913784;0.0;0.0;0.0
0.0;0.0;3.27;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.75;7.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;14661.0;0.0;4.0;0.0;0.0;3.0;0.0;0.0;1149.0;0.0;0.0;0.0;0.0;False;0.1268979269181763;0.0;0.058925297062293075;0.0;0.2696181423365904;0.0;0.030461270670147964;0.0;0.0;0.0;4.0;0.0;0.0;0.0;14661.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.17192762314857926;0.0;6.0;0.0;11.0;0.0;1.0;0.0;0.0034812880765883376;0.016369961121342338;0.0;4.0;0.0;1149.0;1.0;0.0;0.0;1.0;0.0;3.0;3.0;0.0;0.0;0.0;0.07891685423913784;0.0;0.0;0.0
0.0;0.0;1.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.40824829046386296;0.0;4.0;1.0;3.43;0.0;2.0;0.0;0.0;1.0;0.0;0.0;1.29;2.0;7754.0;3.2659863237109037;7.0;0.0;0.0;6.0;0.0;0.0;1082.0;1.0;2.0;0.0;0.0;False;0.0;1.0;0.0;0.0;0.3008087621732753;0.0;0.020332717190388167;0.0;0.0;9.0;7.0;1.0;0.0;0.0;7754.0;0.16666666666666666;0.0;1.0;0.0;4.0;0.0;2.0;6.0;1.0;0.0;0.14120100755488854;2.333333333333333;3.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;1082.0;0.0;6.0;4.0;1.0;2.0;6.0;7.0;0.0;6.0;2.0;0.10059324219757544;0.0;0.0;0.0
0.0;0.0;3.5;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.1547005383792517;0.0;3.0;1.0;6.75;0.0;2.0;0.6666666666666666;0.0;1.0;2.0;0.0;2.09;4.0;9664.0;0.0;4.0;0.0;0.0;3.0;1.0;0.0;849.0;1.0;3.0;1.0;0.0;False;0.02034155308821993;1.0;0.14016331246581087;0.0;0.28770873612830866;0.0;0.02591283863368669;0.0;1.1547005383792517;1.0;4.0;1.0;0.0;0.0;9664.0;0.6666666666666666;0.0;1.0;0.0;3.0;1.1547005383792517;2.6666666666666665;3.0;2.0;0.0;0.15896895667516409;1.0;7.0;0.0;10.0;0.0;1.0;0.0;0.020023557126030624;0.0004139072847682119;0.0;4.0;0.0;849.0;0.0;3.0;3.0;1.0;2.0;3.0;4.0;0.0;3.0;2.0;0.09105960264900664;0.0;0.0;0.0
0.0;0.0;6.67;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;7.0;2.0;0.0;16.33;0.0;0.0;7.0;0.0;4.0;7.0;0.0;2.49;0.0;20171.0;0.0;3.0;0.0;0.0;1.0;7.0;0.0;897.0;4.0;0.0;5.0;0.0;False;0.019911588332635986;4.0;0.0471928590995718;0.0;0.26357178583875485;0.0;0.2095875139353401;0.0;0.0;4.0;3.0;4.0;0.0;0.0;20171.0;5.0;7.0;1.0;0.0;2.0;0.0;0.0;1.0;5.0;0.0;0.40724130068889297;4.0;7.0;0.0;18.0;5.0;1.0;0.0;0.002229654403567447;0.0003966089931089187;5.0;3.0;0.0;897.0;3.0;1.0;0.0;1.0;0.0;1.0;0.0;5.0;1.0;0.0;0.07510782807000149;0.0;0.0;7.0
0.0;0.0;4.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8819171036881969;0.0;0.0;0.5;4.2;0.0;2.0;0.1111111111111111;0.0;0.0;1.0;0.0;1.8;2.0;13306.0;3.0322342331100423;4.0;0.0;0.0;3.0;0.0;0.0;1035.0;2.0;2.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.28774321587146884;0.0;0.04251207729468599;0.0;0.3333333333333333;9.0;4.0;0.0;0.0;0.0;13306.0;0.4444444444444444;0.0;1.0;0.0;0.0;0.0;2.0;9.0;2.0;0.0;0.2018518439936341;1.7777777777777777;4.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;1035.0;2.0;9.0;1.0;1.0;2.0;3.0;2.0;0.0;9.0;2.0;0.09108672779197356;0.0;0.0;0.0
0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.666666667;1.67;0.0;2.0;0.0;0.0;1.75;0.0;1.0;0.94;2.0;176.0;2.1213203435596424;3.0;1.0;0.0;2.0;0.0;0.0;4.0;3.25;2.0;0.0;0.0;False;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;3.0;2.5;0.0;0.0;176.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;2.0;0.0;0.0;0.0;2.5;2.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;3.0;0.0;4.0;1.0;2.0;2.0;0.0;2.0;2.0;2.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0
0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.75;1.5;0.0;2.0;0.3333333333333333;0.0;1.0;1.0;0.0;1.27;2.0;2358.0;1.7320508075688772;4.0;0.0;0.0;3.0;0.5;0.0;514.0;2.5;2.0;0.0;0.0;False;0.0;1.0;0.0;0.0;0.3716149343071806;0.0;0.042801556420233464;0.0;0.5773502691896258;4.0;4.0;1.0;0.0;0.0;2358.0;0.0;0.0;1.0;0.0;2.0;0.0;2.0;3.0;0.0;0.0;0.20260662852803893;2.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;514.0;1.0;3.0;3.0;1.0;2.0;3.0;3.0;0.0;3.0;2.0;0.16539440203562342;0.0;0.0;0.0
0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.1213203435596424;0.0;1.0;1.0;5.5;0.0;5.0;0.0;0.0;5.0;0.0;0.0;1.65;5.0;4446.0;11.31370849898476;2.0;0.0;0.0;2.0;0.0;0.0;514.0;13.0;5.0;2.25;0.0;False;0.0;1.0;0.0;0.0;0.3187073073227932;0.0;0.042801556420233464;0.0;0.0;17.0;3.0;9.0;0.0;0.0;4446.0;1.5;0.0;1.0;0.0;1.0;0.0;5.0;2.0;3.0;0.0;0.20260662852803893;9.0;5.0;0.0;5.0;1.5;0.0;0.0;0.0;0.0;0.0;2.0;0.0;514.0;0.0;2.0;1.0;1.0;5.0;2.0;2.0;0.75;2.0;5.0;0.11470985155195686;0.0;0.0;0.0
0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.75;1.5;0.0;2.0;0.3333333333333333;0.0;1.0;1.0;0.0;1.19;2.0;1344.0;0.0;4.0;0.0;0.0;3.0;0.5;0.0;526.0;1.0;2.0;0.0;0.0;False;0.03856147300017556;1.0;0.06160388728090765;0.0;0.4422240219546324;0.0;0.060836501901140684;0.0;0.5773502691896258;1.0;4.0;1.0;0.0;0.0;1344.0;0.0;0.0;1.0;0.0;2.0;0.0;2.0;3.0;0.0;0.0;0.23925770899323684;1.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0038022813688212928;0.001488095238095238;0.0;4.0;0.0;526.0;1.0;3.0;3.0;1.0;2.0;3.0;3.0;0.0;3.0;2.0;0.2663690476190476;0.0;0.0;0.0
0.0;0.0;4.5;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.25;2.0;0.5;9.5;0.0;3.0;0.5;0.0;0.25;1.0;0.0;1.47;3.0;27664.0;0.7071067811865476;2.0;0.0;0.0;2.0;0.75;0.0;354.0;0.75;3.0;1.0;0.0;False;0.13568176224039372;0.0;0.0;0.0;0.05534668246323508;0.0;0.3305084745762712;0.0;0.7071067811865476;1.0;3.0;0.5;0.0;0.0;27664.0;1.0;0.5;1.0;0.0;2.0;0.0;3.0;2.0;1.0;0.0;0.4710620526375057;0.5;3.0;0.0;5.0;1.0;0.0;0.0;0.0;0.9812391555812608;1.0;2.0;0.0;354.0;1.0;2.0;1.0;1.0;3.0;2.0;1.0;1.0;2.0;3.0;0.0030725853094274148;0.0;0.0;0.0
0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7071067811865476;0.0;0.0;0.666666667;4.33;0.0;3.0;0.0;0.0;1.0;0.0;0.0;1.38;3.0;3337.0;0.0;3.0;0.0;0.0;2.0;0.0;0.0;543.0;1.0;3.0;0.75;0.0;False;0.0;1.0;0.0;0.0;0.3195195361223829;0.0;0.09392265193370164;0.0;0.0;1.0;3.0;1.0;0.0;0.0;3337.0;0.5;0.0;1.0;0.0;0.0;0.0;3.0;2.0;1.0;0.0;0.2919900694343984;1.0;4.0;0.0;3.0;0.5;0.0;0.0;0.0;0.0;0.0;3.0;0.0;543.0;1.0;2.0;1.0;1.0;3.0;2.0;2.0;0.25;2.0;3.0;0.1153730896014384;0.0;0.0;0.0
0.0;0.0;2.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7071067811865476;0.0;1.0;0.666666667;6.33;0.0;3.0;0.0;0.0;3.25;0.0;0.0;1.56;3.0;4419.0;6.363961030678928;3.0;0.0;0.0;2.0;0.0;0.0;543.0;7.75;3.0;1.75;0.0;False;0.0;1.0;0.0;0.0;0.3120514850367027;0.0;0.09392265193370164;0.0;0.0;10.0;3.0;5.5;0.0;0.0;4419.0;1.5;0.0;1.0;0.0;1.0;0.0;3.0;2.0;2.0;0.0;0.2919900694343984;5.5;4.0;0.0;3.0;1.5;0.0;0.0;0.0;0.0;1.0;3.0;0.0;543.0;1.0;2.0;1.0;1.0;3.0;2.0;2.0;1.25;2.0;3.0;0.10930074677528852;0.0;0.0;0.0
0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.7;0.0;15909.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;692.0;1.0;0.0;0.0;0.0;False;0.215803736915417;1.0;0.0;0.0;0.13310060606951366;0.0;0.28901734104046245;0.0;0.0;1.0;2.0;1.0;0.0;0.0;15909.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.4536338753853337;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.9510340059086052;0.0;2.0;0.0;692.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.01804010308630335;0.0;0.0;0.0
0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.666666667;1.67;0.0;2.0;0.0;0.0;3.0;0.0;0.0;0.74;2.0;18240.0;5.656854249492381;3.0;0.0;0.0;2.0;0.0;0.0;241.0;7.0;2.0;0.0;0.0;False;0.061390480260129277;1.0;0.4093056563644707;0.0;0.061390480260129277;0.0;0.2116182572614108;0.0;0.0;9.0;3.0;5.0;0.0;0.0;18240.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.4093056563644707;5.0;2.0;0.0;1.0;0.0;1.0;0.0;0.7883817427385892;0.996217105263158;0.0;3.0;0.0;241.0;1.0;2.0;1.0;1.0;2.0;2.0;2.0;0.0;2.0;2.0;0.003782894736842105;0.0;0.0;0.0
0.0;0.0;1.5;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;3.5;0.0;3.0;0.0;0.0;1.0;0.0;0.0;1.0;3.0;23445.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;543.0;1.0;3.0;1.0;0.0;False;0.33285986405370804;1.0;0.0;0.0;0.03130652986547517;0.0;0.09392265193370164;0.0;0.0;1.0;2.0;1.0;0.0;0.0;23445.0;1.0;0.0;1.0;0.0;1.0;0.0;3.0;1.0;1.0;0.0;0.2919900694343984;1.0;3.0;0.0;2.0;1.0;0.0;0.0;0.0;0.8731072723395179;1.0;2.0;0.0;543.0;0.0;1.0;1.0;1.0;3.0;1.0;2.0;1.0;1.0;3.0;0.0009810194071230539;0.0;0.0;0.0
0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.666666667;1.67;0.0;2.0;0.0;0.0;5.25;0.0;0.0;0.74;2.0;18240.0;3.5355339059327378;3.0;0.0;0.0;2.0;0.0;0.0;241.0;7.75;2.0;0.0;0.0;False;0.061390480260129277;4.0;0.4093056563644707;0.0;0.061390480260129277;0.0;0.2116182572614108;0.0;0.0;9.0;3.0;6.5;0.0;0.0;18240.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.4093056563644707;6.5;2.0;0.0;1.0;0.0;1.0;0.0;0.7883817427385892;0.996217105263158;0.0;3.0;0.0;241.0;1.0;2.0;1.0;1.0;2.0;2.0;2.0;0.0;2.0;2.0;0.003782894736842105;0.0;0.0;0.0
