PMi;Ait;Average Complexity*;blame_merge_priorityMajor_min;Ao;blamemerge_priorityMajor_max;Ai;Av;issues_priorityMinor_min;blame_merge_priorityMinor_count;MaxNumberOfNestedBlocks_std;NumberOfMathOperations_25%;Ad;PMR;Average Statements per Method;SIX;Maximum Depth_25%;NumberOfMathOperations_mean;blame_merge_priorityMinor_std;NumberOfModifiers_25%;NumberOfMathOperations_max;issues_priorityMajor_min;Average Block Depth;Maximum Depth_max;blamemerge_priorityMinor_count;NumberOfModifiers_std;Ma;blamemerge_priorityMajor_min;NMIR;NumberOfMethods_Mood;NumberOfMathOperations_75%;blame_merge_priorityMajor_std;issues_priorityMinor_count;NumberOfModifiers_75%;Maximum Depth_75%;MaxNumberOfNestedBlocks_75%;blame_merge_priorityMinor_mean;Bugged;blamemerge_priorityMajor_std;NumberOfModifiers_min;issues_priorityMajor_std;Mi;blamemerge_priorityMinor_std;Mo;issues_priorityMinor_mean;NMI;NumberOfMathOperations_std;NumberOfModifiers_max;NMA;NumberOfModifiers_50%;Mit;blame_merge_priorityMajor_max;blamemerge_priorityMajor_count;MaxNumberOfNestedBlocks_mean;NumberOfMathOperations_50%;blamemerge_priorityMinor_max;blame_merge_priorityMinor_min;NF;Maximum Depth_std;Maximum Depth_mean;MaxNumberOfNestedBlocks_count;MaxNumberOfNestedBlocks_max;NOPa;issues_priorityMinor_std;NumberOfModifiers_mean;Maximum Block Depth;blame_merge_priorityMajor_mean;Maximum Complexity*;MaxNumberOfNestedBlocks_50%;issues_priorityMajor_max;blamemerge_priorityMinor_min;issues_priorityMajor_mean;blamemerge_priorityMajor_mean;MaxNumberOfNestedBlocks_min;Md;blame_merge_priorityMinor_max;issues_priorityMajor_count;HMd;NumberOfModifiers_count;Maximum Depth_count;issues_priorityMinor_max;Maximum Depth_50%;NM;PMd;MaxNumberOfNestedBlocks_25%;NumberOfMathOperations_count;Maximum Depth_min;blamemerge_priorityMinor_mean;HMi;blame_merge_priorityMajor_count;NumberOfMathOperations_min
0.0;0.0;11.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.1151085576221185;0.0;19.0;0.15789473699999998;34.05;0.0;4.0;2.1578947368421053;0.0;2.0;17.0;0.0;3.66;8.0;27289.0;0.3746343246326776;19.0;0.0;0.0;19.0;3.0;0.0;652.0;2.0;7.0;5.0;0.0;False;0.0;1.0;0.0;0.0;0.06533923869728862;0.0;0.06595092024539878;0.0;4.166842101569869;2.0;19.0;2.0;0.0;0.0;27289.0;2.8421052631578947;0.0;1.0;0.0;19.0;2.063335392314219;5.588235294117646;19.0;6.0;0.0;0.2483868397581693;1.8421052631578947;8.0;0.0;31.0;3.0;0.0;0.0;0.0;0.0;0.0;19.0;0.0;652.0;16.0;19.0;17.0;1.0;5.0;19.0;3.0;1.0;19.0;2.0;0.9957125581736228;0.0;0.0;0.0
0.0;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.6242214252050855;0.0;20.0;0.2;33.87;0.0;3.0;4.133333333333334;0.0;2.0;17.0;0.0;2.93;8.0;22129.0;0.41403933560541256;15.0;0.0;0.0;15.0;6.0;0.0;652.0;2.0;7.0;3.0;0.0;False;0.0;1.0;0.0;0.0;0.16359792991785416;0.0;0.06595092024539878;0.0;5.817052108937588;2.0;15.0;2.0;0.0;0.0;22129.0;2.066666666666667;2.0;1.0;0.0;20.0;2.0;5.0;15.0;5.0;0.0;0.2483868397581693;1.8;8.0;0.0;29.0;2.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;652.0;12.0;15.0;13.0;1.0;5.0;15.0;3.0;1.0;15.0;2.0;0.9724795517194632;0.0;0.0;0.0
0.0;0.0;18.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.7325202042558927;0.0;16.0;0.1875;46.88;0.0;3.0;4.3125;0.0;2.0;33.0;0.0;3.84;11.0;31509.0;0.4031128874149275;16.0;0.0;0.0;16.0;2.5;0.0;652.0;2.0;8.0;4.25;0.0;False;0.0;1.0;0.0;0.0;0.13767660799479708;0.0;0.06595092024539878;0.0;8.904820791758436;2.0;16.0;2.0;0.0;0.0;31509.0;3.0;0.0;1.0;0.0;16.0;3.236694374850748;6.142857142857142;16.0;9.0;0.0;0.2483868397581693;1.8125;9.0;0.0;78.0;2.5;0.0;0.0;0.0;0.0;0.0;16.0;0.0;652.0;13.0;16.0;7.0;1.0;7.0;16.0;3.0;1.0;16.0;3.0;0.98067218889841;0.0;0.0;0.0
0.0;0.0;14.71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.5473297566057065;0.0;13.0;0.3;37.2;0.0;3.5;3.0;0.0;1.25;27.0;0.0;4.07;9.0;15829.0;0.483045891539648;10.0;0.0;0.0;10.0;0.75;0.0;652.0;2.0;8.5;3.75;0.0;False;0.0;1.0;0.0;0.0;0.19234292323728186;0.0;0.06595092024539878;0.0;8.459051693633013;2.0;10.0;2.0;0.0;0.0;15829.0;2.4;0.0;1.0;0.0;13.0;2.7568097504180438;6.0;10.0;7.0;0.0;0.2483868397581693;1.7;9.0;0.0;46.0;1.5;0.0;0.0;0.0;0.0;0.0;10.0;0.0;652.0;7.0;10.0;6.0;1.0;6.0;10.0;3.0;0.25;10.0;3.0;0.9615263124644642;0.0;0.0;0.0
0.0;0.0;10.11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.1274936053323579;0.0;16.0;0.166666667;28.39;0.0;3.75;1.1666666666666667;0.0;2.0;18.0;0.0;3.06;7.0;24649.0;0.3834824944236852;18.0;0.0;0.0;18.0;0.0;0.0;652.0;2.0;4.0;1.75;0.0;False;0.0;1.0;0.0;0.0;0.15523347620315428;0.0;0.06595092024539878;0.0;4.232229283236242;2.0;18.0;2.0;0.0;0.0;24649.0;1.2777777777777777;0.0;1.0;0.0;16.0;1.095445115010332;4.0;18.0;5.0;0.0;0.2483868397581693;1.8333333333333333;7.0;0.0;34.0;1.0;0.0;0.0;0.0;0.0;0.0;18.0;0.0;652.0;15.0;18.0;16.0;1.0;4.0;18.0;3.0;1.0;18.0;2.0;0.9752931153393648;0.0;0.0;0.0
0.0;0.0;12.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.593313464522699;0.0;16.0;0.214285714;37.71;0.0;3.0;2.642857142857143;0.0;2.0;18.0;0.0;4.11;10.0;25089.0;0.42581531362632014;14.0;0.0;0.0;14.0;1.5;0.0;652.0;2.0;7.25;4.0;0.0;False;0.0;1.0;0.0;0.0;0.15390036746831487;0.0;0.06595092024539878;0.0;5.37239586801246;2.0;14.0;2.0;0.0;0.0;25089.0;2.4285714285714284;0.0;1.0;0.0;16.0;2.6671401094873817;5.25;14.0;8.0;0.0;0.2483868397581693;1.7857142857142858;9.0;0.0;44.0;1.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;652.0;11.0;14.0;12.0;1.0;4.0;14.0;3.0;1.0;14.0;2.0;0.97572641396628;0.0;0.0;0.0
0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.5059406173077154;0.0;9.0;0.375;20.88;0.0;3.25;2.125;0.0;1.0;6.0;0.0;2.6;7.0;8649.0;0.5175491695067657;8.0;0.0;0.0;8.0;4.0;0.0;652.0;2.0;4.75;2.25;0.0;False;0.0;1.0;0.0;0.0;0.25585616244142106;0.0;0.06595092024539878;0.0;2.295181287579947;2.0;8.0;2.0;0.0;0.0;8649.0;1.375;1.5;1.0;0.0;9.0;1.7224014243685084;4.166666666666667;8.0;4.0;0.0;0.2483868397581693;1.625;7.0;0.0;13.0;1.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;652.0;5.0;8.0;6.0;1.0;4.0;8.0;3.0;0.0;8.0;2.0;0.9295872355185568;0.0;0.0;0.0
0.0;0.0;9.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.8464895909600487;0.0;13.0;0.2;29.87;0.0;3.0;2.0;0.0;2.0;16.0;0.0;3.42;8.0;19609.0;0.41403933560541256;15.0;0.0;0.0;15.0;2.0;0.0;652.0;2.0;6.0;3.5;0.0;False;0.0;1.0;0.0;0.0;0.1734766689714561;0.0;0.06595092024539878;0.0;4.27617987059879;2.0;15.0;2.0;0.0;0.0;19609.0;1.8666666666666667;0.0;1.0;0.0;13.0;1.8980421761815784;4.538461538461538;15.0;6.0;0.0;0.2483868397581693;1.8;8.0;0.0;52.0;1.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;652.0;12.0;15.0;13.0;1.0;4.0;15.0;3.0;1.0;15.0;2.0;0.96894283237289;0.0;0.0;0.0
0.0;0.0;11.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.471819190371761;0.0;15.0;0.214285714;35.43;0.0;3.0;2.7857142857142856;0.0;2.0;17.0;0.0;4.18;10.0;23809.0;0.42581531362632014;14.0;0.0;0.0;14.0;1.5;0.0;652.0;2.0;7.25;4.0;0.0;False;0.0;1.0;0.0;0.0;0.157877632186213;0.0;0.06595092024539878;0.0;5.659281979851555;2.0;14.0;2.0;0.0;0.0;23809.0;2.571428571428572;0.0;1.0;0.0;15.0;2.5746432527221863;5.583333333333332;14.0;8.0;0.0;0.2483868397581693;1.7857142857142858;9.0;0.0;44.0;1.5;0.0;0.0;0.0;0.0;0.0;14.0;0.0;652.0;11.0;14.0;12.0;1.0;6.0;14.0;3.0;1.0;14.0;2.0;0.97442143727162;0.0;0.0;0.0
0.0;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.503331114069145;0.0;13.0;0.2;29.13;0.0;3.0;1.3333333333333333;0.0;2.0;10.0;0.0;3.75;10.0;21969.0;0.41403933560541256;15.0;0.0;0.0;15.0;2.0;0.0;652.0;2.0;7.0;4.0;0.0;False;0.0;1.0;0.0;0.0;0.16417569600967385;0.0;0.06595092024539878;0.0;2.6903708365381966;2.0;15.0;2.0;0.0;0.0;21969.0;2.533333333333333;0.0;1.0;0.0;13.0;2.5012817227194253;5.384615384615384;15.0;8.0;0.0;0.2483868397581693;1.8;9.0;0.0;44.0;1.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;652.0;12.0;15.0;13.0;1.0;5.0;15.0;3.0;1.0;15.0;2.0;0.9722791205789976;0.0;0.0;0.0
0.0;0.0;7.64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.8999710813299528;0.0;13.0;0.214285714;22.43;0.0;4.0;1.9285714285714288;0.0;2.0;17.0;0.0;3.29;8.0;16029.0;0.42581531362632014;14.0;0.0;0.0;14.0;1.5;0.0;652.0;2.0;7.0;4.0;0.0;False;0.0;1.0;0.0;0.0;0.19118682095935105;0.0;0.06595092024539878;0.0;4.648643900094963;2.0;14.0;2.0;0.0;0.0;16029.0;2.071428571428572;0.0;1.0;0.0;13.0;1.880924981991251;5.083333333333333;14.0;5.0;0.0;0.2483868397581693;1.7857142857142858;8.0;0.0;22.0;1.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;652.0;11.0;14.0;12.0;1.0;4.5;14.0;3.0;1.0;14.0;2.0;0.9620063634662176;0.0;0.0;0.0
0.0;0.0;12.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.205138853368957;0.0;16.0;0.214285714;37.5;0.0;3.0;3.1428571428571432;0.0;2.0;20.0;0.0;4.03;10.0;25129.0;0.42581531362632014;14.0;0.0;0.0;14.0;5.0;0.0;652.0;2.0;6.25;3.75;0.0;False;0.0;1.0;0.0;0.0;0.1537808702917618;0.0;0.06595092024539878;0.0;5.7627069341405175;2.0;14.0;2.0;0.0;0.0;25129.0;2.357142857142857;0.0;1.0;0.0;16.0;2.3484359721209165;5.333333333333333;14.0;8.0;0.0;0.2483868397581693;1.7857142857142858;9.0;0.0;45.0;2.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;652.0;11.0;14.0;12.0;1.0;5.5;14.0;3.0;1.0;14.0;2.0;0.9757650523299772;0.0;0.0;0.0
0.0;0.0;5.63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.1259916264596033;0.0;9.0;0.375;19.88;0.0;3.25;1.875;0.0;1.0;6.0;0.0;2.46;5.0;8469.0;0.5175491695067657;8.0;0.0;0.0;8.0;2.5;0.0;652.0;2.0;4.75;2.0;0.0;False;0.0;1.0;0.0;0.0;0.2583529519826985;0.0;0.06595092024539878;0.0;2.167124493754009;2.0;8.0;2.0;0.0;0.0;8469.0;1.125;1.5;1.0;0.0;9.0;1.1690451944500122;3.8333333333333335;8.0;3.0;0.0;0.2483868397581693;1.625;5.0;0.0;13.0;1.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;652.0;5.0;8.0;6.0;1.0;4.0;8.0;3.0;0.0;8.0;2.0;0.9280906836698548;0.0;0.0;0.0
0.0;0.0;10.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.088931871468374;0.0;36.0;0.06818181799999999;35.91;0.0;3.0;6.3181818181818175;0.0;2.0;75.0;0.0;4.32;10.0;64089.0;0.2549717059293527;44.0;0.0;0.0;44.0;1.0;0.0;652.0;2.0;5.75;3.25;0.0;False;0.0;1.0;0.0;0.0;0.09701681175529477;0.0;0.06595092024539878;0.0;14.924262635788322;2.0;44.0;2.0;0.0;0.0;64089.0;2.090909090909091;0.0;1.0;0.0;36.0;2.0781759624753757;4.214285714285714;44.0;8.0;0.0;0.2483868397581693;1.9318181818181817;9.0;0.0;107.0;1.0;0.0;0.0;0.0;0.0;0.0;44.0;0.0;652.0;41.0;44.0;42.0;1.0;3.0;44.0;3.0;1.0;44.0;2.0;0.9904975892898936;0.0;0.0;0.0
0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.6;0.0;11570.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;3732.0;1.0;0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;11570.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;3732.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;6.4;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.1547005383792517;4.5;1.0;0.6;10.0;0.0;0.0;8.0;0.0;2.5;15.0;0.0;2.22;0.0;42805.0;1.7320508075688772;5.0;0.0;0.0;3.0;12.0;0.0;4602.0;4.0;0.0;2.0;0.0;False;0.2783828163296026;1.0;0.3761806777369969;0.0;0.06471113544328007;0.0;0.001955671447196871;0.0;7.549834435270751;4.0;5.0;4.0;0.0;0.0;42805.0;1.3333333333333333;9.0;1.0;0.0;1.0;0.0;0.0;3.0;2.0;0.0;0.04418451107216425;3.0;4.0;0.0;18.0;2.0;1.0;0.0;0.8294219904389396;0.9153369933418992;0.0;5.0;0.0;4602.0;2.0;3.0;0.0;1.0;0.0;3.0;3.0;1.0;3.0;0.0;0.004205116224740101;0.0;0.0;0.0
0.0;0.0;2.08;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.7867957924694431;0.0;1.0;0.666666667;3.92;0.0;0.0;0.42857142857142855;0.0;1.0;3.0;0.0;2.1;0.0;61434.0;3.1091263510296048;6.0;0.0;0.0;4.0;0.0;0.0;4739.0;1.0;0.0;0.5;0.0;False;0.4265884700794552;0.0;0.40459060604848335;0.0;0.07695593735749669;0.0;0.0206794682422452;0.0;1.1338934190276817;9.0;6.0;1.0;0.0;0.0;61434.0;0.42857142857142855;0.0;1.0;0.0;1.0;0.0;0.0;7.0;2.0;0.0;0.14232393395525794;2.0;4.0;0.0;6.0;0.0;1.0;0.0;0.7938383625237392;0.7608164859849594;0.0;6.0;0.0;4739.0;2.0;7.0;0.0;1.0;0.0;3.0;4.0;0.0;7.0;0.0;0.0059576130481492325;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25881.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4263.0;0.0;0.0;0.0;0.0;False;0.3793726447901792;0.0;0.3256678527439334;0.0;0.056540468531833185;0.0;0.005160684963640629;0.0;0.0;0.0;2.0;0.0;0.0;0.0;25881.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.07166070684410324;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.8794276331222144;0.8257022526177504;0.0;0.0;0.0;4263.0;0.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;1.0;0.0;0.003206985819713303;0.0;0.0;0.0
0.0;0.0;7.67;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.7071067811865476;1.75;1.0;1.0;16.0;0.0;0.0;2.5;0.0;1.0;4.0;0.0;2.89;0.0;40571.0;0.0;3.0;0.0;0.0;2.0;3.25;0.0;4588.0;1.0;0.0;2.75;0.0;False;0.4523917919747039;1.0;0.3896113725296035;0.0;0.08982164244614045;0.0;0.017436791630340016;0.0;2.1213203435596424;1.0;3.0;1.0;0.0;0.0;40571.0;2.5;2.5;1.0;0.0;1.0;0.0;0.0;2.0;3.0;0.0;0.13090639783622754;1.0;5.0;0.0;12.0;2.5;1.0;0.0;0.8134263295553618;0.7129476719824506;2.0;3.0;0.0;4588.0;0.0;2.0;0.0;1.0;0.0;2.0;3.0;2.25;2.0;0.0;0.008133888738261319;0.0;0.0;1.0
0.0;0.0;4.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.666666667;7.5;0.0;3.0;0.0;0.0;0.0;0.0;0.0;2.32;3.0;37259.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;4832.0;0.0;3.0;0.0;0.0;False;0.2511213053639197;0.0;0.39298127529155424;0.0;0.0902526988834456;0.0;0.008899006622516557;0.0;0.0;0.0;3.0;0.0;0.0;0.0;37259.0;0.0;0.0;1.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.09392358582471934;0.0;5.0;0.0;13.0;0.0;1.0;0.0;0.8091887417218543;0.9323653345500416;0.0;3.0;0.0;4832.0;1.0;0.0;1.0;1.0;3.0;1.0;2.0;0.0;0.0;3.0;0.008212780804637805;0.0;0.0;0.0
0.0;0.0;4.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;2.1213203435596424;0.0;1.0;0.666666667;7.5;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.32;0.0;37259.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;4832.0;1.0;0.0;2.25;0.0;False;0.2511213053639197;1.0;0.39298127529155424;0.0;0.0902526988834456;0.0;0.008899006622516557;0.0;0.0;1.0;3.0;1.0;0.0;0.0;37259.0;1.5;0.0;1.0;0.0;1.0;0.0;0.0;2.0;3.0;0.0;0.09392358582471934;1.0;5.0;0.0;13.0;1.5;1.0;0.0;0.8091887417218543;0.9323653345500416;0.0;3.0;0.0;4832.0;1.0;2.0;0.0;1.0;0.0;1.0;2.0;0.75;2.0;0.0;0.008212780804637805;0.0;0.0;0.0
0.0;0.0;5.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.75;12.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.23;0.0;64069.0;0.0;4.0;0.0;0.0;1.0;0.0;0.0;5053.0;1.0;0.0;0.0;0.0;False;0.14645448051305307;1.0;0.3674699929519972;0.0;0.05219206819889775;0.0;0.0073223827429249955;0.0;0.0;1.0;4.0;1.0;0.0;0.0;64069.0;0.0;0.0;1.0;0.0;4.0;0.0;0.0;1.0;0.0;0.0;0.08526549268941824;1.0;8.0;0.0;17.0;0.0;1.0;0.0;0.8391054818919453;0.9780705177230798;0.0;4.0;0.0;5053.0;1.0;1.0;0.0;1.0;0.0;1.0;3.0;0.0;1.0;0.0;0.0027314301768405947;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14833.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3947.0;0.0;0.0;0.0;0.0;False;0.09939246839482;0.0;0.2269749577029995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;14833.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.9455282493032684;0.9900222476909594;0.0;0.0;0.0;3947.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;2.82;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.118033988749895;0.0;4.0;0.727272727;6.27;0.0;2.0;0.3333333333333333;0.0;1.0;2.0;0.0;2.14;4.0;81253.0;3.708099243547832;11.0;0.0;0.0;9.0;0.0;0.0;4874.0;2.0;2.5;2.0;0.0;False;0.4446019977323201;1.0;0.41981531792263815;0.0;0.09843089825651656;0.0;0.06462864177267133;0.0;0.7071067811865476;10.0;11.0;1.0;0.0;0.0;81253.0;1.0;0.0;1.0;0.0;4.0;1.0;2.5;9.0;3.0;0.0;0.2458946642160537;3.0;4.0;0.0;6.0;1.0;1.0;0.0;0.7716454657365613;0.7287607842171981;0.0;11.0;0.0;4874.0;3.0;9.0;4.0;1.0;2.0;9.0;8.0;0.0;9.0;2.0;0.009784254119847884;0.0;0.0;0.0
0.0;0.0;1.67;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.67;0.0;3.0;0.0;0.0;1.0;0.0;0.0;1.22;3.0;26112.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;4374.0;1.0;3.0;0.0;0.0;False;0.2956051522273924;1.0;0.3391825743044907;0.0;0.0;0.0;0.015089163237311385;0.0;0.0;1.0;3.0;1.0;0.0;0.0;26112.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;1.0;0.0;0.0;0.12192160946073452;1.0;3.0;0.0;3.0;0.0;1.0;0.0;0.8673982624599909;0.9032628676470588;0.0;3.0;0.0;4374.0;0.0;1.0;1.0;1.0;3.0;1.0;3.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21360.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3947.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.2269749577029995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;21360.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.9455282493032684;1.0;0.0;0.0;0.0;3947.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;1.33;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.7071067811865476;0.0;4.0;1.0;3.67;0.0;2.0;0.0;0.0;1.0;0.0;0.0;1.36;2.0;19907.0;0.0;3.0;0.0;0.0;2.0;0.0;0.0;6425.0;1.0;2.0;0.75;0.0;False;0.4689325301115049;1.0;0.4911063407007141;0.0;0.06126592296273284;0.0;0.172295719844358;0.0;0.0;1.0;3.0;1.0;0.0;0.0;19907.0;0.5;0.0;1.0;0.0;4.0;0.0;2.0;2.0;1.0;0.0;0.3776666576717919;1.0;3.0;0.0;2.0;0.5;1.0;0.0;0.5940856031128404;0.6735319234440147;0.0;3.0;0.0;6425.0;0.0;2.0;1.0;1.0;2.0;2.0;3.0;0.25;2.0;2.0;0.003767518963178781;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;168.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;159.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;168.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;159.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.666666667;2.0;0.0;2.0;0.0;0.0;1.75;0.0;0.0;1.06;2.0;22787.0;2.1213203435596424;3.0;0.0;0.0;2.0;0.0;0.0;5382.0;3.25;2.0;0.0;0.0;False;0.3022346935275397;1.0;0.4611152090866642;0.0;0.12280814250523588;0.0;0.21516164994425865;0.0;0.0;4.0;3.0;2.5;0.0;0.0;22787.0;0.0;0.0;1.0;0.0;2.0;0.0;2.0;2.0;0.0;0.0;0.4109726224992191;2.5;2.0;0.0;1.0;0.0;1.0;0.0;0.6934225195094761;0.8983192170974679;0.0;3.0;0.0;5382.0;1.0;2.0;1.0;1.0;2.0;2.0;2.0;0.0;2.0;2.0;0.015315750208452187;0.0;0.0;0.0
0.0;0.0;2.5;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.7378647873726218;0.0;7.0;0.916666667;4.67;0.0;3.0;0.3;0.0;1.0;2.0;0.0;1.83;5.0;5846.0;2.5298221281347035;12.0;0.0;0.0;10.0;0.0;0.0;1418.0;1.0;3.0;1.0;0.0;False;0.3830360621529075;1.0;0.26647718486015404;0.0;0.26657570358171473;0.0;0.15162200282087446;0.0;0.6749485577105528;9.0;12.0;1.0;0.0;0.0;5846.0;1.1;0.0;1.0;0.0;7.0;0.7071067811865476;3.25;10.0;3.0;0.0;0.3587806423498777;1.8;5.0;0.0;5.0;1.0;1.0;0.0;0.0768688293370945;0.17858364693807732;0.0;12.0;0.0;1418.0;1.0;10.0;8.0;1.0;3.0;10.0;11.0;1.0;10.0;3.0;0.0769757098871023;0.0;0.0;0.0
0.0;0.0;2.29;0.0;0.0;1.0;0.0;3.0;0.0;0.0;1.6431676725154982;0.0;9.0;0.857142857;8.14;0.0;2.25;0.4;0.0;1.0;2.0;0.0;2.01;3.0;80076.0;4.669047011971501;7.0;0.0;0.0;5.0;0.0;0.0;6417.0;9.0;2.75;1.0;0.0;True;0.22517671531985525;1.0;0.43093412224675137;0.0;0.050655405152595166;0.0;0.012466884837151316;0.0;0.8944271909999161;10.0;7.0;1.0;0.0;0.0;80076.0;1.2;0.0;1.0;0.0;9.0;0.7071067811865476;2.5;5.0;4.0;0.0;0.11096567256730712;4.4;6.0;0.0;8.0;1.0;1.0;0.0;0.7536231884057971;0.9464258953993706;0.0;7.0;0.0;6417.0;1.0;5.0;2.0;1.0;2.5;5.0;6.0;0.0;5.0;2.0;0.0025725560717318545;0.0;0.0;0.0
