issues_priorityMinor_min;NumberOfMathOperations_25%;NumberOfModifiers_75%;blamemerge_priorityMajor_min;PMd;NumberOfModifiers_mean;Maximum Depth_count;NumberOfModifiers_max;blamemerge_priorityMinor_count;blame_merge_priorityMajor_max;Maximum Depth_50%;NumberOfMathOperations_mean;blame_merge_priorityMinor_count;issues_priorityMajor_count;issues_priorityMajor_mean;blamemerge_priorityMajor_std;blamemerge_priorityMajor_max;NumberOfMethods_Mood;MaxNumberOfNestedBlocks_50%;NumberOfModifiers_min;PMi;Ait;Av;issues_priorityMinor_std;issues_priorityMajor_std;MaxNumberOfNestedBlocks_mean;NumberOfMathOperations_count;MaxNumberOfNestedBlocks_25%;issues_priorityMinor_max;NumberOfMathOperations_max;Maximum Block Depth;NumberOfMathOperations_50%;NOPa;NMIR;blamemerge_priorityMinor_max;MaxNumberOfNestedBlocks_max;blamemerge_priorityMajor_mean;NumberOfMathOperations_75%;Average Complexity*;Ao;HMi;Ad;NumberOfModifiers_std;Maximum Complexity*;blamemerge_priorityMinor_std;Maximum Depth_min;Maximum Depth_max;Mo;issues_priorityMinor_mean;Average Block Depth;blamemerge_priorityMinor_mean;NMI;Bugged;Maximum Depth_std;NF;issues_priorityMajor_min;Ai;MaxNumberOfNestedBlocks_75%;blame_merge_priorityMinor_std;Mi;blame_merge_priorityMajor_std;Average Statements per Method;NumberOfModifiers_50%;blame_merge_priorityMajor_count;NM;Md;Maximum Depth_25%;blame_merge_priorityMinor_max;SIX;Maximum Depth_75%;PMR;Maximum Depth_mean;blame_merge_priorityMinor_mean;issues_priorityMinor_count;blamemerge_priorityMajor_count;NumberOfMathOperations_std;blame_merge_priorityMajor_mean;NumberOfMathOperations_min;Ma;MaxNumberOfNestedBlocks_min;Mit;NumberOfModifiers_count;MaxNumberOfNestedBlocks_std;NumberOfModifiers_25%;MaxNumberOfNestedBlocks_count;HMd;blame_merge_priorityMajor_min;NMA;issues_priorityMajor_max;blame_merge_priorityMinor_min
0.0;0.0;1.0;1.0;0.0;1.0;5.0;1.0;3914.0;0.0;2.0;0.0;0.0;7355.0;1.0;0.0;1.0;5.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;2.0;0.0;0.0;1.27;0.0;0.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;2.0;0.0;7355.0;3914.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;1.0;5.0;0.0;0.0;0.0;1.0;0.0
0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3678.0;0.0;0.0;0.0;0.0;4243.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4243.0;3678.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;8.0;0.0;0.0;0.0;1.0;0.0
0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3678.0;0.0;0.0;0.0;0.0;4243.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4243.0;3678.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;6262.0;0.0;0.0;0.0;0.0;4243.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4243.0;6262.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
0.0;0.0;1.0;1.0;5.0;1.1666666666666667;2.0;2.0;44388.0;0.0;2.0;0.0;0.0;4325.0;1.0;0.0;1.0;6.0;0.5;1.0;0.0;0.0;0.0;0.0;0.0;1.0;6.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;3.33;0.0;0.0;4.0;0.40824829046386296;10.0;0.0;2.0;2.0;0.0;0.0;1.8;0.0;0.0;False;0.0;4.0;1.0;0.0;1.75;0.0;0.0;0.0;8.0;1.0;0.0;6.0;6.0;2.0;0.0;0.0;2.0;0.833333333;2.0;0.0;4325.0;44388.0;0.0;0.0;0.0;6.0;0.0;0.0;6.0;1.2649110640673518;1.0;6.0;1.0;0.0;6.0;1.0;0.0
0.0;0.0;5.0;1.0;4.0;3.5;3.0;8.0;574.0;0.0;2.0;0.0;0.0;7.0;1.0;0.0;1.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.5;4.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;1.8;0.0;0.0;1.0;3.3166247903554;5.0;0.0;2.0;2.0;0.0;0.0;1.45;0.0;0.0;False;0.0;1.0;1.0;0.0;0.5;0.0;0.0;0.0;3.2;2.5;0.0;4.0;5.0;2.0;0.0;0.0;2.0;0.8;2.0;0.0;7.0;574.0;0.0;0.0;0.0;5.0;0.0;0.0;4.0;1.0;1.0;4.0;1.0;0.0;5.0;1.0;0.0
0.0;0.0;4.0;1.0;4.0;3.2;3.0;8.0;533.0;0.0;2.0;0.0;0.0;12.0;1.0;0.0;1.0;5.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.8;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;1.83;0.0;0.0;1.0;2.949576240750525;5.0;0.0;2.0;2.0;0.0;0.0;1.61;0.0;0.0;False;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;3.5;2.0;0.0;5.0;6.0;2.0;0.0;0.0;2.0;0.666666667;2.0;0.0;12.0;533.0;0.0;0.0;0.0;6.0;0.0;0.0;5.0;1.3038404810405295;1.0;5.0;2.0;0.0;6.0;1.0;0.0
0.0;0.0;2.5;1.0;5.0;1.8571428571428568;3.0;4.0;27581.0;0.0;2.0;0.0;0.0;4245.0;1.0;0.0;1.0;7.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.7142857142857143;7.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;2.29;0.0;0.0;6.0;1.4638501094227998;8.0;0.0;2.0;3.0;0.0;0.0;1.68;0.0;0.0;False;0.5773502691896258;6.0;1.0;0.0;1.0;0.0;0.0;0.0;5.57;1.0;0.0;7.0;7.0;2.0;0.0;0.0;2.5;0.7142857140000001;2.333333333333333;0.0;4245.0;27581.0;0.0;0.0;0.0;7.0;0.0;0.0;7.0;1.1126972805283737;1.0;7.0;2.0;0.0;7.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14331.0;0.0;0.0;0.0;0.0;7357.0;0.9997281500611662;0.020457925715350364;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01648675173027934;0.01648675173027934;0.0;6.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.9995813271927988;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02045792571535036;0.0;0.0;0.0;0.00027184993883376383;0.0;0.0004186728072011723;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7357.0;14331.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;6.0;0.0;0.0;6.0;1.0;0.0
0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;5982.0;0.0;0.0;0.0;0.0;4243.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4243.0;5982.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;1.0;5.0;0.0;0.0;5.0;1.0;0.0
0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;7918.0;0.0;0.0;0.0;0.0;4243.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4243.0;7918.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;1.0;5.0;0.0;0.0;6.0;1.0;0.0
0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;7046.0;0.0;0.0;0.0;0.0;4243.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4243.0;7046.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;0.0;1.0;16.0;0.0;0.0;16.0;1.0;0.0
0.0;0.0;9.75;1.0;3.0;5.5;0.0;10.0;27022.0;0.0;0.0;0.0;0.0;4243.0;1.0;0.0;1.0;6.0;1.0;1.0;0.0;0.0;4.0;0.0;0.0;0.6666666666666666;6.0;0.25;0.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;2.17;0.0;0.0;5.0;4.5934736311423405;5.0;0.0;0.0;0.0;0.0;0.0;1.47;0.0;0.0;False;0.0;5.0;1.0;0.0;1.0;0.0;0.0;0.0;6.33;5.5;0.0;6.0;6.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;4243.0;27022.0;0.0;0.0;0.0;6.0;0.0;0.0;6.0;0.5163977794943223;1.25;6.0;3.0;0.0;6.0;1.0;0.0
0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;4834.0;0.0;0.0;0.0;0.0;4243.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4243.0;4834.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;1.0;7.0;0.0;0.0;7.0;1.0;0.0
0.0;0.0;9.0;1.0;1.0;9.0;0.0;9.0;7622.0;0.0;0.0;0.0;0.0;4243.0;1.0;0.0;1.0;1.0;4.0;9.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;4.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;4.0;1.0;0.0;5.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;2.56;0.0;0.0;False;0.0;0.0;1.0;0.0;4.0;0.0;0.0;0.0;10.0;9.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4243.0;7622.0;0.0;0.0;0.0;1.0;4.0;0.0;1.0;0.0;9.0;1.0;0.0;0.0;1.0;1.0;0.0
0.0;0.0;9.0;0.0;4.0;9.0;0.0;33.0;897.0;0.0;0.0;0.5;0.0;152.0;0.4802631578947368;0.3693568604543684;1.0;4.0;1.0;1.0;0.0;0.0;0.0;0.5016094695589414;0.5012619140212428;1.0;4.0;0.75;1.0;1.0;4.0;0.5;0.0;0.0;1.0;2.0;0.8372352285395763;1.0;3.0;0.0;0.0;5.0;16.0;5.0;0.3673064102958644;0.0;0.0;0.0;0.506578947368421;1.51;0.1605351170568562;0.0;False;0.0;5.0;0.0;0.0;1.25;0.0;0.0;0.0;6.25;1.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;152.0;897.0;0.5773502691896257;0.0;0.0;4.0;0.0;0.0;4.0;0.8164965809277259;1.0;4.0;0.0;0.0;4.0;1.0;0.0
0.0;0.0;33.0;0.0;7.0;93.07692307692308;5.0;1028.0;5896.0;0.0;2.0;0.07692307692307693;0.0;4423.0;0.9649559122767352;0.19322962246698333;1.0;13.0;0.0;1.0;0.0;0.0;0.0;0.026037778202334542;0.18391206283786932;0.6153846153846154;13.0;0.0;1.0;1.0;6.0;0.0;0.0;0.0;1.0;4.0;0.9611601085481682;0.0;1.92;0.0;0.0;5.0;281.3154994955135;6.0;0.022553201794340626;2.0;3.0;0.0;0.0006782726656115759;1.62;0.0005088195386702849;0.0;False;0.5477225575051661;5.0;0.0;0.0;1.0;0.0;0.0;0.0;3.69;4.0;0.0;13.0;11.0;2.0;0.0;0.0;3.0;0.636363636;2.4;0.0;4423.0;5896.0;0.2773500981126146;0.0;0.0;11.0;0.0;0.0;13.0;1.1208970766356101;2.0;13.0;4.0;0.0;13.0;1.0;0.0
0.0;0.0;1.0;0.0;7.0;1.0;2.0;1.0;5896.0;0.0;3.0;0.0;0.0;4423.0;0.9649559122767352;0.19322962246698333;1.0;13.0;0.0;1.0;0.0;0.0;0.0;0.026037778202334542;0.18391206283786932;0.0;1.0;0.0;1.0;0.0;6.0;0.0;0.0;0.0;1.0;0.0;0.9611601085481682;0.0;1.92;0.0;0.0;5.0;0.0;6.0;0.022553201794340626;3.0;3.0;0.0;0.0006782726656115759;1.62;0.0005088195386702849;0.0;False;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;3.69;1.0;0.0;13.0;11.0;3.0;0.0;0.0;3.0;0.636363636;3.0;0.0;4423.0;5896.0;0.0;0.0;0.0;11.0;0.0;0.0;1.0;0.0;1.0;1.0;4.0;0.0;13.0;1.0;0.0
0.0;0.0;1.0;0.0;6.0;1.0;3.0;1.0;13463.0;0.0;2.0;0.0;0.0;4395.0;0.965415244596132;0.0936032183582928;1.0;5.0;0.0;1.0;0.0;0.0;0.0;0.02612055058851833;0.18274640567995368;0.4;5.0;0.0;1.0;0.0;4.0;0.0;0.0;0.0;1.0;2.0;0.9911609596672362;0.0;1.5;0.0;0.0;1.0;0.0;3.0;0.021106879725765408;2.0;4.0;0.0;0.0006825938566552901;1.27;0.0004456658991309515;0.0;False;1.1547005383792517;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.17;1.0;0.0;5.0;6.0;2.0;0.0;0.0;3.0;1.0;2.6666666666666665;0.0;4395.0;13463.0;0.0;0.0;0.0;6.0;0.0;0.0;5.0;0.8944271909999161;1.0;5.0;0.0;0.0;6.0;1.0;0.0
0.0;0.0;1.0;1.0;7.0;1.0;1.0;1.0;28282.0;0.0;2.0;0.0;0.0;4243.0;1.0;0.0;1.0;6.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.8333333333333334;6.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;2.14;0.0;0.0;3.0;0.0;3.0;0.0;2.0;2.0;0.0;0.0;1.4;0.0;0.0;False;0.0;3.0;1.0;0.0;1.0;0.0;0.0;0.0;3.57;1.0;0.0;6.0;7.0;2.0;0.0;0.0;2.0;1.0;2.0;0.0;4243.0;28282.0;0.0;0.0;0.0;7.0;0.0;0.0;6.0;0.40824829046386296;1.0;6.0;0.0;0.0;7.0;1.0;0.0
0.0;0.0;1.0;1.0;17.0;1.0;8.0;1.0;11858.0;0.0;2.0;0.0;0.0;4243.0;1.0;0.0;1.0;16.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;8.0;0.0;1.0;0.0;2.0;2.0;0.0;0.0;1.23;0.0;0.0;False;0.0;8.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;16.0;17.0;2.0;0.0;0.0;2.0;1.0;2.0;0.0;4243.0;11858.0;0.0;0.0;0.0;17.0;0.0;0.0;16.0;0.0;1.0;16.0;0.0;0.0;17.0;1.0;0.0
0.0;0.0;33.0;0.0;7.0;23.857142857142854;2.0;33.0;16314.0;0.0;2.0;0.2857142857142857;0.0;4248.0;0.9992937853107344;0.019174711109977226;1.0;7.0;0.0;1.0;0.0;0.0;0.0;0.02656844214825399;0.026568442148254;0.5714285714285714;7.0;0.0;1.0;2.0;4.0;0.0;0.0;0.0;1.0;2.0;0.9996322177271056;0.0;2.0;0.0;0.0;2.0;15.61440116717653;4.0;0.019174711109977226;2.0;2.0;0.0;0.0007062146892655367;1.76;0.0003677822728944465;0.0;False;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;33.0;0.0;7.0;7.0;2.0;0.0;0.0;2.0;1.0;2.0;0.0;4248.0;16314.0;0.7559289460184545;0.0;0.0;7.0;0.0;0.0;7.0;0.7867957924694432;17.0;7.0;0.0;0.0;7.0;1.0;0.0
0.0;0.0;4.0;1.0;0.0;3.2;3.0;4.0;4065.0;0.0;2.0;0.8;0.0;4288.0;0.9993003731343284;0.0;1.0;5.0;0.0;2.0;0.0;0.0;0.0;0.0;0.02644428995175924;0.8;5.0;0.0;0.0;4.0;5.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;3.2;0.0;0.0;3.0;1.095445115010332;11.0;0.0;2.0;3.0;0.0;0.0;2.14;0.0;0.0;False;0.5773502691896258;3.0;0.0;0.0;1.0;0.0;0.0;0.0;7.8;4.0;0.0;5.0;5.0;2.0;0.0;0.0;2.5;0.0;2.333333333333333;0.0;4288.0;4065.0;1.7888543819998317;0.0;0.0;5.0;0.0;0.0;5.0;1.3038404810405295;2.0;5.0;5.0;0.0;5.0;1.0;0.0
0.0;0.0;2.0;0.0;5.0;7.6;0.0;33.0;15946.0;0.0;0.0;0.4;0.0;4337.0;0.9822457920221352;0.10089387493254266;1.0;5.0;1.0;1.0;0.0;0.0;0.0;0.13207201817808695;0.13207201817808695;1.6;5.0;1.0;1.0;2.0;6.0;0.0;0.0;0.0;1.0;4.0;0.9897152891007148;0.0;2.75;0.0;0.0;5.0;14.205632685663808;6.0;0.0946017418953294;0.0;0.0;0.0;0.017754207977864884;2.3;0.009030477862786906;0.0;False;0.0;5.0;0.0;0.0;2.0;0.0;0.0;0.0;7.67;1.0;0.0;5.0;6.0;0.0;0.0;0.0;0.0;0.833333333;0.0;0.0;4337.0;15946.0;0.8944271909999159;0.0;0.0;6.0;0.0;0.0;5.0;1.51657508881031;1.0;5.0;1.0;0.0;6.0;1.0;0.0
0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;6914.0;0.0;0.0;0.0;0.0;4262.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4262.0;6914.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
0.0;0.0;9.25;0.0;3.0;9.25;1.0;10.0;15015.0;0.0;2.0;0.0;0.0;4243.0;1.0;0.08254213269277183;1.0;4.0;0.5;9.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;3.0;0.9931401931401932;0.0;4.25;0.0;0.0;0.0;0.5;11.0;0.0;2.0;2.0;0.0;0.0;1.96;0.0;0.0;False;0.0;0.0;1.0;0.0;1.5;0.0;0.0;0.0;10.5;9.0;0.0;4.0;4.0;2.0;0.0;0.0;2.0;0.75;2.0;0.0;4243.0;15015.0;0.0;0.0;0.0;4.0;0.0;0.0;4.0;1.4142135623730951;9.0;4.0;1.0;0.0;4.0;1.0;0.0
0.0;0.0;9.0;0.0;2.0;9.0;0.0;9.0;23368.0;0.0;0.0;0.0;0.0;4243.0;1.0;0.04889579699378036;1.0;2.0;3.5;9.0;0.0;0.0;0.0;0.0;0.0;3.5;2.0;3.25;0.0;0.0;6.0;0.0;0.0;0.0;1.0;4.0;0.997603560424512;0.0;7.0;0.0;0.0;1.0;0.0;8.0;0.04889579699378036;0.0;0.0;0.0;0.0;2.47;0.002396439575487847;0.0;False;0.0;1.0;1.0;0.0;3.75;0.0;0.0;0.0;21.5;9.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4243.0;23368.0;0.0;0.0;0.0;2.0;3.0;0.0;2.0;0.7071067811865476;9.0;2.0;0.0;0.0;2.0;1.0;0.0
0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;6982.0;0.0;0.0;0.0;0.0;4243.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4243.0;6982.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
0.0;0.0;4.0;0.0;0.0;3.0;2.0;4.0;3788.0;0.0;2.5;0.25;0.0;4359.0;0.9823353980270704;0.19125719957910864;1.0;4.0;0.5;2.0;0.0;0.0;0.0;0.13174424307117413;0.13174424307117413;0.75;4.0;0.0;1.0;1.0;4.0;0.0;0.0;0.0;1.0;2.0;0.9619852164730728;0.25;1.75;0.0;0.0;2.0;1.1547005383792517;3.0;0.19125719957910867;2.0;3.0;0.0;0.017664601972929572;1.58;0.03801478352692714;0.0;False;0.7071067811865476;2.0;0.0;0.0;1.25;0.0;0.0;0.0;7.25;3.0;0.0;4.0;4.0;2.25;0.0;0.0;2.75;0.0;2.5;0.0;4359.0;3788.0;0.5;0.0;0.0;4.0;0.0;0.0;4.0;0.957427107756338;2.0;4.0;4.0;0.0;4.0;1.0;0.0
0.0;0.0;4.0;1.0;0.0;3.0;2.0;4.0;2984.0;0.0;2.5;0.0;0.0;4282.0;1.0;0.0;1.0;4.0;0.5;2.0;0.0;0.0;0.0;0.0;0.0;0.75;4.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;1.75;0.0;0.0;0.0;1.1547005383792517;3.0;0.0;2.0;3.0;0.0;0.0;1.66;0.0;0.0;False;0.7071067811865476;0.0;1.0;0.0;1.25;0.0;0.0;0.0;5.75;3.0;0.0;4.0;4.0;2.25;0.0;0.0;2.75;0.0;2.5;0.0;4282.0;2984.0;0.0;0.0;0.0;4.0;0.0;0.0;4.0;0.957427107756338;2.0;4.0;4.0;0.0;4.0;1.0;0.0
0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1743.0;0.0;0.0;1.0;0.0;4265.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;3.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;4.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;1.06;0.0;0.0;False;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;6.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4265.0;1743.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;13920.0;0.0;0.0;0.0;0.0;7355.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7355.0;13920.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;6.0;0.0;0.0;6.0;1.0;0.0
0.0;0.0;1.0;0.0;0.0;0.8333333333333334;5.0;1.0;15436.0;0.0;3.0;0.0;0.0;4340.0;0.9887096774193548;0.0941317580020046;1.0;9.0;0.0;0.0;0.0;0.0;0.0;0.10566656933478227;0.10566656933478227;0.0;6.0;0.0;1.0;0.0;4.0;0.0;0.0;0.0;1.0;0.0;0.991059860067375;0.0;1.67;0.0;0.0;0.0;0.40824829046386296;7.0;0.09413175800200464;3.0;3.0;0.0;0.011290322580645159;1.86;0.008940139932625029;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.56;1.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;0.0;3.0;0.0;4340.0;15436.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;1.0;6.0;0.0;0.0;0.0;1.0;0.0
