WMC_CK_std;WMC_CK_50%;Bugged;NMI;NORM;DIT;WMC_CK_min;WMC_CK_75%;WMC_CK_count;WMC;WMC_CK_max;NOCh;NPM;WMC_CK_mean;WMC_CK_25%
0.0;1.0;False;0.0;0.0;1.0;1.0;1.0;4.0;5.0;1.0;0.0;4.0;1.0;1.0
0.0;1.0;False;0.0;0.0;1.0;1.0;1.0;3.0;7.0;1.0;0.0;3.0;1.0;1.0
0.8366600265340756;1.0;False;0.0;0.0;1.0;1.0;1.75;6.0;10.0;3.0;0.0;6.0;1.5;1.0
0.0;1.0;False;0.0;0.0;1.0;1.0;1.0;2.0;3.0;1.0;0.0;2.0;1.0;1.0
2.1213203435596424;2.5;False;0.0;0.0;1.0;1.0;3.25;2.0;7.0;4.0;0.0;2.0;2.5;1.75
0.0;1.0;False;0.0;0.0;1.0;1.0;1.0;11.0;13.0;1.0;0.0;11.0;1.0;1.0
0.0;1.0;False;0.0;0.0;1.0;1.0;1.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0
0.0;1.0;False;0.0;0.0;1.0;1.0;1.0;6.0;6.0;1.0;0.0;6.0;1.0;1.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.5135749373285392;2.0;False;0.0;0.0;1.0;1.0;2.5;11.0;16.0;6.0;0.0;1.0;2.090909090909091;1.0
0.0;1.0;False;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0
0.0;1.0;False;0.0;0.0;1.0;1.0;1.0;20.0;20.0;1.0;0.0;20.0;1.0;1.0
0.0;1.0;False;0.0;0.0;1.0;1.0;1.0;3.0;4.0;1.0;0.0;3.0;1.0;1.0
0.0;1.0;False;0.0;0.0;1.0;1.0;1.0;4.0;5.0;1.0;0.0;4.0;1.0;1.0
0.0;1.0;False;0.0;0.0;1.0;1.0;1.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0
2.1213203435596424;2.5;False;0.0;0.0;1.0;1.0;3.25;2.0;4.0;4.0;0.0;2.0;2.5;1.75
0.0;1.0;False;0.0;0.0;1.0;1.0;1.0;1.0;25.0;1.0;0.0;7.0;1.0;1.0
