WMC_CK_25%;Bugged;WMC_CK_max;WMC;WMC_CK_75%;NOCh;NPM;NMI;WMC_CK_50%;WMC_CK_min;NORM;NMIR;WMC_CK_std;WMC_CK_count;WMC_CK_mean;DIT
1.0;True;4.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.9486832980505138;10.0;1.3;0.0
0.0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;False;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3.0;1.0;0.0
1.0;False;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;7.0;1.0;0.0
1.0;False;3.0;0.0;2.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.8333333333333334;9.0;1.7777777777777777;0.0
1.5;True;3.0;0.0;2.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.6030226891555273;11.0;1.818181818181818;0.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
4.25;False;5.0;0.0;4.75;0.0;0.0;0.0;4.5;4.0;0.0;0.0;0.7071067811865476;2.0;4.5;1.0
1.0;False;15.0;53.0;2.0;0.0;21.0;0.0;1.0;1.0;0.0;0.0;3.0454706984129363;22.0;2.3181818181818183;1.0
1.0;True;1.0;17.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;15.0;1.0;1.0
0.0;False;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
2.0;False;2.0;5.0;2.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;2.0;1.0
0.0;False;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.0;False;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
2.0;False;2.0;5.0;2.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;2.0;1.0
2.0;False;2.0;5.0;2.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;2.0;1.0
0.0;False;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.0;False;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
2.0;False;2.0;5.0;2.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;2.0;1.0
3.0;False;3.0;5.0;3.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;1.0;3.0;1.0
2.0;False;2.0;5.0;2.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;2.0;1.0
2.0;False;2.0;5.0;2.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;2.0;1.0
2.0;False;2.0;5.0;2.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;2.0;1.0
2.0;False;2.0;5.0;2.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;2.0;1.0
1.0;False;1.0;5.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0
3.0;False;5.0;5.0;4.5;0.0;0.0;0.0;4.0;2.0;0.0;0.0;1.5275252316519463;3.0;3.6666666666666665;1.0
0.0;False;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
2.0;False;2.0;5.0;2.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;2.0;1.0
2.0;False;2.0;5.0;2.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;2.0;1.0
2.0;False;2.0;5.0;2.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;2.0;1.0
1.0;False;5.0;25.0;1.0;0.0;19.0;0.0;1.0;1.0;0.0;0.0;0.9334586382051248;19.0;1.263157894736842;1.0
1.0;False;11.0;23.0;2.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;2.3840770812647323;17.0;2.0588235294117645;1.0
1.0;False;1.0;23.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;5.0;1.0;1.0
1.0;False;4.0;15.0;2.0;0.0;8.0;0.0;1.0;1.0;0.0;0.0;1.0606601717798212;8.0;1.625;1.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
2.0;False;5.0;0.0;4.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;2.8284271247461903;2.0;3.0;1.0
1.0;False;6.0;2.0;4.5;0.0;0.0;0.0;2.5;1.0;0.0;0.0;2.449489742783178;4.0;3.0;1.0
1.0;False;1.0;2.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0
2.0;False;5.0;2.0;4.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;2.8284271247461903;2.0;3.0;1.0
0.0;False;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.0;False;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
1.0;False;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0
2.0;False;4.0;0.0;2.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.7378647873726218;10.0;2.1;0.0
4.0;False;4.0;0.0;4.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;1.0;4.0;0.0
1.0;False;5.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.9595193389681276;34.0;1.4411764705882353;0.0
1.0;False;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;5.0;1.0;0.0
1.0;False;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;12.0;1.0;0.0
1.75;False;9.0;0.0;9.0;0.0;0.0;0.0;5.5;1.0;0.0;0.0;4.349329450233296;4.0;5.25;0.0
1.0;False;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0
2.0;False;2.0;2.0;2.0;0.0;2.0;0.0;2.0;2.0;0.0;0.0;0.0;2.0;2.0;1.0
1.0;True;7.0;19.0;1.75;0.0;8.0;0.0;1.0;1.0;0.0;0.0;2.2320714274285347;8.0;2.125;1.0
1.0;False;8.0;25.0;1.75;0.0;10.0;0.0;1.0;1.0;0.0;0.0;2.3944379994757288;10.0;2.2;1.0
1.0;False;8.0;20.0;1.0;0.0;10.0;0.0;1.0;1.0;0.0;0.0;2.2335820757001272;10.0;1.9;1.0
1.0;False;1.0;6.0;1.0;0.0;6.0;0.0;1.0;1.0;0.0;0.0;0.0;6.0;1.0;1.0
1.0;False;1.0;4.0;1.0;0.0;3.0;0.0;1.0;1.0;0.0;0.0;0.0;3.0;1.0;1.0
1.0;False;6.0;14.0;2.5;0.0;6.0;0.0;1.0;1.0;0.0;0.0;2.041241452319315;6.0;2.1666666666666665;1.0
1.0;False;2.0;6.0;2.0;0.0;4.0;0.0;1.5;1.0;0.0;0.0;0.5773502691896257;4.0;1.5;1.0
1.0;False;2.0;6.0;1.25;0.0;4.0;0.0;1.0;1.0;0.0;0.0;0.5;4.0;1.25;1.0
1.0;False;8.0;24.0;1.0;0.0;12.0;0.0;1.0;1.0;0.0;0.0;2.1248885888797826;12.0;1.8333333333333333;1.0
1.0;False;5.0;11.0;2.75;0.0;4.0;0.0;1.5;1.0;0.0;0.0;1.8929694486000912;4.0;2.25;1.0
1.0;False;6.0;14.0;2.5;0.0;6.0;0.0;1.0;1.0;0.0;0.0;2.041241452319315;6.0;2.1666666666666665;1.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;False;8.0;31.0;1.0;0.0;13.0;0.0;1.0;1.0;0.0;0.0;2.420531833910548;13.0;2.230769230769231;1.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.75;False;5.0;10.0;2.75;0.0;4.0;0.0;2.0;1.0;0.0;0.0;1.7320508075688772;4.0;2.5;1.0
1.0;False;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0
0.0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;False;1.0;5.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0
1.0;False;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0
1.0;False;1.0;3.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0
7.0;False;7.0;5.0;7.0;0.0;1.0;0.0;7.0;7.0;0.0;0.0;0.0;1.0;7.0;1.0
1.0;False;1.0;3.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;1.0;1.0
1.0;False;2.0;9.0;1.75;0.0;6.0;0.0;1.0;1.0;0.0;0.0;0.5163977794943223;6.0;1.3333333333333333;1.0
1.0;False;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0
1.0;False;1.0;3.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0
2.0;False;2.0;2.0;2.0;0.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;2.0;1.0
1.0;True;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0
1.5;True;3.0;6.0;2.5;0.0;2.0;0.0;2.0;1.0;0.0;0.0;1.0;3.0;2.0;1.0
1.0;False;1.0;3.0;1.0;0.0;3.0;0.0;1.0;1.0;0.0;0.0;0.0;3.0;1.0;1.0
1.0;True;2.0;8.0;2.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.5477225575051661;5.0;1.6;1.0
2.0;False;2.0;6.0;2.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;3.0;2.0;1.0
1.0;False;1.0;3.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3.0;1.0;1.0
1.0;False;2.0;6.0;2.0;0.0;0.0;0.0;1.5;1.0;0.0;0.0;0.5773502691896257;4.0;1.5;1.0
1.0;True;2.0;9.0;2.0;0.0;0.0;0.0;1.5;1.0;0.0;0.0;0.5477225575051661;6.0;1.5;1.0
1.0;False;1.0;5.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;5.0;1.0;1.0
1.25;False;2.0;3.0;1.75;0.0;0.0;0.0;1.5;1.0;0.0;0.0;0.7071067811865476;2.0;1.5;1.0
1.0;False;2.0;5.0;1.25;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.5;4.0;1.25;1.0
1.0;False;2.0;9.0;2.0;0.0;0.0;0.0;1.5;1.0;0.0;0.0;0.5477225575051661;6.0;1.5;1.0
1.0;False;2.0;8.0;2.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.5477225575051661;5.0;1.6;1.0
1.0;True;2.0;10.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.5345224838248488;7.0;1.4285714285714286;1.0
1.0;False;1.0;5.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;5.0;1.0;1.0
1.0;True;2.0;21.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.3834824944236852;18.0;1.1666666666666667;1.0
1.25;False;2.0;2.0;1.75;0.0;0.0;0.0;1.5;1.0;0.0;0.0;0.7071067811865476;2.0;1.5;1.0
1.0;True;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0
0.0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2.0;False;2.0;2.0;2.0;0.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;2.0;1.0
1.0;True;1.0;5.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;5.0;1.0;1.0
1.0;True;1.0;4.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;4.0;1.0;1.0
1.0;False;1.0;3.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3.0;1.0;1.0
1.0;False;1.0;5.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;5.0;1.0;1.0
1.0;False;1.0;5.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;5.0;1.0;1.0
1.0;True;1.0;6.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;5.0;1.0;1.0
1.0;False;1.0;5.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;5.0;1.0;1.0
1.0;False;1.0;4.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;4.0;1.0;1.0
1.0;False;1.0;7.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;7.0;1.0;1.0
1.0;False;1.0;6.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;6.0;1.0;1.0
1.0;True;1.0;8.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;8.0;1.0;1.0
1.0;False;1.0;5.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;5.0;1.0;1.0
1.0;True;1.0;7.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;7.0;1.0;1.0
1.0;False;1.0;6.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;6.0;1.0;1.0
1.0;False;1.0;2.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;1.0;1.0
1.0;True;3.0;6.0;2.0;0.0;5.0;0.0;1.0;1.0;0.0;0.0;0.8944271909999159;5.0;1.6;1.0
1.0;True;2.0;5.0;1.25;0.0;4.0;0.0;1.0;1.0;0.0;0.0;0.5;4.0;1.25;1.0
1.0;False;4.0;6.0;2.5;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.7320508075688772;3.0;2.0;1.0
3.0;False;3.0;5.0;3.0;0.0;4.0;0.0;3.0;3.0;0.0;0.0;0.0;1.0;3.0;1.0
1.5;False;2.0;5.0;2.0;0.0;4.0;0.0;2.0;1.0;0.0;0.0;0.5773502691896257;3.0;1.6666666666666667;1.0
1.0;False;4.0;10.0;2.0;0.0;5.0;0.0;1.5;1.0;0.0;0.0;1.1690451944500122;6.0;1.8333333333333333;1.0
2.0;False;9.0;13.0;3.0;0.0;5.0;0.0;2.0;1.0;0.0;0.0;3.2093613071762417;5.0;3.4;1.0
2.25;True;3.0;15.0;3.0;0.0;6.0;0.0;3.0;1.0;0.0;0.0;0.8366600265340756;6.0;2.5;1.0
2.0;False;2.0;6.0;2.0;0.0;5.0;0.0;2.0;1.0;0.0;0.0;0.4472135954999581;5.0;1.8;1.0
1.0;True;4.0;12.0;4.0;0.0;4.0;0.0;2.0;1.0;0.0;0.0;1.5165750888103102;5.0;2.4;1.0
3.0;False;3.0;9.0;3.0;0.0;7.0;0.0;3.0;3.0;0.0;0.0;0.0;1.0;3.0;1.0
1.0;False;3.0;9.0;1.0;0.0;7.0;0.0;1.0;1.0;0.0;0.0;0.8164965809277259;6.0;1.3333333333333333;1.0
3.0;False;3.0;11.0;3.0;0.0;6.0;0.0;3.0;3.0;0.0;0.0;0.0;1.0;3.0;1.0
1.0;False;5.0;11.0;3.0;0.0;6.0;0.0;1.0;1.0;0.0;0.0;1.7888543819998317;5.0;2.2;1.0
3.0;True;3.0;19.0;3.0;0.0;8.0;0.0;3.0;3.0;0.0;0.0;0.0;1.0;3.0;1.0
1.0;True;7.0;19.0;3.0;0.0;8.0;0.0;1.0;1.0;0.0;0.0;1.9860625479688307;9.0;2.2222222222222223;1.0
1.0;False;2.0;6.0;2.0;0.0;5.0;0.0;1.0;1.0;0.0;0.0;0.5477225575051661;5.0;1.4;1.0
1.0;True;2.0;12.0;1.0;0.0;7.0;0.0;1.0;1.0;0.0;0.0;0.3535533905932738;8.0;1.125;1.0
1.0;True;3.0;21.0;2.0;0.0;8.0;0.0;1.0;1.0;0.0;0.0;0.7274384280931732;16.0;1.4375;1.0
1.5;False;5.0;17.0;4.5;0.0;6.0;0.0;2.0;1.0;0.0;0.0;1.7728105208558365;7.0;2.8571428571428568;1.0
1.25;False;2.0;3.0;1.75;0.0;2.0;0.0;1.5;1.0;0.0;0.0;0.7071067811865476;2.0;1.5;1.0
1.0;False;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0
1.0;False;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3.0;1.0;0.0
1.0;False;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3.0;1.0;0.0
1.0;False;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0
1.0;True;3.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.5163977794943222;15.0;1.1333333333333333;0.0
1.0;True;2.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.4409585518440984;9.0;1.2222222222222223;0.0
4.0;False;4.0;0.0;4.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;1.0;4.0;0.0
1.0;False;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3.0;1.0;0.0
1.0;False;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3.0;1.0;0.0
1.0;False;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3.0;1.0;0.0
1.0;False;7.0;0.0;3.5;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.439750182371333;7.0;2.571428571428572;0.0
1.0;True;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;5.0;1.0;0.0
1.0;False;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;4.0;1.0;0.0
1.0;True;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;7.0;1.0;0.0
1.0;False;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3.0;1.0;0.0
1.0;True;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3.0;1.0;0.0
1.0;True;3.0;0.0;2.25;0.0;0.0;0.0;1.5;1.0;0.0;0.0;0.957427107756338;4.0;1.75;0.0
1.0;False;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3.0;1.0;0.0
1.0;True;2.0;0.0;1.5;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.5773502691896257;3.0;1.3333333333333333;0.0
1.25;True;2.0;0.0;1.75;0.0;0.0;0.0;1.5;1.0;0.0;0.0;0.7071067811865476;2.0;1.5;0.0
1.0;True;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0
1.0;False;8.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.8387366263150309;15.0;1.6666666666666667;0.0
2.0;True;3.0;0.0;3.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.8089572082044156;17.0;2.176470588235294;0.0
2.0;True;8.0;0.0;7.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;3.114482300479488;5.0;4.2;0.0
1.0;True;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;6.0;1.0;0.0
1.0;False;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0
1.0;False;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;9.0;1.0;0.0
1.0;False;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;14.0;1.0;0.0
1.0;False;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;6.0;1.0;0.0
1.0;False;2.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.3779644730092273;7.0;1.1428571428571428;0.0
1.0;True;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;14.0;1.0;0.0
1.0;True;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;5.0;1.0;0.0
1.0;False;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;13.0;1.0;0.0
1.0;False;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;15.0;1.0;0.0
1.0;True;2.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.24253562503633302;17.0;1.0588235294117647;0.0
1.0;False;2.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.40824829046386296;6.0;1.1666666666666667;0.0
1.0;True;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;10.0;1.0;0.0
1.0;True;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;14.0;1.0;0.0
1.0;False;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;13.0;1.0;0.0
1.0;False;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0
1.0;False;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;13.0;1.0;0.0
1.0;False;4.0;8.0;2.0;0.0;4.0;0.0;1.0;1.0;0.0;0.0;1.3038404810405295;5.0;1.8;1.0
1.0;False;14.0;19.0;1.0;0.0;7.0;0.0;1.0;1.0;0.0;0.0;4.596194077712559;8.0;2.625;1.0
1.0;False;2.0;6.0;1.0;0.0;5.0;0.0;1.0;1.0;0.0;0.0;0.4472135954999581;5.0;1.2;1.0
1.25;False;7.0;25.0;6.25;0.0;2.0;0.0;3.0;1.0;0.0;0.0;2.8047578623950176;6.0;3.6666666666666665;1.0
1.0;False;3.0;7.0;2.0;0.0;5.0;0.0;1.0;1.0;0.0;0.0;0.8944271909999159;5.0;1.6;1.0
1.0;False;1.0;4.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;4.0;1.0;1.0
1.0;False;1.0;3.0;1.0;0.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;1.0;1.0
2.0;False;2.0;1.0;2.0;0.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;2.0;1.0
1.0;False;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;False;3.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.7071067811865476;8.0;1.25;0.0
1.0;True;1.0;3.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3.0;1.0;1.0
1.0;False;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0
1.0;False;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;False;4.0;11.0;1.0;0.0;6.0;0.0;1.0;1.0;0.0;0.0;1.0606601717798212;8.0;1.375;1.0
1.0;False;1.0;2.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0
1.0;False;1.0;2.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0
1.0;False;1.0;4.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;3.0;1.0;1.0
1.0;False;1.0;3.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;1.0;1.0
1.0;False;9.0;38.0;3.0;0.0;8.0;0.0;2.0;1.0;0.0;0.0;2.521962354526145;17.0;2.8823529411764706;1.0
2.0;False;2.0;4.0;2.0;0.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;2.0;1.0
1.0;False;1.0;5.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;5.0;1.0;1.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;False;6.0;22.0;2.0;0.0;11.0;0.0;1.0;1.0;0.0;0.0;1.5135749373285392;11.0;1.9090909090909087;1.0
1.0;True;11.0;98.0;1.0;0.0;59.0;0.0;1.0;1.0;0.0;0.0;2.1381654314924696;60.0;1.7333333333333334;1.0
1.0;True;1.0;98.0;1.0;0.0;59.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0
4.0;True;4.0;98.0;4.0;0.0;59.0;0.0;4.0;4.0;0.0;0.0;0.0;1.0;4.0;1.0
2.0;True;2.0;98.0;2.0;0.0;59.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;2.0;1.0
1.0;False;1.0;3.0;1.0;0.0;3.0;0.0;1.0;1.0;0.0;0.0;0.0;3.0;1.0;1.0
1.0;False;4.0;9.0;1.0;0.0;7.0;0.0;1.0;1.0;0.0;0.0;1.1338934190276817;7.0;1.4285714285714286;1.0
1.0;False;8.0;44.0;4.0;0.0;15.0;0.0;1.0;1.0;0.0;0.0;2.3664319132398464;15.0;2.8;1.0
1.0;False;7.0;29.0;4.0;0.0;8.0;0.0;1.0;1.0;0.0;0.0;2.1278575558006176;9.0;2.555555555555556;1.0
1.0;False;1.0;4.0;1.0;0.0;4.0;0.0;1.0;1.0;0.0;0.0;0.0;4.0;1.0;1.0
1.0;False;1.0;3.0;1.0;0.0;3.0;0.0;1.0;1.0;0.0;0.0;0.0;3.0;1.0;1.0
1.0;False;4.0;40.0;2.0;0.0;26.0;0.0;1.0;1.0;0.0;0.0;0.8978607053178382;26.0;1.6153846153846154;1.0
1.0;False;1.0;3.0;1.0;0.0;3.0;0.0;1.0;1.0;0.0;0.0;0.0;3.0;1.0;1.0
1.0;False;4.0;9.0;1.0;0.0;7.0;0.0;1.0;1.0;0.0;0.0;1.1338934190276817;7.0;1.4285714285714286;1.0
1.0;False;1.0;4.0;1.0;0.0;4.0;0.0;1.0;1.0;0.0;0.0;0.0;4.0;1.0;1.0
