MethodLength;FileLength;AnonymousInnerClassLength;BuggedMethods
22.0;0.0;0.0;False
14.0;0.0;0.0;False
19.0;129.0;0.0;False
0.0;0.0;0.0;False
3.0;98.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
8.0;0.0;0.0;False
8.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
17.0;0.0;0.0;False
3.0;0.0;0.0;False
16.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
8.0;0.0;0.0;False
0.0;0.0;0.0;False
4.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
5.0;201.0;0.0;False
6.0;0.0;0.0;False
19.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
5.0;207.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;6.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
18.0;0.0;0.0;False
5.0;378.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
18.0;0.0;0.0;False
0.0;0.0;0.0;False
8.0;0.0;0.0;False
3.0;0.0;6.0;False
23.0;0.0;0.0;False
15.0;0.0;0.0;False
3.0;0.0;6.0;False
14.0;0.0;0.0;False
3.0;0.0;6.0;False
0.0;0.0;0.0;False
5.0;203.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;6.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
29.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
86.0;0.0;0.0;False
20.0;0.0;0.0;False
68.0;128.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
31.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
38.0;0.0;0.0;False
18.0;0.0;0.0;False
35.0;77.0;0.0;False
0.0;0.0;0.0;False
3.0;233.0;12.0;False
4.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
14.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
160.0;0.0;0.0;False
13.0;0.0;0.0;False
7.0;0.0;0.0;False
11.0;92.0;0.0;False
0.0;0.0;0.0;False
8.0;91.0;0.0;False
0.0;0.0;0.0;False
4.0;0.0;7.0;False
0.0;0.0;0.0;False
9.0;0.0;0.0;False
5.0;0.0;0.0;False
0.0;0.0;0.0;False
5.0;208.0;0.0;False
6.0;0.0;9.0;False
4.0;0.0;0.0;False
4.0;0.0;0.0;False
4.0;0.0;0.0;False
16.0;0.0;0.0;False
0.0;0.0;0.0;False
5.0;170.0;0.0;False
26.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
5.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
9.0;0.0;0.0;False
20.0;145.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
5.0;149.0;0.0;False
3.0;0.0;0.0;False
21.0;0.0;0.0;False
3.0;0.0;0.0;False
4.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
9.0;0.0;0.0;False
18.0;137.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
5.0;230.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
9.0;0.0;0.0;False
8.0;0.0;0.0;False
3.0;0.0;6.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
11.0;0.0;0.0;False
16.0;128.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
5.0;0.0;0.0;False
37.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
11.0;0.0;0.0;False
3.0;0.0;0.0;False
5.0;0.0;0.0;False
14.0;313.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
5.0;0.0;0.0;False
34.0;0.0;0.0;False
0.0;0.0;0.0;False
9.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
5.0;0.0;0.0;False
18.0;312.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
87.0;0.0;0.0;False
5.0;757.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
9.0;0.0;0.0;False
3.0;0.0;6.0;False
0.0;0.0;0.0;False
15.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;6.0;False
16.0;0.0;0.0;False
3.0;0.0;6.0;False
0.0;0.0;0.0;False
14.0;0.0;0.0;False
3.0;0.0;6.0;False
6.0;0.0;9.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
11.0;0.0;0.0;False
16.0;152.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
10.0;0.0;0.0;False
0.0;0.0;0.0;False
6.0;0.0;0.0;False
4.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;6.0;False
10.0;0.0;0.0;False
4.0;0.0;0.0;False
3.0;0.0;0.0;False
4.0;0.0;0.0;False
3.0;0.0;0.0;False
4.0;0.0;0.0;False
3.0;0.0;6.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
17.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
50.0;753.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
16.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
16.0;0.0;0.0;False
0.0;0.0;0.0;False
16.0;0.0;0.0;False
4.0;0.0;7.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
9.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
10.0;0.0;0.0;False
0.0;0.0;0.0;False
29.0;0.0;0.0;False
0.0;0.0;0.0;False
8.0;0.0;0.0;False
3.0;0.0;6.0;False
13.0;0.0;0.0;False
10.0;0.0;0.0;False
15.0;0.0;0.0;False
14.0;0.0;0.0;False
3.0;0.0;6.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
4.0;0.0;0.0;False
75.0;516.0;0.0;False
3.0;0.0;6.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;6.0;False
0.0;0.0;0.0;False
30.0;517.0;0.0;False
0.0;0.0;0.0;False
6.0;0.0;9.0;False
42.0;0.0;0.0;False
0.0;0.0;0.0;False
15.0;0.0;0.0;False
15.0;0.0;0.0;False
3.0;0.0;0.0;False
12.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;6.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
4.0;0.0;0.0;False
7.0;0.0;10.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
17.0;189.0;0.0;False
3.0;0.0;0.0;False
8.0;0.0;0.0;False
4.0;0.0;0.0;False
17.0;0.0;0.0;False
6.0;0.0;0.0;False
0.0;0.0;0.0;False
17.0;0.0;0.0;False
4.0;0.0;0.0;False
15.0;0.0;0.0;False
4.0;0.0;0.0;False
13.0;0.0;0.0;False
0.0;0.0;0.0;False
4.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;7.0;False
0.0;0.0;0.0;False
28.0;501.0;0.0;False
0.0;0.0;0.0;False
6.0;0.0;10.0;False
13.0;0.0;0.0;False
0.0;0.0;0.0;False
15.0;0.0;0.0;False
14.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;7.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
12.0;0.0;0.0;False
3.0;0.0;0.0;False
12.0;0.0;0.0;False
7.0;0.0;11.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
11.0;0.0;0.0;False
0.0;0.0;0.0;False
28.0;0.0;0.0;False
0.0;0.0;0.0;False
9.0;0.0;0.0;False
3.0;0.0;7.0;False
15.0;0.0;0.0;False
15.0;0.0;0.0;False
10.0;0.0;0.0;False
3.0;0.0;7.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
12.0;0.0;0.0;False
79.0;542.0;0.0;False
14.0;0.0;0.0;False
3.0;0.0;7.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
16.0;257.0;0.0;False
32.0;0.0;0.0;False
6.0;0.0;0.0;False
30.0;0.0;0.0;False
36.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
43.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
16.0;0.0;0.0;False
19.0;0.0;0.0;False
0.0;0.0;0.0;False
20.0;0.0;0.0;False
3.0;209.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
4.0;101.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
4.0;251.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
4.0;180.0;0.0;False
23.0;0.0;0.0;False
3.0;0.0;0.0;False
7.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;6.0;False
6.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
4.0;200.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
5.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;6.0;False
0.0;0.0;0.0;False
7.0;0.0;10.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
4.0;162.0;0.0;False
17.0;0.0;0.0;False
3.0;0.0;0.0;False
4.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
5.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;91.0;6.0;False
3.0;0.0;6.0;False
3.0;0.0;6.0;False
0.0;0.0;0.0;False
3.0;107.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;70.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
18.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;181.0;0.0;False
3.0;0.0;0.0;False
4.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
4.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
8.0;0.0;0.0;False
19.0;0.0;0.0;False
3.0;0.0;6.0;False
0.0;0.0;0.0;False
4.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
14.0;0.0;0.0;False
4.0;0.0;0.0;False
6.0;0.0;9.0;False
0.0;0.0;0.0;False
77.0;0.0;0.0;False
35.0;0.0;38.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
11.0;0.0;0.0;False
29.0;0.0;0.0;False
3.0;0.0;0.0;False
11.0;0.0;0.0;False
30.0;0.0;0.0;False
17.0;0.0;0.0;False
10.0;0.0;13.0;False
3.0;0.0;6.0;False
54.0;0.0;0.0;False
77.0;0.0;0.0;False
3.0;1014.0;6.0;False
0.0;0.0;0.0;False
167.0;0.0;0.0;False
53.0;0.0;56.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
30.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
10.0;0.0;0.0;False
3.0;0.0;6.0;False
24.0;0.0;0.0;False
14.0;0.0;0.0;False
38.0;0.0;0.0;False
53.0;0.0;0.0;False
12.0;0.0;0.0;False
13.0;0.0;0.0;False
3.0;0.0;0.0;False
12.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
10.0;0.0;0.0;False
10.0;0.0;0.0;False
10.0;0.0;13.0;False
26.0;0.0;0.0;False
3.0;0.0;6.0;False
199.0;0.0;0.0;False
169.0;0.0;0.0;False
3.0;0.0;6.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
10.0;0.0;0.0;False
10.0;0.0;0.0;False
3.0;2755.0;6.0;False
0.0;0.0;0.0;False
21.0;87.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;88.0;0.0;False
0.0;0.0;0.0;False
45.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;6.0;False
0.0;0.0;0.0;False
57.0;0.0;0.0;False
45.0;0.0;0.0;False
3.0;771.0;6.0;False
0.0;0.0;0.0;False
21.0;0.0;0.0;False
54.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
9.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
5.0;0.0;0.0;False
0.0;0.0;0.0;False
19.0;0.0;0.0;False
8.0;0.0;0.0;False
3.0;0.0;6.0;False
0.0;0.0;0.0;False
49.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
19.0;0.0;32.0;False
9.0;0.0;0.0;False
17.0;0.0;32.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;1335.0;6.0;False
67.0;0.0;0.0;False
0.0;0.0;0.0;False
21.0;0.0;0.0;False
9.0;0.0;0.0;False
0.0;0.0;0.0;False
4.0;0.0;7.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
8.0;0.0;0.0;False
18.0;0.0;0.0;False
3.0;0.0;6.0;False
0.0;0.0;0.0;False
3.0;68.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
25.0;0.0;0.0;False
18.0;0.0;0.0;False
0.0;0.0;0.0;False
22.0;0.0;0.0;False
3.0;0.0;0.0;False
10.0;0.0;0.0;False
4.0;0.0;0.0;False
4.0;0.0;0.0;False
19.0;0.0;6.0;False
5.0;0.0;0.0;False
3.0;0.0;6.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
6.0;0.0;0.0;False
23.0;0.0;0.0;False
12.0;0.0;0.0;False
16.0;206.0;60.0;False
8.0;0.0;0.0;False
6.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
35.0;0.0;0.0;False
0.0;0.0;0.0;False
6.0;504.0;0.0;False
0.0;0.0;0.0;False
20.0;0.0;0.0;False
