MethodLength;FileLength;AnonymousInnerClassLength;BuggedMethods
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
63.0;104.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;212.0;0.0;False
11.0;0.0;0.0;False
3.0;0.0;0.0;False
4.0;0.0;0.0;False
3.0;0.0;0.0;False
6.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;76.0;0.0;False
4.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;76.0;0.0;False
4.0;0.0;0.0;False
0.0;0.0;0.0;False
4.0;59.0;0.0;False
0.0;0.0;0.0;False
3.0;91.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;91.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;55.0;0.0;False
0.0;0.0;0.0;False
4.0;58.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;94.0;0.0;False
4.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;94.0;0.0;False
4.0;0.0;0.0;False
0.0;0.0;0.0;False
4.0;58.0;0.0;False
0.0;0.0;0.0;False
4.0;58.0;0.0;False
0.0;0.0;0.0;False
3.0;101.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;90.0;0.0;False
3.0;0.0;0.0;False
6.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;88.0;0.0;False
3.0;0.0;0.0;False
4.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
9.0;0.0;6.0;False
9.0;0.0;12.0;False
9.0;0.0;6.0;False
9.0;0.0;6.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;6.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;101.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;95.0;0.0;False
5.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;95.0;0.0;False
5.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;112.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
6.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;59.0;0.0;False
0.0;0.0;0.0;False
3.0;93.0;0.0;False
3.0;0.0;0.0;False
4.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
4.0;472.0;0.0;False
4.0;0.0;0.0;False
6.0;0.0;0.0;False
4.0;0.0;0.0;False
39.0;0.0;0.0;False
6.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
4.0;227.0;0.0;False
3.0;0.0;0.0;False
4.0;0.0;0.0;False
3.0;0.0;0.0;False
50.0;0.0;0.0;False
6.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
10.0;386.0;0.0;False
4.0;0.0;0.0;False
5.0;0.0;0.0;False
4.0;0.0;0.0;False
0.0;0.0;0.0;False
74.0;0.0;0.0;False
13.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
4.0;177.0;0.0;False
3.0;0.0;0.0;False
5.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
4.0;397.0;0.0;False
3.0;0.0;0.0;False
4.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
8.0;0.0;0.0;False
4.0;500.0;0.0;False
3.0;0.0;0.0;False
5.0;0.0;0.0;False
3.0;0.0;0.0;False
21.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
4.0;345.0;0.0;False
3.0;0.0;0.0;False
5.0;0.0;0.0;False
3.0;0.0;0.0;False
38.0;0.0;0.0;False
29.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
4.0;304.0;0.0;False
3.0;0.0;0.0;False
4.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
4.0;326.0;0.0;False
3.0;0.0;0.0;False
4.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;143.0;0.0;False
3.0;0.0;0.0;False
4.0;0.0;0.0;False
3.0;0.0;0.0;False
21.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
13.0;0.0;0.0;False
15.0;0.0;0.0;False
4.0;775.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
5.0;0.0;0.0;False
3.0;0.0;0.0;False
44.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
4.0;639.0;0.0;False
16.0;0.0;0.0;False
3.0;0.0;0.0;False
5.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
13.0;291.0;0.0;False
10.0;0.0;0.0;False
7.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
25.0;0.0;0.0;False
15.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
8.0;456.0;0.0;False
4.0;0.0;0.0;False
5.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
30.0;0.0;0.0;False
9.0;0.0;0.0;False
0.0;0.0;0.0;False
4.0;462.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
4.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
14.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
4.0;299.0;0.0;False
4.0;0.0;0.0;False
6.0;0.0;0.0;False
4.0;0.0;0.0;False
0.0;0.0;0.0;False
25.0;0.0;0.0;False
0.0;0.0;0.0;False
4.0;191.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
4.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
12.0;0.0;0.0;False
0.0;0.0;0.0;False
4.0;293.0;0.0;False
3.0;0.0;0.0;False
4.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
13.0;0.0;0.0;False
5.0;0.0;0.0;False
0.0;0.0;0.0;False
4.0;310.0;0.0;False
3.0;0.0;0.0;False
5.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
12.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
8.0;898.0;0.0;False
4.0;0.0;0.0;False
5.0;0.0;0.0;False
3.0;0.0;0.0;False
86.0;0.0;0.0;False
0.0;0.0;0.0;False
111.0;0.0;0.0;False
7.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
8.0;0.0;0.0;False
0.0;0.0;0.0;False
17.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
57.0;0.0;0.0;False
71.0;369.0;0.0;False
15.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
4.0;0.0;0.0;False
4.0;64.0;0.0;False
0.0;0.0;0.0;False
9.0;76.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;328.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
38.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;166.0;0.0;False
3.0;0.0;0.0;False
8.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;112.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;True
0.0;0.0;0.0;True
0.0;0.0;0.0;True
0.0;0.0;0.0;True
0.0;0.0;0.0;True
0.0;0.0;0.0;True
0.0;0.0;0.0;True
3.0;0.0;0.0;True
3.0;0.0;0.0;True
3.0;0.0;0.0;True
3.0;0.0;0.0;True
3.0;0.0;0.0;True
0.0;0.0;0.0;True
0.0;0.0;0.0;True
3.0;0.0;0.0;False
34.0;0.0;0.0;True
45.0;551.0;0.0;True
0.0;0.0;0.0;False
15.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;394.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
7.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
4.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
14.0;0.0;0.0;False
10.0;98.0;0.0;False
11.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
30.0;0.0;0.0;False
3.0;0.0;0.0;False
14.0;0.0;0.0;False
11.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
24.0;0.0;0.0;False
4.0;0.0;0.0;False
11.0;0.0;0.0;False
11.0;333.0;0.0;False
12.0;0.0;0.0;False
13.0;0.0;0.0;False
10.0;0.0;0.0;False
0.0;0.0;0.0;False
11.0;0.0;0.0;False
22.0;0.0;0.0;False
5.0;0.0;0.0;False
20.0;0.0;0.0;False
3.0;280.0;0.0;False
3.0;0.0;0.0;False
23.0;0.0;0.0;False
22.0;0.0;0.0;False
11.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
11.0;0.0;0.0;False
30.0;0.0;0.0;False
11.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
43.0;0.0;0.0;False
3.0;0.0;0.0;False
12.0;0.0;0.0;False
16.0;498.0;0.0;False
16.0;0.0;0.0;False
12.0;0.0;0.0;False
12.0;0.0;0.0;False
11.0;0.0;0.0;False
16.0;0.0;0.0;False
12.0;0.0;0.0;False
11.0;0.0;0.0;False
10.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
21.0;0.0;0.0;False
3.0;0.0;0.0;False
18.0;0.0;0.0;False
11.0;0.0;0.0;False
23.0;0.0;0.0;False
3.0;0.0;0.0;False
4.0;0.0;0.0;False
3.0;0.0;0.0;False
17.0;0.0;0.0;False
11.0;299.0;0.0;False
11.0;0.0;0.0;False
5.0;0.0;0.0;False
0.0;0.0;0.0;False
12.0;0.0;0.0;False
14.0;0.0;0.0;False
10.0;108.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
14.0;0.0;0.0;False
10.0;98.0;0.0;False
11.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;339.0;0.0;False
0.0;0.0;0.0;False
242.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
4.0;0.0;0.0;False
4.0;0.0;0.0;False
384.0;0.0;0.0;False
4.0;0.0;0.0;False
4.0;0.0;0.0;False
5.0;567.0;0.0;False
0.0;0.0;0.0;False
11.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;201.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
36.0;0.0;0.0;False
15.0;0.0;0.0;False
35.0;0.0;0.0;False
16.0;0.0;0.0;False
3.0;0.0;0.0;False
20.0;0.0;0.0;False
20.0;0.0;0.0;False
21.0;0.0;0.0;False
31.0;0.0;0.0;False
15.0;0.0;0.0;False
3.0;0.0;0.0;False
26.0;0.0;0.0;False
15.0;0.0;0.0;False
3.0;0.0;0.0;False
4.0;0.0;0.0;False
15.0;0.0;0.0;False
4.0;0.0;0.0;False
4.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
4.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
15.0;0.0;0.0;False
4.0;0.0;0.0;False
4.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
15.0;0.0;0.0;False
15.0;0.0;0.0;False
10.0;0.0;0.0;False
21.0;0.0;0.0;False
3.0;0.0;0.0;False
24.0;0.0;0.0;False
10.0;0.0;0.0;False
10.0;0.0;0.0;False
10.0;0.0;0.0;False
10.0;0.0;0.0;False
10.0;0.0;0.0;False
11.0;0.0;0.0;False
10.0;0.0;0.0;False
13.0;0.0;0.0;False
10.0;0.0;0.0;False
10.0;0.0;0.0;False
13.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
5.0;0.0;0.0;False
5.0;0.0;0.0;False
3.0;0.0;0.0;False
10.0;0.0;0.0;False
13.0;0.0;0.0;False
9.0;0.0;0.0;False
17.0;0.0;0.0;False
25.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
11.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;483.0;0.0;False
10.0;0.0;0.0;False
11.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
12.0;0.0;0.0;False
3.0;0.0;0.0;False
16.0;0.0;0.0;False
3.0;0.0;0.0;False
11.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;111.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
25.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;216.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
4.0;0.0;0.0;False
4.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
12.0;0.0;0.0;False
3.0;82.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
15.0;0.0;0.0;False
13.0;0.0;0.0;False
5.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
17.0;0.0;0.0;False
4.0;0.0;0.0;False
4.0;0.0;0.0;False
5.0;0.0;0.0;False
3.0;0.0;0.0;False
5.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;724.0;0.0;False
3.0;0.0;0.0;False
4.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
4.0;0.0;0.0;False
5.0;0.0;0.0;False
0.0;0.0;0.0;False
4.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
4.0;0.0;0.0;False
4.0;0.0;0.0;False
5.0;0.0;0.0;False
5.0;0.0;0.0;False
4.0;0.0;0.0;False
5.0;0.0;0.0;False
5.0;0.0;0.0;False
5.0;0.0;0.0;False
4.0;0.0;0.0;False
5.0;0.0;0.0;False
5.0;0.0;0.0;False
5.0;0.0;0.0;False
3.0;0.0;0.0;False
4.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
11.0;0.0;0.0;False
0.0;0.0;0.0;False
12.0;0.0;0.0;False
14.0;0.0;0.0;False
10.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
20.0;0.0;0.0;False
5.0;195.0;0.0;False
0.0;0.0;0.0;False
6.0;0.0;0.0;False
6.0;0.0;0.0;False
6.0;0.0;0.0;False
6.0;0.0;0.0;False
15.0;0.0;0.0;False
10.0;0.0;0.0;False
10.0;0.0;0.0;False
10.0;0.0;0.0;False
16.0;0.0;0.0;False
10.0;0.0;0.0;False
10.0;0.0;0.0;False
10.0;0.0;0.0;False
20.0;932.0;0.0;False
10.0;0.0;0.0;False
10.0;0.0;0.0;False
10.0;0.0;0.0;False
10.0;0.0;0.0;False
11.0;0.0;0.0;False
10.0;0.0;0.0;False
10.0;0.0;0.0;False
10.0;0.0;0.0;False
10.0;0.0;0.0;False
10.0;0.0;0.0;False
10.0;0.0;0.0;False
14.0;0.0;0.0;False
14.0;0.0;0.0;False
10.0;0.0;0.0;False
10.0;0.0;0.0;False
10.0;0.0;0.0;False
10.0;0.0;0.0;False
10.0;0.0;0.0;False
10.0;0.0;0.0;False
6.0;0.0;0.0;False
27.0;0.0;0.0;False
6.0;0.0;0.0;False
26.0;0.0;0.0;False
3.0;0.0;0.0;False
6.0;0.0;0.0;False
27.0;0.0;0.0;False
27.0;0.0;0.0;False
27.0;0.0;0.0;False
6.0;0.0;0.0;False
6.0;0.0;0.0;False
27.0;0.0;0.0;False
6.0;0.0;0.0;False
6.0;0.0;0.0;False
6.0;0.0;0.0;False
6.0;0.0;0.0;False
0.0;0.0;0.0;False
10.0;100.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;430.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
6.0;0.0;0.0;False
6.0;0.0;0.0;False
12.0;0.0;0.0;False
3.0;0.0;0.0;False
5.0;0.0;0.0;False
30.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
15.0;0.0;0.0;False
3.0;0.0;0.0;False
4.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
4.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
4.0;0.0;0.0;False
4.0;0.0;0.0;False
3.0;572.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
4.0;133.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;83.0;0.0;False
0.0;0.0;0.0;False
13.0;0.0;0.0;False
3.0;148.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
4.0;0.0;0.0;False
4.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
5.0;0.0;0.0;False
35.0;0.0;0.0;False
0.0;0.0;0.0;False
21.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;644.0;0.0;False
10.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
8.0;0.0;0.0;False
4.0;0.0;0.0;False
4.0;0.0;0.0;False
4.0;0.0;0.0;False
4.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
4.0;0.0;0.0;False
4.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
4.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
7.0;0.0;0.0;False
14.0;193.0;0.0;False
10.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
18.0;0.0;0.0;False
0.0;0.0;0.0;False
35.0;0.0;0.0;False
20.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
11.0;0.0;0.0;False
3.0;220.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
7.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
32.0;0.0;0.0;False
28.0;0.0;0.0;False
3.0;0.0;0.0;False
22.0;0.0;0.0;False
3.0;0.0;0.0;False
23.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
13.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;104.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;75.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;52.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;104.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
13.0;0.0;0.0;False
6.0;0.0;0.0;False
13.0;0.0;0.0;False
13.0;0.0;0.0;False
13.0;0.0;0.0;False
11.0;0.0;0.0;False
25.0;0.0;0.0;False
4.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
21.0;0.0;0.0;False
4.0;0.0;0.0;False
17.0;0.0;0.0;False
4.0;0.0;0.0;False
17.0;0.0;0.0;False
5.0;0.0;0.0;False
3.0;0.0;0.0;False
20.0;0.0;0.0;False
4.0;0.0;0.0;False
3.0;0.0;0.0;False
8.0;0.0;0.0;False
8.0;0.0;0.0;False
8.0;0.0;0.0;False
8.0;0.0;0.0;False
8.0;0.0;0.0;False
3.0;869.0;0.0;False
0.0;0.0;0.0;True
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
6.0;0.0;0.0;False
0.0;0.0;0.0;False
70.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
7.0;0.0;0.0;False
5.0;0.0;0.0;False
18.0;0.0;0.0;False
0.0;0.0;0.0;False
18.0;0.0;0.0;False
0.0;0.0;0.0;False
18.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
11.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
11.0;0.0;0.0;False
0.0;0.0;0.0;False
6.0;0.0;0.0;False
21.0;0.0;0.0;False
5.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
28.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;103.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
3.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
16.0;0.0;0.0;False
8.0;0.0;0.0;False
33.0;110.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
4.0;0.0;0.0;False
59.0;0.0;0.0;False
37.0;0.0;0.0;False
25.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
13.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
14.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
0.0;0.0;0.0;False
3.0;846.0;0.0;False
4.0;0.0;0.0;False
0.0;0.0;0.0;False
