MethodLength_75%;blame_merge_blame_getEffort_min;blamemerge_blamegetVolume_std;blame_merge_blame_getVolume_std;blame_merge_blame_getDifficulty_min;blame_merge_blame_getDifficulty_std;AnonymousInnerClassLength_50%;AnonymousInnerClassLength_25%;FileLength_max;blame_merge_blame_getVocabulary_min;blame_merge_blame_getEffort_std;blamemerge_blamegetLength_std;blame_merge_blame_getVolume_max;blamemerge_blamegetVocabulary_std;MethodLength_min;blamemerge_blamegetVolume_mean;blamemerge_blamegetVocabulary_max;FileLength_count;blame_merge_blame_getDifficulty_max;blame_merge_blame_getEffort_max;blame_merge_blame_getVolume_min;blame_merge_blame_getVocabulary_max;Volume;blame_merge_blame_getLength_std;Effort;MethodLength_25%;blamemerge_blamegetLength_max;AnonymousInnerClassLength_75%;AnonymousInnerClassLength_min;Difficulty;blamemerge_blamegetLength_mean;MethodLength_50%;MethodLength_max;FileLength_25%;blamemerge_blamegetDifficulty_count;FileLength_min;AnonymousInnerClassLength_max;blame_merge_blame_getLength_min;FileLength_75%;Bugged;blame_merge_blame_getLength_mean;Vocabulary;blame_merge_blame_getVocabulary_mean;MethodLength_mean;blamemerge_blamegetVocabulary_mean;TotalNumberOfOperands;blamemerge_blamegetDifficulty_mean;MethodLength_std;blame_merge_blame_getVocabulary_std;blame_merge_blame_getEffort_count;FileLength_50%;blamemerge_blamegetEffort_max;blamemerge_blamegetLength_count;blame_merge_blame_getVolume_mean;NumberOfDistinctOperands;blamemerge_blamegetVolume_max;blamemerge_blamegetDifficulty_max;blame_merge_blame_getLength_count;blame_merge_blame_getLength_max;NumberOfDistinctOperators;TotalNumberOfOperators;blamemerge_blamegetVocabulary_count;blamemerge_blamegetDifficulty_std;AnonymousInnerClassLength_mean;MethodLength_count;AnonymousInnerClassLength_count;blamemerge_blamegetVolume_count;blamemerge_blamegetEffort_mean;blame_merge_blame_getDifficulty_mean;blame_merge_blame_getVocabulary_count;FileLength_mean;AnonymousInnerClassLength_std;Length;FileLength_std;blamemerge_blamegetEffort_std;blamemerge_blamegetEffort_count;blame_merge_blame_getDifficulty_count;blame_merge_blame_getEffort_mean;blame_merge_blame_getVolume_count
3.0;0.0;19.95351983320135;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4077518772779545;0.0;4.288107483275343;3.0;11.396850078059492;18.0;3.0;0.0;0.0;0.0;0.0;32932.79835057965;0.0;4675785.267856789;3.0;37.0;0.0;0.0;141.9795918367347;3.793284469096672;3.0;3.0;0.0;20192.0;0.0;0.0;0.0;0.0;True;0.0;232.0;0.0;3.0;3.35949881141046;1546.0;1.034126040801952;0.0;0.0;0.0;0.0;938.072722066953;20192.0;0.0;196.0;154.28722505336555;7.5;0.0;0.0;36.0;2645.0;20192.0;1.5463276702040096;0.0;3.0;3.0;20192.0;39.60305756995695;0.0;0.0;0.0;0.0;4191.0;0.0;96.75617197624098;20192.0;0.0;0.0;0.0
3.0;0.0;19.95351983320135;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4077518772779545;0.0;4.288107483275343;3.0;11.396850078059492;18.0;2.0;0.0;0.0;0.0;0.0;32932.79835057965;0.0;4675785.267856789;3.0;37.0;0.0;0.0;141.9795918367347;3.793284469096672;3.0;3.0;0.0;20192.0;0.0;0.0;0.0;0.0;True;0.0;232.0;0.0;3.0;3.35949881141046;1546.0;1.034126040801952;0.0;0.0;0.0;0.0;938.072722066953;20192.0;0.0;196.0;154.28722505336555;7.5;0.0;0.0;36.0;2645.0;20192.0;1.5463276702040096;0.0;2.0;2.0;20192.0;39.60305756995695;0.0;0.0;0.0;0.0;4191.0;0.0;96.75617197624098;20192.0;0.0;0.0;0.0
3.0;0.0;19.95351983320135;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4077518772779545;0.0;4.288107483275343;3.0;11.396850078059492;18.0;1.0;0.0;0.0;0.0;0.0;32932.79835057965;0.0;4675785.267856789;3.0;37.0;0.0;0.0;141.9795918367347;3.793284469096672;3.0;3.0;0.0;20192.0;0.0;0.0;0.0;0.0;True;0.0;232.0;0.0;3.0;3.35949881141046;1546.0;1.034126040801952;0.0;0.0;0.0;0.0;938.072722066953;20192.0;0.0;196.0;154.28722505336555;7.5;0.0;0.0;36.0;2645.0;20192.0;1.5463276702040096;0.0;1.0;1.0;20192.0;39.60305756995695;0.0;0.0;0.0;0.0;4191.0;0.0;96.75617197624098;20192.0;0.0;0.0;0.0
3.0;0.0;19.95351983320135;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4077518772779545;0.0;4.288107483275343;3.0;11.396850078059492;18.0;2.0;0.0;0.0;0.0;0.0;32932.79835057965;0.0;4675785.267856789;3.0;37.0;0.0;0.0;141.9795918367347;3.793284469096672;3.0;3.0;0.0;20192.0;0.0;0.0;0.0;0.0;True;0.0;232.0;0.0;3.0;3.35949881141046;1546.0;1.034126040801952;0.0;0.0;0.0;0.0;938.072722066953;20192.0;0.0;196.0;154.28722505336555;7.5;0.0;0.0;36.0;2645.0;20192.0;1.5463276702040096;0.0;2.0;2.0;20192.0;39.60305756995695;0.0;0.0;0.0;0.0;4191.0;0.0;96.75617197624098;20192.0;0.0;0.0;0.0
3.0;0.0;19.95351983320135;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4077518772779545;0.0;4.288107483275343;3.0;11.396850078059492;18.0;2.0;0.0;0.0;0.0;0.0;32932.79835057965;0.0;4675785.267856789;3.0;37.0;0.0;0.0;141.9795918367347;3.793284469096672;3.0;3.0;0.0;20192.0;0.0;0.0;0.0;0.0;True;0.0;232.0;0.0;3.0;3.35949881141046;1546.0;1.034126040801952;0.0;0.0;0.0;0.0;938.072722066953;20192.0;0.0;196.0;154.28722505336555;7.5;0.0;0.0;36.0;2645.0;20192.0;1.5463276702040096;0.0;2.0;2.0;20192.0;39.60305756995695;0.0;0.0;0.0;0.0;4191.0;0.0;96.75617197624098;20192.0;0.0;0.0;0.0
0.0;0.0;19.95351983320135;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4077518772779545;0.0;4.288107483275343;0.0;11.396850078059492;18.0;1.0;0.0;0.0;0.0;0.0;32932.79835057965;0.0;4675785.267856789;0.0;37.0;0.0;0.0;141.9795918367347;3.793284469096672;0.0;0.0;0.0;20192.0;0.0;0.0;0.0;0.0;True;0.0;232.0;0.0;0.0;3.35949881141046;1546.0;1.034126040801952;0.0;0.0;0.0;0.0;938.072722066953;20192.0;0.0;196.0;154.28722505336555;7.5;0.0;0.0;36.0;2645.0;20192.0;1.5463276702040096;0.0;1.0;1.0;20192.0;39.60305756995695;0.0;0.0;0.0;0.0;4191.0;0.0;96.75617197624098;20192.0;0.0;0.0;0.0
0.0;0.0;19.95351983320135;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4077518772779545;0.0;4.288107483275343;0.0;11.396850078059492;18.0;1.0;0.0;0.0;0.0;0.0;32932.79835057965;0.0;4675785.267856789;0.0;37.0;0.0;0.0;141.9795918367347;3.793284469096672;0.0;0.0;0.0;20192.0;0.0;0.0;0.0;0.0;True;0.0;232.0;0.0;0.0;3.35949881141046;1546.0;1.034126040801952;0.0;0.0;0.0;0.0;938.072722066953;20192.0;0.0;196.0;154.28722505336555;7.5;0.0;0.0;36.0;2645.0;20192.0;1.5463276702040096;0.0;1.0;1.0;20192.0;39.60305756995695;0.0;0.0;0.0;0.0;4191.0;0.0;96.75617197624098;20192.0;0.0;0.0;0.0
6.0;0.0;19.95351983320135;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4077518772779545;0.0;4.288107483275343;3.0;11.396850078059492;18.0;2.0;0.0;0.0;0.0;0.0;32932.79835057965;0.0;4675785.267856789;4.0;37.0;0.0;0.0;141.9795918367347;3.793284469096672;5.0;7.0;0.0;20192.0;0.0;0.0;0.0;0.0;True;0.0;232.0;0.0;5.0;3.35949881141046;1546.0;1.034126040801952;2.8284271247461903;0.0;0.0;0.0;938.072722066953;20192.0;0.0;196.0;154.28722505336555;7.5;0.0;0.0;36.0;2645.0;20192.0;1.5463276702040096;0.0;2.0;2.0;20192.0;39.60305756995695;0.0;0.0;0.0;0.0;4191.0;0.0;96.75617197624098;20192.0;0.0;0.0;0.0
4.0;0.0;18.3526745909358;0.0;0.0;0.0;0.0;0.0;71.0;0.0;0.0;5.196206783441912;0.0;3.9857413303764315;3.0;15.565597319734588;14.0;7.0;0.0;0.0;0.0;0.0;1568.9920207573734;0.0;43931.77658120645;3.0;20.0;0.0;0.0;28.0;5.307262569832402;4.0;4.0;0.0;179.0;0.0;0.0;0.0;0.0;False;0.0;50.0;0.0;3.571428571428572;4.575418994413408;119.0;1.475558659217877;0.5345224838248487;0.0;0.0;0.0;426.6105375858177;179.0;0.0;34.0;76.14709844115208;7.0;0.0;0.0;16.0;159.0;179.0;1.8873227190115285;0.0;7.0;7.0;179.0;53.81166426250164;0.0;0.0;10.142857142857142;0.0;278.0;26.835477583655127;111.61345816708693;179.0;0.0;0.0;0.0
3.0;0.0;20.411353368809273;0.0;0.0;0.0;0.0;0.0;50.0;0.0;0.0;5.7712540153667335;0.0;4.3018800711764245;3.0;15.166840479114606;13.0;3.0;0.0;0.0;0.0;0.0;851.9861527990441;0.0;20277.27043661725;3.0;20.0;0.0;0.0;23.8;5.029850746268656;3.0;3.0;0.0;134.0;0.0;0.0;0.0;25.0;False;0.0;42.0;0.0;3.0;4.111940298507463;70.0;1.3772388059701492;0.0;0.0;0.0;0.0;426.6105375858177;134.0;0.0;25.0;74.00879436282185;7.0;0.0;0.0;17.0;88.0;134.0;2.127059953975459;0.0;3.0;3.0;134.0;60.18014990283104;0.0;0.0;16.666666666666668;0.0;158.0;28.867513459481287;128.252354012497;134.0;0.0;0.0;0.0
3.0;0.0;17.755810518841642;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.032332373187615;0.0;4.1754800178326565;3.0;11.583623521970784;13.0;1.0;0.0;0.0;0.0;0.0;6285.7888793080665;0.0;672639.850363649;3.0;24.0;0.0;0.0;107.0096153846154;3.9554973821989527;3.0;3.0;0.0;3056.0;0.0;0.0;0.0;0.0;False;0.0;83.0;0.0;3.0;3.5412303664921465;359.0;1.125512652705061;0.0;0.0;0.0;0.0;899.2068515082854;3056.0;0.0;52.0;88.8105532353862;10.125;0.0;0.0;31.0;627.0;3056.0;1.7980862386255865;0.0;1.0;1.0;3056.0;43.3011181435433;0.0;0.0;0.0;0.0;986.0;0.0;106.45479184543949;3056.0;0.0;0.0;0.0
6.5;0.0;17.755810518841642;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.032332373187615;0.0;4.1754800178326565;5.0;11.583623521970784;13.0;6.0;0.0;0.0;0.0;0.0;6285.7888793080665;0.0;672639.850363649;5.0;24.0;0.0;0.0;107.0096153846154;3.9554973821989527;5.0;8.0;0.0;3056.0;0.0;0.0;0.0;0.0;False;0.0;83.0;0.0;5.833333333333332;3.5412303664921465;359.0;1.125512652705061;1.3291601358251257;0.0;0.0;0.0;899.2068515082854;3056.0;0.0;52.0;88.8105532353862;10.125;0.0;0.0;31.0;627.0;3056.0;1.7980862386255865;0.0;6.0;6.0;3056.0;43.3011181435433;0.0;0.0;0.0;0.0;986.0;0.0;106.45479184543949;3056.0;0.0;0.0;0.0
3.0;0.0;17.755810518841642;0.0;0.0;0.0;0.0;0.0;265.0;0.0;0.0;5.032332373187615;0.0;4.1754800178326565;3.0;11.583623521970784;13.0;10.0;0.0;0.0;0.0;0.0;6285.7888793080665;0.0;672639.850363649;3.0;24.0;0.0;0.0;107.0096153846154;3.9554973821989527;3.0;7.0;0.0;3056.0;0.0;0.0;0.0;0.0;False;0.0;83.0;0.0;3.4;3.5412303664921465;359.0;1.125512652705061;1.2649110640673518;0.0;0.0;0.0;899.2068515082854;3056.0;0.0;52.0;88.8105532353862;10.125;0.0;0.0;31.0;627.0;3056.0;1.7980862386255865;0.0;10.0;10.0;3056.0;43.3011181435433;0.0;0.0;26.5;0.0;986.0;83.80035799446205;106.45479184543949;3056.0;0.0;0.0;0.0
3.0;0.0;17.755810518841642;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.032332373187615;0.0;4.1754800178326565;3.0;11.583623521970784;13.0;5.0;0.0;0.0;0.0;0.0;6285.7888793080665;0.0;672639.850363649;3.0;24.0;0.0;0.0;107.0096153846154;3.9554973821989527;3.0;3.0;0.0;3056.0;0.0;0.0;0.0;0.0;False;0.0;83.0;0.0;3.0;3.5412303664921465;359.0;1.125512652705061;0.0;0.0;0.0;0.0;899.2068515082854;3056.0;0.0;52.0;88.8105532353862;10.125;0.0;0.0;31.0;627.0;3056.0;1.7980862386255865;0.0;5.0;5.0;3056.0;43.3011181435433;0.0;0.0;0.0;0.0;986.0;0.0;106.45479184543949;3056.0;0.0;0.0;0.0
5.0;0.0;17.755810518841642;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.032332373187615;0.0;4.1754800178326565;3.0;11.583623521970784;13.0;4.0;0.0;0.0;0.0;0.0;6285.7888793080665;0.0;672639.850363649;4.5;24.0;0.0;0.0;107.0096153846154;3.9554973821989527;5.0;5.0;0.0;3056.0;0.0;0.0;0.0;0.0;False;0.0;83.0;0.0;4.5;3.5412303664921465;359.0;1.125512652705061;1.0;0.0;0.0;0.0;899.2068515082854;3056.0;0.0;52.0;88.8105532353862;10.125;0.0;0.0;31.0;627.0;3056.0;1.7980862386255865;0.0;4.0;4.0;3056.0;43.3011181435433;0.0;0.0;0.0;0.0;986.0;0.0;106.45479184543949;3056.0;0.0;0.0;0.0
3.0;0.0;15.267437565923851;0.0;0.0;0.0;0.0;0.0;39.0;0.0;0.0;4.5588075245489295;0.0;3.601056974838414;3.0;7.292722648788726;13.0;2.0;0.0;0.0;0.0;0.0;506.6526501413466;0.0;8613.095052402892;3.0;17.0;0.0;0.0;17.0;2.5128205128205128;3.0;3.0;9.75;39.0;0.0;0.0;0.0;29.25;False;0.0;36.0;0.0;3.0;2.0769230769230766;38.0;0.7200854700854702;0.0;0.0;0.0;19.5;424.62545765669034;39.0;0.0;19.0;62.90747520839857;6.75;0.0;0.0;17.0;60.0;39.0;1.5621256486628168;0.0;2.0;2.0;39.0;27.70049629066647;0.0;0.0;19.5;0.0;98.0;27.577164466275352;80.78267480670837;39.0;0.0;0.0;0.0
4.0;0.0;20.397124160762946;0.0;0.0;0.0;0.0;0.0;65.0;0.0;0.0;5.576421319771774;0.0;4.013505402627642;3.0;16.661488244590476;15.0;5.0;0.0;0.0;0.0;0.0;1689.7365340961442;0.0;51067.59303046124;4.0;29.0;0.0;0.0;30.222222222222214;5.616216216216216;4.0;4.0;0.0;185.0;0.0;0.0;0.0;0.0;False;0.0;53.0;0.0;3.8;4.778378378378378;128.0;1.5695945945945946;0.4472135954999579;0.0;0.0;0.0;644.39276761318;185.0;0.0;36.0;113.29982727264704;7.0;0.0;0.0;17.0;167.0;185.0;1.878284126905104;0.0;5.0;5.0;185.0;58.20091628704876;0.0;0.0;13.0;0.0;295.0;29.068883707497267;120.34904621426169;185.0;0.0;0.0;0.0
4.5;0.0;32.79103481232795;0.0;0.0;0.0;0.0;0.0;45.0;0.0;0.0;8.911064510319221;0.0;4.803407881153471;3.0;17.29422441015693;15.0;3.0;0.0;0.0;0.0;0.0;1328.8775454586626;0.0;27583.187970601426;3.0;32.0;0.0;0.0;20.75675675675676;5.155555555555557;3.0;6.0;0.0;45.0;0.0;0.0;0.0;22.5;False;0.0;53.0;0.0;4.0;3.1333333333333333;96.0;1.1117989417989418;1.7320508075688772;0.0;0.0;0.0;984.5364300933467;45.0;0.0;37.0;118.41407098051495;9.0;0.0;0.0;16.0;136.0;45.0;2.2712818817129627;0.0;3.0;3.0;45.0;87.72755280025841;0.0;0.0;15.0;0.0;232.0;25.980762113533157;217.4920404094512;45.0;0.0;0.0;0.0
0.0;0.0;5.270912649575075;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.8775369683972296;0.0;1.4603065309756231;0.0;1.1484633772053836;7.0;0.0;0.0;0.0;0.0;0.0;25.266194298518442;0.0;25.266194298518442;0.0;9.0;0.0;0.0;1.0;0.4090909090909091;0.0;0.0;0.0;330.0;0.0;0.0;0.0;0.0;False;0.0;7.0;0.0;0.0;0.3181818181818182;5.0;0.045454545454545456;0.0;0.0;0.0;0.0;25.266194298518442;330.0;0.0;5.0;25.266194298518442;1.0;0.0;0.0;2.0;4.0;330.0;0.20861521871080327;0.0;0.0;0.0;330.0;1.1484633772053836;0.0;0.0;0.0;0.0;9.0;0.0;5.270912649575075;330.0;0.0;0.0;0.0
14.0;0.0;19.076602127470508;0.0;0.0;0.0;0.0;0.0;70.0;0.0;0.0;5.684111166310897;0.0;4.421023535742446;8.0;22.01988367195532;15.0;2.0;0.0;0.0;0.0;0.0;1987.0250770012647;0.0;55063.52184536196;10.0;17.0;0.0;0.0;27.711538461538463;6.969111969111968;12.0;16.0;17.5;259.0;0.0;0.0;0.0;52.5;False;0.0;74.0;0.0;12.0;5.652509652509653;131.0;1.5990990990990992;5.656854249492381;0.0;0.0;35.0;265.66856050137926;259.0;0.0;52.0;66.41714012534482;4.666666666666667;0.0;0.0;22.0;189.0;259.0;1.5243301162259657;0.0;2.0;2.0;259.0;57.29273136390227;0.0;0.0;35.0;0.0;320.0;49.49747468305833;61.21841650621428;259.0;0.0;0.0;0.0
5.5;0.0;24.73370339286739;0.0;0.0;0.0;0.0;0.0;360.0;0.0;0.0;6.646830415736824;0.0;4.4598110359902945;0.0;18.30676979015597;16.0;27.0;0.0;0.0;0.0;0.0;13154.94941045283;0.0;905485.88906081;3.0;32.0;0.0;0.0;68.83233532934132;5.926147704590818;3.0;33.0;0.0;1002.0;0.0;6.0;0.0;0.0;False;0.0;205.0;0.0;6.666666666666668;4.680638722554892;605.0;1.336974265754206;8.584422385478693;0.0;0.0;0.0;676.8687956891757;1002.0;0.0;167.0;125.0204990594726;8.25;0.0;0.0;38.0;1108.0;1002.0;1.4975539066682633;0.2222222222222222;27.0;27.0;1002.0;54.12919403296411;0.0;0.0;13.333333333333336;1.1547005383792517;1713.0;69.2820323027551;100.27393130138323;1002.0;0.0;0.0;0.0
11.0;0.0;20.451234357977235;0.0;0.0;0.0;0.0;0.0;319.0;0.0;0.0;5.477763901337664;0.0;4.8970539618028885;3.0;24.503281326700268;15.0;21.0;0.0;0.0;0.0;0.0;12980.135582425237;0.0;839871.9174339047;3.0;22.0;0.0;0.0;64.70440251572327;7.512071156289707;5.0;40.0;0.0;787.0;0.0;0.0;0.0;0.0;False;0.0;191.0;0.0;8.523809523809524;6.745870393900889;643.0;1.8890830156713256;8.465335478402778;0.0;0.0;0.0;542.5480763932085;787.0;0.0;159.0;77.70923408096293;7.5;0.0;0.0;32.0;1070.0;787.0;1.6576809922749531;0.0;21.0;21.0;787.0;76.08530895583097;0.0;0.0;15.190476190476188;0.0;1713.0;69.61150698528154;93.5272365689597;787.0;0.0;0.0;0.0
13.5;0.0;20.40823891855453;0.0;0.0;0.0;0.0;0.0;76.0;0.0;0.0;5.8192059505345615;0.0;4.478721622117304;12.0;17.60379223899546;15.0;2.0;0.0;0.0;0.0;0.0;2870.9099170348054;0.0;101418.01337351216;12.5;23.0;0.0;0.0;35.32608695652174;5.7631578947368425;13.0;14.0;19.0;76.0;0.0;0.0;0.0;57.0;False;0.0;94.0;0.0;13.0;4.684210526315789;195.0;1.0986842105263157;1.4142135623730951;0.0;0.0;38.0;525.4149792439492;76.0;0.0;69.0;87.56916320732489;6.0;0.0;0.0;25.0;243.0;76.0;1.3135131381651854;0.0;2.0;2.0;76.0;41.17623085927325;0.0;0.0;38.0;0.0;438.0;53.74011537017761;78.98983646873248;76.0;0.0;0.0;0.0
7.0;0.0;14.027416047787723;0.0;0.0;0.0;0.0;0.0;49.0;0.0;0.0;4.054308484530279;0.0;3.583179109265945;7.0;6.307771370910733;16.0;1.0;0.0;0.0;0.0;0.0;585.4975673420432;0.0;9458.037626294546;7.0;19.0;0.0;0.0;16.153846153846153;2.163265306122449;7.0;7.0;49.0;294.0;49.0;0.0;0.0;49.0;False;0.0;46.0;0.0;7.0;1.9795918367346936;42.0;0.5433673469387755;0.0;0.0;0.0;49.0;266.0;294.0;0.0;26.0;76.0;3.5;0.0;0.0;20.0;64.0;294.0;1.0323947711857984;0.0;1.0;1.0;294.0;16.30957139294311;0.0;0.0;49.0;0.0;106.0;0.0;44.48595911858008;294.0;0.0;0.0;0.0
8.0;0.0;22.174568239851155;0.0;0.0;0.0;0.0;0.0;377.0;0.0;0.0;6.020273516267995;0.0;4.668468594518258;3.0;19.0777664171075;18.0;27.0;0.0;0.0;0.0;0.0;18789.726566213158;0.0;1537405.0546023122;3.0;24.0;0.0;0.0;81.8215767634855;6.119363395225464;4.0;51.0;0.0;377.0;0.0;0.0;0.0;0.0;True;0.0;283.0;0.0;7.111111111111112;5.0769230769230775;939.0;1.3425413666792976;9.33287544664366;0.0;0.0;0.0;550.4301001903852;377.0;0.0;241.0;100.07820003461548;6.0;0.0;0.0;42.0;1368.0;377.0;1.5041043789453323;0.0;27.0;27.0;377.0;53.95316897865654;0.0;0.0;13.962962962962965;0.0;2307.0;72.553683828163;87.13704440056412;377.0;0.0;0.0;0.0
3.0;0.0;22.174568239851155;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.020273516267995;0.0;4.668468594518258;3.0;19.0777664171075;18.0;1.0;0.0;0.0;0.0;0.0;18789.726566213158;0.0;1537405.0546023122;3.0;24.0;0.0;0.0;81.8215767634855;6.119363395225464;3.0;3.0;0.0;377.0;0.0;0.0;0.0;0.0;True;0.0;283.0;0.0;3.0;5.0769230769230775;939.0;1.3425413666792976;0.0;0.0;0.0;0.0;550.4301001903852;377.0;0.0;241.0;100.07820003461548;6.0;0.0;0.0;42.0;1368.0;377.0;1.5041043789453323;0.0;1.0;1.0;377.0;53.95316897865654;0.0;0.0;0.0;0.0;2307.0;0.0;87.13704440056412;377.0;0.0;0.0;0.0
23.0;0.0;22.174568239851155;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.020273516267995;0.0;4.668468594518258;23.0;19.0777664171075;18.0;1.0;0.0;0.0;0.0;0.0;18789.726566213158;0.0;1537405.0546023122;23.0;24.0;0.0;0.0;81.8215767634855;6.119363395225464;23.0;23.0;0.0;377.0;0.0;0.0;0.0;0.0;True;0.0;283.0;0.0;23.0;5.0769230769230775;939.0;1.3425413666792976;0.0;0.0;0.0;0.0;550.4301001903852;377.0;0.0;241.0;100.07820003461548;6.0;0.0;0.0;42.0;1368.0;377.0;1.5041043789453323;0.0;1.0;1.0;377.0;53.95316897865654;0.0;0.0;0.0;0.0;2307.0;0.0;87.13704440056412;377.0;0.0;0.0;0.0
3.0;0.0;17.94377487249252;0.0;0.0;0.0;0.0;0.0;79.0;0.0;0.0;5.036382890780406;0.0;4.009824533842886;3.0;12.983538082499974;13.0;6.0;0.0;0.0;0.0;0.0;2124.4659499754403;0.0;60856.292803387376;3.0;18.0;0.0;0.0;28.645454545454545;4.57085020242915;3.0;6.0;0.0;494.0;0.0;0.0;0.0;0.0;False;0.0;78.0;0.0;3.5;3.9331983805668016;137.0;1.0416666666666663;1.224744871391589;0.0;0.0;0.0;291.40962780361104;494.0;0.0;55.0;62.269769135471364;5.625;0.0;0.0;23.0;201.0;494.0;1.3896724181600877;0.0;6.0;6.0;494.0;36.111127357305314;0.0;0.0;13.166666666666664;0.0;338.0;32.25161494664518;67.16402388816549;494.0;0.0;0.0;0.0
3.0;0.0;22.669968729091128;0.0;0.0;0.0;0.0;0.0;112.0;0.0;0.0;6.029546080263902;0.0;4.52815970231366;3.0;16.076870183136318;19.0;8.0;0.0;0.0;0.0;0.0;3992.419917106892;0.0;185295.25379984343;3.0;35.0;0.0;0.0;46.411764705882355;5.330324909747293;3.0;6.0;0.0;554.0;0.0;0.0;0.0;0.0;False;0.0;92.0;0.0;3.375;4.3989169675090265;263.0;1.1455548062046257;1.0606601717798212;0.0;0.0;0.0;904.8737253129816;554.0;0.0;68.0;148.67746297052548;7.0;0.0;0.0;24.0;349.0;554.0;1.4773117220560597;0.0;8.0;8.0;554.0;47.76286474075928;0.0;0.0;14.0;0.0;612.0;39.597979746446654;88.32838621411909;554.0;0.0;0.0;0.0
3.0;0.0;28.1551424651928;0.0;0.0;0.0;0.0;0.0;161.0;0.0;0.0;7.2360220790120815;0.0;5.091469238462624;3.0;19.21987484138866;19.0;16.0;0.0;0.0;0.0;0.0;6769.313444458546;0.0;349315.5531175501;3.0;33.0;0.0;0.0;51.602803738317746;5.950310559006209;3.0;8.0;0.0;161.0;0.0;0.0;0.0;0.0;True;0.0;134.0;0.0;3.6875;4.7018633540372665;409.0;1.2417701863354038;1.579820664927932;0.0;0.0;0.0;750.1229943568355;161.0;0.0;107.0;140.1816079436383;6.857142857142858;0.0;0.0;27.0;549.0;161.0;1.6616149385670884;0.0;16.0;16.0;161.0;65.4403890456727;0.0;0.0;10.0625;0.0;958.0;40.25;137.6810947521094;161.0;0.0;0.0;0.0
5.0;0.0;28.1551424651928;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.2360220790120815;0.0;5.091469238462624;5.0;19.21987484138866;19.0;1.0;0.0;0.0;0.0;0.0;6769.313444458546;0.0;349315.5531175501;5.0;33.0;0.0;0.0;51.602803738317746;5.950310559006209;5.0;5.0;0.0;161.0;0.0;0.0;0.0;0.0;True;0.0;134.0;0.0;5.0;4.7018633540372665;409.0;1.2417701863354038;0.0;0.0;0.0;0.0;750.1229943568355;161.0;0.0;107.0;140.1816079436383;6.857142857142858;0.0;0.0;27.0;549.0;161.0;1.6616149385670884;0.0;1.0;1.0;161.0;65.4403890456727;0.0;0.0;0.0;0.0;958.0;0.0;137.6810947521094;161.0;0.0;0.0;0.0
5.25;0.0;13.302573136716257;0.0;0.0;0.0;0.0;0.0;104.0;0.0;0.0;4.004629314451476;0.0;3.433241311003759;3.0;8.889361273182761;15.0;10.0;0.0;0.0;0.0;0.0;3102.303589499325;0.0;112563.31267304985;3.0;19.0;0.0;0.0;36.28378378378378;3.460352422907489;3.0;7.0;0.0;454.0;0.0;0.0;0.0;0.0;True;0.0;104.0;0.0;4.1;3.1189427312775333;179.0;0.7720814977973568;1.7919573407620817;0.0;0.0;0.0;390.6346150031102;454.0;0.0;74.0;72.33974351909447;5.4;0.0;0.0;30.0;284.0;454.0;1.1517795119362362;0.0;10.0;10.0;454.0;19.81778405372244;0.0;0.0;10.4;0.0;463.0;32.887687665751145;38.656477043356226;454.0;0.0;0.0;0.0
3.0;0.0;18.25482839745744;0.0;0.0;0.0;0.0;0.0;103.0;0.0;0.0;5.23313332247858;0.0;4.336568371733398;3.0;13.24046311802028;16.0;11.0;0.0;0.0;0.0;0.0;2913.3930201255453;0.0;81301.87396787849;3.0;19.0;0.0;0.0;27.90625;4.436893203883495;3.0;3.0;0.0;103.0;0.0;0.0;0.0;0.0;True;0.0;83.0;0.0;3.0;3.83495145631068;188.0;1.0173139158576052;0.0;0.0;0.0;0.0;287.09244813244635;103.0;0.0;64.0;72.0;4.2;0.0;0.0;19.0;269.0;103.0;1.3429776251226406;0.0;11.0;11.0;103.0;33.8422349615519;0.0;0.0;9.363636363636363;0.0;457.0;31.055668491509657;57.93766960238636;103.0;0.0;0.0;0.0
