Returns_min;RFC_max;NumberOfMathOperations_std;WMC_CK_min;NumberOfAnonymousClasses_std;NumberOfUniqueWords_min;NumberOfModifiers_min;MaxNumberOfNestedBlocks_50%;NumberOfLogStatements_count;LOCMethod_CK_50%;NumberOfParenthesizedExps_50%;CBO_std;NumberOfUniqueWords_50%;NumberOfTryCatch_50%;NumberOfVariables_std;NumberOfComparisons_75%;RFC_mean;RFC_50%;NumberOfAnonymousClasses_75%;NumberOfInnerClasses_75%;NumberOfParameters_CK_max;Returns_std;MaxNumberOfNestedBlocks_25%;Returns_count;NumberOfLogStatements_75%;NumberOfParenthesizedExps_min;NumberOfNumbers_std;NumberOfLambdas_max;NumberOfLogStatements_max;LOCMethod_CK_max;NumberOfComparisons_std;NumberOfModifiers_mean;NumberOfNumbers_25%;LOCMethod_CK_min;NumberOfMathOperations_max;IsConstructor_top;NumberOfAnonymousClasses_25%;NumberOfAssignments_max;NumberOfAssignments_25%;NumberOfVariables_50%;NumberOfNumbers_mean;NumberOfAnonymousClasses_max;CBO_50%;NumberOfAssignments_std;NumberOfLambdas_mean;NumberOfLambdas_50%;NumberOfStringLiterals_50%;Returns_max;NumberOfInnerClasses_min;NumberOfLoops_25%;NumberOfModifiers_50%;NumberOfNumbers_75%;NumberOfLoops_count;NumberOfMathOperations_25%;NumberOfComparisons_min;NumberOfTryCatch_count;WMC_CK_max;Returns_mean;NumberOfParameters_CK_mean;NumberOfComparisons_50%;NumberOfParameters_CK_75%;NumberOfLogStatements_min;IsConstructor_unique;NumberOfInnerClasses_count;NumberOfParameters_CK_min;NumberOfLambdas_std;NumberOfInnerClasses_50%;NumberOfStringLiterals_mean;NumberOfTryCatch_min;NumberOfComparisons_mean;NumberOfLambdas_count;NumberOfLogStatements_std;WMC_CK_mean;NumberOfParenthesizedExps_25%;NumberOfInnerClasses_max;CBO_count;NumberOfAssignments_75%;NumberOfLambdas_min;NumberOfUniqueWords_count;WMC_CK_25%;NumberOfLambdas_25%;LOCMethod_CK_count;NumberOfAnonymousClasses_count;NumberOfUniqueWords_mean;NumberOfTryCatch_75%;NumberOfTryCatch_25%;RFC_std;WMC_CK_50%;NumberOfLogStatements_mean;NumberOfMathOperations_min;CBO_25%;NumberOfTryCatch_std;NumberOfLoops_std;NumberOfAnonymousClasses_mean;NumberOfParenthesizedExps_std;RFC_min;NumberOfParameters_CK_std;NumberOfUniqueWords_75%;LOCMethod_CK_mean;IsConstructor_freq;MaxNumberOfNestedBlocks_mean;MaxNumberOfNestedBlocks_std;NumberOfParenthesizedExps_75%;NumberOfLoops_min;NumberOfVariables_max;NumberOfStringLiterals_min;LOCMethod_CK_75%;NumberOfVariables_25%;RFC_count;NumberOfMathOperations_count;NumberOfModifiers_max;CBO_max;NumberOfStringLiterals_25%;RFC_25%;NumberOfUniqueWords_std;NumberOfNumbers_min;NumberOfInnerClasses_25%;NumberOfVariables_min;NumberOfAssignments_min;NumberOfAssignments_count;CBO_75%;NumberOfAssignments_mean;NumberOfModifiers_25%;NumberOfParameters_CK_50%;NumberOfParenthesizedExps_max;NumberOfLogStatements_50%;NumberOfStringLiterals_max;NumberOfUniqueWords_25%;WMC_CK_std;MaxNumberOfNestedBlocks_max;NumberOfMathOperations_mean;NumberOfLoops_mean;WMC_CK_75%;LOCMethod_CK_25%;NumberOfVariables_count;NumberOfComparisons_25%;NumberOfMathOperations_75%;NumberOfParenthesizedExps_mean;NumberOfModifiers_75%;NumberOfInnerClasses_std;NumberOfInnerClasses_mean;WMC_CK_count;NumberOfStringLiterals_std;Returns_50%;NumberOfComparisons_max;NumberOfAnonymousClasses_50%;NumberOfVariables_mean;NumberOfLambdas_75%;MaxNumberOfNestedBlocks_min;NumberOfStringLiterals_count;NumberOfTryCatch_max;MaxNumberOfNestedBlocks_count;NumberOfParameters_CK_25%;NumberOfLoops_max;NumberOfNumbers_count;Returns_25%;NumberOfModifiers_count;IsConstructor_count;NumberOfLoops_75%;NumberOfLoops_50%;NumberOfStringLiterals_75%;NumberOfMathOperations_50%;NumberOfUniqueWords_max;CBO_mean;NumberOfParameters_CK_count;NumberOfParenthesizedExps_count;NumberOfComparisons_count;Returns_75%;NumberOfAnonymousClasses_min;NumberOfNumbers_50%;Bugged;MaxNumberOfNestedBlocks_75%;NumberOfAssignments_50%;NumberOfModifiers_std;RFC_75%;NumberOfNumbers_max;NumberOfLogStatements_25%;CBO_min;NumberOfVariables_75%;NumberOfTryCatch_mean;LOCMethod_CK_std
0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;10.0;2.1213203435596424;2.0;0.7071067811865476;15.0;1.0;1.5;2.0;22.0;0.0;1.4142135623730951;23.5;0.5;4.242640687119285;0.75;6.0;6.0;0.75;0.0;3.0;0.0;1.25;2.0;0.75;0.0;0.7071067811865476;0.0;1.0;31.0;0.7071067811865476;5.0;0.25;13.0;4.0;False;0.25;6.0;1.5;3.0;0.5;1.0;2.0;4.242640687119285;0.0;0.0;3.5;1.0;0.0;0.25;5.0;0.75;2.0;1.75;0.0;2.0;4.0;1.0;2.0;0.5;2.5;0.0;1.0;2.0;1.0;0.0;0.0;3.5;0.0;0.5;2.0;0.7071067811865476;3.0;0.0;0.0;2.0;4.5;0.0;2.0;2.5;0.0;2.0;2.0;23.5;0.75;0.25;5.656854249492381;3.0;0.5;1.0;1.5;0.7071067811865476;0.7071067811865476;0.5;0.0;2.0;1.4142135623730951;27.75;22.0;2.0;1.5;0.7071067811865476;0.0;0.0;6.0;1.0;26.5;1.5;2.0;2.0;9.0;3.0;2.25;4.0;12.020815280171306;0.0;0.0;0.0;0.0;2.0;2.5;3.0;3.0;2.0;0.0;0.5;6.0;19.25;1.4142135623730951;2.0;2.5;0.5;3.5;17.5;2.0;0.25;3.25;0.0;7.0;0.0;0.0;2.0;3.5355339059327378;1.0;1.0;0.5;3.0;0.0;1.0;2.0;1.0;2.0;1.5;1.0;2.0;1.0;2.0;2.0;0.75;0.5;4.75;2.5;32.0;2.0;2.0;2.0;2.0;1.0;0.0;0.5;False;1.75;3.0;5.656854249492381;8.0;1.0;0.25;1.0;4.5;0.5;12.727922061357855
0.0;7.0;2.8867513459481287;1.0;0.0;2.0;1.0;0.0;3.0;4.0;0.0;2.8867513459481287;2.0;0.0;1.7320508075688772;0.0;3.333333333333333;2.0;0.0;0.0;2.0;0.0;0.0;3.0;0.0;0.0;1.1547005383792517;0.0;0.0;24.0;0.0;1.6666666666666667;0.0;3.0;5.0;False;0.0;4.0;0.0;0.0;0.6666666666666666;0.0;1.0;2.309401076758504;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;3.0;0.0;0.0;3.0;1.0;0.0;1.3333333333333333;0.0;2.0;0.0;1.0;3.0;0.0;0.0;0.0;5.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;3.0;2.0;0.0;3.0;1.0;0.0;3.0;3.0;8.0;0.0;0.0;3.2145502536643185;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.1547005383792517;11.0;10.333333333333334;3.0;0.0;0.0;0.0;0.0;3.0;0.0;14.0;0.0;3.0;3.0;2.0;6.0;0.0;1.5;10.392304845413264;0.0;0.0;0.0;0.0;3.0;3.5;1.3333333333333333;1.5;2.0;0.0;0.0;15.0;2.0;0.0;0.0;1.6666666666666667;0.0;1.0;3.5;3.0;0.0;2.5;0.0;2.0;0.0;0.0;3.0;8.660254037844387;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;3.0;1.0;0.0;3.0;0.0;3.0;3.0;0.0;0.0;7.5;0.0;20.0;2.6666666666666665;3.0;3.0;3.0;0.0;0.0;0.0;False;0.0;0.0;0.5773502691896257;4.5;2.0;0.0;1.0;1.5;0.0;11.846237095944574
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;20.0;1.2692955176439846;1.0;0.0;7.0;1.0;0.0;9.0;4.0;0.0;2.420973174388992;9.0;0.0;2.6457513110645907;0.0;5.0;1.0;0.0;0.0;2.0;0.0;0.0;9.0;0.0;0.0;3.515837184954831;0.0;0.0;45.0;0.0;1.0;0.0;4.0;3.0;False;0.0;8.0;2.0;0.0;2.1111111111111107;0.0;2.0;2.9627314724385294;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;9.0;0.0;0.0;9.0;1.0;0.0;0.8888888888888888;0.0;2.0;0.0;1.0;9.0;0.0;0.0;0.0;5.777777777777778;0.0;0.0;9.0;0.0;1.0;0.0;0.0;9.0;6.0;0.0;9.0;1.0;0.0;9.0;9.0;14.222222222222221;0.0;0.0;7.466592261534039;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0540925533894598;10.0;13.888888888888891;9.0;0.0;0.0;0.0;0.0;6.0;0.0;8.0;0.0;9.0;9.0;1.0;7.0;0.0;0.0;10.974718422102884;0.0;0.0;0.0;0.0;9.0;4.0;3.555555555555556;1.0;0.0;0.0;0.0;22.0;8.0;0.0;0.0;0.8888888888888888;0.0;1.0;4.0;9.0;0.0;1.0;0.0;1.0;0.0;0.0;9.0;9.404490653110587;0.0;0.0;0.0;1.3333333333333333;0.0;0.0;9.0;0.0;9.0;0.0;0.0;9.0;0.0;9.0;9.0;0.0;0.0;6.0;0.0;34.0;3.111111111111111;9.0;9.0;9.0;0.0;0.0;0.0;False;0.0;2.0;0.0;6.0;9.0;0.0;0.0;0.0;0.0;17.702008674472822
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;1.0;0.0;6.0;1.0;0.0;1.0;3.0;0.0;0.0;6.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;3.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;2.0;0.0;2.0;0.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;6.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;6.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;1.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;1.0;2.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;1.0;3.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;6.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;16.0;1.1850788010532811;1.0;0.24253562503633305;4.0;1.0;0.0;17.0;10.0;0.0;1.7677669529663689;12.0;0.0;1.8109146210426053;0.0;4.647058823529412;4.0;0.0;0.0;2.0;0.24253562503633305;0.0;17.0;0.0;0.0;1.1114378604524224;0.0;0.0;19.0;0.5285941398709244;1.2941176470588236;0.0;3.0;4.0;False;0.0;7.0;0.0;0.0;0.8823529411764706;1.0;3.0;1.8048138245194356;0.0;0.0;1.0;1.0;0.0;0.0;1.0;2.0;17.0;0.0;0.0;17.0;3.0;0.05882352941176471;0.5882352941176471;0.0;1.0;0.0;1.0;17.0;0.0;0.0;0.0;3.2352941176470584;0.0;0.17647058823529413;17.0;0.0;1.7058823529411764;0.0;0.0;17.0;2.0;0.0;17.0;1.0;0.0;17.0;17.0;12.176470588235292;0.0;0.0;4.01467894841213;1.0;0.0;0.0;2.0;0.3321055820775357;0.48507125007266605;0.05882352941176471;0.7859052479933757;0.0;0.7952062255644573;17.0;8.588235294117647;17.0;0.29411764705882354;0.6859943405700354;0.0;0.0;7.0;0.0;11.0;0.0;17.0;17.0;2.0;7.0;0.0;2.0;6.876002600690745;0.0;0.0;0.0;0.0;17.0;4.0;1.4117647058823528;1.0;0.0;2.0;0.0;15.0;6.0;0.9851843661437779;2.0;0.8235294117647058;0.1176470588235294;3.0;4.0;17.0;0.0;2.0;0.35294117647058826;2.0;0.0;0.0;17.0;4.4233670965214085;0.0;2.0;0.0;1.1764705882352942;0.0;0.0;17.0;1.0;17.0;0.0;2.0;17.0;0.0;17.0;17.0;0.0;0.0;4.0;0.0;24.0;3.0;17.0;17.0;17.0;0.0;0.0;0.0;False;0.0;1.0;0.4696682183138622;7.0;3.0;0.0;0.0;2.0;0.1176470588235294;5.1848194704518376
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;11.0;0.7071067811865476;1.0;0.0;5.0;1.0;0.0;10.0;7.0;0.0;1.9888578520235067;12.5;0.0;1.5811388300841898;0.0;5.7;5.0;0.0;0.0;2.0;0.0;0.0;10.0;0.0;0.0;1.563471919941143;0.0;0.0;20.0;0.0;1.2;0.0;4.0;2.0;False;0.0;4.0;2.0;1.5;1.0;0.0;4.5;1.2649110640673518;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;10.0;0.0;0.0;10.0;2.0;0.0;0.4;0.0;0.0;0.0;1.0;10.0;0.0;0.0;0.0;1.4;0.0;0.0;10.0;0.0;1.2;0.0;0.0;10.0;3.5;0.0;10.0;1.0;0.0;10.0;10.0;11.6;0.0;0.0;4.738729318662921;1.0;0.0;0.0;2.25;0.0;0.0;0.0;0.31622776601683794;0.0;0.8432740427115679;13.75;9.8;10.0;0.0;0.0;0.0;0.0;4.0;0.0;16.25;0.0;10.0;10.0;2.0;6.0;0.0;1.25;3.4705106892854323;0.0;0.0;0.0;0.0;10.0;5.0;2.4;1.0;0.0;1.0;0.0;4.0;10.25;0.4216370213557839;0.0;0.5;0.0;1.0;4.5;10.0;0.0;1.0;0.1;1.0;0.0;0.0;10.0;1.6465452046971294;0.0;0.0;0.0;1.5;0.0;0.0;10.0;0.0;10.0;0.0;0.0;10.0;0.0;10.0;10.0;0.0;0.0;2.0;0.0;16.0;3.8;10.0;10.0;10.0;0.0;0.0;0.5;False;0.0;2.0;0.4216370213557839;10.75;5.0;0.0;0.0;2.0;0.0;6.7461923416925424
0.0;8.0;0.0;1.0;0.0;19.0;1.0;0.0;1.0;17.0;0.0;0.0;19.0;0.0;0.0;0.0;8.0;8.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;17.0;0.0;1.0;0.0;17.0;0.0;False;0.0;7.0;7.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;19.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;19.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;7.0;0.0;1.0;1.0;0.0;1.0;1.0;19.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;8.0;0.0;19.0;17.0;1.0;0.0;0.0;0.0;0.0;1.0;19.0;17.0;1.0;1.0;1.0;1.0;2.0;19.0;8.0;0.0;0.0;0.0;1.0;7.0;1.0;2.0;7.0;1.0;0.0;0.0;0.0;19.0;19.0;0.0;0.0;0.0;0.0;1.0;17.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;19.0;0.0;19.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;False;0.0;7.0;0.0;8.0;0.0;0.0;2.0;1.0;0.0;0.0
0.0;20.0;4.242640687119285;1.0;0.0;7.0;1.0;1.5;2.0;19.0;0.0;1.4142135623730951;15.0;0.0;5.656854249492381;0.0;10.5;10.5;0.0;0.0;3.0;0.0;0.75;2.0;0.0;0.0;4.949747468305833;0.0;0.0;32.0;0.0;1.0;6.75;6.0;6.0;False;0.0;8.0;2.0;4.0;8.5;0.0;3.0;5.656854249492381;0.0;0.0;3.0;0.0;0.0;1.25;1.0;10.25;2.0;1.5;0.0;2.0;7.0;0.0;1.5;0.0;2.25;0.0;1.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;0.0;4.0;0.0;0.0;2.0;6.0;0.0;2.0;2.5;0.0;2.0;2.0;15.0;0.0;0.0;13.435028842544405;4.0;0.0;0.0;2.5;0.0;3.5355339059327378;0.0;0.0;1.0;2.1213203435596424;19.0;19.0;2.0;1.5;2.1213203435596424;0.0;0.0;8.0;0.0;25.5;2.0;2.0;2.0;1.0;4.0;1.5;5.75;11.31370849898476;5.0;0.0;0.0;0.0;2.0;3.5;4.0;1.0;1.5;0.0;0.0;6.0;11.0;4.242640687119285;3.0;3.0;2.5;5.5;12.5;2.0;0.0;4.5;0.0;1.0;0.0;0.0;2.0;4.242640687119285;0.0;0.0;0.0;4.0;0.0;0.0;2.0;0.0;2.0;0.75;5.0;2.0;0.0;2.0;2.0;3.75;2.5;4.5;3.0;23.0;3.0;2.0;2.0;2.0;0.0;0.0;8.5;False;2.25;4.0;0.0;15.25;12.0;0.0;2.0;6.0;0.0;18.384776310850235
