WMC_CK_max;NumberOfParameters_CK_25%;MaxNumberOfNestedBlocks_max;IsConstructor_freq;NumberOfModifiers_max;NumberOfParenthesizedExps_count;NumberOfParenthesizedExps_25%;WMC_CK_std;NumberOfParameters_CK_std;NumberOfAnonymousClasses_min;NumberOfParameters_CK_min;CBO_50%;NumberOfAnonymousClasses_max;NumberOfLogStatements_max;Returns_std;NumberOfInnerClasses_max;CBO_min;NumberOfNumbers_count;NumberOfLogStatements_count;NumberOfTryCatch_std;MaxNumberOfNestedBlocks_min;LOCMethod_CK_50%;NumberOfMathOperations_max;NumberOfParenthesizedExps_std;NumberOfNumbers_max;NumberOfTryCatch_25%;CBO_count;NumberOfParenthesizedExps_min;NumberOfLoops_mean;NumberOfAssignments_std;NumberOfAssignments_25%;NumberOfStringLiterals_max;MaxNumberOfNestedBlocks_count;NumberOfAnonymousClasses_50%;NumberOfTryCatch_min;WMC_CK_count;NumberOfLoops_50%;NumberOfAnonymousClasses_75%;NumberOfStringLiterals_50%;WMC_CK_75%;NumberOfAnonymousClasses_mean;NumberOfAssignments_50%;NumberOfVariables_mean;NumberOfStringLiterals_mean;NumberOfVariables_max;NumberOfMathOperations_50%;NumberOfUniqueWords_mean;NumberOfTryCatch_75%;NumberOfLambdas_75%;NumberOfMathOperations_count;NumberOfParameters_CK_75%;NumberOfParenthesizedExps_50%;LOCMethod_CK_mean;RFC_50%;NumberOfAssignments_75%;NumberOfLogStatements_75%;NumberOfLoops_75%;NumberOfAssignments_min;NumberOfMathOperations_min;NumberOfMathOperations_std;NumberOfModifiers_25%;NumberOfModifiers_75%;NumberOfLogStatements_mean;NumberOfVariables_50%;LOCMethod_CK_25%;IsConstructor_unique;NumberOfStringLiterals_std;NumberOfParameters_CK_50%;RFC_25%;NumberOfVariables_75%;NumberOfUniqueWords_min;Returns_max;NumberOfUniqueWords_75%;NumberOfParenthesizedExps_75%;NumberOfVariables_count;RFC_count;NumberOfStringLiterals_count;NumberOfParameters_CK_max;NumberOfComparisons_max;NumberOfLogStatements_25%;NumberOfModifiers_std;NumberOfVariables_25%;NumberOfComparisons_mean;MaxNumberOfNestedBlocks_50%;NumberOfNumbers_75%;NumberOfModifiers_min;CBO_75%;NumberOfComparisons_75%;CBO_std;RFC_mean;NumberOfParameters_CK_mean;NumberOfInnerClasses_75%;NumberOfLambdas_50%;Returns_mean;IsConstructor_top;WMC_CK_50%;LOCMethod_CK_max;NumberOfInnerClasses_min;NumberOfLambdas_min;NumberOfStringLiterals_75%;NumberOfParameters_CK_count;NumberOfLoops_max;NumberOfNumbers_25%;NumberOfStringLiterals_min;MaxNumberOfNestedBlocks_mean;CBO_25%;NumberOfLambdas_count;NumberOfAssignments_mean;NumberOfMathOperations_mean;NumberOfParenthesizedExps_mean;RFC_75%;CBO_max;NumberOfInnerClasses_std;Returns_75%;NumberOfNumbers_50%;RFC_std;NumberOfUniqueWords_50%;NumberOfAnonymousClasses_std;NumberOfLogStatements_50%;NumberOfUniqueWords_count;NumberOfTryCatch_50%;NumberOfLoops_min;WMC_CK_25%;RFC_min;NumberOfStringLiterals_25%;WMC_CK_min;NumberOfUniqueWords_25%;IsConstructor_count;NumberOfNumbers_min;NumberOfInnerClasses_25%;NumberOfMathOperations_25%;Returns_25%;LOCMethod_CK_75%;NumberOfModifiers_50%;LOCMethod_CK_std;NumberOfLoops_std;NumberOfInnerClasses_mean;NumberOfParenthesizedExps_max;NumberOfLambdas_25%;NumberOfUniqueWords_max;RFC_max;NumberOfComparisons_count;NumberOfModifiers_mean;NumberOfVariables_std;NumberOfModifiers_count;Returns_min;Bugged;NumberOfComparisons_min;NumberOfLogStatements_min;NumberOfMathOperations_75%;MaxNumberOfNestedBlocks_75%;MaxNumberOfNestedBlocks_std;Returns_count;NumberOfTryCatch_max;NumberOfAnonymousClasses_25%;NumberOfUniqueWords_std;WMC_CK_mean;CBO_mean;NumberOfLambdas_std;NumberOfVariables_min;MaxNumberOfNestedBlocks_25%;NumberOfNumbers_std;LOCMethod_CK_min;NumberOfAssignments_count;NumberOfInnerClasses_50%;NumberOfInnerClasses_count;NumberOfNumbers_mean;NumberOfLoops_count;NumberOfLambdas_mean;NumberOfTryCatch_mean;NumberOfAssignments_max;NumberOfAnonymousClasses_count;Returns_50%;NumberOfComparisons_50%;NumberOfTryCatch_count;NumberOfLambdas_max;NumberOfLogStatements_std;NumberOfComparisons_25%;LOCMethod_CK_count;NumberOfComparisons_std;NumberOfLoops_25%
6.0;1.0;3.0;9.0;4.0;9.0;0.0;1.6666666666666667;1.5092308563562358;0.0;1.0;1.0;0.0;0.0;1.2360330811826106;0.0;0.0;9.0;9.0;0.3333333333333333;0.0;6.0;2.0;0.33333333333333337;0.0;0.0;9.0;0.0;0.1111111111111111;2.9627314724385294;0.0;3.0;9.0;0.0;0.0;9.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.5555555555555556;8.0;0.0;10.777777777777779;0.0;0.0;9.0;4.0;0.0;8.222222222222221;2.0;0.0;0.0;0.0;0.0;0.0;0.6666666666666666;1.0;2.0;0.0;0.0;3.0;1.0;1.1303883305208782;2.0;1.0;0.0;5.0;4.0;11.0;0.0;9.0;9.0;9.0;5.0;2.0;0.0;0.927960727138337;0.0;0.6666666666666666;0.0;0.0;1.0;1.0;1.0;2.449489742783178;2.7777777777777777;2.4444444444444446;0.0;0.0;1.5555555555555556;False;2.0;29.0;0.0;0.0;0.0;9.0;1.0;0.0;0.0;0.7777777777777778;1.0;9.0;1.4444444444444444;0.2222222222222222;0.1111111111111111;3.0;8.0;0.0;2.0;0.0;2.0480342879074183;6.0;0.0;0.0;9.0;0.0;0.0;1.0;1.0;0.0;1.0;6.0;9.0;0.0;0.0;0.0;1.0;8.0;2.0;8.318319808978519;0.33333333333333337;0.0;1.0;0.0;36.0;7.0;9.0;1.8888888888888888;2.6457513110645907;9.0;0.0;False;0.0;0.0;0.0;1.0;1.0929064207170005;9.0;1.0;0.0;10.022197585581939;2.4444444444444446;1.6666666666666667;0.0;0.0;0.0;0.0;3.0;9.0;0.0;9.0;0.0;9.0;0.0;0.1111111111111111;8.0;9.0;1.0;0.0;9.0;0.0;0.0;0.0;9.0;0.8660254037844386;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3.0;1.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;2.0;8.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;19.0;0.0;0.0;1.0;1.0;0.0;8.0;4.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;8.0;1.0;0.0;1.0;4.0;0.0;19.0;0.0;19.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;1.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;False;3.0;8.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;1.0;1.0;1.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;0.0;19.0;0.0;0.0;1.0;0.0;1.0;3.0;4.0;0.0;3.0;19.0;1.0;0.0;0.0;0.0;0.0;8.0;1.0;0.0;0.0;0.0;0.0;0.0;19.0;4.0;1.0;1.0;0.0;1.0;0.0;False;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;2.0;0.0;8.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0
2.0;1.0;0.0;4.0;4.0;4.0;0.0;0.5;0.5;0.0;1.0;1.5;0.0;0.0;0.5;0.0;0.0;4.0;4.0;0.0;0.0;3.5;0.0;0.5;0.0;0.0;4.0;0.0;0.0;1.0;0.0;7.0;4.0;0.0;0.0;4.0;0.0;0.0;0.0;1.25;0.0;0.0;0.5;1.75;2.0;0.0;6.75;0.0;0.0;4.0;1.25;0.0;3.75;2.5;0.5;0.0;0.0;0.0;0.0;0.0;1.0;1.75;0.0;0.0;3.0;1.0;3.5;1.0;1.75;0.5;4.0;1.0;7.5;0.25;4.0;4.0;4.0;2.0;1.0;0.0;1.5;0.0;0.25;0.0;0.0;1.0;3.25;0.25;3.1091263510296048;2.5;1.25;0.0;0.0;0.75;False;1.0;5.0;0.0;0.0;1.75;4.0;0.0;0.0;0.0;0.0;0.75;4.0;0.5;0.0;0.25;3.25;7.0;0.0;1.0;0.0;1.2909944487358056;5.5;0.0;0.0;4.0;0.0;0.0;1.0;1.0;0.0;1.0;4.75;4.0;0.0;0.0;0.0;0.75;4.25;1.0;0.957427107756338;0.0;0.0;1.0;0.0;12.0;4.0;4.0;1.75;1.0;4.0;0.0;False;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;3.5939764421413036;1.25;2.5;0.0;0.0;0.0;0.0;3.0;4.0;0.0;4.0;0.0;4.0;0.0;0.0;2.0;4.0;1.0;0.0;4.0;0.0;0.0;0.0;4.0;0.5;0.0
5.0;1.0;2.0;12.0;9.0;12.0;0.0;1.3789543689024488;3.0587678248047214;0.0;0.0;3.0;0.0;2.0;0.6685579234215215;0.0;0.0;12.0;12.0;0.2886751345948129;0.0;7.5;2.0;0.0;2.0;0.0;12.0;0.0;0.16666666666666666;1.9462473604038075;0.75;4.0;12.0;0.0;0.0;12.0;0.0;0.0;0.0;3.0;0.0;2.0;1.75;0.6666666666666666;7.0;0.0;15.833333333333336;0.0;0.0;12.0;3.0;0.0;10.083333333333334;5.0;3.0;0.0;0.0;0.0;0.0;0.6513389472789296;1.0;4.0;0.25;1.0;3.0;1.0;1.2309149097933272;2.5;1.75;2.25;4.0;2.0;19.5;0.0;12.0;12.0;12.0;9.0;1.0;0.0;2.348435972120917;0.0;0.16666666666666666;0.5;0.25;1.0;5.25;0.0;4.302923600896432;6.833333333333332;2.9166666666666665;0.0;0.0;0.9166666666666666;False;1.5;26.0;0.0;0.0;1.0;12.0;1.0;0.0;0.0;0.6666666666666666;1.0;12.0;2.1666666666666665;0.3333333333333333;0.0;11.0;15.0;0.0;1.0;0.0;6.873312465065461;17.5;0.0;0.0;12.0;0.0;0.0;1.0;0.0;0.0;1.0;8.0;12.0;0.0;0.0;0.0;0.75;14.5;2.0;7.902339507827394;0.3892494720807616;0.0;0.0;0.0;40.0;23.0;12.0;2.6666666666666665;2.3011854652449344;12.0;0.0;False;0.0;0.0;0.25;1.0;0.7784989441615229;12.0;1.0;0.0;10.151876972294634;2.083333333333333;3.8333333333333335;0.2886751345948129;0.0;0.0;0.6513389472789296;3.0;12.0;0.0;12.0;0.3333333333333333;12.0;0.08333333333333333;0.08333333333333333;7.0;12.0;1.0;0.0;12.0;1.0;0.621581560508061;0.0;12.0;0.38924947208076144;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2.0;3.0;1.0;1.0;4.0;1.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;3.0;1.0;1.0;0.0;1.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;1.0;3.0;0.0;5.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;5.0;1.0;0.0;3.0;1.0;0.0;9.0;0.0;9.0;0.0;1.0;1.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;3.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;False;2.0;5.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;3.0;1.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;1.0;0.0;1.0;2.0;1.0;0.0;2.0;9.0;1.0;0.0;0.0;0.0;0.0;5.0;4.0;0.0;0.0;0.0;0.0;0.0;9.0;1.0;1.0;4.0;0.0;1.0;0.0;False;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0;3.0;0.0;0.0;1.0;0.0;5.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0
3.0;0.5;1.0;3.0;1.0;3.0;0.0;1.1547005383792517;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;3.0;3.0;0.5773502691896258;0.0;3.0;1.0;0.0;3.0;0.0;3.0;0.0;0.0;1.1547005383792517;0.0;3.0;3.0;0.0;0.0;3.0;0.0;0.0;0.0;2.0;0.0;0.0;0.6666666666666666;1.0;2.0;0.0;7.0;0.5;0.0;3.0;1.5;0.0;6.0;0.0;1.0;0.0;0.0;0.0;0.0;0.5773502691896258;1.0;1.0;0.0;0.0;2.5;1.0;1.7320508075688772;1.0;0.0;1.0;3.0;2.0;9.0;0.0;3.0;3.0;3.0;2.0;1.0;0.0;0.0;0.0;0.3333333333333333;0.0;1.5;1.0;2.0;0.5;1.5275252316519463;1.3333333333333333;1.0;0.0;0.0;1.0;False;1.0;13.0;0.0;0.0;1.5;3.0;0.0;0.0;0.0;0.3333333333333333;0.5;3.0;0.6666666666666666;0.3333333333333333;0.0;2.0;3.0;0.0;1.5;0.0;2.309401076758504;3.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;1.0;3.0;3.0;0.0;0.0;0.0;0.5;8.0;1.0;6.0827625302982185;0.0;0.0;0.0;0.0;15.0;4.0;3.0;1.0;1.1547005383792517;3.0;0.0;False;0.0;0.0;0.5;0.5;0.5773502691896258;3.0;1.0;0.0;6.92820323027551;1.6666666666666667;1.3333333333333333;0.0;0.0;0.0;1.7320508075688772;2.0;3.0;0.0;3.0;1.0;3.0;0.0;0.3333333333333333;2.0;3.0;1.0;0.0;3.0;0.0;0.0;0.0;3.0;0.5773502691896258;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
13.0;2.5;3.0;4.0;9.0;4.0;0.0;5.354126134736337;1.0;0.0;1.0;2.0;0.0;1.0;1.0;0.0;2.0;4.0;4.0;0.0;1.0;10.5;0.0;0.0;0.0;0.0;4.0;0.0;0.75;3.7859388972001824;2.0;2.0;4.0;0.0;0.0;4.0;1.0;0.0;0.0;5.5;0.0;3.0;3.5;0.5;6.0;0.0;30.5;0.0;0.0;4.0;3.0;0.0;15.75;7.5;5.5;0.25;1.0;2.0;0.0;0.0;9.0;9.0;0.25;3.0;8.0;1.0;1.0;3.0;5.5;4.5;10.0;3.0;46.5;0.0;4.0;4.0;4.0;3.0;3.0;0.0;0.0;2.0;0.75;1.5;0.0;9.0;2.25;0.75;0.5;7.25;2.5;0.0;0.0;1.5;False;2.5;34.0;0.0;0.0;0.5;4.0;1.0;0.0;0.0;1.75;2.0;4.0;4.5;0.0;0.0;9.25;3.0;0.0;1.5;0.0;2.7537852736430506;29.0;0.0;0.0;4.0;0.0;0.0;2.0;4.0;0.0;2.0;13.0;4.0;0.0;0.0;0.0;1.0;18.25;9.0;12.392874296680871;0.5;0.0;0.0;0.0;54.0;10.0;4.0;9.0;1.914854215512676;4.0;1.0;False;0.0;0.0;0.0;2.25;0.957427107756338;4.0;0.0;0.0;21.809783737274124;5.0;2.25;0.0;2.0;1.0;0.0;8.0;4.0;0.0;4.0;0.0;4.0;0.0;0.0;10.0;4.0;1.0;0.0;4.0;0.0;0.5;0.0;4.0;1.5;0.75
6.0;1.0;1.0;14.0;10.0;14.0;0.0;1.4675987714106855;2.4939487203589854;0.0;0.0;1.0;0.0;0.0;0.26726124191242434;0.0;0.0;14.0;14.0;0.0;0.0;5.5;1.0;0.0;138.0;0.0;14.0;0.0;0.14285714285714285;2.399633671676108;0.0;138.0;14.0;0.0;0.0;14.0;0.0;0.0;0.5;2.0;0.0;1.0;1.5;11.142857142857142;9.0;0.0;17.5;0.0;0.0;14.0;5.0;0.0;15.214285714285715;2.5;2.0;0.0;0.0;0.0;0.0;0.26726124191242434;9.0;9.0;0.0;1.0;3.5;1.0;36.57627886792444;1.0;2.0;1.75;9.0;1.0;24.0;0.0;14.0;14.0;14.0;7.0;5.0;0.0;0.3922322702763681;0.0;0.8571428571428571;0.0;1.0;8.0;1.0;1.0;0.6992932067530679;2.8571428571428568;2.7142857142857144;0.0;0.0;0.9285714285714286;False;1.5;140.0;0.0;0.0;2.5;14.0;1.0;0.0;0.0;0.2857142857142857;0.0;14.0;1.7142857142857142;0.07142857142857142;0.0;4.0;2.0;0.0;1.0;1.0;1.5118578920369092;13.0;0.0;0.0;14.0;0.0;0.0;1.0;1.0;0.0;1.0;11.0;14.0;0.0;0.0;0.0;1.0;7.0;9.0;36.000381560859495;0.3631365196012815;0.0;0.0;0.0;39.0;6.0;14.0;9.0;2.345207879911715;14.0;0.0;False;0.0;0.0;0.0;0.75;0.4688072309384954;14.0;0.0;0.0;9.171443976571226;2.0;0.7857142857142857;0.0;0.0;0.0;36.6914668044729;3.0;14.0;0.0;14.0;10.571428571428571;14.0;0.0;0.0;9.0;14.0;1.0;0.0;14.0;0.0;0.0;0.0;14.0;1.5118578920369088;0.0
1.0;1.5;0.0;4.0;1.0;4.0;0.0;0.0;1.0;0.0;0.0;2.5;0.0;0.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;3.5;0.0;0.0;1.0;0.0;4.0;0.0;0.0;0.5773502691896257;0.0;1.0;4.0;0.0;0.0;4.0;0.0;0.0;0.5;1.0;0.0;0.5;0.5;0.5;1.0;0.0;4.0;0.0;0.0;4.0;2.0;0.0;3.75;1.5;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.5;3.0;1.0;0.5773502691896257;2.0;0.75;1.0;2.0;1.0;5.0;0.0;4.0;4.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;1.0;3.25;0.0;1.707825127659933;1.25;1.5;0.0;0.0;1.0;False;1.0;5.0;0.0;0.0;1.0;4.0;0.0;0.0;0.0;0.0;1.5;4.0;0.5;0.0;0.0;2.0;4.0;0.0;1.0;0.0;0.957427107756338;4.5;0.0;0.0;4.0;0.0;0.0;1.0;0.0;0.0;1.0;3.5;4.0;0.0;0.0;0.0;1.0;4.25;1.0;0.957427107756338;0.0;0.0;0.0;0.0;5.0;2.0;4.0;1.0;0.5773502691896257;4.0;1.0;False;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;1.4142135623730951;1.0;2.25;0.0;0.0;0.0;0.5;3.0;4.0;0.0;4.0;0.25;4.0;0.0;0.0;1.0;4.0;1.0;0.0;4.0;0.0;0.0;0.0;4.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0.0;1.0;2.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;0.0;0.0;17.0;0.0;0.0;11.0;0.0;2.0;0.0;0.0;2.8284271247461903;2.0;11.0;2.0;0.0;0.0;2.0;0.0;0.0;6.0;1.0;0.0;3.0;3.0;6.0;5.0;0.0;11.0;0.0;0.0;2.0;0.0;0.0;17.0;5.5;4.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;3.0;11.0;1.0;7.071067811865476;0.0;4.75;4.0;11.0;0.0;11.0;0.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.5;8.25;1.0;2.0;0.0;0.0;5.5;0.0;0.0;0.0;0.0;False;1.0;29.0;0.0;0.0;8.5;2.0;0.0;2.75;1.0;0.5;2.0;2.0;3.0;0.0;0.0;6.25;2.0;0.0;0.0;5.5;2.1213203435596424;11.0;0.0;0.0;2.0;0.0;0.0;1.0;4.0;3.5;1.0;11.0;2.0;0.0;0.0;0.0;0.0;23.0;1.0;16.97056274847714;0.0;0.0;0.0;0.0;11.0;7.0;2.0;1.0;2.8284271247461903;2.0;0.0;False;0.0;0.0;0.0;0.75;0.7071067811865476;2.0;0.0;0.0;0.0;1.0;2.0;0.0;1.0;0.25;7.7781745930520225;5.0;2.0;0.0;2.0;5.5;2.0;0.0;0.0;5.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0
