accuracy_score;precision_score;recall_score;f1_score;roc_auc_score;pr_auc_score;type;data_type
0.9761530398322851;0.0;0.0;0.0;0.7133614391363989;0.033699230128934075;one;checkstyle
0.9758909853249476;0.0;0.0;0.0;0.7020322657601239;0.026597670264782387;one;ck
0.9764150943396226;0.0;0.0;0.0;0.6667818482733942;0.023141586934623235;one;halstead
0.9764150943396226;0.0;0.0;0.0;0.6993801067573211;0.03761711199043625;one;jasome_ck
0.9764150943396226;0.0;0.0;0.0;0.7048122800739548;0.02426217160165239;one;jasome_lk
0.9760220125786163;0.0;0.0;0.0;0.6137934633506292;0.01669080389701183;one;jasome_methods
0.9757599580712788;0.0;0.0;0.0;0.7149620534383014;0.028119602693511006;all;bugged
0.9757599580712788;0.0;0.0;0.0;0.7149620534383014;0.028119602693511006;all;bugged_methods
0.97562893081761;0.0;0.0;0.0;0.7171348482137532;0.028390978975673754;all;checkstyle
0.9757599580712788;0.0;0.0;0.0;0.7149620534383014;0.028119602693511006;all;source_monitor
0.9757599580712788;0.0;0.0;0.0;0.7149620534383014;0.028119602693511006;all;source_monitor_files
0.9754979035639413;0.0;0.0;0.0;0.7156277956700663;0.030369939776988767;all;ck
0.9757599580712788;0.0;0.0;0.0;0.7149620534383014;0.028119602693511006;all;mood
0.9757599580712788;0.0;0.0;0.0;0.7149620534383014;0.028119602693511006;all;halstead
0.9757599580712788;0.0;0.0;0.0;0.7149620534383014;0.028119602693511006;all;jasome_mood
0.9757599580712788;0.0;0.0;0.0;0.7149620534383014;0.028119602693511006;all;jasome_ck
0.9757599580712788;0.0;0.0;0.0;0.7036418262062384;0.023966318631748258;all;jasome_lk
0.9757599580712788;0.0;0.0;0.0;0.7149620534383014;0.028119602693511006;all;jasome_files
0.9757599580712788;0.0;0.0;0.0;0.7172328830440746;0.03125373206565272;all;jasome_methods
0.9757599580712788;0.0;0.0;0.0;0.7149620534383014;0.028119602693511006;all;process_files
0.9757599580712788;0.0;0.0;0.0;0.7149620534383014;0.028119602693511006;all;issues_files
