NSF;Bugged;NSM;NOA;NOD;ClTCi;RTLOC;ClRCi;PMd;NPF;NOL;TLOC
0.0;False;0.0;0.0;0.0;5.0;8.0;5.0;1.0;0.0;0.0;5.0
0.0;True;0.0;0.0;0.0;12.0;80.0;2.4;4.0;0.0;0.0;42.0
0.0;False;0.0;0.0;0.0;60.535714286;95.0;6.726190476;8.0;0.0;0.0;51.0
0.0;False;0.0;0.0;0.0;5.0;32.0;2.5;1.0;0.0;0.0;21.0
0.0;False;0.0;0.0;0.0;7.0;50.0;1.4;5.0;0.0;0.0;32.0
0.0;False;0.0;0.0;0.0;3.0;33.0;1.5;2.0;0.0;0.0;26.0
0.0;False;0.0;0.0;0.0;3.0;13.0;3.0;0.0;0.0;0.0;3.0
0.0;False;0.0;0.0;0.0;5.0;14.0;5.0;0.0;0.0;0.0;3.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;8.0;76.0;1.6;4.0;0.0;0.0;29.0
0.0;False;1.0;0.0;0.0;5.0;39.0;1.0;5.0;0.0;0.0;25.0
1.0;True;1.0;0.0;0.0;29.0;160.0;2.9;10.0;1.0;0.0;94.0
2.0;False;0.0;0.0;0.0;29.0;84.0;2.636363636;9.0;0.0;0.0;60.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;5.0;22.0;1.666666667;2.0;0.0;0.0;13.0
4.0;True;0.0;0.0;0.0;13.0;62.0;1.625;6.0;4.0;0.0;44.0
0.0;False;0.0;0.0;0.0;5.0;21.0;1.666666667;2.0;0.0;0.0;13.0
8.0;False;0.0;0.0;0.0;26.0;122.0;1.857142857;8.0;8.0;0.0;67.0
3.0;False;0.0;0.0;0.0;26.0;153.0;4.333333333;6.0;1.0;0.0;103.0
0.0;True;0.0;0.0;0.0;4.0;9.0;2.0;0.0;0.0;0.0;5.0
0.0;True;0.0;0.0;0.0;6.0;9.0;2.0;0.0;0.0;0.0;6.0
0.0;True;0.0;0.0;0.0;4.0;8.0;2.0;0.0;0.0;0.0;5.0
1.0;True;6.0;0.0;0.0;15.0;207.0;2.5;5.0;0.0;0.0;143.0
0.0;False;0.0;0.0;0.0;5.0;19.0;1.666666667;3.0;0.0;0.0;12.0
0.0;False;0.0;0.0;0.0;2.0;8.0;2.0;0.0;0.0;0.0;3.0
0.0;False;0.0;0.0;0.0;2.0;16.0;1.0;0.0;0.0;0.0;4.0
5.0;False;10.0;0.0;0.0;52.0;265.0;3.466666667;15.0;2.0;0.0;74.0
0.0;False;2.0;0.0;0.0;30.0;160.0;3.75;8.0;0.0;0.0;63.0
5.0;False;0.0;0.0;0.0;39.0;620.0;2.294117647;11.0;1.0;0.0;362.0
5.0;False;0.0;0.0;0.0;39.0;620.0;2.294117647;11.0;1.0;0.0;362.0
0.0;False;0.0;0.0;0.0;5.0;41.0;1.0;4.0;0.0;0.0;30.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;9.0;57.0;1.5;6.0;0.0;0.0;28.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;9.0;55.0;1.5;6.0;0.0;0.0;28.0
0.0;False;0.0;0.0;0.0;5.0;57.0;1.25;4.0;0.0;0.0;23.0
0.0;False;0.0;0.0;0.0;6.0;124.0;1.5;2.0;0.0;0.0;72.0
0.0;False;0.0;0.0;0.0;5.0;26.0;1.25;4.0;0.0;0.0;21.0
0.0;False;0.0;0.0;0.0;2.0;44.0;1.0;2.0;0.0;0.0;29.0
0.0;False;9.0;0.0;0.0;19.0;101.0;2.111111111;9.0;0.0;0.0;65.0
0.0;False;0.0;0.0;0.0;5.0;8.0;1.666666667;0.0;0.0;0.0;5.0
2.0;False;2.0;0.0;0.0;29.0;340.0;7.25;4.0;0.0;0.0;174.0
2.0;False;2.0;0.0;0.0;29.0;340.0;7.25;4.0;0.0;0.0;174.0
0.0;False;0.0;0.0;0.0;13.666666667000001;132.0;2.277777778;5.0;0.0;0.0;93.0
0.0;False;0.0;0.0;0.0;24.0;215.0;3.428571429;6.0;0.0;0.0;134.0
0.0;False;0.0;0.0;0.0;24.0;215.0;3.428571429;6.0;0.0;0.0;134.0
0.0;False;0.0;0.0;0.0;24.0;215.0;3.428571429;6.0;0.0;0.0;134.0
0.0;False;0.0;0.0;0.0;24.0;215.0;3.428571429;6.0;0.0;0.0;134.0
9.0;False;0.0;0.0;0.0;40.666666667;480.0;2.904761905;9.0;9.0;0.0;301.0
9.0;False;0.0;0.0;0.0;40.666666667;480.0;2.904761905;9.0;9.0;0.0;301.0
9.0;False;0.0;0.0;0.0;40.666666667;480.0;2.904761905;9.0;9.0;0.0;301.0
9.0;False;0.0;0.0;0.0;40.666666667;480.0;2.904761905;9.0;9.0;0.0;301.0
0.0;False;1.0;0.0;0.0;26.0;103.0;3.25;6.0;0.0;0.0;58.0
11.0;False;0.0;0.0;0.0;27.0;216.0;2.076923077;13.0;11.0;0.0;140.0
11.0;False;0.0;0.0;0.0;27.0;216.0;2.076923077;13.0;11.0;0.0;140.0
4.0;True;2.0;0.0;0.0;20.0;176.0;1.5384615380000002;9.0;4.0;0.0;113.0
0.0;False;0.0;0.0;0.0;25.0;162.0;2.083333333;11.0;0.0;0.0;88.0
0.0;False;0.0;0.0;0.0;27.333333333000002;124.0;2.277777778;6.0;0.0;0.0;84.0
0.0;False;0.0;0.0;0.0;4.0;17.0;0.666666667;1.0;0.0;0.0;10.0
0.0;False;0.0;0.0;0.0;9.0;35.0;1.5;6.0;0.0;0.0;25.0
0.0;False;0.0;0.0;0.0;12.0;86.0;2.4;4.0;4.0;0.0;96.0
0.0;False;0.0;0.0;0.0;7.0;35.0;2.333333333;3.0;3.0;0.0;37.0
0.0;False;0.0;0.0;0.0;8.0;55.0;1.6;5.0;0.0;0.0;27.0
0.0;False;0.0;0.0;0.0;11.0;64.0;1.1;0.0;0.0;0.0;12.0
0.0;False;1.0;0.0;0.0;3.0;36.0;3.0;1.0;0.0;0.0;24.0
0.0;False;0.0;0.0;0.0;3.0;8.0;1.0;0.0;0.0;0.0;5.0
0.0;False;0.0;0.0;0.0;5.0;29.0;1.666666667;3.0;0.0;0.0;14.0
0.0;False;0.0;0.0;0.0;8.0;51.0;1.6;5.0;0.0;0.0;28.0
0.0;False;0.0;0.0;0.0;11.0;46.0;1.833333333;6.0;0.0;0.0;40.0
0.0;False;1.0;0.0;0.0;10.0;75.0;1.428571429;7.0;0.0;0.0;47.0
0.0;False;0.0;0.0;0.0;5.0;37.0;1.25;4.0;0.0;0.0;31.0
0.0;False;0.0;0.0;0.0;11.0;60.0;1.375;7.0;0.0;0.0;48.0
0.0;False;0.0;0.0;0.0;4.0;41.0;1.0;4.0;0.0;0.0;23.0
0.0;False;0.0;0.0;0.0;17.0;91.0;2.125;0.0;0.0;0.0;10.0
0.0;False;0.0;0.0;0.0;9.0;38.0;2.25;4.0;0.0;0.0;14.0
0.0;False;0.0;0.0;0.0;5.0;20.0;1.25;4.0;0.0;0.0;15.0
0.0;True;0.0;0.0;0.0;9.0;117.0;2.25;2.0;0.0;0.0;79.0
0.0;False;0.0;0.0;0.0;8.0;75.0;2.0;2.0;0.0;0.0;59.0
0.0;False;0.0;0.0;0.0;9.0;35.0;1.5;6.0;0.0;0.0;25.0
0.0;False;0.0;0.0;0.0;7.0;28.0;2.333333333;0.0;0.0;0.0;5.0
0.0;False;1.0;0.0;0.0;10.0;67.0;2.0;5.0;0.0;0.0;52.0
0.0;False;0.0;0.0;0.0;5.0;39.0;1.666666667;3.0;0.0;0.0;14.0
0.0;False;0.0;0.0;0.0;19.0;48.0;4.75;0.0;0.0;0.0;6.0
0.0;False;0.0;0.0;0.0;3.0;11.0;3.0;0.0;0.0;0.0;3.0
0.0;False;0.0;0.0;0.0;3.0;34.0;0.75;4.0;0.0;0.0;25.0
0.0;True;0.0;0.0;0.0;11.0;128.0;2.75;2.0;0.0;0.0;90.0
0.0;False;0.0;0.0;0.0;10.0;40.0;2.0;5.0;0.0;0.0;29.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;9.0;53.0;1.5;6.0;0.0;0.0;28.0
0.0;False;0.0;0.0;0.0;21.0;171.0;1.75;10.0;0.0;0.0;112.0
0.0;False;0.0;0.0;0.0;14.0;109.0;1.166666667;12.0;0.0;0.0;44.0
0.0;False;0.0;0.0;0.0;7.0;21.0;2.333333333;3.0;0.0;0.0;15.0
0.0;False;4.0;0.0;0.0;39.5;119.0;3.5909090910000003;8.0;0.0;0.0;102.0
0.0;False;0.0;0.0;0.0;5.0;50.0;1.25;4.0;0.0;0.0;21.0
0.0;True;0.0;0.0;0.0;6.0;127.0;1.5;2.0;0.0;0.0;92.0
1.0;False;0.0;0.0;0.0;13.0;180.0;1.625;5.0;1.0;0.0;107.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;9.0;56.0;1.5;6.0;0.0;0.0;31.0
0.0;False;0.0;0.0;0.0;29.833333333000002;205.0;1.7549019609999998;15.0;0.0;0.0;113.0
0.0;False;0.0;0.0;0.0;19.333333333;108.0;1.611111111;12.0;0.0;0.0;44.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;9.0;54.0;1.5;6.0;0.0;0.0;28.0
0.0;False;2.0;0.0;0.0;31.0;81.0;3.875;8.0;0.0;0.0;69.0
0.0;False;0.0;0.0;0.0;5.0;50.0;1.25;4.0;0.0;0.0;21.0
0.0;False;0.0;0.0;0.0;6.0;127.0;1.5;2.0;0.0;0.0;92.0
2.0;True;1.0;0.0;0.0;48.65;374.0;3.2433333330000003;10.0;2.0;0.0;232.0
4.0;False;0.0;0.0;0.0;11.0;320.0;1.571428571;5.0;1.0;0.0;245.0
5.0;False;0.0;0.0;0.0;8.0;91.0;2.0;4.0;5.0;0.0;74.0
0.0;False;0.0;0.0;0.0;5.0;43.0;5.0;1.0;0.0;0.0;35.0
4.0;False;1.0;0.0;0.0;10.0;118.0;2.0;4.0;3.0;0.0;96.0
1.0;False;0.0;0.0;0.0;11.0;107.0;1.833333333;6.0;0.0;0.0;54.0
1.0;False;0.0;0.0;0.0;7.0;66.0;1.75;4.0;0.0;0.0;39.0
0.0;False;0.0;0.0;0.0;2.0;14.0;2.0;0.0;0.0;0.0;3.0
0.0;False;0.0;0.0;0.0;3.0;23.0;1.0;0.0;0.0;0.0;5.0
0.0;False;3.0;0.0;0.0;21.0;133.0;3.0;5.0;0.0;0.0;78.0
6.0;True;4.0;0.0;0.0;26.0;271.0;2.166666667;9.0;4.0;0.0;135.0
0.0;True;0.0;0.0;0.0;5.0;33.0;5.0;1.0;0.0;0.0;28.0
2.0;False;3.0;0.0;0.0;111.922222222;235.0;7.994444444;13.0;1.0;0.0;154.0
3.0;False;0.0;0.0;0.0;3.0;31.0;1.5;2.0;3.0;0.0;21.0
0.0;False;0.0;0.0;0.0;25.0;93.0;2.5;10.0;0.0;0.0;61.0
0.0;False;0.0;0.0;0.0;7.0;36.0;2.333333333;3.0;0.0;0.0;25.0
0.0;False;0.0;0.0;0.0;17.0;164.0;1.545454545;10.0;0.0;0.0;109.0
0.0;False;3.0;0.0;0.0;7.0;153.0;2.333333333;2.0;0.0;0.0;88.0
0.0;False;3.0;0.0;0.0;7.0;153.0;2.333333333;2.0;0.0;0.0;88.0
0.0;False;0.0;0.0;0.0;2.0;19.0;1.0;0.0;0.0;0.0;4.0
0.0;False;0.0;0.0;0.0;30.0;205.0;3.75;5.0;0.0;0.0;106.0
0.0;False;0.0;0.0;0.0;30.0;205.0;3.75;5.0;0.0;0.0;106.0
0.0;False;0.0;0.0;0.0;30.0;205.0;3.75;5.0;0.0;0.0;106.0
0.0;False;0.0;0.0;0.0;30.0;205.0;3.75;5.0;0.0;0.0;106.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;6.0;63.0;2.0;2.0;0.0;0.0;25.0
0.0;False;3.0;0.0;0.0;23.0;183.0;1.769230769;8.0;0.0;0.0;100.0
4.0;False;1.0;0.0;0.0;49.5;197.0;2.911764706;11.0;0.0;0.0;117.0
4.0;False;1.0;0.0;0.0;49.5;197.0;2.911764706;11.0;0.0;0.0;117.0
4.0;False;1.0;0.0;0.0;49.5;197.0;2.911764706;11.0;0.0;0.0;117.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;2.0;0.0;0.0;8.0;54.0;4.0;2.0;0.0;0.0;30.0
1.0;False;0.0;0.0;0.0;31.5;321.0;1.657894737;19.0;0.0;0.0;119.0
0.0;False;15.0;0.0;0.0;55.0;227.0;3.666666667;11.0;0.0;0.0;111.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11.0;False;5.0;0.0;0.0;41.0;580.0;2.928571429;8.0;11.0;0.0;339.0
1.0;False;0.0;0.0;0.0;44.0;405.0;4.0;0.0;0.0;0.0;333.0
0.0;False;2.0;0.0;0.0;24.0;172.0;2.4;3.0;0.0;0.0;132.0
1.0;False;0.0;0.0;0.0;24.0;159.0;3.428571429;5.0;0.0;0.0;127.0
0.0;False;2.0;0.0;0.0;7.0;80.0;1.75;3.0;0.0;0.0;66.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;6.0;37.0;1.5;4.0;0.0;0.0;17.0
0.0;False;0.0;0.0;0.0;1.0;7.0;1.0;0.0;0.0;0.0;3.0
0.0;False;0.0;0.0;0.0;4.0;18.0;2.0;0.0;0.0;0.0;4.0
10.0;True;10.0;0.0;0.0;605.764484127;1082.0;9.465070063999999;59.0;6.0;0.0;632.0
0.0;False;0.0;0.0;0.0;3.5;23.0;1.75;2.0;0.0;0.0;17.0
0.0;False;0.0;0.0;0.0;5.0;24.0;2.5;0.0;0.0;0.0;4.0
0.0;False;0.0;0.0;0.0;2.0;21.0;1.0;2.0;0.0;0.0;13.0
0.0;False;0.0;0.0;0.0;7.0;44.0;3.5;2.0;0.0;0.0;33.0
0.0;False;0.0;0.0;0.0;9.0;53.0;3.0;3.0;0.0;0.0;36.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;True;1.0;0.0;0.0;8.0;82.0;2.0;2.0;0.0;0.0;41.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;2.0;0.0;0.0;7.0;24.0;2.333333333;2.0;0.0;0.0;18.0
8.0;True;0.0;0.0;0.0;188.142857143;257.0;9.902255639;17.0;0.0;0.0;160.0
8.0;True;0.0;0.0;0.0;188.142857143;257.0;9.902255639;17.0;0.0;0.0;160.0
8.0;True;0.0;0.0;0.0;188.142857143;257.0;9.902255639;17.0;0.0;0.0;160.0
8.0;True;0.0;0.0;0.0;188.142857143;257.0;9.902255639;17.0;0.0;0.0;160.0
8.0;True;0.0;0.0;0.0;188.142857143;257.0;9.902255639;17.0;0.0;0.0;160.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;3.0;30.0;1.5;2.0;0.0;0.0;21.0
0.0;False;0.0;0.0;0.0;8.0;276.0;2.0;4.0;0.0;0.0;232.0
0.0;False;0.0;0.0;0.0;8.0;88.0;2.666666667;3.0;0.0;0.0;67.0
1.0;True;2.0;0.0;0.0;26.0;271.0;3.714285714;4.0;0.0;0.0;188.0
0.0;False;1.0;0.0;0.0;18.0;133.0;3.0;3.0;0.0;0.0;89.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;18.0;266.0;1.636363636;10.0;0.0;0.0;188.0
0.0;False;0.0;0.0;0.0;18.0;266.0;1.636363636;10.0;0.0;0.0;188.0
0.0;False;0.0;0.0;0.0;18.0;266.0;1.636363636;10.0;0.0;0.0;188.0
0.0;False;0.0;0.0;0.0;18.0;266.0;1.636363636;10.0;0.0;0.0;188.0
0.0;False;0.0;0.0;0.0;16.0;258.0;1.6;9.0;0.0;0.0;185.0
0.0;False;0.0;0.0;0.0;16.0;258.0;1.6;9.0;0.0;0.0;185.0
0.0;False;0.0;0.0;0.0;16.0;258.0;1.6;9.0;0.0;0.0;185.0
0.0;False;0.0;0.0;0.0;16.0;258.0;1.6;9.0;0.0;0.0;185.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;12.0;130.0;3.0;3.0;0.0;0.0;93.0
0.0;False;0.0;0.0;0.0;6.0;115.0;2.0;3.0;0.0;0.0;80.0
0.0;False;0.0;0.0;0.0;9.0;78.0;3.0;3.0;0.0;0.0;65.0
6.0;True;3.0;0.0;0.0;43.0;468.0;3.071428571;5.0;5.0;0.0;349.0
1.0;False;0.0;0.0;0.0;21.0;321.0;2.625;3.0;0.0;0.0;235.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4.0;False;2.0;0.0;0.0;18.0;172.0;3.0;4.0;0.0;0.0;125.0
0.0;False;0.0;0.0;0.0;7.0;18.0;3.5;2.0;0.0;0.0;14.0
0.0;False;0.0;0.0;0.0;4.0;27.0;2.0;0.0;0.0;0.0;4.0
0.0;False;0.0;0.0;0.0;5.0;3.0;5.0;0.0;0.0;0.0;3.0
0.0;False;2.0;0.0;0.0;21.0;229.0;1.615384615;11.0;0.0;0.0;95.0
0.0;False;0.0;0.0;0.0;8.0;78.0;1.6;4.0;0.0;0.0;29.0
2.0;True;0.0;0.0;0.0;31.333333333000002;123.0;2.41025641;10.0;0.0;0.0;78.0
0.0;False;1.0;0.0;0.0;48.983333333000004;131.0;4.081944444;11.0;0.0;0.0;90.0
0.0;False;2.0;0.0;0.0;16.0;59.0;3.2;4.0;0.0;0.0;28.0
0.0;False;0.0;0.0;0.0;9.0;63.0;1.5;6.0;0.0;0.0;42.0
0.0;False;0.0;0.0;0.0;10.0;15.0;2.5;0.0;0.0;0.0;6.0
0.0;False;1.0;0.0;0.0;20.0;150.0;3.333333333;5.0;0.0;0.0;79.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2.0;True;1.0;0.0;0.0;28.0;206.0;1.5555555559999998;16.0;0.0;0.0;136.0
2.0;True;1.0;0.0;0.0;28.0;206.0;1.5555555559999998;16.0;0.0;0.0;136.0
1.0;True;3.0;0.0;0.0;38.0;309.0;2.714285714;14.0;1.0;0.0;185.0
0.0;False;0.0;0.0;0.0;2.0;11.0;2.0;0.0;0.0;0.0;3.0
1.0;False;0.0;0.0;0.0;3.0;48.0;1.5;2.0;0.0;0.0;23.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;9.0;39.0;1.8;5.0;0.0;0.0;28.0
0.0;False;4.0;0.0;0.0;28.0;263.0;3.111111111;3.0;0.0;0.0;161.0
0.0;False;1.0;0.0;0.0;5.0;32.0;1.666666667;2.0;0.0;0.0;23.0
0.0;False;0.0;0.0;0.0;7.0;35.0;1.75;0.0;0.0;0.0;6.0
0.0;False;0.0;0.0;0.0;4.0;37.0;2.0;2.0;0.0;0.0;28.0
0.0;False;0.0;0.0;0.0;3.0;14.0;3.0;0.0;0.0;0.0;3.0
0.0;False;0.0;0.0;0.0;17.0;91.0;2.833333333;6.0;0.0;0.0;36.0
0.0;False;0.0;0.0;0.0;6.0;44.0;3.0;1.0;0.0;0.0;24.0
0.0;False;0.0;0.0;0.0;4.0;21.0;2.0;0.0;0.0;0.0;4.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;9.0;46.0;2.25;2.0;0.0;0.0;24.0
3.0;False;1.0;0.0;0.0;47.033333333;179.0;3.1355555560000004;12.0;0.0;0.0;122.0
2.0;True;4.0;0.0;0.0;38.0;295.0;3.166666667;8.0;2.0;0.0;160.0
2.0;False;0.0;0.0;0.0;52.0;109.0;3.466666667;13.0;0.0;0.0;63.0
0.0;False;0.0;0.0;0.0;29.733333333;89.0;4.247619048;7.0;0.0;0.0;47.0
0.0;False;1.0;0.0;0.0;5.0;33.0;1.666666667;3.0;0.0;0.0;26.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;False;0.0;0.0;0.0;5.0;37.0;2.5;1.0;1.0;0.0;30.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;False;0.0;0.0;0.0;131.035714286;440.0;4.853174603;13.0;0.0;0.0;481.0
0.0;False;0.0;0.0;0.0;2.0;4.0;2.0;0.0;0.0;0.0;3.0
0.0;False;0.0;0.0;0.0;1.0;3.0;1.0;0.0;0.0;0.0;3.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;68.5;428.0;2.362068966;2.0;0.0;0.0;375.0
0.0;False;0.0;0.0;0.0;7.0;95.0;2.333333333;3.0;0.0;0.0;100.0
7.0;False;0.0;0.0;0.0;34.666666667;427.0;3.851851852;3.0;0.0;0.0;197.0
11.0;False;0.0;0.0;0.0;230.93333333299998;841.0;17.764102564;3.0;0.0;0.0;184.0
16.0;False;0.0;0.0;0.0;185.943589744;1318.0;9.786504723;3.0;0.0;0.0;441.0
16.0;False;0.0;0.0;0.0;80.611111111;1038.0;5.374074074;3.0;0.0;0.0;439.0
13.0;False;0.0;0.0;0.0;826.135714286;1505.0;51.633482143;3.0;0.0;0.0;396.0
10.0;False;0.0;0.0;0.0;61.342857143;721.0;6.134285714;3.0;0.0;0.0;124.0
15.0;False;0.0;0.0;0.0;155.324242424;1162.0;8.629124578999999;3.0;0.0;0.0;530.0
13.0;False;0.0;0.0;0.0;295.9375;1184.0;21.138392857;3.0;0.0;0.0;260.0
7.0;False;0.0;0.0;0.0;24.2;362.0;3.025;3.0;0.0;0.0;157.0
10.0;False;0.0;0.0;0.0;92.694444444;910.0;6.17962963;3.0;0.0;0.0;347.0
12.0;False;0.0;0.0;0.0;277.011111111;1120.0;19.786507937;3.0;0.0;0.0;272.0
9.0;False;0.0;0.0;0.0;68.958333333;1028.0;4.597222222;3.0;0.0;0.0;281.0
11.0;False;0.0;0.0;0.0;79.111111111;731.0;5.650793651;3.0;0.0;0.0;241.0
13.0;False;0.0;0.0;0.0;295.9375;1186.0;21.138392857;3.0;0.0;0.0;329.0
7.0;False;0.0;0.0;0.0;24.2;353.0;3.025;3.0;0.0;0.0;162.0
34.0;False;0.0;0.0;0.0;4170.381070305;3134.0;94.78138796100001;3.0;0.0;0.0;548.0
0.0;False;0.0;0.0;0.0;2.0;6.0;2.0;1.0;0.0;0.0;5.0
0.0;False;0.0;0.0;0.0;12.0;115.0;2.4;3.0;0.0;0.0;81.0
0.0;False;0.0;0.0;0.0;11.0;136.0;1.833333333;4.0;0.0;0.0;62.0
0.0;False;0.0;0.0;0.0;5.0;50.0;2.5;0.0;0.0;0.0;10.0
0.0;False;0.0;0.0;0.0;7.0;106.0;2.333333333;3.0;0.0;0.0;77.0
1.0;False;0.0;0.0;0.0;5.0;76.0;1.666666667;2.0;1.0;0.0;61.0
1.0;False;0.0;0.0;0.0;5.0;76.0;1.666666667;2.0;1.0;0.0;61.0
1.0;False;0.0;0.0;0.0;14.0;133.0;3.5;3.0;0.0;0.0;78.0
0.0;False;0.0;0.0;0.0;3.0;13.0;3.0;0.0;0.0;0.0;3.0
2.0;False;2.0;0.0;0.0;40.733333333000004;194.0;3.703030303;8.0;1.0;0.0;110.0
0.0;False;0.0;0.0;0.0;6.0;24.0;2.0;3.0;0.0;0.0;18.0
0.0;False;0.0;0.0;0.0;4.0;20.0;2.0;0.0;0.0;0.0;4.0
0.0;False;0.0;0.0;0.0;7.0;49.0;2.333333333;3.0;0.0;0.0;24.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;6.0;34.0;2.0;2.0;0.0;0.0;16.0
3.0;False;1.0;0.0;0.0;34.583333333;202.0;2.881944444;11.0;0.0;0.0;103.0
3.0;True;2.0;0.0;0.0;15.0;185.0;2.142857143;6.0;3.0;0.0;90.0
2.0;False;1.0;0.0;0.0;24.666666666999998;101.0;2.242424242;8.0;0.0;0.0;48.0
0.0;False;0.0;0.0;0.0;4.0;31.0;1.0;4.0;0.0;0.0;22.0
0.0;False;0.0;0.0;0.0;3.0;30.0;1.5;2.0;0.0;0.0;20.0
1.0;False;0.0;0.0;0.0;3.0;44.0;1.5;1.0;1.0;0.0;29.0
1.0;False;0.0;0.0;0.0;5.0;26.0;2.5;2.0;1.0;0.0;12.0
0.0;False;1.0;0.0;0.0;4.0;88.0;0.8;4.0;0.0;0.0;74.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;8.333333332999999;57.0;1.666666667;4.0;0.0;0.0;29.0
0.0;False;0.0;0.0;0.0;3.0;23.0;0.75;3.0;0.0;0.0;15.0
0.0;False;2.0;0.0;0.0;11.0;103.0;1.375;6.0;0.0;0.0;48.0
0.0;False;0.0;0.0;0.0;5.0;12.0;5.0;0.0;0.0;0.0;3.0
0.0;False;0.0;0.0;0.0;4.0;13.0;2.0;1.0;0.0;0.0;9.0
0.0;False;0.0;0.0;0.0;4.0;13.0;2.0;1.0;0.0;0.0;9.0
0.0;False;0.0;0.0;0.0;3.0;21.0;0.75;4.0;0.0;0.0;16.0
0.0;False;0.0;0.0;0.0;4.0;26.0;1.333333333;3.0;0.0;0.0;17.0
0.0;False;0.0;0.0;0.0;2.0;18.0;0.666666667;2.0;0.0;0.0;12.0
1.0;False;0.0;0.0;0.0;13.0;64.0;2.6;5.0;0.0;0.0;50.0
0.0;False;0.0;0.0;0.0;7.0;50.0;0.875;0.0;0.0;0.0;10.0
0.0;False;0.0;0.0;0.0;1.0;4.0;1.0;0.0;0.0;0.0;3.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;75.833333333;163.0;4.460784314;10.0;0.0;0.0;122.0
0.0;False;0.0;0.0;0.0;12.0;58.0;1.5;6.0;0.0;0.0;40.0
0.0;False;0.0;0.0;0.0;3.0;16.0;1.5;2.0;0.0;0.0;12.0
0.0;False;0.0;0.0;0.0;1.0;34.0;0.333333333;0.0;0.0;0.0;8.0
0.0;False;3.0;0.0;0.0;6.0;114.0;2.0;3.0;0.0;0.0;16.0
0.0;False;0.0;0.0;0.0;3.0;30.0;1.5;2.0;0.0;0.0;21.0
0.0;False;0.0;0.0;0.0;7.0;48.0;1.4;5.0;0.0;0.0;39.0
0.0;False;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;3.0
0.0;False;0.0;0.0;0.0;4.0;22.0;1.0;4.0;0.0;0.0;17.0
1.0;False;0.0;0.0;0.0;18.5;93.0;1.6818181819999998;11.0;0.0;0.0;64.0
