MaxNumberOfNestedBlocks_mean;NumberOfMethods_Mood;MaxNumberOfNestedBlocks_std;issues_priorityMajor_max;NumberOfModifiers_mean;NumberOfMathOperations_25%;blamemerge_priorityMajor_count;Maximum Depth_max;Maximum Complexity*;Ao;Mit;NumberOfMathOperations_count;Md;NMIR;SIX;Ad;blamemerge_priorityMinor_min;NumberOfModifiers_count;NumberOfModifiers_std;NumberOfModifiers_min;NumberOfMathOperations_50%;Maximum Depth_75%;blamemerge_priorityMajor_max;blamemerge_priorityMinor_std;NumberOfMathOperations_mean;HMi;Mo;HMd;NM;Ai;blamemerge_priorityMajor_mean;Mi;Average Statements per Method;MaxNumberOfNestedBlocks_count;issues_priorityMajor_std;NMI;blame_merge_priorityMinor_mean;issues_priorityMinor_std;Maximum Depth_count;NF;MaxNumberOfNestedBlocks_50%;PMi;blamemerge_priorityMajor_min;blame_merge_priorityMinor_std;MaxNumberOfNestedBlocks_min;Maximum Block Depth;issues_priorityMajor_mean;issues_priorityMajor_min;NOPa;NumberOfModifiers_25%;Average Block Depth;blame_merge_priorityMajor_min;blame_merge_priorityMinor_max;blame_merge_priorityMinor_count;MaxNumberOfNestedBlocks_75%;issues_priorityMajor_count;Av;Ma;Bugged;NumberOfMathOperations_std;Maximum Depth_min;blamemerge_priorityMinor_count;blame_merge_priorityMinor_min;MaxNumberOfNestedBlocks_25%;MaxNumberOfNestedBlocks_max;issues_priorityMinor_max;Ait;NumberOfModifiers_75%;PMd;NumberOfModifiers_50%;issues_priorityMinor_count;Maximum Depth_std;Maximum Depth_25%;blamemerge_priorityMinor_mean;blame_merge_priorityMajor_mean;blamemerge_priorityMinor_max;blame_merge_priorityMajor_std;Maximum Depth_mean;NumberOfMathOperations_min;blamemerge_priorityMajor_std;NumberOfMathOperations_max;Average Complexity*;issues_priorityMinor_min;blame_merge_priorityMajor_count;blame_merge_priorityMajor_max;NumberOfModifiers_max;NMA;Maximum Depth_50%;PMR;NumberOfMathOperations_75%;issues_priorityMinor_mean
2.0;2.0;0.0;1.0;1.5;1.0;44104.0;0.0;11.0;0.0;0.0;2.0;2.0;0.0;0.0;5.0;0.0;2.0;0.7071067811865476;1.0;1.0;0.0;1.0;0.08151163829403771;1.0;0.0;0.0;1.0;2.0;0.0;0.9931072011608923;0.0;29.0;2.0;0.2886387185576777;0.0;0.0;0.13026800777330705;0.0;5.0;2.0;0.0;0.0;0.0;2.0;5.0;0.9082827592101888;0.0;0.0;1.25;2.32;0.0;0.0;0.0;2.0;11699.0;0.0;2.0;True;0.0;0.0;44104.0;0.0;2.0;2.0;1.0;0.0;1.75;1.0;1.5;11699.0;0.0;0.0;0.006688735715581353;0.0;1.0;0.0;0.0;1.0;0.08273719462651836;1.0;9.5;0.0;0.0;0.0;2.0;2.0;0.0;0.5;1.0;0.017266433028463972
0.0;1.0;0.0;1.0;2.0;0.0;36056.0;0.0;2.0;0.0;0.0;1.0;2.0;0.0;0.0;2.0;0.0;1.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.9947858886177058;0.0;5.5;1.0;0.12327300885690615;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;4.0;0.9845672350528816;0.0;0.0;2.0;1.2;0.0;0.0;0.0;0.0;9266.0;0.0;2.0;False;0.0;0.0;36056.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;2.0;9266.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07202130439136006;0.0;1.5;0.0;0.0;0.0;2.0;2.0;0.0;0.5;0.0;0.0
2.090909090909091;8.0;1.6403990645294488;1.0;5.2727272727272725;0.0;155906.0;0.0;20.0;0.0;0.0;11.0;9.0;0.0;0.0;31.0;0.0;11.0;4.540724811985617;1.0;0.0;0.0;1.0;0.11892268012339575;0.09090909090909093;0.0;0.0;6.0;8.0;0.0;0.98519620797147;0.0;15.67;11.0;0.3918280710338216;0.0;0.0;0.08316915739931248;0.0;31.0;2.0;0.0;0.0;0.0;0.0;8.0;0.8107049608355091;0.0;0.0;1.0;2.61;0.0;0.0;0.0;3.0;2298.0;0.0;9.0;True;0.30151134457776363;0.0;155906.0;0.0;1.0;5.0;1.0;0.0;10.0;3.0;2.0;2298.0;0.0;0.0;0.014348389414134157;0.0;1.0;0.0;0.0;0.0;0.12076726923448712;1.0;4.36;0.0;0.0;0.0;10.0;9.0;0.0;0.333333333;0.0;0.006962576153176675
0.0;8.0;0.0;1.0;0.0;0.0;155906.0;4.0;20.0;0.0;0.0;0.0;9.0;0.0;0.0;31.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;0.11892268012339575;0.0;0.0;0.0;6.0;8.0;0.0;0.98519620797147;0.0;15.67;0.0;0.3918280710338216;0.0;0.0;0.08316915739931248;1.0;31.0;0.0;0.0;0.0;0.0;0.0;8.0;0.8107049608355091;0.0;0.0;0.0;2.61;0.0;0.0;0.0;0.0;2298.0;0.0;9.0;True;0.0;4.0;155906.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;2298.0;0.0;4.0;0.014348389414134157;0.0;1.0;0.0;4.0;0.0;0.12076726923448712;0.0;4.36;0.0;0.0;0.0;0.0;9.0;4.0;0.333333333;0.0;0.006962576153176675
0.0;0.0;0.0;1.0;0.0;0.0;898.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.32545506406609576;0.0;0.0;0.0;0.0;0.0;0.0;0.8195991091314031;0.0;41.0;0.0;0.0928442187208446;0.0;0.0;0.04696671472453296;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.9913056292366638;0.0;0.0;0.0;1.42;0.0;0.0;0.0;0.0;6786.0;0.0;0.0;False;0.0;0.0;898.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;6786.0;0.0;0.0;0.1202672605790646;0.0;1.0;0.0;0.0;0.0;0.3847352905435345;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002210433244916004
0.6428571428571429;13.0;1.0082080720186268;1.0;1.6428571428571428;0.0;185501.0;4.0;8.0;0.0;0.0;14.0;13.0;0.0;0.0;15.0;0.0;14.0;1.0818177620697815;1.0;0.0;3.25;1.0;0.050484916225861605;0.07142857142857142;0.0;0.0;4.0;13.0;0.0;0.9964312860847112;0.0;8.43;14.0;0.22285230641900733;0.0;0.0;0.1815637967142964;4.0;15.0;0.0;0.0;0.0;0.0;0.0;5.0;0.9475971370143148;0.0;0.0;1.0;1.71;0.0;0.0;0.0;1.0;7824.0;0.0;13.0;False;0.2672612419124244;2.0;185501.0;0.0;0.0;3.0;1.0;0.0;2.0;9.0;1.0;7824.0;0.8164965809277259;2.75;0.002555242289798977;0.0;1.0;0.0;3.0;0.0;0.05963218397789459;1.0;2.62;0.0;0.0;0.0;4.0;13.0;3.0;0.692307692;0.0;0.034125766871165635
0.0;0.0;0.0;1.0;0.0;0.0;2082.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1538.0;0.0;0.0;False;0.0;0.0;2082.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1538.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
1.0;2.0;1.4142135623730951;1.0;1.0;0.0;4802.0;0.0;4.0;0.0;0.0;2.0;2.0;0.0;0.0;2.0;0.0;2.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;4.5;2.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;4.0;1.0;1.0;0.0;1.0;1.25;0.0;0.0;0.0;1.5;2116.0;0.0;2.0;False;0.0;0.0;4802.0;0.0;0.5;2.0;0.0;0.0;1.0;2.0;1.0;2116.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.5;0.0;0.0;0.0;1.0;2.0;0.0;1.0;0.0;0.0
0.0;7.0;0.0;1.0;147.28571428571428;0.0;665.0;2.0;1.0;0.0;0.0;7.0;7.0;0.0;0.0;2.0;0.0;7.0;387.0356203614488;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;1.0;0.0;1.14;7.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;1.0;0.0;0.0;2.0;1.0;1.0;0.0;1.0;1.04;0.0;0.0;0.0;0.0;187.0;0.0;7.0;False;0.0;2.0;665.0;0.0;0.0;0.0;0.0;0.0;1.0;7.0;1.0;187.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1025.0;8.0;2.0;1.0;0.0;0.0
0.0;0.0;0.0;1.0;0.0;0.0;225.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;179.0;0.0;0.0;False;0.0;0.0;225.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;179.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0
0.5;18.0;0.8885233166386386;1.0;1.0;0.0;8271.0;3.0;6.0;0.0;0.0;20.0;19.0;0.0;0.0;11.0;0.0;20.0;0.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;18.0;0.0;1.0;0.0;5.68;20.0;0.0;0.0;0.0;0.0;11.0;11.0;0.0;0.0;1.0;0.0;0.0;5.0;1.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;1.0;8435.0;0.0;19.0;True;0.0;2.0;8271.0;0.0;0.0;3.0;0.0;0.0;1.0;19.0;1.0;8435.0;0.30151134457776363;2.0;0.0;0.0;0.0;0.0;2.090909090909091;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;19.0;2.0;1.0;0.0;0.0
0.0;17.0;0.0;1.0;10.0;0.0;9718.0;0.0;22.0;0.0;0.0;1.0;18.0;0.0;0.0;9.0;0.0;1.0;0.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5.0;17.0;0.0;1.0;0.0;8.0;1.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;1.0;0.0;0.0;5.0;1.0;1.0;0.0;10.0;2.07;0.0;0.0;0.0;0.0;10738.0;0.0;18.0;False;0.0;0.0;9718.0;0.0;0.0;0.0;0.0;0.0;10.0;13.0;10.0;10738.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.74;0.0;0.0;0.0;10.0;18.0;0.0;0.7222222220000001;0.0;0.0
0.6111111111111112;17.0;0.8498365855987974;1.0;1.2222222222222223;0.0;9718.0;3.0;22.0;0.0;0.0;18.0;18.0;0.0;0.0;9.0;0.0;18.0;0.4277926319464985;1.0;0.0;2.0;1.0;0.0;0.05555555555555555;0.0;0.0;5.0;17.0;0.0;1.0;0.0;8.0;18.0;0.0;0.0;0.0;0.0;5.0;9.0;0.0;0.0;1.0;0.0;0.0;5.0;1.0;1.0;0.0;1.0;2.07;0.0;0.0;0.0;1.0;10738.0;0.0;18.0;False;0.23570226039551584;2.0;9718.0;0.0;0.0;3.0;0.0;0.0;1.0;13.0;1.0;10738.0;0.4472135954999579;2.0;0.0;0.0;0.0;0.0;2.2;0.0;0.0;1.0;3.74;0.0;0.0;0.0;2.0;18.0;2.0;0.7222222220000001;0.0;0.0
0.75;10.0;0.621581560508061;1.0;2.25;0.0;4863.0;3.0;7.0;0.0;0.0;12.0;11.0;0.0;0.0;9.0;0.0;12.0;2.490892501603683;1.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;7.0;10.0;0.0;1.0;0.0;5.17;12.0;0.0;0.0;0.0;0.0;4.0;9.0;1.0;0.0;1.0;0.0;0.0;4.0;1.0;1.0;0.0;1.0;1.87;0.0;0.0;0.0;1.0;4419.0;0.0;11.0;False;0.0;2.0;4863.0;0.0;0.0;2.0;0.0;0.0;2.0;4.0;2.0;4419.0;0.5;2.75;0.0;0.0;0.0;0.0;2.75;0.0;0.0;0.0;1.83;0.0;0.0;0.0;10.0;11.0;3.0;0.363636364;0.0;0.0
0.25;28.0;0.5;1.0;1.25;0.0;6670.0;4.0;16.0;0.0;0.0;4.0;30.0;0.0;0.0;30.0;0.0;4.0;0.5;1.0;0.0;3.25;1.0;0.0;0.0;0.0;0.0;10.0;28.0;0.0;1.0;0.0;4.32;4.0;0.07956280770365366;0.0;0.0;0.0;4.0;30.0;0.0;0.0;1.0;0.0;0.0;7.0;0.9936294538904266;0.0;0.0;1.0;2.32;0.0;0.0;0.0;0.25;22761.0;7.0;30.0;True;0.0;0.0;6670.0;0.0;0.0;1.0;0.0;0.0;1.25;20.0;1.0;22761.0;1.7320508075688772;2.25;0.0;0.0;0.0;0.0;2.5;0.0;0.0;0.0;2.13;0.0;0.0;0.0;2.0;30.0;3.0;0.666666667;0.0;0.0
0.5333333333333333;28.0;0.9371024061116424;1.0;1.8666666666666667;0.0;6670.0;4.0;16.0;0.0;0.0;30.0;30.0;0.0;0.0;30.0;0.0;30.0;2.897482061868645;0.0;0.0;2.5;1.0;0.0;0.13333333333333333;0.0;0.0;10.0;28.0;0.0;1.0;0.0;4.32;30.0;0.07956280770365366;0.0;0.0;0.0;7.0;30.0;0.0;0.0;1.0;0.0;0.0;7.0;0.9936294538904266;0.0;0.0;1.0;2.32;0.0;0.0;0.0;1.0;22761.0;7.0;30.0;True;0.7302967433402214;2.0;6670.0;0.0;0.0;4.0;0.0;0.0;1.0;20.0;1.0;22761.0;0.7867957924694432;2.0;0.0;0.0;0.0;0.0;2.4285714285714284;0.0;0.0;4.0;2.13;0.0;0.0;0.0;10.0;30.0;2.0;0.666666667;0.0;0.0
0.0;28.0;0.0;1.0;1.6666666666666667;0.0;6670.0;0.0;16.0;0.0;0.0;3.0;30.0;0.0;0.0;30.0;0.0;3.0;0.5773502691896257;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;10.0;28.0;0.0;1.0;0.0;4.32;3.0;0.07956280770365366;0.0;0.0;0.0;0.0;30.0;0.0;0.0;1.0;0.0;0.0;7.0;0.9936294538904266;0.0;0.0;1.5;2.32;0.0;0.0;0.0;0.0;22761.0;7.0;30.0;True;0.0;0.0;6670.0;0.0;0.0;0.0;0.0;0.0;2.0;20.0;2.0;22761.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.13;0.0;0.0;0.0;2.0;30.0;0.0;0.666666667;0.0;0.0
1.0;31.0;1.095445115010332;1.0;1.2258064516129032;0.0;8121.0;2.0;27.0;0.0;0.0;31.0;31.0;0.0;0.0;8.0;0.0;31.0;1.8020299187186068;0.0;0.0;2.0;1.0;0.0;0.03225806451612903;0.0;0.0;19.0;31.0;0.0;1.0;0.0;7.48;31.0;0.0;0.0;0.0;0.0;4.0;8.0;1.0;0.0;1.0;0.0;0.0;6.0;1.0;1.0;0.0;0.0;2.48;0.0;0.0;0.0;1.0;887.0;0.0;31.0;True;0.1796053020267749;2.0;8121.0;0.0;0.0;4.0;0.0;0.0;2.0;12.0;1.0;887.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;4.06;0.0;0.0;0.0;10.0;31.0;2.0;0.387096774;0.0;0.0
0.5714285714285714;7.0;0.7867957924694432;1.0;2.0;0.0;2247.0;3.0;10.0;0.0;0.0;7.0;7.0;0.0;0.0;2.0;0.0;7.0;2.768874620972692;0.0;0.0;2.5;1.0;0.0;0.0;0.0;0.0;5.0;7.0;0.0;1.0;0.0;6.14;7.0;0.0;0.0;0.0;0.0;3.0;2.0;0.0;0.0;1.0;0.0;0.0;5.0;1.0;1.0;0.0;0.5;1.97;0.0;0.0;0.0;1.0;369.0;0.0;7.0;False;0.0;2.0;2247.0;0.0;0.0;2.0;0.0;0.0;2.0;2.0;1.0;369.0;0.5773502691896258;2.0;0.0;0.0;0.0;0.0;2.333333333333333;0.0;0.0;0.0;2.57;0.0;0.0;0.0;8.0;7.0;2.0;0.28571428600000004;0.0;0.0
0.0;3.0;0.0;1.0;6.666666666666668;0.0;38749.0;2.0;1.0;0.0;0.0;3.0;4.0;0.0;0.0;2.0;0.0;3.0;4.0414518843273814;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;1.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;1.0;0.0;0.0;2.0;1.0;1.0;0.0;5.5;1.15;0.0;0.0;0.0;0.0;4729.0;0.0;4.0;False;0.0;2.0;38749.0;0.0;0.0;0.0;0.0;0.0;9.0;3.0;9.0;4729.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;9.0;4.0;2.0;0.75;0.0;0.0
