MaxNumberOfNestedBlocks_mean;NumberOfMethods_Mood;MaxNumberOfNestedBlocks_std;issues_priorityMajor_max;NumberOfModifiers_mean;NumberOfMathOperations_25%;blamemerge_priorityMajor_count;Maximum Depth_max;Maximum Complexity*;Ao;Mit;NumberOfMathOperations_count;Md;NMIR;SIX;Ad;blamemerge_priorityMinor_min;NumberOfModifiers_count;NumberOfModifiers_std;NumberOfModifiers_min;NumberOfMathOperations_50%;Maximum Depth_75%;blamemerge_priorityMajor_max;blamemerge_priorityMinor_std;NumberOfMathOperations_mean;HMi;Mo;HMd;NM;Ai;blamemerge_priorityMajor_mean;Mi;Average Statements per Method;MaxNumberOfNestedBlocks_count;issues_priorityMajor_std;NMI;blame_merge_priorityMinor_mean;issues_priorityMinor_std;Maximum Depth_count;NF;MaxNumberOfNestedBlocks_50%;PMi;blamemerge_priorityMajor_min;blame_merge_priorityMinor_std;MaxNumberOfNestedBlocks_min;Maximum Block Depth;issues_priorityMajor_mean;issues_priorityMajor_min;NOPa;NumberOfModifiers_25%;Average Block Depth;blame_merge_priorityMajor_min;blame_merge_priorityMinor_max;blame_merge_priorityMinor_count;MaxNumberOfNestedBlocks_75%;issues_priorityMajor_count;Av;Ma;Bugged;NumberOfMathOperations_std;Maximum Depth_min;blamemerge_priorityMinor_count;blame_merge_priorityMinor_min;MaxNumberOfNestedBlocks_25%;MaxNumberOfNestedBlocks_max;issues_priorityMinor_max;Ait;NumberOfModifiers_75%;PMd;NumberOfModifiers_50%;issues_priorityMinor_count;Maximum Depth_std;Maximum Depth_25%;blamemerge_priorityMinor_mean;blame_merge_priorityMajor_mean;blamemerge_priorityMinor_max;blame_merge_priorityMajor_std;Maximum Depth_mean;NumberOfMathOperations_min;blamemerge_priorityMajor_std;NumberOfMathOperations_max;Average Complexity*;issues_priorityMinor_min;blame_merge_priorityMajor_count;blame_merge_priorityMajor_max;NumberOfModifiers_max;NMA;Maximum Depth_50%;PMR;NumberOfMathOperations_75%;issues_priorityMinor_mean
0.6923076923076923;25.0;1.1231822922119372;1.0;3.9615384615384617;0.0;132010.0;2.0;5.0;0.0;0.0;26.0;26.0;0.0;0.0;10.0;0.0;26.0;2.217760478153928;1.0;0.0;2.0;1.0;0.019651667608867558;0.2307692307692308;0.0;0.0;23.0;25.0;0.0;0.9934701916521476;0.0;4.79;26.0;0.15782489110446205;0.0;0.0;0.09149683960813093;3.0;10.0;0.0;0.0;0.0;0.0;0.0;9.0;0.9744391063016;0.0;0.0;4.0;3.83;0.0;0.0;0.0;1.0;21439.0;3.0;26.0;True;0.5870395085642742;2.0;132010.0;0.0;0.0;4.0;1.0;0.0;4.0;3.0;4.0;21439.0;0.0;2.0;0.0003863343686084388;0.0;1.0;0.0;2.0;0.0;0.08054327465821752;2.0;1.6;0.0;0.0;0.0;12.0;26.0;2.0;0.115384615;0.0;0.008442557955128504
0.0;25.0;0.0;1.0;1.0;0.0;132010.0;3.0;5.0;0.0;0.0;1.0;26.0;0.0;0.0;10.0;0.0;1.0;0.0;1.0;0.0;3.0;1.0;0.019651667608867558;0.0;0.0;0.0;23.0;25.0;0.0;0.9934701916521476;0.0;4.79;1.0;0.15782489110446205;0.0;0.0;0.09149683960813093;2.0;10.0;0.0;0.0;0.0;0.0;0.0;9.0;0.9744391063016;0.0;0.0;1.0;3.83;0.0;0.0;0.0;0.0;21439.0;3.0;26.0;True;0.0;3.0;132010.0;0.0;0.0;0.0;1.0;0.0;1.0;3.0;1.0;21439.0;0.0;3.0;0.0003863343686084388;0.0;1.0;0.0;3.0;0.0;0.08054327465821752;0.0;1.6;0.0;0.0;0.0;1.0;26.0;3.0;0.115384615;0.0;0.008442557955128504
0.0;0.0;0.0;1.0;0.0;0.0;81.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;1456.0;0.0;0.0;False;0.0;0.0;81.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1456.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.25;4.0;0.957427107756338;1.0;3.0;0.0;39845.0;0.0;4.0;0.0;0.0;4.0;4.0;0.0;0.0;4.0;0.0;4.0;4.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.99292257497804;0.0;6.8;4.0;0.0;0.0;0.0;0.0;0.0;4.0;1.5;0.0;0.0;0.0;0.0;4.0;1.0;1.0;0.0;1.0;1.49;0.0;0.0;0.0;2.0;6457.0;0.0;4.0;False;0.0;0.0;39845.0;0.0;0.75;2.0;0.0;0.0;3.0;4.0;1.0;6457.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08383025377656524;0.0;2.5;0.0;0.0;0.0;9.0;4.0;0.0;1.0;0.0;0.0
0.0;0.0;0.0;1.0;0.0;0.0;21486.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2610.0;0.0;0.0;False;0.0;0.0;21486.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2610.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
0.6666666666666666;9.0;0.8660254037844387;1.0;2.333333333333333;0.0;56867.0;2.0;7.0;0.0;0.0;9.0;9.0;0.0;0.0;3.0;0.0;9.0;2.91547594742265;1.0;0.0;2.0;1.0;0.0321939493455374;0.5555555555555556;0.0;0.0;4.0;9.0;0.0;0.9966237009161728;0.0;7.33;9.0;0.17223644891166096;0.0;0.0;0.17223644891166096;2.0;3.0;0.0;0.0;0.0;0.0;0.0;4.0;0.9694013759112844;0.0;0.0;1.0;1.46;0.0;0.0;0.0;1.0;9739.0;0.0;9.0;False;0.8819171036881968;2.0;56867.0;0.0;0.0;2.0;1.0;0.0;2.0;5.0;1.0;9739.0;0.0;2.0;0.0010375085726343923;0.0;1.0;0.0;2.0;0.0;0.05800826545207775;2.0;2.56;0.0;0.0;0.0;10.0;9.0;2.0;0.5555555560000001;1.0;0.030598624088715474
2.1666666666666665;3.0;2.1369760566432805;1.0;4.0;0.0;56464.0;0.0;13.0;0.0;0.0;6.0;5.0;0.0;0.0;1.0;0.0;6.0;4.289522117905444;1.0;0.0;0.0;1.0;0.0;1.6666666666666667;0.0;0.0;2.0;3.0;0.0;0.9871953811277984;0.0;18.88;6.0;0.18620076118910994;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;7.0;0.9640387275242048;0.0;0.0;1.0;3.15;0.0;0.0;0.0;3.75;13014.0;0.0;5.0;True;2.6583202716502514;0.0;56464.0;0.0;0.25;5.0;0.0;0.0;7.25;3.0;1.5;13014.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11243168807259912;6.0;4.63;0.0;0.0;0.0;10.0;5.0;0.0;0.6;3.0;0.0
0.0;3.0;0.0;1.0;0.0;0.0;56464.0;3.0;13.0;0.0;0.0;0.0;5.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;2.0;3.0;0.0;0.9871953811277984;0.0;18.88;0.0;0.18620076118910994;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;7.0;0.9640387275242048;0.0;0.0;0.0;3.15;0.0;0.0;0.0;0.0;13014.0;0.0;5.0;True;0.0;3.0;56464.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;13014.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;0.0;0.11243168807259912;0.0;4.63;0.0;0.0;0.0;0.0;5.0;3.0;0.6;0.0;0.0
2.0;1.0;0.0;1.0;1.0;6.0;59638.0;0.0;6.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;6.0;0.0;1.0;0.0;6.0;0.0;0.0;0.0;1.0;0.0;0.9959421845132298;0.0;41.0;1.0;0.20839665127720208;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;2.0;4.0;0.9545049063336308;0.0;0.0;1.0;1.97;0.0;0.0;0.0;2.0;11210.0;0.0;1.0;True;0.0;0.0;59638.0;0.0;2.0;2.0;0.0;0.0;1.0;1.0;1.0;11210.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.06357214316078752;6.0;6.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;6.0;0.0
3.0;1.0;0.0;1.0;1.0;1.0;603.0;0.0;9.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;36.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;0.0;1.0;0.0;3.0;5.0;1.0;1.0;0.0;1.0;1.92;0.0;0.0;0.0;3.0;674.0;0.0;1.0;True;0.0;0.0;603.0;0.0;3.0;3.0;0.0;0.0;1.0;1.0;1.0;674.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;9.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0
