NOCh;WMC_CK_min;NMI;WMC_CK_75%;WMC_CK_count;Bugged;NMIR;WMC;NPM;DIT;NORM;WMC_CK_max;WMC_CK_25%;WMC_CK_std;WMC_CK_mean;WMC_CK_50%
0.0;1.0;0.0;7.5;3.0;False;0.0;15.0;2.0;1.0;0.0;12.0;2.0;5.859465277082316;5.333333333333333;3.0
0.0;2.0;0.0;4.5;3.0;False;0.0;10.0;2.0;1.0;0.0;5.0;3.0;1.5275252316519468;3.6666666666666665;4.0
0.0;2.0;0.0;2.5;3.0;False;0.0;6.0;2.0;1.0;0.0;3.0;2.0;0.5773502691896258;2.333333333333333;2.0
0.0;1.0;0.0;5.0;5.0;False;0.0;44.0;5.0;1.0;0.0;34.0;1.0;14.415269681833914;8.4;1.0
0.0;1.0;0.0;2.5;4.0;False;0.0;7.0;3.0;1.0;0.0;4.0;1.0;1.4142135623730951;2.0;1.5
0.0;2.0;0.0;6.5;3.0;False;0.0;11.0;2.0;1.0;0.0;9.0;3.0;3.6055512754639887;5.0;4.0
0.0;1.0;0.0;4.0;8.0;False;0.0;16.0;5.0;1.0;0.0;4.0;1.0;1.48804761828569;2.25;1.5
0.0;1.0;0.0;4.0;3.0;False;0.0;9.0;2.0;1.0;0.0;7.0;1.0;3.4641016151377544;3.0;1.0
0.0;1.0;0.0;2.5;3.0;False;0.0;5.0;2.0;1.0;0.0;3.0;1.5;1.0;2.0;2.0
0.0;1.0;0.0;2.5;3.0;False;0.0;5.0;2.0;1.0;0.0;3.0;1.5;1.0;2.0;2.0
0.0;1.0;0.0;1.0;2.0;False;0.0;3.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0
0.0;1.0;0.0;1.0;2.0;False;0.0;3.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0
0.0;1.0;0.0;4.0;3.0;False;0.0;9.0;2.0;1.0;0.0;4.0;2.5;1.7320508075688772;3.0;4.0
0.0;1.0;0.0;4.25;4.0;False;0.0;12.0;2.0;1.0;0.0;5.0;1.75;1.8257418583505536;3.0;3.0
