NumberOfMethods_Checkstyle_std;CyclomaticComplexity_count;NCSSForThisMethod_50%;NestedIfElseDepth_25%;FileLength_75%;NumberOfPublicMethods_Checkstyle_75%;NestedTryDepth_mean;AnonymousInnerClassLength_min;NCSSForThisClass_std;NumberOfProtectedMethod_count;NumberOfPackageMethod_count;NestedIfElseDepth_75%;NCSSForThisFile_min;NCSSForThisFile_50%;ThrowsCount_25%;BooleanExpressionComplexity_std;ClassDataAbstractionCoupling_std;NumberOfPublicMethods_Checkstyle_count;ClassDataAbstractionCoupling_min;AnonymousInnerClassLength_25%;ClassFanOutComplexity_mean;NumberOfProtectedMethod_25%;CyclomaticComplexity_max;ThrowsCount_std;NumberOfProtectedMethod_75%;NCSSForThisMethod_25%;NumberOfPackageMethod_min;MethodLength_max;ThrowsCount_mean;MethodLength_min;NumberOfPrivateMethod_mean;MethodLength_75%;NumberOfPrivateMethod_min;NCSSForThisClass_min;ThrowsCount_50%;NumberOfPrivateMethod_std;ExecutableStatementCount_count;ClassDataAbstractionCoupling_mean;NCSSForThisFile_std;NumberOfProtectedMethod_50%;BooleanExpressionComplexity_75%;BooleanExpressionComplexity_min;ClassFanOutComplexity_25%;NCSSForThisClass_75%;NestedTryDepth_75%;NumberOfProtectedMethod_mean;NCSSForThisMethod_count;FileLength_count;NestedForDepth_min;NestedTryDepth_min;NestedIfElseDepth_count;NumberOfPublicMethods_Checkstyle_25%;ClassDataAbstractionCoupling_max;BooleanExpressionComplexity_50%;NumberOfPackageMethod_mean;MethodLength_std;NumberOfMethods_Checkstyle_mean;NCSSForThisFile_25%;NPathComplexity_50%;ThrowsCount_max;MethodLength_25%;ExecutableStatementCount_25%;FileLength_min;NCSSForThisFile_max;NestedForDepth_mean;ClassFanOutComplexity_max;CyclomaticComplexity_std;ThrowsCount_min;Bugged;ClassFanOutComplexity_min;MethodLength_mean;FileLength_50%;NumberOfPackageMethod_25%;NestedIfElseDepth_max;NCSSForThisFile_count;NumberOfProtectedMethod_std;NPathComplexity_max;NestedTryDepth_count;NumberOfPackageMethod_std;NPathComplexity_count;AnonymousInnerClassLength_count;NestedForDepth_50%;AnonymousInnerClassLength_max;ExecutableStatementCount_std;CyclomaticComplexity_25%;NumberOfMethods_Checkstyle_count;NPathComplexity_mean;NestedTryDepth_std;ThrowsCount_count;ClassFanOutComplexity_std;ClassDataAbstractionCoupling_count;NPathComplexity_25%;AnonymousInnerClassLength_75%;NumberOfPrivateMethod_25%;AnonymousInnerClassLength_std;ClassDataAbstractionCoupling_50%;NestedTryDepth_25%;NPathComplexity_min;NestedIfElseDepth_50%;ClassFanOutComplexity_75%;ExecutableStatementCount_min;NumberOfPrivateMethod_count;NumberOfProtectedMethod_max;CyclomaticComplexity_min;NumberOfPublicMethods_Checkstyle_50%;NestedForDepth_std;NCSSForThisMethod_std;NCSSForThisMethod_mean;FileLength_25%;NCSSForThisClass_mean;NCSSForThisClass_25%;NCSSForThisClass_count;NestedIfElseDepth_mean;BooleanExpressionComplexity_count;NumberOfPackageMethod_50%;ClassFanOutComplexity_50%;NestedForDepth_75%;NestedTryDepth_50%;NumberOfPackageMethod_75%;ClassDataAbstractionCoupling_25%;NCSSForThisMethod_min;NestedTryDepth_max;NumberOfMethods_Checkstyle_50%;NumberOfPackageMethod_max;AnonymousInnerClassLength_mean;ClassFanOutComplexity_count;NumberOfMethods_Checkstyle_25%;ExecutableStatementCount_mean;MethodLength_count;BooleanExpressionComplexity_max;BooleanExpressionComplexity_25%;FileLength_std;NestedForDepth_max;NestedForDepth_25%;ExecutableStatementCount_50%;MethodLength_50%;ExecutableStatementCount_max;NCSSForThisFile_75%;NumberOfPublicMethods_Checkstyle_max;NumberOfPrivateMethod_50%;NCSSForThisMethod_max;NestedIfElseDepth_min;FileLength_mean;NPathComplexity_75%;NumberOfMethods_Checkstyle_75%;NumberOfPublicMethods_Checkstyle_min;NumberOfMethods_Checkstyle_min;AnonymousInnerClassLength_50%;BooleanExpressionComplexity_mean;NumberOfPublicMethods_Checkstyle_std;ClassDataAbstractionCoupling_75%;NumberOfPrivateMethod_max;NumberOfMethods_Checkstyle_max;NCSSForThisClass_max;NPathComplexity_std;NCSSForThisFile_mean;CyclomaticComplexity_75%;CyclomaticComplexity_mean;CyclomaticComplexity_50%;NCSSForThisMethod_75%;NestedForDepth_count;NCSSForThisClass_50%;NumberOfPrivateMethod_75%;NumberOfProtectedMethod_min;NumberOfPublicMethods_Checkstyle_mean;FileLength_max;NestedIfElseDepth_std;ExecutableStatementCount_75%;ThrowsCount_75%
2.8284271247461903;8.0;2.0;0.0;0.0;0.0;0.0;0.0;10.253048327204938;8.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.625;0.0;2.0;0.0;0.0;2.0;0.0;13.0;0.0;3.0;0.125;4.0;0.0;0.0;0.0;0.3535533905932738;8.0;0.0;13.081475451951132;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;8.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;3.4641016151377544;1.0;0.0;1.0;0.0;3.0;1.0;0.0;37.0;0.0;5.0;0.3535533905932738;0.0;False;0.0;4.5;0.0;0.0;0.0;8.0;0.0;2.0;8.0;0.0;8.0;8.0;0.0;0.0;1.7268882005337975;1.0;8.0;1.125;0.0;8.0;1.7677669529663689;8.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;8.0;0.0;1.0;0.0;0.0;2.070196678027062;3.0;0.0;3.625;0.0;8.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;8.0;0.0;1.875;8.0;0.0;0.0;52.32590180780453;0.0;0.0;1.0;3.0;6.0;0.0;7.0;0.0;8.0;0.0;18.5;1.0;0.0;0.0;0.0;0.0;0.0;2.4748737341529163;0.0;1.0;8.0;29.0;0.3535533905932738;4.625;1.0;1.125;1.0;3.0;8.0;0.0;0.0;0.0;0.875;148.0;0.0;2.0;0.0
0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;0.0;5.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;5.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;5.0;0.0;0.0;0.0;1.0;0.0;3.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;3.0;1.0;3.0;0.0;1.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;2.0;5.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;3.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0
6.725382459813659;39.0;2.0;0.0;0.0;0.0;0.0;0.0;27.22178614686481;39.0;39.0;0.0;0.0;0.0;0.0;0.2699527623995085;0.8006407690254357;39.0;0.0;0.0;0.4615384615384616;0.0;11.0;0.0;0.0;2.0;0.0;35.0;0.0;3.0;0.0;4.0;0.0;0.0;0.0;0.0;39.0;0.1282051282051282;30.58447737677164;0.0;0.0;0.0;0.0;0.0;0.0;0.02564102564102564;39.0;39.0;0.0;0.0;39.0;0.0;5.0;0.0;0.0;5.864184851077884;1.0769230769230769;0.0;1.0;0.0;3.0;1.0;0.0;191.0;0.0;18.0;1.789533221205343;0.0;False;0.0;5.0769230769230775;0.0;0.0;1.0;39.0;0.16012815380508713;96.0;39.0;0.0;39.0;39.0;0.0;0.0;2.224268064117415;1.0;39.0;3.743589743589744;0.0;39.0;2.8823067684915684;39.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;39.0;1.0;1.0;0.0;0.0;3.1219046748612262;3.2051282051282053;0.0;4.3589743589743595;0.0;39.0;0.02564102564102564;39.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;39.0;0.0;2.0;39.0;1.0;0.0;103.12253105047613;0.0;0.0;1.0;3.0;12.0;0.0;41.0;0.0;19.0;0.0;16.512820512820515;1.0;0.0;0.0;0.0;0.0;0.07692307692307693;6.565254306008573;0.0;0.0;42.0;170.0;15.390902898718672;4.897435897435898;1.0;1.5384615384615383;1.0;3.0;39.0;0.0;0.0;0.0;1.051282051282051;644.0;0.16012815380508713;2.0;0.0
0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;4.0;0.0;4.0;0.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;4.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0
0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;4.0;0.0;4.0;0.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;4.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0
2.449489742783178;6.0;5.5;0.0;0.0;0.0;0.0;0.0;24.086649137367917;6.0;6.0;0.0;0.0;0.0;0.0;0.40824829046386296;0.40824829046386296;6.0;0.0;0.0;1.6666666666666667;0.0;3.0;0.0;0.0;2.75;0.0;18.0;0.0;3.0;0.0;13.0;0.0;0.0;0.0;0.0;6.0;0.16666666666666666;29.802125203862;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;6.0;0.0;0.0;6.0;0.0;1.0;0.0;0.0;6.047037842337905;1.0;0.0;1.5;0.0;4.0;1.5;0.0;73.0;0.0;10.0;0.8164965809277259;0.0;False;0.0;9.166666666666666;0.0;0.0;1.0;6.0;0.0;3.0;6.0;0.0;6.0;6.0;0.0;0.0;2.658320271650252;1.0;6.0;1.6666666666666667;0.0;6.0;4.0824829046386295;6.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;6.0;0.0;1.0;0.0;0.0;3.07679486912382;5.333333333333333;0.0;9.833333333333334;0.0;6.0;0.16666666666666666;6.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;6.0;0.0;3.6666666666666665;6.0;1.0;0.0;78.79192005952557;0.0;0.0;3.5;8.5;8.0;0.0;6.0;0.0;10.0;0.0;32.166666666666664;2.0;0.0;0.0;0.0;0.0;0.16666666666666666;2.449489742783178;0.0;0.0;6.0;59.0;0.8164965809277259;12.166666666666664;2.0;1.6666666666666667;1.5;6.75;6.0;0.0;0.0;0.0;1.0;193.0;0.40824829046386296;4.75;0.0
3.1622776601683795;10.0;2.0;0.0;0.0;0.0;0.0;0.0;19.60612149304395;10.0;10.0;0.0;0.0;0.0;0.0;0.0;0.6324555320336759;10.0;0.0;0.0;0.7;0.0;9.0;0.0;0.0;2.0;0.0;35.0;0.0;3.0;0.0;10.0;0.0;0.0;0.0;0.0;10.0;0.2;23.40085468524601;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;10.0;0.0;0.0;10.0;0.0;2.0;0.0;0.0;10.650508595054669;1.0;0.0;1.0;0.0;3.0;1.0;0.0;74.0;0.0;7.0;2.6331223544175333;0.0;False;0.0;9.1;0.0;0.0;1.0;10.0;0.0;64.0;10.0;0.0;10.0;10.0;0.0;0.0;3.8369548110737792;1.0;10.0;9.2;0.0;10.0;2.213594362117865;10.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;10.0;0.0;1.0;0.0;0.0;5.641118880348316;5.4;0.0;6.2;0.0;10.0;0.1;10.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;10.0;0.0;3.5;10.0;0.0;0.0;69.57010852370435;0.0;0.0;1.0;3.0;12.0;0.0;10.0;0.0;19.0;0.0;22.0;3.75;0.0;0.0;0.0;0.0;0.0;3.1622776601683795;0.0;0.0;10.0;62.0;19.820303843393628;7.4;3.0;2.6;1.0;6.0;10.0;0.0;0.0;0.0;1.0;220.0;0.31622776601683794;4.75;0.0
3.6055512754639887;13.0;2.0;0.0;0.0;0.0;0.0;0.0;26.90295951692361;13.0;13.0;0.0;0.0;0.0;0.0;0.4803844614152614;0.2773500981126146;13.0;0.0;0.0;0.38461538461538464;0.0;9.0;0.0;0.0;2.0;0.0;32.0;0.0;3.0;0.07692307692307693;22.0;0.0;0.0;0.0;0.2773500981126146;13.0;0.07692307692307693;30.231160694274987;0.0;1.0;0.0;0.0;0.0;0.0;0.0;13.0;13.0;0.0;0.0;13.0;0.0;1.0;0.0;0.0;11.272271402166586;1.0;0.0;2.0;0.0;3.0;1.0;0.0;109.0;0.0;5.0;2.5012817227194253;0.0;False;0.0;12.307692307692307;0.0;0.0;1.0;13.0;0.0;64.0;13.0;0.0;13.0;13.0;0.0;0.0;3.5319058558176453;2.0;13.0;9.0;0.0;13.0;1.3867504905630723;13.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;13.0;0.0;1.0;0.0;0.0;5.927986643121392;6.846153846153847;0.0;7.461538461538463;0.0;13.0;0.07692307692307693;13.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;13.0;0.0;3.8461538461538463;13.0;1.0;0.0;89.02938149414929;0.0;0.0;1.0;3.0;11.0;0.0;12.0;0.0;16.0;0.0;24.69230769230769;5.0;0.0;0.0;0.0;0.0;0.3076923076923077;3.3282011773513744;0.0;1.0;13.0;97.0;18.05547008526779;8.384615384615385;5.0;3.3846153846153846;2.0;14.0;13.0;0.0;0.0;0.0;0.9230769230769232;321.0;0.2773500981126146;6.0;0.0
2.0;4.0;2.0;0.0;26.0;1.0;0.0;0.0;7.5;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;3.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;4.0;0.0;8.0;0.0;0.0;0.0;0.0;3.75;0.0;0.0;4.0;4.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.5;0.0;3.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;False;0.0;3.0;0.0;0.0;0.0;4.0;0.0;1.0;4.0;0.0;4.0;4.0;0.0;0.0;0.0;1.0;4.0;0.5;0.0;4.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;3.75;0.0;4.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;4.0;0.0;1.0;4.0;0.0;0.0;52.0;0.0;0.0;1.0;3.0;1.0;4.0;4.0;0.0;2.0;0.0;26.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;4.0;15.0;0.5773502691896257;4.0;1.0;1.0;1.0;2.0;4.0;0.0;0.0;0.0;1.0;104.0;0.0;1.0;0.0
1.4142135623730951;2.0;2.0;0.0;56.25;1.5;0.0;0.0;6.363961030678928;2.0;2.0;0.0;0.0;5.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;3.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;2.0;0.0;7.071067811865476;0.0;0.0;0.0;0.0;6.75;0.0;0.0;2.0;2.0;0.0;0.0;2.0;0.5;0.0;0.0;0.0;0.0;1.0;2.5;0.5;0.0;3.0;1.0;0.0;10.0;0.0;0.0;0.0;0.0;False;0.0;3.0;37.5;0.0;0.0;2.0;0.0;1.0;2.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;2.0;0.5;0.0;2.0;0.0;2.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;1.0;1.0;0.0;0.0;2.0;18.75;4.5;2.25;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;2.0;0.5;1.0;2.0;0.0;0.0;53.03300858899106;0.0;0.0;1.0;3.0;1.0;7.5;2.0;0.0;2.0;0.0;37.5;0.75;1.5;0.0;0.0;0.0;0.0;1.4142135623730951;0.0;0.0;2.0;9.0;0.7071067811865476;5.0;1.0;1.0;1.0;2.0;2.0;4.5;0.0;0.0;1.0;75.0;0.0;1.0;0.0
1.4142135623730951;2.0;2.0;0.0;39.0;1.5;0.0;0.0;6.363961030678928;2.0;2.0;0.0;0.0;5.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;3.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;2.0;0.0;7.071067811865476;0.0;0.0;0.0;0.0;6.75;0.0;0.0;2.0;2.0;0.0;0.0;2.0;0.5;0.0;0.0;0.0;0.0;1.0;2.5;0.5;0.0;3.0;1.0;0.0;10.0;0.0;0.0;0.0;0.0;False;0.0;3.0;26.0;0.0;0.0;2.0;0.0;1.0;2.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;2.0;0.5;0.0;2.0;0.0;2.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;1.0;1.0;0.0;0.0;2.0;13.0;4.5;2.25;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;2.0;0.5;1.0;2.0;0.0;0.0;36.76955262170047;0.0;0.0;1.0;3.0;1.0;7.5;2.0;0.0;2.0;0.0;26.0;0.75;1.5;0.0;0.0;0.0;0.0;1.4142135623730951;0.0;0.0;2.0;9.0;0.7071067811865476;5.0;1.0;1.0;1.0;2.0;2.0;4.5;0.0;0.0;1.0;52.0;0.0;1.0;0.0
0.0;1.0;4.0;0.0;55.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;9.0;9.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;4.0;0.0;10.0;0.0;10.0;0.0;10.0;0.0;6.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;6.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;9.0;4.0;0.0;10.0;3.0;55.0;9.0;0.0;2.0;0.0;0.0;False;2.0;10.0;55.0;0.0;0.0;1.0;0.0;4.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;1.0;4.0;0.0;1.0;0.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;2.0;3.0;1.0;0.0;2.0;1.0;0.0;0.0;4.0;55.0;6.0;6.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;4.0;0.0;1.0;0.0;0.0;1.0;1.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;10.0;3.0;9.0;1.0;0.0;4.0;0.0;55.0;4.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;6.0;0.0;9.0;2.0;2.0;2.0;4.0;1.0;6.0;0.0;0.0;1.0;55.0;0.0;3.0;0.0
2.0;4.0;2.0;0.0;26.0;1.0;0.0;0.0;8.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;3.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;4.0;0.0;8.5;0.0;0.0;0.0;0.0;4.0;0.0;0.0;4.0;4.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.5;0.0;3.0;1.0;0.0;17.0;0.0;0.0;0.0;0.0;False;0.0;3.0;0.0;0.0;0.0;4.0;0.0;1.0;4.0;0.0;4.0;4.0;0.0;0.0;0.0;1.0;4.0;0.5;0.0;4.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;4.0;0.0;4.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;4.0;0.0;1.0;4.0;0.0;0.0;52.0;0.0;0.0;1.0;3.0;1.0;4.25;4.0;0.0;2.0;0.0;26.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;4.0;16.0;0.5773502691896257;4.25;1.0;1.0;1.0;2.0;4.0;0.0;0.0;0.0;1.0;104.0;0.0;1.0;0.0
5.830951894845301;34.0;4.0;0.0;0.0;0.0;0.0;0.0;48.53409959533001;34.0;34.0;0.0;0.0;0.0;0.0;0.3869529949759475;2.400980191995124;34.0;0.0;0.0;0.7352941176470589;0.0;16.0;0.0;0.0;2.25;0.0;107.0;0.0;3.0;0.2058823529411765;13.0;0.0;0.0;0.0;1.200490095997562;34.0;0.4117647058823529;55.05104583074535;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.0;34.0;0.0;0.0;34.0;0.0;14.0;0.0;0.0;17.94517795299634;1.0;0.0;2.0;0.0;3.25;1.25;0.0;321.0;0.0;25.0;2.740076894974725;0.0;True;0.0;11.970588235294118;0.0;0.0;1.0;34.0;0.0;104.0;34.0;0.0;34.0;34.0;0.0;0.0;9.629916620492986;1.0;34.0;5.5;0.0;34.0;4.287464628562721;34.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;34.0;0.0;1.0;0.0;0.0;11.913832042604675;7.0;0.0;8.323529411764708;0.0;34.0;0.05882352941176471;34.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;34.0;0.0;4.852941176470588;34.0;1.0;0.0;149.03227048884017;0.0;0.0;2.0;8.0;57.0;0.0;27.0;0.0;71.0;0.0;25.558823529411764;3.0;0.0;0.0;0.0;0.0;0.17647058823529413;4.630461798847739;0.0;7.0;34.0;283.0;17.56244270992489;9.441176470588236;3.0;2.647058823529412;2.0;6.0;34.0;0.0;0.0;0.0;0.7941176470588235;869.0;0.2388325736106129;4.0;0.0
5.839971160707452;38.0;7.0;0.0;0.0;0.0;0.0;0.0;57.75082592255146;38.0;38.0;0.0;0.0;0.0;0.0;0.5987184036630071;0.16222142113076254;38.0;0.0;0.0;0.34210526315789475;0.0;14.0;0.0;0.0;5.0;0.0;70.0;0.0;3.0;0.05263157894736842;14.0;0.0;0.0;0.0;0.32444284226152514;38.0;0.02631578947368421;61.80636145082053;0.0;1.0;0.0;0.0;0.0;0.0;0.0;38.0;38.0;0.0;0.0;38.0;0.0;1.0;0.0;0.0;11.204963592258599;0.9473684210526316;0.0;3.0;0.0;8.0;3.0;0.0;381.0;0.07894736842105263;13.0;2.367543697145786;0.0;False;0.0;13.447368421052632;0.0;0.0;1.0;38.0;0.0;577.0;38.0;0.0;38.0;38.0;0.0;17.0;4.3023199934159715;2.0;38.0;19.657894736842106;0.0;38.0;2.1088784746999125;38.0;2.0;0.0;0.0;2.899575678968465;0.0;0.0;1.0;0.0;0.0;1.0;38.0;0.0;1.0;0.0;0.2732763127330939;5.012998750474782;7.2894736842105265;0.0;9.368421052631579;0.0;38.0;0.07894736842105263;38.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.6052631578947368;38.0;0.0;5.2368421052631575;38.0;2.0;0.0;175.36135624235425;1.0;0.0;5.0;12.0;26.0;0.0;34.0;0.0;31.0;0.0;28.447368421052627;6.0;0.0;0.0;0.0;0.0;0.42105263157894735;5.515528318445925;0.0;2.0;36.0;356.0;92.99092554268894;10.026315789473683;4.0;3.5526315789473686;3.0;8.0;38.0;0.0;0.0;0.0;0.8947368421052632;1081.0;0.2732763127330939;5.0;0.0
2.0;4.0;2.0;0.0;25.75;1.0;0.0;0.0;7.5;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;3.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;4.0;0.0;8.0;0.0;0.0;0.0;0.0;3.75;0.0;0.0;4.0;4.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.5;0.0;3.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;False;0.0;3.0;0.0;0.0;0.0;4.0;0.0;1.0;4.0;0.0;4.0;4.0;0.0;0.0;0.0;1.0;4.0;0.5;0.0;4.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;3.75;0.0;4.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;4.0;0.0;1.0;4.0;0.0;0.0;51.5;0.0;0.0;1.0;3.0;1.0;4.0;4.0;0.0;2.0;0.0;25.75;1.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;4.0;15.0;0.5773502691896257;4.0;1.0;1.0;1.0;2.0;4.0;0.0;0.0;0.0;1.0;103.0;0.0;1.0;0.0
