NumberOfPrivateMethod_mean;NestedIfElseDepth_std;NCSSForThisMethod_std;BooleanExpressionComplexity_mean;NCSSForThisClass_count;BooleanExpressionComplexity_25%;NumberOfPrivateMethod_50%;NCSSForThisFile_std;ThrowsCount_50%;NestedIfElseDepth_75%;CyclomaticComplexity_75%;FileLength_75%;NCSSForThisFile_25%;ClassFanOutComplexity_min;ClassDataAbstractionCoupling_min;NPathComplexity_min;ExecutableStatementCount_max;FileLength_mean;NumberOfPrivateMethod_75%;NestedTryDepth_25%;ThrowsCount_max;AnonymousInnerClassLength_50%;NCSSForThisClass_75%;NumberOfMethods_Checkstyle_std;NumberOfPrivateMethod_std;NestedTryDepth_count;NestedForDepth_25%;NumberOfProtectedMethod_50%;ExecutableStatementCount_min;ThrowsCount_min;ClassDataAbstractionCoupling_std;NestedForDepth_count;NumberOfMethods_Checkstyle_count;CyclomaticComplexity_25%;NumberOfPrivateMethod_count;FileLength_count;NumberOfPublicMethods_Checkstyle_std;NCSSForThisFile_max;ExecutableStatementCount_mean;AnonymousInnerClassLength_max;NumberOfMethods_Checkstyle_mean;NumberOfProtectedMethod_mean;MethodLength_mean;ExecutableStatementCount_25%;AnonymousInnerClassLength_25%;MethodLength_min;NestedIfElseDepth_25%;NumberOfPackageMethod_count;ThrowsCount_std;NestedIfElseDepth_max;NumberOfPrivateMethod_min;BooleanExpressionComplexity_75%;ExecutableStatementCount_count;ClassFanOutComplexity_25%;MethodLength_75%;AnonymousInnerClassLength_min;ThrowsCount_25%;NestedTryDepth_max;NestedForDepth_50%;NumberOfPublicMethods_Checkstyle_min;FileLength_max;NumberOfPublicMethods_Checkstyle_50%;ClassFanOutComplexity_std;NumberOfPackageMethod_25%;ClassDataAbstractionCoupling_50%;NCSSForThisFile_50%;NumberOfProtectedMethod_25%;NumberOfPublicMethods_Checkstyle_count;NestedForDepth_mean;NestedForDepth_75%;CyclomaticComplexity_std;NCSSForThisMethod_75%;NestedIfElseDepth_count;NCSSForThisClass_min;FileLength_std;NPathComplexity_25%;FileLength_min;NumberOfMethods_Checkstyle_75%;ThrowsCount_count;NumberOfPackageMethod_75%;NestedIfElseDepth_50%;NumberOfPublicMethods_Checkstyle_75%;NCSSForThisMethod_mean;NCSSForThisFile_min;MethodLength_25%;NestedForDepth_max;NPathComplexity_max;CyclomaticComplexity_min;ClassDataAbstractionCoupling_count;NPathComplexity_count;ExecutableStatementCount_std;ClassFanOutComplexity_75%;NCSSForThisMethod_max;NumberOfPublicMethods_Checkstyle_25%;NestedForDepth_min;NumberOfProtectedMethod_75%;NumberOfPackageMethod_min;NPathComplexity_75%;NCSSForThisFile_75%;NumberOfProtectedMethod_max;NPathComplexity_50%;AnonymousInnerClassLength_mean;Bugged;NCSSForThisClass_max;NCSSForThisMethod_count;NCSSForThisMethod_min;NumberOfPackageMethod_std;BooleanExpressionComplexity_std;NCSSForThisFile_count;NumberOfPrivateMethod_max;NumberOfProtectedMethod_min;NPathComplexity_std;NumberOfProtectedMethod_std;NCSSForThisMethod_25%;CyclomaticComplexity_count;NumberOfPublicMethods_Checkstyle_mean;NumberOfMethods_Checkstyle_25%;NumberOfPackageMethod_50%;NCSSForThisClass_50%;AnonymousInnerClassLength_75%;NCSSForThisFile_mean;ClassFanOutComplexity_count;BooleanExpressionComplexity_count;NestedTryDepth_std;NestedTryDepth_50%;ClassDataAbstractionCoupling_75%;ClassDataAbstractionCoupling_25%;ExecutableStatementCount_75%;ClassFanOutComplexity_50%;NCSSForThisClass_std;ThrowsCount_mean;ThrowsCount_75%;ExecutableStatementCount_50%;FileLength_25%;CyclomaticComplexity_50%;NCSSForThisClass_25%;NumberOfMethods_Checkstyle_50%;AnonymousInnerClassLength_count;ClassDataAbstractionCoupling_mean;NumberOfProtectedMethod_count;NumberOfPackageMethod_mean;ClassFanOutComplexity_max;FileLength_50%;MethodLength_50%;NestedIfElseDepth_min;ClassFanOutComplexity_mean;CyclomaticComplexity_mean;NumberOfPrivateMethod_25%;MethodLength_count;NumberOfPackageMethod_max;AnonymousInnerClassLength_std;NCSSForThisClass_mean;NumberOfPublicMethods_Checkstyle_max;NCSSForThisMethod_50%;MethodLength_std;NumberOfMethods_Checkstyle_max;NPathComplexity_mean;BooleanExpressionComplexity_max;NestedIfElseDepth_mean;NestedTryDepth_mean;NumberOfMethods_Checkstyle_min;BooleanExpressionComplexity_50%;BooleanExpressionComplexity_min;NestedTryDepth_75%;MethodLength_max;NestedForDepth_std;CyclomaticComplexity_max;ClassDataAbstractionCoupling_max;NestedTryDepth_min
0.0;0.0;0.0;0.0;4.0;0.0;0.0;14.0;0.0;0.0;1.0;18.25;0.0;0.0;0.0;0.0;1.0;18.25;0.0;0.0;0.0;0.0;5.25;2.0;0.0;4.0;0.0;0.0;1.0;0.0;0.0;4.0;4.0;1.0;4.0;4.0;2.0;28.0;1.0;0.0;1.0;0.0;3.0;1.0;0.0;3.0;0.0;4.0;0.0;0.0;0.0;0.0;4.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;73.0;0.0;0.5;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;2.0;4.0;0.0;36.5;0.0;0.0;1.0;4.0;0.0;0.0;1.0;2.0;0.0;3.0;0.0;1.0;1.0;4.0;4.0;0.0;0.25;2.0;0.0;0.0;0.0;0.0;1.0;7.0;0.0;0.5;0.0;False;21.0;4.0;2.0;0.0;0.0;4.0;0.0;0.0;0.5773502691896257;0.0;2.0;4.0;1.0;0.0;0.0;0.0;0.0;7.0;4.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;10.5;0.0;0.0;1.0;0.0;1.0;0.0;0.0;4.0;0.0;4.0;0.0;1.0;0.0;3.0;0.0;0.25;1.0;0.0;4.0;0.0;0.0;5.25;4.0;2.0;0.0;4.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0
0.0;0.21808478995509087;5.163308638611581;0.0;41.0;0.0;0.0;29.204493473169336;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;31.0;7.560975609756098;0.0;0.0;0.0;0.0;0.0;6.4031242374328485;0.0;41.0;0.0;0.0;1.0;0.0;0.7808688094430303;41.0;41.0;1.0;41.0;41.0;6.4031242374328485;187.0;1.7804878048780488;0.0;1.0;0.0;4.048780487804878;1.0;0.0;3.0;0.0;41.0;0.0;1.0;0.0;0.0;41.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;310.0;0.0;2.9673014758835152;0.0;0.0;0.0;0.0;41.0;0.024390243902439025;0.0;1.1004433696270324;2.0;41.0;0.0;48.41386618546786;0.0;0.0;0.0;41.0;0.0;0.0;0.0;2.8780487804878048;0.0;3.0;1.0;32.0;1.0;41.0;41.0;4.687815030064387;0.0;35.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;False;164.0;41.0;2.0;0.0;0.0;41.0;0.0;0.0;4.94185706182526;0.0;2.0;41.0;1.0;0.0;0.0;0.0;0.0;4.560975609756096;41.0;41.0;0.0;0.0;0.0;0.0;1.0;0.0;25.612496949731394;0.0;0.0;1.0;0.0;1.0;0.0;0.0;41.0;0.12195121951219512;41.0;0.0;19.0;0.0;3.0;0.0;0.4634146341463415;1.195121951219512;0.0;41.0;0.0;0.0;4.0;41.0;2.0;6.10717291188073;41.0;1.3170731707317074;0.0;0.04878048780487805;0.0;0.0;0.0;0.0;0.0;42.0;0.15617376188860604;8.0;5.0;0.0
0.0;0.4879500364742666;6.3358391032961965;0.14285714285714285;7.0;0.0;0.0;20.410081542498276;0.0;0.5;1.0;0.0;0.0;0.0;0.0;0.0;14.0;16.142857142857142;0.0;0.0;0.0;0.0;0.0;2.6457513110645907;0.0;7.0;0.0;0.0;1.0;0.0;1.1338934190276817;7.0;7.0;1.0;7.0;7.0;2.6457513110645907;54.0;3.2857142857142856;0.0;1.0;0.0;7.428571428571429;1.0;0.0;3.0;0.0;7.0;0.0;1.0;0.0;0.0;7.0;0.0;4.5;0.0;0.0;0.0;0.0;0.0;113.0;0.0;3.4016802570830444;0.0;0.0;0.0;0.0;7.0;0.0;0.0;2.2677868380553634;3.5;7.0;0.0;42.70998545004268;0.5;0.0;0.0;7.0;0.0;0.0;0.0;4.857142857142857;0.0;3.0;0.0;25.0;1.0;7.0;7.0;4.8550415622761225;0.0;19.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;True;42.0;7.0;2.0;0.0;0.3779644730092273;7.0;0.0;0.0;9.209208641871669;0.0;2.0;7.0;1.0;0.0;0.0;0.0;0.0;7.7142857142857135;7.0;7.0;0.0;0.0;0.0;0.0;2.5;0.0;15.874507866387546;0.0;0.0;1.0;0.0;1.0;0.0;0.0;7.0;0.42857142857142855;7.0;0.0;9.0;0.0;3.0;0.0;1.2857142857142858;1.8571428571428568;0.0;7.0;0.0;0.0;6.0;7.0;2.0;10.453980786557544;7.0;4.142857142857143;1.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;31.0;0.0;7.0;3.0;0.0
0.0;0.0;0.4629100498862757;0.0;8.0;0.0;0.0;10.960155108391485;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;9.625;0.0;0.0;0.0;0.0;0.0;2.8284271247461903;0.0;8.0;0.0;0.0;1.0;0.0;0.0;8.0;8.0;1.0;8.0;8.0;2.8284271247461903;31.0;1.25;0.0;1.0;0.0;3.25;1.0;0.0;3.0;0.0;8.0;0.0;0.0;0.0;0.0;8.0;0.0;3.25;0.0;0.0;0.0;0.0;0.0;77.0;0.0;1.0606601717798212;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;2.25;8.0;0.0;27.223611075682076;0.0;0.0;0.0;8.0;0.0;0.0;0.0;2.25;0.0;3.0;0.0;1.0;1.0;8.0;8.0;0.4629100498862757;0.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.5;0.0;False;24.0;8.0;2.0;0.0;0.0;8.0;0.0;0.0;0.5345224838248488;0.0;2.0;8.0;1.0;0.0;0.0;0.0;0.0;3.875;8.0;8.0;0.0;0.0;0.0;0.0;1.25;0.0;8.48528137423857;0.0;0.0;1.0;0.0;1.0;0.0;0.0;8.0;0.0;8.0;0.0;3.0;0.0;3.0;0.0;0.375;1.0;0.0;8.0;0.0;0.0;3.0;8.0;2.0;0.4629100498862757;8.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;1.0;0.0;0.0
0.0;0.0;2.708745389899462;0.03571428571428571;28.0;0.0;0.0;22.299903907544408;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;15.0;7.571428571428571;0.0;0.0;0.0;0.0;0.0;5.291502622129181;0.0;28.0;0.0;0.0;1.0;0.0;0.18898223650461365;28.0;28.0;1.0;28.0;28.0;5.291502622129181;118.0;1.7857142857142858;0.0;1.0;0.0;3.8928571428571432;1.0;0.0;3.0;0.0;28.0;0.0;0.0;0.0;0.0;28.0;0.0;3.25;0.0;0.0;0.0;0.0;0.0;212.0;0.0;0.944911182523068;0.0;0.0;0.0;0.0;28.0;0.0;0.0;1.544747029854204;2.25;28.0;0.0;40.064234138978094;0.0;0.0;0.0;28.0;0.0;0.0;0.0;2.821428571428572;0.0;3.0;0.0;81.0;1.0;28.0;28.0;2.671622379298043;0.0;16.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;False;109.0;28.0;2.0;0.0;0.18898223650461365;28.0;0.0;0.0;15.173598625181016;0.0;2.0;28.0;1.0;0.0;0.0;0.0;0.0;4.214285714285714;28.0;28.0;0.0;0.0;0.0;0.0;1.25;0.0;20.59906377900288;0.0;0.0;1.0;0.0;1.0;0.0;0.0;28.0;0.03571428571428571;28.0;0.0;5.0;0.0;3.0;0.0;0.17857142857142858;1.3571428571428572;0.0;28.0;0.0;0.0;3.8928571428571432;28.0;2.0;2.819762082349893;28.0;3.6428571428571432;1.0;0.0;0.0;0.0;0.0;0.0;0.0;17.0;0.0;9.0;1.0;0.0
0.0;0.0;0.0;0.0;4.0;0.0;0.0;7.0;0.0;0.0;1.0;11.0;0.0;0.0;0.0;0.0;1.0;11.0;0.0;0.0;0.0;0.0;3.0;2.0;0.0;4.0;0.0;0.0;1.0;0.0;0.0;4.0;4.0;1.0;4.0;4.0;2.0;14.0;1.0;0.0;1.0;0.0;3.0;1.0;0.0;3.0;0.0;4.0;0.0;0.0;0.0;0.0;4.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;44.0;0.0;0.5;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;2.0;4.0;0.0;22.0;0.0;0.0;1.0;4.0;0.0;0.0;1.0;2.0;0.0;3.0;0.0;1.0;1.0;4.0;4.0;0.0;0.25;2.0;0.0;0.0;0.0;0.0;1.0;3.5;0.0;0.5;0.0;False;12.0;4.0;2.0;0.0;0.0;4.0;0.0;0.0;0.5773502691896257;0.0;2.0;4.0;1.0;0.0;0.0;0.0;0.0;3.5;4.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;6.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;4.0;0.0;4.0;0.0;1.0;0.0;3.0;0.0;0.25;1.0;0.0;4.0;0.0;0.0;3.0;4.0;2.0;0.0;4.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0
0.0;0.0;0.8164965809277259;0.0;25.0;0.0;0.0;18.4;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0;6.96;0.0;0.0;0.0;0.0;0.0;5.0;0.0;25.0;0.0;0.0;1.0;0.0;0.0;25.0;25.0;1.0;25.0;25.0;5.0;92.0;1.16;0.0;1.0;0.0;3.28;1.0;0.0;3.0;0.0;25.0;0.0;0.0;0.0;0.0;25.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;174.0;0.0;1.0;0.0;0.0;0.0;0.0;25.0;0.0;0.0;0.4;2.0;25.0;0.0;34.79999999999999;0.0;0.0;0.0;25.0;0.0;0.0;0.0;2.2;0.0;3.0;0.0;3.0;1.0;25.0;25.0;0.6244997998398398;0.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;False;83.0;25.0;2.0;0.0;0.0;25.0;0.0;0.0;0.7000000000000001;0.0;2.0;25.0;1.0;0.0;0.0;0.0;0.0;3.68;25.0;25.0;0.0;0.0;0.0;0.0;1.0;0.0;16.6;0.0;0.0;1.0;0.0;1.0;0.0;0.0;25.0;0.0;25.0;0.0;5.0;0.0;3.0;0.0;0.2;1.08;0.0;25.0;0.0;0.0;3.32;25.0;2.0;1.2083045973594573;25.0;0.64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;3.0;0.0;0.0
0.0;0.0;5.575835999197527;0.0;28.0;0.0;0.0;26.835477583655138;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;20.0;9.571428571428571;0.0;0.0;0.0;0.0;0.0;5.291502622129181;0.0;28.0;0.0;0.0;1.0;0.0;0.5669467095138406;28.0;28.0;1.0;28.0;28.0;5.291502622129181;142.0;2.5357142857142856;0.0;1.0;0.0;5.25;1.0;0.0;3.0;0.0;28.0;0.0;0.0;0.0;0.0;28.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;268.0;0.0;2.2677868380553625;0.0;0.0;0.0;0.0;28.0;0.0;0.0;1.1426091000668408;3.0;28.0;0.0;50.64723938323645;1.0;0.0;0.0;28.0;0.0;0.0;0.0;3.8571428571428568;0.0;3.0;0.0;36.0;1.0;28.0;28.0;4.194194778651778;0.0;29.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;True;125.0;28.0;2.0;0.0;0.0;28.0;0.0;0.0;6.619975383192455;0.0;2.0;28.0;1.0;0.0;0.0;0.0;0.0;5.071428571428571;28.0;28.0;0.0;0.0;0.0;0.0;2.0;0.0;23.622779563076712;0.0;0.0;1.0;0.0;1.0;0.0;0.0;28.0;0.10714285714285714;28.0;0.0;12.0;0.0;3.0;0.0;0.42857142857142855;1.25;0.0;28.0;0.0;0.0;4.464285714285714;28.0;2.0;7.361687608452593;28.0;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;0.0;7.0;3.0;0.0
0.0;0.0;5.094517276464299;0.021739130434782608;46.0;0.0;0.0;30.962810792528394;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;27.0;7.586956521739131;0.0;0.0;0.0;0.0;0.0;6.929771939280165;0.0;46.0;0.0;0.0;1.0;0.0;0.2948839123097942;46.0;46.0;1.0;46.0;46.0;6.929771939280165;210.0;2.0869565217391304;0.0;1.0217391304347827;0.0;4.326086956521738;1.0;0.0;3.0;0.0;46.0;0.0;0.0;0.0;0.0;46.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;349.0;0.0;1.4744195615489717;0.0;0.0;0.0;0.0;46.0;0.0;0.0;0.7780192861760149;2.0;46.0;0.0;51.45724269805911;0.0;0.0;0.0;46.0;0.0;0.0;0.0;3.152173913043478;0.0;3.0;0.0;8.0;1.0;46.0;46.0;4.880009503435745;0.0;29.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;True;193.0;46.0;2.0;0.0;0.1474419561548971;46.0;0.0;0.0;1.4698253207201024;0.0;2.0;46.0;1.0217391304347827;0.0;0.0;0.0;0.0;4.565217391304348;46.0;46.0;0.0;0.0;0.0;0.0;1.0;0.0;28.45629753789515;0.0;0.0;1.0;0.0;1.0;0.0;0.0;46.0;0.043478260869565216;46.0;0.0;10.0;0.0;3.0;0.0;0.21739130434782608;1.1956521739130437;0.0;46.0;0.0;0.0;4.195652173913044;47.0;2.0;5.735094101043686;47.0;0.8695652173913043;1.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;0.0;5.0;2.0;0.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;1.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;3.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0;1.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0
0.0;0.31622776601683794;2.9363620727393656;0.0;10.0;0.0;0.0;19.60612149304395;0.0;0.0;1.75;0.0;0.0;0.0;0.0;0.0;7.0;12.1;0.0;0.0;0.0;0.0;0.0;3.1622776601683795;0.0;10.0;0.0;0.0;1.0;0.0;0.31622776601683794;10.0;10.0;1.0;10.0;10.0;3.1622776601683795;62.0;2.9;0.0;1.0;0.0;5.8;1.0;0.0;3.0;0.0;10.0;0.0;1.0;0.0;0.0;10.0;0.0;8.75;0.0;0.0;0.0;0.0;0.0;121.0;0.0;1.897366596101028;0.0;0.0;0.0;0.0;10.0;0.0;0.0;1.0749676997731399;6.75;10.0;0.0;38.26355968803739;0.25;0.0;0.0;10.0;0.0;0.0;0.0;4.2;0.0;3.0;0.0;4.0;1.0;10.0;10.0;2.558211180579986;0.0;9.0;0.0;0.0;0.0;0.0;1.75;0.0;0.0;1.0;0.0;False;52.0;10.0;2.0;0.0;0.0;10.0;0.0;0.0;1.3374935098492586;0.0;2.0;10.0;1.0;0.0;0.0;0.0;0.0;6.2;10.0;10.0;0.0;0.0;0.0;0.0;5.5;0.0;16.443843832875572;0.0;0.0;1.0;0.0;1.0;0.0;0.0;10.0;0.1;10.0;0.0;6.0;0.0;3.0;0.0;0.6;1.6;0.0;10.0;0.0;0.0;5.2;10.0;2.0;3.823901439919996;10.0;1.3;0.0;0.1;0.0;0.0;0.0;0.0;0.0;13.0;0.0;4.0;1.0;0.0
0.0;0.0;2.12778582744423;0.0;14.0;0.0;0.0;14.164845821358492;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;9.0;8.0;0.0;0.0;0.0;0.0;0.0;3.741657386773941;0.0;14.0;0.0;0.0;1.0;0.0;0.26726124191242434;14.0;14.0;1.0;14.0;14.0;3.741657386773941;53.0;1.7142857142857142;0.0;1.0;0.0;3.7142857142857135;1.0;0.0;3.0;0.0;14.0;0.0;0.0;0.0;0.0;14.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;112.0;0.0;1.0690449676496974;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;2.0;14.0;0.0;29.93325909419153;0.25;0.0;0.0;14.0;0.0;0.0;0.0;2.7142857142857144;0.0;3.0;0.0;1.0;1.0;14.0;14.0;2.12778582744423;0.0;10.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;False;47.0;14.0;2.0;0.0;0.0;14.0;0.0;0.0;0.4688072309384954;0.0;2.0;14.0;1.0;0.0;0.0;0.0;0.0;3.7857142857142856;14.0;14.0;0.0;0.0;0.0;0.0;1.0;0.0;12.561278369883947;0.0;0.0;1.0;0.0;1.0;0.0;0.0;14.0;0.07142857142857142;14.0;0.0;4.0;0.0;3.0;0.0;0.2857142857142857;1.0;0.0;14.0;0.0;0.0;3.3571428571428568;14.0;2.0;2.12778582744423;14.0;0.7142857142857143;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;1.0;1.0;0.0
0.0;0.196116135138184;3.0563930476197694;0.038461538461538464;26.0;0.0;0.0;25.88732983824029;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;13.0;8.846153846153848;0.0;0.0;0.0;0.0;0.0;5.0990195135927845;0.0;26.0;0.0;0.0;1.0;0.0;0.9805806756909204;26.0;26.0;1.0;26.0;26.0;5.0990195135927845;132.0;2.1153846153846154;0.0;1.0;0.0;4.6923076923076925;1.0;0.0;3.0;0.0;26.0;0.0;1.0;0.0;0.0;26.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;230.0;0.0;2.3533936216582085;0.0;0.0;0.0;0.0;26.0;0.0;0.0;0.7452413135250993;3.0;26.0;0.0;45.10671108178233;0.0;0.0;0.0;26.0;0.0;0.0;0.0;3.3076923076923075;0.0;3.0;0.0;4.0;1.0;26.0;26.0;2.597335913229909;0.0;16.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;True;112.0;26.0;2.0;0.0;0.196116135138184;26.0;0.0;0.0;0.9992304731449788;0.0;2.0;26.0;1.0;0.0;0.0;0.0;0.0;5.0769230769230775;26.0;26.0;0.0;0.0;0.0;0.0;2.0;0.0;21.965007135476608;0.0;0.0;1.0;0.0;1.0;0.0;0.0;26.0;0.19230769230769232;26.0;0.0;12.0;0.0;3.0;0.0;0.4615384615384616;1.3461538461538465;0.0;26.0;0.0;0.0;4.307692307692308;26.0;2.0;4.13540064099459;26.0;1.0384615384615383;1.0;0.038461538461538464;0.0;0.0;0.0;0.0;0.0;22.0;0.0;4.0;5.0;0.0
0.0;0.0;0.6030226891555273;0.0;11.0;0.0;0.0;11.75894243853278;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;8.090909090909092;0.0;0.0;0.0;0.0;0.0;3.3166247903554;0.0;11.0;0.0;0.0;1.0;0.0;0.6030226891555271;11.0;11.0;1.0;11.0;11.0;3.3166247903554;39.0;1.181818181818182;0.0;1.0;0.0;3.1818181818181817;1.0;0.0;3.0;0.0;11.0;0.0;0.0;0.0;0.0;11.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;89.0;0.0;1.2060453783110543;0.0;0.0;0.0;0.0;11.0;0.0;0.0;0.0;2.0;11.0;0.0;26.83450966742096;0.0;0.0;0.0;11.0;0.0;0.0;0.0;2.1818181818181817;0.0;3.0;0.0;1.0;1.0;11.0;11.0;0.6030226891555273;0.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;False;34.0;11.0;2.0;0.0;0.0;11.0;0.0;0.0;0.504524979109513;0.0;2.0;11.0;1.0;0.0;0.0;0.0;0.0;3.5454545454545454;11.0;11.0;0.0;0.0;0.0;0.0;1.0;0.0;10.251385715643963;0.0;0.0;1.0;0.0;1.0;0.0;0.0;11.0;0.18181818181818185;11.0;0.0;4.0;0.0;3.0;0.0;0.3636363636363637;1.0;0.0;11.0;0.0;0.0;3.0909090909090913;11.0;2.0;0.6030226891555273;11.0;0.6363636363636364;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;1.0;2.0;0.0
0.0;0.0;2.1908902300206643;0.0;16.0;0.0;0.0;16.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;10.0;7.8125;0.0;0.0;0.0;0.0;0.0;4.0;0.0;16.0;0.0;0.0;1.0;0.0;0.25;16.0;16.0;1.0;16.0;16.0;4.0;64.0;2.0;0.0;1.0;0.0;4.0;1.0;0.0;3.0;0.0;16.0;0.0;0.0;0.0;0.0;16.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;125.0;0.0;1.0;0.0;0.0;0.0;0.0;16.0;0.0;0.0;0.0;3.0;16.0;0.0;31.25;1.0;0.0;0.0;16.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;1.0;1.0;16.0;16.0;2.1908902300206643;0.0;11.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;False;58.0;16.0;2.0;0.0;0.0;16.0;0.0;0.0;0.0;0.0;2.0;16.0;1.0;0.0;0.0;0.0;0.0;4.0;16.0;16.0;0.0;0.0;0.0;0.0;2.0;0.0;14.5;0.0;0.0;1.5;0.0;1.0;0.0;0.0;16.0;0.0625;16.0;0.0;4.0;0.0;3.5;0.0;0.25;1.0;0.0;16.0;0.0;0.0;3.625;16.0;2.5;2.1908902300206643;16.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;1.0;1.0;0.0
