Di_min;Fout_min;NBD_count;Ci_count;NBD_min;blame_merge_blame_getDistinctOperandsCnt_count;Si_min;Di_mean;IOVars_count;NCOMP_min;NBD_std;Ci_75%;blame_merge_blame_getDifficulty_std;Ci_50%;blamemerge_blamegetDistinctOperatorsCnt_std;Di_std;VG_75%;Di_25%;Si_25%;VG_count;Si_max;Si_mean;blame_merge_blame_getDistinctOperatorsCnt_mean;NCOMP_count;Di_50%;IOVars_mean;MCLC_50%;blame_merge_blame_getDistinctOperandsCnt_mean;blamemerge_blamegetDifficulty_std;blame_merge_blame_getDifficulty_min;IOVars_25%;NVAR_std;Si_count;MCLC_mean;NBD_25%;VG_std;Bugged;blamemerge_blamegetDistinctOperatorsCnt_max;Fin_mean;Fout_50%;NVAR_max;ClRCi;NumberOfDistinctOperators;blame_merge_blame_getDistinctOperatorsCnt_max;blame_merge_blame_getDistinctOperandsCnt_max;blamemerge_blamegetDifficulty_mean;blame_merge_blame_getDifficulty_max;Di_max;NOP_25%;blamemerge_blamegetDistinctOperandsCnt_mean;NCOMP_mean;Ci_std;MCLC_25%;MCLC_std;NOPa;IOVars_max;Fin_25%;blamemerge_blamegetDistinctOperandsCnt_std;Fout_75%;Fin_50%;VG_max;NBD_mean;VG_50%;Di_count;Si_50%;Fin_count;NOP_count;blame_merge_blame_getDistinctOperatorsCnt_count;NCOMP_50%;IOVars_75%;NOP_std;ClTCi;blame_merge_blame_getDifficulty_mean;NVAR_mean;Fout_max;NCOMP_75%;IOVars_50%;NVAR_75%;VG_25%;blamemerge_blamegetDistinctOperandsCnt_count;MCLC_min;NOP_mean;NOP_50%;blame_merge_blame_getDistinctOperatorsCnt_min;blame_merge_blame_getDistinctOperatorsCnt_std;NVAR_25%;Si_75%;MCLC_count;Fout_count;NVAR_min;NOP_min;blamemerge_blamegetDifficulty_count;NOP_max;IOVars_min;blamemerge_blamegetDistinctOperatorsCnt_count;Fout_25%;VG_min;Ci_max;NumberOfDistinctOperands;MCLC_75%;IOVars_std;Fin_max;NBD_75%;Difficulty;blamemerge_blamegetDistinctOperatorsCnt_mean;NBD_50%;blame_merge_blame_getDistinctOperandsCnt_min;Fin_std;Fin_75%;Di_75%;blame_merge_blame_getDistinctOperandsCnt_std;NOP_75%;NVAR_count;Ci_min;blamemerge_blamegetDistinctOperandsCnt_max;NVAR_50%;Ci_mean;Fout_mean;Fin_min;VG_mean;NBD_max;blame_merge_blame_getDifficulty_count;NCOMP_std;NCOMP_max;MCLC_max;Ci_25%;Si_std;NCOMP_25%;Fout_std;blamemerge_blamegetDifficulty_max
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5731469228688791;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.29877997956697705;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;7.0;0.0;0.0;0.0;0.0;15.0;0.0;0.0;0.966859185918592;0.0;0.0;0.0;3.801980198019802;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9571286464672472;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;606.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;606.0;0.0;0.0;606.0;0.0;0.0;0.0;43.0;0.0;0.0;0.0;0.0;15.523255813953488;1.938943894389439;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.5
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.1986850122756025;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.1182474723330325;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;11.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0;1.1335283926612822;0.0;0.0;0.0;3.747532156745438;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.991655917506755;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3343.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3343.0;0.0;0.0;3343.0;0.0;0.0;0.0;81.0;0.0;0.0;0.0;0.0;18.765432098765434;2.3060125635656594;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.21875
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.8327861266774463;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.6999841474351585;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;11.0;0.0;0.0;0.0;0.0;35.0;0.0;0.0;1.995750176375612;0.0;0.0;0.0;4.196678930098439;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.3871594225083363;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10057.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10057.0;0.0;0.0;10057.0;0.0;0.0;0.0;274.0;0.0;0.0;0.0;0.0;56.45985401459854;3.8105796957343134;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.944444444444445
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.382550606087136;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.390183486295883;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;10.0;0.0;0.0;0.0;0.0;25.0;0.0;0.0;0.9908064516129031;0.0;0.0;0.0;2.3025466893039046;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.7120297941877216;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2945.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2945.0;0.0;0.0;2945.0;0.0;0.0;0.0;113.0;0.0;0.0;0.0;0.0;30.862831858407077;1.9439728353140917;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.185969542860001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.285312689250258;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;7.0;0.0;0.0;0.0;0.0;17.0;0.0;0.0;0.8126436781609195;0.0;0.0;0.0;1.1632183908045977;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.7905354695910842;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;435.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;435.0;0.0;0.0;435.0;0.0;0.0;0.0;24.0;0.0;0.0;0.0;0.0;13.8125;1.5816091954022988;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.85658061147388;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.70514959793914;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;10.0;0.0;0.0;0.0;0.0;34.0;0.0;0.0;2.076891762452107;0.0;0.0;0.0;4.681513409961687;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.952848301119173;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2088.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2088.0;0.0;0.0;2088.0;0.0;0.0;0.0;112.0;0.0;0.0;0.0;0.0;46.14285714285714;4.021551724137931;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.5
0.5;0.0;10.0;10.0;1.0;0.0;0.0;1.55;10.0;0.0;1.0593499054713802;2.75;0.0;1.75;2.7480196189184904;1.4424131015612536;2.0;0.625;0.0;10.0;9.0;1.2;0.0;10.0;1.0;1.9;1.0;0.0;1.7157339046916298;0.0;1.0;1.9692073983655909;10.0;4.7;1.0;2.183269719175042;False;12.0;0.6;0.0;6.0;3.1;38.0;0.0;0.0;1.090482779856055;0.0;5.0;0.25;1.7011250265336446;3.6;2.669269563007828;0.0;7.93095202355934;0.0;5.0;0.0;2.4418147873896867;1.0;0.0;8.0;1.7;1.0;10.0;0.0;10.0;10.0;0.0;0.0;2.0;1.1972189997378648;46.5;0.0;1.1;3.0;2.0;1.5;1.0;1.0;4711.0;0.0;1.1;1.0;0.0;0.0;0.0;1.0;10.0;10.0;0.0;0.0;4711.0;4.0;1.0;4711.0;0.0;1.0;9.5;131.0;3.0;1.286683937707919;6.0;2.0;74.40458015267177;2.1269369560602844;1.0;0.0;1.897366596101028;0.0;1.75;0.0;1.0;10.0;1.0;11.0;0.0;2.75;0.6;0.0;2.1;4.0;0.0;6.603029607687671;17.0;21.0;1.125;2.780887148615228;0.0;0.966091783079296;9.428571428571429
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.2127159785345816;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6055760959836144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;5.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.21739130434782608;0.0;0.0;0.0;0.4782608695652174;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.4425451309576065;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;391.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;391.0;0.0;0.0;391.0;0.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;4.5;0.4782608695652174;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.5
1.0;0.0;1.0;1.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;2.3929285877575257;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.2990414368724446;0.0;1.0;0.0;1.0;1.0;2.0;0.0;False;9.0;0.0;0.0;1.0;1.25;31.0;0.0;0.0;0.9470297029702972;0.0;1.0;1.0;1.8910891089108908;0.0;0.0;1.0;0.0;0.0;1.0;0.0;2.556657936413578;0.0;0.0;2.0;2.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;5.0;0.0;1.0;0.0;0.0;1.0;1.0;2.0;1717.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1717.0;1.0;1.0;1717.0;0.0;2.0;1.0;74.0;1.0;0.0;0.0;2.0;40.63513513513513;2.0;2.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;10.0;1.0;1.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;5.25
1.0;0.0;3.0;3.0;1.0;0.0;0.0;1.3333333333333333;3.0;0.0;1.5275252316519468;1.5;0.0;1.0;2.3929285877575257;0.5773502691896257;3.0;1.0;0.0;3.0;0.0;0.0;0.0;3.0;1.0;1.3333333333333333;2.0;0.0;1.2990414368724446;0.0;1.0;1.5275252316519463;3.0;2.333333333333333;1.5;1.5275252316519468;False;9.0;0.0;0.0;3.0;1.25;31.0;0.0;0.0;0.9470297029702972;0.0;2.0;0.0;1.8910891089108908;1.0;0.5773502691896257;1.0;2.516611478423584;0.0;2.0;0.0;2.556657936413578;0.0;0.0;4.0;2.333333333333333;2.0;3.0;0.0;3.0;3.0;0.0;1.0;1.5;0.5773502691896258;5.0;0.0;1.3333333333333333;0.0;1.5;1.0;2.0;1.5;1717.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.5;0.0;3.0;3.0;0.0;0.0;1717.0;1.0;1.0;1717.0;0.0;1.0;2.0;74.0;3.5;0.5773502691896257;0.0;3.0;40.63513513513513;2.0;2.0;0.0;0.0;0.0;1.5;0.0;0.5;3.0;1.0;10.0;1.0;1.3333333333333333;0.0;0.0;2.333333333333333;4.0;0.0;1.0;2.0;5.0;1.0;0.0;0.5;0.0;5.25
