ClTCi;NOL;Bugged;NOA;NSM;RTLOC;ClRCi;PMd;NPF;NOD;NSF;TLOC
18.0;0.0;False;0.0;5.0;84.0;3.0;2.0;0.0;0.0;1.0;67.0
18.0;0.0;False;0.0;5.0;84.0;3.0;2.0;0.0;0.0;1.0;67.0
6.0;0.0;False;0.0;0.0;9.0;3.0;0.0;0.0;0.0;0.0;8.0
19.0;0.0;False;0.0;0.0;91.0;2.375;5.0;1.0;0.0;1.0;66.0
6.0;0.0;False;0.0;0.0;11.0;1.5;0.0;0.0;0.0;0.0;6.0
7.0;0.0;False;0.0;0.0;31.0;1.166666667;6.0;0.0;0.0;0.0;21.0
5.0;0.0;False;0.0;0.0;33.0;1.25;4.0;0.0;0.0;0.0;22.0
9.0;0.0;False;0.0;0.0;15.0;1.5;0.0;0.0;0.0;0.0;8.0
19.5;0.0;False;0.0;0.0;78.0;1.3;15.0;0.0;0.0;0.0;53.0
5.0;0.0;False;0.0;0.0;21.0;1.25;4.0;0.0;0.0;0.0;12.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5.0;0.0;False;0.0;0.0;21.0;1.25;4.0;0.0;0.0;0.0;12.0
9.0;0.0;False;0.0;0.0;16.0;1.5;0.0;0.0;0.0;0.0;8.0
18.5;0.0;False;0.0;0.0;85.0;1.233333333;15.0;0.0;0.0;0.0;59.0
5.0;0.0;False;0.0;0.0;41.0;1.25;4.0;0.0;0.0;0.0;29.0
40.0;0.0;False;0.0;0.0;60.0;2.105263158;0.0;0.0;0.0;0.0;21.0
40.0;0.0;False;0.0;0.0;60.0;2.105263158;0.0;0.0;0.0;0.0;21.0
40.0;0.0;False;0.0;0.0;60.0;2.105263158;0.0;0.0;0.0;0.0;21.0
40.0;0.0;False;0.0;0.0;60.0;2.105263158;0.0;0.0;0.0;0.0;21.0
40.0;0.0;False;0.0;0.0;60.0;2.105263158;0.0;0.0;0.0;0.0;21.0
40.0;0.0;False;0.0;0.0;60.0;2.105263158;0.0;0.0;0.0;0.0;21.0
10.0;0.0;False;0.0;0.0;18.0;2.0;0.0;0.0;0.0;0.0;7.0
6.0;0.0;False;0.0;0.0;34.0;2.0;3.0;0.0;0.0;2.0;25.0
10.0;0.0;False;0.0;0.0;91.0;1.666666667;4.0;0.0;0.0;1.0;68.0
10.0;0.0;False;0.0;0.0;91.0;1.666666667;4.0;0.0;0.0;1.0;68.0
10.0;0.0;False;0.0;0.0;91.0;1.666666667;4.0;0.0;0.0;1.0;68.0
13.0;0.0;False;0.0;0.0;117.0;1.625;8.0;0.0;0.0;1.0;82.0
13.0;0.0;False;0.0;0.0;117.0;1.625;8.0;0.0;0.0;1.0;82.0
13.0;0.0;False;0.0;0.0;117.0;1.625;8.0;0.0;0.0;1.0;82.0
12.666666667000001;0.0;False;0.0;0.0;63.0;2.111111111;6.0;0.0;0.0;4.0;35.0
5.0;0.0;False;0.0;0.0;26.0;1.25;4.0;0.0;0.0;0.0;16.0
3.0;0.0;False;0.0;0.0;14.0;3.0;1.0;0.0;0.0;0.0;9.0
13.0;0.0;False;0.0;0.0;58.0;1.3;10.0;0.0;0.0;0.0;38.0
13.0;0.0;False;0.0;0.0;58.0;1.4444444440000002;9.0;0.0;0.0;0.0;40.0
10.0;0.0;False;0.0;0.0;44.0;1.428571429;7.0;0.0;0.0;0.0;28.0
5.0;0.0;False;0.0;0.0;26.0;1.666666667;3.0;0.0;0.0;0.0;16.0
4.0;0.0;False;0.0;0.0;15.0;4.0;0.0;0.0;0.0;0.0;12.0
4.0;0.0;False;0.0;0.0;15.0;4.0;0.0;0.0;0.0;0.0;12.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
10.0;0.0;False;0.0;0.0;43.0;1.428571429;7.0;0.0;0.0;0.0;28.0
11.0;0.0;False;0.0;5.0;84.0;1.833333333;1.0;0.0;0.0;1.0;69.0
33.0;0.0;False;0.0;0.0;255.0;2.0625;10.0;0.0;0.0;2.0;188.0
33.0;0.0;False;0.0;0.0;255.0;2.0625;10.0;0.0;0.0;2.0;188.0
14.0;0.0;False;0.0;0.0;53.0;1.4;10.0;0.0;0.0;0.0;33.0
38.0;0.0;False;0.0;0.0;279.0;1.9;12.0;1.0;0.0;7.0;244.0
3.0;0.0;False;0.0;0.0;26.0;1.0;3.0;0.0;0.0;1.0;17.0
33.5;0.0;False;0.0;2.0;163.0;1.34;23.0;0.0;0.0;1.0;122.0
33.5;0.0;False;0.0;2.0;163.0;1.34;23.0;0.0;0.0;1.0;122.0
4.0;0.0;False;0.0;0.0;39.0;1.333333333;3.0;0.0;0.0;0.0;29.0
5.0;0.0;False;0.0;0.0;31.0;1.25;4.0;0.0;0.0;0.0;20.0
23.0;0.0;False;0.0;0.0;113.0;1.4375;14.0;0.0;0.0;0.0;77.0
10.0;0.0;False;0.0;5.0;78.0;1.666666667;1.0;0.0;0.0;1.0;67.0
22.0;0.0;False;0.0;0.0;200.0;1.571428571;7.0;0.0;0.0;1.0;167.0
14.0;0.0;False;0.0;0.0;65.0;1.5555555559999998;6.0;0.0;0.0;0.0;56.0
12.0;0.0;False;0.0;3.0;62.0;4.0;3.0;0.0;0.0;0.0;57.0
12.0;0.0;False;0.0;3.0;62.0;4.0;3.0;0.0;0.0;0.0;57.0
10.0;0.0;False;0.0;0.0;76.0;2.0;3.0;0.0;0.0;1.0;62.0
8.0;0.0;False;0.0;0.0;32.0;1.333333333;6.0;0.0;0.0;0.0;24.0
8.333333332999999;0.0;False;0.0;0.0;70.0;2.083333333;3.0;0.0;0.0;1.0;61.0
10.0;0.0;False;0.0;0.0;29.0;5.0;1.0;0.0;0.0;1.0;22.0
9.0;0.0;False;0.0;0.0;30.0;3.0;3.0;0.0;0.0;2.0;13.0
9.0;0.0;False;0.0;0.0;30.0;3.0;3.0;0.0;0.0;2.0;13.0
3.0;0.0;False;0.0;0.0;21.0;1.5;2.0;0.0;0.0;0.0;18.0
23.0;0.0;False;0.0;0.0;25.0;3.833333333;2.0;0.0;0.0;0.0;16.0
27.0;0.0;False;0.0;0.0;278.0;1.928571429;2.0;0.0;0.0;3.0;239.0
27.0;0.0;False;0.0;0.0;278.0;1.928571429;2.0;0.0;0.0;3.0;239.0
1.0;0.0;False;0.0;0.0;10.0;1.0;1.0;1.0;0.0;1.0;6.0
6.0;0.0;False;0.0;0.0;44.0;1.5;4.0;0.0;0.0;1.0;32.0
2.0;0.0;False;0.0;0.0;21.0;1.0;2.0;1.0;0.0;1.0;9.0
7.0;0.0;False;0.0;0.0;61.0;1.4;5.0;0.0;0.0;0.0;36.0
2.0;0.0;False;0.0;0.0;21.0;1.0;2.0;1.0;0.0;1.0;9.0
7.0;0.0;False;0.0;0.0;59.0;1.4;5.0;0.0;0.0;0.0;33.0
2.0;0.0;False;0.0;0.0;21.0;1.0;2.0;1.0;0.0;1.0;9.0
7.0;0.0;False;0.0;0.0;58.0;1.4;5.0;0.0;0.0;0.0;33.0
19.0;0.0;False;0.0;0.0;42.0;4.75;2.0;0.0;0.0;1.0;30.0
9.0;0.0;False;0.0;0.0;34.0;3.0;3.0;0.0;0.0;2.0;17.0
9.0;0.0;False;0.0;0.0;34.0;3.0;3.0;0.0;0.0;2.0;17.0
11.0;0.0;False;0.0;0.0;59.0;2.75;2.0;0.0;0.0;2.0;47.0
10.0;0.0;False;0.0;0.0;31.0;5.0;2.0;0.0;0.0;1.0;24.0
9.0;0.0;False;0.0;0.0;36.0;3.0;3.0;0.0;0.0;2.0;17.0
9.0;0.0;False;0.0;0.0;36.0;3.0;3.0;0.0;0.0;2.0;17.0
116.0;0.0;True;0.0;0.0;598.0;4.64;3.0;0.0;0.0;3.0;554.0
116.0;0.0;True;0.0;0.0;598.0;4.64;3.0;0.0;0.0;3.0;554.0
116.0;0.0;True;0.0;0.0;598.0;4.64;3.0;0.0;0.0;3.0;554.0
116.0;0.0;True;0.0;0.0;598.0;4.64;3.0;0.0;0.0;3.0;554.0
116.0;0.0;True;0.0;0.0;598.0;4.64;3.0;0.0;0.0;3.0;554.0
116.0;0.0;True;0.0;0.0;598.0;4.64;3.0;0.0;0.0;3.0;554.0
10.0;0.0;False;0.0;0.0;33.0;5.0;1.0;0.0;0.0;1.0;22.0
9.0;0.0;False;0.0;0.0;35.0;3.0;3.0;0.0;0.0;2.0;13.0
9.0;0.0;False;0.0;0.0;35.0;3.0;3.0;0.0;0.0;2.0;13.0
62.5;0.0;False;0.0;1.0;580.0;2.232142857;2.0;0.0;0.0;5.0;508.0
62.5;0.0;False;0.0;1.0;580.0;2.232142857;2.0;0.0;0.0;5.0;508.0
62.5;0.0;False;0.0;1.0;580.0;2.232142857;2.0;0.0;0.0;5.0;508.0
62.5;0.0;False;0.0;1.0;580.0;2.232142857;2.0;0.0;0.0;5.0;508.0
0.0;0.0;False;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;120.0
0.0;0.0;False;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;120.0
0.0;0.0;False;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;120.0
0.0;0.0;False;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;120.0
0.0;0.0;False;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;120.0
0.0;0.0;False;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;120.0
0.0;0.0;False;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;120.0
0.0;0.0;False;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;120.0
0.0;0.0;False;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;120.0
0.0;0.0;False;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;120.0
0.0;0.0;False;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;120.0
0.0;0.0;False;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;120.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19.0;0.0;False;0.0;0.0;46.0;4.75;1.0;0.0;0.0;1.0;36.0
24.0;0.0;False;0.0;1.0;149.0;2.666666667;2.0;0.0;0.0;1.0;127.0
3.0;0.0;False;0.0;0.0;21.0;1.5;2.0;0.0;0.0;1.0;16.0
9.0;0.0;False;0.0;0.0;36.0;3.0;3.0;0.0;0.0;2.0;19.0
9.0;0.0;False;0.0;0.0;36.0;3.0;3.0;0.0;0.0;2.0;19.0
16.0;0.0;False;0.0;0.0;62.0;1.333333333;11.0;0.0;0.0;0.0;42.0
7.0;0.0;False;0.0;0.0;21.0;1.0;0.0;0.0;0.0;0.0;9.0
13.0;0.0;False;0.0;0.0;88.0;1.4444444440000002;9.0;0.0;0.0;0.0;40.0
3.0;0.0;False;0.0;0.0;9.0;1.0;0.0;0.0;0.0;0.0;5.0
2.0;0.0;False;0.0;0.0;9.0;1.0;2.0;0.0;0.0;0.0;6.0
3.0;0.0;False;0.0;0.0;5.0;3.0;0.0;0.0;0.0;0.0;3.0
3.0;0.0;False;0.0;0.0;7.0;1.5;0.0;0.0;0.0;0.0;4.0
3.0;0.0;False;0.0;0.0;7.0;1.5;0.0;0.0;0.0;0.0;4.0
6.0;0.0;False;0.0;0.0;25.0;1.5;4.0;0.0;0.0;0.0;16.0
5.0;0.0;False;0.0;0.0;11.0;1.25;0.0;0.0;0.0;0.0;6.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9.0;0.0;False;0.0;0.0;16.0;3.0;0.0;0.0;0.0;0.0;5.0
9.0;0.0;False;0.0;0.0;16.0;3.0;0.0;0.0;0.0;0.0;5.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8.666666667000001;0.0;False;0.0;0.0;36.0;2.166666667;4.0;0.0;0.0;3.0;24.0
8.0;0.0;False;0.0;0.0;59.0;2.0;3.0;0.0;0.0;2.0;37.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
10.666666667000001;0.0;False;0.0;0.0;50.0;2.133333333;5.0;0.0;0.0;1.0;29.0
6.0;0.0;False;0.0;0.0;53.0;1.2;2.0;5.0;0.0;1.0;44.0
25.0;0.0;False;0.0;0.0;201.0;1.923076923;3.0;0.0;0.0;2.0;165.0
13.0;0.0;False;0.0;0.0;42.0;1.0;0.0;0.0;0.0;0.0;15.0
2.0;0.0;False;0.0;0.0;5.0;2.0;0.0;0.0;0.0;0.0;3.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4.0;0.0;False;0.0;0.0;13.0;1.333333333;0.0;0.0;0.0;0.0;5.0
21.0;0.0;False;0.0;0.0;67.0;4.2;5.0;2.0;0.0;5.0;49.0
3.0;0.0;False;0.0;0.0;17.0;3.0;0.0;0.0;0.0;0.0;14.0
8.0;0.0;False;0.0;0.0;63.0;2.0;3.0;0.0;0.0;3.0;40.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4.0;0.0;False;0.0;0.0;35.0;0.363636364;0.0;0.0;0.0;0.0;13.0
9.666666667000001;0.0;False;0.0;0.0;23.0;2.416666667;4.0;0.0;0.0;1.0;14.0
9.666666667000001;0.0;False;0.0;0.0;33.0;1.933333333;5.0;0.0;0.0;3.0;22.0
9.666666667000001;0.0;False;0.0;0.0;23.0;2.416666667;4.0;0.0;0.0;1.0;14.0
9.666666667000001;0.0;False;0.0;0.0;32.0;2.416666667;4.0;0.0;0.0;1.0;21.0
9.666666667000001;0.0;False;0.0;0.0;36.0;2.416666667;4.0;0.0;0.0;1.0;23.0
27.0;0.0;False;0.0;0.0;246.0;2.454545455;2.0;4.0;0.0;7.0;156.0
11.0;0.0;False;0.0;0.0;118.0;1.833333333;3.0;0.0;0.0;2.0;83.0
8.0;0.0;False;0.0;0.0;119.0;2.666666667;2.0;0.0;0.0;6.0;77.0
4.0;0.0;False;0.0;0.0;61.0;2.0;2.0;0.0;0.0;1.0;44.0
8.0;0.0;False;0.0;0.0;77.0;2.0;3.0;2.0;0.0;4.0;54.0
18.0;0.0;False;0.0;0.0;190.0;2.0;4.0;7.0;0.0;13.0;131.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2.0;0.0;False;0.0;0.0;22.0;0.333333333;0.0;0.0;0.0;0.0;8.0
22.0;0.0;False;0.0;0.0;42.0;4.4;5.0;0.0;0.0;4.0;28.0
6.0;0.0;False;0.0;0.0;170.0;1.5;3.0;3.0;0.0;7.0;122.0
11.0;0.0;False;0.0;2.0;115.0;1.571428571;6.0;1.0;0.0;5.0;72.0
29.0;0.0;False;0.0;2.0;153.0;2.416666667;8.0;2.0;0.0;3.0;99.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8.666666667000001;0.0;False;0.0;0.0;35.0;2.166666667;4.0;0.0;0.0;3.0;24.0
14.0;0.0;False;0.0;0.0;87.0;1.75;5.0;0.0;0.0;2.0;55.0
5.0;0.0;False;0.0;0.0;21.0;1.666666667;3.0;1.0;0.0;1.0;11.0
5.0;0.0;False;0.0;0.0;37.0;1.666666667;1.0;0.0;0.0;2.0;31.0
5.0;0.0;False;0.0;0.0;25.0;1.666666667;3.0;2.0;0.0;2.0;14.0
4.0;0.0;False;0.0;0.0;38.0;1.333333333;3.0;0.0;0.0;1.0;28.0
7.0;0.0;False;0.0;4.0;65.0;1.75;3.0;1.0;0.0;2.0;46.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4.0;0.0;False;0.0;0.0;11.0;2.0;0.0;0.0;0.0;0.0;4.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7.0;0.0;False;0.0;0.0;46.0;2.333333333;2.0;0.0;0.0;0.0;42.0
68.555555556;0.0;False;0.0;0.0;105.0;17.138888889;4.0;0.0;0.0;9.0;61.0
6.0;0.0;False;0.0;0.0;25.0;2.0;1.0;1.0;0.0;1.0;18.0
6.0;0.0;False;0.0;0.0;56.0;2.0;2.0;1.0;0.0;2.0;45.0
6.0;0.0;False;0.0;0.0;56.0;2.0;2.0;1.0;0.0;2.0;45.0
8.0;0.0;False;0.0;0.0;105.0;2.0;3.0;0.0;0.0;3.0;63.0
8.0;0.0;False;0.0;0.0;105.0;2.0;3.0;0.0;0.0;3.0;63.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8.5;0.0;False;0.0;0.0;83.0;1.214285714;6.0;0.0;0.0;1.0;58.0
115.75;0.0;True;0.0;1.0;642.0;2.572222222;31.0;0.0;0.0;14.0;465.0
115.75;0.0;True;0.0;1.0;642.0;2.572222222;31.0;0.0;0.0;14.0;465.0
10.0;0.0;False;0.0;0.0;82.0;1.666666667;3.0;0.0;0.0;5.0;60.0
5.0;0.0;False;0.0;0.0;22.0;1.25;4.0;0.0;0.0;0.0;15.0
5.0;0.0;False;0.0;0.0;16.0;1.25;0.0;0.0;0.0;0.0;6.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
151.384615385;0.0;False;0.0;0.0;129.0;30.276923077;4.0;0.0;0.0;20.0;83.0
4.0;0.0;False;0.0;0.0;38.0;1.333333333;3.0;0.0;0.0;2.0;30.0
6.0;0.0;False;0.0;0.0;82.0;1.5;4.0;0.0;0.0;2.0;59.0
6.0;0.0;False;0.0;0.0;82.0;1.5;4.0;0.0;0.0;2.0;59.0
6.0;0.0;False;0.0;0.0;92.0;1.5;3.0;3.0;0.0;3.0;60.0
6.0;0.0;False;0.0;0.0;92.0;1.5;3.0;3.0;0.0;3.0;60.0
6.0;0.0;False;0.0;0.0;82.0;1.5;4.0;0.0;0.0;2.0;59.0
6.0;0.0;False;0.0;0.0;82.0;1.5;4.0;0.0;0.0;2.0;59.0
6.0;0.0;False;0.0;0.0;86.0;1.5;3.0;3.0;0.0;3.0;60.0
6.0;0.0;False;0.0;0.0;86.0;1.5;3.0;3.0;0.0;3.0;60.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4.5;0.0;False;0.0;0.0;34.0;1.5;3.0;0.0;0.0;0.0;27.0
3.0;0.0;False;0.0;0.0;7.0;3.0;0.0;0.0;0.0;0.0;5.0
21.0;0.0;False;0.0;6.0;124.0;1.909090909;4.0;0.0;0.0;13.0;106.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5.0;0.0;False;0.0;4.0;54.0;1.25;3.0;12.0;0.0;13.0;41.0
8.0;0.0;False;0.0;4.0;66.0;2.0;1.0;0.0;0.0;0.0;38.0
39.0;0.0;False;0.0;0.0;386.0;2.6;8.0;0.0;0.0;5.0;272.0
39.0;0.0;False;0.0;0.0;386.0;2.6;8.0;0.0;0.0;5.0;272.0
39.0;0.0;False;0.0;0.0;386.0;2.6;8.0;0.0;0.0;5.0;272.0
39.0;0.0;False;0.0;0.0;386.0;2.6;8.0;0.0;0.0;5.0;272.0
17.0;0.0;False;0.0;2.0;112.0;1.888888889;2.0;0.0;0.0;6.0;65.0
268.0;0.0;False;0.0;0.0;588.0;1.4806629830000002;0.0;0.0;0.0;0.0;183.0
28.0;0.0;False;0.0;0.0;63.0;1.4;0.0;0.0;0.0;0.0;22.0
107.166666667;0.0;True;0.0;20.0;908.0;2.280141844;14.0;0.0;0.0;6.0;657.0
107.166666667;0.0;True;0.0;20.0;908.0;2.280141844;14.0;0.0;0.0;6.0;657.0
107.166666667;0.0;True;0.0;20.0;908.0;2.280141844;14.0;0.0;0.0;6.0;657.0
107.166666667;0.0;True;0.0;20.0;908.0;2.280141844;14.0;0.0;0.0;6.0;657.0
23.0;0.0;False;0.0;3.0;256.0;1.533333333;11.0;2.0;0.0;6.0;212.0
23.0;0.0;False;0.0;3.0;256.0;1.533333333;11.0;2.0;0.0;6.0;212.0
124.166666667;0.0;False;0.0;1.0;889.0;1.241666667;90.0;62.0;0.0;107.0;618.0
19.5;0.0;False;0.0;0.0;107.0;2.166666667;9.0;0.0;0.0;0.0;52.0
0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
93.0;0.0;False;0.0;39.0;730.0;2.384615385;7.0;0.0;0.0;7.0;611.0
93.0;0.0;False;0.0;39.0;730.0;2.384615385;7.0;0.0;0.0;7.0;611.0
93.0;0.0;False;0.0;39.0;730.0;2.384615385;7.0;0.0;0.0;7.0;611.0
