MHF;MIF;Aa;Bugged;AIF;AHF
0.0;0.0;0.0;False;0.0;0.0
0.333333333;0.0;1.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
1.0;0.0;7.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
1.0;0.0;1.0;False;0.0;0.0
0.964285714;0.0;2.0;False;0.0;0.0
1.0;0.0;5.0;False;0.0;0.0
0.25;0.0;1.0;False;0.0;0.0
0.75;0.0;0.0;False;0.0;0.0
1.0;0.0;6.0;False;0.0;0.0
0.307692308;0.0;6.0;False;0.0;0.0
0.307692308;0.0;6.0;False;0.0;0.0
1.0;0.0;0.0;False;0.0;0.0
0.666666667;0.0;2.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.5;0.0;2.0;False;0.0;0.0
0.5;0.0;2.0;False;0.0;0.0
0.6;0.0;3.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
1.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.681818182;0.0;4.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;True;0.0;0.0
0.14285714300000002;0.0;3.0;False;0.0;0.333333333
0.0;0.0;0.0;False;0.0;0.0
0.7;0.0;5.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
1.0;0.0;0.0;False;0.0;0.0
1.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
1.0;0.0;0.0;False;0.0;0.0
1.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.25;0.0;2.0;False;0.0;0.0
0.25;0.0;2.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.333333333;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
1.0;0.0;2.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
1.0;0.0;3.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.75;0.0;9.0;False;0.0;0.0
1.0;0.0;5.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
1.0;0.0;1.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
1.0;0.0;3.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
1.0;0.0;5.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
1.0;0.0;2.0;False;0.0;0.0
1.0;0.0;2.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
1.0;0.0;2.0;False;0.0;0.0
1.0;0.0;3.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;1.0;False;0.0;1.0
0.0;0.0;0.0;False;0.0;0.0
0.6;0.0;11.0;False;0.0;0.545454545
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.545454545;0.0;5.0;True;0.0;0.0
0.666666667;0.0;2.0;False;0.0;0.0
0.4;0.0;4.0;False;0.0;0.0
0.333333333;0.0;2.0;True;0.0;0.0
0.5;0.0;1.0;False;0.0;0.0
0.5;0.0;1.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;1.0;False;0.0;1.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.7222222220000001;0.0;1.0;False;0.0;0.0
0.7222222220000001;0.0;1.0;False;0.0;0.0
0.7222222220000001;0.0;1.0;False;0.0;0.0
0.7222222220000001;0.0;1.0;False;0.0;0.0
0.7222222220000001;0.0;1.0;False;0.0;0.0
0.7222222220000001;0.0;1.0;False;0.0;0.0
0.7222222220000001;0.0;1.0;False;0.0;0.0
0.666666667;0.0;0.0;False;0.0;0.0
0.5;0.0;0.0;False;0.0;0.0
0.8;0.0;0.0;False;0.0;0.0
0.166666667;0.0;3.0;False;0.0;0.0
0.666666667;0.0;0.0;True;0.0;0.0
0.666666667;0.0;0.0;True;0.0;0.0
0.666666667;0.0;0.0;False;0.0;0.0
0.5;0.0;0.0;False;0.0;0.0
0.5;0.0;0.0;False;0.0;0.0
0.272727273;0.0;2.0;False;0.0;0.0
0.857142857;0.0;3.0;False;0.0;0.0
0.333333333;0.0;5.0;False;0.0;0.2
0.8;0.0;0.0;False;0.0;0.0
0.8;0.0;0.0;False;0.0;0.0
0.846153846;0.0;1.0;False;0.0;0.0
0.666666667;0.0;1.0;False;0.0;0.0
0.5;0.0;0.0;False;0.0;0.0
1.0;0.0;11.0;False;0.0;0.0
0.95;0.0;14.0;True;0.0;0.0
1.0;0.0;1.0;False;0.0;0.0
1.0;0.0;1.0;False;0.0;0.0
1.0;0.0;1.0;False;0.0;0.0
1.0;0.0;1.0;False;0.0;0.0
0.666666667;0.0;1.0;False;0.0;0.0
0.7;0.0;1.0;False;0.0;0.0
1.0;0.0;3.0;False;0.0;0.0
1.0;0.0;5.0;False;0.0;0.0
0.583333333;0.0;5.0;False;0.0;0.0
1.0;0.0;2.0;False;0.0;0.0
0.5;0.0;1.0;False;0.0;0.0
0.5;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.833333333;0.0;3.0;False;0.0;0.0
0.75;0.0;2.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
1.0;0.0;2.0;False;0.0;0.0
0.971428571;0.0;10.0;False;0.0;0.0
0.8;0.0;4.0;False;0.0;0.0
1.0;0.0;2.0;False;0.0;0.0
0.0;0.0;2.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
1.0;0.0;1.0;False;0.0;0.0
1.0;0.0;0.0;False;0.0;0.0
1.0;0.0;7.0;False;0.0;0.0
0.666666667;0.0;3.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
1.0;0.0;1.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.5;0.0;2.0;False;0.0;0.0
0.5;0.0;4.0;False;0.0;0.0
1.0;0.0;0.0;False;0.0;0.0
0.666666667;0.0;2.0;False;0.0;0.0
1.0;0.0;0.0;False;0.0;0.0
0.5;0.0;2.0;False;0.0;0.0
0.833333333;0.0;1.0;False;0.0;0.0
1.0;0.0;1.0;False;0.0;0.0
0.75;0.0;1.0;False;0.0;0.0
0.5;0.0;1.0;False;0.0;0.0
0.5;0.0;0.0;False;0.0;0.0
1.0;0.0;6.0;False;0.0;0.0
1.0;0.0;1.0;False;0.0;0.0
0.333333333;0.0;0.0;False;0.0;0.0
0.9375;0.0;10.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.666666667;0.0;2.0;False;0.0;0.0
0.0;0.0;1.0;False;0.0;0.0
0.5;0.0;3.0;False;0.0;0.0
0.6;0.0;3.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;6.0;False;0.0;0.0
0.0;0.0;3.0;False;0.0;0.0
0.9;0.0;3.0;False;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0
1.0;0.0;2.0;False;0.0;0.0
1.0;0.0;1.0;False;0.0;0.0
0.727272727;0.0;9.0;True;0.0;0.111111111
1.0;0.0;1.0;False;0.0;0.0
0.0;0.0;4.0;False;0.0;0.0
1.0;0.0;1.0;False;0.0;0.0
0.8666666670000001;0.0;3.0;False;0.0;0.0
1.0;0.0;5.0;False;0.0;0.0
1.0;0.0;1.0;False;0.0;0.0
0.5;0.0;1.0;False;0.0;0.0
0.0;0.0;1.0;False;0.0;0.0
0.0;0.0;3.0;True;0.0;0.0
0.0;0.0;3.0;True;0.0;0.0
0.25;0.0;2.0;False;0.0;0.0
1.0;0.0;1.0;False;0.0;0.0
0.8;0.0;2.0;False;0.0;0.0
