NCSSForThisFile_max;NCSSForThisMethod_mean;ClassFanOutComplexity_max;FileLength_max;NestedIfElseDepth_75%;CyclomaticComplexity_count;ExecutableStatementCount_max;NumberOfPrivateMethod_max;ClassFanOutComplexity_50%;ClassDataAbstractionCoupling_50%;MethodLength_count;NCSSForThisFile_50%;BooleanExpressionComplexity_min;NCSSForThisFile_75%;CyclomaticComplexity_min;NCSSForThisFile_25%;ClassFanOutComplexity_count;ClassFanOutComplexity_min;NumberOfPackageMethod_max;NumberOfPrivateMethod_75%;AnonymousInnerClassLength_max;NumberOfPackageMethod_min;CyclomaticComplexity_max;FileLength_std;NestedIfElseDepth_mean;NestedTryDepth_std;NestedForDepth_50%;NumberOfProtectedMethod_max;ClassFanOutComplexity_std;MethodLength_min;NCSSForThisClass_25%;ExecutableStatementCount_25%;ExecutableStatementCount_min;AnonymousInnerClassLength_mean;NCSSForThisClass_min;ClassDataAbstractionCoupling_std;ClassDataAbstractionCoupling_25%;AnonymousInnerClassLength_50%;NumberOfPublicMethods_Checkstyle_count;NestedIfElseDepth_max;MethodLength_75%;NumberOfProtectedMethod_25%;NumberOfPackageMethod_50%;NestedForDepth_max;AnonymousInnerClassLength_25%;BooleanExpressionComplexity_50%;NumberOfPublicMethods_Checkstyle_25%;ClassDataAbstractionCoupling_mean;FileLength_count;NestedTryDepth_mean;FileLength_75%;CyclomaticComplexity_mean;NumberOfMethods_Checkstyle_25%;FileLength_25%;BooleanExpressionComplexity_75%;NCSSForThisClass_50%;NumberOfMethods_Checkstyle_max;NPathComplexity_50%;NumberOfPrivateMethod_mean;NumberOfPublicMethods_Checkstyle_min;NumberOfPublicMethods_Checkstyle_std;ThrowsCount_50%;BooleanExpressionComplexity_count;NumberOfProtectedMethod_mean;NCSSForThisClass_75%;NestedIfElseDepth_25%;NestedForDepth_mean;NumberOfPackageMethod_25%;MethodLength_25%;NestedTryDepth_75%;BooleanExpressionComplexity_std;ThrowsCount_max;NumberOfProtectedMethod_std;NestedTryDepth_min;NumberOfPublicMethods_Checkstyle_75%;NPathComplexity_75%;NCSSForThisFile_min;CyclomaticComplexity_std;NumberOfProtectedMethod_50%;NumberOfPrivateMethod_min;ThrowsCount_75%;NestedTryDepth_25%;AnonymousInnerClassLength_std;NPathComplexity_count;CyclomaticComplexity_75%;NCSSForThisMethod_25%;ClassDataAbstractionCoupling_max;ExecutableStatementCount_50%;NumberOfPrivateMethod_std;MethodLength_mean;NCSSForThisFile_count;NestedForDepth_75%;NestedForDepth_25%;ClassFanOutComplexity_75%;NestedForDepth_min;ExecutableStatementCount_75%;BooleanExpressionComplexity_25%;NumberOfProtectedMethod_count;NPathComplexity_min;NCSSForThisClass_max;NPathComplexity_std;AnonymousInnerClassLength_count;NCSSForThisMethod_75%;NumberOfMethods_Checkstyle_min;FileLength_min;BooleanExpressionComplexity_mean;FileLength_50%;NumberOfMethods_Checkstyle_50%;Bugged;NestedTryDepth_max;CyclomaticComplexity_25%;NCSSForThisFile_std;CyclomaticComplexity_50%;ClassDataAbstractionCoupling_75%;NumberOfMethods_Checkstyle_75%;NestedTryDepth_count;ExecutableStatementCount_mean;ThrowsCount_count;NumberOfPrivateMethod_50%;AnonymousInnerClassLength_75%;NumberOfMethods_Checkstyle_std;NCSSForThisMethod_count;NumberOfPrivateMethod_25%;MethodLength_50%;NumberOfPublicMethods_Checkstyle_mean;MethodLength_max;NumberOfMethods_Checkstyle_count;ThrowsCount_min;NCSSForThisMethod_std;ThrowsCount_mean;NPathComplexity_max;ExecutableStatementCount_std;ExecutableStatementCount_count;NumberOfPackageMethod_75%;NestedForDepth_count;NumberOfMethods_Checkstyle_mean;ClassFanOutComplexity_25%;NumberOfPackageMethod_mean;ThrowsCount_25%;ClassFanOutComplexity_mean;NPathComplexity_25%;NestedIfElseDepth_std;NCSSForThisClass_count;NCSSForThisMethod_50%;NumberOfPackageMethod_count;NestedForDepth_std;NCSSForThisClass_mean;NestedIfElseDepth_50%;NumberOfPublicMethods_Checkstyle_max;NestedTryDepth_50%;NestedIfElseDepth_min;NumberOfPrivateMethod_count;NCSSForThisMethod_max;MethodLength_std;NumberOfPublicMethods_Checkstyle_50%;ClassDataAbstractionCoupling_count;NumberOfProtectedMethod_min;BooleanExpressionComplexity_max;NCSSForThisMethod_min;ThrowsCount_std;NCSSForThisFile_mean;ClassDataAbstractionCoupling_min;NumberOfProtectedMethod_75%;NPathComplexity_mean;NumberOfPackageMethod_std;FileLength_mean;AnonymousInnerClassLength_min;NCSSForThisClass_std;NestedIfElseDepth_count
25.0;7.5;5.0;60.0;1.5;2.0;11.0;0.0;2.5;0.0;2.0;12.5;0.0;18.75;1.0;6.25;2.0;0.0;0.0;0.0;0.0;0.0;5.0;42.42640687119285;1.0;0.0;0.0;0.0;3.5355339059327378;3.0;4.0;3.5;1.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;14.25;0.0;0.0;0.0;0.0;0.0;0.5;0.0;2.0;0.0;45.0;3.0;0.5;15.0;0.0;8.0;2.0;3.0;0.0;0.0;1.4142135623730951;0.0;2.0;0.0;12.0;0.5;0.0;0.0;6.75;0.0;0.0;0.0;0.0;0.0;1.5;4.0;0.0;2.8284271247461903;0.0;0.0;0.0;0.0;0.0;2.0;4.0;4.75;0.0;6.0;0.0;10.5;2.0;0.0;0.0;3.75;0.0;8.5;0.0;2.0;1.0;16.0;2.8284271247461903;2.0;10.25;0.0;0.0;0.0;30.0;1.0;False;0.0;2.0;17.677669529663692;3.0;0.0;1.5;2.0;6.0;2.0;0.0;0.0;1.4142135623730951;2.0;0.0;10.5;1.0;18.0;2.0;0.0;7.7781745930520225;0.0;5.0;7.071067811865476;2.0;0.0;2.0;1.0;1.25;0.0;0.0;2.5;2.0;1.4142135623730951;2.0;7.5;2.0;0.0;8.0;1.0;2.0;0.0;0.0;2.0;13.0;10.606601717798213;1.0;2.0;0.0;0.0;2.0;0.0;12.5;0.0;0.0;3.0;0.0;30.0;0.0;11.31370849898476;2.0
0.0;30.0;0.0;0.0;1.0;1.0;19.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;13.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0;1.0;0.0;0.0;0.0;0.0;37.0;0.0;19.0;19.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;37.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;13.0;0.0;0.0;1.0;0.0;0.0;71.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;37.0;0.0;0.0;1.0;0.0;0.0;0.0;71.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;13.0;30.0;0.0;19.0;0.0;37.0;1.0;0.0;0.0;0.0;0.0;19.0;1.0;1.0;71.0;0.0;0.0;1.0;30.0;0.0;0.0;1.0;0.0;0.0;False;0.0;13.0;0.0;13.0;0.0;0.0;1.0;19.0;1.0;0.0;0.0;0.0;1.0;0.0;37.0;0.0;37.0;1.0;1.0;0.0;1.0;71.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;71.0;0.0;1.0;30.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;30.0;0.0;0.0;1.0;0.0;1.0;30.0;0.0;0.0;0.0;0.0;71.0;0.0;0.0;0.0;0.0;1.0
63.0;5.333333333333333;11.0;109.0;0.0;3.0;7.0;0.0;0.0;0.0;3.0;0.0;0.0;31.5;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0;62.93117934166921;0.0;0.0;0.0;0.0;6.350852961085884;3.0;0.0;2.5;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;9.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;54.5;2.0;0.0;0.0;0.0;0.0;4.0;2.0;0.0;0.0;2.309401076758504;0.0;3.0;0.0;24.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;2.0;2.5;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;2.5;3.5;0.0;4.0;0.0;7.333333333333332;3.0;0.0;0.0;5.5;0.0;5.5;0.0;3.0;1.0;48.0;1.0;3.0;7.0;0.0;0.0;0.0;0.0;0.0;False;0.0;1.5;36.37306695894642;2.0;0.0;2.0;3.0;4.0;3.0;0.0;0.0;2.309401076758504;3.0;0.0;7.0;1.3333333333333333;12.0;3.0;0.0;3.511884584284246;0.0;3.0;3.0;3.0;0.0;3.0;1.3333333333333333;0.0;0.0;0.0;3.6666666666666665;1.5;0.0;3.0;5.0;3.0;0.0;16.0;0.0;4.0;0.0;0.0;3.0;9.0;4.509249752822893;0.0;3.0;0.0;0.0;2.0;0.0;21.0;0.0;0.0;2.0;0.0;36.333333333333336;0.0;27.71281292110204;3.0
45.0;10.0;9.0;87.0;1.5;3.0;16.0;0.0;0.0;0.0;3.0;0.0;0.0;22.5;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;8.0;50.229473419497445;1.0;0.0;0.0;0.0;5.196152422706632;3.0;0.0;2.5;1.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;18.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;43.5;3.6666666666666665;0.0;0.0;0.0;0.0;3.0;2.0;0.0;0.0;1.7320508075688772;0.0;3.0;0.0;16.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;1.5;5.0;0.0;3.7859388972001833;0.0;0.0;0.0;0.0;0.0;3.0;5.0;3.5;0.0;4.0;0.0;13.333333333333336;3.0;0.0;0.0;4.5;0.0;10.0;0.0;3.0;1.0;32.0;3.7859388972001833;3.0;14.0;0.0;0.0;0.0;0.0;0.0;False;0.0;1.5;25.980762113533157;2.0;0.0;1.5;3.0;7.0;3.0;0.0;0.0;1.7320508075688772;3.0;0.0;7.0;1.0;30.0;3.0;0.0;11.357816691600547;0.0;8.0;7.937253933193773;3.0;0.0;3.0;1.0;0.0;0.0;0.0;3.0;1.5;1.7320508075688772;3.0;5.0;3.0;0.0;10.666666666666666;0.0;3.0;0.0;0.0;3.0;23.0;14.571661996262927;0.0;3.0;0.0;0.0;2.0;0.0;15.0;0.0;0.0;3.6666666666666665;0.0;29.0;0.0;18.475208614068027;3.0
0.0;17.0;0.0;0.0;1.0;1.0;11.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;6.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;1.0;0.0;0.0;0.0;0.0;21.0;0.0;11.0;11.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;6.0;0.0;0.0;1.0;0.0;0.0;6.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;21.0;0.0;0.0;1.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;6.0;17.0;0.0;11.0;0.0;21.0;1.0;0.0;0.0;0.0;0.0;11.0;1.0;1.0;6.0;0.0;0.0;1.0;17.0;0.0;0.0;1.0;0.0;0.0;False;0.0;6.0;0.0;6.0;0.0;0.0;1.0;11.0;1.0;0.0;0.0;0.0;1.0;0.0;21.0;0.0;21.0;1.0;1.0;0.0;1.0;6.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;6.0;0.0;1.0;17.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;17.0;0.0;0.0;1.0;0.0;1.0;17.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;1.0
47.0;5.333333333333333;9.0;90.0;0.0;3.0;7.0;0.0;0.0;0.0;3.0;0.0;0.0;23.5;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0;51.96152422706631;0.0;0.0;0.0;0.0;5.196152422706632;3.0;0.0;2.5;1.0;0.0;0.0;0.5773502691896258;0.0;0.0;3.0;0.0;9.5;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;3.0;0.0;45.0;2.0;0.0;0.0;0.0;0.0;4.0;2.0;0.0;0.0;2.309401076758504;0.0;3.0;0.0;17.5;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;2.0;2.5;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;2.5;3.5;1.0;4.0;0.0;7.333333333333332;3.0;0.0;0.0;4.5;0.0;5.5;0.0;3.0;1.0;35.0;1.0;3.0;7.0;0.0;0.0;0.0;0.0;0.0;False;0.0;1.5;27.13546265191241;2.0;0.5;2.0;3.0;4.0;3.0;0.0;0.0;2.309401076758504;3.0;0.0;7.0;1.3333333333333333;12.0;3.0;0.0;3.511884584284246;0.0;3.0;3.0;3.0;0.0;3.0;1.3333333333333333;0.0;0.0;0.0;3.0;1.5;0.0;3.0;5.0;3.0;0.0;11.666666666666664;0.0;4.0;0.0;0.0;3.0;9.0;4.509249752822893;0.0;3.0;0.0;0.0;2.0;0.0;15.666666666666664;0.0;0.0;2.0;0.0;30.0;0.0;20.207259421636905;3.0
33.0;7.666666666666668;5.0;72.0;1.0;3.0;11.0;1.0;0.0;0.0;3.0;0.0;0.0;16.5;1.0;0.0;3.0;0.0;0.0;0.5;0.0;0.0;5.0;41.569219381653056;0.6666666666666666;0.0;0.0;0.0;2.8867513459481287;3.0;0.0;3.5;1.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;14.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;36.0;3.0;0.0;0.0;0.0;0.0;3.0;4.0;0.3333333333333333;0.0;1.1547005383792517;0.0;3.0;0.0;12.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;1.0;4.5;0.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;4.0;5.0;0.0;6.0;0.5773502691896258;10.666666666666666;3.0;0.0;0.0;2.5;0.0;8.5;0.0;3.0;1.0;24.0;2.081665999466133;3.0;10.5;0.0;0.0;0.0;0.0;0.0;False;0.0;2.0;19.05255888325765;3.0;0.0;1.5;3.0;6.0;3.0;0.0;0.0;1.7320508075688772;3.0;0.0;11.0;0.6666666666666666;18.0;3.0;0.0;5.507570547286101;0.0;5.0;5.0;3.0;0.0;3.0;1.0;0.0;0.0;0.0;1.6666666666666667;2.5;1.1547005383792517;3.0;8.0;3.0;0.0;8.0;0.0;2.0;0.0;0.0;3.0;13.0;7.505553499465135;0.0;3.0;0.0;0.0;2.0;0.0;11.0;0.0;0.0;3.333333333333333;0.0;24.0;0.0;13.85640646055102;3.0
25.0;7.5;5.0;60.0;1.5;2.0;11.0;0.0;2.5;0.0;2.0;12.5;0.0;18.75;1.0;6.25;2.0;0.0;0.0;0.0;0.0;0.0;5.0;42.42640687119285;1.0;0.0;0.0;0.0;3.5355339059327378;3.0;4.0;3.5;1.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;14.25;0.0;0.0;0.0;0.0;0.0;0.5;0.0;2.0;0.0;45.0;3.0;0.5;15.0;0.0;8.0;2.0;3.0;0.0;0.0;1.4142135623730951;0.0;2.0;0.0;12.0;0.5;0.0;0.0;6.75;0.0;0.0;0.0;0.0;0.0;1.5;4.0;0.0;2.8284271247461903;0.0;0.0;0.0;0.0;0.0;2.0;4.0;4.75;0.0;6.0;0.0;10.5;2.0;0.0;0.0;3.75;0.0;8.5;0.0;2.0;1.0;16.0;2.8284271247461903;2.0;10.25;0.0;0.0;0.0;30.0;1.0;False;0.0;2.0;17.677669529663692;3.0;0.0;1.5;2.0;6.0;2.0;0.0;0.0;1.4142135623730951;2.0;0.0;10.5;1.0;18.0;2.0;0.0;7.7781745930520225;0.0;5.0;7.071067811865476;2.0;0.0;2.0;1.0;1.25;0.0;0.0;2.5;2.0;1.4142135623730951;2.0;7.5;2.0;0.0;8.0;1.0;2.0;0.0;0.0;2.0;13.0;10.606601717798213;1.0;2.0;0.0;0.0;2.0;0.0;12.5;0.0;0.0;3.0;0.0;30.0;0.0;11.31370849898476;2.0
39.0;4.333333333333333;6.0;81.0;0.0;6.0;10.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;1.0;0.0;6.0;0.0;3.0;0.0;0.0;0.0;5.0;33.068111527572896;0.0;0.0;0.0;0.0;2.449489742783178;3.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;5.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;6.0;1.0;0.0;0.0;1.224744871391589;0.0;6.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.40824829046386296;1.0;0.0;0.0;0.0;2.5;0.0;1.6733200530681511;0.0;0.0;0.0;0.0;0.0;6.0;2.5;2.0;0.0;1.5;0.0;6.166666666666668;6.0;0.0;0.0;0.0;0.0;2.0;0.0;6.0;0.0;31.0;6.12100209660695;6.0;3.75;0.0;0.0;0.16666666666666666;0.0;0.0;False;0.0;1.0;15.921683328090658;1.0;0.0;0.0;6.0;2.833333333333333;6.0;0.0;0.0;2.449489742783178;6.0;0.0;3.5;0.5;18.0;6.0;0.0;4.320493798938574;0.16666666666666666;16.0;3.544949458972112;6.0;0.0;6.0;1.0;0.0;0.5;0.0;1.0;1.0;0.0;6.0;2.5;6.0;0.0;5.166666666666667;0.0;3.0;0.0;0.0;6.0;13.0;5.913261931173578;0.0;6.0;0.0;1.0;2.0;0.40824829046386296;6.5;0.0;0.0;3.6666666666666665;1.224744871391589;13.5;0.0;12.655697004379752;6.0
25.0;7.5;5.0;60.0;1.5;2.0;11.0;0.0;2.5;0.0;2.0;12.5;0.0;18.75;1.0;6.25;2.0;0.0;0.0;0.0;0.0;0.0;6.0;42.42640687119285;1.0;0.0;0.0;0.0;3.5355339059327378;3.0;4.0;3.5;1.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;14.25;0.0;0.0;0.0;0.0;0.5;0.5;0.0;2.0;0.0;45.0;3.5;0.5;15.0;0.75;8.0;2.0;3.5;0.0;0.0;1.4142135623730951;0.0;2.0;0.0;12.0;0.5;0.0;0.0;6.75;0.0;0.7071067811865476;0.0;0.0;0.0;1.5;4.75;0.0;3.5355339059327378;0.0;0.0;0.0;0.0;0.0;2.0;4.75;4.75;0.0;6.0;0.0;10.5;2.0;0.0;0.0;3.75;0.0;8.5;0.25;2.0;1.0;16.0;3.5355339059327378;2.0;10.25;0.0;0.0;0.5;30.0;1.0;False;0.0;2.25;17.677669529663692;3.5;0.0;1.5;2.0;6.0;2.0;0.0;0.0;1.4142135623730951;2.0;0.0;10.5;1.0;18.0;2.0;0.0;7.7781745930520225;0.0;6.0;7.071067811865476;2.0;0.0;2.0;1.0;1.25;0.0;0.0;2.5;2.25;1.4142135623730951;2.0;7.5;2.0;0.0;8.0;1.0;2.0;0.0;0.0;2.0;13.0;10.606601717798213;1.0;2.0;0.0;1.0;2.0;0.0;12.5;0.0;0.0;3.5;0.0;30.0;0.0;11.31370849898476;2.0
29.0;6.666666666666668;5.0;64.0;0.0;3.0;7.0;1.0;0.0;0.0;3.0;0.0;0.0;14.5;1.0;0.0;3.0;0.0;0.0;0.5;0.0;0.0;3.0;36.95041722813605;0.0;0.0;0.0;0.0;2.8867513459481287;3.0;0.0;4.0;1.0;0.0;0.0;0.5773502691896258;0.0;0.0;3.0;0.0;11.5;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;3.0;0.0;32.0;2.0;0.0;0.0;0.0;0.0;3.0;2.0;0.3333333333333333;0.0;1.1547005383792517;0.0;3.0;0.0;10.5;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;1.0;2.5;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;2.5;5.5;1.0;7.0;0.5773502691896258;8.666666666666666;3.0;0.0;0.0;2.5;0.0;7.0;0.0;3.0;1.0;21.0;1.0;3.0;9.0;0.0;0.0;0.0;0.0;0.0;False;0.0;1.5;16.74315780649915;2.0;0.5;1.5;3.0;5.0;3.0;0.0;0.0;1.7320508075688772;3.0;0.0;11.0;0.6666666666666666;12.0;3.0;0.0;4.0414518843273814;0.0;3.0;3.4641016151377544;3.0;0.0;3.0;1.0;0.0;0.0;0.0;1.6666666666666667;1.5;0.0;3.0;9.0;3.0;0.0;7.0;0.0;2.0;0.0;0.0;3.0;9.0;4.932882862316248;0.0;3.0;0.0;0.0;2.0;0.0;9.666666666666666;0.0;0.0;2.0;0.0;21.33333333333333;0.0;12.124355652982139;3.0
18.0;6.0;4.0;52.0;0.0;2.0;8.0;0.0;2.0;0.5;2.0;9.0;0.0;13.5;1.0;4.5;2.0;0.0;0.0;0.0;0.0;0.0;3.0;36.76955262170047;0.0;0.0;0.0;0.0;2.8284271247461903;4.0;3.25;3.5;2.0;0.0;0.0;0.7071067811865476;0.25;0.0;2.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.5;0.5;2.0;0.0;39.0;2.0;0.5;13.0;0.0;6.5;2.0;1.5;0.0;0.0;1.4142135623730951;1.0;2.0;0.0;9.75;0.0;0.0;0.0;6.0;0.0;0.0;1.0;0.0;0.0;1.5;2.25;0.0;1.4142135623730951;0.0;0.0;1.0;0.0;0.0;2.0;2.5;4.5;1.0;5.0;0.0;8.0;2.0;0.0;0.0;3.0;0.0;6.5;0.0;2.0;0.0;13.0;2.1213203435596424;2.0;7.5;0.0;0.0;0.0;26.0;1.0;False;0.0;1.5;12.727922061357855;2.0;0.75;1.5;2.0;5.0;2.0;0.0;0.0;1.4142135623730951;2.0;0.0;8.0;1.0;12.0;2.0;1.0;4.242640687119285;1.0;3.0;4.242640687119285;2.0;0.0;2.0;1.0;1.0;0.0;1.0;2.0;0.75;0.0;2.0;6.0;2.0;0.0;6.5;0.0;2.0;0.0;0.0;2.0;9.0;5.656854249492381;1.0;2.0;0.0;0.0;3.0;0.0;9.0;0.0;0.0;1.5;0.0;26.0;0.0;9.192388155425117;2.0
18.0;6.0;4.0;52.0;0.0;2.0;8.0;0.0;2.0;0.5;2.0;9.0;0.0;13.5;1.0;4.5;2.0;0.0;0.0;0.0;0.0;0.0;3.0;36.76955262170047;0.0;0.0;0.0;0.0;2.8284271247461903;4.0;3.25;3.5;2.0;0.0;0.0;0.7071067811865476;0.25;0.0;2.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.5;0.5;2.0;0.0;39.0;2.0;0.5;13.0;0.0;6.5;2.0;1.5;0.0;0.0;1.4142135623730951;1.0;2.0;0.0;9.75;0.0;0.0;0.0;6.0;0.0;0.0;1.0;0.0;0.0;1.5;2.25;0.0;1.4142135623730951;0.0;0.0;1.0;0.0;0.0;2.0;2.5;4.5;1.0;5.0;0.0;8.0;2.0;0.0;0.0;3.0;0.0;6.5;0.0;2.0;0.0;13.0;2.1213203435596424;2.0;7.5;0.0;0.0;0.0;26.0;1.0;False;0.0;1.5;12.727922061357855;2.0;0.75;1.5;2.0;5.0;2.0;0.0;0.0;1.4142135623730951;2.0;0.0;8.0;1.0;12.0;2.0;1.0;4.242640687119285;1.0;3.0;4.242640687119285;2.0;0.0;2.0;1.0;1.0;0.0;1.0;2.0;0.75;0.0;2.0;6.0;2.0;0.0;6.5;0.0;2.0;0.0;0.0;2.0;9.0;5.656854249492381;1.0;2.0;0.0;0.0;3.0;0.0;9.0;0.0;0.0;1.5;0.0;26.0;0.0;9.192388155425117;2.0
18.0;6.0;4.0;52.0;0.0;2.0;8.0;0.0;2.0;0.5;2.0;9.0;0.0;13.5;1.0;4.5;2.0;0.0;0.0;0.0;0.0;0.0;3.0;36.76955262170047;0.0;0.0;0.0;0.0;2.8284271247461903;4.0;3.25;3.5;2.0;0.0;0.0;0.7071067811865476;0.25;0.0;2.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.5;0.5;2.0;0.0;39.0;2.0;0.5;13.0;0.0;6.5;2.0;1.5;0.0;0.0;1.4142135623730951;1.0;2.0;0.0;9.75;0.0;0.0;0.0;6.0;0.0;0.0;1.0;0.0;0.0;1.5;2.25;0.0;1.4142135623730951;0.0;0.0;1.0;0.0;0.0;2.0;2.5;4.5;1.0;5.0;0.0;8.0;2.0;0.0;0.0;3.0;0.0;6.5;0.0;2.0;0.0;13.0;2.1213203435596424;2.0;7.5;0.0;0.0;0.0;26.0;1.0;False;0.0;1.5;12.727922061357855;2.0;0.75;1.5;2.0;5.0;2.0;0.0;0.0;1.4142135623730951;2.0;0.0;8.0;1.0;12.0;2.0;1.0;4.242640687119285;1.0;3.0;4.242640687119285;2.0;0.0;2.0;1.0;1.0;0.0;1.0;2.0;0.75;0.0;2.0;6.0;2.0;0.0;6.5;0.0;2.0;0.0;0.0;2.0;9.0;5.656854249492381;1.0;2.0;0.0;0.0;3.0;0.0;9.0;0.0;0.0;1.5;0.0;26.0;0.0;9.192388155425117;2.0
18.0;6.0;4.0;52.0;0.0;2.0;8.0;0.0;2.0;0.5;2.0;9.0;0.0;13.5;1.0;4.5;2.0;0.0;0.0;0.0;0.0;0.0;3.0;36.76955262170047;0.0;0.0;0.0;0.0;2.8284271247461903;4.0;3.25;3.5;2.0;0.0;0.0;0.7071067811865476;0.25;0.0;2.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.5;0.5;2.0;0.0;39.0;2.0;0.5;13.0;0.0;6.5;2.0;1.5;0.0;0.0;1.4142135623730951;1.0;2.0;0.0;9.75;0.0;0.0;0.0;6.0;0.0;0.0;1.0;0.0;0.0;1.5;2.25;0.0;1.4142135623730951;0.0;0.0;1.0;0.0;0.0;2.0;2.5;4.5;1.0;5.0;0.0;8.0;2.0;0.0;0.0;3.0;0.0;6.5;0.0;2.0;0.0;13.0;2.1213203435596424;2.0;7.5;0.0;0.0;0.0;26.0;1.0;False;0.0;1.5;12.727922061357855;2.0;0.75;1.5;2.0;5.0;2.0;0.0;0.0;1.4142135623730951;2.0;0.0;8.0;1.0;12.0;2.0;1.0;4.242640687119285;1.0;3.0;4.242640687119285;2.0;0.0;2.0;1.0;1.0;0.0;1.0;2.0;0.75;0.0;2.0;6.0;2.0;0.0;6.5;0.0;2.0;0.0;0.0;2.0;9.0;5.656854249492381;1.0;2.0;0.0;0.0;3.0;0.0;9.0;0.0;0.0;1.5;0.0;26.0;0.0;9.192388155425117;2.0
18.0;6.0;4.0;52.0;0.0;2.0;8.0;0.0;2.0;0.5;2.0;9.0;0.0;13.5;1.0;4.5;2.0;0.0;0.0;0.0;0.0;0.0;3.0;36.76955262170047;0.0;0.0;0.0;0.0;2.8284271247461903;4.0;3.25;3.5;2.0;0.0;0.0;0.7071067811865476;0.25;0.0;2.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.5;0.5;2.0;0.0;39.0;2.0;0.5;13.0;0.0;6.5;2.0;1.5;0.0;0.0;1.4142135623730951;1.0;2.0;0.0;9.75;0.0;0.0;0.0;6.0;0.0;0.0;1.0;0.0;0.0;1.5;2.25;0.0;1.4142135623730951;0.0;0.0;1.0;0.0;0.0;2.0;2.5;4.5;1.0;5.0;0.0;8.0;2.0;0.0;0.0;3.0;0.0;6.5;0.0;2.0;0.0;13.0;2.1213203435596424;2.0;7.5;0.0;0.0;0.0;26.0;1.0;False;0.0;1.5;12.727922061357855;2.0;0.75;1.5;2.0;5.0;2.0;0.0;0.0;1.4142135623730951;2.0;0.0;8.0;1.0;12.0;2.0;1.0;4.242640687119285;1.0;3.0;4.242640687119285;2.0;0.0;2.0;1.0;1.0;0.0;1.0;2.0;0.75;0.0;2.0;6.0;2.0;0.0;6.5;0.0;2.0;0.0;0.0;2.0;9.0;5.656854249492381;1.0;2.0;0.0;0.0;3.0;0.0;9.0;0.0;0.0;1.5;0.0;26.0;0.0;9.192388155425117;2.0
