NumberOfMathOperations_std;NumberOfMathOperations_count;Mo;Mit;Average Complexity*;blamemerge_priorityMinor_mean;NumberOfMathOperations_50%;blamemerge_priorityMajor_mean;MaxNumberOfNestedBlocks_min;issues_priorityMajor_max;NumberOfModifiers_50%;blamemerge_priorityMajor_max;NumberOfMethods_Mood;issues_priorityMajor_std;Ao;NumberOfModifiers_75%;Maximum Block Depth;Ad;NumberOfModifiers_mean;blamemerge_priorityMajor_count;NumberOfModifiers_max;blame_merge_priorityMajor_max;MaxNumberOfNestedBlocks_mean;Average Statements per Method;NumberOfMathOperations_min;blame_merge_priorityMajor_std;blame_merge_priorityMinor_count;NumberOfMathOperations_max;blame_merge_priorityMajor_mean;blame_merge_priorityMinor_min;MaxNumberOfNestedBlocks_std;Maximum Depth_75%;issues_priorityMinor_max;Average Block Depth;Maximum Depth_std;MaxNumberOfNestedBlocks_max;Maximum Depth_count;blame_merge_priorityMajor_count;Maximum Depth_25%;blame_merge_priorityMinor_mean;Av;Maximum Complexity*;HMd;NumberOfModifiers_min;issues_priorityMinor_min;Maximum Depth_min;SIX;NMI;blame_merge_priorityMinor_max;PMd;blame_merge_priorityMajor_min;issues_priorityMajor_mean;MaxNumberOfNestedBlocks_25%;Maximum Depth_max;issues_priorityMinor_std;blamemerge_priorityMinor_max;issues_priorityMinor_count;NF;MaxNumberOfNestedBlocks_50%;PMR;issues_priorityMajor_count;Ait;MaxNumberOfNestedBlocks_count;blamemerge_priorityMajor_min;Maximum Depth_mean;NumberOfModifiers_count;Maximum Depth_50%;blamemerge_priorityMinor_min;blamemerge_priorityMinor_count;Ma;NMA;Mi;HMi;MaxNumberOfNestedBlocks_75%;NumberOfMathOperations_25%;Bugged;NM;blame_merge_priorityMinor_std;Md;PMi;issues_priorityMajor_min;Ai;NumberOfModifiers_std;blamemerge_priorityMinor_std;NumberOfModifiers_25%;NOPa;NumberOfMathOperations_mean;NumberOfMathOperations_75%;issues_priorityMinor_mean;blamemerge_priorityMajor_std
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2682.0;0.0;0.0;0.0;2682.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2682.0;0.0;0.0;0.0;2682.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2682.0;0.0;0.0;0.0;2682.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2682.0;0.0;0.0;0.0;2682.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2682.0;0.0;0.0;0.0;2682.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2682.0;0.0;0.0;0.0;2682.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.7071067811865476;2.0;0.0;0.0;1.0;0.0;0.5;0.0;0.0;1.0;0.5;0.0;2.0;0.0;0.0;0.75;2.0;1.0;0.5;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;1.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;2.0;0.0;0.0;2682.0;1.0;0.0;0.5;2682.0;0.0;2.0;0.0;2.0;2.0;2.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;0.25;False;4.0;0.0;4.0;0.0;1.0;0.0;0.7071067811865476;0.0;0.25;0.0;0.5;0.75;0.0;0.0
0.7071067811865476;2.0;0.0;0.0;1.0;0.0;0.5;0.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;1.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;1.0;2.0;1.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;2.0;0.0;0.0;2682.0;1.0;0.0;0.5;2682.0;0.0;2.0;0.0;2.0;2.0;2.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;0.25;False;4.0;0.0;4.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.5;0.75;0.0;0.0
0.7071067811865476;2.0;0.0;0.0;1.0;0.0;0.5;0.0;0.0;1.0;0.5;0.0;2.0;0.0;0.0;0.75;2.0;1.0;0.5;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;1.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;2.0;0.0;0.0;2682.0;1.0;0.0;0.5;2682.0;0.0;2.0;0.0;2.0;2.0;2.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;0.25;False;4.0;0.0;4.0;0.0;1.0;0.0;0.7071067811865476;0.0;0.25;0.0;0.5;0.75;0.0;0.0
0.0;3.0;0.0;0.0;1.25;0.0;0.0;0.0;0.0;1.0;1.0;0.0;3.0;0.0;0.0;5.0;3.0;2.0;3.6666666666666665;0.0;9.0;0.0;0.3333333333333333;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.5773502691896258;2.75;0.0;1.24;0.7071067811865476;1.0;2.0;0.0;2.25;0.0;0.0;2.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;4.0;0.0;1.0;0.0;3.0;0.0;0.0;2682.0;2.0;0.0;1.0;2682.0;0.0;3.0;0.0;2.5;3.0;2.5;0.0;0.0;4.0;4.0;0.0;0.0;0.5;0.0;False;4.0;0.0;4.0;0.0;1.0;0.0;4.618802153517007;0.0;1.0;0.0;0.0;0.0;0.0;0.0
0.0;2.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;0.5;0.0;2.0;0.0;0.0;0.75;4.0;5.0;0.5;0.0;1.0;0.0;1.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;1.4142135623730951;0.0;0.0;1.32;0.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.5;0.0;0.0;0.0;2682.0;5.0;1.0;0.666666667;2682.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;1.5;0.0;False;3.0;0.0;3.0;0.0;1.0;0.0;0.7071067811865476;0.0;0.25;0.0;0.0;0.0;0.0;0.0
0.2672612419124244;14.0;0.0;0.0;2.13;0.0;0.0;0.0;0.0;1.0;1.5;0.0;14.0;0.0;0.0;2.0;5.0;9.0;2.571428571428572;0.0;17.0;0.0;1.0714285714285714;5.44;0.0;0.0;0.0;1.0;0.0;0.0;1.2066664642907567;2.0;0.0;2.15;0.0;3.0;6.0;0.0;2.0;0.0;0.0;4.0;7.0;1.0;0.0;2.0;0.0;0.0;0.0;9.0;0.0;1.0;0.0;2.0;0.0;0.0;2682.0;9.0;1.0;0.5625;2682.0;0.0;14.0;0.0;2.0;14.0;2.0;0.0;0.0;16.0;16.0;0.0;0.0;1.75;0.0;False;16.0;0.0;16.0;0.0;1.0;0.0;4.1826433620983625;0.0;1.0;0.0;0.07142857142857142;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.69;0.0;0.0;1.0;0.0;2.0;0.0;0.0;1.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;2682.0;1.0;0.0;0.5;2682.0;0.0;1.0;0.0;2.0;1.0;2.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;False;2.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
0.30779350562554625;20.0;0.0;0.0;2.75;0.0;0.0;0.0;0.0;1.0;0.0;0.0;20.0;0.0;0.0;2.0;6.0;9.0;2.65;0.0;18.0;0.0;0.65;6.4;0.0;0.0;0.0;1.0;0.0;0.0;0.812727700887249;3.25;0.0;2.66;0.8920949127381756;2.0;16.0;0.0;2.0;0.0;0.0;14.0;20.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;4.0;0.0;0.0;2682.0;9.0;0.0;0.047619048;2682.0;0.0;20.0;0.0;2.5625;20.0;2.0;0.0;0.0;21.0;21.0;0.0;0.0;1.0;0.0;False;21.0;0.0;21.0;0.0;1.0;0.0;5.565637051539895;0.0;0.0;0.0;0.1;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.69;0.0;0.0;1.0;0.0;2.0;0.0;0.0;1.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;2682.0;1.0;0.0;0.5;2682.0;0.0;1.0;0.0;2.0;1.0;2.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;False;2.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;0.5;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;2682.0;0.0;0.0;1.0;2682.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;False;2.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;0.5;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;2682.0;0.0;0.0;1.0;2682.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;False;2.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;2682.0;0.0;0.0;1.0;2682.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;False;2.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2682.0;0.0;0.0;0.0;2682.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2682.0;0.0;0.0;0.0;2682.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2682.0;0.0;0.0;0.0;2682.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2682.0;0.0;0.0;0.0;2682.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2682.0;0.0;0.0;0.0;2682.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2682.0;0.0;0.0;0.0;2682.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2682.0;0.0;0.0;0.0;2682.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2682.0;0.0;0.0;0.0;2682.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2.8284271247461903;2.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;1.0;0.5;0.0;2.0;0.0;0.0;0.75;2.0;2.0;0.5;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;2.0;0.0;1.22;0.0;0.0;2.0;0.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;2.0;0.0;0.0;2682.0;2.0;0.0;0.666666667;2682.0;0.0;2.0;0.0;2.0;2.0;2.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;1.0;False;3.0;0.0;3.0;0.0;1.0;0.0;0.7071067811865476;0.0;0.25;0.0;2.0;3.0;0.0;0.0
0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3285.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;73.0;0.0;0.0;0.0;73.0;0.0;2.0;0.0;0.0;2.0;0.0;1.0;3285.0;0.0;3.0;0.0;0.0;0.0;0.0;False;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;3.0;3.0;0.0;6862.0;0.0;0.0;0.0;1.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;1.7;0.0;0.0;1.0;0.0;3.0;0.0;0.0;1.0;1.0;0.0;1.0;3.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;3.0;0.0;1.0;73.0;3.0;0.0;0.8;73.0;0.0;0.0;0.0;3.0;0.0;3.0;1.0;6862.0;5.0;5.0;0.0;0.0;0.0;0.0;False;5.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
0.0;8.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;0.0;0.0;1.0;3.0;3.0;2.0;6862.0;9.0;0.0;0.0;1.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.7;0.0;0.0;4.0;0.0;2.0;0.0;0.0;1.0;1.0;1.0;1.0;2.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;2.0;0.0;1.0;73.0;3.0;0.0;0.8;73.0;0.0;8.0;0.0;2.0;8.0;2.0;1.0;6862.0;5.0;5.0;0.0;0.0;0.0;0.0;False;5.0;0.0;5.0;0.0;0.0;0.0;2.8284271247461903;0.0;1.0;0.0;0.0;0.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2263.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;73.0;0.0;0.0;0.0;73.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2263.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
0.0;4.0;0.0;0.0;2.75;1.0;0.0;0.0;0.0;1.0;5.5;0.0;4.0;0.16063791081584408;0.0;9.25;5.0;4.0;5.5;511.0;10.0;0.0;1.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;1.4142135623730951;2.0;1.0;1.63;0.0;3.0;1.0;0.0;2.0;0.0;0.0;6.0;3.0;1.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.973502722323049;0.0;2.0;0.16063791081584408;1.0;2755.0;4.0;0.5;0.4;2755.0;0.0;4.0;0.0;2.0;4.0;2.0;1.0;511.0;5.0;5.0;0.0;0.0;1.5;0.0;False;5.0;0.0;5.0;0.0;0.0;0.0;4.654746681256313;0.0;1.75;0.0;0.0;0.0;0.026497277676951;0.0
0.0;24.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;24.0;0.0;0.0;1.0;2.0;19.0;1.0;2048.0;1.0;0.0;0.0;0.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.23;0.0;0.0;24.0;0.0;2.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;25.0;0.0;1.0;0.0;2.0;0.0;0.0;2796.0;19.0;0.0;1.0;2796.0;0.0;24.0;1.0;2.0;24.0;2.0;0.0;2048.0;25.0;25.0;0.0;0.0;0.0;0.0;False;25.0;0.0;25.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2682.0;0.0;0.0;0.0;2682.0;0.0;3.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;False;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2682.0;0.0;0.0;0.0;2682.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
