NumberOfModifiers;ThrowsCount;NBD;Si;WMC_CK;CBO;NumberOfLambdas;NumberOfAssignments;Maximum Depth;NumberOfLogStatements;NumberOfPackageMethod;NestedForDepth;VG;IsConstructor;MethodLength;NumberOfLoops;NVAR;RFC;BooleanExpressionComplexity;NPathComplexity;NumberOfMathOperations;MaxNumberOfNestedBlocks;NCSSForThisFile;Returns;ExecutableStatementCount;Di;MCLC;NCOMP;IOVars;NumberOfAnonymousClasses;FileLength;Ci;NumberOfNumbers;NumberOfPrivateMethod;ClassDataAbstractionCoupling;NumberOfParameters_CK;NumberOfInnerClasses;NumberOfParenthesizedExps;Fout;NumberOfStringLiterals;LOCMethod_CK;NestedIfElseDepth;NumberOfVariables;NCSSForThisMethod;CyclomaticComplexity;NumberOfProtectedMethod;NumberOfMethods_Checkstyle;NumberOfPublicMethods_Checkstyle;BuggedMethods;AnonymousInnerClassLength;Fin;NumberOfComparisons;NestedTryDepth;NumberOfTryCatch;ClassFanOutComplexity;NCSSForThisClass;NumberOfUniqueWords;NOP
9.0;0.0;1.0;0.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;False;4.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;2.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;1.0;3.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;False;3.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;2.0;2.0;2.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;1.0
9.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;False;3.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;2.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0
9.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;False;3.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;2.0;2.0;2.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5.0;1.0
9.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;False;3.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;2.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9.0;0.0;2.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;False;11.0;0.0;1.0;5.0;0.0;4.0;1.0;1.0;0.0;3.0;4.0;2.0;3.0;2.0;2.0;0.0;0.0;2.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;6.0;3.0;0.0;0.0;0.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0.0;1.0;0.0;1.0;3.0;0.0;3.0;2.0;0.0;0.0;0.0;1.0;True;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;44.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;2.0;1.0;0.0;1.0;1.0;False;0.0;0.0;0.0;0.0;0.0;4.0;10.0;6.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;1.0;True;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;39.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;1.0;1.0;False;0.0;0.0;0.0;0.0;0.0;2.0;6.0;4.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0.0;2.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;False;11.0;1.0;1.0;1.0;0.0;3.0;0.0;2.0;0.0;2.0;4.0;2.0;2.0;1.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;1.0;6.0;3.0;0.0;0.0;0.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;13.0;1.0
1.0;0.0;2.0;0.0;3.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;False;27.0;2.0;1.0;4.0;0.0;3.0;0.0;2.0;0.0;1.0;5.0;2.0;1.0;0.0;2.0;1.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;19.0;0.0;2.0;12.0;3.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;1.0
1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0
9.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;False;6.0;0.0;0.0;5.0;0.0;1.0;0.0;0.0;34.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;93.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;3.0;3.0;False;0.0;0.0;0.0;0.0;0.0;6.0;25.0;5.0;0.0
1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;False;15.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;False;4.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;5.0;1.0;2.0;2.0;0.0;0.0;2.0;0.0;32.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;4.0;0.0;1.0;3.0;1.0;0.0;1.0;1.0;False;0.0;0.0;0.0;0.0;0.0;2.0;4.0;7.0;1.0
1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;False;4.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;5.0;1.0;2.0;2.0;0.0;0.0;2.0;0.0;32.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;4.0;0.0;1.0;3.0;1.0;0.0;1.0;1.0;False;0.0;0.0;0.0;0.0;0.0;2.0;4.0;7.0;1.0
1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;False;3.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;4.0;1.0;1.0;2.0;0.0;0.0;2.0;0.0;30.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;2.0;1.0;0.0;1.0;1.0;False;0.0;0.0;0.0;0.0;0.0;2.0;3.0;5.0;1.0
1.0;0.0;2.0;0.0;3.0;4.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;False;12.0;1.0;1.0;5.0;0.0;3.0;0.0;2.0;19.0;1.0;5.0;2.0;2.0;1.0;2.0;0.0;69.0;2.0;0.0;1.0;4.0;1.0;0.0;0.0;0.0;1.0;10.0;0.0;2.0;7.0;3.0;0.0;2.0;1.0;False;0.0;0.0;1.0;0.0;0.0;5.0;17.0;17.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9.0;0.0;0.0;0.0;1.0;7.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;False;10.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;29.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;91.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;4.0;0.0;1.0;3.0;1.0;0.0;3.0;3.0;True;0.0;0.0;0.0;0.0;0.0;9.0;16.0;14.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9.0;0.0;0.0;0.0;1.0;5.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;False;5.0;0.0;0.0;4.0;0.0;1.0;0.0;0.0;171.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;374.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;1.0;1.0;16.0;15.0;False;0.0;0.0;0.0;0.0;0.0;14.0;150.0;3.0;0.0
4.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;False;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0
1.0;0.0;0.0;0.0;1.0;2.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;False;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0
1.0;0.0;0.0;0.0;1.0;5.0;0.0;4.0;2.0;0.0;0.0;0.0;0.0;False;20.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;11.0;0.0;4.0;10.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0
1.0;0.0;0.0;0.0;3.0;5.0;0.0;7.0;4.0;0.0;0.0;0.0;0.0;False;29.0;1.0;0.0;13.0;0.0;3.0;1.0;2.0;0.0;1.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;18.0;0.0;7.0;15.0;3.0;0.0;0.0;0.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;15.0;0.0
1.0;0.0;0.0;0.0;1.0;4.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;False;12.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;7.0;0.0;2.0;6.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0
1.0;0.0;0.0;0.0;1.0;4.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;False;12.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;7.0;0.0;2.0;6.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0
1.0;0.0;0.0;0.0;1.0;4.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;False;12.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;7.0;0.0;2.0;6.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0
1.0;0.0;0.0;0.0;1.0;4.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;False;12.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;7.0;0.0;2.0;6.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0
1.0;0.0;0.0;0.0;1.0;5.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;False;9.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.0;0.0;1.0;5.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0
1.0;0.0;0.0;0.0;1.0;5.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;False;18.0;0.0;0.0;8.0;0.0;0.0;7.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;11.0;0.0;2.0;10.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0
1.0;0.0;0.0;0.0;1.0;5.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;False;25.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;13.0;0.0;2.0;12.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0
1.0;0.0;0.0;0.0;1.0;5.0;0.0;8.0;2.0;0.0;0.0;0.0;0.0;False;35.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;26.0;0.0;8.0;25.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;1.0;5.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;False;15.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;10.0;0.0;3.0;9.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0
1.0;0.0;0.0;0.0;1.0;5.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;False;14.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;9.0;0.0;3.0;8.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0
1.0;0.0;0.0;0.0;3.0;5.0;0.0;8.0;4.0;0.0;0.0;0.0;0.0;False;37.0;1.0;0.0;14.0;0.0;3.0;0.0;2.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;26.0;0.0;6.0;22.0;3.0;0.0;0.0;0.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;15.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9.0;0.0;0.0;0.0;1.0;7.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;False;7.0;0.0;0.0;4.0;0.0;1.0;0.0;0.0;24.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;71.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;2.0;2.0;False;0.0;0.0;0.0;0.0;0.0;7.0;10.0;3.0;0.0
1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;False;5.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0
9.0;0.0;0.0;0.0;1.0;5.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;False;6.0;0.0;0.0;6.0;0.0;1.0;0.0;0.0;52.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;137.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;3.0;0.0;0.0;2.0;1.0;1.0;7.0;6.0;True;0.0;0.0;0.0;0.0;0.0;11.0;38.0;10.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;False;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0
1.0;0.0;0.0;0.0;1.0;3.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;False;14.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;1.0;8.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0
1.0;1.0;0.0;0.0;1.0;2.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;False;13.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;1.0;7.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0
1.0;1.0;0.0;0.0;1.0;2.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;False;15.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;10.0;0.0;1.0;9.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0
1.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;False;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1.0;0.0;0.0;0.0;1.0;4.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;False;10.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;1.0;4.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;1.0;2.0;10.0;0.0
1.0;0.0;0.0;0.0;1.0;3.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;False;11.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.0;0.0;2.0;5.0;1.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0
1.0;0.0;0.0;0.0;1.0;3.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;False;13.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;31.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;1.0;7.0;1.0;0.0;4.0;4.0;False;0.0;0.0;0.0;0.0;0.0;5.0;26.0;13.0;0.0
