WMC;NOCh;WMC_CK_count;WMC_CK_min;DIT;WMC_CK_25%;NPM;NORM;WMC_CK_std;Bugged;WMC_CK_50%;WMC_CK_mean;NMI;WMC_CK_max;WMC_CK_75%
2.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;False;1.0;1.0;0.0;1.0;1.0
20.0;0.0;7.0;1.0;1.0;1.0;4.0;0.0;5.968169536721258;False;1.0;3.571428571428572;0.0;17.0;2.0
43.0;0.0;7.0;1.0;1.0;1.0;7.0;0.0;9.17294157524494;False;1.0;5.857142857142858;0.0;26.0;5.5
43.0;0.0;1.0;6.0;1.0;6.0;7.0;0.0;0.0;False;6.0;6.0;0.0;6.0;6.0
102.0;0.0;1.0;6.0;1.0;6.0;11.0;0.0;0.0;False;6.0;6.0;0.0;6.0;6.0
102.0;0.0;23.0;1.0;1.0;3.0;11.0;0.0;1.7837651700316894;False;4.0;4.0;0.0;7.0;5.0
102.0;0.0;2.0;1.0;1.0;1.0;11.0;0.0;0.0;False;1.0;1.0;0.0;1.0;1.0
102.0;0.0;4.0;1.0;1.0;1.0;11.0;0.0;0.0;False;1.0;1.0;0.0;1.0;1.0
102.0;0.0;1.0;3.0;1.0;3.0;11.0;0.0;0.0;False;3.0;3.0;0.0;3.0;3.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
10.0;0.0;11.0;1.0;1.0;1.0;8.0;0.0;0.504524979109513;False;2.0;1.6363636363636365;0.0;2.0;2.0
121.0;0.0;1.0;6.0;1.0;6.0;11.0;0.0;0.0;False;6.0;6.0;0.0;6.0;6.0
121.0;0.0;1.0;4.0;1.0;4.0;11.0;0.0;0.0;False;4.0;4.0;0.0;4.0;4.0
121.0;0.0;2.0;1.0;1.0;1.75;11.0;0.0;2.1213203435596424;False;2.5;2.5;0.0;4.0;3.25
121.0;0.0;4.0;1.0;1.0;1.0;11.0;0.0;0.0;False;1.0;1.0;0.0;1.0;1.0
121.0;0.0;26.0;1.0;1.0;2.0;11.0;0.0;3.286335345030997;False;5.0;5.0;0.0;14.0;6.0
121.0;0.0;1.0;3.0;1.0;3.0;11.0;0.0;0.0;False;3.0;3.0;0.0;3.0;3.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
35.0;0.0;10.0;1.0;1.0;1.25;7.0;0.0;5.1478150704935;False;2.0;4.5;0.0;14.0;4.5
59.0;0.0;27.0;1.0;1.0;1.0;16.0;0.0;2.8364738753572274;False;1.0;2.740740740740741;0.0;11.0;3.0
58.0;0.0;26.0;1.0;1.0;1.0;16.0;0.0;2.6559077833852127;False;1.0;2.4230769230769234;0.0;12.0;3.0
4.0;0.0;3.0;1.0;1.0;1.0;3.0;0.0;1.1547005383792517;False;1.0;1.6666666666666667;0.0;3.0;2.0
12.0;0.0;10.0;1.0;1.0;1.0;8.0;0.0;0.5163977794943222;False;2.0;1.6;0.0;2.0;2.0
5.0;0.0;4.0;1.0;1.0;1.0;4.0;0.0;0.0;False;1.0;1.0;0.0;1.0;1.0
6.0;0.0;5.0;1.0;1.0;1.0;5.0;0.0;0.0;False;1.0;1.0;0.0;1.0;1.0
6.0;0.0;5.0;1.0;1.0;1.0;5.0;0.0;0.0;False;1.0;1.0;0.0;1.0;1.0
14.0;0.0;6.0;1.0;1.0;1.0;6.0;0.0;1.96638416050035;False;1.5;2.333333333333333;0.0;6.0;2.75
14.0;0.0;6.0;1.0;1.0;1.0;6.0;0.0;2.073644135332772;False;1.5;2.5;0.0;6.0;3.5
1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;False;1.0;1.0;0.0;1.0;1.0
28.0;0.0;7.0;1.0;1.0;1.0;1.0;0.0;3.670993118515816;False;1.0;2.8571428571428568;0.0;11.0;2.5
1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;False;1.0;1.0;0.0;1.0;1.0
1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;False;1.0;1.0;0.0;1.0;1.0
24.0;0.0;20.0;1.0;1.0;1.0;15.0;0.0;0.6155870112510925;False;1.0;1.2;0.0;3.0;1.0
21.0;0.0;19.0;1.0;1.0;1.0;0.0;0.0;0.0;False;1.0;1.0;0.0;1.0;1.0
26.0;0.0;2.0;3.0;1.0;8.25;1.0;0.0;14.849242404917495;False;13.5;13.5;0.0;24.0;18.75
2.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;False;1.0;1.0;0.0;1.0;1.0
1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;False;1.0;1.0;0.0;1.0;1.0
1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;False;1.0;1.0;0.0;1.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
18.0;0.0;8.0;1.0;1.0;1.0;8.0;0.0;1.035098339013531;False;3.0;2.25;0.0;3.0;3.0
7.0;0.0;3.0;1.0;1.0;1.5;2.0;0.0;3.7859388972001833;False;2.0;3.6666666666666665;0.0;8.0;5.0
3.0;0.0;3.0;1.0;1.0;1.0;1.0;0.0;0.5773502691896257;False;1.0;1.3333333333333333;0.0;2.0;1.5
2.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;False;1.0;1.0;0.0;1.0;1.0
8.0;0.0;3.0;1.0;1.0;1.5;2.0;0.0;3.2145502536643185;False;2.0;3.333333333333333;0.0;7.0;4.5
13.0;0.0;2.0;7.0;1.0;8.0;1.0;0.0;2.8284271247461903;False;9.0;9.0;0.0;11.0;10.0
10.0;0.0;3.0;2.0;1.0;2.0;1.0;0.0;2.8867513459481287;False;2.0;3.6666666666666665;0.0;7.0;4.5
1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;False;1.0;1.0;0.0;1.0;1.0
2.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;False;1.0;1.0;0.0;1.0;1.0
8.0;0.0;5.0;1.0;1.0;1.0;5.0;0.0;1.3038404810405295;False;1.0;1.8;0.0;4.0;2.0
3.0;0.0;2.0;1.0;1.0;1.0;2.0;0.0;0.0;False;1.0;1.0;0.0;1.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
19.0;0.0;7.0;1.0;1.0;1.5;6.0;0.0;2.23606797749979;False;2.0;3.0;0.0;7.0;4.0
32.0;0.0;9.0;1.0;1.0;2.0;5.0;0.0;4.0034707164881045;False;2.0;4.4444444444444455;0.0;13.0;7.0
3.0;0.0;2.0;1.0;1.0;1.0;2.0;0.0;0.0;False;1.0;1.0;0.0;1.0;1.0
2.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;False;1.0;1.0;0.0;1.0;1.0
5.0;0.0;5.0;1.0;1.0;1.0;5.0;0.0;0.0;False;1.0;1.0;0.0;1.0;1.0
8.0;0.0;5.0;1.0;1.0;1.0;5.0;0.0;1.3416407864998738;False;1.0;1.6;0.0;4.0;1.0
8.0;0.0;5.0;1.0;1.0;1.0;5.0;0.0;1.3038404810405295;False;1.0;1.8;0.0;4.0;2.0
27.0;0.0;9.0;1.0;1.0;2.0;5.0;0.0;2.333333333333333;False;4.0;3.7777777777777777;0.0;7.0;6.0
8.0;0.0;5.0;1.0;1.0;1.0;5.0;0.0;1.3038404810405295;False;1.0;1.8;0.0;4.0;2.0
19.0;0.0;8.0;1.0;1.0;1.75;5.0;0.0;1.3024701806293193;False;2.0;2.375;0.0;5.0;3.0
8.0;0.0;5.0;1.0;1.0;1.0;4.0;0.0;1.3416407864998738;False;1.0;1.6;0.0;4.0;1.0
20.0;0.0;18.0;1.0;1.0;1.0;17.0;0.0;0.0;False;1.0;1.0;0.0;1.0;1.0
24.0;0.0;15.0;1.0;1.0;1.0;15.0;0.0;0.8338093878327919;False;1.0;1.5333333333333334;0.0;4.0;2.0
4.0;0.0;3.0;1.0;1.0;1.0;0.0;0.0;0.0;False;1.0;1.0;0.0;1.0;1.0
12.0;0.0;6.0;1.0;1.0;1.0;1.0;0.0;2.401388487243717;False;1.0;2.1666666666666665;0.0;7.0;1.75
2.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;False;1.0;1.0;0.0;1.0;1.0
2.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;False;1.0;1.0;0.0;1.0;1.0
8.0;0.0;5.0;1.0;1.0;2.0;1.0;0.0;0.4472135954999579;False;2.0;1.8;0.0;2.0;2.0
17.0;0.0;9.0;1.0;1.0;1.0;2.0;0.0;0.5270462766947299;False;1.0;1.4444444444444444;0.0;2.0;2.0
17.0;0.0;9.0;1.0;1.0;1.0;2.0;0.0;2.242270674512285;False;2.0;2.4444444444444446;0.0;8.0;3.0
13.0;0.0;8.0;1.0;1.0;1.0;1.0;0.0;0.5175491695067657;False;1.0;1.375;0.0;2.0;2.0
17.0;0.0;5.0;1.0;1.0;1.0;3.0;0.0;3.5777087639996634;False;1.0;3.6;0.0;8.0;7.0
11.0;0.0;3.0;1.0;1.0;1.0;3.0;0.0;4.0414518843273814;False;1.0;3.333333333333333;0.0;8.0;4.5
30.0;0.0;6.0;1.0;1.0;1.0;6.0;0.0;6.918574034197124;False;1.5;5.666666666666668;0.0;16.0;10.25
5.0;0.0;5.0;1.0;1.0;1.0;2.0;0.0;0.0;False;1.0;1.0;0.0;1.0;1.0
10.0;0.0;7.0;1.0;1.0;1.0;2.0;0.0;0.5345224838248488;False;1.0;1.4285714285714286;0.0;2.0;2.0
2.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;False;1.0;1.0;0.0;1.0;1.0
43.0;0.0;17.0;1.0;1.0;1.0;3.0;0.0;3.53761302043524;False;2.0;3.4705882352941178;0.0;12.0;4.0
34.0;0.0;8.0;1.0;1.0;1.0;5.0;0.0;4.517821851923146;False;2.0;4.125;0.0;14.0;6.0
2.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;False;1.0;1.0;0.0;1.0;1.0
159.0;0.0;33.0;1.0;1.0;1.0;8.0;0.0;7.040467443158999;False;2.0;4.545454545454546;0.0;28.0;3.0
21.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
21.0;0.0;13.0;1.0;1.0;1.0;1.0;0.0;1.6092680291808414;False;2.0;2.3846153846153846;0.0;5.0;4.0
21.0;0.0;4.0;1.0;1.0;1.75;1.0;0.0;0.8164965809277259;False;2.0;2.0;0.0;3.0;2.25
21.0;0.0;1.0;2.0;1.0;2.0;1.0;0.0;0.0;False;2.0;2.0;0.0;2.0;2.0
6.0;0.0;11.0;1.0;1.0;1.0;1.0;0.0;1.0;True;2.0;2.0;0.0;3.0;3.0
6.0;0.0;2.0;1.0;1.0;1.0;1.0;0.0;0.0;True;1.0;1.0;0.0;1.0;1.0
6.0;0.0;1.0;2.0;1.0;2.0;1.0;0.0;0.0;True;2.0;2.0;0.0;2.0;2.0
15.0;0.0;8.0;1.0;1.0;1.0;8.0;0.0;0.7559289460184544;False;1.0;1.5;0.0;3.0;2.0
13.0;0.0;5.0;2.0;1.0;2.0;5.0;0.0;1.3416407864998738;False;2.0;2.6;0.0;5.0;2.0
13.0;0.0;6.0;1.0;1.0;1.25;6.0;0.0;1.8618986725025253;False;2.5;2.6666666666666665;0.0;6.0;3.0
13.0;0.0;2.0;6.0;1.0;6.25;2.0;0.0;0.7071067811865476;False;6.5;6.5;0.0;7.0;6.75
4.0;0.0;3.0;1.0;1.0;1.0;3.0;0.0;0.5773502691896257;False;1.0;1.3333333333333333;0.0;2.0;1.5
14.0;0.0;10.0;1.0;1.0;1.0;9.0;0.0;1.2292725943057186;False;1.5;1.8;0.0;5.0;2.0
15.0;0.0;9.0;1.0;1.0;1.0;8.0;0.0;0.5270462766947299;False;1.0;1.4444444444444444;0.0;2.0;2.0
3.0;0.0;2.0;1.0;1.0;1.0;2.0;0.0;0.0;False;1.0;1.0;0.0;1.0;1.0
2.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;False;1.0;1.0;0.0;1.0;1.0
55.0;0.0;21.0;1.0;1.0;1.0;7.0;0.0;2.536401650632907;False;1.0;2.6666666666666665;0.0;10.0;3.0
12.0;0.0;6.0;1.0;1.0;1.0;4.0;0.0;1.6733200530681511;False;1.0;2.0;0.0;5.0;2.5
17.0;0.0;9.0;1.0;1.0;1.0;3.0;0.0;1.9220937657784656;False;2.0;2.2222222222222223;0.0;7.0;2.0
2.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;False;1.0;1.0;0.0;1.0;1.0
13.0;0.0;7.0;1.0;1.0;2.0;7.0;0.0;0.951189731211342;False;2.0;2.2857142857142856;0.0;4.0;2.5
10.0;0.0;4.0;1.0;1.0;1.0;4.0;0.0;2.0;False;1.0;2.0;0.0;5.0;2.0
9.0;0.0;2.0;1.0;1.0;1.25;2.0;0.0;0.7071067811865476;False;1.5;1.5;0.0;2.0;1.75
30.0;0.0;12.0;1.0;1.0;1.0;12.0;0.0;2.188122205883115;False;2.0;2.6666666666666665;0.0;7.0;3.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
1.0;0.0;1.0;4.0;1.0;4.0;1.0;0.0;0.0;False;4.0;4.0;0.0;4.0;4.0
18.0;0.0;12.0;1.0;1.0;1.0;10.0;0.0;1.1677484162422844;False;1.0;1.5;0.0;4.0;1.0
42.0;0.0;40.0;1.0;1.0;1.0;39.0;0.0;0.0;False;1.0;1.0;0.0;1.0;1.0
53.0;0.0;16.0;1.0;1.0;1.0;14.0;0.0;6.723094525588643;False;1.0;3.5;0.0;26.0;1.0
44.0;0.0;9.0;1.0;1.0;3.0;6.0;0.0;4.527692569068709;False;6.0;5.666666666666668;0.0;16.0;7.0
80.0;0.0;17.0;1.0;1.0;1.0;5.0;0.0;7.163017766933974;False;3.0;5.941176470588236;0.0;22.0;6.0
22.0;0.0;7.0;1.0;1.0;1.0;4.0;0.0;2.5819888974716108;False;2.0;3.0;0.0;8.0;4.0
11.0;0.0;6.0;1.0;1.0;1.0;5.0;0.0;1.2110601416389966;False;1.0;1.6666666666666667;0.0;4.0;1.75
12.0;0.0;8.0;1.0;1.0;1.0;7.0;0.0;1.0606601717798212;False;1.0;1.625;0.0;4.0;2.0
14.0;0.0;8.0;1.0;1.0;1.0;7.0;0.0;1.6035674514745464;False;1.0;2.0;0.0;5.0;2.5
12.0;0.0;8.0;1.0;1.0;1.0;7.0;0.0;1.0690449676496976;False;1.0;1.5;0.0;4.0;1.25
12.0;0.0;8.0;1.0;1.0;1.0;7.0;0.0;1.0690449676496976;False;1.0;1.5;0.0;4.0;1.25
13.0;0.0;5.0;1.0;1.0;1.0;5.0;0.0;1.3416407864998738;False;1.0;1.6;0.0;4.0;1.0
1.0;0.0;1.0;2.0;1.0;2.0;1.0;0.0;0.0;False;2.0;2.0;0.0;2.0;2.0
21.0;0.0;6.0;1.0;1.0;1.0;6.0;0.0;3.829708431025352;False;1.0;3.333333333333333;0.0;10.0;4.75
19.0;0.0;6.0;1.0;1.0;1.0;6.0;0.0;4.02077936060494;False;1.0;3.1666666666666665;0.0;11.0;3.25
21.0;0.0;8.0;1.0;1.0;1.0;5.0;0.0;1.3562026818605375;False;1.5;1.875;0.0;5.0;2.0
5.0;0.0;3.0;1.0;1.0;1.0;2.0;0.0;0.5773502691896257;False;1.0;1.3333333333333333;0.0;2.0;1.5
18.0;0.0;5.0;1.0;1.0;1.0;5.0;0.0;3.9749213828703582;False;1.0;3.6;0.0;10.0;5.0
44.0;0.0;9.0;1.0;1.0;1.0;5.0;0.0;7.0178344238091;False;2.0;5.333333333333333;0.0;22.0;5.0
48.0;0.0;12.0;1.0;1.0;1.75;5.0;0.0;2.70100991213556;False;2.5;3.25;0.0;10.0;3.25
12.0;0.0;5.0;1.0;1.0;1.0;5.0;0.0;2.683281572999748;False;1.0;2.2;0.0;7.0;1.0
4.0;0.0;3.0;1.0;1.0;1.0;3.0;0.0;0.0;False;1.0;1.0;0.0;1.0;1.0
9.0;0.0;5.0;1.0;1.0;1.0;5.0;0.0;1.30384048104053;False;1.0;1.8;0.0;4.0;2.0
18.0;0.0;5.0;1.0;1.0;1.0;5.0;0.0;3.5777087639996634;False;1.0;3.6;0.0;8.0;7.0
2.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;False;1.0;1.0;0.0;1.0;1.0
2.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;False;1.0;1.0;0.0;1.0;1.0
28.0;0.0;18.0;1.0;1.0;1.0;18.0;0.0;0.5144957554275266;False;1.5;1.5;0.0;2.0;2.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
9.0;0.0;3.0;1.0;1.0;1.5;1.0;0.0;1.0;False;2.0;2.0;0.0;3.0;2.5
10.0;0.0;7.0;1.0;1.0;1.0;1.0;0.0;0.4879500364742666;False;1.0;1.2857142857142858;0.0;2.0;1.5
16.0;0.0;13.0;1.0;1.0;1.0;5.0;0.0;1.1208970766356101;False;1.0;1.3846153846153846;0.0;5.0;1.0
9.0;0.0;5.0;1.0;1.0;1.0;1.0;0.0;0.8944271909999159;False;1.0;1.6;0.0;3.0;2.0
10.0;0.0;6.0;1.0;1.0;1.0;1.0;0.0;0.8164965809277259;False;1.5;1.6666666666666667;0.0;3.0;2.0
31.0;0.0;7.0;1.0;1.0;1.0;1.0;0.0;5.822779568622007;False;1.0;4.714285714285714;0.0;15.0;7.0
1.0;0.0;1.0;2.0;1.0;2.0;1.0;0.0;0.0;False;2.0;2.0;0.0;2.0;2.0
9.0;0.0;7.0;1.0;1.0;1.0;3.0;0.0;0.3779644730092273;False;1.0;1.1428571428571428;0.0;2.0;1.0
22.0;0.0;8.0;1.0;1.0;1.75;3.0;0.0;2.1001700611413083;False;2.5;3.125;0.0;7.0;4.25
22.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
22.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
13.0;0.0;7.0;1.0;1.0;1.0;3.0;0.0;1.5118578920369092;False;1.0;1.5714285714285714;0.0;5.0;1.0
11.0;0.0;5.0;1.0;1.0;1.0;1.0;0.0;1.4142135623730951;False;1.0;2.0;0.0;4.0;3.0
15.0;0.0;9.0;1.0;1.0;1.0;2.0;0.0;0.97182531580755;False;1.0;1.7777777777777777;0.0;3.0;3.0
13.0;0.0;8.0;1.0;1.0;1.0;2.0;0.0;1.0606601717798212;False;1.0;1.625;0.0;4.0;2.0
8.0;0.0;8.0;1.0;1.0;1.0;3.0;0.0;0.0;False;1.0;1.0;0.0;1.0;1.0
6.0;0.0;5.0;1.0;1.0;1.0;1.0;0.0;0.0;False;1.0;1.0;0.0;1.0;1.0
8.0;0.0;7.0;1.0;1.0;1.0;1.0;0.0;0.3779644730092273;False;1.0;1.1428571428571428;0.0;2.0;1.0
13.0;0.0;7.0;1.0;1.0;1.0;1.0;0.0;1.8644544714716087;False;1.0;1.8571428571428568;0.0;6.0;1.5
16.0;0.0;8.0;1.0;1.0;1.75;2.0;0.0;1.3093073414159542;False;2.0;2.5;0.0;4.0;4.0
24.0;0.0;2.0;1.0;1.0;3.25;2.0;0.0;6.363961030678928;False;5.5;5.5;0.0;10.0;7.75
24.0;0.0;18.0;1.0;1.0;1.0;2.0;0.0;1.6047315659302062;False;1.0;2.1111111111111107;0.0;7.0;3.0
24.0;0.0;1.0;1.0;1.0;1.0;2.0;0.0;0.0;False;1.0;1.0;0.0;1.0;1.0
27.0;0.0;7.0;1.0;1.0;1.0;2.0;0.0;2.0354009783964297;False;4.0;3.1428571428571432;0.0;5.0;5.0
9.0;0.0;7.0;1.0;1.0;1.0;2.0;0.0;1.1338934190276817;False;1.0;1.4285714285714286;0.0;4.0;1.0
5.0;0.0;4.0;1.0;1.0;1.0;2.0;0.0;0.0;False;1.0;1.0;0.0;1.0;1.0
1.0;0.0;1.0;2.0;1.0;2.0;1.0;0.0;0.0;False;2.0;2.0;0.0;2.0;2.0
8.0;0.0;7.0;1.0;1.0;1.0;1.0;0.0;0.3779644730092273;False;1.0;1.1428571428571428;0.0;2.0;1.0
13.0;0.0;7.0;1.0;1.0;1.0;1.0;0.0;1.8644544714716087;False;1.0;1.8571428571428568;0.0;6.0;1.5
38.0;0.0;14.0;1.0;1.0;1.0;5.0;0.0;1.9778998741311231;False;1.0;1.7142857142857142;0.0;8.0;1.0
26.0;0.0;2.0;5.0;1.0;6.5;3.0;0.0;4.242640687119285;False;8.0;8.0;0.0;11.0;9.5
26.0;0.0;1.0;5.0;1.0;5.0;3.0;0.0;0.0;False;5.0;5.0;0.0;5.0;5.0
26.0;0.0;19.0;1.0;1.0;1.0;3.0;0.0;1.851188965177602;False;1.0;2.263157894736842;0.0;8.0;3.0
3.0;0.0;2.0;1.0;1.0;1.0;1.0;0.0;0.0;False;1.0;1.0;0.0;1.0;1.0
17.0;0.0;5.0;1.0;1.0;1.0;3.0;0.0;4.381780460041329;False;1.0;3.8;0.0;11.0;5.0
16.0;0.0;5.0;1.0;1.0;1.0;3.0;0.0;4.381780460041329;False;1.0;3.8;0.0;11.0;5.0
30.0;0.0;5.0;1.0;1.0;1.0;3.0;0.0;9.09945053286186;False;1.0;6.4;0.0;22.0;7.0
64.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
64.0;0.0;2.0;1.0;1.0;14.25;2.0;0.0;37.476659402887016;False;27.5;27.5;0.0;54.0;40.75
11.0;0.0;4.0;1.0;1.0;1.0;4.0;0.0;3.0;False;1.0;2.5;0.0;7.0;2.5
87.0;0.0;27.0;1.0;1.0;1.0;8.0;0.0;8.458714887608965;False;1.0;3.6296296296296298;0.0;45.0;3.0
26.0;0.0;4.0;1.0;1.0;1.0;3.0;0.0;9.84462628374824;False;1.5;6.25;0.0;21.0;6.75
20.0;0.0;4.0;1.0;1.0;1.0;3.0;0.0;6.238322424070968;False;2.0;4.75;0.0;14.0;5.75
16.0;0.0;3.0;1.0;1.0;2.5;3.0;0.0;4.58257569495584;False;4.0;5.0;0.0;10.0;7.0
23.0;0.0;9.0;1.0;1.0;2.0;8.0;0.0;1.0137937550497031;False;3.0;2.555555555555556;0.0;4.0;3.0
30.0;0.0;3.0;1.0;1.0;1.0;3.0;0.0;15.01110699893027;False;1.0;9.666666666666666;0.0;27.0;14.0
1.0;0.0;1.0;2.0;1.0;2.0;1.0;0.0;0.0;False;2.0;2.0;0.0;2.0;2.0
5.0;0.0;4.0;1.0;1.0;1.0;0.0;0.0;0.0;False;1.0;1.0;0.0;1.0;1.0
15.0;0.0;11.0;1.0;1.0;1.0;7.0;0.0;0.6875516509523286;False;1.0;1.4545454545454546;0.0;3.0;2.0
63.0;0.0;18.0;1.0;1.0;1.25;9.0;0.0;4.6638647050411;False;2.0;3.888888888888889;0.0;19.0;3.75
10.0;0.0;8.0;1.0;1.0;1.0;6.0;0.0;1.0606601717798212;False;1.0;1.375;0.0;4.0;1.0
7.0;0.0;5.0;1.0;1.0;1.0;0.0;0.0;0.5477225575051661;False;1.0;1.4;0.0;2.0;2.0
9.0;0.0;4.0;1.0;1.0;1.0;0.0;0.0;0.5773502691896257;False;1.5;1.5;0.0;2.0;2.0
8.0;0.0;6.0;1.0;1.0;1.0;2.0;0.0;0.40824829046386296;False;1.0;1.1666666666666667;0.0;2.0;1.0
1.0;0.0;1.0;2.0;1.0;2.0;1.0;0.0;0.0;False;2.0;2.0;0.0;2.0;2.0
39.0;0.0;14.0;1.0;1.0;1.0;5.0;0.0;1.785164750607962;False;2.0;2.4285714285714284;0.0;6.0;3.0
12.0;0.0;5.0;1.0;1.0;1.0;3.0;0.0;1.6431676725154984;False;1.0;2.2;0.0;4.0;4.0
14.0;0.0;9.0;1.0;1.0;1.0;9.0;0.0;0.7071067811865476;False;2.0;1.6666666666666667;0.0;3.0;2.0
8.0;0.0;4.0;1.0;1.0;1.0;4.0;0.0;1.5;False;1.0;1.75;0.0;4.0;1.75
17.0;0.0;6.0;2.0;1.0;2.0;6.0;0.0;1.6329931618554518;False;2.0;2.6666666666666665;0.0;6.0;2.0
104.0;0.0;11.0;1.0;1.0;3.0;6.0;0.0;13.017470777940908;False;5.0;9.636363636363637;0.0;45.0;7.5
19.0;0.0;7.0;1.0;1.0;1.0;7.0;0.0;1.9760470401187071;False;1.0;2.2857142857142856;0.0;6.0;3.0
80.0;0.0;6.0;1.0;1.0;1.0;6.0;0.0;10.462631918722296;False;1.0;6.666666666666668;0.0;27.0;7.0
29.0;0.0;25.0;1.0;1.0;1.0;26.0;0.0;0.2;False;1.0;1.04;0.0;2.0;1.0
29.0;0.0;1.0;2.0;1.0;2.0;26.0;0.0;0.0;False;2.0;2.0;0.0;2.0;2.0
41.0;0.0;13.0;1.0;1.0;1.0;4.0;0.0;2.780426087988896;False;2.0;3.3076923076923075;0.0;9.0;6.0
19.0;0.0;7.0;1.0;1.0;1.0;7.0;0.0;1.8644544714716091;False;1.0;2.142857142857143;0.0;6.0;2.5
146.0;0.0;17.0;1.0;1.0;2.0;4.0;0.0;17.64561268584414;False;2.0;8.647058823529411;0.0;71.0;4.0
23.0;0.0;10.0;1.0;1.0;1.0;0.0;0.0;3.5339622081862863;False;2.5;3.6;0.0;12.0;4.0
22.0;0.0;14.0;1.0;1.0;1.0;11.0;0.0;1.9158104473902609;False;1.0;2.142857142857143;0.0;6.0;3.25
19.0;0.0;12.0;1.0;1.0;1.0;11.0;0.0;0.6685579234215213;False;1.0;1.4166666666666667;0.0;3.0;2.0
1.0;0.0;1.0;2.0;1.0;2.0;1.0;0.0;0.0;False;2.0;2.0;0.0;2.0;2.0
3.0;0.0;2.0;1.0;1.0;1.0;2.0;0.0;0.0;False;1.0;1.0;0.0;1.0;1.0
4.0;0.0;2.0;1.0;1.0;1.0;2.0;0.0;0.0;False;1.0;1.0;0.0;1.0;1.0
78.0;0.0;31.0;1.0;1.0;1.0;8.0;0.0;4.381535057758364;False;1.0;2.7419354838709675;0.0;19.0;2.0
22.0;0.0;16.0;1.0;1.0;1.0;7.0;0.0;1.2041594578792296;False;1.0;1.625;0.0;4.0;1.25
1.0;0.0;1.0;2.0;1.0;2.0;1.0;0.0;0.0;False;2.0;2.0;0.0;2.0;2.0
21.0;0.0;10.0;1.0;1.0;1.0;8.0;0.0;1.9436506316151;False;1.0;2.0;0.0;7.0;2.5
10.0;0.0;6.0;1.0;1.0;1.0;5.0;0.0;0.8366600265340756;False;1.0;1.5;0.0;3.0;1.75
15.0;0.0;4.0;1.0;1.0;1.75;3.0;0.0;1.8257418583505536;False;3.0;3.0;0.0;5.0;4.25
12.0;0.0;7.0;1.0;1.0;1.0;5.0;0.0;0.9759000729485332;False;1.0;1.5714285714285714;0.0;3.0;2.0
20.0;0.0;13.0;1.0;1.0;1.0;10.0;0.0;1.281025230440697;False;1.0;1.8461538461538465;0.0;5.0;2.0
5.0;0.0;4.0;1.0;1.0;1.0;3.0;0.0;0.0;False;1.0;1.0;0.0;1.0;1.0
18.0;0.0;4.0;1.0;1.0;4.0;4.0;0.0;2.217355782608345;False;5.0;4.25;0.0;6.0;5.25
24.0;0.0;8.0;2.0;1.0;2.0;8.0;0.0;2.4748737341529163;False;2.0;2.875;0.0;9.0;2.0
