MethodLength_min;FileLength_min;AnonymousInnerClassLength_mean;Bugged;blame_merge_blame_getEffort_min;TotalNumberOfOperands;FileLength_std;blame_merge_blame_getVolume_max;blame_merge_blame_getDifficulty_std;blamemerge_blamegetVocabulary_max;blamemerge_blamegetDifficulty_max;AnonymousInnerClassLength_count;MethodLength_std;blame_merge_blame_getLength_min;blamemerge_blamegetLength_mean;blame_merge_blame_getEffort_std;blame_merge_blame_getVocabulary_std;blamemerge_blamegetEffort_max;blamemerge_blamegetDifficulty_mean;blame_merge_blame_getVolume_std;blame_merge_blame_getLength_mean;blamemerge_blamegetEffort_std;blame_merge_blame_getVolume_min;blame_merge_blame_getDifficulty_max;blamemerge_blamegetVolume_max;FileLength_25%;FileLength_mean;AnonymousInnerClassLength_75%;AnonymousInnerClassLength_50%;blamemerge_blamegetVolume_count;blame_merge_blame_getVocabulary_count;blamemerge_blamegetVolume_std;blame_merge_blame_getVocabulary_max;blamemerge_blamegetVolume_mean;MethodLength_mean;blame_merge_blame_getVolume_count;NumberOfDistinctOperands;blamemerge_blamegetDifficulty_count;blame_merge_blame_getDifficulty_mean;TotalNumberOfOperators;FileLength_50%;blamemerge_blamegetLength_max;MethodLength_max;MethodLength_25%;Difficulty;blame_merge_blame_getEffort_max;blamemerge_blamegetVocabulary_std;AnonymousInnerClassLength_25%;blame_merge_blame_getVolume_mean;MethodLength_50%;blame_merge_blame_getEffort_count;blamemerge_blamegetVocabulary_count;AnonymousInnerClassLength_min;blamemerge_blamegetLength_count;blamemerge_blamegetEffort_count;blame_merge_blame_getVocabulary_mean;AnonymousInnerClassLength_max;FileLength_75%;blamemerge_blamegetVocabulary_mean;blame_merge_blame_getLength_max;AnonymousInnerClassLength_std;blamemerge_blamegetEffort_mean;blame_merge_blame_getLength_count;blamemerge_blamegetDifficulty_std;blame_merge_blame_getDifficulty_min;Effort;MethodLength_count;NumberOfDistinctOperators;Volume;MethodLength_75%;Length;blame_merge_blame_getEffort_mean;Vocabulary;FileLength_max;blame_merge_blame_getVocabulary_min;blame_merge_blame_getLength_std;blame_merge_blame_getDifficulty_count;blamemerge_blamegetLength_std;FileLength_count
9.0;0.0;0.0;False;0.0;117.0;58.31237718815221;0.0;0.0;17.0;6.416666666666668;3.0;13.316656236958787;0.0;3.0495049504950487;0.0;0.0;603.2413909878628;0.7021452145214522;0.0;0.0;74.62889794370867;0.0;0.0;94.01164534875782;0.0;33.666666666666664;0.0;0.0;101.0;0.0;16.882058678954554;0.0;8.622676464335708;17.666666666666668;0.0;49.0;101.0;0.0;191.0;0.0;23.0;33.0;10.0;28.6530612244898;0.0;3.8901245875846566;0.0;0.0;11.0;0.0;101.0;0.0;101.0;101.0;0.0;0.0;50.5;2.7425742574257432;0.0;0.0;24.0979311047993;0.0;1.2308729137538859;0.0;54626.08599276743;3.0;24.0;1906.465964135045;22.0;308.0;0.0;73.0;101.0;0.0;0.0;0.0;4.6719936592931335;3.0
24.0;0.0;0.0;False;0.0;661.0;200.91789367798972;0.0;0.0;21.0;7.5;3.0;106.88467305153408;0.0;5.002873563218391;0.0;0.0;668.7303276180662;1.0182047279030038;0.0;0.0;93.36082905134528;0.0;0.0;127.37720526058406;0.0;116.0;0.0;0.0;348.0;0.0;24.311532488516264;0.0;15.383960256284272;89.66666666666669;0.0;186.0;348.0;0.0;1080.0;0.0;29.0;213.0;28.0;71.07526881720429;0.0;4.740414471857972;0.0;0.0;32.0;0.0;348.0;0.0;348.0;348.0;0.0;0.0;174.0;4.155172413793103;0.0;0.0;45.249457765151384;0.0;1.3991486509101303;0.0;967684.9215189636;3.0;40.0;13614.931573564843;122.5;1741.0;0.0;226.0;348.0;0.0;0.0;0.0;6.283640789760804;3.0
30.0;75.0;0.0;False;0.0;63.0;0.0;0.0;0.0;12.0;3.5;1.0;0.0;0.0;2.3736263736263736;0.0;0.0;161.32331253245206;0.4677655677655677;0.0;0.0;27.35476827293632;0.0;0.0;53.77443751081736;75.0;75.0;0.0;0.0;91.0;0.0;11.4508382311449;0.0;6.183391774315624;30.0;0.0;36.0;91.0;0.0;97.0;75.0;16.0;30.0;30.0;15.75;0.0;3.0863439415461986;0.0;0.0;30.0;0.0;91.0;0.0;91.0;91.0;0.0;0.0;75.0;2.087912087912088;0.0;0.0;11.23826089715609;0.0;0.8313970178085804;0.0;14502.316505451943;1.0;18.0;920.7820003461552;30.0;160.0;0.0;54.0;75.0;0.0;0.0;0.0;3.722747944576997;1.0
25.0;0.0;0.0;False;0.0;186.0;90.0666419935816;0.0;0.0;17.0;6.416666666666668;3.0;10.066445913694333;0.0;3.0705128205128207;0.0;0.0;603.2413909878628;0.6965811965811967;0.0;0.0;63.42702726502882;0.0;0.0;94.01164534875782;0.0;52.0;0.0;0.0;156.0;0.0;14.997495004928195;0.0;8.334698780329076;34.333333333333336;0.0;73.0;156.0;0.0;293.0;0.0;23.0;45.0;29.0;38.21917808219178;0.0;3.6799144090452818;0.0;0.0;33.0;0.0;156.0;0.0;156.0;156.0;0.0;0.0;78.0;2.8205128205128207;0.0;0.0;21.280837457864152;0.0;1.1324850050020727;0.0;122409.67355524555;3.0;30.0;3202.8337525207617;39.0;479.0;0.0;103.0;156.0;0.0;0.0;0.0;4.256474657449752;3.0
9.0;0.0;0.0;False;0.0;118.0;57.15767664977295;0.0;0.0;17.0;6.416666666666668;3.0;13.576941236277534;0.0;3.1313131313131315;0.0;0.0;603.2413909878628;0.7163299663299664;0.0;0.0;74.93077745231845;0.0;0.0;94.01164534875782;0.0;33.0;0.0;0.0;99.0;0.0;16.705944073821964;0.0;8.872307572696485;17.333333333333332;0.0;48.0;99.0;0.0;192.0;0.0;23.0;33.0;9.5;29.5;0.0;3.8902168124762095;0.0;0.0;10.0;0.0;99.0;0.0;99.0;99.0;0.0;0.0;49.5;2.7777777777777777;0.0;0.0;24.54049124711524;0.0;1.239234777321021;0.0;56423.96413818994;3.0;24.0;1912.6767504471168;21.5;310.0;0.0;72.0;99.0;0.0;0.0;0.0;4.700513355912471;3.0
24.0;0.0;0.0;False;0.0;247.0;96.99484522385711;0.0;0.0;17.0;6.416666666666668;3.0;17.616280348965077;0.0;3.761904761904762;0.0;0.0;603.2413909878628;0.8130668934240364;0.0;0.0;68.40874354477651;0.0;0.0;94.01164534875782;0.0;56.0;0.0;0.0;168.0;0.0;17.416102591795088;0.0;10.625928723638165;38.333333333333336;0.0;79.0;168.0;0.0;385.0;0.0;23.0;58.0;28.5;51.58860759493671;0.0;3.924068108712375;0.0;0.0;33.0;0.0;168.0;0.0;168.0;168.0;0.0;0.0;84.0;3.3035714285714284;0.0;0.0;27.488485358764247;0.0;1.1860722359309324;0.0;221946.99987876613;3.0;33.0;4302.248310740406;45.5;632.0;0.0;112.0;168.0;0.0;0.0;0.0;4.880902654367766;3.0
107.0;147.0;0.0;False;0.0;210.0;0.0;0.0;0.0;19.0;7.5;1.0;0.0;0.0;3.952380952380953;0.0;0.0;679.6684021509736;0.8741496598639455;0.0;0.0;96.26605492111362;0.0;0.0;135.93368043019473;147.0;147.0;0.0;0.0;147.0;0.0;22.477939897624054;0.0;11.965652176355038;107.0;0.0;61.0;147.0;0.0;371.0;147.0;32.0;107.0;107.0;60.245901639344254;0.0;4.489231672171751;0.0;0.0;107.0;0.0;147.0;0.0;147.0;147.0;0.0;0.0;147.0;3.4489795918367347;0.0;0.0;37.510713878552025;0.0;1.3672334047001506;0.0;230492.57881110322;1.0;35.0;3825.863212918992;107.0;581.0;0.0;96.0;147.0;0.0;0.0;0.0;5.812519946447829;1.0
52.0;87.0;0.0;False;0.0;127.0;0.0;0.0;0.0;17.0;4.8;1.0;0.0;0.0;3.701149425287357;0.0;0.0;349.478072926904;0.8252873563218391;0.0;0.0;73.76580765646614;0.0;0.0;84.0;87.0;87.0;0.0;0.0;87.0;0.0;19.824678577858485;0.0;11.088432384576027;52.0;0.0;55.0;87.0;0.0;195.0;87.0;21.0;52.0;52.0;32.32727272727273;0.0;4.418497726586526;0.0;0.0;52.0;0.0;87.0;0.0;87.0;87.0;0.0;0.0;87.0;3.32183908045977;0.0;0.0;31.899723059095468;0.0;1.2817337813421423;0.0;66360.21954685486;1.0;28.0;2052.76269689371;52.0;322.0;0.0;83.0;87.0;0.0;0.0;0.0;5.302730631649231;1.0
9.0;0.0;0.0;False;0.0;118.0;57.15767664977295;0.0;0.0;17.0;6.416666666666668;3.0;13.85640646055102;0.0;3.1313131313131315;0.0;0.0;603.2413909878628;0.7062289562289563;0.0;0.0;76.20767504453265;0.0;0.0;94.01164534875782;0.0;33.0;0.0;0.0;99.0;0.0;18.059411287547718;0.0;9.054495090844659;17.0;0.0;49.0;99.0;0.0;192.0;0.0;23.0;33.0;9.0;28.897959183673468;0.0;3.9772077916777007;0.0;0.0;9.0;0.0;99.0;0.0;99.0;99.0;0.0;0.0;49.5;2.7575757575757582;0.0;0.0;25.188437487659826;0.0;1.240973270889538;0.0;55450.722211550456;3.0;24.0;1918.845613252805;21.0;310.0;0.0;73.0;99.0;0.0;0.0;0.0;4.974724819887158;3.0
63.0;108.0;0.0;False;0.0;120.0;0.0;0.0;0.0;13.0;3.5;1.0;0.0;0.0;2.9758064516129035;0.0;0.0;177.6211064707724;0.6174731182795699;0.0;0.0;32.54724343184556;0.0;0.0;62.269769135471364;108.0;108.0;0.0;0.0;124.0;0.0;13.074720080601931;0.0;7.898375066897165;63.0;0.0;50.0;124.0;0.0;193.0;108.0;18.0;63.0;63.0;28.8;0.0;3.359356197609602;0.0;0.0;63.0;0.0;124.0;0.0;124.0;124.0;0.0;0.0;108.0;2.653225806451613;0.0;0.0;15.541808074779258;0.0;0.9363623294958844;0.0;55974.496419125615;1.0;24.0;1943.5589034418613;63.0;313.0;0.0;74.0;108.0;0.0;0.0;0.0;4.055436398835357;1.0
63.0;119.0;0.0;False;0.0;120.0;0.0;0.0;0.0;13.0;3.5;1.0;0.0;0.0;2.725925925925926;0.0;0.0;177.6211064707724;0.5634567901234567;0.0;0.0;30.236558210268644;0.0;0.0;62.269769135471364;119.0;119.0;0.0;0.0;135.0;0.0;12.574622505203795;0.0;7.215230469965579;63.0;0.0;51.0;135.0;0.0;192.0;119.0;18.0;63.0;63.0;28.235294117647058;0.0;3.2793809498197835;0.0;0.0;63.0;0.0;135.0;0.0;135.0;135.0;0.0;0.0;119.0;2.4296296296296296;0.0;0.0;13.97734070661097;0.0;0.904016044946272;0.0;54872.22865227429;1.0;24.0;1943.3914314347144;63.0;312.0;0.0;75.0;119.0;0.0;0.0;0.0;3.9482276954059516;1.0
63.0;112.0;0.0;False;0.0;120.0;0.0;0.0;0.0;13.0;3.5;1.0;0.0;0.0;2.8828125;0.0;0.0;177.6211064707724;0.5981770833333333;0.0;0.0;32.14542907032066;0.0;0.0;62.269769135471364;112.0;112.0;0.0;0.0;128.0;0.0;12.940925988723027;0.0;7.651550846056629;63.0;0.0;51.0;128.0;0.0;193.0;112.0;18.0;63.0;63.0;28.235294117647058;0.0;3.338356410514319;0.0;0.0;63.0;0.0;128.0;0.0;128.0;128.0;0.0;0.0;112.0;2.5703125;0.0;0.0;15.056126572442405;0.0;0.9277892008912711;0.0;55048.101180005935;1.0;24.0;1949.6202501252105;63.0;313.0;0.0;75.0;112.0;0.0;0.0;0.0;4.0247679910635545;1.0
11.0;0.0;7.5;False;0.0;91.0;74.95331880577403;0.0;0.0;13.0;4.0;2.0;35.355339059327385;0.0;2.526315789473684;0.0;0.0;325.6386951964161;0.5317982456140351;0.0;0.0;35.923703997064784;0.0;0.0;81.40967379910403;26.5;53.0;11.25;7.5;114.0;0.0;11.814832117279133;0.0;6.069069928892782;36.0;0.0;45.0;114.0;0.0;157.0;53.0;22.0;61.0;23.5;22.24444444444445;0.0;2.8887809047529487;3.75;0.0;36.0;0.0;114.0;0.0;114.0;114.0;0.0;15.0;79.5;2.324561403508772;0.0;10.606601717798213;11.876890619754525;0.0;0.8610312625225304;0.0;33464.32243006135;2.0;22.0;1504.3901192335275;48.5;248.0;0.0;67.0;106.0;0.0;0.0;0.0;3.5950076650521736;2.0
3.0;0.0;0.0;False;0.0;141.0;81.5908491601029;0.0;0.0;12.0;4.0;15.0;1.4864467059144129;0.0;1.080110497237569;0.0;0.0;129.05865002596164;0.2941988950276243;0.0;0.0;16.782788829166876;0.0;0.0;43.01955000865388;0.0;21.066666666666666;0.0;0.0;362.0;0.0;6.765352449371747;0.0;2.5947361417910484;3.933333333333333;0.0;48.0;362.0;0.0;250.0;0.0;12.0;7.0;3.0;35.25;0.0;2.2922820208746644;0.0;0.0;3.0;0.0;362.0;0.0;362.0;362.0;0.0;0.0;0.0;1.0552486187845305;0.0;0.0;5.3500463423230915;0.0;0.7329177784898361;0.0;85038.53381362902;15.0;24.0;2412.4406755639443;5.0;391.0;0.0;72.0;316.0;0.0;0.0;0.0;2.3600300455738665;15.0
0.0;0.0;0.0;False;0.0;35.0;39.83716857408418;0.0;0.0;10.0;2.5;3.0;0.0;0.0;0.9565217391304348;0.0;0.0;83.04820237218406;0.17391304347826084;0.0;0.0;15.548531651310439;0.0;0.0;33.219280948873624;0.0;23.0;0.0;0.0;69.0;0.0;7.652320587733201;0.0;2.601431068344013;0.0;0.0;16.0;69.0;0.0;31.0;0.0;10.0;0.0;0.0;9.84375;0.0;2.3858420136792367;0.0;0.0;0.0;0.0;69.0;0.0;69.0;69.0;0.0;0.0;34.5;0.8840579710144928;0.0;0.0;4.324662305220207;0.0;0.5273831551418435;0.0;3017.0553182942663;3.0;9.0;306.4945085251318;0.0;66.0;0.0;25.0;69.0;0.0;0.0;0.0;2.5692456126074847;3.0
3.0;0.0;0.0;False;0.0;45.0;45.610671265980436;0.0;0.0;10.0;3.0;3.0;0.0;0.0;1.2151898734177216;0.0;0.0;85.58797503894245;0.2405063291139241;0.0;0.0;16.653548690462127;0.0;0.0;33.219280948873624;0.0;26.33333333333333;0.0;0.0;79.0;0.0;7.832525028702173;0.0;3.0158319262793443;3.0;0.0;18.0;79.0;0.0;51.0;0.0;10.0;3.0;3.0;15.0;0.0;2.501735846572139;0.0;0.0;3.0;0.0;79.0;0.0;79.0;79.0;0.0;0.0;39.5;1.1518987341772151;0.0;0.0;5.496648734855922;0.0;0.6643907923499759;0.0;7065.922457676266;3.0;12.0;471.06149717841777;3.0;96.0;0.0;30.0;79.0;0.0;0.0;0.0;2.6490002278360842;3.0
3.0;0.0;0.0;False;0.0;202.0;81.31727983645297;0.0;0.0;11.0;3.333333333333333;8.0;3.2403703492039297;0.0;2.9362139917695482;0.0;0.0;134.9178331268546;0.7513717421124829;0.0;0.0;38.556248350410144;0.0;0.0;44.97261104228487;0.0;28.75;0.0;0.0;486.0;0.0;13.21855620984024;0.0;7.944917267374036;6.75;0.0;38.0;486.0;0.0;281.0;0.0;13.0;10.0;3.0;45.18421052631579;0.0;3.5468135418940543;0.0;0.0;8.0;0.0;486.0;0.0;486.0;486.0;0.0;0.0;0.0;2.713991769547325;0.0;0.0;19.971339159794155;0.0;1.1474726218933529;0.0;126172.24224691707;8.0;17.0;2792.396741632411;9.25;483.0;0.0;55.0;230.0;0.0;0.0;0.0;3.989941640723728;8.0
0.0;0.0;0.0;False;0.0;22.0;0.0;0.0;0.0;8.0;2.5;0.0;0.0;0.0;0.9642857142857144;0.0;0.0;60.0;0.20535714285714285;0.0;0.0;9.776381699806214;0.0;0.0;25.266194298518442;0.0;0.0;0.0;0.0;56.0;0.0;5.8987560720767656;0.0;2.1801783527994125;0.0;0.0;17.0;56.0;0.0;32.0;0.0;9.0;0.0;0.0;7.764705882352941;0.0;2.02957035949874;0.0;0.0;0.0;0.0;56.0;0.0;56.0;56.0;0.0;0.0;0.0;0.9107142857142856;0.0;0.0;3.208030276716946;0.0;0.5374754600257301;0.0;2036.9228548981966;0.0;12.0;262.33097373688895;0.0;54.0;0.0;29.0;0.0;0.0;0.0;0.0;2.198878108278159;0.0
7.0;0.0;0.0;False;0.0;207.0;116.6247543763044;0.0;0.0;13.0;5.25;3.0;9.073771725877465;0.0;2.1135531135531136;0.0;0.0;427.40078744529615;0.4879208093493808;0.0;0.0;47.589797951923074;0.0;0.0;81.40967379910403;0.0;67.33333333333333;0.0;0.0;273.0;0.0;13.700534291691994;0.0;6.0281033156967;15.333333333333336;0.0;54.0;273.0;0.0;370.0;0.0;22.0;25.0;10.5;51.75;0.0;3.271803365656438;0.0;0.0;14.0;0.0;273.0;0.0;273.0;273.0;0.0;0.0;101.0;1.7875457875457876;0.0;0.0;16.04246268820848;0.0;1.0213254884917995;0.0;189306.33612363425;3.0;27.0;3658.093451664429;19.5;577.0;0.0;81.0;202.0;0.0;0.0;0.0;4.178674788821781;3.0
3.0;0.0;0.0;False;0.0;69.0;66.18761213399378;0.0;0.0;11.0;2.5;5.0;0.0;0.0;1.1554054054054057;0.0;0.0;103.78294855911892;0.2759009009009009;0.0;0.0;13.650609347674115;0.0;0.0;41.51317942364757;0.0;29.6;0.0;0.0;148.0;0.0;6.6188785983327065;0.0;2.587935557956856;3.0;0.0;33.0;148.0;0.0;102.0;0.0;12.0;3.0;3.0;18.818181818181817;0.0;2.183810713710084;0.0;0.0;3.0;0.0;148.0;0.0;148.0;148.0;0.0;0.0;0.0;1.114864864864865;0.0;0.0;4.24168154121582;0.0;0.6028757105637064;0.0;18253.349075433183;5.0;18.0;969.9847334771256;3.0;171.0;0.0;51.0;148.0;0.0;0.0;0.0;2.3320098418650845;5.0
0.0;0.0;0.0;False;0.0;19.0;41.012193308819754;0.0;0.0;8.0;2.5;2.0;0.0;0.0;0.6724137931034483;0.0;0.0;60.0;0.12931034482758622;0.0;0.0;11.627326098326455;0.0;0.0;25.266194298518442;14.5;29.0;0.0;0.0;58.0;0.0;6.025930171728133;0.0;1.7753546944483336;0.0;0.0;16.0;58.0;0.0;20.0;29.0;9.0;0.0;0.0;4.75;0.0;1.954101275966324;0.0;0.0;0.0;0.0;58.0;0.0;58.0;58.0;0.0;0.0;43.5;0.6206896551724138;0.0;0.0;2.9166508972549123;0.0;0.4916883268578786;0.0;849.3643032585942;2.0;8.0;178.81353752812512;0.0;39.0;0.0;24.0;58.0;0.0;0.0;0.0;2.130710539871311;2.0
3.0;0.0;0.0;False;0.0;93.0;60.373835392494314;0.0;0.0;11.0;3.125;5.0;3.5777087639996634;0.0;1.651851851851852;0.0;0.0;124.53953827094273;0.3527777777777778;0.0;0.0;23.703638663322806;0.0;0.0;41.51317942364757;0.0;27.0;0.0;0.0;135.0;0.0;9.989295583297881;0.0;4.354139975500476;5.6;0.0;39.0;135.0;0.0;130.0;0.0;13.0;10.0;3.0;22.653846153846153;0.0;2.8725844275725536;0.0;0.0;3.0;0.0;135.0;0.0;135.0;135.0;0.0;0.0;0.0;1.5111111111111108;0.0;0.0;8.804009249638334;0.0;0.7951090384875379;0.0;29593.393452577733;5.0;19.0;1306.3297619134485;9.0;223.0;0.0;58.0;135.0;0.0;0.0;0.0;3.251448628971948;5.0
3.0;0.0;0.0;True;0.0;523.0;126.85714285714286;0.0;0.0;12.0;4.0;49.0;5.460588540705512;0.0;1.5114401076716015;0.0;0.0;161.32331253245206;0.3896366083445491;0.0;0.0;23.859175222584252;0.0;0.0;57.3594000115385;0.0;18.12244897959184;0.0;0.0;1486.0;0.0;8.58932748523921;0.0;3.768831005765248;5.1224489795918355;0.0;137.0;1486.0;0.0;963.0;0.0;16.0;38.0;3.0;57.26277372262774;0.0;2.6752154561816286;0.0;0.0;3.0;0.0;1486.0;0.0;1486.0;1486.0;0.0;0.0;0.0;1.4502018842530282;0.0;0.0;8.363119654768914;0.0;0.8484092477666446;0.0;628297.722768219;49.0;30.0;10972.184578616445;5.0;1486.0;0.0;167.0;888.0;0.0;0.0;0.0;2.8466183515131487;49.0
3.0;0.0;0.0;False;0.0;299.0;136.00000000000003;0.0;0.0;15.0;5.833333333333332;9.0;14.503830911559579;0.0;1.6782407407407407;0.0;0.0;293.0167946706389;0.3580632716049383;0.0;0.0;39.97119893939386;0.0;0.0;97.67226489021296;0.0;45.33333333333334;0.0;0.0;432.0;0.0;12.251070586149535;0.0;4.6569204113625435;10.888888888888891;0.0;94.0;432.0;0.0;426.0;0.0;25.0;43.0;3.0;54.07446808510638;0.0;3.0262770309760896;0.0;0.0;3.0;0.0;432.0;0.0;432.0;432.0;0.0;0.0;0.0;1.4583333333333333;0.0;0.0;11.892408288708642;0.0;0.9243037298449052;0.0;274427.92553191487;9.0;34.0;5075.0;6.0;725.0;0.0;128.0;408.0;0.0;0.0;0.0;3.682993922016767;9.0
3.0;0.0;0.0;False;0.0;223.0;99.33333333333334;0.0;0.0;16.0;6.6;9.0;11.135528725660043;0.0;1.9563758389261745;0.0;0.0;686.4;0.441331096196868;0.0;0.0;50.44425615991494;0.0;0.0;104.0;0.0;33.111111111111114;0.0;0.0;298.0;0.0;13.012014427415162;0.0;5.343967909643312;9.0;0.0;81.0;298.0;0.0;360.0;0.0;26.0;33.0;3.0;44.049382716049394;0.0;3.057032140249646;0.0;0.0;3.0;0.0;298.0;0.0;298.0;298.0;0.0;0.0;0.0;1.6912751677852351;0.0;0.0;13.17811825998543;0.0;0.9412147089347986;0.0;175147.58453819974;9.0;32.0;3976.164335088055;7.0;583.0;0.0;113.0;298.0;0.0;0.0;0.0;3.900458785889729;9.0
3.0;0.0;0.0;False;0.0;47.0;94.04520189781084;0.0;0.0;10.0;2.5;2.0;0.7071067811865476;0.0;0.6942675159235668;0.0;0.0;116.2674833210577;0.1305732484076433;0.0;0.0;15.341271613675694;0.0;0.0;46.50699332842308;33.25;66.5;0.0;0.0;157.0;0.0;6.845746299506122;0.0;1.7624824000437205;3.5;0.0;25.0;157.0;0.0;62.0;66.5;14.0;4.0;3.25;15.98;0.0;1.8802548987844887;0.0;0.0;3.5;0.0;157.0;0.0;157.0;157.0;0.0;0.0;99.75;0.6050955414012739;0.0;0.0;3.3834481898690028;0.0;0.4972568882072007;0.0;9392.4463333445;2.0;17.0;587.7625990828849;3.75;109.0;0.0;42.0;133.0;0.0;0.0;0.0;2.280526312347616;2.0
0.0;0.0;0.0;False;0.0;6.0;0.0;0.0;0.0;8.0;1.0;0.0;0.0;0.0;0.5238095238095238;0.0;0.0;33.0;0.047619047619047616;0.0;0.0;7.201190377787747;0.0;0.0;33.0;0.0;0.0;0.0;0.0;21.0;0.0;7.201190377787747;0.0;1.5714285714285714;0.0;0.0;6.0;21.0;0.0;5.0;0.0;11.0;0.0;0.0;1.0;0.0;1.745743121887939;0.0;0.0;0.0;0.0;21.0;0.0;21.0;21.0;0.0;0.0;0.0;0.3809523809523809;0.0;0.0;1.5714285714285714;0.0;0.2182178902359924;0.0;33.0;0.0;2.0;33.0;0.0;11.0;0.0;8.0;0.0;0.0;0.0;0.0;2.400396792595916;0.0
3.0;84.0;0.0;False;0.0;41.0;0.0;0.0;0.0;8.0;2.5;1.0;0.0;0.0;1.1666666666666667;0.0;0.0;60.0;0.2619047619047619;0.0;0.0;15.167993161362286;0.0;0.0;33.0;84.0;84.0;0.0;0.0;84.0;0.0;7.918656144027652;0.0;3.0426033447668117;3.0;0.0;26.0;84.0;0.0;57.0;84.0;11.0;3.0;3.0;9.461538461538463;0.0;2.4603277934872056;0.0;0.0;3.0;0.0;84.0;0.0;84.0;84.0;0.0;0.0;84.0;1.0833333333333333;0.0;0.0;5.371289540891058;0.0;0.6698147130786014;0.0;4866.039865157613;1.0;12.0;514.2968963174714;3.0;98.0;0.0;38.0;84.0;0.0;0.0;0.0;2.7191127775781485;1.0
3.0;0.0;0.0;False;0.0;112.0;75.05553499465135;0.0;0.0;13.0;5.0;3.0;4.163331998932266;0.0;1.9923076923076923;0.0;0.0;250.94737505048096;0.4907051282051282;0.0;0.0;38.95237670394004;0.0;0.0;51.89147427955947;0.0;43.33333333333334;0.0;0.0;130.0;0.0;11.978513295027485;0.0;5.7347698113494;6.333333333333332;0.0;44.0;130.0;0.0;147.0;0.0;15.0;11.0;4.0;22.90909090909091;0.0;3.3865988658762367;0.0;0.0;5.0;0.0;130.0;0.0;130.0;130.0;0.0;0.0;65.0;1.8615384615384616;0.0;0.0;14.171832482936635;0.0;1.0138371024695576;0.0;35328.95316239368;3.0;18.0;1542.1368443902008;8.0;259.0;0.0;62.0;130.0;0.0;0.0;0.0;3.7073071650754055;3.0
0.0;0.0;0.0;False;0.0;6.0;0.0;0.0;0.0;8.0;1.0;0.0;0.0;0.0;0.5238095238095238;0.0;0.0;33.0;0.047619047619047616;0.0;0.0;7.201190377787747;0.0;0.0;33.0;0.0;0.0;0.0;0.0;21.0;0.0;7.201190377787747;0.0;1.5714285714285714;0.0;0.0;6.0;21.0;0.0;5.0;0.0;11.0;0.0;0.0;1.0;0.0;1.745743121887939;0.0;0.0;0.0;0.0;21.0;0.0;21.0;21.0;0.0;0.0;0.0;0.3809523809523809;0.0;0.0;1.5714285714285714;0.0;0.2182178902359924;0.0;33.0;0.0;2.0;33.0;0.0;11.0;0.0;8.0;0.0;0.0;0.0;0.0;2.400396792595916;0.0
18.0;89.0;0.0;False;0.0;70.0;0.0;0.0;0.0;11.0;4.2;1.0;0.0;0.0;1.9662921348314608;0.0;0.0;217.9441919741497;0.4151685393258427;0.0;0.0;37.871731241792325;0.0;0.0;55.35090589819677;89.0;89.0;0.0;0.0;89.0;0.0;12.283670840600562;0.0;5.4575981506275895;18.0;0.0;34.0;89.0;0.0;105.0;89.0;16.0;18.0;18.0;23.676470588235286;0.0;3.1413743633487554;0.0;0.0;18.0;0.0;89.0;0.0;89.0;89.0;0.0;0.0;89.0;1.7078651685393258;0.0;0.0;12.881729346197819;0.0;0.9496531811422124;0.0;24167.893551337;1.0;23.0;1020.7557524788301;18.0;175.0;0.0;57.0;89.0;0.0;0.0;0.0;3.824114390055937;1.0
3.0;0.0;0.0;False;0.0;85.0;59.39696961966999;0.0;0.0;13.0;4.375;2.0;6.363961030678928;0.0;2.238095238095238;0.0;0.0;347.5329635287508;0.4768849206349206;0.0;0.0;53.341791781249405;0.0;0.0;85.11011351724513;21.0;42.0;0.0;0.0;84.0;0.0;15.251968443343609;0.0;6.781915928490899;7.5;0.0;38.0;84.0;0.0;103.0;42.0;23.0;12.0;5.25;19.013157894736842;0.0;3.5871855502771317;0.0;0.0;7.5;0.0;84.0;0.0;84.0;84.0;0.0;0.0;63.0;1.8928571428571428;0.0;0.0;18.15177255584135;0.0;1.0644644617578871;0.0;20665.318154948804;2.0;17.0;1086.895626142636;9.75;188.0;0.0;55.0;84.0;0.0;0.0;0.0;4.5220185481548585;2.0
0.0;0.0;0.0;False;0.0;6.0;0.0;0.0;0.0;8.0;1.0;0.0;0.0;0.0;0.5238095238095238;0.0;0.0;33.0;0.047619047619047616;0.0;0.0;7.201190377787747;0.0;0.0;33.0;0.0;0.0;0.0;0.0;21.0;0.0;7.201190377787747;0.0;1.5714285714285714;0.0;0.0;6.0;21.0;0.0;5.0;0.0;11.0;0.0;0.0;1.0;0.0;1.745743121887939;0.0;0.0;0.0;0.0;21.0;0.0;21.0;21.0;0.0;0.0;0.0;0.3809523809523809;0.0;0.0;1.5714285714285714;0.0;0.2182178902359924;0.0;33.0;0.0;2.0;33.0;0.0;11.0;0.0;8.0;0.0;0.0;0.0;0.0;2.400396792595916;0.0
