Maximum Depth;NBD;NumberOfPackageMethod;MaxNumberOfNestedBlocks;FileLength;NCSSForThisFile;MethodLength;ClassFanOutComplexity;NumberOfPrivateMethod;NumberOfMethods_Checkstyle;NVAR;BuggedMethods;NCSSForThisClass;AnonymousInnerClassLength;NCSSForThisMethod;Di;NCOMP;NumberOfModifiers;BooleanExpressionComplexity;NOP;NumberOfPublicMethods_Checkstyle;ClassDataAbstractionCoupling;NumberOfProtectedMethod;NumberOfMathOperations;NestedIfElseDepth;IOVars;CyclomaticComplexity;VG;NPathComplexity;Si;ExecutableStatementCount;WMC_CK;Ci;Fin;NestedForDepth;MCLC;ThrowsCount;Fout
2.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;False;0.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;False;0.0;0.0;2.0;0.5;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;2.0;1.0;1.0;2.0;1.5;1.0;0.0;0.0;0.0;1.0
0.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;False;0.0;0.0;3.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;0.0;0.0;1.0;0.0;1.0
0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;False;0.0;0.0;2.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;1.0;1.0;2.0;2.0;0.0;0.0;0.0;1.0;1.0
2.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;False;0.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
2.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;False;0.0;0.0;2.0;0.5;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;2.0;1.0;1.0;2.0;1.5;0.0;0.0;0.0;0.0;1.0
2.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;False;0.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;False;0.0;0.0;2.0;1.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;1.0;0.0;1.0;3.0;1.0;1.0;0.0;3.0;0.0;0.0
2.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;False;0.0;0.0;2.0;1.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;1.0;0.0;1.0;3.0;1.0;0.0;0.0;3.0;0.0;0.0
2.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;False;0.0;0.0;2.0;1.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;1.0;0.0;1.0;3.0;1.0;1.0;0.0;3.0;0.0;0.0
2.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;False;0.0;0.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0
2.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;False;0.0;0.0;2.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;3.0;0.0;0.0;0.0;0.0
2.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;False;0.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;False;0.0;0.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0
2.0;1.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;False;0.0;0.0;5.0;1.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;3.0;3.0;4.0;0.0;4.0;3.0;1.0;0.0;0.0;4.0;0.0;0.0
2.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;False;0.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
0.0;4.0;0.0;3.0;0.0;0.0;33.0;0.0;0.0;0.0;3.0;False;0.0;0.0;11.0;0.333333333;4.0;2.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;1.0;4.0;4.0;4.0;4.0;10.0;4.0;4.333333333;0.0;0.0;7.0;0.0;2.0
0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;False;0.0;0.0;2.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;False;0.0;0.0;2.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;False;0.0;0.0;2.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;False;0.0;0.0;2.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;False;0.0;0.0;2.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;False;0.0;0.0;2.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;False;0.0;0.0;2.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;False;0.0;0.0;2.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
3.0;3.0;0.0;1.0;0.0;0.0;32.0;0.0;0.0;0.0;2.0;False;0.0;0.0;16.0;0.333333333;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;5.0;12.0;4.0;11.0;5.0;4.333333333;0.0;0.0;4.0;0.0;2.0
2.0;2.0;0.0;1.0;0.0;0.0;8.0;0.0;0.0;0.0;1.0;True;0.0;0.0;4.0;1.0;1.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;2.0;0.0;2.0;2.0;1.0;0.0;0.0;2.0;1.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;True;0.0;0.0;11.0;1.0;0.0;9.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;1.0;10.0;1.0;2.0;0.0;0.0;0.0;1.0;1.0
0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;False;0.0;0.0;2.0;2.0;0.0;9.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;0.0;1.0;1.0;2.0;0.0;0.0;0.0;1.0;0.0
2.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;False;0.0;0.0;3.0;1.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;False;0.0;0.0;3.0;2.0;0.0;9.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;0.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0
2.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;False;0.0;0.0;3.0;1.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;False;0.0;0.0;3.0;2.0;0.0;9.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;0.0;2.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0
2.0;1.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;False;0.0;0.0;4.0;1.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2.0;1.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;False;0.0;0.0;4.0;1.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;False;0.0;0.0;4.0;2.0;0.0;9.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;0.0;3.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0
2.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;False;0.0;0.0;3.0;1.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;False;0.0;0.0;3.0;2.0;0.0;9.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;0.0;2.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0
2.0;1.0;0.0;0.0;366.0;86.0;13.0;1.0;1.0;19.0;0.0;False;85.0;0.0;9.0;0.0;0.0;10.0;0.0;0.0;18.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;8.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;False;0.0;0.0;3.0;2.0;0.0;9.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;0.0;2.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;False;0.0;0.0;3.0;2.0;0.0;9.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;0.0;2.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;False;0.0;0.0;3.0;2.0;0.0;9.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;0.0;2.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;False;0.0;0.0;3.0;2.0;0.0;9.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;0.0;2.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0
2.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;False;0.0;0.0;3.0;1.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;False;0.0;0.0;3.0;2.0;0.0;9.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;0.0;2.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;0.0;168.0;47.0;7.0;5.0;0.0;8.0;0.0;False;41.0;0.0;3.0;2.0;0.0;1.0;0.0;1.0;8.0;1.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;0.0;2.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0
2.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;False;0.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;False;0.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
2.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;False;0.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;False;0.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;False;0.0;0.0;2.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
0.0;2.0;0.0;1.0;0.0;0.0;13.0;0.0;0.0;0.0;2.0;False;0.0;0.0;5.0;1.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;3.0;3.0;0.0;3.0;3.0;1.0;0.0;0.0;4.0;1.0;0.0
4.0;3.0;0.0;2.0;0.0;0.0;35.0;0.0;0.0;0.0;2.0;False;0.0;0.0;18.0;0.5;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;4.0;5.0;1.0;14.0;4.0;1.5;0.0;0.0;3.0;0.0;1.0
0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;False;0.0;0.0;2.0;2.0;0.0;10.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;0.0;1.0;1.0;2.0;2.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;False;0.0;0.0;2.0;1.0;6.0;10.0;3.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0;4.0;4.0;3.0;1.0;1.0;4.0;2.0;1.0;0.0;6.0;0.0;1.0
0.0;5.0;1.0;3.0;101.0;19.0;32.0;0.0;2.0;3.0;4.0;False;18.0;0.0;13.0;0.333333333;7.0;8.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;1.0;6.0;6.0;6.0;4.0;9.0;6.0;4.333333333;0.0;0.0;11.0;1.0;2.0
0.0;3.0;0.0;2.0;0.0;0.0;23.0;0.0;0.0;0.0;3.0;False;0.0;0.0;10.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0;4.0;4.0;6.0;0.0;8.0;4.0;2.0;0.0;0.0;3.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;2.0;2.0;1.0;259.0;68.0;23.0;5.0;0.0;12.0;2.0;False;58.0;0.0;10.0;2.0;0.0;1.0;0.0;1.0;10.0;1.0;0.0;0.0;0.0;2.0;3.0;3.0;4.0;0.0;8.0;3.0;2.0;0.0;0.0;2.0;0.0;0.0
0.0;2.0;0.0;1.0;0.0;0.0;10.0;0.0;0.0;0.0;2.0;False;0.0;0.0;5.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;0.0;3.0;2.0;2.0;0.0;0.0;2.0;0.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;False;0.0;0.0;2.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;0.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0
2.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;False;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;False;0.0;0.0;2.0;0.5;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.5;0.0;0.0;0.0;0.0;1.0
2.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;False;0.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;False;0.0;0.0;3.0;2.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;1.0;0.0;2.0;1.0;2.0;0.0;0.0;1.0;0.0;0.0
2.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;False;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
2.0;1.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;False;0.0;0.0;8.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;7.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3.0;2.0;0.0;1.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;False;0.0;0.0;3.0;0.0;0.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;4.0;2.0;2.0;4.0;1.0;0.0;0.0;1.0;2.0
2.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;False;0.0;0.0;2.0;1.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;8.0;0.0;0.0;0.0;0.0
2.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;False;0.0;0.0;2.0;1.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;4.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;0.0;399.0;112.0;4.0;13.0;0.0;12.0;0.0;False;104.0;0.0;3.0;1.0;0.0;4.0;0.0;1.0;5.0;4.0;7.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
0.0;3.0;0.0;1.0;201.0;66.0;25.0;1.0;0.0;3.0;1.0;False;61.0;0.0;21.0;2.0;0.0;9.0;0.0;1.0;3.0;1.0;0.0;0.0;0.0;2.0;10.0;10.0;10.0;0.0;1.0;10.0;2.0;1.0;0.0;1.0;0.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;False;0.0;0.0;2.0;2.0;19.0;9.0;9.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;10.0;10.0;9.0;0.0;1.0;11.0;2.0;1.0;0.0;19.0;0.0;0.0
0.0;4.0;0.0;3.0;0.0;0.0;52.0;0.0;0.0;0.0;4.0;False;0.0;0.0;28.0;0.666666667;6.0;9.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0;6.0;6.0;10.0;4.0;23.0;6.0;4.666666667;0.0;0.0;10.0;0.0;2.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;3.0;0.0;2.0;0.0;0.0;9.0;0.0;0.0;0.0;2.0;False;0.0;0.0;4.0;1.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;3.0;3.0;0.0;3.0;3.0;1.0;0.0;0.0;2.0;0.0;0.0
2.0;1.0;0.0;0.0;276.0;73.0;4.0;4.0;4.0;6.0;0.0;False;68.0;0.0;3.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
