accuracy_score;precision_score;recall_score;f1_score;roc_auc_score;pr_auc_score;type;data_type
0.9874517374517374;0.1;0.017543859649122806;0.029850746268656716;0.46094325213776194;0.012975480119757465;one;checkstyle
0.988030888030888;0.0;0.0;0.0;0.5014502878316228;0.012177192617523527;one;ck
0.9884169884169884;0.0;0.0;0.0;0.48616490474673896;0.014640802842432066;one;halstead
0.988996138996139;0.0;0.0;0.0;0.4305950803223166;0.007777404418990197;one;jasome_ck
0.9884169884169884;0.0;0.0;0.0;0.4243504525514451;0.009606931880166246;one;jasome_lk
0.9886100386100386;0.0;0.0;0.0;0.5791853731537511;0.006999416918693251;one;jasome_methods
0.9876447876447877;0.1111111111111111;0.017543859649122806;0.030303030303030304;0.47455575303670067;0.012252275948558565;all;bugged
0.9876447876447877;0.1111111111111111;0.017543859649122806;0.030303030303030304;0.47455575303670067;0.012252275948558565;all;bugged_methods
0.9878378378378379;0.0;0.0;0.0;0.4908616456229389;0.012978264963122587;all;checkstyle
0.9876447876447877;0.1111111111111111;0.017543859649122806;0.030303030303030304;0.47455575303670067;0.012252275948558565;all;source_monitor
0.9876447876447877;0.1111111111111111;0.017543859649122806;0.030303030303030304;0.47455575303670067;0.012252275948558565;all;source_monitor_files
0.9870656370656371;0.08333333333333333;0.017543859649122806;0.028985507246376812;0.48864768792956426;0.014399678512100512;all;ck
0.9876447876447877;0.1111111111111111;0.017543859649122806;0.030303030303030304;0.47455575303670067;0.012252275948558565;all;mood
0.9876447876447877;0.1111111111111111;0.017543859649122806;0.030303030303030304;0.47455575303670067;0.012252275948558565;all;halstead
0.9876447876447877;0.1111111111111111;0.017543859649122806;0.030303030303030304;0.47455575303670067;0.012252275948558565;all;jasome_mood
0.9876447876447877;0.1111111111111111;0.017543859649122806;0.030303030303030304;0.47455575303670067;0.012252275948558565;all;jasome_ck
0.9876447876447877;0.1111111111111111;0.017543859649122806;0.030303030303030304;0.4563920537240035;0.011816782086242875;all;jasome_lk
0.9876447876447877;0.1111111111111111;0.017543859649122806;0.030303030303030304;0.47455575303670067;0.012252275948558565;all;jasome_files
0.9876447876447877;0.1111111111111111;0.017543859649122806;0.030303030303030304;0.4977997404207376;0.012707900249204204;all;jasome_methods
0.9876447876447877;0.1111111111111111;0.017543859649122806;0.030303030303030304;0.47455575303670067;0.012252275948558565;all;process_files
0.9876447876447877;0.1111111111111111;0.017543859649122806;0.030303030303030304;0.47455575303670067;0.012252275948558565;all;issues_files
