blame_merge_priorityMinor_max;Maximum Depth_75%;blame_merge_priorityMajor_max;Maximum Depth_std;Mit;issues_priorityMajor_mean;NumberOfModifiers_max;PMi;MaxNumberOfNestedBlocks_mean;blamemerge_priorityMinor_min;Average Complexity*;MaxNumberOfNestedBlocks_25%;HMi;Maximum Depth_max;blamemerge_priorityMajor_std;issues_priorityMajor_min;issues_priorityMinor_max;issues_priorityMinor_min;blamemerge_priorityMinor_std;NumberOfMathOperations_count;Ait;blamemerge_priorityMajor_count;NumberOfMathOperations_min;NOPa;blamemerge_priorityMinor_max;MaxNumberOfNestedBlocks_max;Maximum Depth_mean;blamemerge_priorityMajor_min;Bugged;blamemerge_priorityMinor_count;MaxNumberOfNestedBlocks_count;Ai;blame_merge_priorityMajor_min;NM;NumberOfMathOperations_std;NumberOfMathOperations_75%;HMd;issues_priorityMajor_std;Maximum Block Depth;NMIR;issues_priorityMajor_max;NF;blamemerge_priorityMinor_mean;PMd;NMI;issues_priorityMinor_std;NMA;NumberOfModifiers_mean;MaxNumberOfNestedBlocks_50%;Mo;NumberOfModifiers_std;Average Statements per Method;NumberOfModifiers_25%;Ao;Maximum Depth_25%;issues_priorityMinor_count;NumberOfModifiers_count;NumberOfModifiers_75%;blame_merge_priorityMinor_min;NumberOfMathOperations_max;NumberOfMethods_Mood;blamemerge_priorityMajor_max;Md;Ma;Mi;Maximum Depth_count;blame_merge_priorityMajor_std;SIX;Maximum Depth_min;issues_priorityMinor_mean;blame_merge_priorityMinor_std;MaxNumberOfNestedBlocks_std;Maximum Depth_50%;blame_merge_priorityMajor_mean;NumberOfMathOperations_mean;NumberOfModifiers_50%;NumberOfModifiers_min;NumberOfMathOperations_25%;NumberOfMathOperations_50%;blamemerge_priorityMajor_mean;Ad;MaxNumberOfNestedBlocks_75%;blame_merge_priorityMinor_mean;Av;Average Block Depth;blame_merge_priorityMinor_count;MaxNumberOfNestedBlocks_min;issues_priorityMajor_count;blame_merge_priorityMajor_count;Maximum Complexity*;PMR
0.0;0.0;0.0;0.0;0.0;1.0;9.0;0.0;0.1153846153846154;0.0;1.12;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;52.0;0.0;320.0;0.0;0.0;0.0;1.0;0.0;1.0;False;320.0;52.0;0.0;0.0;52.0;0.0;0.0;1.0;0.0;3.0;0.0;1.0;2.0;0.0;57.0;0.0;0.0;58.0;7.3076923076923075;0.0;0.0;3.2990697532489994;1.64;9.0;0.0;0.0;21.0;52.0;9.0;0.0;0.0;52.0;1.0;58.0;58.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3226025390322358;0.0;0.0;0.0;9.0;1.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;1.48;0.0;0.0;21.0;0.0;4.0;0.982758621
0.0;0.0;0.0;0.0;0.0;0.32608695652173914;9.0;0.0;0.42857142857142855;0.0;3.43;0.0;0.0;0.0;0.2376687948055978;0.0;1.0;0.0;0.2376687948055978;7.0;0.0;3096.0;0.0;0.0;1.0;2.0;0.0;0.0;False;3096.0;7.0;0.0;0.0;7.0;1.772810520855837;1.0;0.0;0.4739595775584878;4.0;0.0;1.0;4.0;0.060077519379844964;7.0;0.0;0.4739595775584878;7.0;9.0;0.0;0.0;0.0;10.0;9.0;0.0;0.0;46.0;7.0;9.0;0.0;5.0;7.0;1.0;7.0;7.0;0.0;0.0;0.0;0.0;0.0;0.6739130434782609;0.0;0.7867957924694431;0.0;0.0;1.1428571428571428;9.0;9.0;0.0;1.0;0.939922480620155;4.0;0.5;0.0;2.0;2.14;0.0;0.0;46.0;0.0;16.0;1.0
0.0;2.0;0.0;0.0;0.0;0.7454545454545455;2.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.4962738784348766;0.0;1.0;0.0;0.4962738784348766;1.0;0.0;63.0;0.0;0.0;1.0;0.0;2.0;0.0;True;63.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.4396202830466233;2.0;0.0;1.0;11.0;0.4126984126984127;1.0;0.0;0.4396202830466233;2.0;2.0;0.0;0.0;0.0;0.5;2.0;0.0;2.0;55.0;1.0;2.0;0.0;0.0;1.0;1.0;2.0;2.0;0.0;1.0;0.0;0.0;2.0;0.2545454545454545;0.0;0.0;2.0;0.0;0.0;2.0;2.0;0.0;0.0;0.5873015873015873;11.0;0.0;0.0;11.0;0.88;0.0;0.0;55.0;0.0;1.0;0.5
0.0;2.0;0.0;0.0;0.0;1.0;17.0;0.0;0.2;0.0;1.33;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;5.0;0.0;300.0;0.0;0.0;0.0;1.0;2.0;1.0;False;300.0;5.0;0.0;0.0;5.0;27.422618401604176;3.0;1.0;0.0;4.0;0.0;1.0;2.0;0.0;5.0;0.0;0.0;6.0;4.4;0.0;0.0;7.05691150575094;4.83;1.0;0.0;2.0;4.0;5.0;2.0;0.0;62.0;5.0;1.0;6.0;6.0;0.0;3.0;0.0;0.0;2.0;0.0;0.0;0.4472135954999579;2.0;0.0;13.0;1.0;1.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;2.2;0.0;0.0;4.0;0.0;3.0;0.833333333
0.0;2.0;0.0;0.0;0.0;1.0;17.0;0.0;0.25;0.0;1.4;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;324.0;0.0;0.0;0.0;1.0;2.0;1.0;False;324.0;4.0;0.0;0.0;4.0;14.696938456699069;9.0;0.0;0.0;4.0;0.0;1.0;10.0;0.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0;8.0;7.4;1.0;0.0;2.0;25.0;4.0;5.0;0.0;30.0;4.0;1.0;5.0;5.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.5;2.0;0.0;8.0;1.0;1.0;0.0;1.0;1.0;10.0;0.25;0.0;0.0;2.2;0.0;0.0;25.0;0.0;3.0;1.0
0.0;0.0;0.0;0.0;0.0;0.8181818181818182;10.0;0.0;0.8;0.0;5.6;0.0;0.0;0.0;0.1322046687371608;0.0;1.0;0.0;0.1322046687371608;5.0;0.0;6576.0;0.0;0.0;1.0;2.0;0.0;0.0;False;6576.0;5.0;0.0;0.0;5.0;3.8340579025361623;1.0;1.0;0.3882237799894313;4.0;0.0;1.0;9.0;0.01779197080291971;4.0;0.0;0.3882237799894313;5.0;9.2;1.0;0.0;0.4472135954999579;25.8;9.0;0.0;0.0;77.0;5.0;9.0;0.0;9.0;5.0;1.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.18181818181818185;0.0;0.8366600265340756;0.0;0.0;2.2;9.0;9.0;0.0;1.0;0.9822080291970804;9.0;1.0;0.0;2.0;2.32;0.0;0.0;77.0;0.0;22.0;0.8
0.0;0.0;0.0;0.0;0.0;0.4545454545454545;10.0;0.0;0.5833333333333334;0.0;2.17;0.0;0.0;0.0;0.032124619743666184;0.0;1.0;0.0;0.032124619743666184;12.0;0.0;1937.0;0.0;0.0;1.0;3.0;0.0;0.0;False;1937.0;12.0;0.0;0.0;12.0;7.637626158259734;5.0;8.0;0.5056498968474316;5.0;0.0;1.0;6.0;0.0010325245224574084;4.0;0.0;0.5056498968474316;12.0;9.666666666666666;0.0;0.0;0.492365963917331;11.75;9.0;0.0;0.0;33.0;12.0;10.0;0.0;27.0;12.0;1.0;12.0;12.0;0.0;0.0;0.0;0.0;0.0;0.5454545454545454;0.0;1.0836246694508318;0.0;0.0;5.166666666666667;10.0;9.0;0.75;3.0;0.9989674754775426;6.0;0.5;0.0;0.0;2.18;0.0;0.0;33.0;0.0;10.0;0.333333333
0.0;2.5;0.0;0.5773502691896258;0.0;1.0;10.0;0.0;0.375;0.0;2.1;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;8.0;0.0;956.0;0.0;0.0;0.0;1.0;2.333333333333333;1.0;False;956.0;8.0;0.0;0.0;8.0;5.7507763451058125;6.75;4.0;0.0;3.0;0.0;1.0;13.0;0.0;6.0;0.0;0.0;10.0;3.5;0.0;0.0;4.035556254807297;7.0;1.0;0.0;2.0;24.0;8.0;4.0;0.0;15.0;8.0;1.0;10.0;10.0;0.0;3.0;0.0;0.0;2.0;0.0;0.0;0.5175491695067657;2.0;0.0;4.75;1.5;1.0;0.0;3.0;1.0;13.0;1.0;0.0;0.0;1.83;0.0;0.0;24.0;0.0;6.0;0.6
0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.33;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;1.67;1.0;0.0;0.0;435.0;2.0;1.0;0.0;0.0;2.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.15;0.0;0.0;435.0;0.0;2.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.25;0.0;1.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;False;0.0;4.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;5.0;0.0;0.0;5.0;1.0;0.0;0.0;0.0;1.4;1.0;0.0;0.0;0.0;4.0;1.0;0.0;0.0;4.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.25;0.0;0.0;1.15;0.0;0.0;0.0;0.0;2.0;1.0
0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;3.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;True;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;3.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;60.0;1.0;0.0;0.0;435.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.91;0.0;1.0;435.0;0.0;3.0;1.0
0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;3.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;False;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;3.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;63.0;1.0;0.0;0.0;435.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.91;0.0;1.0;435.0;0.0;3.0;1.0
0.0;3.0;0.0;0.0;0.0;0.9658634538152612;1.0;0.0;0.0;0.0;3.53;0.0;0.0;3.0;0.18175280681140685;0.0;1.0;0.0;0.06972918593228647;1.0;0.0;615.0;0.0;0.0;1.0;0.0;3.0;0.0;True;615.0;1.0;0.0;0.0;6.0;0.0;0.0;2.0;0.1817624354130484;6.0;0.0;1.0;10.0;0.004878048780487805;8.0;0.0;0.1817624354130484;10.0;1.0;0.0;0.0;0.0;5.37;1.0;0.0;3.0;498.0;1.0;1.0;0.0;0.0;6.0;1.0;10.0;10.0;0.0;2.0;0.0;0.0;3.0;0.034136546184738964;0.0;0.0;3.0;0.0;0.0;1.0;1.0;0.0;0.0;0.9658536585365852;10.0;0.0;0.0;0.0;2.66;0.0;0.0;498.0;0.0;42.0;0.8
0.0;3.0;0.0;0.0;0.0;0.9658634538152612;4.0;0.0;0.0;0.0;3.53;0.0;0.0;3.0;0.18175280681140685;0.0;1.0;0.0;0.06972918593228647;4.0;0.0;615.0;0.0;0.0;1.0;0.0;3.0;0.0;True;615.0;4.0;0.0;0.0;6.0;0.957427107756338;1.25;2.0;0.1817624354130484;6.0;0.0;1.0;10.0;0.004878048780487805;8.0;0.0;0.1817624354130484;10.0;2.5;0.0;0.0;1.7320508075688772;5.37;1.0;0.0;3.0;498.0;4.0;4.0;0.0;2.0;6.0;1.0;10.0;10.0;0.0;3.0;0.0;0.0;3.0;0.034136546184738964;0.0;0.0;3.0;0.0;0.75;2.5;1.0;0.0;0.5;0.9658536585365852;10.0;0.0;0.0;0.0;2.66;0.0;0.0;498.0;0.0;42.0;0.8
0.0;0.0;0.0;0.0;0.0;0.9658634538152612;0.0;0.0;0.0;0.0;3.53;0.0;0.0;0.0;0.18175280681140685;0.0;1.0;0.0;0.06972918593228647;0.0;0.0;615.0;0.0;0.0;1.0;0.0;0.0;0.0;True;615.0;0.0;0.0;0.0;6.0;0.0;0.0;2.0;0.1817624354130484;6.0;0.0;1.0;10.0;0.004878048780487805;8.0;0.0;0.1817624354130484;10.0;0.0;0.0;0.0;0.0;5.37;0.0;0.0;0.0;498.0;0.0;0.0;0.0;0.0;6.0;1.0;10.0;10.0;0.0;0.0;0.0;0.0;0.0;0.034136546184738964;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9658536585365852;10.0;0.0;0.0;0.0;2.66;0.0;0.0;498.0;0.0;42.0;0.8
0.0;0.0;0.0;0.0;0.0;0.9658634538152612;1028.0;0.0;1.1;0.0;3.53;0.0;0.0;0.0;0.18175280681140685;0.0;1.0;0.0;0.06972918593228647;10.0;0.0;615.0;0.0;0.0;1.0;4.0;0.0;0.0;True;615.0;10.0;0.0;0.0;6.0;0.421637021355784;0.0;2.0;0.1817624354130484;6.0;0.0;1.0;10.0;0.004878048780487805;8.0;0.0;0.1817624354130484;10.0;104.7;0.0;0.0;324.42669091456975;5.37;1.0;0.0;0.0;498.0;10.0;1.75;0.0;1.0;6.0;1.0;10.0;10.0;0.0;0.0;0.0;0.0;0.0;0.034136546184738964;0.0;1.66332999331662;0.0;0.0;0.2;1.0;1.0;0.0;0.0;0.9658536585365852;10.0;1.75;0.0;0.0;2.66;0.0;0.0;498.0;0.0;42.0;0.8
0.0;4.0;0.0;0.5773502691896257;0.0;1.0;0.0;0.0;0.0;0.0;3.36;0.0;0.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2057.0;0.0;0.0;0.0;0.0;3.5;1.0;False;2057.0;0.0;0.0;0.0;7.0;0.0;0.0;6.0;0.0;8.0;0.0;1.0;9.0;0.0;5.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;6.95;0.0;0.0;3.0;26.0;0.0;0.0;0.0;0.0;7.0;1.0;11.0;11.0;0.0;4.0;0.0;0.0;3.0;0.0;0.0;0.0;3.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;9.0;0.0;0.0;0.0;2.96;0.0;0.0;26.0;0.0;16.0;0.454545455
0.0;0.0;0.0;0.0;0.0;1.0;10.0;0.0;1.5;0.0;3.36;0.25;0.0;0.0;0.0;1.0;0.0;0.0;0.0;14.0;0.0;2057.0;0.0;0.0;0.0;6.0;0.0;1.0;False;2057.0;14.0;0.0;0.0;7.0;1.3445044840729643;0.0;6.0;0.0;8.0;0.0;1.0;9.0;0.0;5.0;0.0;0.0;11.0;2.2142857142857144;1.0;0.0;2.9135907380775;6.95;1.0;0.0;0.0;26.0;14.0;1.0;0.0;5.0;7.0;1.0;11.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.829249530860633;0.0;0.0;0.5;1.0;1.0;0.0;0.0;1.0;9.0;1.75;0.0;0.0;2.96;0.0;0.0;26.0;0.0;16.0;0.454545455
0.0;3.0;0.0;0.0;0.0;1.0;2.0;0.0;0.2;0.0;3.36;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;5.0;0.0;2057.0;0.0;0.0;0.0;1.0;3.0;1.0;False;2057.0;5.0;0.0;0.0;7.0;0.0;0.0;6.0;0.0;8.0;0.0;1.0;9.0;0.0;5.0;0.0;0.0;11.0;1.2;0.0;0.0;0.4472135954999581;6.95;1.0;0.0;3.0;26.0;5.0;1.0;0.0;0.0;7.0;1.0;11.0;11.0;0.0;2.0;0.0;0.0;3.0;0.0;0.0;0.4472135954999579;3.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;9.0;0.0;0.0;0.0;2.96;0.0;0.0;26.0;0.0;16.0;0.454545455
0.0;2.0;0.0;0.0;0.0;0.997737556561086;12.0;0.0;1.181818181818182;0.0;6.34;0.0;0.0;2.0;0.4499692136859278;0.0;0.0;0.0;0.4154928051118867;44.0;0.0;69.0;0.0;0.0;1.0;3.0;2.0;0.0;False;69.0;44.0;0.0;0.0;37.0;4.547319913227424;5.0;29.0;0.047565149415449405;5.0;0.0;1.0;6.0;0.21739130434782608;10.0;0.0;0.0;39.0;1.9318181818181817;1.0;0.0;1.6621326630053257;9.2;1.0;0.0;2.0;442.0;44.0;2.0;0.0;21.0;37.0;1.0;39.0;39.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.9710394160736784;2.0;0.0;3.2954545454545454;2.0;1.0;0.0;1.5;0.7246376811594203;6.0;2.0;0.0;0.0;2.96;0.0;0.0;442.0;0.0;36.0;0.256410256
0.0;3.0;0.0;0.0;0.0;0.997737556561086;1.0;0.0;0.2;0.0;6.34;0.0;0.0;3.0;0.4499692136859278;0.0;0.0;0.0;0.4154928051118867;5.0;0.0;69.0;0.0;0.0;1.0;1.0;3.0;0.0;False;69.0;5.0;0.0;0.0;37.0;0.4472135954999581;0.0;29.0;0.047565149415449405;5.0;0.0;1.0;6.0;0.21739130434782608;10.0;0.0;0.0;39.0;1.0;0.0;0.0;0.0;9.2;1.0;0.0;3.0;442.0;5.0;1.0;0.0;1.0;37.0;1.0;39.0;39.0;0.0;3.0;0.0;0.0;3.0;0.0;0.0;0.4472135954999581;3.0;0.0;0.2;1.0;1.0;0.0;0.0;0.7246376811594203;6.0;0.0;0.0;0.0;2.96;0.0;0.0;442.0;0.0;36.0;0.256410256
0.0;0.0;0.0;0.0;0.0;0.0;17.0;0.0;1.181818181818182;1.0;4.45;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;11.0;0.0;34.0;0.0;0.0;1.0;2.0;0.0;0.0;False;34.0;11.0;0.0;0.0;11.0;4.149479704514992;1.5;8.0;0.0;4.0;0.0;0.0;6.0;1.0;3.0;0.0;0.0;11.0;3.1818181818181817;1.0;0.0;6.838394282551741;10.18;0.0;0.0;0.0;17.0;11.0;0.5;0.0;14.0;11.0;0.0;11.0;11.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.6030226891555273;0.0;0.0;1.7272727272727273;0.0;0.0;0.0;0.0;0.0;14.0;1.5;0.0;0.0;2.13;0.0;0.0;17.0;0.0;11.0;0.272727273
0.0;2.0;0.0;0.0;0.0;0.9910112359550559;2.0;0.0;0.8181818181818182;0.0;9.33;0.0;0.0;2.0;0.059027893339437074;0.0;1.0;0.0;0.059027893339437074;11.0;0.0;859.0;0.0;0.0;1.0;5.0;2.0;0.0;False;859.0;11.0;0.0;0.0;11.0;4.427188724235731;1.5;5.0;0.09448824875479624;8.0;0.0;1.0;4.0;0.9965075669383004;7.0;0.0;0.09448824875479624;12.0;1.4545454545454546;0.0;0.0;0.5222329678670935;15.42;1.0;0.0;2.0;445.0;11.0;2.0;0.0;15.0;11.0;1.0;12.0;12.0;0.0;1.0;0.0;0.0;2.0;0.008988764044943821;0.0;1.4709304414677;2.0;0.0;2.0;1.0;1.0;0.0;0.0;0.003492433061699651;4.0;1.0;0.0;0.0;4.42;0.0;0.0;445.0;0.0;94.0;0.583333333
0.0;2.0;0.0;0.0;0.0;0.4137931034482759;10.0;0.0;1.0;0.0;5.25;0.0;0.0;2.0;0.4868770559834818;0.0;1.0;0.0;0.4868770559834818;6.0;0.0;751.0;0.0;0.0;1.0;3.0;2.0;0.0;False;751.0;6.0;0.0;0.0;6.0;4.898979485566356;0.0;2.0;0.5012300141587652;5.0;0.0;1.0;19.0;0.3848202396804261;6.0;0.0;0.5012300141587652;8.0;4.0;0.5;0.0;4.6475800154489;8.13;1.0;0.0;2.0;29.0;6.0;7.75;0.0;12.0;6.0;1.0;8.0;8.0;0.0;1.0;0.0;0.0;2.0;0.5862068965517241;0.0;1.2649110640673518;2.0;0.0;2.0;1.0;1.0;0.0;0.0;0.6151797603195739;19.0;1.75;0.0;0.0;1.99;0.0;0.0;29.0;0.0;19.0;0.75
0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.8;0.0;1.88;0.0;0.0;0.0;0.10314212462587936;1.0;0.0;0.0;0.3099804054293941;5.0;0.0;94.0;0.0;0.0;1.0;2.0;0.0;0.0;False;94.0;5.0;0.0;0.0;5.0;0.4472135954999581;0.0;1.0;0.0;4.0;0.0;1.0;4.0;0.8936170212765957;7.0;0.0;0.0;8.0;0.8;1.0;0.0;0.4472135954999579;3.5;1.0;0.0;0.0;441.0;5.0;1.0;0.0;1.0;5.0;1.0;8.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8366600265340756;0.0;0.0;0.2;1.0;0.0;0.0;0.0;0.010638297872340424;4.0;1.0;0.0;2.0;1.74;0.0;0.0;441.0;0.0;6.0;0.875
0.0;2.0;0.0;0.0;0.0;1.0;2.0;0.0;0.6666666666666666;0.0;2.25;0.0;0.0;2.0;0.4021220308060409;1.0;0.0;0.0;0.4021220308060409;9.0;0.0;376.0;0.0;0.0;1.0;2.0;2.0;0.0;False;376.0;9.0;0.0;0.0;8.0;0.6666666666666667;0.0;2.0;0.0;4.0;0.0;1.0;9.0;0.20212765957446807;10.0;0.0;0.0;12.0;1.1111111111111112;0.0;0.0;0.33333333333333337;3.58;1.0;0.0;2.0;456.0;9.0;1.0;0.0;2.0;8.0;1.0;12.0;12.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.8660254037844387;2.0;0.0;0.2222222222222222;1.0;1.0;0.0;0.0;0.7978723404255319;9.0;1.0;0.0;5.0;1.74;0.0;0.0;456.0;0.0;11.0;0.833333333
0.0;0.0;0.0;0.0;0.0;1.0;8.0;0.0;1.3333333333333333;0.0;4.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;10.0;0.0;0.0;0.0;2.0;0.0;1.0;False;10.0;3.0;0.0;0.0;3.0;0.0;0.0;3.0;0.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;8.0;2.0;0.0;0.0;6.67;8.0;0.0;0.0;435.0;3.0;8.0;0.0;0.0;3.0;1.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.1547005383792517;0.0;0.0;0.0;8.0;8.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;1.93;0.0;0.0;435.0;0.0;6.0;0.0
0.0;2.0;0.0;0.0;0.0;0.8684719535783365;1.0;0.0;0.2222222222222222;0.0;1.22;0.0;0.0;2.0;0.22073511114423755;0.0;1.0;0.0;0.2207351111442376;9.0;0.0;11897.0;0.0;0.0;1.0;1.0;2.0;0.0;False;11897.0;9.0;0.0;0.0;9.0;0.0;0.0;0.0;0.3383042895560576;3.0;0.0;1.0;1.0;0.9486425149197276;9.0;0.0;0.3383042895560576;9.0;1.0;0.0;0.0;0.0;1.44;1.0;0.0;2.0;517.0;9.0;1.0;0.0;0.0;9.0;1.0;9.0;9.0;0.0;3.0;0.0;0.0;2.0;0.13152804642166346;0.0;0.4409585518440984;2.0;0.0;0.0;1.0;1.0;0.0;0.0;0.05135748508027234;1.0;0.0;0.0;0.0;1.38;0.0;0.0;517.0;0.0;2.0;1.0
0.0;0.0;0.0;0.0;0.0;0.9275053304904052;9.0;0.0;1.6;0.0;3.0;0.0;0.0;0.0;0.154485749345645;0.0;1.0;0.0;0.15448574934564496;5.0;0.0;17782.0;0.0;0.0;1.0;5.0;0.0;0.0;False;17782.0;5.0;0.0;0.0;4.0;0.8944271909999161;0.0;2.0;0.2595820985552135;7.0;0.0;1.0;4.0;0.9755370599482625;4.0;0.0;0.2595820985552135;6.0;4.2;0.0;0.0;4.3817804600413295;7.29;1.0;0.0;0.0;469.0;5.0;9.0;0.0;2.0;4.0;1.0;6.0;6.0;0.0;0.0;0.0;0.0;0.0;0.07249466950959488;0.0;2.3021728866442674;0.0;0.0;0.4;1.0;1.0;0.0;0.0;0.024462940051737717;4.0;3.0;0.0;0.0;2.7;0.0;0.0;469.0;0.0;11.0;0.666666667
0.0;0.0;0.0;0.0;0.0;0.9275053304904052;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.154485749345645;0.0;1.0;0.0;0.15448574934564496;0.0;0.0;17782.0;0.0;0.0;1.0;0.0;0.0;0.0;False;17782.0;0.0;0.0;0.0;4.0;0.0;0.0;2.0;0.2595820985552135;7.0;0.0;1.0;4.0;0.9755370599482625;4.0;0.0;0.2595820985552135;6.0;0.0;0.0;0.0;0.0;7.29;0.0;0.0;0.0;469.0;0.0;0.0;0.0;0.0;4.0;1.0;6.0;6.0;0.0;0.0;0.0;0.0;0.0;0.07249466950959488;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.024462940051737717;4.0;0.0;0.0;0.0;2.7;0.0;0.0;469.0;0.0;11.0;0.666666667
0.0;2.0;0.0;0.0;0.0;0.9308943089430894;1025.0;0.0;0.4166666666666667;0.0;1.59;0.0;0.0;2.0;0.1918390243704816;0.0;1.0;0.0;0.1918390243704816;12.0;0.0;11630.0;0.0;0.0;1.0;4.0;2.0;0.0;False;11630.0;12.0;0.0;0.0;4.0;0.2886751345948128;0.0;3.0;0.25389193181923353;6.0;0.0;1.0;5.0;0.9617368873602752;3.0;0.0;0.25389193181923353;6.0;515.5833333333334;0.0;0.0;531.9018122537165;2.31;8.75;0.0;2.0;492.0;12.0;1025.0;0.0;1.0;4.0;1.0;6.0;6.0;0.0;1.0;0.0;0.0;2.0;0.06910569105691057;0.0;1.1645001528813148;2.0;0.0;0.08333333333333333;517.0;1.0;0.0;0.0;0.03826311263972485;5.0;0.0;0.0;3.0;2.43;0.0;0.0;492.0;0.0;8.0;0.5
0.0;0.0;0.0;0.0;0.0;0.9308943089430894;0.0;0.0;0.0;0.0;1.59;0.0;0.0;0.0;0.1918390243704816;0.0;1.0;0.0;0.1918390243704816;0.0;0.0;11630.0;0.0;0.0;1.0;0.0;0.0;0.0;False;11630.0;0.0;0.0;0.0;4.0;0.0;0.0;3.0;0.25389193181923353;6.0;0.0;1.0;5.0;0.9617368873602752;3.0;0.0;0.25389193181923353;6.0;0.0;0.0;0.0;0.0;2.31;0.0;0.0;0.0;492.0;0.0;0.0;0.0;0.0;4.0;1.0;6.0;6.0;0.0;0.0;0.0;0.0;0.0;0.06910569105691057;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03826311263972485;5.0;0.0;0.0;3.0;2.43;0.0;0.0;492.0;0.0;8.0;0.5
