NumberOfProtectedMethod;NumberOfPrivateMethod;NumberOfLogStatements;MethodLength;NumberOfTryCatch;NumberOfParameters_CK;NPathComplexity;NumberOfAnonymousClasses;NumberOfStringLiterals;CBO;BooleanExpressionComplexity;NumberOfNumbers;CyclomaticComplexity;IsConstructor;NumberOfVariables;NumberOfAssignments;ThrowsCount;NumberOfMathOperations;NCSSForThisClass;NumberOfMethods_Checkstyle;MaxNumberOfNestedBlocks;LOCMethod_CK;FileLength;Maximum Depth;ClassFanOutComplexity;NestedTryDepth;NumberOfLoops;RFC;ExecutableStatementCount;AnonymousInnerClassLength;NumberOfPublicMethods_Checkstyle;WMC_CK;NumberOfLambdas;NumberOfPackageMethod;NestedForDepth;NumberOfInnerClasses;NumberOfUniqueWords;NumberOfParenthesizedExps;ClassDataAbstractionCoupling;NumberOfComparisons;NCSSForThisMethod;NumberOfModifiers;BuggedMethods;Returns;NCSSForThisFile;NestedIfElseDepth
0.0;0.0;0.0;25.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;12.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;2.0;0.0;0.0;0.0;5.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;19.0;0.0;0.0;0.0;8.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;3.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;2.0;0.0;0.0;0.0;5.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;18.0;0.0;0.0;0.0;8.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;35.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;7.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;2.0;0.0;0.0;0.0;5.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;17.0;0.0;0.0;0.0;8.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;8.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;2.0;0.0;0.0;0.0;5.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;17.0;0.0;0.0;0.0;8.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;3.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;2.0;0.0;0.0;0.0;5.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;34.0;0.0;0.0;0.0;8.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;21.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;5.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;10.0;0.0;2.0;0.0;0.0;0.0;5.0;8.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;36.0;0.0;0.0;0.0;9.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;21.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;8.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;2.0;0.0;0.0;0.0;5.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;19.0;0.0;0.0;0.0;8.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;12.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;8.0;0.0;2.0;0.0;0.0;0.0;4.0;6.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;17.0;0.0;0.0;0.0;7.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;26.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;7.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;2.0;0.0;0.0;0.0;5.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;19.0;0.0;0.0;0.0;8.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;21.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;8.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;2.0;0.0;0.0;0.0;5.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;8.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;19.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;7.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;2.0;0.0;0.0;0.0;5.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;21.0;0.0;0.0;0.0;8.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;18.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;2.0;0.0;0.0;0.0;5.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;18.0;0.0;0.0;0.0;8.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;3.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;2.0;0.0;0.0;0.0;5.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;19.0;0.0;0.0;0.0;8.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;28.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;14.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;2.0;0.0;0.0;0.0;5.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;8.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;55.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;18.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;8.0;0.0;2.0;0.0;0.0;0.0;4.0;6.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;21.0;0.0;0.0;0.0;7.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;26.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;12.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;2.0;0.0;0.0;0.0;5.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;26.0;0.0;0.0;0.0;8.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;3.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;2.0;0.0;0.0;0.0;5.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;25.0;0.0;0.0;0.0;8.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;10.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;2.0;0.0;0.0;0.0;5.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;25.0;0.0;0.0;0.0;8.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;21.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;7.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;2.0;0.0;0.0;0.0;5.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;26.0;0.0;0.0;0.0;8.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;26.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;12.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;2.0;0.0;0.0;0.0;5.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;25.0;0.0;0.0;0.0;8.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;50.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;13.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;8.0;0.0;2.0;0.0;0.0;0.0;4.0;6.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;25.0;0.0;0.0;0.0;7.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;19.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;5.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;2.0;0.0;0.0;0.0;5.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;25.0;0.0;0.0;0.0;8.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;3.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;2.0;0.0;0.0;0.0;5.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;31.0;0.0;0.0;0.0;8.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;5.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;2.0;0.0;0.0;0.0;5.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;32.0;0.0;0.0;0.0;8.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;21.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;7.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;2.0;0.0;0.0;0.0;5.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;32.0;0.0;0.0;0.0;8.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;144.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;254.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;2.0;0.0;0.0;0.0;5.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;28.0;0.0;0.0;0.0;8.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;3.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;2.0;0.0;0.0;0.0;5.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;31.0;0.0;0.0;0.0;8.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;68.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;35.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;8.0;0.0;2.0;0.0;0.0;0.0;4.0;6.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;26.0;0.0;0.0;0.0;7.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;48.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;22.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;8.0;0.0;2.0;0.0;0.0;0.0;4.0;6.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;25.0;0.0;0.0;0.0;7.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;21.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;10.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;8.0;0.0;2.0;0.0;0.0;0.0;4.0;6.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;26.0;0.0;0.0;0.0;7.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;3.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;8.0;0.0;2.0;0.0;0.0;0.0;4.0;6.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;7.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;66.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;33.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;8.0;0.0;2.0;0.0;0.0;0.0;4.0;6.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;27.0;0.0;0.0;0.0;7.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;64.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;31.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;8.0;0.0;2.0;0.0;0.0;0.0;4.0;6.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;29.0;0.0;0.0;0.0;7.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;22.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;12.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;8.0;0.0;2.0;0.0;0.0;0.0;4.0;6.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;26.0;0.0;0.0;0.0;7.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;23.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;14.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;8.0;0.0;2.0;0.0;0.0;0.0;4.0;6.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;26.0;0.0;0.0;0.0;7.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;19.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;5.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;8.0;0.0;2.0;0.0;0.0;0.0;4.0;6.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;25.0;0.0;0.0;0.0;7.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;16.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;8.0;0.0;2.0;0.0;0.0;0.0;4.0;6.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;28.0;0.0;0.0;0.0;7.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;25.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;18.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;8.0;0.0;2.0;0.0;0.0;0.0;4.0;6.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;28.0;0.0;0.0;0.0;7.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;7.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;8.0;0.0;2.0;0.0;0.0;0.0;4.0;6.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;26.0;0.0;0.0;0.0;7.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;21.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;9.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;8.0;0.0;2.0;0.0;0.0;0.0;4.0;6.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;26.0;0.0;0.0;0.0;7.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;62.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;29.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;8.0;0.0;2.0;0.0;0.0;0.0;4.0;6.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;27.0;0.0;0.0;0.0;7.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;21.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;10.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;8.0;0.0;2.0;0.0;0.0;0.0;4.0;6.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;24.0;0.0;0.0;0.0;7.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;23.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;14.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;8.0;0.0;2.0;0.0;0.0;0.0;4.0;6.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;24.0;0.0;0.0;0.0;7.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;27.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;13.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;2.0;0.0;0.0;0.0;5.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;27.0;0.0;0.0;0.0;8.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;3.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;2.0;0.0;0.0;0.0;5.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;25.0;0.0;0.0;0.0;8.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;10.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;2.0;0.0;0.0;0.0;5.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;28.0;0.0;0.0;0.0;8.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;19.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;5.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;2.0;0.0;0.0;0.0;5.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;30.0;0.0;0.0;0.0;8.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;21.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;7.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;2.0;0.0;0.0;0.0;5.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;26.0;0.0;0.0;0.0;8.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;21.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;7.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;2.0;0.0;0.0;0.0;5.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;29.0;0.0;0.0;0.0;8.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;26.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;14.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;2.0;0.0;0.0;0.0;5.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;18.0;0.0;0.0;0.0;8.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;26.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;14.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;2.0;0.0;0.0;0.0;5.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;19.0;0.0;0.0;0.0;8.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;18.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;2.0;0.0;0.0;0.0;5.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;18.0;0.0;0.0;0.0;8.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;26.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;12.0;1.0;False;4.0;4.0;1.0;0.0;0.0;0.0;0.0;12.0;0.0;2.0;0.0;0.0;0.0;11.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;18.0;0.0;0.0;0.0;11.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;21.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;9.0;1.0;False;3.0;3.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;2.0;0.0;0.0;0.0;5.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;17.0;0.0;0.0;0.0;8.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;25.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;6.0;1.0;False;3.0;3.0;0.0;0.0;18.0;1.0;0.0;18.0;68.0;2.0;2.0;0.0;0.0;13.0;16.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;11.0;0.0;1.0;0.0;17.0;1.0;False;0.0;23.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;1.0;False;1.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;2.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;3.0;2.0;False;0.0;0.0;0.0
2.0;3.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;False;0.0;1.0;1.0;0.0;77.0;7.0;0.0;4.0;247.0;2.0;18.0;0.0;0.0;1.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;12.0;0.0;5.0;0.0;3.0;1.0;False;0.0;102.0;0.0
0.0;0.0;0.0;19.0;0.0;1.0;0.0;0.0;19.0;5.0;0.0;0.0;1.0;False;2.0;2.0;1.0;4.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;6.0;7.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;30.0;0.0;0.0;1.0;8.0;4.0;False;0.0;0.0;0.0
