WMC_CK_50%;WMC_CK_25%;WMC_CK_count;WMC_CK_75%;WMC_CK_std;NMIR;WMC_CK_mean;WMC_CK_min;NPM;DIT;WMC;NORM;NMI;NOCh;Bugged;WMC_CK_max
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0
1.0;1.0;8.0;2.5;4.1747540560578456;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;True;13.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0
1.0;1.0;4.0;1.25;0.5;0.0;1.25;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;2.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0
1.5;1.25;2.0;1.75;0.7071067811865476;0.0;1.5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;2.0
5.0;5.0;1.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;False;5.0
4.0;4.0;1.0;4.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;False;4.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0
8.0;8.0;1.0;8.0;0.0;0.0;8.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;False;8.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0
1.0;1.0;18.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0
1.0;1.0;13.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0
2.0;2.0;1.0;2.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;False;2.0
2.0;2.0;1.0;2.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;False;2.0
1.0;1.0;11.0;1.0;2.8572077914699103;0.0;2.1818181818181817;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;10.0
1.0;1.0;4.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;True;1.0
1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;True;1.0
3.0;3.0;2.0;3.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;True;3.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0
1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;True;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0
1.0;1.0;50.0;1.0;1.4032033323209914;0.0;1.48;1.0;0.0;0.0;0.0;0.0;0.0;0.0;True;10.0
2.0;2.0;3.0;2.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;True;2.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0
2.0;2.0;1.0;2.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;True;2.0
2.0;2.0;1.0;2.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;True;2.0
3.0;3.0;1.0;3.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;True;3.0
2.0;2.0;1.0;2.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;True;2.0
2.0;2.0;1.0;2.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;True;2.0
2.0;2.0;1.0;2.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;True;2.0
1.5;1.25;2.0;1.75;0.7071067811865476;0.0;1.5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;True;2.0
5.0;5.0;1.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;True;5.0
1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0
1.0;1.0;2.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0
1.0;1.0;40.0;1.0;1.535895295576609;0.0;1.5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;7.0
2.0;2.0;1.0;2.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;False;2.0
2.0;2.0;1.0;2.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;False;2.0
2.0;2.0;1.0;2.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;False;2.0
2.0;2.0;1.0;2.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;False;2.0
2.0;2.0;1.0;2.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;False;2.0
4.0;4.0;1.0;4.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;False;4.0
1.0;1.0;17.0;2.0;0.8617697249402124;0.0;1.6470588235294117;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;3.0
4.5;4.25;2.0;4.75;0.7071067811865476;0.0;4.5;4.0;0.0;0.0;0.0;0.0;0.0;0.0;False;5.0
1.0;1.0;38.0;1.0;0.16222142113076254;0.0;1.0263157894736843;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;2.0
1.0;1.0;7.0;2.0;1.5735915849388864;0.0;1.8571428571428568;1.0;0.0;0.0;0.0;0.0;0.0;0.0;True;5.0
1.0;1.0;15.0;1.0;0.41403933560541256;0.0;1.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;True;2.0
1.0;1.0;10.0;1.0;0.31622776601683794;0.0;1.1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;2.0
1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;True;1.0
1.0;1.0;3.0;2.0;1.1547005383792517;0.0;1.6666666666666667;1.0;0.0;0.0;0.0;0.0;0.0;0.0;True;3.0
1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;True;1.0
1.0;1.0;5.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;True;1.0
1.0;1.0;34.0;2.0;1.0448925095464312;0.0;1.6176470588235294;1.0;0.0;0.0;0.0;0.0;0.0;0.0;True;4.0
1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;True;1.0
2.0;2.0;1.0;2.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;True;2.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0
2.0;2.0;5.0;2.0;0.4472135954999581;0.0;1.8;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;2.0
1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0
2.0;1.25;10.0;2.0;0.7378647873726218;0.0;1.9;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;3.0
1.0;1.0;7.0;1.5;0.4879500364742666;0.0;1.2857142857142858;1.0;0.0;0.0;0.0;0.0;0.0;0.0;True;2.0
1.0;1.0;7.0;4.0;2.9277002188456;0.0;2.7142857142857144;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;7.0
2.0;1.0;9.0;2.0;0.5;0.0;1.6666666666666667;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;2.0
2.0;2.0;11.0;2.0;0.4045199174779453;0.0;1.818181818181818;1.0;0.0;0.0;0.0;0.0;0.0;0.0;True;2.0
2.0;1.5;2.0;2.5;1.4142135623730951;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;True;3.0
1.0;1.0;6.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0
1.0;1.0;10.0;1.0;0.31622776601683794;0.0;1.1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;2.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0
1.0;1.0;3.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;True;1.0
1.0;1.0;5.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;True;1.0
1.0;1.0;23.0;1.0;0.3443502215750909;0.0;1.1304347826086956;1.0;0.0;0.0;0.0;0.0;0.0;0.0;True;2.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0
1.0;1.0;9.0;1.0;1.0;0.0;1.3333333333333333;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;4.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0
2.0;2.0;1.0;2.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;False;2.0
1.0;1.0;3.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0
1.0;1.0;17.0;2.0;1.2126781251816647;0.0;1.7058823529411764;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;5.0
1.0;1.0;3.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0
1.0;1.0;3.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0
1.0;1.0;6.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0
1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0
1.5;1.0;4.0;3.0;2.3804761428476167;0.0;2.5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;6.0
3.0;1.0;5.0;3.0;7.668115805072325;0.0;5.4;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;19.0
2.0;1.5;7.0;5.0;3.7606990231680517;0.0;3.8571428571428568;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;11.0
1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0
1.0;1.0;11.0;1.0;0.8090398349558905;0.0;1.3636363636363635;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;3.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0
2.0;2.0;11.0;3.0;1.7372915179041823;0.0;2.727272727272727;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;6.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0
1.0;1.0;2.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0
4.0;4.0;1.0;4.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;False;4.0
1.0;1.0;12.0;1.0;0.8660254037844386;0.0;1.25;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;4.0
2.0;2.0;1.0;2.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;False;2.0
2.0;2.0;1.0;2.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;False;2.0
2.0;2.0;1.0;2.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;False;2.0
2.0;2.0;1.0;2.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;False;2.0
1.0;1.0;12.0;1.0;1.1677484162422844;0.0;1.5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;4.0
1.5;1.25;2.0;1.75;0.7071067811865476;0.0;1.5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;2.0
1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;True;1.0
2.0;2.0;1.0;2.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;True;2.0
2.0;2.0;1.0;2.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;True;2.0
1.0;1.0;3.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;True;1.0
1.0;1.0;7.0;2.5;1.2149857925879115;0.0;1.8571428571428568;1.0;0.0;0.0;0.0;0.0;0.0;0.0;True;4.0
