Maximum Depth_50%;NumberOfMathOperations_min;issues_priorityMinor_max;issues_priorityMinor_count;Ait;HMd;issues_priorityMinor_std;MaxNumberOfNestedBlocks_mean;NumberOfModifiers_75%;Maximum Complexity*;blame_merge_priorityMinor_count;NumberOfMathOperations_max;blame_merge_priorityMajor_std;Maximum Depth_count;Average Block Depth;NumberOfMathOperations_75%;Ma;MaxNumberOfNestedBlocks_75%;MaxNumberOfNestedBlocks_min;issues_priorityMinor_min;blame_merge_priorityMinor_std;NumberOfMathOperations_mean;Maximum Depth_75%;blamemerge_priorityMajor_mean;Ao;blame_merge_priorityMinor_mean;blamemerge_priorityMajor_count;NumberOfModifiers_25%;blamemerge_priorityMinor_std;Average Complexity*;blame_merge_priorityMajor_count;Mo;Maximum Block Depth;Maximum Depth_min;Maximum Depth_25%;Maximum Depth_std;blame_merge_priorityMajor_min;NMA;Maximum Depth_mean;issues_priorityMajor_std;blamemerge_priorityMajor_max;blame_merge_priorityMajor_mean;blamemerge_priorityMajor_std;Bugged;Average Statements per Method;Ai;MaxNumberOfNestedBlocks_50%;blamemerge_priorityMinor_mean;NumberOfMathOperations_50%;SIX;HMi;NumberOfModifiers_count;NF;PMR;NumberOfModifiers_min;MaxNumberOfNestedBlocks_25%;NumberOfModifiers_max;Mi;PMi;blame_merge_priorityMajor_max;NumberOfModifiers_mean;NMI;NMIR;blamemerge_priorityMinor_count;issues_priorityMajor_count;Maximum Depth_max;Ad;issues_priorityMinor_mean;NumberOfModifiers_std;MaxNumberOfNestedBlocks_max;Av;NumberOfMathOperations_count;NumberOfMethods_Mood;PMd;blamemerge_priorityMinor_max;MaxNumberOfNestedBlocks_std;blamemerge_priorityMinor_min;Mit;NOPa;MaxNumberOfNestedBlocks_count;NumberOfMathOperations_std;issues_priorityMajor_mean;blame_merge_priorityMinor_max;NumberOfModifiers_50%;NumberOfMathOperations_25%;NM;blame_merge_priorityMinor_min;issues_priorityMajor_max;blamemerge_priorityMajor_min;Md;issues_priorityMajor_min
2.0;0.0;0.0;11.0;0.0;2.0;0.0;0.1111111111111111;2.0;2.0;0.0;0.0;0.0;5.0;1.3;0.0;5.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;1.11;0.0;0.0;3.0;2.0;2.0;0.4472135954999579;0.0;5.0;2.2;0.0;0.0;0.0;0.0;False;6.67;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.6;1.0;0.0;4.0;0.0;0.0;0.0;1.5555555555555556;0.0;0.0;0.0;11.0;3.0;0.0;0.0;1.0137937550497034;1.0;0.0;9.0;0.0;3.0;0.0;0.33333333333333337;0.0;0.0;0.0;9.0;0.0;1.0;0.0;1.0;0.0;5.0;0.0;1.0;0.0;5.0;1.0
0.0;0.0;0.0;11.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;1.3;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.11;0.0;0.0;3.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;False;6.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;5.0;0.0;1.0;0.0;5.0;1.0
0.0;0.0;0.0;11.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.3;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.11;0.0;0.0;3.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;False;6.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;5.0;0.0;1.0;0.0;5.0;1.0
2.0;0.0;1.0;20.0;0.0;2.0;0.4103913408340617;0.0;1.0;1.0;0.0;0.0;0.0;6.0;1.25;0.0;8.0;0.0;0.0;0.0;0.0;0.0;2.0;0.765625;0.0;0.0;512.0;1.0;0.4240218397063354;1.0;0.0;0.0;4.0;2.0;2.0;0.0;0.0;8.0;2.0;0.4103913408340617;1.0;0.0;0.4240218397063354;True;5.0;0.0;0.0;0.234375;0.0;0.0;0.0;9.0;2.0;0.75;1.0;0.0;2.0;0.0;0.0;0.0;1.2222222222222223;0.0;0.0;512.0;20.0;2.0;2.0;0.2;0.4409585518440984;0.0;1.0;9.0;0.0;6.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;0.8;0.0;1.0;0.0;8.0;0.0;1.0;0.0;8.0;0.0
0.0;0.0;0.0;8.0;0.0;2.0;0.0;0.2857142857142857;1.0;4.0;0.0;0.0;0.0;0.0;1.87;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.55;0.0;0.0;7.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;True;3.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;3.0;0.333333333;0.0;0.0;1.0;0.0;0.0;0.0;0.8571428571428571;0.0;0.0;0.0;8.0;0.0;3.0;0.0;0.3779644730092273;2.0;3.0;7.0;0.0;1.0;0.0;0.7559289460184545;0.0;0.0;0.0;7.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0
3.0;0.0;0.0;8.0;0.0;2.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;1.0;1.87;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.55;0.0;0.0;7.0;3.0;3.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;True;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;3.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0
0.0;0.0;0.0;8.0;0.0;2.0;0.0;0.0;1.0;4.0;0.0;0.0;0.0;0.0;1.87;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.55;0.0;0.0;7.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;True;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.333333333;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;8.0;0.0;3.0;0.0;0.0;0.0;3.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0
0.0;0.0;0.0;8.0;0.0;2.0;0.0;0.0;1.0;4.0;0.0;0.0;0.0;0.0;1.87;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.55;0.0;0.0;7.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;True;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.333333333;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;8.0;0.0;3.0;0.0;0.0;0.0;3.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0
0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.3333333333333333;1.0;2.0;0.0;0.0;0.0;0.0;1.42;0.0;2.0;0.5;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;355.0;1.0;0.0;1.25;0.0;0.0;4.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;False;7.25;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;355.0;7.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;2.0;0.0;0.5773502691896258;0.0;0.0;0.0;3.0;0.0;1.0;0.0;1.0;0.0;2.0;0.0;1.0;1.0;2.0;1.0
2.0;0.0;0.0;706.0;0.0;1.0;0.0;0.2;1.0;2.0;0.0;0.0;0.0;2.0;1.12;0.0;4.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;462.0;1.0;0.0;1.17;0.0;0.0;4.0;2.0;2.0;0.0;0.0;4.0;2.0;0.0;1.0;0.0;0.0;False;6.33;0.0;0.0;0.0;0.0;0.0;0.0;5.0;2.0;0.75;1.0;0.0;2.0;0.0;0.0;0.0;1.2;0.0;0.0;462.0;706.0;2.0;2.0;0.0;0.4472135954999579;1.0;1.0;5.0;0.0;3.0;0.0;0.4472135954999579;0.0;0.0;0.0;5.0;0.0;1.0;0.0;1.0;0.0;4.0;0.0;1.0;1.0;4.0;1.0
2.0;0.0;0.0;708.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.6;0.0;4.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;428.0;1.0;0.0;1.0;0.0;0.0;4.0;2.0;2.0;0.0;0.0;4.0;2.0;0.0;1.0;0.0;0.0;False;5.38;0.0;0.0;0.0;0.0;0.0;0.0;7.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;428.0;708.0;2.0;2.0;0.0;0.0;0.0;1.0;7.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;1.0;0.0;1.0;0.0;4.0;0.0;1.0;1.0;4.0;1.0
0.0;0.0;0.0;704.0;0.0;0.0;0.0;0.3333333333333333;1.0;4.0;0.0;0.0;0.0;0.0;1.17;0.0;1.0;0.5;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;445.0;1.0;0.0;3.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;False;8.5;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;445.0;704.0;0.0;1.0;0.0;0.0;1.0;1.0;3.0;0.0;1.0;0.0;0.5773502691896258;0.0;0.0;0.0;3.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0
2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.63;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;82.0;1.0;0.0;1.0;0.0;0.0;2.0;2.0;2.0;0.0;0.0;1.0;2.0;0.0;1.0;0.0;0.0;False;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;82.0;2.0;2.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0
2.0;0.0;1.0;8.0;0.0;1.0;0.0;0.2;1.0;2.0;0.0;0.0;0.0;4.0;1.22;0.0;5.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;1064.0;1.0;0.0;1.2;0.0;0.0;3.0;2.0;2.0;0.0;0.0;5.0;2.0;0.0;0.0;0.0;0.0;False;8.8;0.0;0.0;1.0;0.0;0.0;0.0;5.0;2.0;0.8;1.0;0.0;2.0;0.0;0.0;0.0;1.2;0.0;0.0;1064.0;8.0;2.0;2.0;1.0;0.4472135954999579;1.0;1.0;5.0;0.0;4.0;1.0;0.4472135954999579;1.0;0.0;0.0;5.0;0.0;0.0;0.0;1.0;0.0;5.0;0.0;0.0;0.0;5.0;0.0
2.0;0.0;1.0;10.0;0.0;1.0;0.421637021355784;0.8;1.0;2.0;0.0;0.0;0.0;2.0;0.92;0.0;5.0;1.0;0.0;0.0;0.0;0.0;2.0;0.005208333333333333;0.0;0.0;1536.0;1.0;0.07200404138736187;1.33;0.0;0.0;3.0;2.0;2.0;0.0;0.0;5.0;2.0;0.421637021355784;1.0;0.0;0.07200404138736187;False;17.2;0.0;1.0;0.9947916666666666;0.0;0.0;0.0;5.0;2.0;0.8;1.0;1.0;2.0;0.0;0.0;0.0;1.2;0.0;0.0;1536.0;10.0;2.0;2.0;0.8;0.4472135954999579;1.0;1.0;5.0;0.0;4.0;1.0;0.4472135954999581;0.0;0.0;0.0;5.0;0.0;0.2;0.0;1.0;0.0;5.0;0.0;1.0;0.0;5.0;0.0
2.0;0.0;0.0;5.0;0.0;1.0;0.0;0.3;1.0;3.0;0.0;0.0;0.0;5.0;1.49;0.0;7.0;0.75;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;590.0;1.0;0.0;1.56;0.0;0.0;5.0;2.0;2.0;0.5477225575051661;0.0;7.0;2.4;0.0;0.0;0.0;0.0;True;9.33;0.0;0.0;0.0;0.0;0.0;0.0;10.0;2.0;0.857142857;1.0;0.0;2.0;0.0;0.0;0.0;1.1;0.0;0.0;590.0;5.0;3.0;2.0;0.0;0.31622776601683794;1.0;1.0;10.0;0.0;6.0;0.0;0.4830458915396479;0.0;0.0;0.0;10.0;0.0;0.0;0.0;1.0;0.0;7.0;0.0;0.0;0.0;7.0;0.0
0.0;0.0;0.0;5.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;1.49;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;590.0;0.0;0.0;1.56;0.0;0.0;5.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;True;9.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;590.0;5.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;7.0;0.0
3.0;0.0;0.0;0.0;0.0;2.0;0.0;0.75;1.25;2.0;0.0;0.0;0.0;4.0;1.61;0.0;7.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;1.22;0.0;0.0;4.0;2.0;2.75;0.5;0.0;7.0;2.75;0.0;0.0;0.0;0.0;False;11.78;0.0;1.0;0.0;0.0;0.0;0.0;8.0;2.0;0.7142857140000001;1.0;0.75;2.0;0.0;0.0;0.0;1.25;0.0;0.0;0.0;0.0;3.0;2.0;0.0;0.4629100498862757;1.0;1.0;8.0;0.0;5.0;0.0;0.4629100498862757;0.0;0.0;0.0;8.0;0.0;0.0;0.0;1.0;0.0;7.0;0.0;0.0;0.0;7.0;0.0
3.0;0.0;1.0;27.0;0.0;0.0;0.5007117441325405;0.8;1.0;2.0;0.0;0.0;0.0;5.0;1.44;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;3.0;3.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;False;7.4;0.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;27.0;3.0;0.0;0.4074074074074074;0.0;1.0;0.0;5.0;0.0;0.0;0.0;0.4472135954999581;0.0;0.0;0.0;5.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2.0;0.0;0.0;706.0;0.0;0.0;0.0;0.16666666666666666;1.0;8.0;0.0;1.0;0.0;8.0;1.75;0.0;11.0;0.0;0.0;0.0;0.0;0.08333333333333333;2.0;1.0;0.0;0.0;686.0;1.0;0.0;1.59;0.0;0.0;4.0;2.0;2.0;0.7071067811865476;0.0;11.0;2.25;0.0;1.0;0.0;0.0;False;4.09;0.0;0.0;0.0;0.0;0.0;0.0;12.0;1.0;1.0;1.0;0.0;9.0;0.0;0.0;0.0;1.6666666666666667;0.0;0.0;686.0;706.0;4.0;1.0;0.0;2.309401076758503;2.0;1.0;12.0;0.0;11.0;0.0;0.5773502691896257;0.0;0.0;0.0;12.0;0.2886751345948129;1.0;0.0;1.0;0.0;11.0;0.0;1.0;1.0;11.0;1.0
0.0;0.0;0.0;706.0;0.0;0.0;0.0;0.0;1.0;8.0;0.0;0.0;0.0;0.0;1.75;0.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;686.0;1.0;0.0;1.59;0.0;0.0;4.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0;1.0;0.0;0.0;False;4.09;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;686.0;706.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;11.0;0.0;1.0;1.0;11.0;1.0
0.0;0.0;0.0;706.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;1.75;0.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;686.0;0.0;0.0;1.59;0.0;0.0;4.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0;1.0;0.0;0.0;False;4.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;686.0;706.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;11.0;0.0;1.0;1.0;11.0;1.0
3.0;0.0;0.0;706.0;0.0;0.0;0.0;0.6666666666666666;1.0;8.0;0.0;0.0;0.0;2.0;1.75;0.0;11.0;1.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;686.0;1.0;0.0;1.59;0.0;0.0;4.0;3.0;3.0;0.0;0.0;11.0;3.0;0.0;1.0;0.0;0.0;False;4.09;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;686.0;706.0;3.0;1.0;0.0;0.0;2.0;1.0;3.0;0.0;11.0;0.0;1.1547005383792517;0.0;0.0;0.0;3.0;0.0;1.0;0.0;1.0;0.0;11.0;0.0;1.0;1.0;11.0;1.0
0.0;0.0;0.0;706.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;1.75;0.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;686.0;0.0;0.0;1.59;0.0;0.0;4.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0;1.0;0.0;0.0;False;4.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;686.0;706.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;11.0;0.0;1.0;1.0;11.0;1.0
2.0;0.0;1.0;761.0;0.0;2.0;0.263405375021113;0.16666666666666666;7.75;2.0;0.0;0.0;0.0;2.0;1.35;0.0;5.0;0.0;0.0;0.0;0.0;0.0;2.0;0.5665399239543726;0.0;0.0;526.0;1.0;0.4960243900715961;1.11;0.0;0.0;4.0;2.0;2.0;0.0;0.0;5.0;2.0;0.263405375021113;1.0;0.0;0.4960243900715961;False;4.89;0.0;0.0;0.43346007604562736;0.0;0.0;0.0;6.0;3.0;0.6;1.0;0.0;10.0;0.0;0.0;0.0;4.0;0.0;0.0;526.0;761.0;2.0;3.0;0.07490144546649145;4.6475800154489;1.0;1.0;6.0;0.0;3.0;1.0;0.40824829046386296;0.0;0.0;0.0;6.0;0.0;0.9250985545335084;0.0;1.0;0.0;5.0;0.0;1.0;0.0;5.0;0.0
2.0;0.0;0.0;717.0;0.0;1.0;0.0;0.18181818181818185;1.0;2.0;0.0;2.0;0.0;14.0;1.56;0.0;21.0;0.0;0.0;0.0;0.0;0.09090909090909093;2.0;1.0;0.0;0.0;786.0;1.0;0.0;1.17;0.0;0.0;3.0;2.0;2.0;0.0;0.0;21.0;2.0;0.0;1.0;0.0;0.0;False;4.08;0.0;0.0;0.0;0.0;0.0;0.0;22.0;6.0;0.952380952;1.0;0.0;10.0;0.0;0.0;0.0;1.4090909090909092;0.0;0.0;786.0;717.0;2.0;6.0;0.0;1.918806447200493;1.0;1.0;22.0;0.0;20.0;0.0;0.3947710169758613;0.0;0.0;0.0;22.0;0.4264014327112209;1.0;0.0;1.0;0.0;21.0;0.0;1.0;1.0;21.0;1.0
0.0;0.0;0.0;717.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.56;0.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;786.0;0.0;0.0;1.17;0.0;0.0;3.0;0.0;0.0;0.0;0.0;21.0;0.0;0.0;1.0;0.0;0.0;False;4.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.952380952;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;786.0;717.0;0.0;6.0;0.0;0.0;0.0;1.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;21.0;0.0;1.0;1.0;21.0;1.0
0.0;2.0;0.0;717.0;0.0;1.0;0.0;0.0;1.0;2.0;0.0;2.0;0.0;0.0;1.56;2.0;21.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;786.0;1.0;0.0;1.17;0.0;0.0;3.0;0.0;0.0;0.0;0.0;21.0;0.0;0.0;1.0;0.0;0.0;False;4.08;0.0;0.0;0.0;2.0;0.0;0.0;1.0;6.0;0.952380952;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;786.0;717.0;0.0;6.0;0.0;0.0;0.0;1.0;1.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;2.0;21.0;0.0;1.0;1.0;21.0;1.0
0.0;0.0;0.0;717.0;0.0;1.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;1.56;0.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;786.0;1.0;0.0;1.17;0.0;0.0;3.0;0.0;0.0;0.0;0.0;21.0;0.0;0.0;1.0;0.0;0.0;False;4.08;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.0;0.952380952;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;786.0;717.0;0.0;6.0;0.0;0.0;0.0;1.0;1.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;21.0;0.0;1.0;1.0;21.0;1.0
0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.2857142857142857;1.0;6.0;0.0;0.0;0.0;0.0;1.62;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;804.0;1.0;0.0;1.42;0.0;0.0;5.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;False;3.33;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;804.0;6.0;0.0;0.0;0.0;0.0;2.0;0.0;7.0;0.0;2.0;0.0;0.7559289460184545;0.0;0.0;0.0;7.0;0.0;1.0;0.0;1.0;0.0;2.0;0.0;1.0;1.0;2.0;1.0
0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;1.0;1.62;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;804.0;0.0;0.0;1.42;0.0;0.0;5.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;False;3.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;804.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;1.0;1.0;2.0;1.0
0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;1.0;1.62;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;804.0;0.0;0.0;1.42;0.0;0.0;5.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;False;3.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;804.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;1.0;1.0;2.0;1.0
0.0;0.0;0.0;6.0;0.0;0.0;0.0;1.0;4.0;1.0;0.0;0.0;0.0;0.0;1.79;0.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;720.0;4.0;0.0;1.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;False;4.67;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;4.0;1.0;4.0;0.0;0.0;0.0;4.0;0.0;0.0;720.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;4.0;0.0;2.0;0.0;1.0;1.0;2.0;1.0
0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.79;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;720.0;1.0;0.0;1.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;False;4.67;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;720.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;1.0;0.0;2.0;0.0;1.0;1.0;2.0;1.0
