MHF;Bugged;AIF;Aa;AHF;MIF
1.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.666666667;False;0.0;1.0;0.0;0.0
1.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.5;False;0.0;2.0;0.0;0.0
0.230769231;False;0.0;3.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.5;False;0.0;1.0;0.0;0.0
1.0;False;0.0;0.0;0.0;0.0
0.5;False;0.0;3.0;0.0;0.0
1.0;False;0.0;2.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
1.0;False;0.0;1.0;0.0;0.0
0.181818182;False;0.0;4.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.833333333;False;0.0;4.0;0.0;0.0
0.8;False;0.0;1.0;0.0;0.0
0.666666667;False;0.0;1.0;0.0;0.0
0.7142857140000001;False;0.0;6.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.5;False;0.0;5.0;0.8;0.0
0.0;False;0.0;0.0;0.0;0.0
1.0;False;0.0;0.0;0.0;0.0
1.0;False;0.0;5.0;0.0;0.0
0.636363636;False;0.0;5.0;0.0;0.0
0.636363636;False;0.0;5.0;0.0;0.0
1.0;False;0.0;1.0;0.0;0.0
1.0;False;0.0;3.0;0.0;0.0
1.0;False;0.0;8.0;0.0;0.0
1.0;False;0.0;2.0;0.0;0.0
0.0;False;0.0;3.0;0.0;0.0
0.833333333;False;0.0;5.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.75;False;0.0;0.0;0.0;0.0
1.0;False;0.0;1.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;2.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
1.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;True;0.0;0.0;0.0;0.0
1.0;False;0.0;0.0;0.0;0.0
0.2;False;0.0;4.0;0.0;0.0
0.666666667;False;0.0;4.0;0.0;0.0
0.588235294;False;0.0;4.0;0.0;0.0
0.588235294;False;0.0;4.0;0.0;0.0
1.0;False;0.0;1.0;1.0;0.0
1.0;False;0.0;1.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;True;0.0;0.0;0.0;0.0
0.5;False;0.0;0.0;0.0;0.0
1.0;False;0.0;2.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.666666667;False;0.0;1.0;1.0;0.0
1.0;False;0.0;3.0;0.333333333;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;True;0.0;0.0;0.0;0.0
1.0;False;0.0;0.0;0.0;0.0
0.666666667;False;0.0;3.0;0.0;0.0
1.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.5;False;0.0;0.0;0.0;0.0
0.75;False;0.0;4.0;0.25;0.0
0.75;False;0.0;6.0;0.666666667;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.5;False;0.0;0.0;0.0;0.0
0.75;False;0.0;4.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
1.0;False;0.0;1.0;0.0;0.0
1.0;False;0.0;1.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
1.0;False;0.0;2.0;0.5;0.0
0.8;False;0.0;3.0;0.666666667;0.0
1.0;False;0.0;5.0;0.4;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
1.0;False;0.0;1.0;1.0;0.0
1.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
1.0;False;0.0;1.0;1.0;0.0
1.0;False;0.0;1.0;1.0;0.0
1.0;False;0.0;1.0;1.0;0.0
1.0;False;0.0;1.0;1.0;0.0
1.0;False;0.0;1.0;1.0;0.0
1.0;False;0.0;1.0;1.0;0.0
1.0;False;0.0;1.0;1.0;0.0
1.0;False;0.0;1.0;1.0;0.0
1.0;False;0.0;1.0;1.0;0.0
1.0;False;0.0;0.0;0.0;0.0
1.0;False;0.0;0.0;0.0;0.0
1.0;False;0.0;1.0;0.0;0.0
1.0;False;0.0;1.0;0.0;0.0
1.0;False;0.0;1.0;0.0;0.0
1.0;False;0.0;1.0;0.0;0.0
1.0;False;0.0;1.0;0.0;0.0
0.666666667;False;0.0;0.0;0.0;0.0
1.0;False;0.0;0.0;0.0;0.0
0.5;False;0.0;4.0;0.0;0.0
1.0;False;0.0;0.0;0.0;0.0
0.666666667;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
1.0;False;0.0;1.0;1.0;0.0
0.0;False;0.0;0.0;0.0;0.0
1.0;False;0.0;2.0;0.5;0.0
1.0;False;0.0;4.0;0.5;0.0
0.8;False;0.0;3.0;0.0;0.0
1.0;False;0.0;4.0;0.5;0.0
0.8;False;0.0;4.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
1.0;False;0.0;1.0;1.0;0.0
0.8;False;0.0;1.0;0.0;0.0
1.0;False;0.0;1.0;1.0;0.0
0.571428571;False;0.0;3.0;0.0;0.0
1.0;False;0.0;4.0;0.5;0.0
1.0;False;0.0;1.0;1.0;0.0
0.8;False;0.0;1.0;0.0;0.0
1.0;False;0.0;1.0;1.0;0.0
0.8;False;0.0;3.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.5;False;0.0;1.0;0.0;0.0
1.0;False;0.0;2.0;1.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.5;False;0.0;1.0;0.0;0.0
0.7142857140000001;False;0.0;7.0;0.857142857;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.5;False;0.0;3.0;0.0;0.0
0.6;False;0.0;5.0;0.8;0.0
1.0;False;0.0;1.0;0.0;0.0
0.5;False;0.0;9.0;1.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.5;False;0.0;1.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.333333333;False;0.0;1.0;0.0;0.0
0.333333333;False;0.0;1.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.625;False;0.0;2.0;0.5;0.0
0.0;False;0.0;0.0;0.0;0.0
1.0;False;0.0;0.0;0.0;0.0
1.0;False;0.0;2.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
1.0;False;0.0;3.0;0.0;0.0
1.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
1.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
1.0;False;0.0;3.0;0.0;0.0
1.0;False;0.0;1.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
1.0;False;0.0;3.0;0.0;0.0
0.666666667;False;0.0;2.0;0.0;0.0
0.666666667;False;0.0;2.0;0.0;0.0
0.666666667;False;0.0;2.0;0.0;0.0
1.0;False;0.0;9.0;0.0;0.0
1.0;False;0.0;9.0;0.0;0.0
1.0;False;0.0;9.0;0.0;0.0
1.0;False;0.0;4.0;0.0;0.0
1.0;False;0.0;1.0;0.0;0.0
1.0;False;0.0;0.0;0.0;0.0
1.0;False;0.0;2.0;0.0;0.0
1.0;False;0.0;3.0;0.0;0.0
1.0;False;0.0;2.0;0.0;0.0
1.0;False;0.0;1.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
1.0;False;0.0;2.0;0.0;0.0
0.166666667;False;0.0;1.0;0.0;0.0
0.625;False;0.0;9.0;0.0;0.0
0.625;False;0.0;9.0;0.0;0.0
1.0;False;0.0;1.0;0.0;0.0
0.6;False;0.0;19.0;0.052631579000000005;0.0
1.0;False;0.0;3.0;0.0;0.0
0.92;False;0.0;6.0;0.0;0.0
0.92;False;0.0;6.0;0.0;0.0
1.0;False;0.0;2.0;0.0;0.0
1.0;False;0.0;1.0;0.0;0.0
0.875;False;0.0;6.0;0.0;0.0
0.166666667;False;0.0;1.0;0.0;0.0
0.5;False;0.0;5.0;0.0;0.0
0.666666667;False;0.0;3.0;0.0;0.0
1.0;False;0.0;0.0;0.0;0.0
1.0;False;0.0;0.0;0.0;0.0
0.6;False;0.0;8.0;0.0;0.0
1.0;False;0.0;2.0;1.0;0.0
0.75;False;0.0;5.0;0.0;0.0
0.5;False;0.0;4.0;0.0;0.0
1.0;False;0.0;2.0;0.0;0.0
1.0;False;0.0;2.0;0.0;0.0
1.0;False;0.0;2.0;0.5;0.0
0.5;False;0.0;0.0;0.0;0.0
0.166666667;False;0.0;13.0;0.0;0.0
0.166666667;False;0.0;13.0;0.0;0.0
1.0;False;0.0;1.0;1.0;0.0
1.0;False;0.0;2.0;0.0;0.0
1.0;False;0.0;1.0;1.0;0.0
1.0;False;0.0;1.0;0.0;0.0
1.0;False;0.0;1.0;1.0;0.0
1.0;False;0.0;1.0;0.0;0.0
1.0;False;0.0;1.0;1.0;0.0
1.0;False;0.0;1.0;0.0;0.0
0.5;False;0.0;4.0;0.0;0.0
1.0;False;0.0;2.0;0.0;0.0
1.0;False;0.0;2.0;0.0;0.0
0.666666667;False;0.0;7.0;0.0;0.0
1.0;False;0.0;4.0;0.0;0.0
1.0;False;0.0;2.0;0.0;0.0
1.0;False;0.0;2.0;0.0;0.0
0.12;True;0.0;15.0;0.0;0.0
0.12;True;0.0;15.0;0.0;0.0
0.12;True;0.0;15.0;0.0;0.0
0.12;True;0.0;15.0;0.0;0.0
0.12;True;0.0;15.0;0.0;0.0
0.12;True;0.0;15.0;0.0;0.0
0.5;False;0.0;4.0;0.0;0.0
1.0;False;0.0;2.0;0.0;0.0
1.0;False;0.0;2.0;0.0;0.0
0.076923077;False;0.0;15.0;0.0;0.0
0.076923077;False;0.0;15.0;0.0;0.0
0.076923077;False;0.0;15.0;0.0;0.0
0.076923077;False;0.0;15.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.25;False;0.0;4.0;0.0;0.0
0.222222222;False;0.0;1.0;0.0;0.0
1.0;False;0.0;1.0;0.0;0.0
1.0;False;0.0;2.0;0.0;0.0
1.0;False;0.0;2.0;0.0;0.0
0.916666667;False;0.0;2.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
1.0;False;0.0;2.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
1.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
1.0;False;0.0;1.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;True;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
1.0;False;0.0;3.0;0.0;0.0
0.75;False;0.0;2.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
1.0;False;0.0;1.0;0.0;0.0
0.4;False;0.0;6.0;0.833333333;0.0
0.230769231;False;0.0;7.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
1.0;False;0.0;6.0;0.333333333;0.0
0.0;False;0.0;0.0;0.0;0.0
0.75;False;0.0;3.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
1.0;False;0.0;1.0;0.0;0.0
1.0;False;0.0;4.0;0.0;0.0
1.0;False;0.0;1.0;0.0;0.0
1.0;False;0.0;1.0;0.0;0.0
1.0;False;0.0;1.0;0.0;0.0
0.222222222;False;0.0;12.0;0.4166666670000001;0.0
0.5;False;0.0;3.0;0.0;0.0
0.666666667;False;0.0;9.0;0.0;0.0
1.0;False;0.0;3.0;0.0;0.0
0.75;False;0.0;5.0;0.4;0.0
0.444444444;False;0.0;16.0;0.4375;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
1.0;False;0.0;4.0;0.0;0.0
0.75;False;0.0;12.0;0.25;0.0
0.857142857;False;0.0;7.0;0.14285714300000002;0.0
0.666666667;False;0.0;7.0;0.28571428600000004;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
1.0;False;0.0;3.0;0.0;0.0
0.833333333;False;0.0;4.0;0.0;0.0
1.0;False;0.0;1.0;1.0;0.0
0.333333333;False;0.0;4.0;1.0;0.0
1.0;False;0.0;2.0;1.0;0.0
1.0;False;0.0;4.0;0.0;0.0
0.75;False;0.0;2.0;0.5;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.666666667;False;0.0;1.0;0.0;0.0
1.0;False;0.0;9.0;0.0;0.0
0.333333333;False;0.0;2.0;0.5;0.0
0.666666667;False;0.0;2.0;0.5;0.0
0.666666667;False;0.0;2.0;0.5;0.0
0.75;False;0.0;3.0;0.0;0.0
0.75;False;0.0;3.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.857142857;False;0.0;3.0;0.0;0.0
0.688888889;True;0.0;35.0;0.028571429;0.0
0.688888889;True;0.0;35.0;0.028571429;0.0
0.5;False;0.0;9.0;0.222222222;0.0
1.0;False;0.0;1.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.8;False;0.0;20.0;0.0;0.0
1.0;False;0.0;5.0;0.0;0.0
1.0;False;0.0;3.0;0.0;0.0
1.0;False;0.0;3.0;0.0;0.0
0.75;False;0.0;4.0;0.75;0.0
0.75;False;0.0;4.0;0.75;0.0
1.0;False;0.0;3.0;0.0;0.0
1.0;False;0.0;3.0;0.0;0.0
0.75;False;0.0;4.0;0.75;0.0
0.75;False;0.0;4.0;0.75;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
1.0;False;0.0;2.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.363636364;False;0.0;14.0;0.071428571;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.75;False;0.0;13.0;0.923076923;0.0
0.25;False;0.0;0.0;0.0;0.0
0.533333333;False;0.0;8.0;0.0;0.0
0.533333333;False;0.0;8.0;0.0;0.0
0.533333333;False;0.0;8.0;0.0;0.0
0.533333333;False;0.0;8.0;0.0;0.0
0.222222222;False;0.0;7.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.29787234;True;0.0;12.0;0.0;0.0
0.29787234;True;0.0;12.0;0.0;0.0
0.29787234;True;0.0;12.0;0.0;0.0
0.29787234;True;0.0;12.0;0.0;0.0
0.7333333329999999;False;0.0;8.0;0.25;0.0
0.7333333329999999;False;0.0;8.0;0.25;0.0
0.9;False;0.0;107.0;0.7009345790000001;0.0
1.0;False;0.0;7.0;0.14285714300000002;0.0
0.0;False;0.0;0.0;0.0;0.0
0.179487179;False;0.0;7.0;0.0;0.0
0.179487179;False;0.0;7.0;0.0;0.0
0.179487179;False;0.0;7.0;0.0;0.0
0.179487179;False;0.0;7.0;0.0;0.0
0.179487179;False;0.0;7.0;0.0;0.0
0.179487179;False;0.0;7.0;0.0;0.0
0.179487179;False;0.0;7.0;0.0;0.0
0.179487179;False;0.0;7.0;0.0;0.0
0.384615385;False;0.0;8.0;0.0;0.0
1.0;False;0.0;1.0;0.0;0.0
0.6;False;0.0;1.0;1.0;0.0
0.3125;False;0.0;11.0;0.0;0.0
0.6;False;0.0;2.0;0.0;0.0
0.928571429;False;0.0;5.0;0.0;0.0
0.75;False;0.0;3.0;0.0;0.0
1.0;False;0.0;2.0;0.0;0.0
0.857142857;False;0.0;3.0;0.0;0.0
0.941176471;False;0.0;5.0;0.0;0.0
0.857142857;False;0.0;3.0;0.0;0.0
0.333333333;False;0.0;0.0;0.0;0.0
1.0;False;0.0;0.0;0.0;0.0
1.0;False;0.0;1.0;0.0;0.0
0.0;False;0.0;1.0;0.0;0.0
0.0;False;0.0;1.0;0.0;0.0
0.0;False;0.0;0.0;0.0;0.0
0.666666667;False;0.0;2.0;0.0;0.0
1.0;False;0.0;3.0;0.0;0.0
0.333333333;False;0.0;3.0;0.0;0.0
0.5;False;0.0;0.0;0.0;0.0
1.0;False;0.0;0.0;0.0;0.0
