blamemerge_blamegetDistinctOperandsCnt_mean;blamemerge_blamegetDistinctOperandsCnt_std;blame_merge_blame_getDistinctOperandsCnt_max;NVAR_count;blamemerge_blamegetDistinctOperandsCnt_count;Fout_50%;IOVars_max;blame_merge_blame_getDistinctOperatorsCnt_max;VG_std;NOP_std;NVAR_min;NBD_mean;NCOMP_mean;NVAR_mean;blame_merge_blame_getDistinctOperandsCnt_min;IOVars_min;Si_mean;blame_merge_blame_getDistinctOperatorsCnt_mean;NVAR_75%;blame_merge_blame_getDistinctOperatorsCnt_count;Fout_std;Difficulty;NOP_50%;NVAR_std;NOP_mean;blame_merge_blame_getDifficulty_mean;NBD_75%;blame_merge_blame_getDifficulty_count;blamemerge_blamegetDistinctOperatorsCnt_std;VG_25%;Fout_25%;Di_min;Si_std;NCOMP_max;Fin_75%;Si_25%;Fin_std;NCOMP_75%;blamemerge_blamegetDifficulty_count;VG_mean;VG_min;Ci_max;NOP_25%;Fout_75%;Si_min;NBD_count;Fout_count;blame_merge_blame_getDifficulty_std;MCLC_max;blame_merge_blame_getDistinctOperandsCnt_mean;Fin_count;MCLC_50%;blame_merge_blame_getDifficulty_max;blame_merge_blame_getDifficulty_min;Di_max;Ci_50%;NOP_min;NCOMP_50%;Fout_min;NBD_min;Ci_std;NBD_25%;Fin_min;Bugged;NBD_std;NumberOfDistinctOperands;Fout_max;NVAR_25%;blamemerge_blamegetDifficulty_max;Fin_mean;Di_25%;blame_merge_blame_getDistinctOperandsCnt_std;MCLC_25%;IOVars_75%;Si_count;NumberOfDistinctOperators;Di_mean;blame_merge_blame_getDistinctOperatorsCnt_min;blamemerge_blamegetDifficulty_mean;Di_75%;Si_max;NCOMP_std;VG_50%;MCLC_count;Si_50%;IOVars_std;Ci_mean;blamemerge_blamegetDistinctOperatorsCnt_count;Fin_50%;ClRCi;IOVars_mean;IOVars_50%;NBD_50%;blame_merge_blame_getDistinctOperatorsCnt_std;ClTCi;Ci_count;VG_75%;Fin_25%;NBD_max;NOP_max;blamemerge_blamegetDistinctOperandsCnt_max;IOVars_count;NOP_75%;Di_std;Si_75%;MCLC_75%;NOP_count;blame_merge_blame_getDistinctOperandsCnt_count;blamemerge_blamegetDifficulty_std;Ci_min;Di_count;MCLC_std;MCLC_mean;blamemerge_blamegetDistinctOperatorsCnt_max;Di_50%;Fin_max;Fout_mean;NVAR_50%;NCOMP_min;NVAR_max;Ci_75%;Ci_25%;IOVars_25%;NCOMP_count;NCOMP_25%;VG_max;NOPa;MCLC_min;VG_count;blamemerge_blamegetDistinctOperatorsCnt_mean
1.4279411764705885;2.486034370040698;0.0;13.0;680.0;0.0;8.0;0.0;5.800088416655874;2.4019223070763074;0.0;2.0;4.153846153846153;2.3076923076923075;0.0;0.0;0.0;0.0;2.0;0.0;0.0;76.51490066225165;0.0;4.230536124114283;1.4615384615384617;0.0;3.0;0.0;2.1113341655841418;1.0;0.0;0.0;0.0;21.0;0.0;0.0;0.0;4.0;680.0;4.153846153846153;1.0;8.0;0.0;0.0;0.0;13.0;13.0;0.0;35.0;0.0;13.0;0.0;0.0;0.0;8.0;1.0;0.0;0.0;0.0;1.0;2.215909838025097;1.0;0.0;False;1.5811388300841898;302.0;0.0;0.0;7.7;0.0;1.0;0.0;0.0;3.0;13.0;45.0;2.0769230769230766;0.0;0.8255888596697422;3.0;0.0;7.403221751892369;1.0;13.0;0.0;2.215909838025097;2.0769230769230766;680.0;0.0;2.076923077;2.0769230769230766;1.0;1.0;0.0;27.0;13.0;3.0;0.0;6.0;8.0;17.0;13.0;2.0;2.215909838025097;0.0;6.0;13.0;0.0;1.2409865723636375;0.0;13.0;11.310875184347914;6.461538461538463;11.0;1.0;0.0;0.0;0.0;0.0;14.0;3.0;1.0;1.0;13.0;0.0;20.0;0.0;0.0;13.0;1.8
1.3131313131313131;2.2481124265883397;0.0;8.0;99.0;0.0;4.0;0.0;0.3535533905932738;1.6420805617960927;0.0;1.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.97142857142857;0.0;0.0;0.875;0.0;1.0;0.0;2.1739921830485724;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;99.0;1.125;1.0;4.0;0.0;0.0;0.0;8.0;8.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;1.0;1.5059406173077154;1.0;0.0;False;0.7071067811865476;70.0;0.0;0.0;5.5;0.0;1.0;0.0;0.0;1.75;8.0;24.0;1.625;0.0;0.7128727753727754;1.75;0.0;0.0;1.0;8.0;0.0;1.5059406173077154;1.625;99.0;0.0;1.625;1.625;1.0;1.0;0.0;13.0;8.0;1.0;0.0;3.0;4.0;8.0;8.0;0.75;1.5059406173077154;0.0;0.0;8.0;0.0;1.2009383984313282;0.0;8.0;0.0;0.0;11.0;1.0;0.0;0.0;0.0;0.0;0.0;1.75;1.0;1.0;8.0;0.0;2.0;0.0;0.0;8.0;1.6262626262626263
0.7727272727272727;1.5751443850871931;0.0;16.0;198.0;0.0;4.0;0.0;1.2632629707758134;0.8139410298049853;0.0;1.25;1.25;0.3125;0.0;0.0;0.1875;0.0;0.0;0.0;0.4031128874149275;41.579365079365076;0.0;0.7932002689527196;0.4375;0.0;1.0;0.0;1.7411888774241613;1.0;0.0;0.0;0.4031128874149275;14.0;0.0;0.0;0.4031128874149275;0.25;198.0;1.4375;1.0;4.0;0.0;0.0;0.0;16.0;16.0;0.0;14.0;0.0;16.0;0.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;1.0;0.8539125638299665;1.0;0.0;False;0.5773502691896257;63.0;1.0;0.0;6.0;0.1875;0.875;0.0;0.0;1.0;16.0;31.0;1.125;0.0;0.6639309764309763;1.0;1.0;3.5496478698597698;1.0;16.0;0.0;0.9105858919765156;1.3125;198.0;0.0;1.294117647;1.1875;1.0;1.0;0.0;22.0;16.0;1.0;0.0;3.0;3.0;10.0;16.0;1.0;0.939858145324779;0.0;0.5;16.0;0.0;1.1764311677475592;0.0;16.0;3.7765725201563383;1.5625;7.0;1.0;1.0;0.1875;0.0;0.0;3.0;1.5;1.0;1.0;16.0;0.0;6.0;0.0;0.0;16.0;1.4646464646464648
1.3322033898305086;2.1895267619933465;0.0;5.0;295.0;0.0;2.0;0.0;7.602631123499285;0.4472135954999581;0.0;2.4;2.4;2.6;0.0;1.0;0.2;0.0;0.0;0.0;0.4472135954999579;61.93700787401575;0.0;5.813776741499453;0.2;0.0;3.0;0.0;2.055704142222444;1.0;0.0;0.5;0.4472135954999579;11.0;0.0;0.0;0.8944271909999159;1.0;295.0;4.4;1.0;2.0;0.0;0.0;0.0;5.0;5.0;0.0;24.0;0.0;5.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;1.0;0.4472135954999579;1.0;0.0;False;2.1908902300206643;127.0;1.0;0.0;5.0;0.4;1.0;0.0;0.0;1.0;5.0;38.0;1.1;0.0;0.765367231638418;1.0;1.0;4.8270073544588685;1.0;5.0;0.0;0.4472135954999579;1.3;295.0;0.0;1.25;1.2;1.0;1.0;0.0;7.5;5.0;1.0;0.0;6.0;1.0;11.0;5.0;0.0;0.5477225575051661;0.0;1.0;5.0;0.0;1.1619190763087075;1.0;5.0;10.63014581273465;5.0;10.0;1.0;2.0;0.2;0.0;0.0;13.0;1.5;1.0;1.0;5.0;0.0;18.0;0.0;0.0;5.0;1.6576271186440683
0.6530612244897959;1.4937511563198211;0.0;1.0;49.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;14.166666666666664;2.0;0.0;2.0;0.0;1.0;0.0;1.4510141890659611;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;49.0;1.0;1.0;3.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;3.0;2.0;0.0;0.0;1.0;0.0;1.0;0.0;False;0.0;21.0;0.0;0.0;4.0;0.0;3.0;0.0;0.0;3.0;1.0;17.0;3.0;0.0;0.3821428571428572;3.0;0.0;0.0;1.0;1.0;0.0;0.0;3.0;49.0;0.0;2.5;3.0;3.0;1.0;0.0;5.0;1.0;1.0;0.0;1.0;2.0;6.0;1.0;2.0;0.0;0.0;0.0;1.0;0.0;0.9472548055653592;3.0;1.0;0.0;0.0;6.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;3.0;1.0;0.0;1.0;0.0;0.0;1.0;0.7551020408163265
1.9152923538230884;2.708856862841289;0.0;19.0;1334.0;0.0;5.0;0.0;5.053514786354785;1.242521488394791;0.0;2.526315789473684;5.368421052631579;2.9473684210526314;0.0;0.0;0.5263157894736842;0.0;4.0;0.0;0.7132825035177587;127.23809523809523;1.0;3.2399191384032737;1.1052631578947372;0.0;3.0;0.0;2.357751367192174;1.0;0.0;0.0;2.064741604835056;25.0;0.0;0.0;0.5353033790313106;9.0;1334.0;4.7368421052631575;1.0;9.25;0.0;0.0;0.0;19.0;19.0;0.0;29.0;0.0;19.0;7.0;0.0;0.0;5.0;1.0;0.0;3.0;0.0;1.0;2.1406159959472557;1.0;0.0;False;1.3485968449808854;525.0;3.0;0.0;6.75;0.21052631578947367;1.0;0.0;0.0;2.0;19.0;50.0;1.5394736842105263;0.0;1.0787894351696332;2.0;9.0;6.465382400959999;3.0;19.0;0.0;1.3045130838611438;2.0657894736842106;1334.0;0.0;2.154761905;1.5789473684210529;1.0;3.0;0.0;45.25;19.0;5.5;0.0;5.0;4.0;19.0;19.0;2.0;1.3340184643241992;0.0;12.5;19.0;0.0;1.3997197580335177;0.0;19.0;8.819502578433443;8.315789473684209;10.0;1.0;2.0;0.21052631578947367;3.0;0.0;12.0;2.5;1.0;1.0;19.0;0.0;18.0;0.0;0.0;19.0;2.315592203898051
1.3636363636363635;3.1029056306620086;0.0;0.0;110.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.734177215189874;0.0;0.0;0.0;0.0;0.0;0.0;1.7815662534025276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;79.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;21.0;0.0;0.0;0.6392316017316019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0713661016005656;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3818181818181818
1.6052631578947367;2.689272102895021;0.0;2.0;114.0;0.0;2.0;0.0;0.7071067811865476;0.0;0.0;2.0;0.0;1.0;0.0;2.0;0.0;0.0;1.5;0.0;0.0;30.735294117647058;1.0;1.4142135623730951;1.0;0.0;2.5;0.0;1.8076456161255456;1.25;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;114.0;1.5;1.0;2.0;1.0;0.0;0.0;2.0;2.0;0.0;2.0;0.0;2.0;1.0;0.0;0.0;2.0;2.0;1.0;0.0;0.0;1.0;0.0;1.5;0.0;False;1.4142135623730951;68.0;0.0;0.5;4.666666666666667;0.0;2.0;0.0;0.5;2.0;2.0;22.0;2.0;0.0;0.6583228905597327;2.0;0.0;0.0;1.5;2.0;0.0;0.0;2.0;114.0;0.0;1.666666667;2.0;2.0;2.0;0.0;5.0;2.0;1.75;0.0;3.0;1.0;9.0;2.0;1.0;0.0;0.0;1.5;2.0;0.0;1.1213152788393532;2.0;2.0;1.4142135623730951;1.0;8.0;2.0;0.0;0.0;1.0;0.0;2.0;2.0;2.0;2.0;2.0;0.0;2.0;0.0;0.0;2.0;1.3947368421052628
1.4428571428571428;2.151074650775539;0.0;0.0;70.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.839622641509433;0.0;0.0;0.0;0.0;0.0;0.0;2.2307840584709115;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;53.0;0.0;0.0;5.25;0.0;0.0;0.0;0.0;0.0;0.0;17.0;0.0;0.0;0.7378571428571429;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.283745530855597;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.457142857142857
0.8367346938775511;1.885768397492012;0.0;1.0;49.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;10.25;0.0;0.0;0.0;0.0;1.0;0.0;1.106566670344976;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;49.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;False;0.0;28.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;1.0;1.0;14.0;1.0;0.0;0.2959183673469388;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;49.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;9.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.5582559089377789;1.0;1.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.6734693877551021
