Ait;Ai;Average Statements per Method;Average Complexity*;blame_merge_priorityMajor_max;NF;NumberOfMathOperations_min;Maximum Depth_min;PMR;NumberOfMathOperations_std;blamemerge_priorityMajor_std;Ao;blamemerge_priorityMinor_min;NumberOfMathOperations_mean;blame_merge_priorityMinor_min;Maximum Depth_count;HMi;NumberOfMathOperations_25%;Maximum Depth_mean;Ma;issues_priorityMinor_max;issues_priorityMinor_mean;Md;Mit;issues_priorityMajor_mean;NM;NumberOfMathOperations_max;NumberOfModifiers_mean;Average Block Depth;Bugged;Maximum Depth_std;issues_priorityMinor_min;blame_merge_priorityMinor_mean;blamemerge_priorityMajor_count;issues_priorityMajor_min;MaxNumberOfNestedBlocks_max;blamemerge_priorityMajor_max;issues_priorityMajor_max;issues_priorityMajor_count;NMA;Mi;blamemerge_priorityMinor_std;Maximum Depth_75%;Maximum Block Depth;Maximum Depth_25%;NumberOfMathOperations_count;MaxNumberOfNestedBlocks_75%;blame_merge_priorityMinor_count;SIX;Maximum Depth_max;blamemerge_priorityMinor_max;HMd;issues_priorityMajor_std;blame_merge_priorityMajor_count;blamemerge_priorityMajor_mean;Ad;NMI;blame_merge_priorityMinor_max;NumberOfModifiers_min;issues_priorityMinor_count;blame_merge_priorityMinor_std;NumberOfModifiers_max;Maximum Complexity*;MaxNumberOfNestedBlocks_count;NumberOfModifiers_50%;Mo;blamemerge_priorityMajor_min;MaxNumberOfNestedBlocks_std;blame_merge_priorityMajor_std;MaxNumberOfNestedBlocks_25%;NumberOfModifiers_25%;NumberOfModifiers_75%;NumberOfMathOperations_50%;blamemerge_priorityMinor_mean;blamemerge_priorityMinor_count;PMd;issues_priorityMinor_std;blame_merge_priorityMajor_min;blame_merge_priorityMajor_mean;MaxNumberOfNestedBlocks_50%;PMi;Av;Maximum Depth_50%;NumberOfMathOperations_75%;NOPa;MaxNumberOfNestedBlocks_min;NumberOfModifiers_std;NumberOfModifiers_count;MaxNumberOfNestedBlocks_mean
0.0;0.0;15.42;2.17;0.0;0.0;0.0;2.0;0.0;0.621581560508061;0.2834671209426156;0.0;0.0;0.25;0.0;10.0;0.0;0.0;2.5;0.0;1.0;0.011952191235059759;0.0;0.0;0.9760956175298804;0.0;2.0;1.0;2.17;False;0.97182531580755;0.0;0.0;1431.0;0.0;2.0;1.0;1.0;251.0;0.0;0.0;0.0;2.75;5.0;2.0;12.0;1.0;0.0;0.0;5.0;0.0;0.0;0.1530565085865907;0.0;0.9119496855345912;0.0;0.0;0.0;1.0;251.0;0.0;1.0;7.0;12.0;1.0;0.0;0.0;0.6741998624632421;0.0;0.0;1.0;1.0;0.0;0.0;1431.0;0.0;0.10888789512695744;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;12.0;0.5
0.0;0.0;14.0;1.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.53;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0
0.0;0.0;2.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;False;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;2.0;2.0;2.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0
0.0;0.0;13.0;1.25;0.0;0.0;0.0;2.0;0.0;2.2096047024697585;0.18998598515736104;0.0;0.0;1.4117647058823528;0.0;14.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;8.0;1.0;1.88;False;0.0;0.0;0.0;1521.0;1.0;1.0;1.0;1.0;4.0;0.0;0.0;0.18998598515736104;2.0;3.0;2.0;17.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.9625246548323472;0.0;0.0;0.0;1.0;4.0;0.0;1.0;3.0;17.0;1.0;0.0;0.0;0.24253562503633302;0.0;0.0;1.0;1.0;1.0;0.037475345167652864;1521.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;17.0;0.05882352941176471
0.0;0.0;6.75;1.5;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.91;True;0.0;0.0;0.0;1450.0;1.0;1.0;1.0;1.0;245.0;0.0;0.0;0.0;2.0;3.0;2.0;8.0;0.25;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;245.0;0.0;1.0;4.0;8.0;1.0;0.0;1.0;0.4629100498862757;0.0;0.0;1.0;1.0;0.0;0.0;1450.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;8.0;0.25
0.0;0.0;8.62;1.31;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0;2.090909090909091;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.93;False;0.30151134457776363;0.0;0.0;1160.0;1.0;1.0;1.0;1.0;245.0;0.0;0.0;0.0;2.0;3.0;2.0;13.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;245.0;0.0;1.0;3.0;13.0;1.0;0.0;1.0;0.4385290096535146;0.0;0.0;1.0;1.0;0.0;0.0;1160.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;13.0;0.2307692307692308
0.0;0.0;5.4;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.89;False;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;11.0;0.0;0.0;0.0;3.0;3.0;3.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;5.4;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.89;False;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;11.0;0.0;0.0;0.0;2.0;3.0;2.0;8.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;11.0;0.0;1.0;1.0;8.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;8.0;0.0
0.0;0.0;5.4;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.89;False;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;11.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;8.22;1.22;0.0;0.0;0.0;2.0;0.0;0.0;0.20977169010617025;0.0;0.0;0.0;0.0;7.0;0.0;0.0;2.0;0.0;1.0;0.008097165991902834;0.0;0.0;0.9919028340080972;0.0;0.0;1.0;1.85;False;0.0;0.0;0.0;608.0;0.0;1.0;1.0;1.0;247.0;0.0;0.0;0.20977169010617025;2.0;3.0;2.0;9.0;0.0;0.0;0.0;2.0;1.0;0.0;0.08980117306022603;0.0;0.9539473684210528;0.0;0.0;0.0;1.0;247.0;0.0;1.0;2.0;9.0;1.0;0.0;0.0;0.4409585518440984;0.0;0.0;1.0;1.0;0.0;0.046052631578947366;608.0;0.0;0.08980117306022603;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;9.0;0.2222222222222222
0.0;0.0;6.83;1.83;0.0;0.0;0.0;2.0;0.0;0.0;0.18771945113446645;0.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.9919028340080972;0.0;0.0;1.0;1.98;False;0.0;0.0;0.0;1204.0;0.0;1.0;1.0;1.0;247.0;0.0;0.0;0.0;2.0;3.0;2.0;6.0;1.0;0.0;0.0;2.0;0.0;0.0;0.08980117306022603;0.0;0.9634551495016612;0.0;0.0;0.0;1.0;247.0;0.0;1.0;3.0;6.0;1.0;0.0;0.0;0.5477225575051661;0.0;0.0;1.0;1.0;0.0;0.0;1204.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;2.0;0.0;0.0;0.0;0.0;6.0;0.5
0.0;0.0;5.9;1.1;0.0;0.0;0.0;2.0;0.0;0.9880869341680842;0.0;0.0;0.0;0.65;0.0;18.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;1.82;False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;2.0;20.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;2.0;20.0;1.0;0.0;0.0;0.30779350562554625;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;20.0;0.1
0.0;0.0;8.56;1.33;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.82;False;0.0;0.0;0.0;1305.0;1.0;1.0;1.0;1.0;245.0;0.0;0.0;0.0;2.0;3.0;2.0;9.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;245.0;0.0;1.0;3.0;9.0;1.0;0.0;1.0;0.4409585518440984;0.0;0.0;1.0;1.0;0.0;0.0;1305.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;9.0;0.2222222222222222
0.0;0.0;7.44;1.22;0.0;0.0;0.0;0.0;0.0;1.0137937550497031;0.0;0.0;0.0;0.4444444444444444;0.0;7.0;0.0;0.0;1.4285714285714286;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;1.0;1.91;False;0.9759000729485332;0.0;0.0;24.0;1.0;1.0;1.0;1.0;12.0;0.0;0.0;0.0;2.0;3.0;1.0;9.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;12.0;0.0;1.0;2.0;9.0;1.0;0.0;1.0;0.4409585518440984;0.0;0.0;1.0;1.0;0.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;9.0;0.2222222222222222
0.0;0.0;2.5;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.2;False;0.0;1.0;0.0;84.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;1.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;84.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0
0.0;0.0;7.94;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.82;False;0.0;0.0;0.0;1313.0;1.0;0.0;1.0;1.0;250.0;0.0;0.0;0.0;2.0;2.0;2.0;17.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;250.0;0.0;1.0;1.0;17.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1313.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;17.0;0.0
0.0;0.0;8.25;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.78;False;0.0;0.0;0.0;1305.0;1.0;0.0;1.0;1.0;245.0;0.0;0.0;0.0;2.0;2.0;2.0;8.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;245.0;0.0;1.0;1.0;8.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1305.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;8.0;0.0
0.0;0.0;6.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.87;False;0.0;1.0;0.0;99.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;2.0;2.0;2.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;99.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0
0.0;0.0;9.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0
0.0;0.0;6.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.18405922400991945;0.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.3333333333333333;1.3;False;0.0;0.0;0.0;58.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.18405922400991945;2.0;2.0;2.0;3.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.03448275862068965;0.0;0.0;0.0;1.0;1.0;0.0;2.0;1.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.5;0.0;0.9655172413793104;58.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.5773502691896257;3.0;0.0
0.0;0.0;25.0;1.0;0.0;0.0;0.0;2.0;0.0;5.560275772537426;0.3284854697415057;0.0;0.0;3.75;0.0;4.0;0.0;0.75;2.0;0.0;1.0;0.016129032258064516;0.0;0.0;0.9838709677419356;0.0;12.0;1.0;1.74;False;0.0;0.0;0.0;310.0;0.0;0.0;1.0;1.0;62.0;0.0;0.0;0.3284854697415057;2.0;2.0;2.0;4.0;0.0;0.0;0.0;2.0;1.0;0.0;0.12700012700019053;0.0;0.8774193548387097;0.0;0.0;0.0;1.0;62.0;0.0;1.0;1.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.5;0.12258064516129033;310.0;0.0;0.12700012700019053;0.0;0.0;0.0;0.0;0.0;2.0;4.5;0.0;0.0;0.0;4.0;0.0
0.0;0.0;7.0;1.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.94;False;0.0;0.0;0.0;42.0;1.0;0.0;1.0;1.0;2.0;0.0;0.0;0.0;2.0;2.0;2.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;42.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0
0.0;0.0;5.8;1.2;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.51;False;0.0;0.0;0.0;292.0;1.0;1.0;1.0;1.0;4.0;0.0;0.0;0.0;2.0;3.0;2.0;5.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;4.0;0.0;1.0;2.0;5.0;1.0;0.0;1.0;0.4472135954999579;0.0;0.0;1.0;1.0;0.0;0.0;292.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;5.0;0.2
