NOP_count;Si_std;blamemerge_blamegetDistinctOperandsCnt_mean;Fout_50%;Si_50%;IOVars_25%;Ci_min;MCLC_count;VG_max;MCLC_std;Di_mean;blamemerge_blamegetDistinctOperatorsCnt_count;Fin_75%;NVAR_count;NVAR_50%;NCOMP_25%;MCLC_25%;Fout_max;Di_min;NBD_mean;NBD_25%;blame_merge_blame_getDistinctOperatorsCnt_min;IOVars_mean;NCOMP_std;NVAR_min;Fin_std;Fin_count;MCLC_min;blame_merge_blame_getDistinctOperandsCnt_min;Difficulty;blame_merge_blame_getDifficulty_min;blame_merge_blame_getDistinctOperatorsCnt_max;NBD_max;IOVars_count;MCLC_50%;blamemerge_blamegetDistinctOperatorsCnt_max;blame_merge_blame_getDifficulty_count;NCOMP_count;Ci_50%;blame_merge_blame_getDistinctOperandsCnt_mean;NCOMP_75%;Di_max;NCOMP_50%;Si_count;NVAR_25%;Fout_mean;NOPa;blamemerge_blamegetDistinctOperandsCnt_count;blamemerge_blamegetDifficulty_mean;Ci_75%;NBD_min;NCOMP_mean;blamemerge_blamegetDifficulty_max;Ci_25%;MCLC_75%;Fin_50%;blamemerge_blamegetDistinctOperatorsCnt_std;blame_merge_blame_getDifficulty_max;blame_merge_blame_getDifficulty_std;VG_min;IOVars_50%;Ci_std;Di_std;Di_25%;Si_mean;VG_25%;NumberOfDistinctOperands;NVAR_mean;NVAR_std;IOVars_max;NBD_50%;blamemerge_blamegetDistinctOperandsCnt_max;NOP_std;NumberOfDistinctOperators;Fin_25%;Ci_max;NOP_max;VG_std;Ci_count;blame_merge_blame_getDistinctOperatorsCnt_mean;blame_merge_blame_getDistinctOperandsCnt_count;IOVars_std;Si_75%;NVAR_max;Fout_min;NOP_25%;Fout_75%;Si_min;ClRCi;blamemerge_blamegetDistinctOperandsCnt_std;blame_merge_blame_getDistinctOperatorsCnt_std;VG_75%;blamemerge_blamegetDifficulty_std;VG_count;NOP_min;blamemerge_blamegetDifficulty_count;Ci_mean;VG_mean;IOVars_min;Fout_count;blame_merge_blame_getDifficulty_mean;Di_count;Fout_std;NVAR_75%;Fout_25%;VG_50%;Fin_max;IOVars_75%;blame_merge_blame_getDistinctOperandsCnt_max;blame_merge_blame_getDistinctOperandsCnt_std;NBD_75%;NCOMP_max;NOP_mean;Di_50%;NOP_75%;Si_max;MCLC_max;MCLC_mean;Di_75%;NBD_std;Fin_min;NCOMP_min;Bugged;Si_25%;NBD_count;blamemerge_blamegetDistinctOperatorsCnt_mean;ClTCi;Fin_mean;NOP_50%;blame_merge_blame_getDistinctOperatorsCnt_count
57.0;0.0;1.2478954364200263;0.0;0.0;1.0;0.0;57.0;4.0;1.4162058811289981;1.0350877192982455;4514.0;0.0;57.0;0.0;0.0;0.0;0.0;0.0;1.263157894736842;1.0;0.0;1.0350877192982455;0.6416027862613642;0.0;0.0;57.0;0.0;0.0;65.79326923076923;0.0;0.0;3.0;57.0;0.0;12.0;0.0;57.0;1.0;0.0;0.0;2.0;0.0;57.0;0.0;0.0;0.0;4514.0;0.8518933160326603;1.0;1.0;0.2631578947368421;7.875;1.0;0.0;0.0;2.404337806141267;0.0;0.0;1.0;1.0;0.32540701330914323;0.32540701330914323;1.0;0.0;1.0;208.0;0.42105263157894735;0.8440414770836763;2.0;1.0;8.0;0.5708016611230665;35.0;0.0;2.0;2.0;0.6900655593423541;57.0;0.0;0.0;0.32540701330914323;0.0;3.0;0.0;0.0;0.0;0.0;1.06779661;2.03534059716696;0.0;1.0;1.4313906922592683;57.0;0.0;4514.0;1.0350877192982455;1.3333333333333333;0.0;57.0;0.0;57.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;3.0;0.5087719298245614;1.0;1.0;0.0;6.0;0.6842105263157895;1.0;0.5184563554256068;0.0;0.0;False;0.0;57.0;1.7434647762516615;63.0;0.0;0.0;0.0
7.0;0.0;1.9328007193746968;0.0;0.0;1.0;1.0;7.0;7.0;4.099941927579438;1.5714285714285714;28914.0;0.0;7.0;0.0;0.0;0.0;0.0;1.0;1.4285714285714286;1.0;0.0;1.5714285714285714;3.0237157840738185;0.0;0.0;7.0;0.0;0.0;41.31818181818182;0.0;0.0;3.0;7.0;0.0;9.0;0.0;7.0;2.0;0.0;0.0;2.0;0.0;7.0;0.0;0.0;0.0;28914.0;1.2483810363738772;2.0;1.0;1.1428571428571428;7.0;1.0;1.0;0.0;2.7980738084733923;0.0;0.0;1.0;2.0;0.5345224838248488;0.5345224838248488;1.0;0.0;1.0;99.0;0.7142857142857143;1.2535663410560174;2.0;1.0;8.0;0.5773502691896257;27.0;0.0;2.0;2.0;2.23606797749979;7.0;0.0;0.0;0.5345224838248488;0.0;3.0;0.0;1.0;0.0;0.0;1.666666667;2.3462616037476565;0.0;1.5;1.5833542743721216;7.0;0.0;28914.0;1.5714285714285714;2.0;1.0;7.0;0.0;7.0;0.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;1.5;8.0;1.0;2.0;1.0;0.0;11.0;1.8571428571428568;2.0;0.7867957924694431;0.0;0.0;False;0.0;7.0;2.41886283461299;15.0;0.0;1.0;0.0
4.0;0.0;2.5225685115529286;0.0;0.0;1.0;1.0;4.0;1.0;1.0;1.0;22332.0;0.0;4.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;4.0;0.0;0.0;68.35714285714286;0.0;0.0;1.0;4.0;0.0;10.0;0.0;4.0;1.0;0.0;0.5;1.0;0.0;4.0;0.0;0.0;0.0;22332.0;2.0835761516679034;1.0;1.0;0.5;6.0;1.0;0.5;0.0;2.3182959739948807;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;70.0;0.0;0.0;1.0;1.0;7.0;0.0;33.0;0.0;1.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.2;1.8536729538722532;0.0;1.0;1.4467330874321866;4.0;0.0;22332.0;1.0;1.0;1.0;4.0;0.0;4.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;2.0;0.0;1.0;0.0;0.0;2.0;0.5;1.0;0.0;0.0;0.0;False;0.0;4.0;4.03286763388859;6.0;0.0;0.0;0.0
6.0;0.0;2.8246910972647585;0.0;0.0;1.0;1.0;6.0;3.0;1.3291601358251257;1.5;9469.0;0.0;6.0;0.0;0.0;0.0;0.0;1.0;1.1666666666666667;1.0;0.0;1.5;0.8164965809277259;0.0;0.0;6.0;0.0;0.0;37.43617021276596;0.0;0.0;2.0;6.0;0.0;8.0;0.0;6.0;1.5;0.0;0.0;2.0;0.0;6.0;0.0;0.0;0.0;9469.0;2.1425634526701165;2.0;1.0;0.3333333333333333;5.6;1.0;1.5;0.0;2.862155891819224;0.0;0.0;1.0;1.5;0.5477225575051661;0.5477225575051661;1.0;0.0;1.0;47.0;0.5;1.224744871391589;2.0;1.0;7.0;0.5477225575051661;23.0;0.0;2.0;1.0;0.8164965809277259;6.0;0.0;0.0;0.5477225575051661;0.0;3.0;0.0;0.0;0.0;0.0;1.75;2.329504989507563;0.0;1.0;1.7761309509330496;6.0;0.0;9469.0;1.5;1.3333333333333333;1.0;6.0;0.0;6.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;1.0;2.0;0.5;1.5;1.0;0.0;3.0;0.8333333333333334;2.0;0.40824829046386296;0.0;0.0;False;0.0;6.0;3.808638715809483;14.0;0.0;0.5;0.0
25.0;3.2;0.9002298735695368;0.0;0.0;1.0;1.0;25.0;3.0;1.0847426730181986;1.6880000000000002;40022.0;0.0;25.0;0.0;0.0;0.0;4.0;0.2;1.16;1.0;0.0;1.72;0.8602325267042628;0.0;0.4725815626252608;25.0;0.0;0.0;56.067961165048544;0.0;0.0;2.0;25.0;0.0;8.0;0.0;25.0;2.0;0.0;0.0;3.0;0.0;25.0;0.0;0.16;0.0;40022.0;0.7688078501268747;2.0;1.0;0.36;7.0;1.0;0.0;0.0;2.149459006814535;0.0;0.0;1.0;2.0;2.9506383490130856;0.6710191254104958;1.0;0.64;1.0;103.0;0.16;0.4725815626252609;3.0;1.0;10.0;0.8504900548115382;30.0;0.0;16.2;3.0;0.5416025603090641;25.0;0.0;0.0;0.6137317546507324;0.0;2.0;0.0;1.0;0.0;0.0;2.303703704;1.3608244667971052;0.0;1.0;1.1886867205614506;25.0;0.0;40022.0;2.3280000000000003;1.28;1.0;25.0;0.0;25.0;0.8;0.0;0.0;1.0;2.0;2.0;0.0;0.0;1.0;4.0;1.16;2.0;2.0;16.0;4.0;0.52;2.0;0.3741657386773941;0.0;0.0;False;0.0;25.0;1.4537754235170657;62.2;0.16;1.0;0.0
1.0;0.0;0.5113406452986903;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;9391.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;8.666666666666666;0.0;0.0;1.0;1.0;0.0;4.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;9391.0;0.35070812480034075;1.0;1.0;0.0;2.0;1.0;0.0;0.0;1.456590557693268;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;15.0;0.0;0.0;1.0;1.0;5.0;0.0;10.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.5;1.071488480339914;0.0;1.0;0.7282298545672756;1.0;0.0;9391.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;False;0.0;1.0;0.702055159194974;3.0;0.0;0.0;0.0
9.0;0.0;1.5738573021181717;0.0;0.0;1.0;1.0;9.0;2.0;1.0;1.4444444444444444;14352.0;0.0;9.0;0.0;0.0;0.0;0.0;1.0;1.1111111111111112;1.0;0.0;1.4444444444444444;0.3333333333333333;0.0;0.0;9.0;0.0;0.0;22.72549019607843;0.0;0.0;2.0;9.0;0.0;8.0;0.0;9.0;1.0;0.0;0.0;3.0;0.0;9.0;0.0;0.0;0.0;14352.0;1.3138029542920848;2.0;1.0;0.1111111111111111;5.6;1.0;0.0;0.0;2.723673771865056;0.0;0.0;1.0;1.0;0.7264831572567789;0.7264831572567789;1.0;0.0;1.0;51.0;0.2222222222222222;0.6666666666666666;3.0;1.0;6.0;1.118033988749895;19.0;0.0;3.0;3.0;0.33333333333333337;9.0;0.0;0.0;0.7264831572567789;0.0;2.0;0.0;0.0;0.0;0.0;1.545454545;1.879472437712032;0.0;1.0;1.7418342418292765;9.0;0.0;14352.0;1.4444444444444444;1.1111111111111112;1.0;9.0;0.0;9.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;1.0;1.0;0.6666666666666666;1.0;1.0;0.0;3.0;0.3333333333333333;2.0;0.33333333333333337;0.0;0.0;False;0.0;9.0;2.252020624303233;17.0;0.0;0.0;0.0
7.0;0.0;1.1986301369863013;0.0;0.0;1.0;1.0;7.0;2.0;1.4960264830861911;1.5714285714285714;1606.0;0.0;7.0;0.0;0.0;0.0;0.0;1.0;1.1428571428571428;1.0;0.0;1.5714285714285714;1.5118578920369092;0.0;0.0;7.0;0.0;0.0;36.61643835616439;0.0;0.0;2.0;7.0;0.0;8.0;0.0;7.0;1.0;0.0;0.0;4.0;0.0;7.0;0.0;0.0;0.0;1606.0;0.8443493150684932;1.5;1.0;0.5714285714285714;7.0;1.0;0.5;0.0;2.3054386037629726;0.0;0.0;1.0;1.0;1.1338934190276817;1.1338934190276817;1.0;0.0;1.0;73.0;0.14285714285714285;0.3779644730092273;4.0;1.0;7.0;1.1126972805283737;27.0;0.0;4.0;3.0;0.3779644730092273;7.0;0.0;0.0;1.1338934190276817;0.0;1.0;0.0;0.0;0.0;0.0;1.666666667;1.9436993002154872;0.0;1.0;1.531981838253489;7.0;0.0;1606.0;1.5714285714285714;1.1428571428571428;1.0;7.0;0.0;7.0;0.0;0.0;0.0;1.0;0.0;1.5;0.0;0.0;1.0;4.0;0.7142857142857143;1.0;1.0;0.0;4.0;0.7142857142857143;1.5;0.3779644730092273;0.0;0.0;False;0.0;7.0;1.5821917808219184;15.0;0.0;0.0;0.0
7.0;0.0;1.9483873324323333;0.0;0.0;1.0;1.0;7.0;7.0;8.315218406203;1.7142857142857142;27377.0;0.0;7.0;0.0;0.0;0.0;0.0;1.0;1.1428571428571428;1.0;0.0;1.7142857142857142;6.803360514166089;0.0;0.0;7.0;0.0;0.0;55.483870967741936;0.0;0.0;2.0;7.0;0.0;10.0;0.0;7.0;1.0;0.0;0.0;4.0;0.0;7.0;0.0;0.0;0.0;27377.0;1.3980622420279798;2.0;1.0;2.571428571428572;6.0;1.0;0.0;0.0;3.1817878411407454;0.0;0.0;1.0;1.0;1.2535663410560174;1.2535663410560174;1.0;0.0;1.0;62.0;0.5714285714285714;1.5118578920369092;4.0;1.0;7.0;1.2535663410560174;32.0;0.0;4.0;3.0;2.2677868380553634;7.0;0.0;0.0;1.2535663410560174;0.0;4.0;0.0;0.0;0.0;0.0;1.625;2.289486230205898;0.0;1.0;1.8015665293219367;7.0;0.0;27377.0;1.7142857142857142;1.8571428571428568;1.0;7.0;0.0;7.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;1.0;18.0;0.7142857142857143;1.0;1.0;0.0;22.0;3.1428571428571432;2.0;0.3779644730092273;0.0;0.0;False;0.0;7.0;2.6056909084267814;13.0;0.0;0.0;0.0
52.0;6.993721597246264;2.1921839205847062;0.0;0.0;1.0;1.0;52.0;12.0;4.212314060417357;1.1080586080769232;73336.0;0.0;52.0;0.0;0.0;0.0;6.0;0.14285714300000002;1.5192307692307692;1.0;0.0;1.2307692307692308;3.400381488668091;0.0;1.2371511574683751;52.0;0.0;0.0;80.29962546816479;0.0;0.0;5.0;52.0;0.0;9.0;0.0;52.0;1.0;0.0;0.0;3.0;0.0;52.0;0.0;0.36538461538461536;0.0;73336.0;1.5322643475843305;1.5;1.0;1.0769230769230769;5.625;1.0;0.0;0.0;2.237493660280084;0.0;0.0;1.0;1.0;6.803119268141285;0.5347607768598429;1.0;1.5961538461538465;1.0;267.0;0.38461538461538464;0.910803268696636;3.0;1.0;16.0;0.6826883245056192;40.0;0.0;36.142857143;3.0;2.3485819347155843;52.0;0.0;0.0;0.5093396191757931;0.0;5.0;0.0;0.0;0.0;0.0;2.678130511;2.3374352314337763;0.0;1.0;1.2783893709736327;52.0;0.0;73336.0;2.7042124542307686;1.8846153846153848;1.0;52.0;0.0;52.0;1.2211991238740838;0.0;0.0;1.0;8.0;1.0;0.0;0.0;1.0;19.0;0.6538461538461539;1.0;1.0;36.0;24.0;1.4615384615384617;1.0;1.1112682141322021;0.0;0.0;False;0.0;52.0;3.2215692156648847;144.61904761899999;0.36538461538461536;1.0;0.0
34.0;0.6859943405700354;1.5991746450973918;0.0;0.0;1.0;1.0;34.0;12.0;4.336143336818233;1.2843137255;30290.0;0.0;34.0;0.0;0.0;0.0;2.0;0.666666667;1.5588235294117647;1.0;0.0;1.3235294117647058;2.7981723090161443;0.0;0.2388325736106129;34.0;0.0;0.0;109.33333333333331;0.0;0.0;3.0;34.0;0.0;13.0;0.0;34.0;1.0;0.0;1.0;3.0;0.0;34.0;0.0;0.05882352941176471;0.0;30290.0;1.388260151865302;1.75;1.0;1.4411764705882353;7.583333333333332;1.0;2.75;0.0;2.3019649530328605;0.0;0.0;1.0;1.0;0.8155864295528139;0.5867926456756369;1.0;0.1176470588235294;1.0;189.0;1.088235294117647;1.6398013009494063;3.0;1.0;10.0;0.7269941534212874;48.0;0.0;4.666666667;3.0;2.4248049703811287;34.0;0.0;0.0;0.5888143317638868;0.0;6.0;0.0;0.0;0.0;0.0;1.435185185;1.517727128822041;0.0;3.0;1.2224027931373505;34.0;0.0;30290.0;1.4019607843235296;2.3823529411764706;1.0;34.0;0.0;34.0;0.3429971702850177;2.0;0.0;1.0;1.0;1.75;0.0;0.0;2.0;11.0;0.6764705882352942;1.0;1.0;4.0;16.0;2.5294117647058822;1.0;0.7045813917578353;0.0;0.0;False;0.0;34.0;2.8581710135358205;51.666666667;0.05882352941176471;1.0;0.0
3.0;0.0;1.1212266411116436;0.0;0.0;1.0;1.0;3.0;5.0;3.6055512754639887;1.6666666666666667;10435.0;0.0;3.0;1.0;0.5;1.0;0.0;1.0;1.6666666666666667;1.5;0.0;1.6666666666666667;2.0816659994661326;0.0;0.0;3.0;0.0;0.0;36.25;0.0;0.0;2.0;3.0;2.0;8.0;0.0;3.0;1.0;0.0;2.5;3.0;1.0;3.0;0.5;0.0;0.0;10435.0;0.7918735026353618;2.0;1.0;1.6666666666666667;7.0;1.0;4.5;0.0;2.120810968926792;0.0;0.0;1.0;1.0;1.1547005383792517;1.1547005383792517;1.0;0.0;1.5;70.0;1.3333333333333333;1.5275252316519468;3.0;2.0;8.0;1.7320508075688772;25.0;0.0;3.0;3.0;2.081665999466133;3.0;0.0;0.0;1.1547005383792517;0.0;3.0;0.0;0.0;0.0;0.0;1.8;1.5107958663559211;0.0;3.5;1.0622845313897806;3.0;0.0;10435.0;1.6666666666666667;2.6666666666666665;1.0;3.0;0.0;3.0;0.0;2.0;0.0;2.0;0.0;2.0;0.0;0.0;2.0;4.0;1.0;1.0;1.5;0.0;7.0;3.0;2.0;0.5773502691896257;0.0;0.0;False;0.0;3.0;1.5843794920939147;9.0;0.0;0.0;0.0
2.0;0.0;2.1666666666666665;0.0;0.0;1.0;1.0;2.0;8.0;2.1213203435596424;1.0;2100.0;0.0;2.0;0.5;0.5;0.75;0.0;1.0;1.5;1.25;0.0;1.0;1.4142135623730951;0.0;0.0;2.0;0.0;0.0;58.5703125;0.0;0.0;2.0;2.0;1.5;8.0;0.0;2.0;1.0;0.0;1.5;1.0;1.0;2.0;0.25;0.0;0.0;2100.0;1.553928571428571;1.0;1.0;1.0;7.0;1.0;2.25;0.0;2.6546772719363867;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;2.75;64.0;0.5;0.7071067811865476;1.0;1.5;7.0;0.0;21.0;0.0;1.0;0.0;4.949747468305833;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;2.1743520626087385;0.0;6.25;1.6907330842404544;2.0;0.0;2100.0;1.0;4.5;1.0;2.0;0.0;2.0;0.0;0.75;0.0;4.5;0.0;1.0;0.0;0.0;1.75;2.0;0.0;1.0;0.0;0.0;3.0;1.5;1.0;0.7071067811865476;0.0;0.0;False;0.0;2.0;2.873333333333333;3.0;0.0;0.0;0.0
13.0;1.1094003924504583;1.2325737611739782;0.0;0.0;1.0;1.0;13.0;3.0;1.1094003924504583;0.9487179486923076;19353.0;0.0;13.0;0.0;0.0;0.0;2.0;0.333333333;1.0769230769230769;1.0;0.0;1.0;1.1094003924504583;0.0;0.3755338080994054;13.0;0.0;0.0;31.801470588235286;0.0;0.0;2.0;13.0;0.0;8.0;0.0;13.0;1.0;0.0;0.0;1.0;0.0;13.0;0.0;0.15384615384615385;0.0;19353.0;1.081382731359479;1.0;1.0;0.3076923076923077;5.0;1.0;0.0;0.0;2.157263968751137;0.0;0.0;1.0;1.0;0.9245003269495984;0.18490006550085972;1.0;0.3076923076923077;1.0;68.0;0.0;0.0;1.0;1.0;10.0;0.5063696835418333;25.0;0.0;4.333333333;1.0;0.5547001962252291;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.355555556;1.3422296683827435;0.0;1.0;1.0802148748606943;13.0;0.0;19353.0;1.2564102563846151;1.1538461538461535;1.0;13.0;0.0;13.0;0.5547001962252291;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;4.0;0.38461538461538464;1.0;1.0;4.0;4.0;0.3076923076923077;1.0;0.2773500981126146;0.0;0.0;False;0.0;13.0;2.163902237379218;20.333333333;0.15384615384615385;0.0;0.0
0.0;0.0;1.7692307692307692;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.571428571428571;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;0.8076923076923077;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.4632243987255136;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;5.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.9215378456610448;0.0;0.0;0.8301220175989577;0.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;1.8461538461538465;0.0;0.0;0.0;0.0
2.0;0.0;2.353333333333333;0.0;0.0;1.0;1.0;2.0;10.0;2.1213203435596424;1.0;2100.0;0.0;2.0;0.5;0.5;0.75;0.0;1.0;3.5;2.25;0.0;1.0;1.4142135623730951;0.0;0.0;2.0;0.0;0.0;65.83076923076922;0.0;0.0;6.0;2.0;1.5;8.0;0.0;2.0;1.0;0.0;1.5;1.0;1.0;2.0;0.25;0.0;0.0;2100.0;1.7872619047619047;1.0;1.0;1.0;7.0;1.0;2.25;0.0;2.8224603374853268;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;3.25;65.0;0.5;0.7071067811865476;1.0;3.5;7.0;0.0;22.0;0.0;1.0;0.0;6.363961030678928;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;2.13322663303119;0.0;7.75;1.779263950146884;2.0;0.0;2100.0;1.0;5.5;1.0;2.0;0.0;2.0;0.0;0.75;0.0;5.5;0.0;1.0;0.0;0.0;4.75;2.0;0.0;1.0;0.0;0.0;3.0;1.5;1.0;3.5355339059327378;0.0;0.0;False;0.0;2.0;3.2533333333333334;3.0;0.0;0.0;0.0
75.0;8.074383919264411;2.0750760093332388;0.0;0.0;1.0;1.0;75.0;8.0;1.7824974887211755;1.05303703704;70715.0;0.0;75.0;0.0;0.0;0.0;8.0;0.111111111;1.1866666666666668;1.0;0.0;1.16;1.3692899455392766;0.0;0.5534494613840603;75.0;0.0;0.0;72.39852398523983;0.0;0.0;4.0;75.0;0.0;9.0;0.0;75.0;1.0;0.0;0.0;3.0;0.0;75.0;0.0;0.26666666666666666;0.0;70715.0;1.827810038955836;1.0;1.0;0.4933333333333334;6.75;1.0;0.0;0.0;2.3009752033819457;0.0;0.0;1.0;1.0;7.941347340053631;0.3644741680782364;1.0;1.44;1.0;271.0;0.22666666666666666;0.6692741799351951;4.0;1.0;8.0;0.6611483321593703;36.0;0.0;64.111111111;3.0;1.0368003447891765;75.0;0.0;0.0;0.5209139577236833;0.0;4.0;0.0;0.0;0.0;0.0;2.4997151;1.7704894144638796;0.0;1.0;1.2989724648290797;75.0;0.0;70715.0;2.49303703704;1.3733333333333333;1.0;75.0;0.0;75.0;1.1778740965771288;0.0;0.0;1.0;3.0;1.0;0.0;0.0;1.0;7.0;0.5733333333333334;1.0;1.0;64.0;8.0;0.72;1.0;0.5118417548246549;0.0;0.0;False;0.0;75.0;3.5748709608993847;194.977777778;0.26666666666666666;0.0;0.0
2.0;0.0;1.9448818897637798;0.0;0.0;1.0;1.0;2.0;6.0;2.1213203435596424;1.0;1778.0;0.0;2.0;0.5;0.5;0.75;0.0;1.0;1.5;1.25;0.0;1.0;1.4142135623730951;0.0;0.0;2.0;0.0;0.0;47.25;0.0;0.0;2.0;2.0;1.5;8.0;0.0;2.0;1.0;0.0;1.5;1.0;1.0;2.0;0.25;0.0;0.0;1778.0;1.375281214848144;1.0;1.0;1.0;7.0;1.0;2.25;0.0;2.604949534635121;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;2.25;60.0;0.5;0.7071067811865476;1.0;1.5;7.0;0.0;21.0;0.0;1.0;0.0;3.5355339059327378;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;2.1239845367692576;0.0;4.75;1.6496484658121355;2.0;0.0;1778.0;1.0;3.5;1.0;2.0;0.0;2.0;0.0;0.75;0.0;3.5;0.0;1.0;0.0;0.0;1.75;2.0;0.0;1.0;0.0;0.0;3.0;1.5;1.0;0.7071067811865476;0.0;0.0;False;0.0;2.0;2.559055118110236;3.0;0.0;0.0;0.0
6.0;0.40824829046386296;2.3959646910466583;0.0;0.0;1.0;1.0;6.0;3.0;2.041241452319315;1.1666666666666667;793.0;0.0;6.0;0.5;0.0;0.0;1.0;0.0;1.6666666666666667;1.0;0.0;1.1666666666666667;1.095445115010332;0.0;0.40824829046386296;6.0;0.0;0.0;45.32258064516129;0.0;0.0;3.0;6.0;1.5;8.0;0.0;6.0;1.0;0.0;2.0;2.0;1.0;6.0;0.0;0.16666666666666666;0.0;793.0;1.6431273644388398;1.75;1.0;1.0;7.0;1.0;3.75;0.0;2.714528426390295;0.0;0.0;1.0;1.0;0.5163977794943222;0.7527726527090809;1.0;0.16666666666666666;1.0;93.0;0.8333333333333334;0.983192080250175;2.0;1.5;8.0;0.983192080250175;30.0;0.0;2.0;2.0;0.983192080250175;6.0;0.0;0.0;0.7527726527090809;0.0;2.0;0.0;0.0;0.0;0.0;1.5;2.5089906737116228;0.0;2.75;1.4385037313196107;6.0;0.0;793.0;1.3333333333333333;1.8333333333333333;0.0;6.0;0.0;6.0;0.40824829046386296;1.75;0.0;1.5;1.0;1.75;0.0;0.0;2.0;2.0;0.8333333333333334;1.0;1.75;1.0;4.0;1.8333333333333333;1.75;0.8164965809277259;0.0;0.0;False;0.0;6.0;3.41109709962169;12.0;0.16666666666666666;0.5;0.0
4.0;0.5;1.1949734088179789;0.0;0.0;1.0;1.0;4.0;3.0;1.5;1.0;11658.0;0.25;4.0;0.0;0.0;0.0;1.0;1.0;1.25;1.0;0.0;1.25;1.0;0.0;0.5;4.0;0.0;0.0;18.428571428571427;0.0;0.0;2.0;4.0;0.0;7.0;0.0;4.0;1.0;0.0;0.5;1.0;0.0;4.0;0.0;0.25;0.0;11658.0;1.0111439926802768;1.25;1.0;0.5;4.375;1.0;0.75;0.0;2.241786301217036;0.0;0.0;1.0;1.0;0.5;0.0;1.0;0.25;1.0;21.0;0.25;0.5;2.0;1.0;5.0;0.5;18.0;0.0;2.0;1.0;1.0;4.0;0.0;0.0;0.5;0.25;1.0;0.0;0.0;0.25;0.0;1.4;1.5785140917119715;0.0;1.5;1.2713226272288107;4.0;0.0;11658.0;1.25;1.5;1.0;4.0;0.0;4.0;0.5;0.25;0.0;1.0;1.0;1.25;0.0;0.0;1.25;2.0;0.25;1.0;0.25;1.0;3.0;0.75;1.0;0.5;0.0;0.0;False;0.0;4.0;1.8649854177388918;7.0;0.25;0.0;0.0
