ClTCi;NSM;TLOC;NPF;ClRCi;NOA;PMd;NSF;NOD;Bugged;RTLOC;NOL
110.0;38.0;574.0;0.0;2.0754716980000003;0.0;52.0;0.0;0.0;True;1049.0;0.0
110.0;38.0;574.0;0.0;2.0754716980000003;0.0;52.0;0.0;0.0;True;1049.0;0.0
110.0;38.0;574.0;0.0;2.0754716980000003;0.0;52.0;0.0;0.0;True;1049.0;0.0
110.0;38.0;574.0;0.0;2.0754716980000003;0.0;52.0;0.0;0.0;True;1049.0;0.0
110.0;38.0;574.0;0.0;2.0754716980000003;0.0;52.0;0.0;0.0;True;1049.0;0.0
110.0;38.0;574.0;0.0;2.0754716980000003;0.0;52.0;0.0;0.0;True;1049.0;0.0
110.0;38.0;574.0;0.0;2.0754716980000003;0.0;52.0;0.0;0.0;True;1049.0;0.0
110.0;38.0;574.0;0.0;2.0754716980000003;0.0;52.0;0.0;0.0;True;1049.0;0.0
110.0;38.0;574.0;0.0;2.0754716980000003;0.0;52.0;0.0;0.0;True;1049.0;0.0
110.0;38.0;574.0;0.0;2.0754716980000003;0.0;52.0;0.0;0.0;True;1049.0;0.0
110.0;38.0;574.0;0.0;2.0754716980000003;0.0;52.0;0.0;0.0;True;1049.0;0.0
110.0;38.0;574.0;0.0;2.0754716980000003;0.0;52.0;0.0;0.0;True;1049.0;0.0
110.0;38.0;574.0;0.0;2.0754716980000003;0.0;52.0;0.0;0.0;True;1049.0;0.0
110.0;38.0;574.0;0.0;2.0754716980000003;0.0;52.0;0.0;0.0;True;1049.0;0.0
110.0;38.0;574.0;0.0;2.0754716980000003;0.0;52.0;0.0;0.0;True;1049.0;0.0
110.0;38.0;574.0;0.0;2.0754716980000003;0.0;52.0;0.0;0.0;True;1049.0;0.0
110.0;38.0;574.0;0.0;2.0754716980000003;0.0;52.0;0.0;0.0;True;1049.0;0.0
110.0;38.0;574.0;0.0;2.0754716980000003;0.0;52.0;0.0;0.0;True;1049.0;0.0
110.0;38.0;574.0;0.0;2.0754716980000003;0.0;52.0;0.0;0.0;True;1049.0;0.0
110.0;38.0;574.0;0.0;2.0754716980000003;0.0;52.0;0.0;0.0;True;1049.0;0.0
110.0;38.0;574.0;0.0;2.0754716980000003;0.0;52.0;0.0;0.0;True;1049.0;0.0
110.0;38.0;574.0;0.0;2.0754716980000003;0.0;52.0;0.0;0.0;True;1049.0;0.0
110.0;38.0;574.0;0.0;2.0754716980000003;0.0;52.0;0.0;0.0;True;1049.0;0.0
110.0;38.0;574.0;0.0;2.0754716980000003;0.0;52.0;0.0;0.0;True;1049.0;0.0
110.0;38.0;574.0;0.0;2.0754716980000003;0.0;52.0;0.0;0.0;True;1049.0;0.0
10.0;0.0;33.0;0.0;1.25;0.0;8.0;0.0;0.0;False;47.0;0.0
5.0;0.0;15.0;0.0;1.25;0.0;4.0;0.0;0.0;False;23.0;0.0
21.0;7.0;139.0;0.0;1.909090909;0.0;10.0;0.0;0.0;False;235.0;0.0
21.0;7.0;139.0;0.0;1.909090909;0.0;10.0;0.0;0.0;False;235.0;0.0
21.0;7.0;139.0;0.0;1.909090909;0.0;10.0;0.0;0.0;False;235.0;0.0
21.0;7.0;139.0;0.0;1.909090909;0.0;10.0;0.0;0.0;False;235.0;0.0
21.0;7.0;139.0;0.0;1.909090909;0.0;10.0;0.0;0.0;False;235.0;0.0
4.0;1.0;11.0;0.0;1.333333333;0.0;2.0;1.0;0.0;False;18.0;0.0
8.0;0.0;27.0;0.0;1.333333333;0.0;6.0;0.0;0.0;False;40.0;0.0
6.0;2.0;14.0;0.0;2.0;0.0;3.0;0.0;0.0;False;18.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
7.0;1.0;31.0;0.0;2.333333333;0.0;1.0;2.0;0.0;False;39.0;0.0
50.75;0.0;198.0;0.0;1.951923077;0.0;21.0;1.0;0.0;False;312.0;0.0
39.0;2.0;197.0;0.0;1.772727273;0.0;13.0;0.0;0.0;False;266.0;0.0
9.0;1.0;31.0;0.0;3.0;0.0;1.0;2.0;0.0;False;44.0;0.0
3.0;0.0;14.0;0.0;1.5;0.0;2.0;0.0;0.0;False;24.0;0.0
50.0;2.0;230.0;0.0;1.724137931;0.0;21.0;2.0;0.0;True;315.0;0.0
50.0;2.0;230.0;0.0;1.724137931;0.0;21.0;2.0;0.0;True;315.0;0.0
50.0;2.0;230.0;0.0;1.724137931;0.0;21.0;2.0;0.0;True;315.0;0.0
12.0;0.0;32.0;0.0;1.714285714;0.0;3.0;0.0;0.0;False;51.0;0.0
28.0;1.0;49.0;0.0;2.545454545;0.0;4.0;0.0;0.0;False;80.0;0.0
31.5;0.0;73.0;0.0;1.75;0.0;12.0;0.0;0.0;True;119.0;0.0
31.5;0.0;73.0;0.0;1.75;0.0;12.0;0.0;0.0;True;119.0;0.0
18.0;0.0;52.0;0.0;1.5;0.0;8.0;0.0;0.0;True;74.0;0.0
19.0;0.0;47.0;0.0;1.4615384619999998;0.0;9.0;0.0;0.0;True;73.0;0.0
11.0;1.0;60.0;0.0;1.222222222;0.0;4.0;0.0;0.0;False;78.0;0.0
12.0;1.0;67.0;0.0;1.2;0.0;5.0;0.0;0.0;False;86.0;0.0
9.0;0.0;24.0;0.0;1.285714286;0.0;4.0;0.0;0.0;False;40.0;0.0
10.0;0.0;27.0;0.0;1.25;0.0;5.0;0.0;0.0;False;44.0;0.0
