ClTCi;NSM;TLOC;NPF;ClRCi;NOA;PMd;NSF;NOD;Bugged;RTLOC;NOL
4.0;0.0;10.0;0.0;1.333333333;0.0;3.0;0.0;0.0;False;16.0;0.0
1.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;False;3.0;0.0
33.0;0.0;10.0;0.0;4.125;0.0;0.0;0.0;0.0;True;39.0;0.0
116.866666667;0.0;221.0;0.0;2.337333333;0.0;42.0;0.0;0.0;True;315.0;0.0
116.866666667;0.0;221.0;0.0;2.337333333;0.0;42.0;0.0;0.0;True;315.0;0.0
116.866666667;0.0;221.0;0.0;2.337333333;0.0;42.0;0.0;0.0;True;315.0;0.0
58.0;0.0;102.0;0.0;2.071428571;0.0;28.0;0.0;0.0;True;158.0;0.0
58.0;0.0;102.0;0.0;2.071428571;0.0;28.0;0.0;0.0;True;158.0;0.0
16.0;0.0;68.0;0.0;1.454545455;0.0;9.0;0.0;0.0;False;93.0;0.0
69.0;11.0;264.0;0.0;1.971428571;0.0;31.0;3.0;0.0;True;362.0;0.0
69.0;11.0;264.0;0.0;1.971428571;0.0;31.0;3.0;0.0;True;362.0;0.0
69.0;11.0;264.0;0.0;1.971428571;0.0;31.0;3.0;0.0;True;362.0;0.0
81.833333333;1.0;178.0;0.0;2.153508772;0.0;36.0;0.0;0.0;True;296.0;0.0
81.833333333;1.0;178.0;0.0;2.153508772;0.0;36.0;0.0;0.0;True;296.0;0.0
33.5;1.0;69.0;0.0;2.09375;0.0;15.0;0.0;0.0;True;105.0;0.0
33.5;1.0;69.0;0.0;2.09375;0.0;15.0;0.0;0.0;True;105.0;0.0
6.0;0.0;14.0;0.0;1.5;0.0;4.0;0.0;0.0;False;23.0;0.0
57.5;0.0;106.0;0.0;1.982758621;0.0;29.0;0.0;0.0;True;166.0;0.0
57.5;0.0;106.0;0.0;1.982758621;0.0;29.0;0.0;0.0;True;166.0;0.0
16.0;2.0;98.0;0.0;2.285714286;0.0;5.0;0.0;1.0;False;135.0;0.0
16.0;2.0;98.0;0.0;2.285714286;0.0;5.0;0.0;1.0;False;135.0;0.0
16.0;2.0;98.0;0.0;2.285714286;0.0;5.0;0.0;1.0;False;135.0;0.0
16.0;2.0;98.0;0.0;2.285714286;0.0;5.0;0.0;1.0;False;135.0;0.0
16.0;2.0;98.0;0.0;2.285714286;0.0;5.0;0.0;1.0;False;135.0;0.0
16.0;2.0;98.0;0.0;2.285714286;0.0;5.0;0.0;1.0;False;135.0;0.0
6.0;1.0;21.0;0.0;1.0;0.0;6.0;0.0;0.0;False;30.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
4.0;0.0;14.0;0.0;1.0;0.0;0.0;0.0;0.0;False;19.0;0.0
21.0;0.0;100.0;0.0;2.1;0.0;9.0;1.0;0.0;True;152.0;0.0
1.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;False;3.0;0.0
7.0;0.0;8.0;0.0;3.5;0.0;1.0;0.0;0.0;False;16.0;0.0
15.0;0.0;17.0;0.0;3.0;0.0;3.0;0.0;0.0;False;25.0;0.0
6.0;0.0;15.0;0.0;2.0;0.0;2.0;0.0;0.0;True;20.0;0.0
5.0;0.0;8.0;0.0;2.5;0.0;2.0;0.0;0.0;True;11.0;0.0
33.0;0.0;26.0;0.0;4.125;0.0;8.0;0.0;0.0;True;62.0;0.0
7.0;0.0;27.0;0.0;1.4;0.0;4.0;1.0;0.0;False;35.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
6.0;0.0;22.0;0.0;2.0;0.0;3.0;0.0;0.0;False;30.0;0.0
5.0;0.0;19.0;0.0;1.666666667;0.0;3.0;0.0;0.0;False;30.0;0.0
4.0;0.0;21.0;0.0;1.333333333;0.0;3.0;0.0;0.0;False;26.0;0.0
4.0;0.0;13.0;0.0;2.0;0.0;2.0;0.0;0.0;False;16.0;0.0
8.0;0.0;53.0;0.0;2.666666667;0.0;2.0;0.0;0.0;False;65.0;0.0
8.0;0.0;53.0;0.0;2.666666667;0.0;2.0;0.0;0.0;False;65.0;0.0
8.0;0.0;53.0;0.0;2.666666667;0.0;2.0;0.0;0.0;False;65.0;0.0
26.333333333000002;1.0;156.0;0.0;1.645833333;0.0;13.0;1.0;0.0;True;208.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
35.5;5.0;106.0;0.0;2.21875;0.0;14.0;1.0;0.0;False;129.0;0.0
28.0;1.0;146.0;0.0;2.153846154;0.0;2.0;1.0;0.0;False;266.0;0.0
14.0;0.0;118.0;0.0;1.4;0.0;9.0;2.0;0.0;False;157.0;0.0
16.0;0.0;85.0;0.0;1.777777778;0.0;9.0;0.0;0.0;False;98.0;0.0
8.0;0.0;49.0;0.0;1.0;0.0;7.0;0.0;0.0;False;63.0;0.0
17.0;1.0;65.0;0.0;2.125;0.0;5.0;3.0;0.0;False;81.0;0.0
49.0;2.0;184.0;0.0;2.882352941;0.0;8.0;0.0;0.0;True;228.0;0.0
11.0;0.0;39.0;0.0;2.2;0.0;5.0;0.0;0.0;False;49.0;0.0
14.0;0.0;319.0;0.0;2.8;0.0;2.0;2.0;0.0;True;398.0;0.0
24.0;0.0;80.0;0.0;1.6;0.0;15.0;0.0;0.0;False;98.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
16.5;0.0;67.0;0.0;1.1;0.0;15.0;0.0;0.0;False;87.0;0.0
5.0;0.0;15.0;0.0;2.5;0.0;2.0;0.0;0.0;False;18.0;0.0
1.0;0.0;5.0;0.0;1.0;0.0;0.0;0.0;0.0;False;8.0;0.0
5.0;0.0;30.0;0.0;2.5;0.0;2.0;0.0;0.0;False;41.0;0.0
18.0;0.0;84.0;0.0;1.384615385;0.0;12.0;0.0;0.0;False;109.0;0.0
5.0;0.0;35.0;0.0;1.666666667;0.0;0.0;1.0;0.0;False;44.0;0.0
5.0;0.0;35.0;0.0;1.666666667;0.0;0.0;1.0;0.0;False;44.0;0.0
5.0;0.0;35.0;0.0;1.666666667;0.0;0.0;1.0;0.0;False;44.0;0.0
5.0;0.0;35.0;0.0;1.666666667;0.0;0.0;1.0;0.0;False;44.0;0.0
20.166666667;0.0;110.0;0.0;1.833333333;0.0;7.0;0.0;0.0;False;137.0;0.0
6.5;0.0;33.0;0.0;1.625;0.0;0.0;1.0;0.0;False;42.0;0.0
6.5;0.0;33.0;0.0;1.625;0.0;0.0;1.0;0.0;False;42.0;0.0
6.5;0.0;33.0;0.0;1.625;0.0;0.0;1.0;0.0;False;42.0;0.0
6.5;0.0;33.0;0.0;1.625;0.0;0.0;1.0;0.0;False;42.0;0.0
8.0;0.0;47.0;0.0;1.142857143;0.0;7.0;0.0;0.0;False;57.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
17.0;0.0;75.0;0.0;2.125;0.0;8.0;1.0;0.0;False;95.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
63.0;21.0;66.0;0.0;3.0;0.0;21.0;0.0;0.0;False;253.0;0.0
9.0;1.0;33.0;0.0;3.0;0.0;2.0;1.0;0.0;False;72.0;0.0
7.0;3.0;15.0;0.0;2.333333333;0.0;3.0;0.0;0.0;False;31.0;0.0
14.0;5.0;62.0;1.0;2.8;0.0;3.0;6.0;0.0;False;69.0;0.0
26.0;3.0;104.0;2.0;2.888888889;0.0;6.0;8.0;0.0;True;146.0;0.0
26.0;3.0;104.0;2.0;2.888888889;0.0;6.0;8.0;0.0;True;146.0;0.0
26.0;3.0;104.0;2.0;2.888888889;0.0;6.0;8.0;0.0;True;146.0;0.0
26.0;3.0;104.0;2.0;2.888888889;0.0;6.0;8.0;0.0;True;146.0;0.0
7.0;0.0;4.0;0.0;3.5;0.0;0.0;0.0;0.0;False;30.0;0.0
3.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;False;3.0;0.0
27.0;3.0;96.0;0.0;1.588235294;0.0;15.0;0.0;0.0;False;121.0;0.0
135.0;41.0;151.0;0.0;3.292682927;0.0;40.0;0.0;0.0;False;541.0;0.0
4.0;0.0;3.0;0.0;4.0;0.0;0.0;0.0;0.0;False;3.0;0.0
3.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;False;3.0;0.0
5.0;0.0;5.0;0.0;1.666666667;0.0;0.0;0.0;0.0;False;23.0;0.0
3.0;0.0;4.0;0.0;1.5;0.0;0.0;0.0;0.0;False;17.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
16.0;1.0;31.0;0.0;2.666666667;0.0;3.0;1.0;0.0;False;43.0;0.0
9.0;3.0;35.0;0.0;3.0;0.0;3.0;0.0;0.0;True;38.0;0.0
18.0;8.0;26.0;0.0;2.25;0.0;8.0;0.0;0.0;False;94.0;0.0
12.0;1.0;33.0;0.0;2.4;0.0;4.0;1.0;0.0;False;51.0;0.0
33.0;2.0;43.0;0.0;2.75;0.0;9.0;0.0;0.0;False;64.0;0.0
17.0;0.0;17.0;0.0;3.4;0.0;5.0;0.0;0.0;False;22.0;0.0
20.0;0.0;48.0;0.0;2.5;0.0;8.0;0.0;0.0;True;63.0;0.0
18.0;0.0;65.0;0.0;2.571428571;0.0;7.0;1.0;0.0;True;77.0;0.0
4.0;0.0;10.0;0.0;2.0;0.0;1.0;0.0;0.0;False;14.0;0.0
4.0;0.0;8.0;0.0;2.0;0.0;2.0;0.0;0.0;False;11.0;0.0
11.0;1.0;48.0;0.0;2.75;0.0;3.0;1.0;0.0;False;63.0;0.0
12.0;1.0;20.0;0.0;2.0;0.0;5.0;0.0;0.0;False;34.0;0.0
8.0;0.0;11.0;0.0;2.666666667;0.0;3.0;0.0;0.0;False;14.0;0.0
25.0;0.0;64.0;0.0;2.777777778;0.0;7.0;0.0;0.0;False;102.0;0.0
2.0;0.0;5.0;0.0;2.0;0.0;1.0;0.0;0.0;False;8.0;0.0
4.0;0.0;10.0;0.0;2.0;0.0;1.0;0.0;0.0;False;13.0;0.0
9.5;1.0;55.0;2.0;1.583333333;0.0;4.0;2.0;0.0;False;98.0;0.0
5.0;0.0;25.0;0.0;1.25;0.0;4.0;0.0;0.0;False;32.0;0.0
38.5;0.0;103.0;0.0;2.138888889;0.0;16.0;1.0;0.0;True;138.0;0.0
17.0;0.0;17.0;0.0;3.4;0.0;5.0;0.0;0.0;False;23.0;0.0
61.166666667;2.0;196.0;0.0;2.912698413;0.0;15.0;1.0;0.0;False;252.0;0.0
12.0;0.0;39.0;0.0;1.714285714;0.0;4.0;0.0;0.0;False;62.0;0.0
7.0;0.0;15.0;0.0;2.333333333;0.0;3.0;0.0;0.0;False;21.0;0.0
6.0;0.0;15.0;0.0;2.0;0.0;3.0;0.0;0.0;False;20.0;0.0
13.0;0.0;19.0;0.0;2.6;0.0;5.0;0.0;0.0;False;30.0;0.0
35.0;0.0;64.0;0.0;2.1875;0.0;16.0;0.0;0.0;False;96.0;0.0
8.0;0.0;11.0;0.0;2.666666667;0.0;3.0;0.0;0.0;False;15.0;0.0
4.0;0.0;8.0;0.0;2.0;0.0;2.0;0.0;0.0;False;11.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
14.0;0.0;24.0;0.0;2.0;0.0;7.0;0.0;0.0;False;37.0;0.0
7.0;0.0;28.0;0.0;2.333333333;0.0;3.0;0.0;0.0;False;64.0;0.0
7.0;0.0;28.0;0.0;2.333333333;0.0;3.0;0.0;0.0;False;64.0;0.0
43.0;3.0;94.0;0.0;2.529411765;0.0;13.0;0.0;0.0;True;139.0;0.0
43.0;3.0;94.0;0.0;2.529411765;0.0;13.0;0.0;0.0;True;139.0;0.0
8.0;0.0;11.0;0.0;2.666666667;0.0;3.0;0.0;0.0;False;16.0;0.0
23.0;0.0;66.0;0.0;2.3;0.0;10.0;1.0;0.0;False;89.0;0.0
23.0;0.0;66.0;0.0;2.3;0.0;10.0;1.0;0.0;False;89.0;0.0
23.0;0.0;66.0;0.0;2.3;0.0;10.0;1.0;0.0;False;89.0;0.0
4.0;0.0;10.0;0.0;2.0;0.0;1.0;0.0;0.0;False;14.0;0.0
5.0;2.0;8.0;0.0;2.5;0.0;0.0;0.0;0.0;False;9.0;0.0
4.0;0.0;10.0;0.0;2.0;0.0;1.0;0.0;0.0;False;13.0;0.0
7.0;0.0;36.0;0.0;2.333333333;0.0;3.0;1.0;0.0;False;70.0;0.0
10.0;0.0;18.0;0.0;2.0;0.0;5.0;0.0;0.0;False;26.0;0.0
11.0;0.0;14.0;0.0;2.75;0.0;4.0;0.0;0.0;False;19.0;0.0
13.0;0.0;20.0;0.0;2.166666667;0.0;6.0;0.0;0.0;False;29.0;0.0
12.0;0.0;19.0;0.0;2.4;0.0;5.0;0.0;0.0;False;27.0;0.0
10.0;0.0;21.0;0.0;2.0;0.0;5.0;0.0;0.0;False;27.0;0.0
16.0;3.0;51.0;0.0;2.0;0.0;6.0;0.0;1.0;False;86.0;0.0
16.0;3.0;51.0;0.0;2.0;0.0;6.0;0.0;1.0;False;86.0;0.0
16.0;3.0;51.0;0.0;2.0;0.0;6.0;0.0;1.0;False;86.0;0.0
18.0;1.0;26.0;0.0;2.571428571;0.0;6.0;0.0;0.0;False;57.0;0.0
7.0;0.0;22.0;0.0;2.333333333;0.0;3.0;1.0;0.0;False;57.0;0.0
12.0;1.0;25.0;0.0;2.0;0.0;5.0;0.0;0.0;False;34.0;0.0
11.0;0.0;14.0;0.0;2.75;0.0;4.0;0.0;0.0;False;19.0;0.0
27.0;1.0;40.0;0.0;2.7;0.0;9.0;2.0;0.0;False;60.0;0.0
12.0;0.0;19.0;0.0;2.4;0.0;5.0;0.0;0.0;False;30.0;0.0
24.0;1.0;69.0;0.0;2.181818182;0.0;8.0;0.0;0.0;False;83.0;0.0
8.0;0.0;19.0;0.0;2.666666667;0.0;2.0;0.0;0.0;False;24.0;0.0
11.0;0.0;30.0;0.0;3.666666667;0.0;1.0;1.0;0.0;False;66.0;0.0
40.0;1.0;66.0;7.0;4.0;0.0;7.0;7.0;0.0;False;198.0;0.0
12.5;0.0;108.0;0.0;2.083333333;0.0;5.0;0.0;0.0;False;190.0;0.0
70.25;0.0;209.0;6.0;7.025;0.0;6.0;9.0;0.0;False;385.0;0.0
11.0;0.0;23.0;0.0;3.666666667;0.0;0.0;0.0;0.0;False;58.0;0.0
13.5;0.0;48.0;0.0;1.928571429;0.0;6.0;0.0;0.0;False;92.0;0.0
14.5;0.0;85.0;0.0;1.8125;0.0;8.0;1.0;0.0;False;170.0;0.0
30.0;8.0;113.0;0.0;2.727272727;0.0;11.0;0.0;0.0;False;268.0;0.0
30.0;8.0;113.0;0.0;2.727272727;0.0;11.0;0.0;0.0;False;268.0;0.0
30.0;8.0;113.0;0.0;2.727272727;0.0;11.0;0.0;0.0;False;268.0;0.0
30.0;8.0;113.0;0.0;2.727272727;0.0;11.0;0.0;0.0;False;268.0;0.0
17.0;4.0;53.0;0.0;3.4;0.0;5.0;1.0;0.0;False;182.0;0.0
17.0;4.0;53.0;0.0;3.4;0.0;5.0;1.0;0.0;False;182.0;0.0
6.0;2.0;27.0;0.0;3.0;0.0;2.0;0.0;0.0;False;68.0;0.0
6.0;2.0;27.0;0.0;3.0;0.0;2.0;0.0;0.0;False;68.0;0.0
6.0;2.0;27.0;0.0;3.0;0.0;2.0;0.0;0.0;False;68.0;0.0
45.0;9.0;89.0;0.0;4.090909091;0.0;8.0;0.0;0.0;False;248.0;0.0
45.0;9.0;89.0;0.0;4.090909091;0.0;8.0;0.0;0.0;False;248.0;0.0
45.0;9.0;89.0;0.0;4.090909091;0.0;8.0;0.0;0.0;False;248.0;0.0
14.0;4.0;50.0;0.0;2.333333333;0.0;4.0;1.0;0.0;False;91.0;0.0
14.0;4.0;50.0;0.0;2.333333333;0.0;4.0;1.0;0.0;False;91.0;0.0
14.0;4.0;50.0;0.0;2.333333333;0.0;4.0;1.0;0.0;False;91.0;0.0
15.0;5.0;17.0;0.0;3.0;0.0;5.0;0.0;0.0;False;112.0;0.0
22.0;4.0;188.0;0.0;2.75;0.0;6.0;0.0;0.0;False;246.0;0.0
22.0;4.0;188.0;0.0;2.75;0.0;6.0;0.0;0.0;False;246.0;0.0
22.0;4.0;188.0;0.0;2.75;0.0;6.0;0.0;0.0;False;246.0;0.0
22.0;4.0;188.0;0.0;2.75;0.0;6.0;0.0;0.0;False;246.0;0.0
22.0;4.0;188.0;0.0;2.75;0.0;6.0;0.0;0.0;False;246.0;0.0
19.0;3.0;186.0;0.0;3.166666667;0.0;5.0;1.0;0.0;False;275.0;0.0
19.0;3.0;186.0;0.0;3.166666667;0.0;5.0;1.0;0.0;False;275.0;0.0
19.0;3.0;186.0;0.0;3.166666667;0.0;5.0;1.0;0.0;False;275.0;0.0
19.0;3.0;186.0;0.0;3.166666667;0.0;5.0;1.0;0.0;False;275.0;0.0
39.0;11.0;48.0;0.0;3.545454545;0.0;11.0;0.0;0.0;False;175.0;0.0
35.0;10.0;41.0;0.0;3.5;0.0;10.0;0.0;0.0;False;179.0;0.0
10.0;0.0;112.0;0.0;3.333333333;0.0;0.0;0.0;0.0;False;137.0;0.0
10.0;0.0;112.0;0.0;3.333333333;0.0;0.0;0.0;0.0;False;137.0;0.0
10.0;0.0;112.0;0.0;3.333333333;0.0;0.0;0.0;0.0;False;137.0;0.0
10.0;0.0;112.0;0.0;3.333333333;0.0;0.0;0.0;0.0;False;137.0;0.0
23.0;5.0;49.0;0.0;3.833333333;0.0;5.0;0.0;0.0;False;108.0;0.0
23.0;5.0;49.0;0.0;3.833333333;0.0;5.0;0.0;0.0;False;108.0;0.0
23.0;5.0;49.0;0.0;3.833333333;0.0;5.0;0.0;0.0;False;108.0;0.0
11.0;4.0;17.0;0.0;2.75;0.0;3.0;0.0;0.0;False;87.0;0.0
3.0;1.0;14.0;0.0;3.0;0.0;1.0;0.0;0.0;False;33.0;0.0
3.0;1.0;14.0;0.0;3.0;0.0;1.0;0.0;0.0;False;33.0;0.0
51.0;14.0;147.0;0.0;3.4;0.0;12.0;0.0;0.0;False;251.0;0.0
51.0;14.0;147.0;0.0;3.4;0.0;12.0;0.0;0.0;False;251.0;0.0
51.0;14.0;147.0;0.0;3.4;0.0;12.0;0.0;0.0;False;251.0;0.0
39.0;4.0;159.0;0.0;3.25;0.0;4.0;1.0;0.0;False;269.0;0.0
39.0;4.0;159.0;0.0;3.25;0.0;4.0;1.0;0.0;False;269.0;0.0
39.0;4.0;159.0;0.0;3.25;0.0;4.0;1.0;0.0;False;269.0;0.0
39.0;4.0;159.0;0.0;3.25;0.0;4.0;1.0;0.0;False;269.0;0.0
39.0;4.0;159.0;0.0;3.25;0.0;4.0;1.0;0.0;False;269.0;0.0
15.0;1.0;42.0;0.0;3.0;0.0;4.0;0.0;0.0;False;79.0;0.0
9.0;0.0;52.0;0.0;1.8;0.0;5.0;0.0;0.0;False;68.0;0.0
8.0;0.0;34.0;0.0;2.0;0.0;4.0;0.0;0.0;False;42.0;0.0
10.0;0.0;17.0;0.0;2.0;0.0;3.0;0.0;0.0;False;50.0;0.0
4.0;0.0;3.0;0.0;4.0;0.0;0.0;0.0;0.0;False;13.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
4.0;2.0;74.0;0.0;2.0;0.0;2.0;0.0;0.0;False;93.0;0.0
4.0;2.0;74.0;0.0;2.0;0.0;2.0;0.0;0.0;False;93.0;0.0
4.0;2.0;74.0;0.0;2.0;0.0;2.0;0.0;0.0;False;93.0;0.0
4.0;2.0;74.0;0.0;2.0;0.0;2.0;0.0;0.0;False;93.0;0.0
4.0;2.0;74.0;0.0;2.0;0.0;2.0;0.0;0.0;False;93.0;0.0
9.0;0.0;49.0;0.0;1.8;0.0;5.0;0.0;0.0;False;64.0;0.0
15.0;0.0;66.0;0.0;3.0;0.0;4.0;0.0;0.0;False;102.0;0.0
15.0;0.0;66.0;0.0;3.0;0.0;4.0;0.0;0.0;False;102.0;0.0
14.0;2.0;50.0;0.0;4.666666667;0.0;3.0;0.0;0.0;False;102.0;0.0
14.0;2.0;50.0;0.0;4.666666667;0.0;3.0;0.0;0.0;False;102.0;0.0
14.0;2.0;50.0;0.0;4.666666667;0.0;3.0;0.0;0.0;False;102.0;0.0
8.0;0.0;37.0;0.0;2.0;0.0;4.0;0.0;0.0;False;49.0;0.0
14.0;0.0;76.0;0.0;2.333333333;0.0;6.0;0.0;0.0;False;139.0;0.0
14.0;0.0;76.0;0.0;2.333333333;0.0;6.0;0.0;0.0;False;139.0;0.0
14.0;0.0;76.0;0.0;2.333333333;0.0;6.0;0.0;0.0;False;139.0;0.0
14.0;0.0;76.0;0.0;2.333333333;0.0;6.0;0.0;0.0;False;139.0;0.0
14.0;0.0;76.0;0.0;2.333333333;0.0;6.0;0.0;0.0;False;139.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
11.0;0.0;17.0;0.0;3.666666667;0.0;3.0;0.0;0.0;False;24.0;0.0
11.0;0.0;16.0;0.0;3.666666667;0.0;3.0;0.0;0.0;False;24.0;0.0
14.0;1.0;122.0;0.0;2.8;0.0;5.0;0.0;0.0;False;169.0;0.0
14.0;1.0;122.0;0.0;2.8;0.0;5.0;0.0;0.0;False;169.0;0.0
14.0;1.0;122.0;0.0;2.8;0.0;5.0;0.0;0.0;False;169.0;0.0
14.0;1.0;122.0;0.0;2.8;0.0;5.0;0.0;0.0;False;169.0;0.0
14.0;1.0;122.0;0.0;2.8;0.0;5.0;0.0;0.0;False;169.0;0.0
19.0;2.0;73.0;2.0;2.714285714;0.0;5.0;2.0;0.0;False;100.0;0.0
19.0;2.0;73.0;2.0;2.714285714;0.0;5.0;2.0;0.0;False;100.0;0.0
9.0;1.0;74.0;0.0;1.8;0.0;5.0;1.0;0.0;False;78.0;0.0
8.5;0.0;50.0;0.0;1.214285714;0.0;7.0;1.0;0.0;True;75.0;0.0
5.0;0.0;20.0;0.0;1.666666667;0.0;2.0;0.0;0.0;False;24.0;0.0
4.0;0.0;13.0;0.0;2.0;0.0;2.0;0.0;0.0;False;22.0;0.0
4.0;0.0;12.0;0.0;2.0;0.0;2.0;0.0;0.0;False;21.0;0.0
4.0;0.0;14.0;0.0;2.0;0.0;2.0;0.0;0.0;False;23.0;0.0
6.0;0.0;23.0;0.0;1.5;0.0;3.0;0.0;0.0;False;53.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
5.0;0.0;19.0;0.0;1.666666667;0.0;3.0;0.0;0.0;False;26.0;0.0
12.0;0.0;8.0;0.0;2.0;0.0;0.0;0.0;0.0;False;13.0;0.0
3.0;0.0;4.0;0.0;1.5;0.0;0.0;0.0;0.0;False;18.0;0.0
5.0;0.0;19.0;0.0;1.666666667;0.0;3.0;0.0;0.0;False;28.0;0.0
5.0;1.0;12.0;0.0;1.25;0.0;3.0;0.0;0.0;False;23.0;0.0
19.0;0.0;93.0;0.0;1.727272727;0.0;9.0;0.0;0.0;False;130.0;0.0
19.0;0.0;93.0;0.0;1.727272727;0.0;9.0;0.0;0.0;False;130.0;0.0
19.0;0.0;93.0;0.0;1.727272727;0.0;9.0;0.0;0.0;False;130.0;0.0
19.0;0.0;93.0;0.0;1.727272727;0.0;9.0;0.0;0.0;False;130.0;0.0
3.0;0.0;5.0;0.0;1.0;0.0;0.0;0.0;0.0;False;16.0;0.0
11.0;0.0;11.0;0.0;1.222222222;0.0;0.0;0.0;0.0;True;50.0;0.0
48.0;0.0;23.0;0.0;2.285714286;0.0;0.0;0.0;0.0;False;50.0;0.0
4.0;1.0;37.0;0.0;2.0;0.0;1.0;0.0;0.0;False;33.0;0.0
33.0;7.0;149.0;2.0;2.357142857;0.0;7.0;4.0;0.0;False;257.0;0.0
33.0;7.0;149.0;2.0;2.357142857;0.0;7.0;4.0;0.0;False;257.0;0.0
33.0;7.0;149.0;2.0;2.357142857;0.0;7.0;4.0;0.0;False;257.0;0.0
33.0;7.0;149.0;2.0;2.357142857;0.0;7.0;4.0;0.0;False;257.0;0.0
33.0;7.0;149.0;2.0;2.357142857;0.0;7.0;4.0;0.0;False;257.0;0.0
33.0;7.0;149.0;2.0;2.357142857;0.0;7.0;4.0;0.0;False;257.0;0.0
33.0;7.0;149.0;2.0;2.357142857;0.0;7.0;4.0;0.0;False;257.0;0.0
33.0;7.0;149.0;2.0;2.357142857;0.0;7.0;4.0;0.0;False;257.0;0.0
33.0;7.0;149.0;2.0;2.357142857;0.0;7.0;4.0;0.0;False;257.0;0.0
12.0;3.0;110.0;0.0;2.4;0.0;5.0;0.0;0.0;False;137.0;0.0
12.0;3.0;110.0;0.0;2.4;0.0;5.0;0.0;0.0;False;137.0;0.0
12.0;3.0;110.0;0.0;2.4;0.0;5.0;0.0;0.0;False;137.0;0.0
6.0;0.0;24.0;0.0;2.0;0.0;3.0;0.0;0.0;False;34.0;0.0
10.0;2.0;64.0;4.0;2.0;0.0;4.0;5.0;1.0;False;102.0;0.0
10.0;2.0;64.0;4.0;2.0;0.0;4.0;5.0;1.0;False;102.0;0.0
5.0;0.0;19.0;0.0;1.666666667;0.0;3.0;0.0;0.0;False;24.0;0.0
1.0;1.0;45.0;0.0;1.0;0.0;0.0;0.0;0.0;False;71.0;0.0
1.0;1.0;45.0;0.0;1.0;0.0;0.0;0.0;0.0;False;71.0;0.0
1.0;1.0;45.0;0.0;1.0;0.0;0.0;0.0;0.0;False;71.0;0.0
11.0;0.0;94.0;0.0;1.833333333;0.0;5.0;0.0;2.0;False;148.0;0.0
11.0;0.0;94.0;0.0;1.833333333;0.0;5.0;0.0;2.0;False;148.0;0.0
11.0;0.0;94.0;0.0;1.833333333;0.0;5.0;0.0;2.0;False;148.0;0.0
11.0;0.0;94.0;0.0;1.833333333;0.0;5.0;0.0;2.0;False;148.0;0.0
11.0;0.0;94.0;0.0;1.833333333;0.0;5.0;0.0;2.0;False;148.0;0.0
7.0;0.0;16.0;0.0;2.333333333;0.0;3.0;0.0;0.0;True;22.0;0.0
11.0;0.0;54.0;0.0;1.375;0.0;8.0;1.0;0.0;True;75.0;0.0
3.0;0.0;8.0;0.0;3.0;0.0;1.0;0.0;0.0;False;10.0;0.0
12.0;0.0;20.0;0.0;2.0;0.0;6.0;0.0;0.0;False;32.0;0.0
15.0;0.0;81.0;0.0;2.142857143;0.0;7.0;0.0;0.0;False;119.0;0.0
15.0;0.0;81.0;0.0;2.142857143;0.0;7.0;0.0;0.0;False;119.0;0.0
15.0;0.0;81.0;0.0;2.142857143;0.0;7.0;0.0;0.0;False;119.0;0.0
40.0;7.0;201.0;5.0;1.666666667;0.0;19.0;6.0;0.0;False;373.0;0.0
5.0;1.0;33.0;0.0;2.5;0.0;2.0;0.0;0.0;True;61.0;0.0
17.0;0.0;46.0;0.0;1.888888889;0.0;7.0;0.0;0.0;False;82.0;0.0
17.0;0.0;46.0;0.0;1.888888889;0.0;7.0;0.0;0.0;False;82.0;0.0
6.0;0.0;42.0;0.0;3.0;0.0;2.0;0.0;0.0;False;51.0;0.0
6.0;0.0;42.0;0.0;3.0;0.0;2.0;0.0;0.0;False;51.0;0.0
9.5;0.0;55.0;0.0;1.1875;0.0;8.0;0.0;0.0;False;72.0;0.0
