accuracy_score;precision_score;recall_score;f1_score;roc_auc_score;pr_auc_score;type;data_type
0.9949103247697528;0.0;0.0;0.0;0.5537749634680955;0.00608794596342185;one;checkstyle
0.9946679592825982;0.0;0.0;0.0;0.6011568436434487;0.008120191858247857;one;ck
0.9951526902569074;0.0;0.0;0.0;0.6013227593765221;0.01329070147138544;one;halstead
0.9951526902569074;0.0;0.0;0.0;0.5337600462737457;0.003611101882608804;one;jasome_ck
0.9950315075133301;0.0;0.0;0.0;0.5149263273258645;0.0035203523515302143;one;jasome_lk
0.9950315075133301;0.0;0.0;0.0;0.6154606064296152;0.011964317609634949;one;jasome_methods
0.9950315075133301;0.0;0.0;0.0;0.5914210910862154;0.005425974077133191;all;bugged
0.9950315075133301;0.0;0.0;0.0;0.5914210910862154;0.005425974077133191;all;bugged_methods
0.9950315075133301;0.0;0.0;0.0;0.5905321480759862;0.004079167532692404;all;checkstyle
0.9950315075133301;0.0;0.0;0.0;0.5914210910862154;0.005425974077133191;all;source_monitor
0.9950315075133301;0.0;0.0;0.0;0.5914210910862154;0.005425974077133191;all;source_monitor_files
0.9950315075133301;0.0;0.0;0.0;0.5465523015099853;0.003743321522630321;all;ck
0.9950315075133301;0.0;0.0;0.0;0.5914210910862154;0.005425974077133191;all;mood
0.9950315075133301;0.0;0.0;0.0;0.5914210910862154;0.005425974077133191;all;halstead
0.9950315075133301;0.0;0.0;0.0;0.5914210910862154;0.005425974077133191;all;jasome_mood
0.9950315075133301;0.0;0.0;0.0;0.5914210910862154;0.005425974077133191;all;jasome_ck
0.9950315075133301;0.0;0.0;0.0;0.5665961397954213;0.003868132326418498;all;jasome_lk
0.9950315075133301;0.0;0.0;0.0;0.5914210910862154;0.005425974077133191;all;jasome_files
0.9946679592825982;0.0;0.0;0.0;0.5913343278129567;0.006143242932127098;all;jasome_methods
0.9950315075133301;0.0;0.0;0.0;0.5914210910862154;0.005425974077133191;all;process_files
0.9950315075133301;0.0;0.0;0.0;0.5914210910862154;0.005425974077133191;all;issues_files
