blamemerge_blamegetVocabulary_std;MethodLength_max;AnonymousInnerClassLength_25%;blamemerge_blamegetEffort_count;blame_merge_blame_getVolume_count;AnonymousInnerClassLength_50%;blamemerge_blamegetLength_mean;MethodLength_count;AnonymousInnerClassLength_max;blamemerge_blamegetDifficulty_count;Effort;Volume;blame_merge_blame_getDifficulty_mean;FileLength_max;blame_merge_blame_getVolume_std;MethodLength_std;TotalNumberOfOperands;FileLength_25%;blamemerge_blamegetLength_std;blamemerge_blamegetEffort_mean;blame_merge_blame_getVolume_min;blamemerge_blamegetVolume_mean;FileLength_std;blamemerge_blamegetEffort_max;blame_merge_blame_getVocabulary_max;blamemerge_blamegetVolume_count;FileLength_50%;Difficulty;NumberOfDistinctOperands;Vocabulary;NumberOfDistinctOperators;blame_merge_blame_getEffort_mean;MethodLength_25%;TotalNumberOfOperators;AnonymousInnerClassLength_min;MethodLength_mean;blame_merge_blame_getEffort_std;blame_merge_blame_getDifficulty_min;blamemerge_blamegetDifficulty_std;blamemerge_blamegetEffort_std;blame_merge_blame_getVocabulary_mean;AnonymousInnerClassLength_75%;FileLength_mean;blame_merge_blame_getLength_min;blame_merge_blame_getEffort_min;blame_merge_blame_getEffort_max;blame_merge_blame_getLength_mean;blamemerge_blamegetDifficulty_mean;AnonymousInnerClassLength_count;FileLength_75%;AnonymousInnerClassLength_mean;AnonymousInnerClassLength_std;blamemerge_blamegetDifficulty_max;blame_merge_blame_getVocabulary_count;blamemerge_blamegetVocabulary_count;MethodLength_min;blamemerge_blamegetVocabulary_mean;blamemerge_blamegetLength_max;blame_merge_blame_getVolume_max;blame_merge_blame_getVolume_mean;blame_merge_blame_getDifficulty_std;Length;blame_merge_blame_getLength_max;Bugged;blame_merge_blame_getLength_count;FileLength_count;FileLength_min;MethodLength_75%;blame_merge_blame_getLength_std;blame_merge_blame_getVocabulary_min;blamemerge_blamegetVocabulary_max;MethodLength_50%;blame_merge_blame_getEffort_count;blamemerge_blamegetVolume_max;blame_merge_blame_getDifficulty_max;blamemerge_blamegetVolume_std;blame_merge_blame_getVocabulary_std;blamemerge_blamegetLength_count;blame_merge_blame_getDifficulty_count
1.771012442971141;0.0;0.0;1077.0;0.0;0.0;0.724233983286908;0.0;0.0;1077.0;280.0;80.0;0.0;0.0;0.0;0.0;9.0;0.0;2.2487289869446485;1.9192200557103063;0.0;1.7743732590529249;0.0;33.0;0.0;1077.0;0.0;3.5;9.0;16.0;7.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;0.37143580141987614;6.582050910366813;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.12674094707520892;0.0;0.0;0.0;0.0;1.5;0.0;1077.0;0.0;0.6155988857938719;11.0;0.0;0.0;0.0;20.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;33.0;0.0;6.3999428364917685;0.0;1077.0;0.0
4.161538484104685;10.0;0.0;6648.0;0.0;0.0;3.6565884476534296;7.0;3.0;6648.0;87801.0;1998.0;0.0;92.0;0.0;2.627691364061218;113.0;0.0;6.722832611701522;58.56867049893424;0.0;11.314977335743427;34.772731516848914;1128.1146594819595;0.0;6648.0;0.0;43.944444444444436;36.0;64.0;28.0;0.0;3.0;220.0;0.0;4.714285714285714;0.0;0.0;2.049735970576019;178.11073078848472;0.0;0.0;13.142857142857142;0.0;0.0;0.0;0.0;1.0852637384677095;7.0;0.0;0.42857142857142855;1.1338934190276817;9.166666666666666;0.0;6648.0;3.0;2.65734055354994;35.0;0.0;0.0;0.0;333.0;0.0;False;0.0;7.0;0.0;5.5;0.0;0.0;16.0;3.0;0.0;136.74117084629816;0.0;25.176885360877947;0.0;6648.0;0.0
3.978874060375422;5.0;0.0;3213.0;0.0;0.0;3.065670712729536;7.0;3.0;3213.0;41170.82904658824;1514.7162449434607;0.0;76.0;0.0;0.7559289460184545;103.0;0.0;4.889219323308334;26.36738945192848;0.0;9.126646498516749;28.725299948701267;479.7267201792581;0.0;3213.0;0.0;27.180555555555557;36.0;55.0;19.0;0.0;3.0;159.0;0.0;3.2857142857142856;0.0;0.0;1.3719061256036738;69.35248168925064;0.0;0.0;10.857142857142858;0.0;0.0;0.0;0.0;0.7756613756613756;7.0;0.0;0.42857142857142855;1.1338934190276817;6.3;0.0;3213.0;3.0;2.594460006224712;20.0;0.0;0.0;0.0;262.0;0.0;False;0.0;7.0;0.0;3.0;0.0;0.0;14.0;3.0;0.0;76.14709844115208;0.0;16.94124188747918;0.0;3213.0;0.0
4.3494242414904685;10.0;0.0;2496.0;0.0;0.0;4.109375;6.0;0.0;2496.0;57595.98364280436;1491.847864938503;0.0;64.0;0.0;2.8106938645110398;94.0;0.0;7.2084658707953135;66.23037063328623;0.0;12.919059928143568;26.127890589687233;1128.1146594819595;0.0;2496.0;0.0;38.607142857142854;28.0;51.0;23.0;0.0;3.0;169.0;0.0;4.5;0.0;0.0;2.0394036211188262;200.62758921167995;0.0;0.0;10.666666666666666;0.0;0.0;0.0;0.0;1.1803385416666667;6.0;0.0;0.0;0.0;9.166666666666666;0.0;2496.0;3.0;3.109375;35.0;0.0;0.0;0.0;263.0;0.0;False;0.0;6.0;0.0;4.5;0.0;0.0;16.0;3.0;0.0;136.74117084629816;0.0;27.725695744563502;0.0;2496.0;0.0
5.236785918989008;12.0;0.0;4122.0;0.0;0.0;6.869480834546336;11.0;0.0;4122.0;123588.02846611595;3164.497935584906;0.0;90.0;0.0;2.8316394223456167;179.0;0.0;10.053795857058198;122.60963853462904;0.0;23.308465943173857;27.136021011998725;1128.1146594819595;0.0;4122.0;0.0;39.054545454545455;55.0;79.0;24.0;0.0;3.0;323.0;0.0;4.2727272727272725;0.0;0.0;2.346472483658625;278.64390717637934;0.0;0.0;8.181818181818182;0.0;0.0;0.0;0.0;1.7087241899832877;11.0;0.0;0.0;0.0;9.166666666666666;0.0;4122.0;3.0;4.588791848617176;36.0;0.0;0.0;0.0;502.0;0.0;False;0.0;11.0;0.0;3.5;0.0;0.0;16.0;3.0;0.0;144.0;0.0;39.9905053715834;0.0;4122.0;0.0
2.4683690823643927;3.0;0.0;4566.0;0.0;0.0;1.6228646517739815;12.0;0.0;4566.0;16098.451634617231;1017.9348808774361;0.0;104.0;0.0;0.0;61.0;0.0;2.6267881482870554;8.964311822949504;0.0;3.7426452193912874;30.022213997860547;72.0;0.0;4566.0;0.0;15.814814814814815;27.0;41.0;14.0;0.0;3.0;129.0;0.0;3.0;0.0;0.0;1.1136605043191123;19.113251812412308;0.0;0.0;8.666666666666666;0.0;0.0;0.0;0.0;0.5850854139290408;12.0;0.0;0.0;0.0;4.0;0.0;4566.0;3.0;1.5459921156373193;11.0;0.0;0.0;0.0;190.0;0.0;False;0.0;12.0;0.0;3.0;0.0;0.0;8.0;3.0;0.0;33.0;0.0;7.216961603154607;0.0;4566.0;0.0
4.5398955807160535;0.0;0.0;21456.0;0.0;0.0;4.858221476510066;0.0;0.0;21456.0;1109262.1087620768;15046.024323686825;0.0;0.0;0.0;0.0;707.0;0.0;6.068093024898581;45.754015996675996;0.0;14.848365432246316;0.0;1370.5714285714287;0.0;21456.0;0.0;73.72459893048128;187.0;226.0;39.0;0.0;0.0;1217.0;0.0;0.0;0.0;0.0;1.5005414640828818;111.12941984954958;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.1194637606288194;0.0;0.0;0.0;0.0;8.357142857142858;0.0;21456.0;0.0;4.058911260253542;41.0;0.0;0.0;0.0;1924.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;18.0;0.0;0.0;164.0;0.0;22.704620257428484;0.0;21456.0;0.0
4.5398955807160535;51.0;0.0;21456.0;0.0;0.0;4.858221476510066;15.0;0.0;21456.0;1109262.1087620768;15046.024323686825;0.0;380.0;0.0;12.684073252930789;707.0;0.0;6.068093024898581;45.754015996675996;0.0;14.848365432246316;98.11557810392124;1370.5714285714287;0.0;21456.0;0.0;73.72459893048128;187.0;226.0;39.0;0.0;8.0;1217.0;0.0;14.2;0.0;0.0;1.5005414640828818;111.12941984954958;0.0;0.0;25.33333333333333;0.0;0.0;0.0;0.0;1.1194637606288194;15.0;0.0;0.0;0.0;8.357142857142858;0.0;21456.0;3.0;4.058911260253542;41.0;0.0;0.0;0.0;1924.0;0.0;False;0.0;15.0;0.0;15.0;0.0;0.0;18.0;10.0;0.0;164.0;0.0;22.704620257428484;0.0;21456.0;0.0
4.794863187693325;31.0;0.0;19695.0;0.0;0.0;6.935059659812137;3.0;0.0;19695.0;1696640.2607187259;18704.004638063347;0.0;0.0;0.0;10.535653752852738;965.0;0.0;6.664050073719138;74.36918607295439;0.0;21.82260761445911;0.0;870.2598801717975;0.0;19695.0;0.0;90.71;250.0;297.0;47.0;0.0;16.0;1312.0;0.0;21.0;0.0;0.0;1.7735871995967278;144.99275019056074;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.5601697400759234;3.0;0.0;0.0;0.0;9.166666666666666;0.0;19695.0;10.0;5.624371667936026;30.0;0.0;0.0;0.0;2277.0;0.0;False;0.0;3.0;0.0;26.5;0.0;0.0;24.0;22.0;0.0;131.7695226833628;0.0;26.49013260412887;0.0;19695.0;0.0
4.794863187693325;87.0;0.0;19695.0;0.0;0.0;6.935059659812137;6.0;2.0;19695.0;1696640.2607187259;18704.004638063347;0.0;324.0;0.0;32.154315417996386;965.0;0.0;6.664050073719138;74.36918607295439;0.0;21.82260761445911;132.27244611029158;870.2598801717975;0.0;19695.0;0.0;90.71;250.0;297.0;47.0;0.0;6.25;1312.0;0.0;23.5;0.0;0.0;1.7735871995967278;144.99275019056074;0.0;0.0;54.0;0.0;0.0;0.0;0.0;1.5601697400759234;6.0;0.0;0.3333333333333333;0.8164965809277259;9.166666666666666;0.0;19695.0;3.0;5.624371667936026;30.0;0.0;0.0;0.0;2277.0;0.0;False;0.0;6.0;0.0;22.5;0.0;0.0;24.0;9.5;0.0;131.7695226833628;0.0;26.49013260412887;0.0;19695.0;0.0
