NPathComplexity_25%;FileLength_std;MethodLength_std;CyclomaticComplexity_min;NestedForDepth_max;NumberOfProtectedMethod_50%;CyclomaticComplexity_50%;NumberOfPublicMethods_Checkstyle_75%;BooleanExpressionComplexity_75%;NestedTryDepth_50%;ThrowsCount_min;FileLength_25%;NCSSForThisClass_min;NestedIfElseDepth_75%;NestedIfElseDepth_50%;NumberOfMethods_Checkstyle_count;BooleanExpressionComplexity_std;NestedTryDepth_max;NCSSForThisFile_50%;NCSSForThisClass_mean;NestedIfElseDepth_25%;FileLength_min;NCSSForThisMethod_max;NumberOfProtectedMethod_max;FileLength_50%;NestedForDepth_25%;NumberOfPackageMethod_min;ExecutableStatementCount_min;NumberOfPackageMethod_max;MethodLength_mean;NCSSForThisClass_max;ClassDataAbstractionCoupling_min;ExecutableStatementCount_50%;ExecutableStatementCount_mean;NestedForDepth_75%;AnonymousInnerClassLength_max;NCSSForThisClass_count;FileLength_max;NumberOfPrivateMethod_50%;NCSSForThisFile_std;ClassFanOutComplexity_count;MethodLength_max;NPathComplexity_max;NCSSForThisFile_count;NumberOfPrivateMethod_mean;CyclomaticComplexity_25%;NestedIfElseDepth_std;ClassDataAbstractionCoupling_75%;NestedForDepth_mean;NumberOfPackageMethod_75%;ClassDataAbstractionCoupling_count;Bugged;NCSSForThisFile_mean;NumberOfPackageMethod_std;NestedTryDepth_25%;ExecutableStatementCount_max;ClassDataAbstractionCoupling_max;NumberOfPublicMethods_Checkstyle_std;NCSSForThisFile_min;BooleanExpressionComplexity_max;NCSSForThisMethod_75%;NumberOfProtectedMethod_75%;NumberOfProtectedMethod_25%;NumberOfMethods_Checkstyle_75%;NumberOfProtectedMethod_mean;NCSSForThisFile_max;ThrowsCount_25%;ClassDataAbstractionCoupling_mean;NumberOfMethods_Checkstyle_max;ExecutableStatementCount_25%;NCSSForThisMethod_50%;NPathComplexity_count;NumberOfPublicMethods_Checkstyle_mean;NumberOfProtectedMethod_std;NumberOfProtectedMethod_min;MethodLength_25%;AnonymousInnerClassLength_count;NCSSForThisFile_25%;NumberOfMethods_Checkstyle_25%;ClassDataAbstractionCoupling_50%;NumberOfMethods_Checkstyle_50%;NestedIfElseDepth_min;NCSSForThisClass_25%;BooleanExpressionComplexity_count;BooleanExpressionComplexity_25%;ThrowsCount_count;ClassFanOutComplexity_std;NumberOfPackageMethod_50%;NestedTryDepth_count;AnonymousInnerClassLength_75%;ClassFanOutComplexity_25%;ExecutableStatementCount_std;NCSSForThisMethod_min;ClassFanOutComplexity_mean;FileLength_count;NumberOfPrivateMethod_count;NCSSForThisMethod_std;NumberOfPackageMethod_mean;AnonymousInnerClassLength_std;ThrowsCount_75%;AnonymousInnerClassLength_mean;ClassDataAbstractionCoupling_25%;NumberOfPackageMethod_count;NumberOfPublicMethods_Checkstyle_count;NumberOfMethods_Checkstyle_std;ThrowsCount_mean;MethodLength_min;NumberOfProtectedMethod_count;CyclomaticComplexity_mean;NCSSForThisMethod_count;AnonymousInnerClassLength_min;CyclomaticComplexity_max;ClassDataAbstractionCoupling_std;NPathComplexity_min;NumberOfPrivateMethod_max;BooleanExpressionComplexity_mean;NestedForDepth_count;NPathComplexity_50%;NumberOfPrivateMethod_75%;NestedForDepth_50%;FileLength_mean;MethodLength_75%;NumberOfPublicMethods_Checkstyle_min;NPathComplexity_mean;AnonymousInnerClassLength_50%;ClassFanOutComplexity_75%;BooleanExpressionComplexity_min;ThrowsCount_max;NestedTryDepth_std;NumberOfPrivateMethod_std;NestedTryDepth_mean;NCSSForThisMethod_25%;NCSSForThisFile_75%;NestedIfElseDepth_mean;NestedForDepth_std;FileLength_75%;CyclomaticComplexity_std;NumberOfPublicMethods_Checkstyle_50%;NumberOfPublicMethods_Checkstyle_25%;ClassFanOutComplexity_50%;ExecutableStatementCount_75%;ThrowsCount_std;ClassFanOutComplexity_max;CyclomaticComplexity_75%;AnonymousInnerClassLength_25%;NumberOfPublicMethods_Checkstyle_max;NCSSForThisClass_std;NumberOfMethods_Checkstyle_mean;NestedTryDepth_75%;MethodLength_50%;ThrowsCount_50%;ClassFanOutComplexity_min;ExecutableStatementCount_count;NCSSForThisClass_50%;NumberOfPrivateMethod_min;NumberOfMethods_Checkstyle_min;NPathComplexity_std;NumberOfPackageMethod_25%;NCSSForThisClass_75%;NestedIfElseDepth_max;MethodLength_count;NPathComplexity_75%;NCSSForThisMethod_mean;NestedForDepth_min;NumberOfPrivateMethod_25%;CyclomaticComplexity_count;NestedIfElseDepth_count;BooleanExpressionComplexity_50%;NestedTryDepth_min
2.0;0.0;0.0;2.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;55.0;8.0;0.0;0.0;1.0;0.0;0.0;18.0;8.0;0.0;55.0;7.0;0.0;55.0;0.0;0.0;5.0;0.0;15.0;8.0;2.0;5.0;5.0;0.0;0.0;1.0;55.0;0.0;0.0;1.0;15.0;2.0;1.0;0.0;2.0;0.0;2.0;0.0;0.0;1.0;False;18.0;0.0;0.0;5.0;2.0;0.0;18.0;0.0;7.0;0.0;0.0;1.0;0.0;18.0;1.0;2.0;1.0;5.0;7.0;1.0;1.0;0.0;0.0;15.0;1.0;18.0;1.0;2.0;1.0;0.0;8.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;9.0;0.0;7.0;9.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;1.0;1.0;0.0;1.0;15.0;1.0;2.0;1.0;0.0;2.0;0.0;2.0;0.0;0.0;1.0;2.0;0.0;0.0;55.0;15.0;1.0;2.0;0.0;9.0;0.0;1.0;0.0;0.0;0.0;7.0;18.0;0.0;0.0;55.0;0.0;1.0;1.0;9.0;5.0;0.0;9.0;2.0;0.0;1.0;0.0;1.0;0.0;15.0;1.0;9.0;1.0;8.0;0.0;1.0;0.0;0.0;8.0;0.0;1.0;2.0;7.0;0.0;0.0;1.0;1.0;0.0;0.0
1.0;34.06366588218791;0.0;1.0;0.0;0.0;1.0;1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;3.6666666666666665;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;11.0;0.0;1.0;1.0;0.0;0.0;3.0;59.0;0.0;8.082903768654761;3.0;3.0;1.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;False;4.666666666666667;0.0;0.0;1.0;0.0;1.7320508075688772;0.0;0.0;2.0;0.0;0.0;1.5;0.0;14.0;0.0;0.0;3.0;1.0;2.0;3.0;1.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;1.7320508075688772;0.0;3.0;0.0;0.0;0.0;2.0;1.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;1.7320508075688772;0.0;3.0;3.0;1.0;3.0;0.0;1.0;0.0;1.0;0.0;0.0;3.0;1.0;0.0;0.0;19.666666666666668;3.0;0.0;1.0;0.0;1.5;0.0;0.0;0.0;0.0;0.0;2.0;7.0;0.0;0.0;29.5;0.0;0.0;0.0;0.0;1.0;0.0;3.0;1.0;0.0;3.0;6.350852961085884;1.0;0.0;3.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;5.5;0.0;3.0;1.0;2.0;0.0;0.0;3.0;3.0;0.0;0.0
0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;39.0;5.0;0.0;0.0;1.0;0.0;0.0;9.0;5.0;0.0;39.0;2.0;0.0;39.0;0.0;0.0;1.0;0.0;3.0;5.0;0.0;1.0;1.0;0.0;0.0;1.0;39.0;0.0;0.0;1.0;3.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;True;9.0;0.0;0.0;1.0;0.0;0.0;9.0;0.0;2.0;0.0;0.0;1.0;0.0;9.0;0.0;0.0;1.0;1.0;2.0;1.0;1.0;0.0;0.0;3.0;1.0;9.0;1.0;0.0;1.0;0.0;5.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;3.0;0.0;2.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;3.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;39.0;3.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;2.0;9.0;0.0;0.0;39.0;0.0;1.0;1.0;3.0;1.0;0.0;3.0;1.0;0.0;1.0;0.0;1.0;0.0;3.0;0.0;3.0;1.0;5.0;0.0;1.0;0.0;0.0;5.0;0.0;1.0;0.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0
0.25;48.790367901871775;11.31370849898476;1.0;0.0;0.0;1.0;1.5;0.0;0.0;0.0;17.25;0.0;0.0;0.0;2.0;0.0;0.0;11.0;4.0;0.0;0.0;5.0;0.0;34.5;0.0;0.0;1.0;0.0;12.0;8.0;0.0;2.5;2.5;0.0;0.0;2.0;69.0;0.0;15.556349186104045;2.0;20.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;False;11.0;0.0;0.0;4.0;0.0;1.4142135623730951;0.0;0.0;4.25;0.0;0.0;1.5;0.0;22.0;0.0;0.0;2.0;1.75;3.5;2.0;1.0;0.0;0.0;8.0;2.0;5.5;0.5;0.0;1.0;0.0;2.0;2.0;0.0;2.0;5.656854249492381;0.0;2.0;0.0;2.0;2.1213203435596424;2.0;4.0;2.0;2.0;2.1213203435596424;0.0;0.0;0.0;0.0;0.0;2.0;2.0;1.4142135623730951;0.0;4.0;2.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.5;0.0;0.0;34.5;16.0;0.0;0.5;0.0;6.0;0.0;0.0;0.0;0.0;0.0;2.75;16.5;0.0;0.0;51.75;0.0;1.0;0.5;4.0;3.25;0.0;8.0;1.0;0.0;2.0;5.656854249492381;1.0;0.0;12.0;0.0;0.0;2.0;4.0;0.0;0.0;0.7071067811865476;0.0;6.0;0.0;2.0;0.75;3.5;0.0;0.0;2.0;2.0;0.0;0.0
1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;47.0;3.0;0.0;0.0;1.0;0.0;0.0;13.0;3.0;0.0;47.0;2.0;0.0;47.0;0.0;0.0;1.0;0.0;8.0;3.0;0.0;1.0;1.0;0.0;0.0;1.0;47.0;0.0;0.0;1.0;8.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;False;13.0;0.0;0.0;1.0;0.0;0.0;13.0;0.0;2.0;0.0;0.0;1.0;0.0;13.0;0.0;0.0;1.0;1.0;2.0;1.0;1.0;0.0;0.0;8.0;1.0;13.0;1.0;0.0;1.0;0.0;3.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;5.0;0.0;2.0;5.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;8.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;47.0;8.0;1.0;1.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;2.0;13.0;0.0;0.0;47.0;0.0;1.0;1.0;5.0;1.0;0.0;5.0;1.0;0.0;1.0;0.0;1.0;0.0;8.0;0.0;5.0;1.0;3.0;0.0;1.0;0.0;0.0;3.0;0.0;1.0;1.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0
1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;39.0;4.0;0.0;0.0;1.0;0.0;0.0;8.0;4.0;0.0;39.0;2.0;0.0;39.0;0.0;0.0;1.0;0.0;3.0;4.0;0.0;1.0;1.0;0.0;0.0;1.0;39.0;0.0;0.0;1.0;3.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;False;8.0;0.0;0.0;1.0;0.0;0.0;8.0;0.0;2.0;0.0;0.0;1.0;0.0;8.0;0.0;0.0;1.0;1.0;2.0;1.0;1.0;0.0;0.0;3.0;1.0;8.0;1.0;0.0;1.0;0.0;4.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;3.0;0.0;2.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;3.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;39.0;3.0;1.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;2.0;8.0;0.0;0.0;39.0;0.0;1.0;1.0;3.0;1.0;0.0;3.0;1.0;0.0;1.0;0.0;1.0;0.0;3.0;0.0;3.0;1.0;4.0;0.0;1.0;0.0;0.0;4.0;0.0;1.0;1.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0
1.0;29.698484809834994;0.0;1.0;0.0;0.0;1.0;1.5;0.0;0.0;0.0;10.5;0.0;0.0;0.0;2.0;0.0;0.0;4.0;2.5;0.0;0.0;2.0;0.0;21.0;0.0;0.0;1.0;0.0;3.0;5.0;0.0;1.0;1.0;0.0;0.0;2.0;42.0;0.0;5.656854249492381;2.0;3.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;False;4.0;0.0;0.0;1.0;0.0;1.4142135623730951;0.0;0.0;2.0;0.0;0.0;1.5;0.0;8.0;0.0;0.0;2.0;1.0;2.0;2.0;1.0;0.0;0.0;3.0;2.0;2.0;0.5;0.0;1.0;0.0;1.25;2.0;0.0;2.0;1.4142135623730951;0.0;2.0;0.0;0.5;0.0;2.0;1.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;1.4142135623730951;0.0;3.0;2.0;1.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;21.0;3.0;0.0;1.0;0.0;1.5;0.0;0.0;0.0;0.0;0.0;2.0;6.0;0.0;0.0;31.5;0.0;1.0;0.5;1.0;1.0;0.0;2.0;1.0;0.0;2.0;3.5355339059327378;1.0;0.0;3.0;0.0;0.0;2.0;2.5;0.0;0.0;0.0;0.0;3.75;0.0;2.0;1.0;2.0;0.0;0.0;2.0;2.0;0.0;0.0
1.0;30.405591591021548;0.0;1.0;0.0;0.0;1.0;1.5;0.0;0.0;0.0;10.75;0.0;0.0;0.0;2.0;0.0;0.0;4.0;2.5;0.0;0.0;2.0;0.0;21.5;0.0;0.0;1.0;0.0;3.0;5.0;0.0;1.0;1.0;0.0;0.0;2.0;43.0;0.0;5.656854249492381;2.0;3.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;False;4.0;0.0;0.0;1.0;0.0;1.4142135623730951;0.0;0.0;2.0;0.0;0.0;1.5;0.0;8.0;0.0;0.0;2.0;1.0;2.0;2.0;1.0;0.0;0.0;3.0;2.0;2.0;0.5;0.0;1.0;0.0;1.25;2.0;0.0;2.0;1.4142135623730951;0.0;2.0;0.0;0.5;0.0;2.0;1.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;1.4142135623730951;0.0;3.0;2.0;1.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;21.5;3.0;0.0;1.0;0.0;1.5;0.0;0.0;0.0;0.0;0.0;2.0;6.0;0.0;0.0;32.25;0.0;1.0;0.5;1.0;1.0;0.0;2.0;1.0;0.0;2.0;3.5355339059327378;1.0;0.0;3.0;0.0;0.0;2.0;2.5;0.0;0.0;0.0;0.0;3.75;0.0;2.0;1.0;2.0;0.0;0.0;2.0;2.0;0.0;0.0
1.0;28.991378028648448;0.0;1.0;0.0;0.0;1.0;1.5;0.0;0.0;0.0;10.25;0.0;0.0;0.0;2.0;0.0;0.0;3.5;2.5;0.0;0.0;2.0;0.0;20.5;0.0;0.0;1.0;0.0;3.0;5.0;0.0;1.0;1.0;0.0;0.0;2.0;41.0;0.0;4.949747468305833;2.0;3.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;False;3.5;0.0;0.0;1.0;0.0;1.4142135623730951;0.0;0.0;2.0;0.0;0.0;1.5;0.0;7.0;0.0;0.0;2.0;1.0;2.0;2.0;1.0;0.0;0.0;3.0;2.0;1.75;0.5;0.0;1.0;0.0;1.25;2.0;0.0;2.0;0.7071067811865476;0.0;2.0;0.0;0.25;0.0;2.0;0.5;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;1.4142135623730951;0.0;3.0;2.0;1.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;20.5;3.0;0.0;1.0;0.0;0.75;0.0;0.0;0.0;0.0;0.0;2.0;5.25;0.0;0.0;30.75;0.0;1.0;0.5;0.5;1.0;0.0;1.0;1.0;0.0;2.0;3.5355339059327378;1.0;0.0;3.0;0.0;0.0;2.0;2.5;0.0;0.0;0.0;0.0;3.75;0.0;2.0;1.0;2.0;0.0;0.0;2.0;2.0;0.0;0.0
1.0;29.698484809834994;0.0;1.0;0.0;0.0;1.0;1.5;0.0;0.0;0.0;10.5;0.0;0.0;0.0;2.0;0.0;0.0;4.0;2.5;0.0;0.0;2.0;0.0;21.0;0.0;0.0;1.0;0.0;3.0;5.0;0.0;1.0;1.0;0.0;0.0;2.0;42.0;0.0;5.656854249492381;2.0;3.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;False;4.0;0.0;0.0;1.0;0.0;1.4142135623730951;0.0;0.0;2.0;0.0;0.0;1.5;0.0;8.0;0.0;0.0;2.0;1.0;2.0;2.0;1.0;0.0;0.0;3.0;2.0;2.0;0.5;0.0;1.0;0.0;1.25;2.0;0.0;2.0;1.4142135623730951;0.0;2.0;0.0;0.5;0.0;2.0;1.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;1.4142135623730951;0.0;3.0;2.0;1.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;21.0;3.0;0.0;1.0;0.0;1.5;0.0;0.0;0.0;0.0;0.0;2.0;6.0;0.0;0.0;31.5;0.0;1.0;0.5;1.0;1.0;0.0;2.0;1.0;0.0;2.0;3.5355339059327378;1.0;0.0;3.0;0.0;0.0;2.0;2.5;0.0;0.0;0.0;0.0;3.75;0.0;2.0;1.0;2.0;0.0;0.0;2.0;2.0;0.0;0.0
0.25;55.154328932550705;0.7071067811865476;1.0;0.0;0.0;1.0;1.5;0.0;0.0;0.0;19.5;0.0;0.0;0.0;2.0;0.0;0.0;14.5;7.5;0.0;0.0;8.0;0.0;39.0;0.0;0.0;2.0;0.0;12.5;15.0;0.0;4.5;4.5;0.0;0.0;2.0;78.0;0.0;20.506096654409877;2.0;13.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;False;14.5;0.0;0.0;7.0;0.0;1.4142135623730951;0.0;0.0;6.75;0.0;0.0;1.5;0.0;29.0;0.25;0.0;2.0;3.25;5.5;2.0;1.0;0.0;0.0;12.25;2.0;7.25;0.5;0.0;1.0;0.0;3.75;2.0;0.0;2.0;4.242640687119285;0.0;2.0;0.0;1.5;3.5355339059327378;3.0;3.0;2.0;2.0;3.5355339059327378;0.0;0.0;0.75;0.0;0.0;2.0;2.0;1.4142135623730951;0.5;12.0;2.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.5;0.0;0.0;39.0;12.75;0.0;0.5;0.0;4.5;0.0;1.0;0.0;0.0;0.0;4.25;21.75;0.0;0.0;58.5;0.0;1.0;0.5;3.0;5.75;0.7071067811865476;6.0;1.0;0.0;2.0;10.606601717798213;1.0;0.0;12.5;0.5;0.0;2.0;7.5;0.0;0.0;0.7071067811865476;0.0;11.25;0.0;2.0;0.75;5.5;0.0;0.0;2.0;2.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
