;BuggedMethods;NCSSForThisFile;NestedIfElseDepth;BooleanExpressionComplexity;CyclomaticComplexity;NCSSForThisMethod;NPathComplexity;ThrowsCount;NCSSForThisClass;NumberOfProtectedMethod;NumberOfPackageMethod;NumberOfPrivateMethod;ExecutableStatementCount;MethodLength;FileLength;AnonymousInnerClassLength;NumberOfMethods_Checkstyle;NumberOfPublicMethods_Checkstyle;ClassFanOutComplexity;NestedTryDepth;ClassDataAbstractionCoupling;NestedForDepth;IsConstructor;CBO;WMC_CK;RFC;LOCMethod_CK;Returns;NumberOfVariables;NumberOfParameters_CK;NumberOfLoops;NumberOfComparisons;NumberOfTryCatch;NumberOfParenthesizedExps;NumberOfStringLiterals;NumberOfNumbers;NumberOfAssignments;NumberOfMathOperations;MaxNumberOfNestedBlocks;NumberOfAnonymousClasses;NumberOfInnerClasses;NumberOfLambdas;NumberOfUniqueWords;NumberOfModifiers;NumberOfLogStatements;Ci;Di;Fin;Fout;IOVars;MCLC;NBD;NCOMP;NOP;NVAR;Si;VG;Complexity;Statements;Maximum Depth;Calls
count;5463;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0;5463.0
unique;2;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
top;False;;;;;;;;;;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
freq;5391;;;;;;;;;;;;;;;;;;;;;;5203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mean;;4.2286289584477394;0.018304960644334616;0.018304960644334616;0.7845506132161816;2.3825736774665933;7.182500457624016;0.11733479773018488;3.5118066996155957;0.005308438586857038;0.014827018121911038;0.046860699249496617;1.6542192934285191;3.6252974556104705;10.416803953871499;0.08127402526084569;0.48325096101043385;0.4173531026908292;0.7446457990115322;0.001281347245103423;0.14827018121911037;0.0029287937030935385;;1.2414424308987735;0.7753981328940143;1.401427786930258;3.1171517481237414;0.3023979498444078;0.3620721215449387;0.27896760021965955;0.05033864177192019;0.09610104338275673;0.008237232289950576;0.0404539630239795;0.4697052901336262;0.16767343950210506;0.5518945634266886;0.166575141863445;0.15687351272194766;0.0032948929159802307;0.0;0.0;5.166209042650558;1.8259198242723778;0.14149734578070658;0.6422729227349441;0.3746543981147721;0.13856855207761304;0.08127402526084569;0.3986820428336079;0.38769906644700713;0.43602416254805054;0.29086582463847704;0.16254805052169138;0.09683324180853012;0.26761852462017205;0.4834340106168772;0.390261760937214;0.9073768991396669;0.6445176642870217;0.6653853194215632
std;;21.273744751472538;0.14708786978613034;0.20438685038236012;1.2989176740985477;4.148171545647009;236.08395080661268;0.444624592154488;16.95512303355823;0.11548542358812819;0.23349940489368662;0.4964177166771964;3.331875618668891;6.393452342974681;45.71475955924219;1.2023346577459915;2.2024177596648715;1.965858112626467;2.679539249813129;0.03577624472742812;0.9309658380701744;0.05404396832922375;;2.5884053157611655;1.1955775266835205;3.0212438622442668;5.071676343210605;0.6942298387394208;1.3009180027461118;0.8809440960780242;0.3023031551945115;0.7203871869018572;0.0943568145325391;0.43887853364703727;1.5182724616962788;0.9419639425681388;1.5991025203561522;0.8476405123048202;0.49467308860623166;0.060421884179414805;0.0;0.0;7.644411975703512;5.830126837112115;0.599282885215775;2.998698819521541;0.6621316328288601;2.4735178721556745;0.5109411360645365;0.6808128489130025;1.78539445321813;0.7378194893266228;1.4489237792321703;0.4209058362867807;0.5087616111533889;2.9399812718139655;1.0003890471663386;0.9417258949598776;3.0446191440817514;1.0698468069844185;2.525168960630789
min;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
25%;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
50%;;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
75%;;0.0;0.0;0.0;1.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;2.0;1.0;1.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;2.0;0.0
