NBD_mean;Fout_mean;blame_merge_blame_getDifficulty_mean;Difficulty;NVAR_50%;NBD_count;blame_merge_blame_getDistinctOperatorsCnt_std;IOVars_count;NBD_50%;blame_merge_blame_getDistinctOperatorsCnt_max;blame_merge_blame_getDistinctOperatorsCnt_min;NOP_count;Si_count;ClTCi;IOVars_max;blamemerge_blamegetDistinctOperandsCnt_max;Fin_min;NBD_max;MCLC_min;blame_merge_blame_getDifficulty_min;Fout_min;Fout_50%;Ci_50%;NVAR_75%;blamemerge_blamegetDifficulty_max;NVAR_mean;Fin_std;NBD_min;Ci_25%;blame_merge_blame_getDistinctOperatorsCnt_mean;NCOMP_50%;Si_min;Fout_75%;NCOMP_25%;NOP_min;IOVars_mean;blamemerge_blamegetDistinctOperandsCnt_count;Si_50%;VG_min;Si_mean;NOP_25%;NBD_75%;Fin_50%;NOP_50%;MCLC_count;Di_std;VG_mean;NCOMP_max;NOP_75%;Ci_max;Di_max;Ci_std;Di_count;Fout_25%;IOVars_50%;Ci_count;IOVars_25%;NumberOfDistinctOperands;blame_merge_blame_getDistinctOperandsCnt_max;IOVars_std;blame_merge_blame_getDistinctOperandsCnt_min;blamemerge_blamegetDistinctOperatorsCnt_std;Fout_count;blame_merge_blame_getDifficulty_std;Fin_25%;VG_std;Si_max;NumberOfDistinctOperators;NOPa;NVAR_min;VG_75%;MCLC_50%;blame_merge_blame_getDistinctOperandsCnt_count;NVAR_std;NOP_mean;NBD_std;IOVars_min;Si_25%;NOP_max;blamemerge_blamegetDistinctOperatorsCnt_mean;NCOMP_75%;MCLC_max;Bugged;MCLC_std;Si_std;blame_merge_blame_getDifficulty_max;Ci_min;NBD_25%;Di_25%;Fin_mean;Fin_max;Di_75%;blamemerge_blamegetDifficulty_count;blamemerge_blamegetDistinctOperatorsCnt_max;Fin_count;MCLC_mean;blamemerge_blamegetDistinctOperandsCnt_std;Si_75%;Di_50%;ClRCi;blame_merge_blame_getDistinctOperandsCnt_std;NOP_std;blamemerge_blamegetDistinctOperatorsCnt_count;Fin_75%;VG_count;NVAR_25%;NCOMP_count;NVAR_max;Ci_mean;VG_25%;blame_merge_blame_getDistinctOperandsCnt_mean;NCOMP_mean;blamemerge_blamegetDifficulty_std;MCLC_75%;Di_min;blamemerge_blamegetDistinctOperandsCnt_mean;blame_merge_blame_getDifficulty_count;NCOMP_min;VG_50%;NVAR_count;NCOMP_std;blame_merge_blame_getDistinctOperatorsCnt_count;Di_mean;VG_max;IOVars_75%;blamemerge_blamegetDifficulty_mean;Fout_std;Fout_max;MCLC_25%;Ci_75%
1.5769230769230769;0.3076923076923077;0.0;89.46153846153847;0.0;26.0;0.0;26.0;1.0;0.0;0.0;26.0;26.0;63.666666667;7.0;16.0;0.0;5.0;0.0;0.0;0.0;0.0;2.0;1.0;9.0;0.8846153846153846;0.8375789285425354;1.0;1.25;0.0;0.0;0.0;0.75;0.0;0.0;2.6153846153846154;132028.0;0.0;1.0;0.38461538461538464;1.0;2.0;0.0;2.0;26.0;0.8742273756094334;2.0384615384615383;8.0;2.75;5.666666667;4.0;1.2140910567601415;26.0;0.0;2.0;26.0;1.25;338.0;0.0;1.5767542123469485;0.0;2.434659286384917;26.0;0.0;0.0;1.8216644966792157;4.0;52.0;0.0;0.0;2.0;0.0;0.0;1.7737400728838046;1.9615384615384612;1.0265700920278915;1.0;0.0;6.0;2.3452373738903867;0.75;15.0;True;3.669625845526196;0.8521466107154602;0.0;1.0;1.0;1.125;0.3076923076923077;3.0;2.75;132028.0;12.0;26.0;1.8846153846153848;2.195672883090757;0.75;2.0;2.448717949;0.0;1.6608616855299958;132028.0;0.0;26.0;0.0;26.0;7.0;2.3717948718076918;1.0;0.0;1.0;1.436440182866897;1.0;1.0;1.4845411579361951;0.0;0.0;1.0;26.0;2.0976176963403037;0.0;1.987179487192308;8.0;3.0;1.047371543741064;0.5491251783869152;2.0;0.0;3.0
1.0;0.0;0.0;89.46153846153847;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;63.666666667;1.0;16.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;9.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;132028.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;338.0;0.0;0.0;0.0;2.434659286384917;1.0;0.0;0.0;0.0;0.0;52.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.3452373738903867;0.0;0.0;True;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;132028.0;12.0;1.0;0.0;2.195672883090757;0.0;1.0;2.448717949;0.0;0.0;132028.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.436440182866897;0.0;1.0;1.4845411579361951;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.047371543741064;0.0;0.0;0.0;1.0
0.0;0.0;0.0;6.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;81.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;0.0;0.0;1.3914420976494537;0.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7037037037037037;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;81.0;5.0;0.0;0.0;1.4529663145135578;0.0;0.0;0.0;0.0;0.0;81.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7001983845866667;0.0;0.0;0.6296296296296297;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3148148148148148;0.0;0.0;0.0;0.0
2.5;0.0;0.0;33.100840336134446;1.5;4.0;0.0;4.0;3.0;0.0;0.0;4.0;4.0;13.0;5.0;12.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;3.25;4.5;1.75;0.0;1.0;2.75;0.0;0.0;0.0;0.0;0.0;2.0;3.25;39855.0;0.0;1.0;0.0;2.0;3.0;0.0;2.0;4.0;1.2583057392117916;2.25;2.0;2.5;5.0;5.0;1.2583057392117916;4.0;0.0;3.0;4.0;2.75;119.0;0.0;1.2583057392117916;0.0;1.3980666064408978;4.0;0.0;0.0;1.5;0.0;26.0;0.0;0.0;3.25;1.5;0.0;2.0615528128088303;2.5;1.0;2.0;0.0;4.0;0.7807552377367959;0.5;6.0;False;2.8722813232690143;0.0;0.0;2.0;2.5;2.75;0.0;0.0;3.5;39855.0;9.0;4.0;2.25;2.0104933907903617;0.0;3.0;3.25;0.0;1.0;39855.0;0.0;4.0;0.0;4.0;4.0;3.25;1.0;0.0;0.5;0.7122329136492864;3.75;2.0;0.8564044661899385;0.0;0.0;2.0;4.0;1.0;0.0;3.25;4.0;3.5;0.2938872161585748;0.0;0.0;0.0;3.5
1.0;0.0;0.0;5.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;8.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;21486.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;16.0;0.0;0.0;0.0;0.6047961812354999;1.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.22996369729125946;0.0;0.0;False;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;21486.0;4.0;1.0;0.0;1.3102350776324294;0.0;1.0;1.0;0.0;0.0;21486.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.29120884399451563;0.0;1.0;0.3687982872568184;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.09229265568277016;0.0;0.0;0.0;1.0
1.6666666666666667;0.2222222222222222;0.0;63.639344262295076;0.0;9.0;0.0;9.0;1.0;0.0;0.0;9.0;9.0;32.666666667;5.0;12.0;0.0;3.0;0.0;0.0;0.0;0.0;4.0;2.0;7.333333333333332;0.6666666666666666;0.4409585518440984;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;3.555555555555556;56875.0;0.0;1.0;0.4444444444444444;2.0;2.0;0.0;3.0;9.0;1.599575560947997;2.333333333333333;7.0;4.0;5.666666667;5.0;1.6786605477992431;9.0;0.0;4.0;9.0;3.0;183.0;0.0;1.5898986690282426;0.0;1.7575949209152513;9.0;0.0;0.0;1.8027756377319943;4.0;36.0;0.0;0.0;3.0;1.0;0.0;1.0;2.555555555555556;0.8660254037844386;1.0;0.0;4.0;1.0980923076923077;1.0;9.0;False;2.976761849915292;1.3333333333333333;0.0;1.0;1.0;1.666666667;0.2222222222222222;1.0;4.0;56875.0;11.0;9.0;2.1111111111111107;2.310156367412565;0.0;4.0;3.62962963;0.0;1.5898986690282426;56875.0;0.0;9.0;0.0;9.0;2.0;3.629629629666667;1.0;0.0;1.4444444444444444;0.907294464830884;3.0;1.0;1.167912087912088;0.0;0.0;1.0;9.0;2.455153310442706;0.0;3.1851851852222217;6.0;5.0;0.4711333333333333;0.6666666666666666;2.0;0.0;5.0
2.833333333333333;0.0;0.0;86.00840336134453;2.0;6.0;0.0;6.0;2.5;0.0;0.0;6.0;6.0;18.0;7.0;16.0;0.0;5.0;0.0;0.0;0.0;0.0;1.5;3.75;8.75;2.833333333333333;0.0;1.0;1.0;0.0;0.5;0.0;0.0;0.0;0.0;2.833333333333333;56467.0;0.0;1.0;0.0;0.25;4.5;0.0;1.5;6.0;2.5625508125043424;4.833333333333333;14.0;3.5;7.0;7.0;2.5625508125043424;6.0;0.0;1.5;6.0;1.0;238.0;0.0;2.5625508125043424;0.0;1.9162836263112304;6.0;0.0;0.0;4.3089055068157;0.0;46.0;0.0;0.0;8.0;2.5;0.0;3.4302575219167823;2.1666666666666665;1.8348478592697184;1.0;0.0;6.0;1.233995076770503;9.25;21.0;True;9.542885657214317;0.0;0.0;1.0;1.25;1.0;0.0;0.0;4.25;56467.0;12.0;6.0;7.333333333333332;2.2388723454343857;0.0;1.5;3.6;0.0;2.401388487243717;56467.0;0.0;6.0;0.25;6.0;9.0;2.833333333333333;1.25;0.0;4.5;1.0661894082352572;14.25;1.0;1.2098393752102998;0.0;0.0;3.5;6.0;6.6257075093909785;0.0;2.833333333333333;11.0;4.25;0.505077328742257;0.0;0.0;0.5;4.25
0.0;0.0;0.0;86.00840336134453;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;56467.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;238.0;0.0;0.0;0.0;1.9162836263112304;0.0;0.0;0.0;0.0;0.0;46.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.233995076770503;0.0;0.0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;56467.0;12.0;0.0;0.0;2.2388723454343857;0.0;0.0;3.6;0.0;0.0;56467.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0661894082352572;0.0;0.0;1.2098393752102998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.505077328742257;0.0;0.0;0.0;0.0
3.0;0.0;0.0;38.554621848739494;4.0;1.0;0.0;1.0;3.0;0.0;0.0;1.0;1.0;1.0;1.0;9.0;0.0;3.0;13.0;0.0;0.0;0.0;1.0;4.0;8.0;4.0;0.0;3.0;1.0;0.0;9.0;0.0;0.0;9.0;1.0;1.0;59640.0;0.0;5.0;0.0;1.0;3.0;0.0;1.0;1.0;0.0;5.0;9.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;119.0;0.0;0.0;0.0;1.5916594989397397;1.0;0.0;0.0;0.0;0.0;31.0;0.0;4.0;5.0;13.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.7309020791415157;9.0;13.0;True;0.0;0.0;0.0;1.0;3.0;1.0;0.0;0.0;1.0;59640.0;9.0;1.0;13.0;1.8834733343752208;0.0;1.0;1.0;0.0;0.0;59640.0;0.0;1.0;4.0;1.0;4.0;1.0;5.0;0.0;9.0;0.8509291778131423;13.0;1.0;0.8193494299128102;0.0;9.0;5.0;1.0;0.0;0.0;1.0;5.0;1.0;0.3169959572248305;0.0;0.0;13.0;1.0
4.0;0.0;0.0;42.09836065573771;4.0;1.0;0.0;1.0;4.0;0.0;0.0;1.0;1.0;4.0;4.0;13.0;0.0;4.0;7.0;0.0;0.0;0.0;4.0;4.0;6.0;4.0;0.0;4.0;4.0;0.0;3.0;0.0;0.0;3.0;4.0;4.0;671.0;0.0;7.0;0.0;4.0;4.0;0.0;4.0;1.0;0.0;7.0;3.0;4.0;4.0;4.0;0.0;1.0;0.0;4.0;1.0;4.0;122.0;0.0;0.0;0.0;2.89218288586992;1.0;0.0;0.0;0.0;0.0;32.0;0.0;4.0;7.0;7.0;0.0;0.0;4.0;0.0;4.0;0.0;4.0;4.454545454545454;3.0;7.0;True;0.0;0.0;0.0;4.0;4.0;4.0;0.0;0.0;4.0;671.0;12.0;1.0;7.0;2.1542472446113896;0.0;4.0;4.0;0.0;0.0;671.0;0.0;1.0;4.0;1.0;4.0;4.0;7.0;0.0;3.0;1.4818098892007927;7.0;4.0;4.4187779433681085;0.0;3.0;7.0;1.0;0.0;0.0;4.0;7.0;4.0;2.2393194237456533;0.0;0.0;7.0;4.0
