accuracy_score;precision_score;recall_score;f1_score;roc_auc_score;pr_auc_score;type;data_type
0.6012931034482759;0.00546448087431694;0.25;0.0106951871657754;0.5334239130434782;0.00875530737759652;one;checkstyle
0.5754310344827587;0.005128205128205128;0.25;0.010050251256281407;0.5168478260869565;0.008483090586380455;one;ck
0.6702586206896551;0.01935483870967742;0.75;0.03773584905660377;0.652445652173913;0.013037030966880959;one;mood
0.6918103448275862;0.013986013986013986;0.5;0.0272108843537415;0.4692934782608696;0.008993322881803035;one;halstead
0.8211206896551724;0.024096385542168676;0.5;0.04597701149425288;0.6820652173913044;0.016036612030097864;one;jasome_mood
0.6551724137931034;0.0125;0.5;0.02439024390243903;0.5894021739130435;0.009883983616716116;one;jasome_ck
0.6982758620689655;0.014285714285714285;0.5;0.02777777777777778;0.7141304347826087;0.01649332347906611;one;jasome_lk
0.8168103448275862;0.023529411764705882;0.5;0.0449438202247191;0.6733695652173913;0.014995312054135583;one;jasome_files
0.6357758620689655;0.011834319526627219;0.5;0.023121387283236997;0.47282608695652173;0.007980657357854;one;jasome_methods
0.6012931034482759;0.010810810810810811;0.5;0.021164021164021166;0.5940217391304348;0.25855007037559685;one;process_files
0.6810344827586207;0.013513513513513514;0.5;0.026315789473684213;0.5125000000000001;0.010256932694472391;one;issues_files
0.6961206896551724;0.014184397163120567;0.5;0.027586206896551724;0.5339673913043478;0.010474522103402977;all;bugged
0.6961206896551724;0.014184397163120567;0.5;0.027586206896551724;0.5339673913043478;0.010474522103402977;all;bugged_methods
0.6788793103448276;0.013422818791946308;0.5;0.026143790849673203;0.5146739130434782;0.010281949909074481;all;checkstyle
0.6961206896551724;0.014184397163120567;0.5;0.027586206896551724;0.5339673913043478;0.010474522103402977;all;source_monitor
0.6961206896551724;0.014184397163120567;0.5;0.027586206896551724;0.5339673913043478;0.010474522103402977;all;source_monitor_files
0.7025862068965517;0.014492753623188406;0.5;0.028169014084507046;0.5282608695652173;0.010401783626578339;all;ck
0.6918103448275862;0.013986013986013986;0.5;0.0272108843537415;0.5233695652173913;0.010499241279366765;all;mood
0.6788793103448276;0.013422818791946308;0.5;0.026143790849673203;0.5429347826086957;0.010792411744341387;all;halstead
0.6853448275862069;0.0136986301369863;0.5;0.02666666666666666;0.5051630434782608;0.010797618145957193;all;jasome_mood
0.6788793103448276;0.013422818791946308;0.5;0.026143790849673203;0.5209239130434783;0.010316664046177749;all;jasome_ck
0.6896551724137931;0.013888888888888888;0.5;0.02702702702702703;0.5179347826086956;0.0103069991387274;all;jasome_lk
0.6982758620689655;0.014285714285714285;0.5;0.02777777777777778;0.5179347826086956;0.01029335758571947;all;jasome_files
0.7047413793103449;0.014598540145985401;0.5;0.028368794326241134;0.5369565217391304;0.010556237947274522;all;jasome_methods
0.7025862068965517;0.014492753623188406;0.5;0.028169014084507046;0.53125;0.010419701486052032;all;process_files
0.7112068965517241;0.014925373134328358;0.5;0.02898550724637681;0.4885869565217391;0.009924919495764744;all;issues_files
