blame_merge_blame_getDifficulty_mean;Difficulty;blamemerge_blamegetVolume_std;FileLength_75%;blame_merge_blame_getVolume_min;blame_merge_blame_getLength_mean;FileLength_mean;AnonymousInnerClassLength_50%;blame_merge_blame_getLength_count;blame_merge_blame_getVocabulary_min;blame_merge_blame_getDifficulty_min;FileLength_count;Volume;AnonymousInnerClassLength_max;MethodLength_mean;blamemerge_blamegetDifficulty_max;AnonymousInnerClassLength_25%;MethodLength_min;MethodLength_75%;AnonymousInnerClassLength_min;blamemerge_blamegetEffort_max;FileLength_max;Length;blamemerge_blamegetVocabulary_std;blame_merge_blame_getVocabulary_max;blamemerge_blamegetEffort_count;FileLength_std;blame_merge_blame_getLength_max;NumberOfDistinctOperands;FileLength_min;blame_merge_blame_getVolume_max;blamemerge_blamegetLength_std;blame_merge_blame_getDifficulty_std;MethodLength_25%;NumberOfDistinctOperators;blamemerge_blamegetLength_count;blamemerge_blamegetLength_mean;Effort;AnonymousInnerClassLength_mean;Bugged;blamemerge_blamegetVolume_max;blame_merge_blame_getLength_std;blamemerge_blamegetVocabulary_max;blame_merge_blame_getVocabulary_mean;blamemerge_blamegetLength_max;blame_merge_blame_getDifficulty_max;blamemerge_blamegetVolume_mean;blamemerge_blamegetVocabulary_count;blame_merge_blame_getVocabulary_std;blame_merge_blame_getVolume_count;blame_merge_blame_getEffort_count;AnonymousInnerClassLength_75%;blame_merge_blame_getEffort_min;blame_merge_blame_getEffort_std;blamemerge_blamegetDifficulty_count;blame_merge_blame_getVolume_std;TotalNumberOfOperands;blamemerge_blamegetVolume_count;blamemerge_blamegetEffort_mean;FileLength_25%;blame_merge_blame_getLength_min;AnonymousInnerClassLength_count;FileLength_50%;blame_merge_blame_getVolume_mean;MethodLength_50%;Vocabulary;blamemerge_blamegetDifficulty_std;blame_merge_blame_getDifficulty_count;blamemerge_blamegetEffort_std;MethodLength_count;TotalNumberOfOperators;AnonymousInnerClassLength_std;MethodLength_std;blame_merge_blame_getVocabulary_count;blamemerge_blamegetDifficulty_mean;blame_merge_blame_getEffort_max;MethodLength_max;blame_merge_blame_getEffort_mean;blamemerge_blamegetVocabulary_mean
0.0;89.46153846153847;21.157206040936472;0.0;0.0;0.0;14.884615384615385;0.0;0.0;0.0;0.0;26.0;25770.346959366332;0.0;10.26923076923077;9.0;0.0;3.0;11.0;0.0;1838.9670511507913;387.0;2994.0;4.263113228878393;0.0;132028.0;75.89694429847724;0.0;338.0;0.0;0.0;5.787201926830642;0.0;3.0;52.0;132028.0;4.705388250977066;2305454.885672542;0.0;True;260.05594662738457;0.0;25.0;0.0;56.0;0.0;13.876187483295846;132028.0;0.0;0.0;0.0;0.0;0.0;0.0;132028.0;0.0;1163.0;132028.0;40.40226264003967;0.0;0.0;26.0;0.0;0.0;6.0;390.0;1.436440182866897;0.0;86.16904627025103;26.0;1831.0;0.0;13.265165486514494;0.0;1.047371543741064;0.0;64.0;0.0;3.8297785318265833
0.0;89.46153846153847;21.157206040936472;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;25770.346959366332;0.0;3.0;9.0;0.0;3.0;3.0;0.0;1838.9670511507913;0.0;2994.0;4.263113228878393;0.0;132028.0;0.0;0.0;338.0;0.0;0.0;5.787201926830642;0.0;3.0;52.0;132028.0;4.705388250977066;2305454.885672542;0.0;True;260.05594662738457;0.0;25.0;0.0;56.0;0.0;13.876187483295846;132028.0;0.0;0.0;0.0;0.0;0.0;0.0;132028.0;0.0;1163.0;132028.0;40.40226264003967;0.0;0.0;1.0;0.0;0.0;3.0;390.0;1.436440182866897;0.0;86.16904627025103;1.0;1831.0;0.0;0.0;0.0;1.047371543741064;0.0;3.0;0.0;3.8297785318265833
0.0;6.8;8.719994473283597;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;185.44061258437526;0.0;0.0;2.5;0.0;0.0;0.0;0.0;60.0;0.0;39.0;2.683281572999748;0.0;81.0;0.0;0.0;15.0;0.0;0.0;3.00416377715996;0.0;0.0;12.0;81.0;1.4444444444444444;1260.996165573752;0.0;False;33.0;0.0;8.0;0.0;11.0;0.0;3.8433666641913695;81.0;0.0;0.0;0.0;0.0;0.0;0.0;81.0;0.0;17.0;81.0;6.406744152850076;0.0;0.0;0.0;0.0;0.0;0.0;27.0;0.7001983845866667;0.0;14.962427094036874;0.0;22.0;0.0;0.0;0.0;0.3148148148148148;0.0;0.0;0.0;1.3333333333333333
0.0;33.100840336134446;12.76517464672277;29.0;0.0;0.0;29.0;0.0;0.0;0.0;0.0;4.0;4932.59754484026;0.0;12.75;4.5;0.0;3.0;16.5;0.0;354.3479534130858;116.0;687.0;3.04450011371356;0.0;39855.0;58.0;0.0;119.0;0.0;0.0;3.9305259290766177;0.0;11.25;26.0;39855.0;1.975360682473968;163273.12377416625;0.0;False;93.45440529575887;0.0;19.0;0.0;22.0;0.0;5.3391037589548835;39855.0;0.0;0.0;0.0;0.0;0.0;0.0;39855.0;0.0;303.0;39855.0;8.434193118737799;0.0;0.0;4.0;0.0;0.0;15.0;145.0;0.7122329136492864;0.0;25.721584075743703;4.0;384.0;0.0;6.701989754294367;0.0;0.2938872161585748;0.0;18.0;0.0;1.6371597039267345
0.0;5.0;7.085008524993994;26.0;0.0;0.0;26.0;0.0;0.0;0.0;0.0;1.0;178.81353752812512;0.0;0.0;2.0;0.0;0.0;0.0;0.0;49.82892142331044;26.0;39.0;1.8422033416292896;0.0;21486.0;0.0;0.0;16.0;26.0;0.0;2.420550394943309;0.0;0.0;8.0;21486.0;0.7374569487107884;894.0676876406256;0.0;False;49.82892142331044;0.0;10.0;0.0;15.0;0.0;1.896085100281804;21486.0;0.0;0.0;0.0;0.0;0.0;0.0;21486.0;0.0;20.0;21486.0;1.9061458993602016;26.0;0.0;1.0;26.0;0.0;0.0;24.0;0.29120884399451563;0.0;7.124061134868383;1.0;19.0;0.0;0.0;0.0;0.09229265568277016;0.0;0.0;0.0;0.5987619845480778
0.0;63.639344262295076;15.549093916313186;0.0;0.0;0.0;22.555555555555557;0.0;0.0;0.0;0.0;9.0;11654.405802342158;0.0;12.222222222222221;7.333333333333332;0.0;3.0;19.0;0.0;1212.279608686938;203.0;1499.0;3.6067570973776633;0.0;56875.0;67.66666666666667;0.0;183.0;0.0;0.0;4.6540848866807325;0.0;3.0;36.0;56875.0;2.7345582417582417;741678.743027742;0.0;False;202.04660144782292;0.0;21.0;0.0;46.0;0.0;7.902215694229263;56875.0;0.0;0.0;0.0;0.0;0.0;0.0;56875.0;0.0;647.0;56875.0;14.294643609999067;0.0;0.0;9.0;0.0;0.0;7.0;219.0;0.907294464830884;0.0;41.70720415283077;9.0;852.0;0.0;10.485439640017221;0.0;0.4711333333333333;0.0;31.0;0.0;2.266004395604396
0.0;86.00840336134453;17.837779070531536;0.0;0.0;0.0;48.33333333333334;0.0;0.0;0.0;0.0;6.0;19388.248397301642;0.0;36.333333333333336;8.75;0.0;3.0;46.25;0.0;1087.81604905551;290.0;2379.0;3.7711624874366336;0.0;56467.0;118.39200423452029;0.0;238.0;0.0;0.0;5.041780310107544;0.0;4.0;46.0;56467.0;2.96410292737351;1667552.2886250613;0.0;True;207.45254855459342;0.0;26.0;0.0;48.0;0.0;8.626602065185326;56467.0;0.0;0.0;0.0;0.0;0.0;0.0;56467.0;0.0;890.0;56467.0;20.240685242767523;0.0;0.0;6.0;0.0;0.0;18.0;284.0;1.0661894082352572;0.0;68.83307578554647;6.0;1489.0;0.0;47.04749373416895;0.0;0.505077328742257;0.0;124.0;0.0;2.4438344519808037
0.0;86.00840336134453;17.837779070531536;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19388.248397301642;0.0;0.0;8.75;0.0;0.0;0.0;0.0;1087.81604905551;0.0;2379.0;3.7711624874366336;0.0;56467.0;0.0;0.0;238.0;0.0;0.0;5.041780310107544;0.0;0.0;46.0;56467.0;2.96410292737351;1667552.2886250613;0.0;True;207.45254855459342;0.0;26.0;0.0;48.0;0.0;8.626602065185326;56467.0;0.0;0.0;0.0;0.0;0.0;0.0;56467.0;0.0;890.0;56467.0;20.240685242767523;0.0;0.0;0.0;0.0;0.0;0.0;284.0;1.0661894082352572;0.0;68.83307578554647;0.0;1489.0;0.0;0.0;0.0;0.505077328742257;0.0;0.0;0.0;2.4438344519808037
0.0;38.554621848739494;12.988343145167565;118.0;0.0;0.0;118.0;0.0;0.0;0.0;0.0;1.0;5255.3511879905045;0.0;74.0;8.0;0.0;74.0;74.0;0.0;492.2682150466733;118.0;727.0;3.1940000704073475;0.0;59640.0;0.0;0.0;119.0;118.0;0.0;3.949194725868345;0.0;74.0;31.0;59640.0;1.8420523138833;202618.07773529785;0.0;True;85.11011351724513;0.0;16.0;0.0;23.0;0.0;5.334435895865437;59640.0;0.0;0.0;0.0;0.0;0.0;0.0;59640.0;0.0;296.0;59640.0;11.080982085536004;118.0;0.0;1.0;118.0;0.0;74.0;150.0;0.8509291778131423;0.0;39.58680512962968;1.0;431.0;0.0;0.0;0.0;0.3169959572248305;0.0;74.0;0.0;1.5502515090543258
0.0;42.09836065573771;24.984620024235817;102.0;0.0;0.0;102.0;0.0;0.0;0.0;0.0;1.0;5726.227794067583;0.0;53.0;6.0;0.0;53.0;53.0;0.0;891.6203884367471;102.0;788.0;4.683446952454114;0.0;671.0;0.0;0.0;122.0;102.0;0.0;5.533881951771918;0.0;53.0;32.0;671.0;10.695976154992547;241064.8028715665;0.0;True;148.6033980727912;0.0;25.0;0.0;32.0;0.0;35.83378583060088;671.0;0.0;0.0;0.0;0.0;0.0;0.0;671.0;0.0;321.0;671.0;113.82992796920328;102.0;0.0;1.0;102.0;0.0;53.0;154.0;1.4818098892007927;0.0;136.19896836613532;1.0;467.0;0.0;0.0;0.0;2.2393194237456533;0.0;53.0;0.0;8.873323397913563
