blamemerge_blamegetVolume_count;AnonymousInnerClassLength_std;Effort;blame_merge_blame_getEffort_max;MethodLength_std;MethodLength_50%;FileLength_min;MethodLength_75%;blame_merge_blame_getEffort_count;AnonymousInnerClassLength_count;FileLength_count;blamemerge_blamegetEffort_std;blame_merge_blame_getVocabulary_std;TotalNumberOfOperators;blamemerge_blamegetLength_std;blamemerge_blamegetLength_count;blamemerge_blamegetLength_mean;blame_merge_blame_getLength_mean;blame_merge_blame_getEffort_min;blamemerge_blamegetEffort_count;FileLength_std;FileLength_mean;blamemerge_blamegetDifficulty_std;AnonymousInnerClassLength_mean;blamemerge_blamegetDifficulty_count;blamemerge_blamegetVocabulary_count;blame_merge_blame_getDifficulty_std;blamemerge_blamegetEffort_mean;blamemerge_blamegetDifficulty_max;blame_merge_blame_getVocabulary_mean;FileLength_50%;Bugged;Volume;AnonymousInnerClassLength_25%;blamemerge_blamegetVolume_max;blame_merge_blame_getVolume_max;blame_merge_blame_getVolume_min;blame_merge_blame_getDifficulty_count;blamemerge_blamegetDifficulty_mean;blame_merge_blame_getLength_count;blamemerge_blamegetLength_max;blame_merge_blame_getVocabulary_max;MethodLength_mean;blame_merge_blame_getDifficulty_min;blame_merge_blame_getVolume_count;blame_merge_blame_getEffort_std;blame_merge_blame_getEffort_mean;FileLength_75%;AnonymousInnerClassLength_max;Length;blamemerge_blamegetVocabulary_mean;blame_merge_blame_getVocabulary_count;FileLength_25%;blamemerge_blamegetEffort_max;blamemerge_blamegetVolume_std;Difficulty;FileLength_max;AnonymousInnerClassLength_min;blame_merge_blame_getVolume_mean;TotalNumberOfOperands;blame_merge_blame_getDifficulty_max;blame_merge_blame_getLength_max;MethodLength_25%;MethodLength_min;blame_merge_blame_getLength_std;MethodLength_max;blamemerge_blamegetVocabulary_max;blame_merge_blame_getDifficulty_mean;AnonymousInnerClassLength_50%;blamemerge_blamegetVolume_mean;blame_merge_blame_getVolume_std;AnonymousInnerClassLength_75%;MethodLength_count;NumberOfDistinctOperators;Vocabulary;blame_merge_blame_getVocabulary_min;NumberOfDistinctOperands;blame_merge_blame_getLength_min;blamemerge_blamegetVocabulary_std
4167.0;0.0;154330.59907113784;0.0;0.0;51.0;100.0;51.0;0.0;1.0;1.0;114.88833053852095;0.0;356.0;5.784467661174941;4167.0;9.422366210703144;0.0;0.0;4167.0;0.0;100.0;1.6935067810739224;0.0;4167.0;4167.0;0.0;95.09046622583496;5.4;0.0;100.0;False;4092.9011184846795;0.0;72.33974351909447;0.0;0.0;0.0;1.957779377649788;0.0;19.0;0.0;51.0;0.0;0.0;0.0;0.0;100.0;0.0;599.0;7.775617950563955;0.0;100.0;390.6346150031102;22.62146508281322;37.706896551724135;100.0;0.0;0.0;243.0;0.0;0.0;51.0;51.0;0.0;51.0;15.0;0.0;0.0;31.40429798780199;0.0;0.0;1.0;27.0;114.0;0.0;87.0;0.0;4.726591073301607
5062.0;0.0;255656.8168818252;0.0;48.08326112068522;42.0;0.0;59.0;0.0;2.0;2.0;183.70243662959226;0.0;451.0;7.30504367895985;5062.0;9.500395100750687;0.0;0.0;5062.0;97.58073580374355;69.0;2.10572145069452;0.0;5062.0;5062.0;0.0;133.54985192279412;7.5;0.0;69.0;False;5165.311198224631;0.0;106.60593781761291;0.0;0.0;0.0;2.281548324584674;0.0;28.0;0.0;42.0;0.0;0.0;0.0;0.0;103.5;0.0;731.0;7.680758593441326;0.0;34.5;767.5627522868127;30.299094708067397;49.4949494949495;138.0;0.0;0.0;280.0;0.0;0.0;25.0;8.0;0.0;76.0;17.0;0.0;0.0;32.55928681127046;0.0;0.0;2.0;35.0;134.0;0.0;99.0;0.0;5.481879147676059
5003.0;0.0;32200.910466469868;0.0;4.509249752822893;7.0;0.0;9.5;0.0;3.0;3.0;38.04292485039581;0.0;152.0;4.8876850064019735;5003.0;3.128722766340196;0.0;0.0;5003.0;49.074772881118186;28.33333333333333;0.9106505311306664;0.0;5003.0;5003.0;0.0;18.990469436942085;3.75;0.0;0.0;False;1655.4101277868838;0.0;72.64806399138325;0.0;0.0;0.0;0.5834199480311812;0.0;21.0;0.0;7.333333333333332;0.0;0.0;0.0;0.0;42.5;0.0;271.0;2.6040375774535285;0.0;0.0;254.26822396984142;16.043639325060482;19.451923076923077;85.0;0.0;0.0;119.0;0.0;0.0;5.0;3.0;0.0;12.0;13.0;0.0;0.0;9.454832023445388;0.0;0.0;3.0;17.0;69.0;0.0;52.0;0.0;3.946072869543895
1595.0;0.0;398473.5145347416;0.0;29.535289626704756;30.0;0.0;46.0;0.0;3.0;3.0;88.30130640116144;0.0;578.0;6.963070105327757;1595.0;10.478996865203762;0.0;0.0;1595.0;91.7986928011505;53.0;1.2127950659142102;0.0;1595.0;1595.0;0.0;102.91008696297449;6.3;0.0;0.0;False;6625.144793717253;0.0;85.95159310338741;0.0;0.0;0.0;1.9763611258125364;0.0;22.0;0.0;31.66666666666667;0.0;0.0;0.0;0.0;79.5;0.0;932.0;8.95924764890282;0.0;0.0;479.7267201792581;28.582843552114724;60.14563106796116;159.0;0.0;0.0;354.0;0.0;0.0;16.5;3.0;0.0;62.0;17.0;0.0;0.0;37.72937891771368;0.0;0.0;3.0;35.0;138.0;0.0;103.0;0.0;5.756037204698098
1088.0;0.0;29098.5751090318;0.0;0.0;0.0;0.0;0.0;0.0;6.0;6.0;164.30373500225954;0.0;182.0;9.162880834868693;1088.0;9.639705882352944;0.0;0.0;1088.0;24.086649137367917;9.833333333333334;1.5287943197046956;0.0;1088.0;1088.0;0.0;115.1102672958752;5.0;0.0;0.0;False;2026.9045638924827;0.0;121.01398665684616;0.0;0.0;0.0;1.8171309389140275;0.0;28.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;313.0;7.891544117647059;0.0;0.0;561.8506523353572;39.981334106852756;14.356164383561644;59.0;0.0;0.0;131.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0;35.727201859515546;0.0;0.0;6.0;16.0;89.0;0.0;73.0;0.0;6.8443869122167245
1045.0;0.0;39470.631732470014;0.0;9.814954576223636;3.0;0.0;11.5;0.0;3.0;3.0;57.073799098078744;0.0;160.0;5.199345536609012;1045.0;3.381818181818182;0.0;0.0;1045.0;36.37306695894642;21.0;1.195009783979438;0.0;1045.0;1045.0;0.0;25.682536971689714;4.571428571428571;0.0;0.0;False;1788.2200711824191;0.0;85.95159310338741;0.0;0.0;0.0;0.7100991114149009;0.0;22.0;0.0;8.666666666666666;0.0;0.0;0.0;0.0;31.5;0.0;279.0;2.813397129186603;0.0;0.0;321.4812832957866;17.749633586860156;22.072580645161292;63.0;0.0;0.0;119.0;0.0;0.0;3.0;3.0;0.0;20.0;15.0;0.0;0.0;10.28481925424151;0.0;0.0;3.0;23.0;85.0;0.0;62.0;0.0;4.103382918945497
478.0;0.0;14125.13257262295;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;36.92977631073181;0.0;112.0;4.470133395829609;478.0;2.3702928870292888;0.0;0.0;478.0;28.29016319029166;16.333333333333332;0.7139829638550771;0.0;478.0;478.0;0.0;12.189373522562445;3.5;0.0;0.0;False;1302.3171875467965;0.0;68.53238859703687;0.0;0.0;0.0;0.3640167364016737;0.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;24.5;0.0;206.0;1.9435146443514644;0.0;0.0;205.5971657911106;14.933673840452995;10.846153846153848;49.0;0.0;0.0;94.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;7.049857209747999;0.0;0.0;3.0;15.0;80.0;0.0;65.0;0.0;3.513816662479837
2415.0;0.0;196425.87500928747;0.0;22.43211982849592;5.0;0.0;10.0;0.0;5.0;5.0;48.91833124286766;0.0;407.0;4.322140799746291;2415.0;3.304761904761905;0.0;0.0;2415.0;55.45448584199479;24.8;1.1024460523811346;0.0;2415.0;2415.0;0.0;20.664163837167067;4.571428571428571;0.0;0.0;False;5103.075341224181;0.0;89.92418250750748;0.0;0.0;0.0;0.6588731144631766;0.0;23.0;0.0;15.2;0.0;0.0;0.0;0.0;0.0;0.0;705.0;2.9763975155279505;0.0;0.0;321.4812832957866;14.861629412551455;38.49166666666667;124.0;0.0;0.0;298.0;0.0;0.0;3.0;3.0;0.0;55.0;17.0;0.0;0.0;9.100830334399005;0.0;0.0;5.0;31.0;151.0;0.0;120.0;0.0;3.702014423890245
1544.0;0.0;108666.28493903443;0.0;2.7537852736430506;8.5;0.0;10.5;0.0;4.0;4.0;149.88058928977645;0.0;267.0;8.478853300653357;1544.0;9.01295336787565;0.0;0.0;1544.0;46.0;23.0;1.8860220963711345;0.0;1544.0;1544.0;0.0;116.79235227152651;8.0;0.0;0.0;False;2922.6822668787922;0.0;81.40967379910403;0.0;0.0;0.0;1.938638045891932;0.0;22.0;0.0;8.75;0.0;0.0;0.0;0.0;23.0;0.0;456.0;6.766191709844557;0.0;0.0;651.2773903928322;33.11281688318275;37.180327868852466;92.0;0.0;0.0;189.0;0.0;0.0;6.75;6.0;0.0;12.0;16.0;0.0;0.0;31.163932492911385;0.0;0.0;4.0;24.0;85.0;0.0;61.0;0.0;5.777164423816807
3189.0;0.0;273536.3307941445;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.649008389001246;0.0;465.0;4.855866156945684;3189.0;4.891188460332392;0.0;0.0;3189.0;0.0;0.0;1.2940800297355182;0.0;3189.0;3189.0;0.0;39.25109754206781;5.0;0.0;0.0;False;5646.392149420412;0.0;76.0;0.0;0.0;0.0;1.184347235287969;0.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;792.0;4.673565380997178;0.0;0.0;342.0;17.583048855278737;48.444444444444436;0.0;0.0;0.0;327.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;0.0;0.0;14.968880666292618;0.0;0.0;0.0;32.0;140.0;0.0;108.0;0.0;4.64097394247813
