NumberOfAssignments_75%;RFC_50%;LOCMethod_CK_count;NumberOfVariables_min;NumberOfStringLiterals_mean;NumberOfLambdas_50%;NumberOfLambdas_mean;NumberOfModifiers_mean;LOCMethod_CK_25%;NumberOfParameters_CK_mean;NumberOfInnerClasses_mean;WMC_CK_mean;NumberOfMathOperations_75%;NumberOfParenthesizedExps_max;NumberOfStringLiterals_min;NumberOfComparisons_min;NumberOfLogStatements_max;NumberOfStringLiterals_std;NumberOfModifiers_min;LOCMethod_CK_50%;NumberOfLoops_50%;NumberOfParameters_CK_75%;NumberOfLogStatements_75%;NumberOfLogStatements_25%;NumberOfAssignments_min;NumberOfParenthesizedExps_std;NumberOfAnonymousClasses_75%;NumberOfAssignments_50%;CBO_count;NumberOfLambdas_count;NumberOfLoops_75%;NumberOfLoops_25%;MaxNumberOfNestedBlocks_75%;NumberOfMathOperations_25%;NumberOfModifiers_count;LOCMethod_CK_75%;NumberOfMathOperations_count;NumberOfAssignments_mean;NumberOfUniqueWords_min;NumberOfStringLiterals_count;MaxNumberOfNestedBlocks_50%;NumberOfLoops_min;NumberOfStringLiterals_75%;NumberOfUniqueWords_75%;NumberOfInnerClasses_75%;MaxNumberOfNestedBlocks_mean;NumberOfComparisons_count;NumberOfStringLiterals_max;NumberOfComparisons_mean;Returns_mean;RFC_mean;NumberOfMathOperations_max;NumberOfParameters_CK_count;IsConstructor_count;NumberOfLoops_count;CBO_max;NumberOfNumbers_min;NumberOfAnonymousClasses_50%;NumberOfMathOperations_min;NumberOfVariables_75%;NumberOfLogStatements_std;NumberOfUniqueWords_25%;NumberOfModifiers_75%;NumberOfAssignments_max;NumberOfLogStatements_50%;Returns_min;LOCMethod_CK_std;NumberOfNumbers_75%;NumberOfTryCatch_count;NumberOfVariables_50%;Returns_75%;NumberOfTryCatch_75%;NumberOfUniqueWords_mean;NumberOfParenthesizedExps_50%;NumberOfTryCatch_max;NumberOfModifiers_50%;Bugged;NumberOfNumbers_25%;CBO_std;LOCMethod_CK_mean;NumberOfUniqueWords_50%;NumberOfMathOperations_std;NumberOfLogStatements_count;RFC_count;NumberOfAnonymousClasses_count;NumberOfModifiers_25%;MaxNumberOfNestedBlocks_std;NumberOfInnerClasses_min;NumberOfTryCatch_min;NumberOfNumbers_50%;NumberOfAssignments_25%;NumberOfParameters_CK_min;NumberOfUniqueWords_max;NumberOfParameters_CK_std;CBO_25%;NumberOfComparisons_50%;Returns_max;WMC_CK_std;MaxNumberOfNestedBlocks_25%;NumberOfTryCatch_mean;NumberOfAnonymousClasses_25%;NumberOfLogStatements_mean;NumberOfAnonymousClasses_mean;NumberOfParameters_CK_max;NumberOfLambdas_75%;WMC_CK_25%;NumberOfParameters_CK_25%;CBO_mean;NumberOfAssignments_count;CBO_75%;NumberOfAnonymousClasses_std;NumberOfLambdas_max;WMC_CK_max;RFC_75%;NumberOfLambdas_min;NumberOfVariables_25%;MaxNumberOfNestedBlocks_count;NumberOfModifiers_max;NumberOfUniqueWords_std;NumberOfLoops_max;NumberOfNumbers_std;RFC_max;NumberOfInnerClasses_25%;NumberOfStringLiterals_50%;NumberOfStringLiterals_25%;MaxNumberOfNestedBlocks_min;Returns_25%;NumberOfInnerClasses_50%;CBO_min;NumberOfLoops_std;NumberOfInnerClasses_std;NumberOfNumbers_max;NumberOfParameters_CK_50%;WMC_CK_50%;MaxNumberOfNestedBlocks_max;Returns_std;IsConstructor_freq;Returns_count;NumberOfNumbers_mean;WMC_CK_count;WMC_CK_min;NumberOfMathOperations_50%;NumberOfLogStatements_min;NumberOfParenthesizedExps_count;NumberOfVariables_count;NumberOfInnerClasses_max;NumberOfComparisons_std;CBO_50%;WMC_CK_75%;NumberOfAnonymousClasses_max;NumberOfComparisons_25%;NumberOfInnerClasses_count;IsConstructor_unique;NumberOfComparisons_max;NumberOfTryCatch_25%;NumberOfLoops_mean;NumberOfParenthesizedExps_75%;NumberOfTryCatch_std;NumberOfVariables_mean;LOCMethod_CK_max;NumberOfUniqueWords_count;NumberOfVariables_max;NumberOfMathOperations_mean;NumberOfComparisons_75%;NumberOfParenthesizedExps_min;NumberOfVariables_std;NumberOfParenthesizedExps_25%;Returns_50%;NumberOfParenthesizedExps_mean;NumberOfLambdas_25%;LOCMethod_CK_min;NumberOfNumbers_count;NumberOfTryCatch_50%;NumberOfModifiers_std;NumberOfAnonymousClasses_min;RFC_min;RFC_25%;IsConstructor_top;NumberOfLambdas_std;RFC_std;NumberOfAssignments_std
0.0;0.0;5.0;0.0;0.4;0.0;0.0;1.0;2.0;0.8;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.8944271909999161;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;5.0;3.0;5.0;0.0;1.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;5.0;2.0;0.0;0.0;1.8;0.0;5.0;5.0;5.0;2.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;2.6076809620810595;0.0;5.0;0.0;0.0;0.0;6.2;0.0;0.0;1.0;False;0.0;0.8944271909999159;3.4;4.0;0.0;5.0;5.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;17.0;0.8366600265340756;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;1.4;5.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;5.0;1.0;6.220932405998316;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;4.0;5.0;0.0;5.0;1.0;0.0;0.0;5.0;5.0;0.0;0.0;2.0;1.0;0.0;0.0;5.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;5.0;0.0;0.0;0.0;0.0;0.0;False;0.0;3.4928498393145966;0.0
0.0;0.0;5.0;0.0;0.0;0.0;0.0;1.0;2.0;0.8;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;5.0;3.0;5.0;0.4;1.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;5.0;0.0;0.0;0.0;1.4;0.0;5.0;5.0;5.0;2.0;0.0;0.0;0.0;0.0;0.8944271909999161;4.0;1.0;2.0;0.0;0.0;2.1679483388678804;0.0;5.0;0.0;0.0;0.0;4.2;0.0;0.0;1.0;False;0.0;0.8944271909999159;3.2;4.0;0.0;5.0;5.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.8366600265340756;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;2.0;0.0;1.0;0.0;1.4;5.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;5.0;1.0;2.16794833886788;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;5.0;5.0;0.0;5.0;1.0;0.0;0.0;5.0;5.0;0.0;0.0;2.0;1.0;0.0;0.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.4;7.0;5.0;2.0;0.0;0.0;0.0;0.8944271909999161;0.0;0.0;0.0;0.0;2.0;5.0;0.0;0.0;0.0;0.0;0.0;False;0.0;2.6076809620810595;0.8944271909999161
0.75;0.5;6.0;0.0;1.8333333333333333;0.0;0.0;1.0;2.0;0.8333333333333334;0.0;2.333333333333333;0.0;3.0;0.0;0.0;0.0;3.6009258068817065;1.0;2.5;0.0;1.0;0.0;0.0;0.0;1.224744871391589;0.0;0.0;6.0;6.0;0.0;0.0;0.0;0.0;6.0;21.75;6.0;0.6666666666666666;1.0;6.0;0.0;0.0;1.5;16.25;0.0;0.5;6.0;9.0;0.0;0.0;3.6666666666666665;0.0;6.0;6.0;6.0;11.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;3.0;0.0;0.0;15.574551892965223;0.0;6.0;0.0;0.0;0.0;11.833333333333336;0.0;3.0;1.0;False;0.0;3.9707262140150976;12.166666666666664;4.5;0.0;6.0;6.0;6.0;1.0;1.224744871391589;0.0;0.0;0.0;0.0;0.0;37.0;0.7527726527090809;1.25;0.0;0.0;3.2659863237109037;0.0;0.5;0.0;0.0;0.16666666666666666;2.0;0.0;1.0;0.25;3.1666666666666665;6.0;2.75;0.40824829046386296;0.0;9.0;4.75;0.0;0.0;6.0;1.0;14.048724734532547;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.40824829046386296;0.0;0.0;1.0;1.0;3.0;0.0;5.0;6.0;0.0;6.0;1.0;0.0;0.0;6.0;6.0;0.0;0.0;2.0;1.0;1.0;0.0;6.0;2.0;0.0;0.0;0.16666666666666666;0.0;1.224744871391589;0.5;36.0;6.0;3.0;0.0;0.0;0.0;1.224744871391589;0.0;0.0;0.5;0.0;2.0;6.0;0.0;0.0;0.0;0.0;0.0;False;0.0;6.022181221672648;1.2110601416389968
1.0;4.0;1.0;1.0;0.0;0.0;0.0;1.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;4.0;1.0;1.0;3.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;3.0;0.0;0.0;1.0;False;0.0;0.0;4.0;3.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;4.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;4.0;4.0;False;0.0;0.0;0.0
1.0;1.0;8.0;0.0;0.25;0.0;0.0;1.125;2.0;0.875;0.0;1.5;0.0;3.0;0.0;0.0;0.0;0.7071067811865476;1.0;3.0;0.0;1.25;0.0;0.0;0.0;1.3887301496588271;0.0;0.0;8.0;8.0;0.0;0.0;0.25;0.0;8.0;6.75;8.0;0.5;1.0;8.0;0.0;0.0;0.0;8.0;0.0;0.25;8.0;2.0;0.25;0.0;2.875;0.0;8.0;8.0;8.0;6.0;0.0;0.0;0.0;0.25;0.0;4.0;1.0;2.0;0.0;0.0;5.897941529526576;0.25;8.0;0.0;0.0;0.0;9.25;0.0;0.0;1.0;False;0.0;1.7677669529663689;5.75;5.5;0.0;8.0;8.0;8.0;1.0;0.4629100498862757;0.0;0.0;0.0;0.0;0.0;34.0;0.8345229603962802;1.75;0.0;0.0;0.9258200997725514;0.0;0.0;0.0;0.0;0.25;2.0;0.0;1.0;0.0;2.375;8.0;3.0;0.7071067811865476;0.0;3.0;6.25;0.0;0.0;8.0;2.0;10.673732778581794;0.0;0.4629100498862757;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;7.0;8.0;0.25;8.0;1.0;0.0;0.0;8.0;8.0;0.0;0.4629100498862757;2.0;1.5;2.0;0.0;8.0;2.0;1.0;0.0;0.0;0.75;0.0;0.25;19.0;8.0;1.0;0.0;0.25;0.0;0.4629100498862757;0.0;0.0;0.75;0.0;2.0;8.0;0.0;0.3535533905932738;0.0;0.0;0.0;False;0.0;3.48209706929603;0.7559289460184544
0.0;0.0;5.0;0.0;0.0;0.0;0.0;1.0;2.0;0.8;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;5.0;3.0;5.0;0.2;1.0;5.0;0.0;0.0;0.0;4.0;0.0;0.0;5.0;0.0;0.0;0.0;1.0;0.0;5.0;5.0;5.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;1.0;0.0;0.0;0.8944271909999159;0.0;5.0;0.0;0.0;0.0;3.4;0.0;0.0;1.0;False;0.0;0.8366600265340756;2.6;4.0;0.0;5.0;5.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.8366600265340756;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;1.2;5.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;5.0;1.0;1.51657508881031;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;5.0;5.0;0.0;5.0;1.0;0.0;0.0;5.0;5.0;0.0;0.0;1.0;1.0;0.0;0.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.2;4.0;5.0;1.0;0.0;0.0;0.0;0.4472135954999581;0.0;0.0;0.0;0.0;2.0;5.0;0.0;0.0;0.0;0.0;0.0;False;0.0;1.7320508075688772;0.4472135954999581
0.0;0.0;5.0;0.0;0.0;0.0;0.0;1.0;2.0;0.8;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;5.0;3.0;5.0;0.2;1.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;5.0;0.0;0.0;0.0;1.0;0.0;5.0;5.0;5.0;2.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;1.0;0.0;0.0;0.8944271909999159;0.0;5.0;0.0;0.0;0.0;4.0;0.0;0.0;1.0;False;0.0;0.8366600265340756;2.6;4.0;0.0;5.0;5.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.8366600265340756;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;1.2;5.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;5.0;1.0;1.8708286933869709;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;5.0;5.0;0.0;5.0;1.0;0.0;0.0;5.0;5.0;0.0;0.0;1.0;1.0;0.0;0.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.2;4.0;5.0;1.0;0.0;0.0;0.0;0.4472135954999581;0.0;0.0;0.0;0.0;2.0;5.0;0.0;0.0;0.0;0.0;0.0;False;0.0;1.7320508075688772;0.4472135954999581
0.0;0.0;5.0;0.0;0.0;0.0;0.0;1.0;2.0;0.8;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;5.0;3.0;5.0;0.2;1.0;5.0;0.0;0.0;0.0;4.0;0.0;0.0;5.0;0.0;0.0;0.0;1.0;0.0;5.0;5.0;5.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;1.0;0.0;0.0;0.8944271909999159;0.0;5.0;0.0;0.0;0.0;3.4;0.0;0.0;1.0;False;0.0;0.8366600265340756;2.6;4.0;0.0;5.0;5.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.8366600265340756;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;1.2;5.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;5.0;1.0;1.51657508881031;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;5.0;5.0;0.0;5.0;1.0;0.0;0.0;5.0;5.0;0.0;0.0;1.0;1.0;0.0;0.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.2;4.0;5.0;1.0;0.0;0.0;0.0;0.4472135954999581;0.0;0.0;0.0;0.0;2.0;5.0;0.0;0.0;0.0;0.0;0.0;False;0.0;1.7320508075688772;0.4472135954999581
0.0;0.0;5.0;0.0;0.4;0.0;0.0;1.0;2.0;0.8;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.8944271909999161;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;5.0;3.0;5.0;0.0;1.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;5.0;2.0;0.0;0.0;1.4;0.0;5.0;5.0;5.0;2.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;1.7320508075688772;0.0;5.0;0.0;0.0;0.0;6.4;0.0;0.0;1.0;False;0.0;0.8944271909999159;3.0;4.0;0.0;5.0;5.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;0.8366600265340756;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;1.4;5.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;5.0;1.0;6.655824516917495;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;4.0;5.0;0.0;5.0;1.0;0.0;0.0;5.0;5.0;0.0;0.0;2.0;1.0;0.0;0.0;5.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;5.0;0.0;0.0;0.0;0.0;0.0;False;0.0;2.6076809620810595;0.0
1.25;2.5;8.0;0.0;0.375;0.0;0.0;1.25;2.0;0.875;0.0;2.25;0.0;4.0;0.0;0.0;0.0;1.0606601717798212;1.0;3.5;0.0;1.0;0.0;0.0;0.0;1.807721533549109;0.0;0.5;8.0;8.0;0.0;0.0;1.0;0.0;8.0;12.0;8.0;0.875;1.0;8.0;0.0;0.0;0.0;17.25;0.0;0.5;8.0;3.0;0.375;0.0;3.75;0.0;8.0;8.0;8.0;6.0;0.0;0.0;0.0;1.0;0.0;4.0;1.25;3.0;0.0;0.0;6.104740546727366;0.0;8.0;0.5;0.0;0.0;10.75;0.0;1.0;1.0;False;0.0;2.167124493754009;6.875;9.0;0.0;8.0;8.0;8.0;1.0;0.7559289460184544;0.0;0.0;0.0;0.0;0.0;24.0;0.6408699444616557;1.75;0.0;0.0;1.5811388300841898;0.0;0.125;0.0;0.0;0.0;2.0;0.0;1.0;0.75;3.125;8.0;5.0;0.0;0.0;5.0;6.25;0.0;0.0;8.0;2.0;8.379396500601086;0.0;0.3535533905932738;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.5;2.0;0.0;8.0;8.0;0.125;8.0;1.0;0.0;0.0;8.0;8.0;0.0;0.7440238091428449;3.0;3.25;0.0;0.0;8.0;1.0;2.0;0.0;0.0;1.75;0.3535533905932738;0.75;16.0;8.0;3.0;0.0;0.25;0.0;1.035098339013531;0.0;0.0;1.125;0.0;2.0;8.0;0.0;0.4629100498862757;0.0;0.0;0.0;False;0.0;4.301162633521313;1.1259916264596033
0.75;0.5;6.0;0.0;0.0;0.0;0.0;1.0;2.0;0.8333333333333334;0.0;1.6666666666666667;0.0;3.0;0.0;0.0;1.0;0.0;1.0;2.5;0.0;1.0;0.0;0.0;0.0;1.224744871391589;0.0;0.0;6.0;6.0;0.0;0.0;0.0;0.0;6.0;3.75;6.0;0.6666666666666666;1.0;6.0;0.0;0.0;0.0;7.25;0.0;0.3333333333333333;6.0;0.0;0.5;0.0;2.1666666666666665;0.0;6.0;6.0;6.0;6.0;0.0;0.0;0.0;0.75;0.40824829046386296;4.0;1.0;3.0;0.0;0.0;3.1251666622224588;0.75;6.0;0.0;0.0;0.0;5.333333333333333;0.0;0.0;1.0;False;0.0;2.041241452319315;3.8333333333333335;4.5;0.0;6.0;6.0;6.0;1.0;0.8164965809277259;0.0;0.0;0.0;0.0;0.0;10.0;0.7527726527090809;1.25;0.0;0.0;1.2110601416389966;0.0;0.0;0.0;0.16666666666666666;0.0;2.0;0.0;1.0;0.25;2.1666666666666665;6.0;2.0;0.0;0.0;4.0;2.5;0.0;0.0;6.0;1.0;3.2041639575194445;0.0;0.5163977794943223;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;2.0;0.0;6.0;6.0;0.3333333333333333;6.0;1.0;0.0;0.0;6.0;6.0;0.0;0.8366600265340756;2.0;1.75;0.0;0.0;6.0;1.0;2.0;0.0;0.0;0.0;0.0;0.6666666666666666;10.0;6.0;3.0;0.0;0.75;0.0;1.2110601416389968;0.0;0.0;0.5;0.0;2.0;6.0;0.0;0.0;0.0;0.0;0.0;False;0.0;3.544949458972112;1.2110601416389968
0.75;0.5;6.0;0.0;0.0;0.0;0.0;1.0;2.0;0.8333333333333334;0.0;2.6666666666666665;0.0;5.0;0.0;0.0;3.0;0.0;1.0;2.5;0.0;1.0;0.0;0.0;0.0;2.5819888974716108;0.0;0.0;6.0;6.0;0.0;0.0;0.0;0.0;6.0;3.75;6.0;1.8333333333333333;1.0;6.0;0.0;0.0;0.0;11.75;0.0;0.6666666666666666;6.0;0.0;0.8333333333333334;0.0;4.166666666666667;0.0;6.0;6.0;6.0;17.0;0.0;0.0;0.0;0.75;1.224744871391589;4.0;1.0;10.0;0.0;0.0;12.43650540411842;0.75;6.0;0.0;0.0;0.0;8.0;0.0;0.0;1.0;False;0.0;6.348228099241551;7.666666666666668;4.5;0.0;6.0;6.0;6.0;1.0;1.6329931618554518;0.0;0.0;0.0;0.0;0.0;20.0;0.7527726527090809;1.25;0.0;0.0;3.6147844564602565;0.0;0.0;0.0;0.5;0.0;2.0;0.0;1.0;0.25;4.5;6.0;4.25;0.0;0.0;10.0;3.25;0.0;0.0;6.0;1.0;7.3484692283495345;0.0;0.5163977794943223;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;4.0;0.0;6.0;6.0;0.3333333333333333;6.0;1.0;0.0;0.0;6.0;6.0;0.0;1.6020819787597222;2.0;1.75;0.0;0.0;6.0;1.0;4.0;0.0;0.0;3.75;0.0;1.8333333333333333;33.0;6.0;10.0;0.0;0.75;0.0;4.020779360604939;0.0;0.0;1.6666666666666667;0.0;2.0;6.0;0.0;0.0;0.0;0.0;0.0;False;0.0;7.909909396868378;4.020779360604939
0.0;0.0;5.0;0.0;0.2;0.0;0.0;1.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.4472135954999581;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;5.0;3.0;5.0;0.2;1.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;5.0;1.0;0.0;0.0;1.6;0.0;5.0;5.0;5.0;3.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;1.0;0.0;0.0;2.1679483388678804;0.0;5.0;0.0;0.0;0.0;6.8;0.0;0.0;1.0;False;0.0;1.1401754250991378;3.2;4.0;0.0;5.0;5.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;0.7071067811865476;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;1.0;1.6;5.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;5.0;1.0;7.529940238806679;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;4.0;5.0;0.0;5.0;1.0;0.0;0.0;5.0;5.0;0.0;0.0;2.0;1.0;0.0;0.0;5.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;5.0;0.0;0.0;0.0;0.0;0.0;False;0.0;3.049590136395381;0.4472135954999581
0.0;0.0;5.0;0.0;0.2;0.0;0.0;1.0;2.0;1.0;0.0;1.4;0.0;0.0;0.0;0.0;0.0;0.4472135954999581;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;5.0;3.0;5.0;0.2;1.0;5.0;0.0;0.0;0.0;5.0;0.0;0.2;5.0;1.0;0.2;0.0;3.2;0.0;5.0;5.0;5.0;3.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;1.0;0.0;0.0;6.6105975524153635;0.0;5.0;0.0;0.0;0.0;10.2;0.0;0.0;1.0;False;0.0;1.1401754250991378;5.2;4.0;0.0;5.0;5.0;5.0;1.0;0.4472135954999581;0.0;0.0;0.0;0.0;0.0;37.0;0.7071067811865476;1.0;0.0;0.0;0.8944271909999161;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;1.0;1.6;5.0;2.0;0.0;0.0;3.0;1.0;0.0;0.0;5.0;1.0;15.056560032092323;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;4.0;5.0;0.0;5.0;1.0;0.0;0.0;5.0;5.0;0.0;0.4472135954999581;2.0;1.0;0.0;0.0;5.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;17.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;5.0;0.0;0.0;0.0;0.0;0.0;False;0.0;6.6105975524153635;0.4472135954999581
2.25;2.5;4.0;0.0;0.75;0.0;0.0;1.0;3.0;0.75;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.5;1.0;4.5;0.0;1.0;0.0;0.0;0.0;0.0;0.75;0.5;4.0;4.0;0.25;0.0;1.25;0.0;4.0;15.25;4.0;1.75;3.0;4.0;0.5;0.0;0.75;9.25;0.0;0.75;4.0;3.0;0.5;0.5;4.0;0.0;4.0;4.0;4.0;8.0;0.0;0.0;0.0;1.0;0.0;3.75;1.0;6.0;0.0;0.0;19.551214796017156;1.0;4.0;0.0;1.0;0.0;8.5;0.0;0.0;1.0;False;0.0;3.5939764421413036;13.75;4.5;0.0;4.0;4.0;4.0;1.0;0.957427107756338;0.0;0.0;0.5;0.0;0.0;22.0;0.5;0.75;0.5;1.0;1.4142135623730951;0.0;0.0;0.0;0.0;0.75;1.0;0.0;1.0;0.75;3.25;4.0;5.0;1.5;0.0;4.0;5.75;0.0;0.0;4.0;1.0;9.03696114115064;1.0;0.5773502691896257;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;1.0;1.0;1.5;2.0;0.5773502691896257;4.0;4.0;0.5;4.0;1.0;0.0;0.0;4.0;4.0;0.0;0.5773502691896257;2.5;2.5;3.0;0.0;4.0;1.0;1.0;0.0;0.25;0.0;0.0;1.0;43.0;4.0;4.0;0.0;1.0;0.0;2.0;0.0;0.5;0.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;0.75;False;0.0;4.966554808583781;2.8722813232690143
