NumberOfSubclasses;NumberUserDefinedAttributes;NumberOfPrivateAttributes;Bugged;NumberOfAttributes;NumberOfPolymorphicMethods;NumberOfAncestors;NumberOfCoupledClasses;Cohesion;NumberPublicMethods;NumberOfInheritedMethods;NumberOfMethods_Mood;NumberOfProtectedAttributes;NumberOfPublicAttributes
0.0;1.0;0.0;False;1.0;7.0;0.0;2.0;0.24489795918367346;3.0;0.0;7.0;1.0;0.0
0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.5;2.0;0.0;2.0;0.0;0.0
0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.5;2.0;0.0;2.0;0.0;0.0
0.0;0.0;0.0;False;0.0;3.0;0.0;0.0;0.3333333333333333;3.0;0.0;3.0;0.0;0.0
0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.0;0.0;0.0;False;0.0;3.0;0.0;0.0;0.3333333333333333;3.0;0.0;3.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;0.0;3.0;0.0;0.0;0.3333333333333333;3.0;0.0;3.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.5;2.0;0.0;2.0;0.0;0.0
0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.5;2.0;0.0;2.0;0.0;0.0
0.0;0.0;0.0;False;0.0;3.0;0.0;0.0;0.75;3.0;0.0;4.0;0.0;0.0
0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.0;0.0;0.0;False;0.0;3.0;0.0;0.0;0.3333333333333333;3.0;0.0;3.0;0.0;0.0
0.0;0.0;0.0;False;0.0;2.0;0.0;0.0;0.5;4.0;0.0;4.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;0.0;3.0;0.0;0.0;0.3333333333333333;3.0;0.0;3.0;0.0;0.0
0.0;0.0;0.0;False;0.0;3.0;0.0;0.0;0.3333333333333333;3.0;0.0;3.0;0.0;0.0
0.0;0.0;0.0;False;0.0;3.0;0.0;0.0;0.3333333333333333;3.0;0.0;3.0;0.0;0.0
0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.5;2.0;0.0;2.0;0.0;0.0
0.0;0.0;0.0;False;0.0;3.0;0.0;0.0;0.75;3.0;0.0;4.0;0.0;0.0
0.0;0.0;0.0;False;0.0;3.0;0.0;0.0;0.3333333333333333;3.0;0.0;3.0;0.0;0.0
0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.0;0.0;0.0;False;0.0;3.0;0.0;0.0;0.3333333333333333;3.0;0.0;3.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;0.0;3.0;0.0;0.0;0.25;4.0;0.0;4.0;0.0;0.0
0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0
0.0;0.0;3.0;False;3.0;6.0;0.0;0.0;0.0;6.0;0.0;6.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.5;2.0;0.0;2.0;0.0;0.0
0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.5;2.0;0.0;2.0;0.0;0.0
0.0;0.0;1.0;False;1.0;5.0;0.0;0.0;0.3;5.0;0.0;6.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.3333333333333333;3.0;0.0;3.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.3888888888888889;6.0;0.0;6.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.5;1.0;0.0;2.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.5;1.0;0.0;2.0;0.0;0.0
0.0;0.0;0.0;False;0.0;1.0;0.0;1.0;0.5;1.0;0.0;2.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;0.0;2.0;0.0;0.0;0.5;2.0;0.0;2.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.0;0.0;2.0;True;2.0;0.0;0.0;0.0;0.32;5.0;0.0;5.0;0.0;0.0
0.0;0.0;0.0;True;0.0;0.0;0.0;1.0;0.2285714285714285;5.0;0.0;5.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.3333333333333333;3.0;0.0;3.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.5;2.0;0.0;2.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.5;2.0;0.0;2.0;0.0;0.0
0.0;0.0;0.0;False;0.0;3.0;0.0;0.0;0.75;3.0;0.0;4.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.3333333333333333;3.0;0.0;3.0;0.0;0.0
0.0;0.0;0.0;True;0.0;0.0;0.0;0.0;0.5;3.0;0.0;3.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.5;2.0;0.0;2.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.5;2.0;0.0;2.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.3333333333333333;3.0;0.0;3.0;0.0;0.0
0.0;0.0;0.0;True;0.0;0.0;0.0;0.0;0.3333333333333333;3.0;0.0;3.0;0.0;0.0
0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;1.0;False;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.5;2.0;0.0;2.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.25;4.0;0.0;4.0;0.0;0.0
0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.5;2.0;0.0;2.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.5;2.0;0.0;2.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.3333333333333333;3.0;0.0;3.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.0;0.0;0.0;True;0.0;0.0;0.0;0.0;0.3333333333333333;3.0;0.0;3.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;4.0;False;4.0;13.0;0.0;1.0;0.10714285714285714;14.0;0.0;14.0;0.0;0.0
0.0;1.0;4.0;False;4.0;13.0;0.0;1.0;0.10714285714285714;14.0;0.0;14.0;0.0;0.0
0.0;0.0;1.0;False;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;1.0;False;1.0;3.0;0.0;0.0;0.6666666666666666;3.0;0.0;3.0;0.0;0.0
0.0;0.0;5.0;False;5.0;0.0;0.0;0.0;0.3928571428571429;3.0;0.0;4.0;0.0;0.0
0.0;0.0;5.0;False;5.0;0.0;0.0;0.0;0.3928571428571429;3.0;0.0;4.0;0.0;0.0
0.0;0.0;5.0;False;5.0;0.0;0.0;0.0;0.3928571428571429;3.0;0.0;4.0;0.0;0.0
0.0;0.0;2.0;False;2.0;2.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;1.0;False;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0
0.0;0.0;5.0;False;5.0;3.0;0.0;0.0;0.3333333333333333;3.0;0.0;3.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;4.0;False;4.0;8.0;0.0;0.0;0.3055555555555556;8.0;0.0;12.0;0.0;0.0
0.0;0.0;2.0;False;2.0;4.0;0.0;0.0;0.0;2.0;0.0;4.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;1.0;False;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0
0.0;0.0;2.0;False;2.0;4.0;0.0;0.0;0.25;4.0;0.0;4.0;0.0;0.0
0.0;0.0;1.0;False;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.0;0.0;3.0;True;3.0;13.0;0.0;0.0;0.14285714285714285;14.0;0.0;14.0;0.0;0.0
0.0;0.0;3.0;False;3.0;6.0;0.0;0.0;0.16666666666666666;6.0;0.0;6.0;0.0;0.0
0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;2.0;False;2.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;5.0;False;5.0;13.0;0.0;0.0;0.15384615384615385;13.0;0.0;13.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.75;2.0;0.0;2.0;0.0;0.0
0.0;0.0;1.0;False;1.0;1.0;0.0;0.0;0.5;1.0;0.0;2.0;0.0;0.0
0.0;1.0;3.0;False;3.0;9.0;0.0;1.0;0.1111111111111111;9.0;0.0;9.0;0.0;0.0
0.0;0.0;0.0;False;1.0;2.0;0.0;0.0;0.0;2.0;0.0;2.0;1.0;0.0
0.0;0.0;2.0;False;7.0;3.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;5.0
0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;0.5;2.0;0.0;2.0;0.0;0.0
0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;0.5;2.0;0.0;2.0;0.0;0.0
0.0;0.0;3.0;False;9.0;3.0;0.0;0.0;0.25;4.0;0.0;4.0;0.0;6.0
0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;0.5;2.0;0.0;2.0;0.0;0.0
0.0;0.0;3.0;False;4.0;3.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;1.0
0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;0.5;2.0;0.0;2.0;0.0;0.0
0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0
0.0;0.0;0.0;False;1.0;1.0;0.0;0.0;0.5;2.0;0.0;2.0;0.0;1.0
0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;0.5;2.0;0.0;2.0;0.0;0.0
0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;0.5;2.0;0.0;2.0;0.0;0.0
0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.0;0.0;5.0;True;5.0;3.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;0.0
0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;0.5;2.0;0.0;2.0;0.0;0.0
0.0;0.0;3.0;False;9.0;3.0;0.0;0.0;0.25;3.0;0.0;4.0;0.0;6.0
0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;0.5;2.0;0.0;2.0;0.0;0.0
0.0;0.0;0.0;False;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0
0.0;0.0;3.0;False;3.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0
0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;0.5;2.0;0.0;2.0;0.0;0.0
0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;0.5;2.0;0.0;2.0;0.0;0.0
0.0;0.0;3.0;False;3.0;3.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;0.0
0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;0.5;2.0;0.0;2.0;0.0;0.0
0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;0.5;2.0;0.0;2.0;0.0;0.0
0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;0.5;2.0;0.0;2.0;0.0;0.0
0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;0.5;2.0;0.0;2.0;0.0;0.0
0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;0.5;2.0;0.0;2.0;0.0;0.0
0.0;0.0;3.0;False;5.0;12.0;0.0;0.0;0.2261904761904762;6.0;0.0;14.0;1.0;1.0
0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;0.5;2.0;0.0;2.0;0.0;0.0
0.0;0.0;14.0;False;15.0;3.0;0.0;0.0;0.2333333333333333;3.0;0.0;10.0;0.0;1.0
0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;0.5;2.0;0.0;2.0;0.0;0.0
0.0;0.0;3.0;False;3.0;3.0;0.0;0.0;0.3;3.0;0.0;5.0;0.0;0.0
0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;0.5;2.0;0.0;2.0;0.0;0.0
0.0;0.0;10.0;False;10.0;3.0;0.0;0.0;0.2;3.0;0.0;5.0;0.0;0.0
0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;0.5;2.0;0.0;2.0;0.0;0.0
0.0;1.0;13.0;False;13.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0
0.0;1.0;13.0;False;13.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0
0.0;1.0;13.0;False;13.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0
0.0;1.0;13.0;False;13.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0
0.0;1.0;13.0;False;13.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0
0.0;1.0;13.0;False;13.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0
0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;0.5;2.0;0.0;2.0;0.0;0.0
0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0
0.0;0.0;1.0;False;6.0;1.0;0.0;0.0;0.3333333333333333;3.0;0.0;3.0;0.0;5.0
0.0;0.0;2.0;False;2.0;3.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;0.0
0.0;0.0;2.0;False;2.0;3.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;0.0
0.0;0.0;3.0;False;3.0;3.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;0.0
0.0;0.0;3.0;False;3.0;3.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;0.0
0.0;0.0;3.0;False;3.0;3.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;0.0
0.0;0.0;3.0;False;3.0;3.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;0.0
0.0;0.0;3.0;False;3.0;3.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;0.0
0.0;0.0;3.0;False;3.0;3.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;0.0
0.0;0.0;4.0;False;4.0;5.0;0.0;0.0;0.2222222222222222;6.0;0.0;6.0;0.0;0.0
0.0;0.0;3.0;False;3.0;3.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;0.0
0.0;0.0;2.0;False;2.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;0.3333333333333333;2.0;0.0;3.0;0.0;0.0
0.0;0.0;2.0;False;2.0;2.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0
0.0;0.0;2.0;False;2.0;3.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;0.0
