NCOMP_min;Di_75%;Fout_50%;Fout_max;VG_count;blamemerge_blamegetDistinctOperandsCnt_count;NVAR_std;blame_merge_blame_getDifficulty_min;blame_merge_blame_getDifficulty_std;NBD_25%;VG_75%;Ci_max;Fin_25%;IOVars_75%;IOVars_mean;MCLC_75%;Ci_std;MCLC_min;MCLC_50%;blame_merge_blame_getDifficulty_max;NOP_count;Di_count;IOVars_50%;Fout_std;NVAR_max;NVAR_count;Di_50%;Fin_mean;Fin_50%;NCOMP_count;blame_merge_blame_getDistinctOperandsCnt_max;NOP_min;Si_50%;NOP_mean;NVAR_75%;Si_75%;IOVars_min;Difficulty;Fin_std;ClTCi;Ci_25%;blamemerge_blamegetDistinctOperatorsCnt_mean;Si_25%;VG_mean;NOP_75%;blamemerge_blamegetDifficulty_count;blame_merge_blame_getDistinctOperandsCnt_mean;NCOMP_mean;blame_merge_blame_getDistinctOperatorsCnt_mean;Di_25%;Bugged;Di_mean;MCLC_count;blame_merge_blame_getDistinctOperatorsCnt_count;VG_25%;NCOMP_25%;Fin_count;blame_merge_blame_getDistinctOperandsCnt_std;NOP_25%;MCLC_mean;ClRCi;blamemerge_blamegetDistinctOperatorsCnt_count;Ci_50%;Si_std;MCLC_std;NBD_min;Di_std;blamemerge_blamegetDifficulty_mean;blamemerge_blamegetDistinctOperandsCnt_mean;Si_min;NOP_std;IOVars_count;MCLC_25%;Ci_min;NVAR_min;blamemerge_blamegetDistinctOperatorsCnt_max;NumberOfDistinctOperands;blamemerge_blamegetDifficulty_max;NOP_max;VG_max;blamemerge_blamegetDistinctOperatorsCnt_std;Ci_mean;NOP_50%;NBD_count;blame_merge_blame_getDistinctOperandsCnt_count;NumberOfDistinctOperators;Si_max;NCOMP_max;Fout_mean;blame_merge_blame_getDistinctOperandsCnt_min;Fin_min;IOVars_max;blamemerge_blamegetDifficulty_std;VG_std;Fout_count;VG_min;Di_max;Ci_count;blamemerge_blamegetDistinctOperandsCnt_std;Fout_25%;blame_merge_blame_getDistinctOperatorsCnt_max;blame_merge_blame_getDistinctOperatorsCnt_std;NBD_75%;Fout_min;NBD_50%;Fout_75%;NCOMP_75%;blame_merge_blame_getDistinctOperatorsCnt_min;Fin_max;VG_50%;blame_merge_blame_getDifficulty_mean;MCLC_max;NBD_std;IOVars_std;NBD_max;Di_min;Ci_75%;NBD_mean;NOPa;NCOMP_50%;Si_mean;IOVars_25%;NCOMP_std;Si_count;NVAR_50%;Fin_75%;NVAR_25%;blamemerge_blamegetDistinctOperandsCnt_max;blame_merge_blame_getDifficulty_count;NVAR_mean
0.0;0.0;0.0;0.0;0.0;650.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.26229508196721;0.0;0.0;0.0;1.92;0.0;0.0;0.0;650.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;650.0;0.0;0.0;0.0;0.0;0.0;0.9531515151515152;3.74;0.0;0.0;0.0;0.0;0.0;0.0;11.0;122.0;6.416666666666668;0.0;0.0;2.163515942318346;0.0;0.0;0.0;0.0;28.0;0.0;0.0;0.0;0.0;0.0;0.0;1.1983811137038258;0.0;0.0;0.0;0.0;0.0;3.562572952244155;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;559.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;559.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;559.0;0.0;0.0;0.0;0.0;0.0;1.0779862579281183;3.930232558139535;0.0;0.0;0.0;0.0;0.0;0.0;11.0;108.0;7.5625;0.0;0.0;2.4037008503093262;0.0;0.0;0.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;1.5092540962798822;0.0;0.0;0.0;0.0;0.0;3.6973978716238536;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;1105.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.0;0.0;0.0;0.0;2.176470588235294;0.0;0.0;0.0;1105.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1105.0;0.0;0.0;0.0;0.0;0.0;1.0863636363636362;3.388235294117647;0.0;0.0;0.0;0.0;0.0;0.0;9.0;148.0;4.5;0.0;0.0;2.503726974702587;0.0;0.0;0.0;0.0;31.0;0.0;0.0;0.0;0.0;0.0;0.0;1.2878090880542514;0.0;0.0;0.0;0.0;0.0;3.369520116300205;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;533.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.58585858585859;0.0;0.0;0.0;2.2439024390243905;0.0;0.0;0.0;533.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;533.0;0.0;0.0;0.0;0.0;0.0;1.1278270509977828;4.048780487804878;0.0;0.0;0.0;0.0;0.0;0.0;7.0;99.0;3.5;0.0;0.0;2.2193157021822483;0.0;0.0;0.0;0.0;26.0;0.0;0.0;0.0;0.0;0.0;0.0;1.1465328827374042;0.0;0.0;0.0;0.0;0.0;3.5574584646963365;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;637.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.137614678899087;0.0;0.0;0.0;2.061224489795918;0.0;0.0;0.0;637.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;637.0;0.0;0.0;0.0;0.0;0.0;1.061038961038961;3.7755102040816326;0.0;0.0;0.0;0.0;0.0;0.0;6.0;109.0;3.75;0.0;0.0;1.8130433451032568;0.0;0.0;0.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9991996121185401;0.0;0.0;0.0;0.0;0.0;3.3667113358353515;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0
0.0;0.0;0.0;0.0;1.0;549.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.0;0.0;0.0;0.0;2.065573770491804;0.0;1.0;0.0;549.0;0.0;0.0;0.0;0.0;False;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;549.0;0.0;0.0;0.0;2.0;0.0;1.0362021857923498;2.5901639344262297;0.0;0.0;1.0;0.0;0.0;0.0;9.0;69.0;5.833333333333332;0.0;1.0;2.4508449847276697;0.0;0.0;1.0;0.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3901675754665066;0.0;1.0;1.0;0.0;1.0;2.7568054098842327;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;10.0;0.0;0.0
0.0;0.0;0.0;0.0;3.0;410.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.436893203883496;0.0;0.0;0.0;2.0365853658536586;0.0;1.0;0.0;410.0;0.0;0.0;0.0;0.0;False;0.0;3.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;410.0;0.0;0.0;0.0;1.0;0.0;1.0444250871080138;2.5;0.0;0.0;3.0;0.0;0.0;0.0;9.0;103.0;7.0;0.0;1.0;2.4195875598307075;0.0;0.0;3.0;0.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;1.399665656287798;0.0;3.0;1.0;0.0;3.0;2.6958720595327206;0.0;0.0;0.0;1.5;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.5773502691896257;0.0;2.0;0.0;0.0;1.3333333333333333;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;12.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;2057.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.95876288659794;0.0;9.0;0.0;2.4905201750121537;0.0;0.0;0.0;2057.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;2057.0;0.0;0.0;0.0;0.0;0.0;1.1866622682130703;2.061254253767623;0.0;0.0;0.0;0.0;0.0;0.0;9.0;97.0;5.0;0.0;0.0;2.3908126216690966;0.0;0.0;0.0;0.0;28.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3267435046774794;0.0;0.0;0.0;0.0;0.0;2.2067593768880003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0
0.0;3.0;0.0;0.0;7.0;2057.0;0.3779644730092273;0.0;0.0;1.0;1.0;3.0;0.0;3.0;1.7142857142857142;0.0;1.2535663410560174;0.0;0.0;0.0;7.0;7.0;1.0;0.0;1.0;7.0;1.0;0.0;0.0;7.0;0.0;0.0;0.0;1.1428571428571428;0.0;0.0;0.0;37.95876288659794;0.0;9.0;1.0;2.4905201750121537;0.0;1.1428571428571428;2.0;2057.0;0.0;0.14285714285714285;0.0;1.0;False;1.7142857142857142;7.0;0.0;1.0;0.0;7.0;0.0;0.5;0.2857142857142857;3.0;2057.0;1.0;0.0;0.7559289460184546;1.0;1.2535663410560174;1.1866622682130703;2.061254253767623;0.0;0.8997354108424372;7.0;0.0;0.0;0.0;9.0;97.0;5.0;2.0;2.0;2.3908126216690966;1.7142857142857142;1.0;7.0;0.0;28.0;0.0;1.0;0.0;0.0;0.0;3.0;1.3267435046774794;0.3779644730092273;7.0;1.0;3.0;7.0;2.2067593768880003;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.3779644730092273;1.2535663410560174;2.0;0.0;3.0;1.1428571428571428;0.0;0.0;0.0;1.0;0.3779644730092273;7.0;0.0;0.0;0.0;9.0;0.0;0.14285714285714285
0.0;2.0;0.0;1.0;6.0;717.0;0.8164965809277259;0.0;0.0;1.0;1.0;2.0;0.0;2.0;1.5;0.0;0.8366600265340756;0.0;0.0;0.0;6.0;6.0;2.0;0.40824829046386296;2.0;6.0;1.5;0.16666666666666666;0.0;6.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;25.33333333333333;0.40824829046386296;9.0;1.25;2.096234309623431;0.0;1.1666666666666667;1.0;717.0;0.0;0.0;0.0;1.0;False;1.3333333333333333;6.0;0.0;1.0;0.0;6.0;0.0;1.0;0.3333333333333333;1.5;717.0;2.0;0.40824829046386296;0.8164965809277259;1.0;0.8164965809277259;0.9762029288702928;2.096234309623431;0.0;0.6324555320336759;6.0;0.0;0.0;0.0;8.0;63.0;4.0;2.0;2.0;2.3983117411196058;1.5;1.0;6.0;0.0;21.0;1.0;0.0;0.16666666666666666;0.0;0.0;2.0;1.2593250601636632;0.40824829046386296;6.0;1.0;2.0;6.0;2.5638112757906897;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;0.40824829046386296;0.8366600265340756;2.0;0.0;2.0;1.1666666666666667;0.0;0.0;0.16666666666666666;1.25;0.0;6.0;0.0;0.0;0.0;8.0;0.0;0.3333333333333333
