blamemerge_blamegetVocabulary_std;FileLength_mean;blame_merge_blame_getDifficulty_std;MethodLength_75%;FileLength_25%;blamemerge_blamegetEffort_mean;blame_merge_blame_getLength_max;AnonymousInnerClassLength_max;AnonymousInnerClassLength_mean;AnonymousInnerClassLength_75%;AnonymousInnerClassLength_std;AnonymousInnerClassLength_count;TotalNumberOfOperators;blame_merge_blame_getVolume_count;blamemerge_blamegetLength_std;blamemerge_blamegetDifficulty_std;blame_merge_blame_getDifficulty_min;blame_merge_blame_getVolume_min;blame_merge_blame_getVocabulary_mean;blame_merge_blame_getVolume_max;Bugged;AnonymousInnerClassLength_25%;NumberOfDistinctOperators;Length;blamemerge_blamegetDifficulty_mean;blame_merge_blame_getLength_min;blame_merge_blame_getEffort_min;Vocabulary;blame_merge_blame_getDifficulty_max;MethodLength_count;blamemerge_blamegetVocabulary_max;blame_merge_blame_getEffort_mean;blame_merge_blame_getVolume_std;AnonymousInnerClassLength_50%;blamemerge_blamegetVolume_count;blame_merge_blame_getEffort_count;blame_merge_blame_getLength_std;blame_merge_blame_getDifficulty_mean;blamemerge_blamegetVolume_max;AnonymousInnerClassLength_min;MethodLength_mean;TotalNumberOfOperands;blamemerge_blamegetEffort_std;blamemerge_blamegetVolume_std;blamemerge_blamegetVocabulary_count;FileLength_75%;blame_merge_blame_getEffort_max;Effort;blame_merge_blame_getLength_count;FileLength_50%;blame_merge_blame_getEffort_std;blamemerge_blamegetVocabulary_mean;Volume;blamemerge_blamegetDifficulty_count;blame_merge_blame_getVocabulary_min;blame_merge_blame_getVolume_mean;NumberOfDistinctOperands;blame_merge_blame_getLength_mean;blamemerge_blamegetLength_mean;Difficulty;blamemerge_blamegetLength_count;MethodLength_std;MethodLength_25%;FileLength_min;blamemerge_blamegetEffort_count;blamemerge_blamegetVolume_mean;MethodLength_50%;MethodLength_min;blame_merge_blame_getDifficulty_count;FileLength_count;FileLength_max;blame_merge_blame_getVocabulary_std;MethodLength_max;blamemerge_blamegetEffort_max;FileLength_std;blame_merge_blame_getVocabulary_count;blamemerge_blamegetDifficulty_max;blame_merge_blame_getVocabulary_max;blamemerge_blamegetLength_max
1.4364356037829509;17.333333333333332;0.0;4.0;0.0;18.27474456651728;0.0;0.0;0.0;0.0;0.0;3.0;98.0;0.0;1.7596496553059118;0.29877997956697705;0.0;0.0;0.0;0.0;False;0.0;15.0;187.0;0.966859185918592;0.0;0.0;58.0;0.0;3.0;13.0;0.0;0.0;0.0;606.0;0.0;0.0;0.0;70.30835464468075;0.0;3.6666666666666665;89.0;12.61158093561111;5.394334332448183;606.0;26.0;0.0;17004.83332010026;0.0;0.0;0.0;5.740924092409241;1095.4424460888558;606.0;0.0;0.0;43.0;0.0;6.707920792079205;15.523255813953488;606.0;1.1547005383792517;3.0;0.0;606.0;17.451156205680753;3.0;3.0;0.0;3.0;52.0;0.0;5.0;210.92506393404224;30.02221399786054;0.0;3.5;0.0;19.0
4.664296295551376;18.25;0.0;8.0;0.0;56.42128769728126;0.0;0.0;0.0;0.0;0.0;4.0;185.0;0.0;7.12329121706173;1.1182474723330325;0.0;0.0;0.0;0.0;False;0.0;20.0;337.0;1.1335283926612822;0.0;0.0;101.0;0.0;4.0;27.0;0.0;0.0;0.0;3343.0;0.0;0.0;0.0;190.1955000865388;0.0;5.5;152.0;78.81716026120563;25.41176779438797;3343.0;18.25;0.0;42106.200616355316;0.0;0.0;0.0;6.0535447203110975;2243.8172696873557;3343.0;0.0;0.0;81.0;0.0;8.609931199521387;18.765432098765434;3343.0;2.8867513459481287;3.0;0.0;3343.0;27.98160159217493;5.5;3.0;0.0;4.0;73.0;0.0;8.0;1372.9737662497016;36.5;0.0;7.21875;0.0;40.0
5.782886224262753;16.666666666666668;0.0;10.0;0.0;131.85470904089357;0.0;0.0;0.0;0.0;0.0;18.0;1276.0;0.0;9.065289795558256;1.6999841474351585;0.0;0.0;0.0;0.0;False;0.0;35.0;2160.0;1.995750176375612;0.0;0.0;309.0;0.0;18.0;22.0;0.0;0.0;0.0;10057.0;0.0;0.0;0.0;152.9253904839691;0.0;11.777777777777779;884.0;204.5739686494033;38.51504301604393;10057.0;0.0;0.0;1008732.0852920812;0.0;0.0;0.0;8.007258625832753;17866.36014027345;10057.0;0.0;0.0;274.0;0.0;10.78890325146664;56.45985401459854;10057.0;17.400323038095163;3.0;0.0;10057.0;38.15679660313153;3.5;3.0;0.0;18.0;300.0;0.0;74.0;1051.3620595772873;70.71067811865477;0.0;7.944444444444445;0.0;36.0
4.6665665484300565;24.75;0.0;19.25;0.0;42.40657682386311;0.0;7.0;1.75;1.75;3.5;4.0;391.0;0.0;6.322438867580723;1.390183486295883;0.0;0.0;0.0;0.0;False;0.0;25.0;670.0;0.9908064516129031;0.0;0.0;138.0;0.0;4.0;19.0;0.0;0.0;0.0;2945.0;0.0;0.0;0.0;154.28722505336555;0.0;11.75;279.0;87.3375736902834;22.292953787413744;2945.0;24.75;0.0;146990.76069751586;0.0;0.0;0.0;4.246519524617996;4762.711386041374;2945.0;0.0;0.0;113.0;0.0;5.33616298811545;30.862831858407077;2945.0;8.995369179009089;4.5;0.0;2945.0;16.96399891918459;12.0;3.0;0.0;4.0;99.0;0.0;20.0;1157.1541879002416;49.5;0.0;8.0;0.0;37.0
3.7350858144939;19.5;0.0;3.0;9.75;21.135981587122387;0.0;0.0;0.0;0.0;0.0;2.0;50.0;0.0;4.11353002871045;1.285312689250258;0.0;0.0;0.0;0.0;False;0.0;17.0;89.0;0.8126436781609195;0.0;0.0;41.0;0.0;2.0;12.0;0.0;0.0;0.0;435.0;0.0;0.0;0.0;49.82892142331044;0.0;3.0;39.0;42.24792767659289;13.651466998578112;435.0;29.25;0.0;6586.105648677068;0.0;19.5;0.0;2.7448275862068967;476.82212841100943;435.0;0.0;0.0;24.0;0.0;2.9770114942528734;13.8125;435.0;0.0;3.0;0.0;435.0;8.29055728664234;3.0;3.0;0.0;2.0;39.0;0.0;3.0;150.5684250302886;27.577164466275352;0.0;4.0;0.0;15.0
5.28370488561085;112.0;0.0;59.0;112.0;128.30088655837366;0.0;0.0;0.0;0.0;0.0;1.0;438.0;0.0;7.487536373883978;1.70514959793914;0.0;0.0;0.0;0.0;False;0.0;34.0;742.0;2.076891762452107;0.0;0.0;146.0;0.0;1.0;18.0;0.0;0.0;0.0;2088.0;0.0;0.0;0.0;108.41805003750014;0.0;59.0;304.0;172.59138236536145;31.778350870844914;2088.0;112.0;0.0;246165.21324693412;0.0;112.0;0.0;8.703065134099617;5334.849822688972;2088.0;0.0;0.0;112.0;0.0;11.185823754789274;46.14285714285714;2088.0;0.0;59.0;112.0;2088.0;39.21128427732768;59.0;59.0;0.0;1.0;112.0;0.0;59.0;625.4887502163467;0.0;0.0;7.5;0.0;26.0
4.983427529076613;27.9;0.0;13.75;0.0;56.8972315005195;0.0;0.0;0.0;0.0;0.0;10.0;784.0;0.0;6.754188421232534;1.7157339046916298;0.0;0.0;0.0;0.0;False;0.0;38.0;1297.0;1.090482779856055;0.0;0.0;169.0;0.0;10.0;22.0;0.0;0.0;0.0;4711.0;0.0;0.0;0.0;191.75555960140375;0.0;11.6;513.0;157.78890520519698;26.25637627029211;4711.0;0.0;0.0;714205.147400602;0.0;0.0;0.0;3.8280619825939284;9598.940628857994;4711.0;0.0;0.0;131.0;0.0;4.609000212269157;74.40458015267177;4711.0;13.696714934611144;3.25;0.0;4711.0;15.055878292681953;7.0;3.0;0.0;10.0;279.0;0.0;48.0;1610.7467006517918;88.2275467186978;0.0;9.428571428571429;0.0;43.0
2.4787615133188607;0.0;0.0;0.0;0.0;5.402092392872079;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;3.0154932522008933;0.6055760959836144;0.0;0.0;0.0;0.0;False;0.0;9.0;26.0;0.21739130434782608;0.0;0.0;20.0;0.0;0.0;9.0;0.0;0.0;0.0;391.0;0.0;0.0;0.0;33.0;0.0;0.0;11.0;17.26973883675265;9.167512815911737;391.0;0.0;0.0;505.66558710182153;0.0;0.0;0.0;0.9565217391304348;112.37013046707143;391.0;0.0;0.0;11.0;0.0;1.1304347826086956;4.5;391.0;0.0;0.0;0.0;391.0;3.1608369571488315;0.0;0.0;0.0;0.0;0.0;0.0;0.0;79.24812503605781;0.0;0.0;2.5;0.0;11.0
4.623507991141887;0.0;0.0;6.0;0.0;37.28629949751768;0.0;0.0;0.0;0.0;0.0;1.0;273.0;0.0;5.791489138584009;1.2990414368724446;0.0;0.0;0.0;0.0;False;0.0;31.0;467.0;0.9470297029702972;0.0;0.0;105.0;0.0;1.0;18.0;0.0;0.0;0.0;1717.0;0.0;0.0;0.0;91.73835003173087;0.0;6.0;194.0;75.62496098020998;21.006170666044852;1717.0;0.0;0.0;127413.60593037149;0.0;0.0;0.0;3.891089108910891;3135.5526567500788;1717.0;0.0;0.0;74.0;0.0;4.623762376237623;40.63513513513513;1717.0;0.0;6.0;0.0;1717.0;14.362293407949341;6.0;6.0;0.0;1.0;0.0;0.0;6.0;403.6487401396159;0.0;0.0;5.25;0.0;22.0
4.623507991141887;33.666666666666664;0.0;17.0;0.0;37.28629949751768;0.0;0.0;0.0;0.0;0.0;3.0;273.0;0.0;5.791489138584009;1.2990414368724446;0.0;0.0;0.0;0.0;False;0.0;31.0;467.0;0.9470297029702972;0.0;0.0;105.0;0.0;3.0;18.0;0.0;0.0;0.0;1717.0;0.0;0.0;0.0;91.73835003173087;0.0;12.333333333333336;194.0;75.62496098020998;21.006170666044852;1717.0;50.5;0.0;127413.60593037149;0.0;0.0;0.0;3.891089108910891;3135.5526567500788;1717.0;0.0;0.0;74.0;0.0;4.623762376237623;40.63513513513513;1717.0;8.082903768654761;10.0;0.0;1717.0;14.362293407949341;17.0;3.0;0.0;3.0;101.0;0.0;17.0;403.6487401396159;58.31237718815221;0.0;5.25;0.0;22.0
