;BuggedMethods;NCSSForThisFile;NestedIfElseDepth;BooleanExpressionComplexity;CyclomaticComplexity;NCSSForThisMethod;NPathComplexity;ThrowsCount;NCSSForThisClass;NumberOfProtectedMethod;NumberOfPackageMethod;NumberOfPrivateMethod;ExecutableStatementCount;MethodLength;FileLength;AnonymousInnerClassLength;NumberOfMethods_Checkstyle;NumberOfPublicMethods_Checkstyle;ClassFanOutComplexity;NestedTryDepth;ClassDataAbstractionCoupling;NestedForDepth;IsConstructor;CBO;WMC_CK;RFC;LOCMethod_CK;Returns;NumberOfVariables;NumberOfParameters_CK;NumberOfLoops;NumberOfComparisons;NumberOfTryCatch;NumberOfParenthesizedExps;NumberOfStringLiterals;NumberOfNumbers;NumberOfAssignments;NumberOfMathOperations;MaxNumberOfNestedBlocks;NumberOfAnonymousClasses;NumberOfInnerClasses;NumberOfLambdas;NumberOfUniqueWords;NumberOfModifiers;NumberOfLogStatements;Ci;Di;Fin;Fout;IOVars;MCLC;NBD;NCOMP;NOP;NVAR;Si;VG;Complexity;Statements;Maximum Depth;Calls
count;4949;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0;4949.0
unique;2;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
top;False;;;;;;;;;;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
freq;4724;;;;;;;;;;;;;;;;;;;;;;4800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mean;;3.300666801374015;0.010911295211153768;0.01919579713073348;0.629824206910487;1.8874520105071733;3.5938573449181654;0.08486562942008487;2.8337037785411194;0.017579308951303295;0.002222671246716508;0.03515861790260659;1.3057183269347343;2.7844008890684986;7.214588805819357;0.14043241058799757;0.4328147100424328;0.3796726611436654;0.6609416043645181;0.00040412204485754696;0.18185492018589614;0.0030309153364316025;;1.2885431400282885;0.6201252778339058;1.3008688623964437;2.4437260052535867;0.27480299050313195;0.3717922812689432;0.1707415639523136;0.037381289149323094;0.06526571024449383;0.0026267932915740554;0.025055566781167913;0.3578500707213578;0.25803192564154376;0.5217215599110931;0.031723580521317435;0.0929480703172358;0.0008082440897150939;0.0;0.0;4.210143463325925;1.458476459890887;0.0030309153364316025;0.4089072172519701;0.35051158177005454;0.031117397454031116;0.022428773489593858;0.3578500707213578;0.2586381087088301;0.42634875732471206;0.15255607193372397;0.12830874924227118;0.10608203677510608;0.05839563548191554;0.4841382097393413;0.39644372600525357;0.9436249747423722;0.7496463932107497;0.9729238229945444
std;;19.086010315766785;0.12827030849321822;0.159054654248508;1.1303341114593954;3.644641218824651;142.76216127336986;0.28657528015717504;16.433497804265805;0.21346668946314554;0.05857294889983412;0.3607351248942176;3.0518441411634822;5.3809778239726;39.50440277819432;1.2314426438832133;2.354793134344416;2.079736078536996;2.919945764636094;0.020100755484331483;1.069562215595732;0.06189302887264622;;2.301978007667511;1.0954668408949457;3.0439055516316174;4.381410944188633;0.5799583120168147;1.398109229797463;0.47972712249512905;0.26675255259199343;0.4562330329490469;0.05499660400923325;0.24904551409729037;1.7157108166756;1.242722813055295;1.7097912746802837;0.2412659442032514;0.38284871446533425;0.028421014176399563;0.0;0.0;7.359811488149381;20.871777760751506;0.07101660495301683;1.757317868359893;0.6748385555178495;0.3046420434122737;0.2406330937357951;0.6813794802531402;1.3980399159100965;0.6695846457516523;0.9315519519302812;0.39385024592459783;0.5922066845398114;1.6256410750469787;1.017431424524747;0.7417257686780999;2.5174922146692325;1.1492160943905763;2.9712436048689765
min;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
25%;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
50%;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
75%;;0.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;2.0;1.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;2.0;0.0
