RFC_max;NumberOfLoops_max;NumberOfLogStatements_50%;NumberOfComparisons_mean;NumberOfAnonymousClasses_50%;NumberOfLambdas_max;NumberOfLogStatements_75%;NumberOfUniqueWords_max;NumberOfVariables_count;LOCMethod_CK_mean;NumberOfStringLiterals_std;NumberOfLambdas_50%;NumberOfLogStatements_min;NumberOfMathOperations_50%;Bugged;IsConstructor_top;MaxNumberOfNestedBlocks_25%;NumberOfNumbers_25%;NumberOfNumbers_count;WMC_CK_std;NumberOfMathOperations_25%;NumberOfTryCatch_max;NumberOfVariables_min;NumberOfNumbers_min;NumberOfInnerClasses_count;NumberOfTryCatch_mean;NumberOfAnonymousClasses_max;NumberOfInnerClasses_75%;NumberOfNumbers_50%;NumberOfParameters_CK_25%;LOCMethod_CK_50%;NumberOfParenthesizedExps_std;LOCMethod_CK_count;NumberOfParenthesizedExps_max;NumberOfNumbers_max;MaxNumberOfNestedBlocks_count;NumberOfLoops_std;WMC_CK_25%;NumberOfAssignments_50%;CBO_max;RFC_min;Returns_count;WMC_CK_mean;NumberOfAnonymousClasses_mean;NumberOfUniqueWords_mean;NumberOfModifiers_min;NumberOfParameters_CK_max;NumberOfLoops_min;NumberOfTryCatch_50%;NumberOfParenthesizedExps_50%;WMC_CK_max;MaxNumberOfNestedBlocks_75%;MaxNumberOfNestedBlocks_min;NumberOfParameters_CK_75%;NumberOfInnerClasses_mean;NumberOfMathOperations_count;NumberOfUniqueWords_25%;LOCMethod_CK_std;NumberOfAnonymousClasses_75%;NumberOfVariables_mean;NumberOfModifiers_50%;NumberOfLambdas_mean;NumberOfInnerClasses_50%;CBO_count;RFC_75%;NumberOfAssignments_mean;MaxNumberOfNestedBlocks_max;NumberOfInnerClasses_max;Returns_75%;NumberOfStringLiterals_50%;NumberOfParameters_CK_count;NumberOfParameters_CK_mean;RFC_50%;CBO_75%;CBO_mean;NumberOfStringLiterals_mean;Returns_min;NumberOfStringLiterals_75%;NumberOfAnonymousClasses_count;NumberOfMathOperations_std;NumberOfAssignments_max;WMC_CK_min;NumberOfLambdas_75%;MaxNumberOfNestedBlocks_std;IsConstructor_freq;NumberOfUniqueWords_75%;NumberOfParenthesizedExps_25%;NumberOfModifiers_25%;NumberOfLambdas_25%;IsConstructor_unique;NumberOfModifiers_count;Returns_mean;RFC_std;NumberOfUniqueWords_min;NumberOfParameters_CK_std;MaxNumberOfNestedBlocks_mean;MaxNumberOfNestedBlocks_50%;Returns_std;NumberOfMathOperations_mean;NumberOfTryCatch_75%;NumberOfLoops_mean;CBO_50%;NumberOfVariables_25%;NumberOfUniqueWords_count;IsConstructor_count;NumberOfVariables_max;NumberOfComparisons_75%;WMC_CK_75%;NumberOfModifiers_mean;NumberOfModifiers_std;NumberOfModifiers_max;NumberOfTryCatch_25%;NumberOfParenthesizedExps_count;NumberOfTryCatch_std;NumberOfMathOperations_min;NumberOfLoops_75%;NumberOfLambdas_std;NumberOfAssignments_25%;Returns_max;WMC_CK_50%;NumberOfParameters_CK_50%;NumberOfParenthesizedExps_min;NumberOfAnonymousClasses_min;NumberOfVariables_50%;NumberOfLoops_25%;NumberOfLambdas_count;NumberOfLoops_count;LOCMethod_CK_75%;NumberOfInnerClasses_25%;NumberOfComparisons_50%;NumberOfModifiers_75%;NumberOfUniqueWords_std;Returns_50%;NumberOfStringLiterals_max;NumberOfComparisons_min;NumberOfLambdas_min;NumberOfLogStatements_std;NumberOfParameters_CK_min;NumberOfNumbers_75%;NumberOfComparisons_count;NumberOfTryCatch_count;NumberOfTryCatch_min;NumberOfComparisons_max;Returns_25%;NumberOfAssignments_count;NumberOfNumbers_mean;NumberOfAnonymousClasses_std;NumberOfParenthesizedExps_75%;NumberOfStringLiterals_count;NumberOfMathOperations_max;NumberOfLogStatements_max;CBO_25%;LOCMethod_CK_25%;NumberOfInnerClasses_std;RFC_count;LOCMethod_CK_min;NumberOfAssignments_75%;NumberOfComparisons_25%;CBO_min;NumberOfLogStatements_25%;NumberOfLogStatements_mean;NumberOfLogStatements_count;NumberOfLoops_50%;NumberOfUniqueWords_50%;NumberOfMathOperations_75%;NumberOfStringLiterals_min;RFC_mean;NumberOfStringLiterals_25%;NumberOfAssignments_std;LOCMethod_CK_max;NumberOfNumbers_std;NumberOfParenthesizedExps_mean;CBO_std;NumberOfAnonymousClasses_25%;NumberOfInnerClasses_min;NumberOfVariables_std;NumberOfComparisons_std;WMC_CK_count;NumberOfVariables_75%;RFC_25%;NumberOfAssignments_min
11.0;1.0;0.0;0.8;0.0;0.0;0.0;25.0;5.0;11.0;2.1908902300206643;0.0;0.0;0.0;False;False;0.0;0.0;5.0;2.1908902300206643;0.0;1.0;0.0;0.0;5.0;0.2;0.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;1.0;5.0;0.4472135954999581;1.0;1.0;3.0;0.0;5.0;2.4;0.0;11.8;1.0;2.0;0.0;0.0;0.0;6.0;1.0;0.0;1.0;0.0;5.0;8.0;9.924716620639604;0.0;1.6;1.0;0.0;0.0;5.0;8.0;2.2;2.0;0.0;0.0;0.0;5.0;0.6;3.0;3.0;1.6;1.4;0.0;2.0;5.0;0.4472135954999581;8.0;1.0;0.0;0.8944271909999157;4.0;13.0;0.0;1.0;0.0;2.0;5.0;0.2;4.54972526643093;3.0;0.8944271909999159;0.6;0.0;0.4472135954999579;0.2;0.0;0.2;1.0;0.0;5.0;5.0;6.0;0.0;3.0;2.2;1.6431676725154984;4.0;0.0;5.0;0.4472135954999581;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;18.0;0.0;0.0;4.0;8.228000972289685;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;4.0;0.0;5.0;0.2;0.0;0.0;5.0;1.0;0.0;1.0;4.0;0.0;5.0;3.0;2.0;0.0;0.0;0.0;0.0;5.0;0.0;10.0;0.0;0.0;4.8;0.0;3.3466401061363023;25.0;0.4472135954999581;0.0;1.3416407864998738;0.0;0.0;2.60768096208106;1.7888543819998322;5.0;2.0;2.0;0.0
8.0;0.0;0.0;0.0;0.0;0.0;0.0;31.0;6.0;22.5;8.142481194328912;0.0;0.0;0.0;False;False;0.0;0.0;6.0;3.88587184554509;0.0;8.0;0.0;0.0;6.0;2.5;0.0;0.0;0.0;0.0;9.0;0.0;6.0;0.0;0.0;6.0;0.0;1.0;1.0;1.0;0.0;6.0;3.5;0.0;15.166666666666664;1.0;0.0;0.0;0.0;0.0;9.0;0.75;0.0;0.0;0.0;6.0;6.25;26.52357441974969;0.0;2.833333333333333;1.0;0.0;0.0;6.0;6.5;4.833333333333333;1.0;0.0;0.0;3.0;6.0;0.0;4.5;1.0;0.6666666666666666;6.5;0.0;12.75;6.0;0.0;17.0;1.0;0.0;0.5163977794943223;6.0;24.5;0.0;1.0;0.0;1.0;6.0;0.0;3.40587727318528;5.0;0.0;0.3333333333333333;0.0;0.0;0.0;5.25;0.0;1.0;0.25;6.0;6.0;10.0;0.0;6.25;1.0;0.0;1.0;0.0;6.0;3.88587184554509;0.0;0.0;0.0;0.25;0.0;1.0;0.0;0.0;0.0;1.0;0.0;6.0;6.0;44.25;0.0;0.0;1.0;11.771434350437787;0.0;18.0;0.0;0.0;0.0;0.0;0.0;6.0;6.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;6.0;0.0;0.0;0.25;3.75;0.0;6.0;2.0;7.75;0.0;0.0;0.0;0.0;6.0;0.0;10.5;0.0;0.0;4.0;0.0;7.082843120291925;57.0;0.0;0.0;0.5163977794943223;0.0;0.0;3.9707262140150963;0.0;6.0;4.0;1.0;0.0
7.0;0.0;0.0;0.0;0.0;0.0;0.0;35.0;6.0;9.5;0.8164965809277259;0.0;0.0;0.0;True;False;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;6.0;0.0;2.0;6.0;0.0;1.0;1.5;6.0;0.0;6.0;1.0;0.0;15.666666666666664;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.75;0.0;6.0;6.25;7.368853370776216;0.0;1.6666666666666667;1.0;0.0;0.0;6.0;6.0;2.1666666666666665;0.0;0.0;0.0;0.0;6.0;0.3333333333333333;3.0;2.75;1.8333333333333333;0.3333333333333333;0.0;0.0;6.0;0.0;7.0;1.0;0.0;0.0;5.0;21.25;0.0;1.0;0.0;2.0;6.0;0.16666666666666666;3.488074922742725;5.0;0.5163977794943223;0.0;0.0;0.40824829046386296;0.0;0.0;0.0;1.0;0.0;6.0;6.0;5.0;0.0;1.0;1.0;0.0;1.0;0.0;6.0;0.0;0.0;0.0;0.0;0.25;1.0;1.0;0.0;0.0;0.0;1.0;0.0;6.0;6.0;15.25;0.0;0.0;1.0;11.893976066339912;0.0;2.0;0.0;0.0;0.0;0.0;0.0;6.0;6.0;0.0;0.0;0.0;6.0;0.3333333333333333;0.0;0.0;6.0;0.0;0.0;0.0;3.0;0.0;6.0;3.0;2.75;0.0;0.0;0.0;0.0;6.0;0.0;13.0;0.0;0.0;3.1666666666666665;0.0;2.639444385977221;19.0;0.8164965809277259;0.0;2.401388487243717;0.0;0.0;2.065591117977289;0.0;6.0;2.75;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;1.0;3.0;0.0;0.0;0.0;0.0;False;True;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;6.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;6.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;6.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
7.0;2.0;0.0;0.0;0.0;0.0;0.0;25.0;18.0;6.888888888888888;5.627895042942706;0.0;0.0;0.0;False;False;0.0;0.0;18.0;1.0416176459053668;0.0;1.0;0.0;0.0;18.0;0.05555555555555555;0.0;0.0;0.0;0.0;5.5;0.0;18.0;0.0;1.0;18.0;0.5144957554275265;1.0;1.5;4.0;2.0;18.0;1.4444444444444444;0.0;16.27777777777778;1.0;2.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;18.0;14.0;3.9241168191654943;0.0;1.7222222222222223;1.0;0.0;0.0;18.0;6.0;1.9444444444444444;3.0;0.0;0.0;0.0;18.0;0.1111111111111111;5.5;3.0;2.4444444444444446;1.5555555555555556;0.0;0.0;18.0;0.3233808333817773;7.0;1.0;0.0;0.8401680504168059;18.0;18.75;0.0;1.0;0.0;1.0;18.0;0.1111111111111111;1.6538724611187705;8.0;0.4714045207910317;0.3333333333333333;0.0;0.3233808333817773;0.1111111111111111;0.0;0.16666666666666666;2.0;1.0;18.0;18.0;5.0;0.0;1.0;2.7222222222222223;5.6444199989177815;25.0;0.0;18.0;0.23570226039551584;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.5;0.0;18.0;18.0;7.0;0.0;0.0;1.0;4.2676010006388365;0.0;24.0;0.0;0.0;0.0;0.0;0.0;18.0;18.0;0.0;0.0;0.0;18.0;0.2222222222222222;0.0;0.0;18.0;1.0;0.0;2.0;4.25;0.0;18.0;4.0;2.0;0.0;1.0;0.0;0.0;18.0;0.0;16.0;0.0;0.0;4.833333333333333;0.0;1.5893847208431549;16.0;0.4277926319464985;0.0;1.0966377611066325;0.0;0.0;1.3636264606493256;0.0;18.0;2.0;3.25;1.0
4.0;0.0;0.0;0.0;0.0;0.0;0.0;21.0;1.0;17.0;0.0;0.0;0.0;0.0;False;False;1.0;2.0;1.0;0.0;0.0;1.0;1.0;2.0;1.0;1.0;0.0;0.0;2.0;0.0;17.0;0.0;1.0;0.0;2.0;1.0;0.0;4.0;1.0;2.0;4.0;1.0;4.0;0.0;21.0;1.0;0.0;0.0;1.0;0.0;4.0;1.0;1.0;0.0;0.0;1.0;21.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;4.0;1.0;1.0;0.0;0.0;2.0;1.0;0.0;4.0;2.0;2.0;2.0;0.0;2.0;1.0;0.0;1.0;4.0;0.0;0.0;1.0;21.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;21.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;2.0;1.0;1.0;1.0;1.0;0.0;4.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;17.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;0.0;0.0;1.0;2.0;0.0;0.0;1.0;0.0;0.0;2.0;17.0;0.0;1.0;17.0;1.0;0.0;2.0;0.0;0.0;1.0;0.0;21.0;0.0;2.0;4.0;2.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;4.0;1.0
6.0;2.0;0.0;0.0;0.0;0.0;0.0;25.0;6.0;7.5;0.8164965809277259;0.0;0.0;0.5;False;False;0.0;0.0;6.0;1.3291601358251257;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.5;0.0;7.0;0.5163977794943222;6.0;1.0;4.0;6.0;0.983192080250175;1.0;1.5;4.0;0.0;6.0;2.1666666666666665;0.0;16.833333333333332;1.0;0.0;0.0;0.0;0.0;4.0;2.0;0.0;0.0;0.0;6.0;8.0;5.991660871578097;0.0;1.8333333333333333;2.5;0.0;0.0;6.0;5.0;1.8333333333333333;2.0;0.0;0.75;0.5;6.0;0.0;3.0;4.0;2.333333333333333;0.6666666666666666;0.0;1.0;6.0;0.8164965809277259;5.0;1.0;0.0;1.095445115010332;6.0;24.5;0.0;1.0;0.0;1.0;6.0;0.3333333333333333;2.6076809620810595;4.0;0.0;1.0;1.0;0.5163977794943222;0.6666666666666666;0.0;0.8333333333333334;2.5;0.0;6.0;6.0;5.0;0.0;3.0;173.16666666666663;418.78367526285774;1028.0;0.0;6.0;0.0;0.0;1.75;0.0;0.0;1.0;2.0;0.0;0.0;0.0;1.5;0.0;6.0;6.0;11.0;0.0;0.0;4.0;10.107752800037536;0.0;2.0;0.0;0.0;0.0;0.0;1.0;6.0;6.0;0.0;0.0;0.0;6.0;1.0;0.0;0.75;6.0;2.0;0.0;1.0;3.0;0.0;6.0;1.0;3.0;0.0;0.0;0.0;0.0;6.0;0.5;21.5;1.0;0.0;3.0;0.0;2.136976056643281;16.0;1.5491933384829668;0.3333333333333333;1.8618986725025255;0.0;0.0;2.136976056643281;0.0;6.0;3.0;1.0;0.0
9.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;42.0;3.0;32.0;11.930353445448857;0.0;0.0;1.0;True;False;0.5;0.0;3.0;2.309401076758504;0.5;5.0;1.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;24.0;0.0;3.0;0.0;0.0;3.0;0.0;2.0;2.0;12.0;3.0;3.0;3.333333333333333;0.0;27.66666666666667;1.0;3.0;0.0;1.0;0.0;6.0;1.0;0.0;1.5;0.0;3.0;20.5;30.789608636681304;0.0;2.6666666666666665;1.0;0.0;0.0;3.0;7.5;7.333333333333332;1.0;0.0;0.0;5.0;3.0;1.0;6.0;9.5;7.333333333333332;10.333333333333334;0.0;14.5;3.0;0.5773502691896258;19.0;2.0;0.0;0.5773502691896258;3.0;31.5;0.0;1.0;0.0;1.0;3.0;0.0;3.0;20.0;1.7320508075688772;0.6666666666666666;1.0;0.0;0.6666666666666666;3.0;0.0;7.0;1.5;3.0;3.0;5.0;0.5;4.0;1.3333333333333333;0.5773502691896257;2.0;0.5;3.0;2.6457513110645907;0.0;0.0;0.0;1.5;0.0;2.0;0.0;0.0;0.0;2.0;0.0;3.0;3.0;45.0;0.0;0.0;1.5;12.423096769056148;0.0;24.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;3.0;1.0;0.0;5.0;15.0;0.0;3.0;6.0;10.5;0.0;3.0;0.0;0.0;3.0;0.0;21.0;1.0;2.0;6.0;3.5;10.115993936995679;66.0;0.0;0.0;4.509249752822893;0.0;0.0;2.081665999466133;0.5773502691896258;3.0;3.5;4.5;1.0
19.0;1.0;0.0;0.5;0.0;0.0;0.25;36.0;4.0;19.75;3.947573094109004;0.0;0.0;1.5;False;False;0.75;0.0;4.0;1.707825127659933;0.0;1.0;0.0;0.0;4.0;0.5;0.0;0.0;0.5;0.75;16.5;0.5773502691896257;4.0;1.0;3.0;4.0;0.5;1.75;2.5;4.0;4.0;4.0;2.75;0.0;24.25;2.0;3.0;0.0;0.5;0.5;5.0;1.75;0.0;2.25;0.0;4.0;20.25;14.38459824488215;0.0;3.5;2.0;0.0;0.0;4.0;12.25;4.25;4.0;0.0;1.25;2.5;4.0;1.5;8.5;4.0;3.25;3.25;0.0;5.75;4.0;1.7320508075688772;12.0;1.0;0.0;1.7320508075688772;4.0;28.5;0.0;2.0;0.0;1.0;4.0;0.75;6.4807406984078595;12.0;1.2909944487358056;1.5;1.0;0.957427107756338;1.5;1.0;0.25;3.5;0.0;4.0;4.0;11.0;1.0;3.5;3.75;3.5;9.0;0.0;4.0;0.5773502691896257;0.0;0.25;0.0;1.5;2.0;2.5;1.5;0.0;0.0;1.5;0.0;4.0;4.0;22.75;0.0;0.5;3.75;9.878427675158298;0.5;8.0;0.0;0.0;0.5;0.0;1.5;4.0;4.0;0.0;1.0;0.0;4.0;1.0;0.0;1.0;4.0;3.0;1.0;2.75;13.5;0.0;4.0;6.0;5.25;0.0;2.0;0.0;0.25;4.0;0.0;24.5;3.0;0.0;10.0;0.0;5.315072906367325;40.0;1.4142135623730951;0.5;0.957427107756338;0.0;0.0;5.196152422706632;0.5773502691896257;4.0;5.0;6.25;0.0
13.0;0.0;0.0;0.0;0.0;0.0;0.0;31.0;8.0;6.25;3.295017884191656;0.0;0.0;0.0;False;False;0.0;0.0;8.0;0.3535533905932738;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;3.0;0.5175491695067657;8.0;1.0;5.0;8.0;0.0;1.0;0.0;3.0;0.0;8.0;1.125;0.0;15.75;1.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.25;0.0;8.0;11.0;6.584614100852293;0.0;0.5;1.5;0.0;0.0;8.0;1.25;0.5;1.0;0.0;1.0;0.5;8.0;0.25;0.5;1.25;1.0;2.0;0.0;2.0;8.0;0.0;4.0;1.0;0.0;0.3535533905932738;7.0;16.5;0.0;1.0;0.0;2.0;8.0;0.375;4.454131308603925;9.0;0.4629100498862757;0.125;0.0;0.5175491695067657;0.0;0.0;0.0;1.0;0.0;8.0;8.0;4.0;0.0;1.0;2.25;1.48804761828569;4.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;8.0;8.0;5.0;0.0;0.0;4.0;7.667184247539268;0.0;9.0;0.0;0.0;0.0;0.0;0.0;8.0;8.0;0.0;0.0;0.0;8.0;0.625;0.0;1.0;8.0;0.0;0.0;0.0;3.0;0.0;8.0;3.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;13.0;0.0;0.0;2.125;0.0;1.4142135623730951;21.0;1.7677669529663689;0.375;1.0690449676496976;0.0;0.0;1.4142135623730951;0.0;8.0;0.0;0.0;0.0
20.0;0.0;0.0;0.0;0.0;0.0;0.0;53.0;2.0;31.5;0.7071067811865476;0.0;0.0;0.0;False;False;0.0;7.0;2.0;0.0;0.0;0.0;4.0;7.0;2.0;0.0;0.0;0.0;7.0;0.0;31.5;0.0;2.0;0.0;7.0;2.0;0.0;1.0;4.0;4.0;19.0;2.0;1.0;0.0;49.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;47.0;0.7071067811865476;0.0;4.0;1.0;0.0;0.0;2.0;19.75;4.0;0.0;0.0;0.0;16.5;2.0;0.0;19.5;4.0;4.0;16.5;0.0;16.75;2.0;0.0;4.0;1.0;0.0;0.0;2.0;51.0;0.0;1.0;0.0;1.0;2.0;0.0;0.7071067811865476;45.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;2.0;2.0;4.0;0.0;1.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;4.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;2.0;2.0;31.75;0.0;0.0;1.0;5.656854249492381;0.0;17.0;0.0;0.0;0.0;0.0;7.0;2.0;2.0;0.0;0.0;0.0;2.0;7.0;0.0;0.0;2.0;0.0;0.0;4.0;31.25;0.0;2.0;31.0;4.0;0.0;4.0;0.0;0.0;2.0;0.0;49.0;0.0;16.0;19.5;16.25;0.0;32.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;4.0;19.25;4.0
4.0;1.0;0.0;0.15384615384615385;0.0;0.0;0.0;19.0;13.0;2.9230769230769234;0.3755338080994054;0.0;0.0;0.0;False;False;0.0;0.0;13.0;0.5991446895152781;0.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;13.0;0.0;0.0;13.0;0.2773500981126146;1.0;0.0;3.0;0.0;13.0;1.2307692307692308;0.0;12.615384615384615;0.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;13.0;7.0;2.7526211284742903;0.0;0.15384615384615385;4.0;0.0;0.0;13.0;0.0;0.38461538461538464;1.0;0.0;0.0;0.0;13.0;0.5384615384615384;0.0;1.0;0.6153846153846154;0.15384615384615385;0.0;0.0;13.0;0.2773500981126146;2.0;1.0;0.0;0.3755338080994054;11.0;19.0;0.0;4.0;0.0;2.0;13.0;0.2307692307692308;1.1982893790305562;3.0;0.7762500258061849;0.15384615384615385;0.0;0.8320502943378436;0.07692307692307693;0.0;0.07692307692307693;0.0;0.0;13.0;13.0;2.0;0.0;1.0;474.92307692307685;531.0334988709063;1028.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;13.0;13.0;3.0;0.0;0.0;1025.0;6.576960563695836;0.0;1.0;0.0;0.0;0.0;0.0;0.0;13.0;13.0;0.0;2.0;0.0;13.0;0.0;0.0;0.0;13.0;1.0;0.0;0.0;1.0;0.0;13.0;1.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0;13.0;0.0;0.0;0.5384615384615384;0.0;0.7679476477883046;9.0;0.0;0.0;0.8697184926229041;0.0;0.0;0.5547001962252291;0.5547001962252291;13.0;0.0;0.0;0.0
