RFC_max;NumberOfLoops_max;NumberOfLogStatements_50%;NumberOfComparisons_mean;NumberOfAnonymousClasses_50%;NumberOfLambdas_max;NumberOfLogStatements_75%;NumberOfUniqueWords_max;NumberOfVariables_count;LOCMethod_CK_mean;NumberOfStringLiterals_std;NumberOfLambdas_50%;NumberOfLogStatements_min;NumberOfMathOperations_50%;Bugged;IsConstructor_top;MaxNumberOfNestedBlocks_25%;NumberOfNumbers_25%;NumberOfNumbers_count;WMC_CK_std;NumberOfMathOperations_25%;NumberOfTryCatch_max;NumberOfVariables_min;NumberOfNumbers_min;NumberOfInnerClasses_count;NumberOfTryCatch_mean;NumberOfAnonymousClasses_max;NumberOfInnerClasses_75%;NumberOfNumbers_50%;NumberOfParameters_CK_25%;LOCMethod_CK_50%;NumberOfParenthesizedExps_std;LOCMethod_CK_count;NumberOfParenthesizedExps_max;NumberOfNumbers_max;MaxNumberOfNestedBlocks_count;NumberOfLoops_std;WMC_CK_25%;NumberOfAssignments_50%;CBO_max;RFC_min;Returns_count;WMC_CK_mean;NumberOfAnonymousClasses_mean;NumberOfUniqueWords_mean;NumberOfModifiers_min;NumberOfParameters_CK_max;NumberOfLoops_min;NumberOfTryCatch_50%;NumberOfParenthesizedExps_50%;WMC_CK_max;MaxNumberOfNestedBlocks_75%;MaxNumberOfNestedBlocks_min;NumberOfParameters_CK_75%;NumberOfInnerClasses_mean;NumberOfMathOperations_count;NumberOfUniqueWords_25%;LOCMethod_CK_std;NumberOfAnonymousClasses_75%;NumberOfVariables_mean;NumberOfModifiers_50%;NumberOfLambdas_mean;NumberOfInnerClasses_50%;CBO_count;RFC_75%;NumberOfAssignments_mean;MaxNumberOfNestedBlocks_max;NumberOfInnerClasses_max;Returns_75%;NumberOfStringLiterals_50%;NumberOfParameters_CK_count;NumberOfParameters_CK_mean;RFC_50%;CBO_75%;CBO_mean;NumberOfStringLiterals_mean;Returns_min;NumberOfStringLiterals_75%;NumberOfAnonymousClasses_count;NumberOfMathOperations_std;NumberOfAssignments_max;WMC_CK_min;NumberOfLambdas_75%;MaxNumberOfNestedBlocks_std;IsConstructor_freq;NumberOfUniqueWords_75%;NumberOfParenthesizedExps_25%;NumberOfModifiers_25%;NumberOfLambdas_25%;IsConstructor_unique;NumberOfModifiers_count;Returns_mean;RFC_std;NumberOfUniqueWords_min;NumberOfParameters_CK_std;MaxNumberOfNestedBlocks_mean;MaxNumberOfNestedBlocks_50%;Returns_std;NumberOfMathOperations_mean;NumberOfTryCatch_75%;NumberOfLoops_mean;CBO_50%;NumberOfVariables_25%;NumberOfUniqueWords_count;IsConstructor_count;NumberOfVariables_max;NumberOfComparisons_75%;WMC_CK_75%;NumberOfModifiers_mean;NumberOfModifiers_std;NumberOfModifiers_max;NumberOfTryCatch_25%;NumberOfParenthesizedExps_count;NumberOfTryCatch_std;NumberOfMathOperations_min;NumberOfLoops_75%;NumberOfLambdas_std;NumberOfAssignments_25%;Returns_max;WMC_CK_50%;NumberOfParameters_CK_50%;NumberOfParenthesizedExps_min;NumberOfAnonymousClasses_min;NumberOfVariables_50%;NumberOfLoops_25%;NumberOfLambdas_count;NumberOfLoops_count;LOCMethod_CK_75%;NumberOfInnerClasses_25%;NumberOfComparisons_50%;NumberOfModifiers_75%;NumberOfUniqueWords_std;Returns_50%;NumberOfStringLiterals_max;NumberOfComparisons_min;NumberOfLambdas_min;NumberOfLogStatements_std;NumberOfParameters_CK_min;NumberOfNumbers_75%;NumberOfComparisons_count;NumberOfTryCatch_count;NumberOfTryCatch_min;NumberOfComparisons_max;Returns_25%;NumberOfAssignments_count;NumberOfNumbers_mean;NumberOfAnonymousClasses_std;NumberOfParenthesizedExps_75%;NumberOfStringLiterals_count;NumberOfMathOperations_max;NumberOfLogStatements_max;CBO_25%;LOCMethod_CK_25%;NumberOfInnerClasses_std;RFC_count;LOCMethod_CK_min;NumberOfAssignments_75%;NumberOfComparisons_25%;CBO_min;NumberOfLogStatements_25%;NumberOfLogStatements_mean;NumberOfLogStatements_count;NumberOfLoops_50%;NumberOfUniqueWords_50%;NumberOfMathOperations_75%;NumberOfStringLiterals_min;RFC_mean;NumberOfStringLiterals_25%;NumberOfAssignments_std;LOCMethod_CK_max;NumberOfNumbers_std;NumberOfParenthesizedExps_mean;CBO_std;NumberOfAnonymousClasses_25%;NumberOfInnerClasses_min;NumberOfVariables_std;NumberOfComparisons_std;WMC_CK_count;NumberOfVariables_75%;RFC_25%;NumberOfAssignments_min
5.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;2.0;5.5;0.0;0.0;0.0;0.0;False;False;0.0;0.25;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.5;1.25;5.5;0.0;2.0;0.0;1.0;2.0;0.0;1.0;1.0;1.0;1.0;2.0;1.0;0.0;22.5;1.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;1.75;0.0;2.0;18.75;3.5355339059327378;0.0;1.0;1.0;0.0;0.0;2.0;4.0;1.0;0.0;0.0;1.0;0.0;2.0;1.5;3.0;1.0;1.0;0.0;1.0;0.0;2.0;0.0;2.0;1.0;0.0;0.0;2.0;26.25;0.0;1.0;0.0;1.0;2.0;1.0;2.8284271247461903;15.0;0.7071067811865476;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;2.0;2.0;2.0;0.0;1.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.5;1.0;1.0;1.5;0.0;0.0;1.0;0.0;2.0;2.0;6.75;0.0;0.0;1.0;10.606601717798213;1.0;0.0;0.0;0.0;0.0;1.0;0.75;2.0;2.0;0.0;0.0;1.0;2.0;0.5;0.0;0.0;2.0;0.0;0.0;1.0;4.25;0.0;2.0;3.0;1.5;0.0;1.0;0.0;0.0;2.0;0.0;22.5;0.0;0.0;3.0;0.0;1.4142135623730951;8.0;0.7071067811865476;0.0;0.0;0.0;0.0;1.4142135623730951;0.0;2.0;1.5;2.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.0;1.0;3.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;31.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;31.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;31.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;31.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;31.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
5.0;0.0;0.0;0.0;0.0;0.0;0.0;32.0;3.0;4.333333333333333;0.0;0.0;0.0;0.0;False;False;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;2.5;3.0;0.0;3.0;0.0;0.0;3.0;0.0;1.0;0.0;2.0;1.0;3.0;1.0;0.0;22.33333333333333;1.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;3.5;0.0;3.0;17.5;2.309401076758503;0.0;0.0;1.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;1.0;2.0;1.6666666666666667;0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;3.0;25.5;0.0;1.0;0.0;1.0;3.0;0.0;2.309401076758504;16.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;3.0;3.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;3.0;3.0;5.0;0.0;0.0;1.0;8.504900548115383;0.0;0.0;0.0;0.0;0.0;2.0;0.0;3.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;1.5;3.0;0.0;3.0;3.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;19.0;0.0;0.0;2.333333333333333;0.0;0.0;7.0;0.0;0.0;0.5773502691896257;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;1.0;3.0;0.0;0.0;0.0;0.0;False;True;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;25.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;25.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;25.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;3.0;0.0;1.0;3.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;25.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
4.0;0.0;0.0;0.0;0.0;0.0;0.0;47.0;4.0;3.75;0.0;0.0;0.0;0.0;False;False;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;1.75;3.0;0.0;4.0;0.0;0.0;4.0;0.0;1.0;0.0;2.0;1.0;4.0;1.0;0.0;25.0;1.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;2.25;0.0;4.0;14.75;1.5;0.0;0.0;1.0;0.0;0.0;4.0;1.75;0.0;0.0;0.0;1.0;0.0;4.0;2.0;1.0;2.0;1.75;0.0;0.0;0.0;4.0;0.0;0.0;1.0;0.0;0.0;4.0;32.75;0.0;1.0;0.0;1.0;4.0;0.5;1.5;8.0;0.8164965809277259;0.0;0.0;0.5773502691896257;0.0;0.0;0.0;2.0;0.0;4.0;4.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;4.0;4.0;3.75;0.0;0.0;1.0;16.792855623746664;0.5;0.0;0.0;0.0;0.0;1.0;0.0;4.0;4.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;4.0;0.0;0.0;1.75;3.0;0.0;4.0;3.0;0.0;0.0;1.0;0.0;0.0;4.0;0.0;22.5;0.0;0.0;1.75;0.0;0.0;6.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;4.0;0.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7.0;1.0;0.0;0.0;0.0;0.0;0.0;69.0;5.0;8.4;0.5477225575051662;0.0;0.0;0.0;False;False;0.0;0.0;5.0;0.8944271909999159;0.0;1.0;0.0;0.0;5.0;0.2;0.0;0.0;0.0;1.0;3.0;0.0;5.0;0.0;3.0;5.0;0.4472135954999581;1.0;0.0;2.0;1.0;5.0;1.6;0.0;52.8;1.0;3.0;0.0;0.0;0.0;3.0;1.0;0.0;2.0;0.0;5.0;50.0;7.602631123499285;0.0;1.2;1.0;0.0;0.0;5.0;6.0;1.2;3.0;0.0;1.0;0.0;5.0;1.8;1.0;2.0;1.4;0.4;1.0;1.0;5.0;0.0;3.0;1.0;0.0;1.30384048104053;5.0;52.0;0.0;1.0;0.0;1.0;5.0;1.0;3.03315017762062;42.0;0.8366600265340756;0.8;0.0;0.0;0.0;0.0;0.2;1.0;0.0;5.0;5.0;3.0;0.0;2.0;1.0;0.0;1.0;0.0;5.0;0.4472135954999581;0.0;0.0;0.0;0.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;5.0;5.0;14.0;0.0;0.0;1.0;9.884331034521255;1.0;1.0;0.0;0.0;0.0;1.0;3.0;5.0;5.0;0.0;0.0;1.0;5.0;1.2;0.0;0.0;5.0;0.0;0.0;1.0;3.0;0.0;5.0;3.0;3.0;0.0;1.0;0.0;0.0;5.0;0.0;51.0;0.0;0.0;3.2;0.0;1.6431676725154982;19.0;1.6431676725154982;0.0;0.5477225575051661;0.0;0.0;1.6431676725154982;0.0;5.0;3.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.0;1.0;1.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;23.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;23.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;23.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;23.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;23.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
12.0;1.0;0.0;0.13333333333333333;0.0;0.0;0.0;92.0;75.0;4.946666666666666;1.007717964261576;0.0;0.0;0.0;True;False;0.0;0.0;75.0;1.2802026866550933;0.0;1.0;0.0;0.0;75.0;0.04;0.0;0.0;0.0;0.0;3.0;0.34222378222022665;75.0;2.0;3.0;75.0;0.16219218941214866;1.0;0.0;4.0;0.0;75.0;1.36;0.0;54.61333333333334;1.0;2.0;0.0;0.0;0.0;10.0;0.0;0.0;1.0;0.0;75.0;48.5;6.155404861502531;0.0;0.2;1.0;0.0;0.0;75.0;2.0;0.4266666666666667;3.0;0.0;1.0;0.0;75.0;0.7466666666666667;1.0;1.0;1.0;0.22666666666666666;0.0;0.0;75.0;0.35157304163374586;7.0;1.0;0.0;0.5782857549814058;75.0;71.5;0.0;1.0;0.0;1.0;75.0;0.88;1.870780537588474;9.0;0.679692564312706;0.17333333333333334;0.0;0.3661339291216454;0.10666666666666667;0.0;0.02666666666666667;1.0;0.0;75.0;75.0;3.0;0.0;1.0;1.28;0.7808519256105666;4.0;0.0;75.0;0.1972787847664287;0.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;75.0;75.0;3.0;0.0;0.0;1.0;21.795668633266825;1.0;7.0;0.0;0.0;0.0;0.0;0.0;75.0;75.0;0.0;4.0;1.0;75.0;0.16;0.0;0.0;75.0;2.0;0.0;1.0;3.0;0.0;75.0;3.0;0.0;0.0;0.0;0.0;0.0;75.0;0.0;59.0;0.0;0.0;1.653333333333333;0.0;1.2538948330112265;38.0;0.4942917400931604;0.06666666666666668;0.6367145399670133;0.0;0.0;0.6151246852292455;0.5284688063445933;75.0;0.0;1.0;0.0
4.0;1.0;0.0;0.0;0.0;0.0;0.0;15.0;3.0;9.0;0.0;0.0;0.0;0.0;True;False;1.0;0.0;3.0;1.5275252316519463;0.0;1.0;0.0;0.0;3.0;0.6666666666666666;0.0;0.0;0.0;0.5;10.0;0.0;3.0;0.0;1.0;3.0;0.5773502691896258;1.5;0.0;2.0;2.0;3.0;2.333333333333333;0.0;10.333333333333334;0.0;3.0;0.0;1.0;0.0;4.0;2.0;0.0;2.0;0.0;3.0;8.0;5.5677643628300215;0.0;0.3333333333333333;1.0;0.0;0.0;3.0;3.0;0.6666666666666666;2.0;0.0;0.0;0.0;3.0;1.3333333333333333;2.0;2.0;1.6666666666666667;0.0;0.0;0.0;3.0;0.5773502691896258;2.0;1.0;0.0;1.1547005383792517;3.0;12.5;0.0;0.5;0.0;1.0;3.0;0.0;1.1547005383792517;6.0;1.5275252316519468;1.3333333333333333;2.0;0.0;0.3333333333333333;1.0;0.3333333333333333;2.0;0.0;3.0;3.0;1.0;0.0;3.0;0.6666666666666666;0.5773502691896258;1.0;0.5;3.0;0.5773502691896258;0.0;0.5;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;3.0;3.0;12.0;0.0;0.0;1.0;4.509249752822893;0.0;0.0;0.0;0.0;0.0;0.0;0.5;3.0;3.0;0.0;0.0;0.0;3.0;0.3333333333333333;0.0;0.0;3.0;1.0;0.0;1.5;6.5;0.0;3.0;3.0;1.0;0.0;1.0;0.0;0.0;3.0;0.0;10.0;0.5;0.0;2.6666666666666665;0.0;1.1547005383792517;14.0;0.5773502691896258;0.0;0.5773502691896257;0.0;0.0;0.5773502691896258;0.0;3.0;0.5;2.0;0.0
31.0;1.0;0.0;0.4411764705882353;0.0;0.0;0.0;179.0;136.0;7.213235294117648;0.6763592785187057;0.0;0.0;0.0;True;False;0.0;0.0;136.0;2.6679633285410964;0.0;2.0;0.0;0.0;136.0;0.05882352941176471;0.0;0.0;0.0;0.0;3.0;0.3576125140982225;136.0;3.0;13.0;136.0;0.1474178623633881;1.0;0.0;5.0;0.0;136.0;2.022058823529412;0.0;56.92647058823529;0.0;3.0;0.0;0.0;0.0;27.0;1.0;0.0;1.0;0.0;136.0;27.0;9.585798205319968;0.0;0.4926470588235294;1.0;0.0;0.0;136.0;3.0;1.161764705882353;6.0;0.0;2.0;0.0;136.0;0.8970588235294118;2.0;2.0;1.4558823529411764;0.15441176470588236;0.0;0.0;136.0;0.7050626140707991;16.0;1.0;0.0;0.9719373999225424;136.0;75.5;0.0;1.0;0.0;1.0;136.0;1.2573529411764706;3.5338312018209024;7.0;0.7914301332230285;0.5588235294117647;0.0;1.180058526667917;0.16911764705882354;0.0;0.02205882352941177;2.0;0.0;136.0;136.0;6.0;0.0;2.0;1.4632352941176472;1.216601753125509;8.0;0.0;136.0;0.2656844656620286;0.0;0.0;0.0;0.0;10.0;1.0;1.0;0.0;0.0;0.0;0.0;136.0;136.0;7.0;0.0;0.0;1.0;37.29216626166971;1.0;6.0;0.0;0.0;0.0;0.0;0.0;136.0;136.0;0.0;8.0;1.0;136.0;0.4779411764705882;0.0;0.0;136.0;5.0;0.0;0.0;3.0;0.0;136.0;3.0;1.0;0.0;0.0;0.0;0.0;136.0;0.0;52.5;0.0;0.0;2.375;0.0;2.444102768753102;86.0;1.495508890297415;0.07352941176470587;1.191747220642237;0.0;0.0;1.2471972936647269;1.1206129664069138;136.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
