NumberOfInheritedMethods;Cohesion;NumberOfPolymorphicMethods;NumberPublicMethods;Bugged;NumberOfAttributes;NumberOfMethods_Mood;NumberOfProtectedAttributes;NumberOfAncestors;NumberOfPublicAttributes;NumberOfPrivateAttributes;NumberOfCoupledClasses;NumberUserDefinedAttributes;NumberOfSubclasses
0.0;0.35;4.0;3.0;False;2.0;4.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
0.0;0.14444444444444446;5.0;6.0;False;13.0;10.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;1.0;1.0;False;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;0.0;1.0;1.0;False;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;0.2;20.0;20.0;False;15.0;20.0;0.0;0.0;2.0;13.0;0.0;0.0;0.0
0.0;1.0;3.0;3.0;False;1.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;0.15625;22.0;22.0;False;52.0;24.0;0.0;0.0;0.0;52.0;4.0;6.0;0.0
0.0;0.15625;22.0;22.0;False;52.0;24.0;0.0;0.0;0.0;52.0;4.0;6.0;0.0
0.0;0.15625;22.0;22.0;False;52.0;24.0;0.0;0.0;0.0;52.0;4.0;6.0;0.0
0.0;0.15625;22.0;22.0;False;52.0;24.0;0.0;0.0;0.0;52.0;4.0;6.0;0.0
0.0;0.15625;22.0;22.0;False;52.0;24.0;0.0;0.0;0.0;52.0;4.0;6.0;0.0
0.0;0.15625;22.0;22.0;False;52.0;24.0;0.0;0.0;0.0;52.0;4.0;6.0;0.0
0.0;1.0;4.0;4.0;False;3.0;4.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;1.0;1.0;1.0;False;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;1.0;1.0;1.0;False;2.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
0.0;1.0;1.0;1.0;False;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;1.0;1.0;1.0;False;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;1.0;1.0;1.0;False;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;1.0;1.0;1.0;False;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
0.0;1.0;1.0;1.0;False;6.0;1.0;0.0;0.0;1.0;5.0;0.0;0.0;0.0
0.0;0.5;1.0;1.0;True;12.0;2.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0
0.0;0.16326530612244894;4.0;4.0;False;4.0;7.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0
0.0;1.0;1.0;1.0;False;2.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0
0.0;0.8666666666666667;0.0;5.0;False;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.5555555555555556;1.0;1.0;False;5.0;3.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0
0.0;0.2125;14.0;15.0;True;8.0;20.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0
0.0;0.14835164835164835;9.0;9.0;True;3.0;13.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0
0.0;0.25;3.0;4.0;False;7.0;4.0;6.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.6666666666666666;3.0;3.0;False;3.0;3.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0
0.0;0.3333333333333333;3.0;3.0;False;1.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;0.6666666666666666;3.0;3.0;False;3.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0
0.0;0.6666666666666666;3.0;3.0;False;2.0;3.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0
0.0;0.375;7.0;6.0;False;4.0;8.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0
0.0;0.11904761904761905;14.0;14.0;False;13.0;14.0;0.0;0.0;8.0;5.0;0.0;0.0;0.0
0.0;0.4444444444444444;1.0;2.0;False;2.0;3.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
0.0;0.5;1.0;2.0;False;4.0;2.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;1.0;False;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;1.0;0.0;1.0;False;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;1.0;1.0;1.0;False;2.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
0.0;1.0;0.0;1.0;False;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;1.0;0.0;1.0;False;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;1.0;0.0;1.0;False;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;1.0;0.0;1.0;False;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;0.3333333333333333;2.0;2.0;False;1.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;0.3;5.0;2.0;False;3.0;5.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;0.3333333333333333;2.0;2.0;False;1.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;0.3333333333333333;2.0;2.0;False;1.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;0.0;1.0;0.0;False;2.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;0.3333333333333333;2.0;2.0;False;5.0;3.0;1.0;0.0;0.0;4.0;0.0;0.0;0.0
0.0;0.0;2.0;4.0;False;4.0;4.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0
0.0;0.3333333333333333;2.0;2.0;False;1.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;0.5;1.0;1.0;False;2.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
0.0;0.5;1.0;1.0;False;4.0;2.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0
0.0;1.0;1.0;1.0;False;3.0;1.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0
0.0;0.75;0.0;1.0;True;6.0;2.0;0.0;0.0;0.0;6.0;1.0;1.0;0.0
0.0;0.75;0.0;1.0;True;6.0;2.0;0.0;0.0;0.0;6.0;1.0;1.0;0.0
0.0;0.75;0.0;1.0;True;6.0;2.0;0.0;0.0;0.0;6.0;1.0;1.0;0.0
0.0;0.4444444444444444;9.0;9.0;False;8.0;9.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0
0.0;0.0;4.0;4.0;False;5.0;4.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0
0.0;0.4848484848484849;5.0;5.0;True;3.0;6.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0
0.0;0.3428571428571429;0.0;7.0;False;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.2916666666666667;0.0;10.0;False;14.0;12.0;0.0;0.0;13.0;1.0;0.0;0.0;0.0
0.0;0.2272727272727273;11.0;11.0;False;7.0;11.0;0.0;0.0;1.0;6.0;0.0;0.0;0.0
0.0;1.0;0.0;1.0;False;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;1.0;1.0;False;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;2.0;2.0;False;2.0;3.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
0.0;0.0;1.0;1.0;False;4.0;1.0;0.0;0.0;2.0;2.0;0.0;2.0;0.0
0.0;0.11204481792717087;0.0;50.0;True;53.0;51.0;0.0;0.0;40.0;13.0;0.0;0.0;0.0
0.0;0.08201058201058199;0.0;63.0;True;117.0;63.0;0.0;0.0;85.0;32.0;0.0;0.0;0.0
0.0;0.07142857142857142;12.0;13.0;True;16.0;14.0;0.0;0.0;0.0;16.0;0.0;0.0;0.0
0.0;0.2;0.0;4.0;False;5.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0
0.0;0.3;0.0;6.0;True;1.0;6.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;2.0;False;2.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;1.0;False;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;1.0;False;1.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;0.3888888888888889;4.0;4.0;False;6.0;6.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0
0.0;0.6666666666666666;0.0;1.0;False;1.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;0.0;4.0;4.0;False;2.0;4.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
0.0;0.28;5.0;5.0;False;5.0;5.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0
0.0;1.0;0.0;1.0;False;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.5416666666666666;0.0;2.0;False;1.0;6.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
0.0;0.5416666666666666;0.0;2.0;False;1.0;6.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
0.0;0.13725490196078433;17.0;17.0;False;8.0;17.0;0.0;0.0;1.0;7.0;0.0;0.0;0.0
0.0;0.2;5.0;5.0;True;1.0;5.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;1.0;1.0;False;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;4.0;4.0;False;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.3333333333333333;2.0;2.0;False;1.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;1.0;2.0;False;3.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0
0.0;0.42857142857142855;7.0;3.0;False;5.0;7.0;0.0;0.0;0.0;5.0;1.0;1.0;0.0
0.0;0.4871794871794872;13.0;5.0;False;3.0;13.0;1.0;0.0;0.0;2.0;1.0;1.0;0.0
0.0;1.0;1.0;0.0;True;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;0.4666666666666667;3.0;3.0;False;3.0;3.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0
0.0;0.0;1.0;1.0;False;2.0;1.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0
0.0;0.0;0.0;0.0;False;5.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;5.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;5.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0
0.0;0.625;6.0;0.0;True;6.0;8.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0
0.0;0.0;1.0;0.0;False;3.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;4.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0
0.0;0.0;2.0;0.0;False;6.0;2.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0
0.0;1.0;0.0;0.0;False;3.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0
0.0;0.3703703703703704;7.0;2.0;False;13.0;9.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0
0.0;0.3333333333333333;3.0;3.0;False;4.0;3.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0
0.0;0.3333333333333333;3.0;3.0;False;4.0;3.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;True;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
0.0;0.2380952380952381;7.0;2.0;False;6.0;7.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0
0.0;1.0;4.0;0.0;False;3.0;4.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0
0.0;0.5;1.0;2.0;False;2.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
0.0;0.5;1.0;2.0;False;2.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
0.0;0.5;1.0;2.0;False;2.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
0.0;0.5;3.0;3.0;False;7.0;4.0;0.0;0.0;2.0;5.0;0.0;0.0;0.0
0.0;0.8;5.0;0.0;False;3.0;5.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0
0.0;0.0;1.0;0.0;False;3.0;1.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0
0.0;0.5714285714285714;6.0;0.0;True;6.0;7.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0
0.0;0.5714285714285714;6.0;0.0;True;6.0;7.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0
0.0;0.0;1.0;0.0;False;3.0;1.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0
0.0;0.5555555555555556;8.0;2.0;True;16.0;9.0;0.0;0.0;0.0;16.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;True;4.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0
0.0;0.225;10.0;5.0;True;8.0;10.0;1.0;0.0;0.0;7.0;0.0;0.0;0.0
0.0;0.22105263157894736;14.0;3.0;True;16.0;19.0;0.0;0.0;0.0;16.0;0.0;0.0;0.0
0.0;0.22105263157894736;14.0;3.0;True;16.0;19.0;0.0;0.0;0.0;16.0;0.0;0.0;0.0
0.0;0.0;1.0;0.0;True;4.0;1.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0
0.0;0.06746031746031746;17.0;31.0;True;18.0;36.0;0.0;0.0;5.0;13.0;1.0;0.0;0.0
0.0;0.06746031746031746;17.0;31.0;True;18.0;36.0;0.0;0.0;5.0;13.0;1.0;0.0;0.0
0.0;0.18333333333333326;20.0;20.0;True;9.0;24.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0
0.0;0.18333333333333326;20.0;20.0;True;9.0;24.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0
0.0;0.18333333333333326;20.0;20.0;True;9.0;24.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0
0.0;0.18333333333333326;20.0;20.0;True;9.0;24.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0
0.0;0.18333333333333326;20.0;20.0;True;9.0;24.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0
0.0;0.5333333333333333;2.0;2.0;False;1.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;0.6666666666666666;2.0;1.0;True;1.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;0.3333333333333333;5.0;5.0;True;2.0;6.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
0.0;0.2380952380952381;6.0;6.0;True;5.0;7.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0
0.0;0.2380952380952381;6.0;6.0;True;5.0;7.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0
0.0;0.03823529411764706;18.0;31.0;True;29.0;34.0;0.0;0.0;4.0;25.0;0.0;0.0;0.0
0.0;0.2254901960784313;11.0;11.0;True;4.0;17.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0
0.0;0.2254901960784313;11.0;11.0;True;4.0;17.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0
0.0;0.35714285714285715;7.0;5.0;False;4.0;7.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0
0.0;0.5;2.0;1.0;False;5.0;2.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0
0.0;0.0;1.0;0.0;False;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;0.2857142857142857;7.0;1.0;False;6.0;7.0;2.0;0.0;0.0;4.0;1.0;1.0;0.0
0.0;0.2857142857142857;7.0;1.0;False;6.0;7.0;2.0;0.0;0.0;4.0;1.0;1.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.4583333333333333;8.0;3.0;False;5.0;8.0;1.0;0.0;0.0;4.0;1.0;1.0;0.0
0.0;0.2;5.0;2.0;True;7.0;5.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0
0.0;0.4;4.0;4.0;True;3.0;4.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;5.0;1.0;False;2.0;5.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;0.35714285714285715;14.0;9.0;False;5.0;14.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0
0.0;0.19444444444444445;9.0;4.0;True;16.0;9.0;5.0;0.0;0.0;11.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;2.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
0.0;0.1020408163265306;10.0;9.0;True;18.0;14.0;0.0;0.0;0.0;18.0;0.0;0.0;0.0
0.0;0.16666666666666666;10.0;2.0;False;7.0;10.0;1.0;0.0;0.0;6.0;0.0;0.0;0.0
0.0;0.5;2.0;1.0;False;2.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
0.0;1.0;1.0;1.0;False;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;0.8333333333333334;2.0;0.0;True;1.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;1.0;0.0;False;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;0.17857142857142858;7.0;0.0;True;7.0;7.0;0.0;0.0;1.0;6.0;0.0;0.0;0.0
0.0;1.0;1.0;0.0;False;2.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
0.0;0.3333333333333333;3.0;2.0;True;2.0;3.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
0.0;0.0;1.0;0.0;False;3.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0
0.0;0.2;6.0;3.0;False;6.0;7.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0
0.0;0.3333333333333333;3.0;0.0;False;4.0;3.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;1.0;1.0;False;3.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0
0.0;1.0;1.0;1.0;False;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;0.25;4.0;4.0;False;3.0;4.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.21428571428571427;7.0;4.0;True;5.0;7.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0
0.0;0.5;2.0;2.0;False;3.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;True;3.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0
0.0;0.3333333333333333;3.0;2.0;True;2.0;3.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0
0.0;0.13636363636363635;17.0;12.0;True;29.0;22.0;2.0;0.0;6.0;21.0;0.0;0.0;0.0
0.0;0.2769230769230769;9.0;8.0;True;9.0;13.0;0.0;0.0;0.0;9.0;1.0;1.0;0.0
0.0;0.2769230769230769;9.0;8.0;True;9.0;13.0;0.0;0.0;0.0;9.0;1.0;1.0;0.0
0.0;0.2222222222222222;8.0;9.0;True;14.0;9.0;0.0;0.0;6.0;8.0;0.0;0.0;0.0
0.0;0.2;5.0;5.0;False;5.0;5.0;0.0;0.0;0.0;5.0;1.0;1.0;0.0
0.0;0.5;2.0;0.0;False;2.0;2.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0
0.0;0.125;8.0;6.0;False;3.0;8.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0
0.0;0.3333333333333333;3.0;2.0;False;1.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;0.5;2.0;0.0;False;1.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;2.0;1.0;False;1.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;0.3333333333333333;3.0;1.0;False;1.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;0.16666666666666666;9.0;4.0;False;6.0;9.0;0.0;0.0;2.0;4.0;0.0;0.0;0.0
0.0;0.25;4.0;2.0;False;19.0;5.0;0.0;0.0;9.0;10.0;0.0;0.0;0.0
0.0;0.16666666666666666;9.0;4.0;False;6.0;9.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0
0.0;0.25;4.0;2.0;True;9.0;4.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.14102564102564102;10.0;5.0;True;16.0;13.0;0.0;0.0;2.0;14.0;0.0;0.0;0.0
0.0;0.14102564102564102;10.0;5.0;True;16.0;13.0;0.0;0.0;2.0;14.0;0.0;0.0;0.0
0.0;0.3333333333333333;3.0;2.0;False;1.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;0.17307692307692307;13.0;7.0;True;21.0;13.0;0.0;0.0;1.0;20.0;1.0;1.0;0.0
0.0;0.17307692307692307;13.0;7.0;True;21.0;13.0;0.0;0.0;1.0;20.0;1.0;1.0;0.0
0.0;0.21875;8.0;4.0;False;8.0;8.0;0.0;0.0;1.0;7.0;0.0;0.0;0.0
0.0;0.21875;8.0;4.0;False;8.0;8.0;0.0;0.0;1.0;7.0;0.0;0.0;0.0
0.0;0.14285714285714285;13.0;9.0;True;16.0;14.0;0.0;0.0;0.0;16.0;0.0;0.0;0.0
0.0;0.14285714285714285;13.0;9.0;True;16.0;14.0;0.0;0.0;0.0;16.0;0.0;0.0;0.0
0.0;0.15384615384615385;4.0;4.0;True;7.0;13.0;0.0;0.0;0.0;7.0;1.0;0.0;0.0
0.0;0.15384615384615385;4.0;4.0;True;7.0;13.0;0.0;0.0;0.0;7.0;1.0;0.0;0.0
0.0;1.0;1.0;1.0;False;2.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
0.0;0.16666666666666666;6.0;3.0;True;13.0;6.0;0.0;0.0;0.0;13.0;2.0;2.0;0.0
0.0;0.16666666666666666;6.0;3.0;True;13.0;6.0;0.0;0.0;0.0;13.0;2.0;2.0;0.0
0.0;0.16666666666666666;6.0;3.0;True;13.0;6.0;0.0;0.0;0.0;13.0;2.0;2.0;0.0
0.0;0.16666666666666666;6.0;3.0;True;13.0;6.0;0.0;0.0;0.0;13.0;2.0;2.0;0.0
0.0;0.16666666666666666;6.0;3.0;True;13.0;6.0;0.0;0.0;0.0;13.0;2.0;2.0;0.0
0.0;0.16666666666666666;6.0;3.0;True;13.0;6.0;0.0;0.0;0.0;13.0;2.0;2.0;0.0
0.0;0.16666666666666666;6.0;3.0;True;13.0;6.0;0.0;0.0;0.0;13.0;2.0;2.0;0.0
0.0;0.16666666666666666;6.0;3.0;True;13.0;6.0;0.0;0.0;0.0;13.0;2.0;2.0;0.0
0.0;0.16666666666666666;6.0;3.0;True;13.0;6.0;0.0;0.0;0.0;13.0;2.0;2.0;0.0
0.0;0.16666666666666666;6.0;3.0;True;13.0;6.0;0.0;0.0;0.0;13.0;2.0;2.0;0.0
0.0;0.16666666666666666;6.0;3.0;True;13.0;6.0;0.0;0.0;0.0;13.0;2.0;2.0;0.0
0.0;0.16666666666666666;6.0;3.0;True;13.0;6.0;0.0;0.0;0.0;13.0;2.0;2.0;0.0
0.0;0.16666666666666666;6.0;3.0;True;13.0;6.0;0.0;0.0;0.0;13.0;2.0;2.0;0.0
0.0;0.16666666666666666;6.0;3.0;True;13.0;6.0;0.0;0.0;0.0;13.0;2.0;2.0;0.0
0.0;0.16666666666666666;6.0;3.0;True;13.0;6.0;0.0;0.0;0.0;13.0;2.0;2.0;0.0
0.0;0.0;0.0;0.0;False;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
0.0;0.25;4.0;2.0;False;1.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;0.25;4.0;3.0;False;2.0;4.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
0.0;0.0;1.0;1.0;True;3.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0
0.0;0.3333333333333333;2.0;1.0;False;2.0;3.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
0.0;0.1875;7.0;3.0;True;7.0;8.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0
0.0;0.25;5.0;1.0;False;4.0;8.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0
0.0;0.175;7.0;4.0;False;6.0;8.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0
0.0;0.08463949843260188;25.0;23.0;True;27.0;29.0;0.0;0.0;3.0;24.0;0.0;0.0;0.0
0.0;0.625;4.0;0.0;True;2.0;4.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
0.0;0.4666666666666667;5.0;0.0;True;6.0;5.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0
0.0;0.5;1.0;2.0;False;4.0;2.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0
0.0;0.32;3.0;3.0;True;13.0;5.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0
0.0;0.1111111111111111;9.0;9.0;False;9.0;9.0;0.0;0.0;1.0;8.0;0.0;0.0;0.0
0.0;0.2;4.0;4.0;True;15.0;5.0;0.0;0.0;0.0;15.0;0.0;0.0;0.0
0.0;0.16666666666666666;6.0;6.0;True;19.0;6.0;0.0;0.0;0.0;19.0;0.0;0.0;0.0
0.0;0.5;4.0;2.0;False;11.0;4.0;0.0;0.0;3.0;8.0;0.0;0.0;0.0
0.0;0.2380952380952381;5.0;4.0;True;16.0;7.0;0.0;0.0;0.0;16.0;0.0;0.0;0.0
