Bugged;NPF;NSF;PMd;NOA;NOD;ClTCi;NSM;RTLOC;TLOC;ClRCi;NOL
False;0.0;1.0;18.0;0.0;0.0;32.0;0.0;212.0;133.0;1.684210526;0.0
False;0.0;1.0;3.0;0.0;0.0;17.0;0.0;144.0;86.0;3.4;0.0
False;0.0;0.0;5.0;0.0;0.0;6.0;0.0;52.0;35.0;1.2;0.0
False;0.0;6.0;1.0;0.0;0.0;9.0;3.0;278.0;181.0;2.25;0.0
False;0.0;6.0;1.0;0.0;0.0;9.0;3.0;278.0;181.0;2.25;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;3.0;0.0;0.0;9.0;2.0;213.0;136.0;2.25;0.0
False;0.0;0.0;3.0;0.0;0.0;9.0;2.0;213.0;136.0;2.25;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;7.0;0.0;0.0;32.0;0.0;139.0;48.0;4.0;0.0
False;0.0;0.0;0.0;0.0;0.0;20.0;0.0;43.0;5.0;6.666666667;0.0
